Orthogroup	NEMVE	ASTMX
OG0000110	NEMVE00979, NEMVE07027, NEMVE03143, NEMVE24541, NEMVE22920, NEMVE12064, NEMVE15426, NEMVE10514	ASTMX08227, ASTMX03691, ASTMX16247
OG0000110	NEMVE02573, NEMVE15411, NEMVE13920, NEMVE12399	ASTMX08508
OG0000113	NEMVE21021, NEMVE14510	ASTMX19383, ASTMX05472
OG0000114	NEMVE07046, NEMVE14943	ASTMX11493, ASTMX06799, ASTMX01004, ASTMX05253, ASTMX10478, ASTMX03182, ASTMX06800
OG0000114	NEMVE20958	ASTMX20865
OG0000116	NEMVE11443, NEMVE21821, NEMVE13450, NEMVE22004, NEMVE21900, NEMVE13056	ASTMX09821
OG0000117	NEMVE21138	ASTMX02057
OG0000117	NEMVE12400	ASTMX17355
OG0000117	NEMVE06169, NEMVE03380	ASTMX00401, ASTMX12703
OG0000119	NEMVE22896	ASTMX04143, ASTMX08665, ASTMX05337, ASTMX14891, ASTMX21636
OG0000119	NEMVE15248	ASTMX00656, ASTMX18233
OG0000120	NEMVE07384, NEMVE08536, NEMVE12836	ASTMX22429
OG0000120	NEMVE08594	ASTMX22743
OG0000121	NEMVE22381	ASTMX16272, ASTMX04663, ASTMX01517
OG0000122	NEMVE05937, NEMVE10909	ASTMX10444, ASTMX20272, ASTMX16361, ASTMX12761, ASTMX10832
OG0000124	NEMVE24720	ASTMX16401, ASTMX07748
OG0000124	NEMVE14854	ASTMX10640, ASTMX14745, ASTMX06441
OG0000124	NEMVE13714	ASTMX15641, ASTMX13821, ASTMX22615, ASTMX05824
OG0000126	NEMVE07689	ASTMX18095, ASTMX08006, ASTMX06040
OG0000126	NEMVE08729, NEMVE02964	ASTMX08551, ASTMX08784, ASTMX11157
OG0000126	NEMVE00909	ASTMX06187, ASTMX17244
OG0000126	NEMVE02955	ASTMX07769, ASTMX02408, ASTMX15338, ASTMX09155, ASTMX05148
OG0000127	NEMVE24353	ASTMX09798, ASTMX08552, ASTMX08785, ASTMX11156, ASTMX05665, ASTMX21500
OG0000127	NEMVE22473	ASTMX08750, ASTMX03142, ASTMX00541, ASTMX00032
OG0000127	NEMVE10526	ASTMX11418, ASTMX00918, ASTMX13409, ASTMX07588, ASTMX13478
OG0000127	NEMVE13457	ASTMX10799, ASTMX06687, ASTMX15259, ASTMX15260
OG0000127	NEMVE22419	ASTMX14863, ASTMX19609, ASTMX20319, ASTMX20860
OG0000128	NEMVE12106, NEMVE04961, NEMVE01987, NEMVE18699, NEMVE05813, NEMVE00993, NEMVE10370, NEMVE09954, NEMVE24226, NEMVE08877, NEMVE02973, NEMVE07718, NEMVE13536, NEMVE16591, NEMVE07067, NEMVE16738, NEMVE06927	ASTMX05854
OG0000129	NEMVE15459, NEMVE24455, NEMVE05043	ASTMX02483, ASTMX17929, ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866, ASTMX17928, ASTMX17927, ASTMX11589, ASTMX08939, ASTMX16539
OG0000129	NEMVE14958	ASTMX06087, ASTMX09196, ASTMX23025, ASTMX05614
OG0000130	NEMVE06584, NEMVE05300, NEMVE10363, NEMVE19712, NEMVE09669, NEMVE17089, NEMVE10460	ASTMX07135, ASTMX08389, ASTMX02101, ASTMX18603, ASTMX21728, ASTMX10754, ASTMX19065, ASTMX02114, ASTMX12106, ASTMX15566, ASTMX07963, ASTMX11451, ASTMX00189, ASTMX19291
OG0000131	NEMVE07984, NEMVE05410	ASTMX16327
OG0000131	NEMVE20141	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440, ASTMX08766
OG0000132	NEMVE00818, NEMVE00836, NEMVE00732, NEMVE00832, NEMVE00761, NEMVE00751, NEMVE00762, NEMVE00731, NEMVE15492, NEMVE01916	ASTMX09702
OG0000133	NEMVE17437	ASTMX21190, ASTMX21064, ASTMX18077, ASTMX22246, ASTMX14992, ASTMX14993, ASTMX14996, ASTMX14990, ASTMX01609, ASTMX13181, ASTMX20897, ASTMX19606, ASTMX08507, ASTMX13886, ASTMX13885, ASTMX22857, ASTMX13138, ASTMX13136, ASTMX22464, ASTMX20563, ASTMX21441, ASTMX13135, ASTMX13134, ASTMX13137, ASTMX22484, ASTMX20559, ASTMX20561, ASTMX13217, ASTMX21568, ASTMX15040, ASTMX21948, ASTMX20560, ASTMX19892, ASTMX02156, ASTMX02949, ASTMX07356, ASTMX07357, ASTMX07358, ASTMX15965, ASTMX15966, ASTMX19613, ASTMX22548, ASTMX22646, ASTMX08902, ASTMX17907, ASTMX17908, ASTMX21952, ASTMX22023, ASTMX21953, ASTMX19611, ASTMX19612, ASTMX15967, ASTMX20736
OG0000135	NEMVE07712, NEMVE07156, NEMVE10399, NEMVE00765, NEMVE01301, NEMVE08506, NEMVE00634, NEMVE19959, NEMVE11803, NEMVE12861, NEMVE07150, NEMVE09618, NEMVE18689, NEMVE00849, NEMVE01021, NEMVE07037, NEMVE08365, NEMVE09611, NEMVE01856, NEMVE01229	ASTMX03653, ASTMX03652, ASTMX21135, ASTMX21134, ASTMX21184, ASTMX21183, ASTMX21136
OG0000136	NEMVE22321, NEMVE17620, NEMVE20155, NEMVE02071, NEMVE04995, NEMVE13318, NEMVE15328	ASTMX10131, ASTMX06597
OG0000137	NEMVE20817, NEMVE18407	ASTMX17487, ASTMX09719, ASTMX10412, ASTMX17486
OG0000137	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935	ASTMX04665, ASTMX08942, ASTMX01570, ASTMX22671, ASTMX10792, ASTMX08181
OG0000139	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194	ASTMX09356
OG0000140	NEMVE07307	ASTMX10669
OG0000140	NEMVE16491	ASTMX02224, ASTMX12432, ASTMX02225, ASTMX01988, ASTMX02223, ASTMX02591, ASTMX03606
OG0000142	NEMVE18434, NEMVE18435, NEMVE09154	ASTMX22061
OG0000145	NEMVE16199, NEMVE04738, NEMVE21777, NEMVE21974	ASTMX13278
OG0000146	NEMVE12333, NEMVE07870	ASTMX20882
OG0000146	NEMVE03735	ASTMX21652
OG0000146	NEMVE12714, NEMVE07766	ASTMX15531
OG0000147	NEMVE01930	ASTMX21303, ASTMX20789, ASTMX03135, ASTMX08761, ASTMX04795
OG0000147	NEMVE00775	ASTMX22882, ASTMX19061
OG0000147	NEMVE13815	ASTMX01265, ASTMX04843
OG0000147	NEMVE14266	ASTMX02385
OG0000147	NEMVE15010	ASTMX18633
OG0000147	NEMVE01973	ASTMX08515
OG0000148	NEMVE23582, NEMVE05630	ASTMX04782, ASTMX22552, ASTMX21928, ASTMX17019, ASTMX17018, ASTMX10784, ASTMX03086, ASTMX00635, ASTMX13486, ASTMX06422, ASTMX21929, ASTMX22564, ASTMX19926, ASTMX19927, ASTMX14987, ASTMX17016, ASTMX10783, ASTMX14989, ASTMX17279, ASTMX19925, ASTMX14926, ASTMX13485, ASTMX03088, ASTMX00634, ASTMX17280
OG0000149	NEMVE02950, NEMVE00060, NEMVE07321	ASTMX05992, ASTMX18326, ASTMX03365, ASTMX03364
OG0000149	NEMVE08530, NEMVE21291	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899, ASTMX10915
OG0000149	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954	ASTMX19335
OG0000151	NEMVE14638	ASTMX22990, ASTMX18031, ASTMX21814, ASTMX15314, ASTMX19154, ASTMX20904, ASTMX08723, ASTMX20739, ASTMX18063
OG0000151	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329	ASTMX22005, ASTMX16447, ASTMX16036, ASTMX08859, ASTMX05398, ASTMX21907
OG0000151	NEMVE23696	ASTMX21939, ASTMX10392, ASTMX08593, ASTMX17567
OG0000151	NEMVE23695	ASTMX14340, ASTMX15073
OG0000152	NEMVE20086, NEMVE16527, NEMVE16528	ASTMX11374, ASTMX21931
OG0000154	NEMVE14154, NEMVE10510	ASTMX17110, ASTMX11785
OG0000155	NEMVE08895	ASTMX08087, ASTMX14831, ASTMX13520
OG0000155	NEMVE19985, NEMVE14842	ASTMX12246, ASTMX04195
OG0000157	NEMVE24250	ASTMX15736, ASTMX02435, ASTMX11937
OG0000157	NEMVE14302	ASTMX15837, ASTMX21399, ASTMX15330, ASTMX08384, ASTMX08312, ASTMX17465, ASTMX21400
OG0000157	NEMVE22690	ASTMX10886
OG0000158	NEMVE19203, NEMVE24928	ASTMX02401, ASTMX13165, ASTMX06541, ASTMX11567, ASTMX11566, ASTMX06538, ASTMX11564, ASTMX11565, ASTMX06921, ASTMX06542, ASTMX02399, ASTMX06540, ASTMX15812, ASTMX02400, ASTMX22944, ASTMX06689, ASTMX10940, ASTMX15263, ASTMX11735
OG0000159	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600	ASTMX12753
OG0000159	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227	ASTMX06913, ASTMX03301
OG0000159	NEMVE08562	ASTMX16138, ASTMX16710
OG0000160	NEMVE02932, NEMVE13008, NEMVE08785	ASTMX12091
OG0000160	NEMVE13435, NEMVE07078, NEMVE05120	ASTMX15798
OG0000160	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396	ASTMX09985, ASTMX05059, ASTMX09986, ASTMX05060
OG0000163	NEMVE23040, NEMVE12529, NEMVE24450	ASTMX10516, ASTMX20542, ASTMX20448, ASTMX17429, ASTMX22159
OG0000163	NEMVE12704, NEMVE13131	ASTMX01467, ASTMX20434, ASTMX01900, ASTMX20308, ASTMX21793
OG0000164	NEMVE18535	ASTMX09012, ASTMX09848, ASTMX19193, ASTMX08617, ASTMX21675, ASTMX02898, ASTMX01794, ASTMX08616, ASTMX08615
OG0000165	NEMVE01276, NEMVE18257	ASTMX11488, ASTMX04091
OG0000166	NEMVE13422, NEMVE21827	ASTMX00063
OG0000166	NEMVE03435, NEMVE02015, NEMVE05833	ASTMX17222, ASTMX15335, ASTMX15334, ASTMX17064, ASTMX12331
OG0000168	NEMVE12386, NEMVE14100, NEMVE08169	ASTMX05829, ASTMX22396, ASTMX20795
OG0000169	NEMVE20740	ASTMX22905
OG0000169	NEMVE11847	ASTMX02738, ASTMX09343, ASTMX15414, ASTMX15415, ASTMX22916, ASTMX23075, ASTMX05645
OG0000171	NEMVE02961	ASTMX13035, ASTMX04406
OG0000172	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433	ASTMX00454, ASTMX05345, ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722, ASTMX05451, ASTMX07460
OG0000173	NEMVE17194	ASTMX22989
OG0000173	NEMVE14093, NEMVE11931, NEMVE01064, NEMVE10209, NEMVE00927, NEMVE22389	ASTMX16292, ASTMX05262
OG0000173	NEMVE08851	ASTMX06798, ASTMX16925, ASTMX20806, ASTMX11171, ASTMX06509, ASTMX18128, ASTMX05261, ASTMX05260, ASTMX18597, ASTMX12773, ASTMX03201, ASTMX16788, ASTMX16293, ASTMX09049, ASTMX07537, ASTMX04181, ASTMX05259, ASTMX00713, ASTMX01037, ASTMX05223, ASTMX10462, ASTMX03643, ASTMX09920
OG0000174	NEMVE06970	ASTMX18749, ASTMX17715
OG0000175	NEMVE00450, NEMVE15112	ASTMX21016, ASTMX15252
OG0000179	NEMVE18776	ASTMX13630, ASTMX02170
OG0000179	NEMVE07348	ASTMX14866
OG0000179	NEMVE15362	ASTMX00492, ASTMX06209
OG0000180	NEMVE17226, NEMVE07670	ASTMX11798, ASTMX10163, ASTMX17205, ASTMX08229, ASTMX02239, ASTMX17206, ASTMX11819, ASTMX09327
OG0000181	NEMVE24124	ASTMX00767, ASTMX04758, ASTMX15059, ASTMX14093, ASTMX17806
OG0000181	NEMVE23021	ASTMX02628, ASTMX03065
OG0000181	NEMVE13666, NEMVE22609	ASTMX09488
OG0000181	NEMVE13944, NEMVE14380	ASTMX00769
OG0000182	NEMVE19657, NEMVE19159, NEMVE17733	ASTMX21649, ASTMX11305, ASTMX20586, ASTMX20460
OG0000183	NEMVE11293	ASTMX04432, ASTMX12508, ASTMX19843, ASTMX02763, ASTMX03936, ASTMX05623, ASTMX20239, ASTMX16109
OG0000183	NEMVE10854	ASTMX12358, ASTMX03484
OG0000183	NEMVE13332	ASTMX13317, ASTMX07857
OG0000184	NEMVE14657, NEMVE21989	ASTMX12437, ASTMX12438
OG0000185	NEMVE22342	ASTMX11051, ASTMX13737, ASTMX00167, ASTMX22814, ASTMX22322
OG0000185	NEMVE24028	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652, ASTMX12894, ASTMX07504
OG0000186	NEMVE20616, NEMVE25738, NEMVE21024, NEMVE18157	ASTMX18771
OG0000188	NEMVE02174, NEMVE06434, NEMVE08702, NEMVE02205, NEMVE02239, NEMVE08353, NEMVE22726, NEMVE24815, NEMVE01623, NEMVE01520	ASTMX16874
OG0000188	NEMVE13624	ASTMX17563, ASTMX09974, ASTMX22080
OG0000188	NEMVE06764	ASTMX21970
OG0000191	NEMVE23068	ASTMX08441
OG0000191	NEMVE05446, NEMVE01815, NEMVE00259, NEMVE07742, NEMVE07736, NEMVE10677, NEMVE02294, NEMVE19937, NEMVE07739, NEMVE11548, NEMVE15905, NEMVE11544, NEMVE15879, NEMVE21467, NEMVE00410, NEMVE04626, NEMVE04561, NEMVE04618, NEMVE15210, NEMVE01022, NEMVE09657, NEMVE04621, NEMVE04567, NEMVE06146, NEMVE15608	ASTMX14179
OG0000191	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682	ASTMX16854, ASTMX18268, ASTMX21151, ASTMX08944, ASTMX04567, ASTMX04280
OG0000192	NEMVE05593	ASTMX07878, ASTMX20901, ASTMX19840, ASTMX01591, ASTMX00329, ASTMX15434, ASTMX02346
OG0000192	NEMVE13792	ASTMX22789, ASTMX13707
OG0000192	NEMVE01940	ASTMX14856
OG0000193	NEMVE10259, NEMVE11693, NEMVE07643	ASTMX03473, ASTMX20971, ASTMX11214, ASTMX09632, ASTMX05862, ASTMX20972, ASTMX06947, ASTMX14897, ASTMX03474, ASTMX13316, ASTMX19987
OG0000194	NEMVE11646, NEMVE08721	ASTMX14940, ASTMX03197, ASTMX16653, ASTMX22443, ASTMX22363, ASTMX14331
OG0000195	NEMVE15098	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669
OG0000199	NEMVE06018	ASTMX00281, ASTMX00285, ASTMX00284, ASTMX00280, ASTMX00277, ASTMX14809, ASTMX14810, ASTMX14807, ASTMX00296, ASTMX00297, ASTMX00295, ASTMX00294, ASTMX14806, ASTMX14805, ASTMX22700, ASTMX18950, ASTMX14808, ASTMX18951, ASTMX00292, ASTMX00293, ASTMX00290, ASTMX00291, ASTMX00288, ASTMX00289, ASTMX18953, ASTMX18952
OG0000200	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943	ASTMX16217, ASTMX11123, ASTMX02850, ASTMX06297
OG0000201	NEMVE09097	ASTMX16364, ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848
OG0000201	NEMVE18189, NEMVE09350	ASTMX16004, ASTMX17974, ASTMX01297, ASTMX11319, ASTMX13076, ASTMX16014, ASTMX13075
OG0000202	NEMVE18137, NEMVE01256	ASTMX21420, ASTMX18088, ASTMX01815, ASTMX12049, ASTMX15021, ASTMX12677, ASTMX14453, ASTMX09955, ASTMX19428, ASTMX05837, ASTMX07752, ASTMX02721, ASTMX17241, ASTMX18862, ASTMX09691, ASTMX06807
OG0000203	NEMVE25285	ASTMX16274
OG0000203	NEMVE01883	ASTMX00845, ASTMX01226, ASTMX00857
OG0000203	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834	ASTMX20187, ASTMX06010, ASTMX05240
OG0000204	NEMVE04586, NEMVE13063	ASTMX05231, ASTMX02270
OG0000204	NEMVE08800	ASTMX08546, ASTMX02616, ASTMX01734
OG0000204	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981	ASTMX00447, ASTMX00221, ASTMX00441, ASTMX21977, ASTMX00222, ASTMX00448, ASTMX00240
OG0000205	NEMVE09132	ASTMX13522, ASTMX10816, ASTMX16114, ASTMX14153, ASTMX22625
OG0000205	NEMVE05941	ASTMX20065, ASTMX10182, ASTMX20441, ASTMX12995
OG0000205	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573	ASTMX20510, ASTMX07381, ASTMX02305, ASTMX10670, ASTMX05423, ASTMX14679
OG0000206	NEMVE15768	ASTMX13968
OG0000207	NEMVE14338, NEMVE18126	ASTMX11086, ASTMX18027, ASTMX11639, ASTMX13861, ASTMX20482, ASTMX19782, ASTMX06362
OG0000208	NEMVE01513, NEMVE06396	ASTMX14534, ASTMX12214, ASTMX04375, ASTMX14594, ASTMX12234, ASTMX18583, ASTMX05181
OG0000209	NEMVE16425, NEMVE18816	ASTMX21724
OG0000209	NEMVE07170, NEMVE01404, NEMVE04704	ASTMX23046
OG0000210	NEMVE14502	ASTMX06462
OG0000210	NEMVE08730	ASTMX16896
OG0000211	NEMVE13306	ASTMX14936
OG0000211	NEMVE20025	ASTMX14468
OG0000211	NEMVE08412	ASTMX02506
OG0000211	NEMVE13225	ASTMX08965
OG0000211	NEMVE10733	ASTMX00388, ASTMX07887
OG0000215	NEMVE19007	ASTMX09309, ASTMX14457
OG0000218	NEMVE06667, NEMVE11926, NEMVE02677	ASTMX14255, ASTMX06375
OG0000219	NEMVE04554, NEMVE04602	ASTMX10608
OG0000220	NEMVE06570, NEMVE06590	ASTMX06452, ASTMX19472
OG0000221	NEMVE01044, NEMVE13312	ASTMX14659, ASTMX05690, ASTMX18613
OG0000221	NEMVE05724	ASTMX00084, ASTMX22683, ASTMX10185
OG0000223	NEMVE05418	ASTMX17097, ASTMX19956, ASTMX01390, ASTMX13426
OG0000223	NEMVE21368, NEMVE09090	ASTMX05635, ASTMX07750, ASTMX06611, ASTMX15854
OG0000225	NEMVE22802, NEMVE01960	ASTMX16084, ASTMX16085, ASTMX16083, ASTMX11790, ASTMX09442, ASTMX17744, ASTMX14393, ASTMX04772, ASTMX20768, ASTMX04717
OG0000226	NEMVE25655	ASTMX03292
OG0000226	NEMVE09338, NEMVE02942, NEMVE04143, NEMVE15524	ASTMX10407
OG0000227	NEMVE09031	ASTMX19343, ASTMX10190, ASTMX21887
OG0000227	NEMVE06657, NEMVE07158	ASTMX17511, ASTMX21030, ASTMX00467
OG0000227	NEMVE07017, NEMVE03569, NEMVE03503	ASTMX14981, ASTMX11122, ASTMX17731
OG0000228	NEMVE18402, NEMVE24491	ASTMX08232, ASTMX13813, ASTMX10957, ASTMX17589, ASTMX16365, ASTMX10925
OG0000229	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629	ASTMX14119, ASTMX05743, ASTMX07950
OG0000230	NEMVE08205	ASTMX01329
OG0000231	NEMVE09601, NEMVE01545, NEMVE09855	ASTMX01168, ASTMX10711, ASTMX06042, ASTMX21702, ASTMX18443, ASTMX22637, ASTMX00067
OG0000233	NEMVE05033, NEMVE16788, NEMVE03178, NEMVE08203, NEMVE11146	ASTMX14603
OG0000233	NEMVE22314, NEMVE14327, NEMVE05004, NEMVE15261, NEMVE18597, NEMVE10949, NEMVE08984, NEMVE03253, NEMVE09878, NEMVE03750, NEMVE04925, NEMVE09883	ASTMX07999, ASTMX11193
OG0000234	NEMVE11754, NEMVE21946, NEMVE11372	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217, ASTMX02028, ASTMX03572
OG0000235	NEMVE16102, NEMVE05387	ASTMX06227, ASTMX00260, ASTMX11628, ASTMX03682, ASTMX10834, ASTMX10074
OG0000236	NEMVE06799	ASTMX08747, ASTMX03149
OG0000236	NEMVE08450	ASTMX10243, ASTMX08142
OG0000238	NEMVE12144	ASTMX07705, ASTMX20450, ASTMX07704
OG0000238	NEMVE01679, NEMVE14698, NEMVE17148	ASTMX22020, ASTMX08638, ASTMX11056, ASTMX15298, ASTMX08927, ASTMX16413
OG0000238	NEMVE11381	ASTMX15299
OG0000239	NEMVE15715	ASTMX07645, ASTMX14835, ASTMX20429, ASTMX05441
OG0000239	NEMVE10508, NEMVE14103	ASTMX01276, ASTMX03280
OG0000239	NEMVE08852	ASTMX15869, ASTMX10448, ASTMX21437, ASTMX01895
OG0000242	NEMVE05130	ASTMX04049, ASTMX03054
OG0000244	NEMVE23766	ASTMX01790, ASTMX01791, ASTMX05536, ASTMX00432, ASTMX01984, ASTMX17641, ASTMX00972
OG0000244	NEMVE21797, NEMVE21081, NEMVE13759	ASTMX16602, ASTMX08895, ASTMX21456, ASTMX15853, ASTMX06255, ASTMX15851, ASTMX07398
OG0000245	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204	ASTMX00360, ASTMX02206, ASTMX13276, ASTMX22797, ASTMX03731, ASTMX22441, ASTMX15530, ASTMX14838, ASTMX17043, ASTMX08650, ASTMX15018, ASTMX19991, ASTMX17329, ASTMX18788, ASTMX10201, ASTMX19475, ASTMX06868, ASTMX19608
OG0000246	NEMVE09525, NEMVE24900	ASTMX19738
OG0000246	NEMVE06591	ASTMX03325
OG0000250	NEMVE11858	ASTMX18265
OG0000250	NEMVE10051	ASTMX22935, ASTMX21081
OG0000250	NEMVE01219, NEMVE11185, NEMVE10375, NEMVE10373	ASTMX10554
OG0000250	NEMVE14142	ASTMX10861
OG0000251	NEMVE15024	ASTMX02278, ASTMX14567
OG0000251	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535	ASTMX04351, ASTMX07951, ASTMX20026, ASTMX00737, ASTMX14618
OG0000252	NEMVE01039	ASTMX12365
OG0000254	NEMVE11515, NEMVE12571, NEMVE02623, NEMVE02086	ASTMX06322
OG0000255	NEMVE09558	ASTMX15208
OG0000255	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921	ASTMX00265
OG0000256	NEMVE06790	ASTMX14236, ASTMX14182, ASTMX17896
OG0000257	NEMVE17110	ASTMX01595, ASTMX20351, ASTMX06234
OG0000258	NEMVE06308	ASTMX07818
OG0000258	NEMVE09736	ASTMX13949, ASTMX09429, ASTMX02019
OG0000258	NEMVE25195	ASTMX10822, ASTMX04575, ASTMX10602, ASTMX16862
OG0000260	NEMVE10877	ASTMX02089
OG0000260	NEMVE13152	ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088
OG0000260	NEMVE12262, NEMVE00014	ASTMX18863
OG0000260	NEMVE09437	ASTMX12581
OG0000260	NEMVE09435	ASTMX21781
OG0000261	NEMVE17834	ASTMX15671, ASTMX14938, ASTMX12058, ASTMX11825
OG0000263	NEMVE02731	ASTMX18876
OG0000265	NEMVE16690	ASTMX17905
OG0000265	NEMVE14166	ASTMX22372
OG0000265	NEMVE22133	ASTMX23047
OG0000265	NEMVE00125, NEMVE14956	ASTMX17774, ASTMX08300
OG0000268	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005	ASTMX12260, ASTMX12259, ASTMX08409, ASTMX22307, ASTMX14616
OG0000269	NEMVE22828, NEMVE15262	ASTMX18873, ASTMX21208, ASTMX15524, ASTMX15523, ASTMX21606, ASTMX17457, ASTMX15525, ASTMX21539, ASTMX14036, ASTMX07757
OG0000270	NEMVE13349	ASTMX03932
OG0000270	NEMVE06642	ASTMX03738, ASTMX05747, ASTMX09479, ASTMX13817
OG0000273	NEMVE15051	ASTMX16340
OG0000273	NEMVE12092, NEMVE06102	ASTMX21300
OG0000275	NEMVE10649	ASTMX01252, ASTMX09512, ASTMX08521
OG0000275	NEMVE23270	ASTMX06622, ASTMX15608, ASTMX09767
OG0000276	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390	ASTMX02717
OG0000277	NEMVE07555	ASTMX17498, ASTMX03998, ASTMX13452
OG0000277	NEMVE05309	ASTMX12126, ASTMX12127, ASTMX03033, ASTMX03664
OG0000278	NEMVE19249	ASTMX06005
OG0000278	NEMVE11833	ASTMX18193
OG0000278	NEMVE13169	ASTMX01574
OG0000280	NEMVE13585, NEMVE24119, NEMVE14846	ASTMX02934, ASTMX01868, ASTMX03330, ASTMX09011
OG0000280	NEMVE14600	ASTMX00452
OG0000281	NEMVE05496, NEMVE09742	ASTMX03070, ASTMX14575, ASTMX17132, ASTMX02563, ASTMX20638, ASTMX18671, ASTMX11117, ASTMX22017, ASTMX16140
OG0000281	NEMVE11485, NEMVE06109, NEMVE02781	ASTMX08446, ASTMX16022, ASTMX04664
OG0000282	NEMVE06711, NEMVE06725	ASTMX18342, ASTMX09599
OG0000282	NEMVE09000	ASTMX04653
OG0000282	NEMVE07044	ASTMX06602
OG0000282	NEMVE08997	ASTMX00322
OG0000282	NEMVE03120, NEMVE08986	ASTMX19110, ASTMX07649
OG0000284	NEMVE09228	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126
OG0000286	NEMVE22388	ASTMX15160
OG0000286	NEMVE17190	ASTMX01994, ASTMX01995
OG0000286	NEMVE12253, NEMVE11489	ASTMX19203, ASTMX19204
OG0000287	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519	ASTMX06158, ASTMX08976, ASTMX08226, ASTMX02242
OG0000288	NEMVE01052	ASTMX17230, ASTMX07890, ASTMX01219
OG0000289	NEMVE22048, NEMVE20877	ASTMX02890, ASTMX10329, ASTMX21654, ASTMX05955, ASTMX18073
OG0000295	NEMVE13612	ASTMX22085, ASTMX19804
OG0000296	NEMVE07167	ASTMX20385
OG0000296	NEMVE06937	ASTMX01322
OG0000296	NEMVE07171	ASTMX18420, ASTMX18419
OG0000296	NEMVE01953	ASTMX01720
OG0000296	NEMVE05527	ASTMX09080, ASTMX12825
OG0000297	NEMVE08136, NEMVE08886	ASTMX03341, ASTMX10348, ASTMX05132, ASTMX12499, ASTMX07463
OG0000298	NEMVE13191, NEMVE05181	ASTMX05659, ASTMX16520, ASTMX13196, ASTMX05908, ASTMX19518
OG0000299	NEMVE01544, NEMVE14250	ASTMX08715, ASTMX12382
OG0000301	NEMVE22595, NEMVE01755, NEMVE07457, NEMVE17084, NEMVE16876, NEMVE14009	ASTMX21577
OG0000301	NEMVE13830	ASTMX04615, ASTMX10168, ASTMX20352, ASTMX20442
OG0000301	NEMVE07722	ASTMX20705, ASTMX07228, ASTMX02917, ASTMX20668
OG0000302	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703	ASTMX07861, ASTMX13265
OG0000305	NEMVE13195	ASTMX12592
OG0000305	NEMVE22819	ASTMX21268, ASTMX04324, ASTMX20856, ASTMX15186, ASTMX15028, ASTMX21047, ASTMX05366, ASTMX05365
OG0000307	NEMVE22339	ASTMX14784, ASTMX02762, ASTMX12509, ASTMX04431
OG0000307	NEMVE05619, NEMVE23281	ASTMX03351, ASTMX05985, ASTMX17232
OG0000308	NEMVE04922	ASTMX20341, ASTMX17147
OG0000308	NEMVE02882, NEMVE07008	ASTMX00819
OG0000308	NEMVE14481, NEMVE22536	ASTMX09110
OG0000310	NEMVE21881, NEMVE10980	ASTMX00126
OG0000312	NEMVE09939	ASTMX14300, ASTMX18372
OG0000312	NEMVE17449	ASTMX04117, ASTMX04116, ASTMX07002
OG0000312	NEMVE14828	ASTMX19559, ASTMX13976
OG0000313	NEMVE22122	ASTMX20598, ASTMX13321, ASTMX07858
