Orthogroup	HUMAN	YEAST
OG0004970	HUMAN30327, HUMAN07693	YEAST04414
OG0004971	HUMAN16945	YEAST05364
OG0004972	HUMAN10713, HUMAN10712	YEAST03511
OG0004975	HUMAN23277	YEAST00144, YEAST01994
OG0004976	HUMAN24013	YEAST05983
OG0004977	HUMAN17976, HUMAN17975, HUMAN17974	YEAST06017
OG0004979	HUMAN02806, HUMAN02808, HUMAN02807	YEAST06027
OG0004980	HUMAN03123, HUMAN03072	YEAST05221
OG0004981	HUMAN20596, HUMAN20595	YEAST03914, YEAST04639
OG0004982	HUMAN29353	YEAST03625
OG0004985	HUMAN20484, HUMAN20483	YEAST03498
OG0004988	HUMAN19938	YEAST05990
OG0004989	HUMAN04327, HUMAN04328	YEAST04576
OG0004990	HUMAN22240	YEAST04419
OG0004992	HUMAN02241	YEAST05627
OG0004996	HUMAN20492	YEAST04793
OG0004997	HUMAN03772, HUMAN03771	YEAST01342
OG0005002	HUMAN14209, HUMAN14210, HUMAN14211	YEAST05414
OG0005003	HUMAN11768	YEAST02467, YEAST00216
OG0005006	HUMAN06825, HUMAN12769	YEAST06096
OG0005007	HUMAN21843, HUMAN07608	YEAST03893
OG0005014	HUMAN19726	YEAST02538
OG0005015	HUMAN22775	YEAST01649, YEAST01932
OG0005038	HUMAN30525, HUMAN22584, HUMAN30524	YEAST02861
OG0005040	HUMAN19381	YEAST04778
OG0005047	HUMAN10328	YEAST01837
OG0005053	HUMAN11762, HUMAN11763	YEAST00680
OG0005055	HUMAN16975	YEAST02159
OG0005059	HUMAN29338	YEAST03737
OG0005067	HUMAN02805	YEAST06051
OG0005069	HUMAN10354, HUMAN10353	YEAST03130
OG0005073	HUMAN24275	YEAST00873
OG0005076	HUMAN09672	YEAST04563
OG0005081	HUMAN12565	YEAST03124
OG0005083	HUMAN25817	YEAST00678, YEAST05235
OG0005084	HUMAN19679	YEAST03782
OG0005085	HUMAN06097, HUMAN06098, HUMAN06096	YEAST06159
OG0005086	HUMAN21032, HUMAN21033, HUMAN21034	YEAST00205
OG0005087	HUMAN01972	YEAST00816
OG0005088	HUMAN14928	YEAST05769, YEAST03125
OG0005089	HUMAN28933, HUMAN28932	YEAST04644
OG0005090	HUMAN21424, HUMAN21490, HUMAN10465	YEAST00338
OG0005091	HUMAN07508	YEAST05089
OG0005093	HUMAN25442	YEAST01810
OG0005095	HUMAN11316, HUMAN11318, HUMAN11317	YEAST04437
OG0005096	HUMAN10193	YEAST00667
OG0005097	HUMAN20169	YEAST05071
OG0005099	HUMAN20122	YEAST01396
OG0005100	HUMAN13754	YEAST02389
OG0005104	HUMAN11571, HUMAN11572	YEAST05248
OG0005106	HUMAN07502	YEAST06065, YEAST00421
OG0005107	HUMAN26925, HUMAN26926	YEAST06099
OG0005109	HUMAN06621, HUMAN06622	YEAST05204, YEAST00612
OG0005111	HUMAN00236, HUMAN00239	YEAST06212, YEAST04032
OG0005114	HUMAN18500	YEAST02131
OG0005117	HUMAN21785, HUMAN21783	YEAST06050
OG0005121	HUMAN06487	YEAST02052
OG0005124	HUMAN18707, HUMAN08754	YEAST04099
OG0005130	HUMAN22354, HUMAN22352	YEAST03863
OG0005139	HUMAN01482	YEAST04015
OG0005142	HUMAN23471, HUMAN23456	YEAST03890
OG0005143	HUMAN21848	YEAST00443
OG0005144	HUMAN01316	YEAST04065
OG0005146	HUMAN19163	YEAST02971
OG0005149	HUMAN02089	YEAST03025, YEAST02738
OG0005151	HUMAN21926	YEAST03382
OG0005152	HUMAN06776	YEAST00847
OG0005157	HUMAN12761, HUMAN12762	YEAST02981
OG0005160	HUMAN22191	YEAST06113
OG0005164	HUMAN24908, HUMAN24906	YEAST06283
OG0005167	HUMAN15314, HUMAN16349	YEAST03924
OG0005168	HUMAN18745	YEAST06272
OG0005169	HUMAN08779, HUMAN08780, HUMAN08778	YEAST00459
OG0005175	HUMAN04871	YEAST05445
OG0005176	HUMAN19721	YEAST00218
OG0005178	HUMAN27455, HUMAN27454, HUMAN27456	YEAST04497
OG0005179	HUMAN22336	YEAST05659
OG0005183	HUMAN04180	YEAST05308
OG0005184	HUMAN29606, HUMAN16438	YEAST00492
OG0005187	HUMAN20362, HUMAN20363	YEAST05234
OG0005188	HUMAN17600	YEAST01554
OG0005191	HUMAN23392	YEAST00993
OG0005192	HUMAN00906, HUMAN00907	YEAST05720
OG0005194	HUMAN24301, HUMAN24299, HUMAN24300	YEAST04086
OG0005196	HUMAN03938, HUMAN30702, HUMAN03940, HUMAN03941, HUMAN03939	YEAST01388
OG0005198	HUMAN16345	YEAST00327
OG0005200	HUMAN05886	YEAST01016
OG0005201	HUMAN02393	YEAST00082
OG0005203	HUMAN03451, HUMAN03452	YEAST02207
OG0005204	HUMAN29234	YEAST01178
OG0005205	HUMAN26211, HUMAN26210	YEAST01046
OG0005208	HUMAN12360, HUMAN12361	YEAST01429
OG0005212	HUMAN09850, HUMAN09848, HUMAN09853, HUMAN09854	YEAST06147
OG0005220	HUMAN10456, HUMAN10457	YEAST04357
OG0005221	HUMAN17144	YEAST03209
OG0005222	HUMAN11330	YEAST05518
OG0005224	HUMAN08364, HUMAN08363	YEAST06324
OG0005225	HUMAN06789, HUMAN06788	YEAST05094
OG0005227	HUMAN05258, HUMAN05259, HUMAN05260	YEAST05529
OG0005228	HUMAN30063, HUMAN30064	YEAST05916
OG0005229	HUMAN23450, HUMAN30077	YEAST04766
OG0005231	HUMAN14448, HUMAN14449	YEAST02681
OG0005233	HUMAN00385	YEAST00564
OG0005237	HUMAN04959	YEAST05398
OG0005238	HUMAN29345, HUMAN29344	YEAST00351
OG0005239	HUMAN08677, HUMAN08676	YEAST04499
OG0005240	HUMAN06639, HUMAN13121, HUMAN06640	YEAST03058
OG0005244	HUMAN24753	YEAST06021
OG0005247	HUMAN23178	YEAST06314
OG0005249	HUMAN29468, HUMAN29469	YEAST03446
OG0005251	HUMAN25310	YEAST00934
OG0005254	HUMAN13207	YEAST00814
OG0005259	HUMAN21453, HUMAN02871	YEAST04276
OG0005261	HUMAN25190	YEAST01831
OG0005262	HUMAN00241	YEAST05458
OG0005264	HUMAN26543	YEAST03506
OG0005267	HUMAN28976, HUMAN17067, HUMAN17064	YEAST03513
OG0005269	HUMAN21459	YEAST03314
OG0005273	HUMAN30394	YEAST04916
OG0005275	HUMAN20998	YEAST03695
OG0005277	HUMAN08666	YEAST04186
OG0005279	HUMAN11279	YEAST05219
OG0005280	HUMAN03699	YEAST00305
OG0005281	HUMAN24049, HUMAN24050, HUMAN22176	YEAST05694
OG0005285	HUMAN19976	YEAST03115
OG0005289	HUMAN16533	YEAST03438
OG0005292	HUMAN18207	YEAST01718
OG0005293	HUMAN21751	YEAST03033
OG0005294	HUMAN23286	YEAST01981
OG0005298	HUMAN05061	YEAST03696
OG0005299	HUMAN11407, HUMAN11408	YEAST00788
OG0005300	HUMAN26785, HUMAN26786, HUMAN26784	YEAST04941
OG0005304	HUMAN29305	YEAST05397
OG0005309	HUMAN17086, HUMAN17087	YEAST03670
OG0005312	HUMAN21117	YEAST05201, YEAST04689
OG0005314	HUMAN19583	YEAST05231, YEAST01835
OG0005316	HUMAN28377, HUMAN28376	YEAST02690
OG0005317	HUMAN29737	YEAST03232
OG0005318	HUMAN05092, HUMAN05091	YEAST02932
OG0005319	HUMAN25259	YEAST00507
OG0005323	HUMAN28834	YEAST01809
OG0005324	HUMAN01217	YEAST02894
OG0005326	HUMAN05277, HUMAN24541, HUMAN24542	YEAST02113
OG0005360	HUMAN09939	YEAST05037
OG0005365	HUMAN22817, HUMAN22816	YEAST00555
OG0005366	HUMAN04798, HUMAN04797	YEAST05488
OG0005370	HUMAN19300	YEAST06092
OG0005371	HUMAN23572	YEAST06170
OG0005373	HUMAN10707	YEAST05422
OG0005374	HUMAN25436, HUMAN25437	YEAST05714
OG0005375	HUMAN12844, HUMAN12845, HUMAN12842, HUMAN12843, HUMAN12847	YEAST03962
OG0005379	HUMAN10413, HUMAN10414	YEAST03216
OG0005390	HUMAN00845	YEAST03532
OG0005391	HUMAN11086, HUMAN11085	YEAST02166
OG0005393	HUMAN20777	YEAST04280
OG0005394	HUMAN20773	YEAST00853
OG0005396	HUMAN29690	YEAST05100
OG0005399	HUMAN11895, HUMAN11893, HUMAN11894	YEAST03052
OG0005402	HUMAN21695	YEAST00454, YEAST00455
OG0005403	HUMAN09520, HUMAN09521, HUMAN09519	YEAST03894
OG0005406	HUMAN05586	YEAST00801
OG0005409	HUMAN11311, HUMAN11313, HUMAN11312	YEAST01305
OG0005412	HUMAN18057	YEAST00286
OG0005413	HUMAN09646	YEAST00212
OG0005417	HUMAN10286	YEAST02517
OG0005422	HUMAN18740, HUMAN18741	YEAST00744
OG0005430	HUMAN11514	YEAST02046
OG0005431	HUMAN28182, HUMAN28181	YEAST00653
OG0005432	HUMAN11728	YEAST00083
OG0005433	HUMAN13901	YEAST00126
OG0005435	HUMAN18269, HUMAN18266	YEAST02973
OG0005437	HUMAN04968, HUMAN04969	YEAST04554
OG0005438	HUMAN02056, HUMAN02054, HUMAN02055	YEAST03985
OG0005439	HUMAN25547	YEAST00480, YEAST02388
OG0005446	HUMAN25799, HUMAN25798, HUMAN25796	YEAST02856
OG0005448	HUMAN22676	YEAST00061
OG0005451	HUMAN13650	YEAST02174
OG0005455	HUMAN27278	YEAST01906
OG0005464	HUMAN08218	YEAST03289
OG0005465	HUMAN08482	YEAST02925
OG0005466	HUMAN06485	YEAST04413
OG0005468	HUMAN07963, HUMAN07962	YEAST03549
OG0005469	HUMAN07940, HUMAN07939	YEAST03750
OG0005470	HUMAN17252	YEAST05805
OG0005471	HUMAN26332, HUMAN26333	YEAST02704
OG0005474	HUMAN25887, HUMAN25888, HUMAN25886	YEAST05625
OG0005476	HUMAN20347	YEAST00929
OG0005479	HUMAN11181, HUMAN11178, HUMAN11180, HUMAN11179	YEAST06140
OG0005481	HUMAN30059, HUMAN30060, HUMAN30058	YEAST02988
OG0005482	HUMAN15519, HUMAN15522	YEAST06080
OG0005484	HUMAN22966, HUMAN22967	YEAST05993
OG0005488	HUMAN07165	YEAST02834
OG0005489	HUMAN12506, HUMAN12507	YEAST02006
OG0005490	HUMAN17687	YEAST02289
OG0005493	HUMAN17260, HUMAN17261	YEAST03669
OG0005495	HUMAN05469	YEAST04982
OG0005498	HUMAN28962	YEAST02944
OG0005499	HUMAN18664	YEAST00316
OG0005503	HUMAN02009, HUMAN02008	YEAST01883
OG0005504	HUMAN15484, HUMAN15486, HUMAN15485	YEAST02859
OG0005508	HUMAN20653	YEAST05735
OG0005511	HUMAN00955, HUMAN00953, HUMAN00954	YEAST04889
OG0005514	HUMAN29248	YEAST00756
OG0005524	HUMAN29953, HUMAN12213, HUMAN29888	YEAST04752
OG0005527	HUMAN20299	YEAST05177
OG0005531	HUMAN26945	YEAST02508
OG0005533	HUMAN07059	YEAST05670
OG0005535	HUMAN26365, HUMAN26368, HUMAN26367	YEAST03305
OG0005537	HUMAN00759	YEAST00932
OG0005539	HUMAN00714	YEAST01881
OG0005540	HUMAN23164	YEAST04214
OG0005545	HUMAN23563, HUMAN23562, HUMAN23561	YEAST06273
OG0005554	HUMAN11432	YEAST01003
OG0005556	HUMAN29186	YEAST01807
OG0005559	HUMAN00679	YEAST02680
OG0005560	HUMAN19196	YEAST01996
OG0005561	HUMAN19178	YEAST05048
OG0005562	HUMAN05525	YEAST02317
OG0005563	HUMAN07843	YEAST03552
OG0005564	HUMAN29279	YEAST02525
OG0005566	HUMAN07141	YEAST02934
OG0005569	HUMAN04245, HUMAN04246	YEAST01288
OG0005570	HUMAN07692, HUMAN07691	YEAST05155
OG0005572	HUMAN28491, HUMAN07779	YEAST04844
OG0005573	HUMAN04233, HUMAN04231, HUMAN04228, HUMAN04230, HUMAN04229	YEAST00059
OG0005574	HUMAN09912, HUMAN09910, HUMAN09913, HUMAN09911	YEAST02083
OG0005575	HUMAN25280, HUMAN25279, HUMAN25282, HUMAN25281	YEAST02256
OG0005580	HUMAN14361	YEAST03612
OG0005582	HUMAN08368	YEAST06134
OG0005584	HUMAN13945, HUMAN13946	YEAST03140, YEAST03524
OG0005586	HUMAN28853, HUMAN01786	YEAST00364
OG0005589	HUMAN17870	YEAST06142
OG0005590	HUMAN07833	YEAST05462
OG0005592	HUMAN14984, HUMAN14983	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	HUMAN28073	YEAST04980
OG0005595	HUMAN25322, HUMAN25321	YEAST01803
OG0005597	HUMAN07822	YEAST02753
OG0005598	HUMAN09812, HUMAN09813, HUMAN09809	YEAST01870
OG0005599	HUMAN20948	YEAST01798
OG0005600	HUMAN29943	YEAST00206
OG0005604	HUMAN17401	YEAST03276
OG0005605	HUMAN22576	YEAST01083
OG0005613	HUMAN17021	YEAST02714
OG0005617	HUMAN01109, HUMAN28473	YEAST02068
OG0005618	HUMAN28863	YEAST04830
OG0005620	HUMAN21474, HUMAN26977	YEAST04915
OG0005622	HUMAN18672	YEAST05142
OG0005623	HUMAN02112	YEAST01590
OG0005626	HUMAN26452	YEAST02896
OG0005632	HUMAN16849	YEAST01025
OG0005636	HUMAN03886	YEAST04250, YEAST02533
OG0005641	HUMAN02669, HUMAN02668	YEAST05413
OG0005643	HUMAN00221, HUMAN00220	YEAST05368
OG0005645	HUMAN16776	YEAST03386
OG0005649	HUMAN21368	YEAST03683
OG0005652	HUMAN01359	YEAST02748
OG0005656	HUMAN17281	YEAST05558
OG0005660	HUMAN12094, HUMAN12095, HUMAN12093	YEAST04813
OG0005665	HUMAN14349, HUMAN28794, HUMAN28795	YEAST05074
OG0005681	HUMAN00107, HUMAN00106	YEAST01514
OG0005694	HUMAN09804, HUMAN09803, HUMAN09802, HUMAN09805	YEAST02311
OG0005701	HUMAN03113	YEAST03349
OG0005702	HUMAN05428	YEAST02337
OG0005703	HUMAN29507	YEAST00484
OG0005707	HUMAN14525, HUMAN14524	YEAST01682
OG0005715	HUMAN28793	YEAST05111
OG0005719	HUMAN00420	YEAST01866
OG0005723	HUMAN20886	YEAST05629
OG0005724	HUMAN23859, HUMAN23858	YEAST03029
OG0005728	HUMAN19135, HUMAN19134	YEAST03877
OG0005729	HUMAN25462, HUMAN25463	YEAST04879
OG0005731	HUMAN12154, HUMAN12153	YEAST04127
OG0005732	HUMAN10297	YEAST05411, YEAST00067
OG0005734	HUMAN00365	YEAST03845
OG0005747	HUMAN00226	YEAST02338
OG0005749	HUMAN06837	YEAST00550
OG0005750	HUMAN24141	YEAST05318
OG0005758	HUMAN21743	YEAST03970
OG0005764	HUMAN04102	YEAST03256
OG0005769	HUMAN02137	YEAST05614
OG0005774	HUMAN06315, HUMAN06314	YEAST01218
OG0005775	HUMAN20242	YEAST04199
OG0005779	HUMAN26255	YEAST03322
OG0005783	HUMAN18617	YEAST04090
OG0005784	HUMAN03494, HUMAN03493	YEAST06131
OG0005787	HUMAN09566	YEAST03651
OG0005789	HUMAN11351	YEAST06245
OG0005790	HUMAN16973	YEAST01022
OG0005792	HUMAN04756, HUMAN04755	YEAST02379
OG0005793	HUMAN02603	YEAST03437
OG0005794	HUMAN26157	YEAST03999
OG0005796	HUMAN17241, HUMAN17242	YEAST02169
OG0005797	HUMAN24259, HUMAN24258, HUMAN24261, HUMAN24260	YEAST04949
OG0005799	HUMAN04889	YEAST05573
OG0005800	HUMAN20575	YEAST03278
OG0005801	HUMAN28148, HUMAN28150, HUMAN28149	YEAST00340
OG0005803	HUMAN29621, HUMAN29620	YEAST05968
OG0005805	HUMAN11786	YEAST01806
OG0005807	HUMAN19470, HUMAN19481	YEAST01275
OG0005811	HUMAN25063	YEAST01007
OG0005812	HUMAN04715	YEAST06095, YEAST02696, YEAST03626
OG0005814	HUMAN28461	YEAST01475
OG0005815	HUMAN07357, HUMAN07358, HUMAN07359	YEAST03739
OG0005819	HUMAN14639	YEAST04896
OG0005823	HUMAN12262, HUMAN12261	YEAST01415
OG0005828	HUMAN07210, HUMAN07209, HUMAN07211	YEAST00547
OG0005831	HUMAN13302	YEAST05339
OG0005832	HUMAN11417, HUMAN11415	YEAST00468
OG0005835	HUMAN06641	YEAST01714
OG0005837	HUMAN14796, HUMAN14797, HUMAN14795	YEAST02139
OG0005842	HUMAN19131	YEAST02254
OG0005843	HUMAN27874	YEAST02236
OG0005845	HUMAN11736	YEAST00903
OG0005848	HUMAN12726, HUMAN12725	YEAST01451, YEAST02858
OG0005849	HUMAN17993, HUMAN17992, HUMAN17991, HUMAN17990	YEAST01002
OG0005850	HUMAN00822	YEAST01618
OG0005860	HUMAN28799, HUMAN28798	YEAST01211
OG0005864	HUMAN26271, HUMAN26272	YEAST04171
OG0005865	HUMAN05412, HUMAN00325	YEAST02036
OG0005866	HUMAN09287	YEAST02662, YEAST00926, YEAST05389
OG0005869	HUMAN18879	YEAST04361
OG0005872	HUMAN25988	YEAST00119
OG0005874	HUMAN18205, HUMAN18204	YEAST05241
OG0005880	HUMAN21082, HUMAN21083	YEAST00456
OG0005886	HUMAN08656, HUMAN08655	YEAST01320
OG0005887	HUMAN10938, HUMAN10937	YEAST02429, YEAST01660
OG0005888	HUMAN14602, HUMAN14601	YEAST01289, YEAST02921
OG0005889	HUMAN30596, HUMAN30597	YEAST02568
OG0005893	HUMAN07723	YEAST05434
OG0005897	HUMAN28934, HUMAN28935	YEAST04730
OG0005898	HUMAN15791, HUMAN15792	YEAST04411
OG0005899	HUMAN15102, HUMAN15101	YEAST01832
OG0005901	HUMAN11352	YEAST04462
OG0005902	HUMAN28008	YEAST03800
OG0005906	HUMAN17806	YEAST01796
OG0005909	HUMAN15058	YEAST01623
OG0005919	HUMAN02147	YEAST06039
OG0005921	HUMAN21169	YEAST01856
OG0005922	HUMAN21472, HUMAN21471	YEAST03364
OG0005928	HUMAN15022, HUMAN15020, HUMAN15019, HUMAN15021	YEAST02001
OG0005931	HUMAN10003, HUMAN10001, HUMAN10002	YEAST04950
OG0005932	HUMAN02887	YEAST02495
OG0005933	HUMAN04904, HUMAN04903	YEAST05705
OG0005936	HUMAN05060, HUMAN05059	YEAST03224
OG0005940	HUMAN09306, HUMAN09307	YEAST04035
OG0005943	HUMAN20274, HUMAN20273	YEAST00579
OG0005944	HUMAN25114	YEAST01316
OG0005946	HUMAN29857	YEAST05608
OG0005949	HUMAN07213	YEAST06253
OG0005952	HUMAN26262	YEAST03507
OG0005954	HUMAN11144	YEAST01233
OG0005955	HUMAN27559, HUMAN27556, HUMAN27557, HUMAN27558	YEAST00616
OG0005960	HUMAN22222	YEAST04608
OG0005961	HUMAN20444, HUMAN20443	YEAST00672
OG0005965	HUMAN22249	YEAST02033
OG0005966	HUMAN10284	YEAST04113
OG0005968	HUMAN19242, HUMAN19241, HUMAN13818	YEAST05417
OG0005969	HUMAN25091	YEAST04558, YEAST04559
OG0005970	HUMAN01307	YEAST05328
OG0005974	HUMAN02132	YEAST06068
OG0005976	HUMAN18021	YEAST02136
OG0005978	HUMAN12549, HUMAN12548	YEAST01891
OG0005980	HUMAN25057	YEAST06132
OG0005984	HUMAN23298, HUMAN23297	YEAST04078, YEAST01479
OG0005985	HUMAN28784, HUMAN28783	YEAST00726
OG0005986	HUMAN04923	YEAST02056
OG0005987	HUMAN17615, HUMAN30224	YEAST05748
OG0005989	HUMAN04205	YEAST04850
OG0005991	HUMAN27054, HUMAN27055	YEAST06034
OG0005993	HUMAN24934	YEAST04496
OG0005995	HUMAN25085, HUMAN25084	YEAST01813
OG0005996	HUMAN28222, HUMAN28223	YEAST02670
OG0005998	HUMAN19908, HUMAN19909	YEAST04034
OG0006001	HUMAN09832, HUMAN09831	YEAST02335
OG0006003	HUMAN14618	YEAST05889
OG0006005	HUMAN24132	YEAST05024
OG0006011	HUMAN13059, HUMAN13057, HUMAN13058	YEAST02553
OG0006031	HUMAN09397, HUMAN09398, HUMAN09399, HUMAN23463, HUMAN23457, HUMAN23465, HUMAN23459, HUMAN23458, HUMAN23464	YEAST00879
OG0006059	HUMAN28374	YEAST03490
OG0006063	HUMAN23816	YEAST00475
OG0006064	HUMAN23900, HUMAN23901	YEAST03138
OG0006065	HUMAN23399	YEAST06018
OG0006069	HUMAN26614, HUMAN26615	YEAST00670
OG0006071	HUMAN29164, HUMAN29166, HUMAN29165	YEAST02732
OG0006072	HUMAN17123, HUMAN17124	YEAST03317
OG0006073	HUMAN15872, HUMAN15873, HUMAN15874	YEAST06328
OG0006074	HUMAN08735	YEAST00045
OG0006079	HUMAN10020	YEAST05794
OG0006084	HUMAN22958, HUMAN22957	YEAST02308
OG0006087	HUMAN09228, HUMAN09229	YEAST02260
OG0006090	HUMAN02549, HUMAN02551	YEAST03852
OG0006095	HUMAN14590, HUMAN14591	YEAST03334
OG0006096	HUMAN07332	YEAST03331
OG0006098	HUMAN24463	YEAST06192
OG0006103	HUMAN25641, HUMAN25642	YEAST01110
OG0006104	HUMAN13307, HUMAN13306	YEAST03697
OG0006106	HUMAN01288	YEAST00295
OG0006113	HUMAN27782	YEAST06164
OG0006114	HUMAN20879, HUMAN20880, HUMAN20878	YEAST05960
OG0006115	HUMAN25466	YEAST01346
OG0006116	HUMAN04926	YEAST05770
OG0006117	HUMAN13387	YEAST05899
OG0006122	HUMAN12964, HUMAN12963	YEAST05199
OG0006127	HUMAN11301	YEAST04711
OG0006134	HUMAN23158, HUMAN23157	YEAST00416
OG0006135	HUMAN03432	YEAST00161
OG0006136	HUMAN22424, HUMAN17420	YEAST05740
OG0006140	HUMAN26387	YEAST05182
OG0006141	HUMAN09892	YEAST02626
OG0006144	HUMAN04932	YEAST04770
OG0006145	HUMAN00147	YEAST01394
OG0006147	HUMAN23565, HUMAN01348	YEAST05179
OG0006149	HUMAN08668, HUMAN08667	YEAST05979
OG0006152	HUMAN25623	YEAST03796
OG0006155	HUMAN01881, HUMAN01880	YEAST04800
OG0006156	HUMAN26659	YEAST00437
OG0006159	HUMAN18627	YEAST06098
OG0006160	HUMAN02882	YEAST01548
OG0006161	HUMAN26115, HUMAN26114, HUMAN26113	YEAST04301
OG0006168	HUMAN14603	YEAST01411
OG0006169	HUMAN05182	YEAST02933
OG0006176	HUMAN15034	YEAST03164
OG0006177	HUMAN04270, HUMAN04269	YEAST01871, YEAST01295
OG0006180	HUMAN14035	YEAST00504
OG0006181	HUMAN15352	YEAST02419
OG0006185	HUMAN27818	YEAST05986
OG0006186	HUMAN21213, HUMAN21214	YEAST01010
OG0006188	HUMAN28717	YEAST05311
OG0006189	HUMAN20704	YEAST00844, YEAST06269
OG0006191	HUMAN23679	YEAST02336
OG0006192	HUMAN17512	YEAST06153
OG0006196	HUMAN21725	YEAST03954
OG0006199	HUMAN10536	YEAST06121
OG0006200	HUMAN23006, HUMAN23007, HUMAN23008	YEAST05079
OG0006202	HUMAN08134, HUMAN08133	YEAST00362
OG0006204	HUMAN18056	YEAST02271
OG0006209	HUMAN23230, HUMAN23231	YEAST04555
OG0006210	HUMAN23180	YEAST00201
OG0006213	HUMAN21555	YEAST03554
OG0006214	HUMAN07072	YEAST04089
OG0006216	HUMAN14806	YEAST01089
OG0006217	HUMAN22494	YEAST00809
OG0006224	HUMAN00219	YEAST02751, YEAST03048
OG0006225	HUMAN25075	YEAST04875
OG0006227	HUMAN17359	YEAST00128
OG0006229	HUMAN22948	YEAST00143
OG0006230	HUMAN17688	YEAST03869
OG0006233	HUMAN21229, HUMAN21231	YEAST04247
OG0006237	HUMAN00401	YEAST02126
OG0006240	HUMAN29061	YEAST04649
OG0006245	HUMAN18087	YEAST05732
OG0006247	HUMAN23517	YEAST04977
OG0006249	HUMAN11927	YEAST00821
OG0006250	HUMAN23876	YEAST05424
OG0006251	HUMAN12332	YEAST04963
OG0006255	HUMAN03423	YEAST03350
OG0006258	HUMAN14002	YEAST05637
OG0006259	HUMAN28344	YEAST05672
OG0006260	HUMAN20497	YEAST04100
OG0006263	HUMAN14070, HUMAN14069, HUMAN14068	YEAST02521
OG0006269	HUMAN20430	YEAST03069
OG0006271	HUMAN17447, HUMAN17446	YEAST00375
OG0006275	HUMAN02519	YEAST06102
OG0006277	HUMAN12336, HUMAN12337	YEAST02811
OG0006279	HUMAN19507	YEAST04402
OG0006280	HUMAN25747	YEAST04541
OG0006281	HUMAN00064, HUMAN00065	YEAST04979
OG0006282	HUMAN14206, HUMAN14207	YEAST01445
OG0006283	HUMAN02975	YEAST00229
OG0006284	HUMAN14241	YEAST04213
OG0006288	HUMAN07138	YEAST02860
OG0006289	HUMAN21130	YEAST06209
OG0006293	HUMAN07177	YEAST05380
OG0006294	HUMAN08808	YEAST04000
OG0006295	HUMAN26422	YEAST05360
OG0006302	HUMAN09795, HUMAN09794	YEAST01852
OG0006306	HUMAN00547	YEAST00230
OG0006311	HUMAN06167	YEAST01145
OG0006313	HUMAN00601, HUMAN00602, HUMAN00603	YEAST02392
OG0006315	HUMAN17337	YEAST00489
OG0006317	HUMAN01667, HUMAN01666, HUMAN01665	YEAST02082
OG0006317	HUMAN01668	YEAST00130
OG0006319	HUMAN04099	YEAST01135
OG0006320	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778	YEAST04478
OG0006322	HUMAN20861	YEAST00815
OG0006329	HUMAN17356	YEAST01245
OG0006332	HUMAN04311	YEAST06042
OG0006334	HUMAN14773	YEAST00864
OG0006335	HUMAN06483, HUMAN06484	YEAST02588
OG0006339	HUMAN07408, HUMAN07407	YEAST06286
OG0006340	HUMAN03191	YEAST00922, YEAST05387
OG0006341	HUMAN14510	YEAST01452
OG0006344	HUMAN28604	YEAST01465
OG0006347	HUMAN06637	YEAST03436
OG0006349	HUMAN28443, HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437	YEAST05233
OG0006350	HUMAN23687, HUMAN23686, HUMAN23685	YEAST00452
OG0006357	HUMAN18357	YEAST02650
OG0006360	HUMAN06791	YEAST01556
OG0006362	HUMAN00550	YEAST05722
OG0006370	HUMAN27328	YEAST02350
OG0006372	HUMAN05301	YEAST05423
OG0006375	HUMAN10310, HUMAN10309	YEAST05198
OG0006377	HUMAN23254	YEAST04974
OG0006378	HUMAN22618	YEAST01924
OG0006381	HUMAN06920, HUMAN30425, HUMAN06919	YEAST01058
OG0006382	HUMAN08590, HUMAN08589	YEAST03313
OG0006385	HUMAN04983	YEAST04806
OG0006387	HUMAN19461, HUMAN19462, HUMAN00501	YEAST05324
OG0006389	HUMAN29747, HUMAN25835	YEAST02409
OG0006390	HUMAN02874, HUMAN02872, HUMAN02873	YEAST00339
OG0006392	HUMAN01485	YEAST01246
OG0006395	HUMAN18810, HUMAN18809, HUMAN18808	YEAST03605
OG0006396	HUMAN28914, HUMAN14081	YEAST02453
OG0006398	HUMAN01047, HUMAN01046	YEAST04420, YEAST03553
OG0006407	HUMAN21252, HUMAN15339, HUMAN15338	YEAST02250
OG0006416	HUMAN23194	YEAST00023
OG0006447	HUMAN29322, HUMAN29323	YEAST03459
OG0006448	HUMAN23211	YEAST00505, YEAST04285
OG0006449	HUMAN28069	YEAST02458
OG0006456	HUMAN14116, HUMAN14117, HUMAN14118	YEAST06224
OG0006459	HUMAN09471	YEAST00972, YEAST00245
OG0006461	HUMAN20951	YEAST05346
OG0006462	HUMAN20252	YEAST01838
OG0006464	HUMAN30209, HUMAN22027	YEAST05965
OG0006465	HUMAN02673	YEAST01875
OG0006470	HUMAN22261	YEAST01306
OG0006474	HUMAN19727	YEAST03988
OG0006475	HUMAN26136	YEAST06223, YEAST00349
OG0006476	HUMAN07555, HUMAN07556	YEAST00315
OG0006479	HUMAN00009	YEAST05669
OG0006481	HUMAN05570, HUMAN20279	YEAST06165
OG0006488	HUMAN15844	YEAST02614
OG0006498	HUMAN29984	YEAST02291
