Orthogroup	HUMAN	NEMVE
OG0001696	HUMAN07021, HUMAN07020, HUMAN03942, HUMAN03944, HUMAN03943, HUMAN03945	NEMVE17253
OG0001699	HUMAN12717, HUMAN12716, HUMAN27253	NEMVE01135, NEMVE21954, NEMVE24398
OG0001704	HUMAN06407, HUMAN06567	NEMVE00356, NEMVE24161, NEMVE25865, NEMVE23380, NEMVE07682
OG0001706	HUMAN30453, HUMAN05373, HUMAN30452	NEMVE23731
OG0001707	HUMAN13776, HUMAN13775, HUMAN16739	NEMVE04981, NEMVE14075
OG0001708	HUMAN01995, HUMAN01996	NEMVE11609, NEMVE25416, NEMVE10072
OG0001709	HUMAN23995	NEMVE13278
OG0001710	HUMAN06210, HUMAN24986, HUMAN29936, HUMAN28878	NEMVE05195
OG0001711	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017	NEMVE10176, NEMVE10178
OG0001712	HUMAN22752, HUMAN17161, HUMAN03209	NEMVE01593
OG0001713	HUMAN05026	NEMVE19673
OG0001713	HUMAN11446, HUMAN11444, HUMAN11445	NEMVE15326
OG0001714	HUMAN20171, HUMAN20172	NEMVE20785, NEMVE14822
OG0001714	HUMAN25119, HUMAN20173	NEMVE15425
OG0001716	HUMAN18566, HUMAN18568, HUMAN18567	NEMVE24625
OG0001718	HUMAN08462, HUMAN25013, HUMAN25014	NEMVE25579
OG0001720	HUMAN12316, HUMAN04993, HUMAN07123	NEMVE00978, NEMVE05172
OG0001721	HUMAN25291, HUMAN08491	NEMVE14398
OG0001722	HUMAN18844, HUMAN16701	NEMVE10043
OG0001723	HUMAN21619, HUMAN30386, HUMAN29777	NEMVE01559, NEMVE07760
OG0001724	HUMAN25295	NEMVE13963
OG0001726	HUMAN16877, HUMAN08380	NEMVE04744
OG0001726	HUMAN22539	NEMVE09591
OG0001727	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842	NEMVE05094, NEMVE01092
OG0001728	HUMAN09496, HUMAN23695	NEMVE16908
OG0001729	HUMAN26808, HUMAN20869, HUMAN20870	NEMVE13833, NEMVE04729, NEMVE22386
OG0001730	HUMAN14924, HUMAN00990, HUMAN14923	NEMVE00988
OG0001731	HUMAN24935, HUMAN06976, HUMAN06977	NEMVE14594
OG0001732	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600	NEMVE08717
OG0001733	HUMAN17168	NEMVE04835
OG0001735	HUMAN17857, HUMAN13129	NEMVE08944, NEMVE20783
OG0001736	HUMAN11325, HUMAN14071	NEMVE07797
OG0001738	HUMAN07064, HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838	NEMVE05920
OG0001739	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964	NEMVE22586, NEMVE20891
OG0001740	HUMAN04153, HUMAN24941, HUMAN20293, HUMAN20292, HUMAN04152, HUMAN20291	NEMVE02279
OG0001742	HUMAN06932, HUMAN06929, HUMAN06931, HUMAN06930	NEMVE22258
OG0001743	HUMAN29328, HUMAN29326	NEMVE08168
OG0001744	HUMAN27314, HUMAN18242, HUMAN27316, HUMAN27315, HUMAN27317, HUMAN06338	NEMVE23885, NEMVE06480
OG0001745	HUMAN00586, HUMAN00585, HUMAN00587, HUMAN00584, HUMAN25534	NEMVE23300, NEMVE23314
OG0001746	HUMAN20303	NEMVE12201
OG0001747	HUMAN19647, HUMAN19645, HUMAN19646, HUMAN18323, HUMAN18324, HUMAN02105	NEMVE09757
OG0001749	HUMAN28713, HUMAN29594, HUMAN30202	NEMVE17331
OG0001750	HUMAN03005, HUMAN06675, HUMAN17719	NEMVE21750
OG0001752	HUMAN14402, HUMAN14401, HUMAN09557	NEMVE24646
OG0001754	HUMAN25325, HUMAN05304, HUMAN05305, HUMAN05303, HUMAN13962	NEMVE14105, NEMVE20494
OG0001755	HUMAN04349	NEMVE14907
OG0001755	HUMAN05480	NEMVE21726
OG0001756	HUMAN03565, HUMAN03566	NEMVE14922
OG0001756	HUMAN27757, HUMAN27756, HUMAN27755	NEMVE13947
OG0001758	HUMAN12281, HUMAN11719	NEMVE22663
OG0001768	HUMAN09704	NEMVE15136
OG0001768	HUMAN23681, HUMAN14390	NEMVE13388
OG0001769	HUMAN03651	NEMVE10615
OG0001769	HUMAN08557, HUMAN08556	NEMVE24301
OG0001770	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894	NEMVE14281, NEMVE00088
OG0001772	HUMAN02529, HUMAN08892	NEMVE05103
OG0001774	HUMAN18619	NEMVE14068
OG0001774	HUMAN30515, HUMAN30516	NEMVE25139
OG0001775	HUMAN14353	NEMVE13368
OG0001781	HUMAN12741, HUMAN12740	NEMVE14316
OG0001781	HUMAN12739	NEMVE13106
OG0001783	HUMAN10327, HUMAN10326	NEMVE25002
OG0001787	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492	NEMVE06362
OG0001788	HUMAN16667	NEMVE21541
OG0001789	HUMAN19923, HUMAN12300	NEMVE02570
OG0001790	HUMAN15656, HUMAN15657	NEMVE09497
OG0001792	HUMAN29333	NEMVE17254
OG0001793	HUMAN20623	NEMVE22918
OG0001793	HUMAN05697	NEMVE14464
OG0001797	HUMAN22063	NEMVE05370
OG0001798	HUMAN14327, HUMAN14328, HUMAN09868	NEMVE07620, NEMVE05525
OG0001799	HUMAN11851, HUMAN07342, HUMAN05015	NEMVE02952
OG0001800	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046	NEMVE12705, NEMVE21805
OG0001804	HUMAN11697, HUMAN11700, HUMAN11696, HUMAN11695, HUMAN11698, HUMAN19866	NEMVE23206
OG0001805	HUMAN06844, HUMAN04264, HUMAN06848	NEMVE14596
OG0001806	HUMAN26954, HUMAN26956, HUMAN01386	NEMVE00143, NEMVE15014
OG0001807	HUMAN12665	NEMVE03359, NEMVE21133
OG0001808	HUMAN22068, HUMAN01110	NEMVE06614
OG0001809	HUMAN29140, HUMAN02152, HUMAN02151, HUMAN02153, HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154	NEMVE14997, NEMVE12260
OG0001810	HUMAN25995, HUMAN25994, HUMAN18086	NEMVE21765
OG0001811	HUMAN17818, HUMAN13153, HUMAN06398	NEMVE04624
OG0001812	HUMAN05677	NEMVE07410
OG0001814	HUMAN12655, HUMAN12657, HUMAN26160, HUMAN26161	NEMVE08912, NEMVE24451
OG0001815	HUMAN15582, HUMAN02646, HUMAN08284, HUMAN08283, HUMAN15583, HUMAN15584	NEMVE05716, NEMVE20584
OG0001816	HUMAN23426, HUMAN01145, HUMAN23425, HUMAN01146, HUMAN01144, HUMAN23424	NEMVE16539
OG0001818	HUMAN08932, HUMAN25133	NEMVE14370
OG0001819	HUMAN26303, HUMAN26302, HUMAN17758	NEMVE23893
OG0001820	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192	NEMVE14972
OG0001821	HUMAN20151, HUMAN20150	NEMVE06367
OG0001822	HUMAN20278, HUMAN04122, HUMAN02352, HUMAN02353, HUMAN04121	NEMVE13743
OG0001823	HUMAN28818	NEMVE07659
OG0001823	HUMAN28819	NEMVE17233, NEMVE17232
OG0001824	HUMAN08709, HUMAN04962, HUMAN04963	NEMVE10882
OG0001825	HUMAN28268, HUMAN25258, HUMAN28269, HUMAN28270	NEMVE05416
OG0001826	HUMAN18296, HUMAN30222	NEMVE15142
OG0001827	HUMAN29268	NEMVE06953, NEMVE22019, NEMVE13541
OG0001828	HUMAN20552	NEMVE13351
OG0001829	HUMAN11147, HUMAN11495	NEMVE10642
OG0001832	HUMAN29361	NEMVE03211, NEMVE02593
OG0001832	HUMAN10008, HUMAN10007, HUMAN01888, HUMAN10006	NEMVE03259
OG0001834	HUMAN18097, HUMAN02973	NEMVE20987, NEMVE01038
OG0001835	HUMAN04377, HUMAN04378	NEMVE24254, NEMVE10604
OG0001846	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676	NEMVE11075, NEMVE11783
OG0001848	HUMAN02996, HUMAN04716	NEMVE22818
OG0001851	HUMAN21496	NEMVE24064, NEMVE20602, NEMVE20160, NEMVE21455, NEMVE21091
OG0001852	HUMAN29789, HUMAN06720, HUMAN20898, HUMAN20900, HUMAN20899	NEMVE23749
OG0001853	HUMAN28392, HUMAN18575	NEMVE07936
OG0001854	HUMAN06535	NEMVE07412, NEMVE24959, NEMVE17632
OG0001855	HUMAN13026	NEMVE09053
OG0001857	HUMAN16699, HUMAN28241	NEMVE23842
OG0001858	HUMAN26275	NEMVE07711
OG0001858	HUMAN03335	NEMVE07716
OG0001859	HUMAN02067, HUMAN02068	NEMVE23690
OG0001862	HUMAN14487, HUMAN01898, HUMAN10090	NEMVE15658, NEMVE05359
OG0001863	HUMAN27302	NEMVE17199
OG0001864	HUMAN13784, HUMAN13785, HUMAN19255	NEMVE08923
OG0001865	HUMAN23790, HUMAN22856, HUMAN07532	NEMVE22307
OG0001866	HUMAN25781	NEMVE00845
OG0001866	HUMAN25782	NEMVE00644
OG0001866	HUMAN25780, HUMAN19444	NEMVE18906
OG0001867	HUMAN25878, HUMAN13230	NEMVE05147
OG0001868	HUMAN08197	NEMVE05764, NEMVE21462
OG0001870	HUMAN28292, HUMAN00640, HUMAN25247	NEMVE21714
OG0001872	HUMAN29535, HUMAN21535, HUMAN21536	NEMVE22458
OG0001873	HUMAN16807, HUMAN16808, HUMAN16809	NEMVE21702, NEMVE17269, NEMVE13980
OG0001875	HUMAN17871	NEMVE13467
OG0001875	HUMAN22698	NEMVE24956
OG0001876	HUMAN16595	NEMVE01630
OG0001877	HUMAN08708, HUMAN25127, HUMAN02567	NEMVE14312
OG0001878	HUMAN07553, HUMAN29985, HUMAN27457	NEMVE04635
OG0001879	HUMAN07208	NEMVE13735
OG0001879	HUMAN06063	NEMVE13330, NEMVE07077
OG0001882	HUMAN12928, HUMAN17839	NEMVE14336
OG0001883	HUMAN10705, HUMAN10706, HUMAN10704, HUMAN20116, HUMAN13322	NEMVE23661
OG0001884	HUMAN27931, HUMAN19032, HUMAN19030, HUMAN19029	NEMVE05773
OG0001886	HUMAN29265, HUMAN01236	NEMVE14073
OG0001887	HUMAN24008, HUMAN07736, HUMAN22363, HUMAN22362	NEMVE08409, NEMVE14044
OG0001888	HUMAN14663, HUMAN28454, HUMAN28455	NEMVE14388
OG0001889	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296	NEMVE01910
OG0001890	HUMAN27039, HUMAN01447, HUMAN04331	NEMVE04816
OG0001893	HUMAN24851, HUMAN24850	NEMVE10940
OG0001894	HUMAN24228, HUMAN24227, HUMAN24229, HUMAN03619	NEMVE00792, NEMVE21289, NEMVE01712, NEMVE14144
OG0001895	HUMAN19223	NEMVE08995, NEMVE08991
OG0001896	HUMAN24890, HUMAN29380, HUMAN02065	NEMVE13745
OG0001897	HUMAN01785, HUMAN01784, HUMAN14131, HUMAN28852, HUMAN09463	NEMVE05902
OG0001898	HUMAN15350	NEMVE11971, NEMVE10699
OG0001899	HUMAN08346	NEMVE00990
OG0001900	HUMAN17169	NEMVE02795
OG0001900	HUMAN15353	NEMVE14738
OG0001901	HUMAN22953, HUMAN04090, HUMAN04089	NEMVE04718
OG0001903	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840	NEMVE23014, NEMVE15464
OG0001906	HUMAN01662, HUMAN09869, HUMAN28584, HUMAN14273	NEMVE00609
OG0001913	HUMAN10068, HUMAN10067	NEMVE05008
OG0001914	HUMAN25808	NEMVE24283
OG0001914	HUMAN10542	NEMVE00127, NEMVE16870
OG0001915	HUMAN30648, HUMAN29662	NEMVE01292, NEMVE15067
OG0001917	HUMAN01077, HUMAN14777, HUMAN15018	NEMVE22972, NEMVE06545, NEMVE09944
OG0001918	HUMAN18185, HUMAN18184	NEMVE04767, NEMVE20498
OG0001918	HUMAN17680	NEMVE07952
OG0001919	HUMAN03322	NEMVE06104
OG0001920	HUMAN28449, HUMAN14671, HUMAN01090, HUMAN14537, HUMAN14536	NEMVE18406, NEMVE09356
OG0001923	HUMAN14644, HUMAN14642, HUMAN14921	NEMVE13404
OG0001925	HUMAN17583, HUMAN26221, HUMAN06665	NEMVE08855
OG0001926	HUMAN01202	NEMVE14562
OG0001927	HUMAN03418	NEMVE00298, NEMVE10781
OG0001928	HUMAN25622	NEMVE05794
OG0001929	HUMAN19567	NEMVE07656, NEMVE20391
OG0001930	HUMAN10045	NEMVE13232
OG0001930	HUMAN09875, HUMAN09876, HUMAN09873, HUMAN14916	NEMVE09148
OG0001932	HUMAN21635, HUMAN29559	NEMVE10249
OG0001933	HUMAN07983, HUMAN07982, HUMAN07980, HUMAN11040, HUMAN11041	NEMVE02956
OG0001934	HUMAN27036	NEMVE23059
OG0001935	HUMAN02626, HUMAN02627	NEMVE13529
OG0001935	HUMAN03611	NEMVE10442
OG0001936	HUMAN03296	NEMVE06752
OG0001936	HUMAN27676	NEMVE13084
OG0001937	HUMAN21397	NEMVE01966, NEMVE01539, NEMVE05349, NEMVE21633, NEMVE24993, NEMVE15387, NEMVE23172
OG0001939	HUMAN18875	NEMVE08131, NEMVE13358, NEMVE20322, NEMVE14627, NEMVE14690, NEMVE08857
OG0001939	HUMAN11453	NEMVE22666
OG0001940	HUMAN07394, HUMAN07393	NEMVE13882
OG0001941	HUMAN18090, HUMAN20811	NEMVE10103
OG0001942	HUMAN08495, HUMAN02465, HUMAN02464	NEMVE05330, NEMVE14403, NEMVE13641
OG0001943	HUMAN13678, HUMAN18947	NEMVE07567
OG0001945	HUMAN21241, HUMAN25293	NEMVE08582
OG0001946	HUMAN24077, HUMAN03301, HUMAN22814, HUMAN22811	NEMVE25577
OG0001947	HUMAN20996, HUMAN06249, HUMAN06248	NEMVE14499
OG0001948	HUMAN15430, HUMAN15431, HUMAN08601, HUMAN02652, HUMAN04901	NEMVE06973
OG0001949	HUMAN12315, HUMAN07122, HUMAN12313, HUMAN12314	NEMVE23793
OG0001951	HUMAN06387, HUMAN20627, HUMAN06388	NEMVE12966, NEMVE23680, NEMVE18054
OG0001952	HUMAN25420	NEMVE10151
OG0001953	HUMAN12011, HUMAN12010, HUMAN12008, HUMAN10577, HUMAN10576, HUMAN10578, HUMAN10574	NEMVE09970
OG0001955	HUMAN09387, HUMAN09386	NEMVE13889
OG0001956	HUMAN13995	NEMVE20264, NEMVE01458
OG0001957	HUMAN04994, HUMAN12320, HUMAN12321, HUMAN07092, HUMAN07091	NEMVE08808
OG0001958	HUMAN18312, HUMAN07838	NEMVE06090
OG0001959	HUMAN23786, HUMAN17413, HUMAN30435, HUMAN22638, HUMAN22637	NEMVE14830
OG0001960	HUMAN00307	NEMVE07149
OG0001961	HUMAN06222, HUMAN02307	NEMVE05331
OG0001962	HUMAN30018, HUMAN07452, HUMAN00709	NEMVE08403
OG0001963	HUMAN01746, HUMAN09665, HUMAN28531	NEMVE05900
OG0001964	HUMAN17471, HUMAN17608, HUMAN17469, HUMAN17470, HUMAN17482, HUMAN17490, HUMAN17609	NEMVE13227
OG0001965	HUMAN13582	NEMVE22556
OG0001966	HUMAN14884, HUMAN01261	NEMVE05589, NEMVE18674
OG0001967	HUMAN01106	NEMVE23308
OG0001968	HUMAN03672, HUMAN29233	NEMVE00494
OG0001969	HUMAN23666, HUMAN23664, HUMAN23665, HUMAN14220, HUMAN14219	NEMVE21988, NEMVE15841
OG0001970	HUMAN08288, HUMAN04910, HUMAN18723, HUMAN18724, HUMAN08289, HUMAN08290	NEMVE13293
OG0001971	HUMAN14230, HUMAN14001, HUMAN09514	NEMVE06261
OG0001972	HUMAN00080, HUMAN00081	NEMVE06243, NEMVE11911
OG0001974	HUMAN13564	NEMVE09975
OG0001985	HUMAN26445	NEMVE09656
OG0001986	HUMAN01344, HUMAN01345	NEMVE23620, NEMVE21250
OG0001987	HUMAN19974, HUMAN19975, HUMAN10877, HUMAN05001	NEMVE13766
OG0001988	HUMAN28137	NEMVE13461, NEMVE20802, NEMVE11686
OG0001989	HUMAN06979, HUMAN24933	NEMVE06852
OG0001990	HUMAN18834	NEMVE09795
OG0001991	HUMAN18994	NEMVE23863, NEMVE01568, NEMVE00098, NEMVE02070, NEMVE18696, NEMVE25712, NEMVE03452, NEMVE15203, NEMVE11589, NEMVE17113
OG0001992	HUMAN25066, HUMAN09362	NEMVE10979
OG0001993	HUMAN17210, HUMAN23872, HUMAN03186, HUMAN03187, HUMAN23874	NEMVE04996
OG0001994	HUMAN07229, HUMAN12231	NEMVE19315, NEMVE05452
OG0001996	HUMAN08647, HUMAN08650, HUMAN08648, HUMAN08649	NEMVE11291
OG0001998	HUMAN28974, HUMAN10909, HUMAN10908	NEMVE25642
OG0001999	HUMAN25970	NEMVE06295
OG0001999	HUMAN04679	NEMVE03425
OG0002000	HUMAN23473	NEMVE16765
OG0002001	HUMAN06657	NEMVE14609
OG0002001	HUMAN12156	NEMVE10299
OG0002002	HUMAN18498, HUMAN18497, HUMAN05241	NEMVE18499
OG0002003	HUMAN17505, HUMAN09339, HUMAN09338	NEMVE13572
OG0002005	HUMAN22963, HUMAN03512, HUMAN27735, HUMAN27734	NEMVE15913
OG0002006	HUMAN12661	NEMVE18013
OG0002007	HUMAN22823, HUMAN03290	NEMVE10091
OG0002008	HUMAN03542, HUMAN22606	NEMVE21351, NEMVE07071
OG0002009	HUMAN24651	NEMVE14215
OG0002010	HUMAN20263, HUMAN13434, HUMAN13440, HUMAN10451, HUMAN10452	NEMVE02123, NEMVE02132
OG0002010	HUMAN13438, HUMAN13437	NEMVE20902
OG0002011	HUMAN19203, HUMAN08184	NEMVE07404, NEMVE13629, NEMVE13630
OG0002012	HUMAN04610, HUMAN04611, HUMAN04609, HUMAN19998	NEMVE23797
OG0002014	HUMAN01361, HUMAN26801, HUMAN26800, HUMAN26799, HUMAN01362, HUMAN21111	NEMVE23062
OG0002015	HUMAN20193, HUMAN20194	NEMVE17796
OG0002015	HUMAN10277, HUMAN20192	NEMVE22689
OG0002016	HUMAN22594, HUMAN22595, HUMAN24384, HUMAN03045	NEMVE07667
OG0002017	HUMAN00207, HUMAN05916, HUMAN21581	NEMVE13696
OG0002018	HUMAN22930, HUMAN07753, HUMAN24015	NEMVE13280
OG0002019	HUMAN23213, HUMAN12701, HUMAN12700	NEMVE13416
OG0002020	HUMAN24224, HUMAN24223, HUMAN03621	NEMVE04992
OG0002022	HUMAN02191, HUMAN02193	NEMVE11569, NEMVE23927
OG0002023	HUMAN15593, HUMAN04741, HUMAN02722	NEMVE10441, NEMVE18028
OG0002024	HUMAN02179, HUMAN02180, HUMAN29178, HUMAN29177, HUMAN29179	NEMVE25593
OG0002026	HUMAN30074, HUMAN07690	NEMVE05540
OG0002027	HUMAN07656, HUMAN07655, HUMAN21805	NEMVE24604
OG0002028	HUMAN18734	NEMVE02830, NEMVE03002
OG0002029	HUMAN19340, HUMAN19571, HUMAN19572	NEMVE16639
OG0002031	HUMAN12775, HUMAN26512	NEMVE22573
OG0002032	HUMAN05596, HUMAN05597	NEMVE22365
OG0002033	HUMAN06661, HUMAN12520, HUMAN20658	NEMVE18351
OG0002034	HUMAN11051, HUMAN11052, HUMAN09233, HUMAN23167	NEMVE13257
OG0002035	HUMAN14128, HUMAN01124, HUMAN23374	NEMVE02576
OG0002036	HUMAN08245, HUMAN08247, HUMAN08246, HUMAN15835	NEMVE14928
OG0002039	HUMAN23849, HUMAN03195, HUMAN23037, HUMAN23036	NEMVE03515
OG0002042	HUMAN03199, HUMAN03198, HUMAN03197	NEMVE22387
OG0002043	HUMAN00470, HUMAN00469, HUMAN27809	NEMVE21953
OG0002044	HUMAN21075	NEMVE10543
OG0002047	HUMAN01248, HUMAN14518, HUMAN01251, HUMAN01247, HUMAN29267, HUMAN01250, HUMAN01249	NEMVE08627, NEMVE01872, NEMVE00704, NEMVE08623, NEMVE01014
OG0002057	HUMAN28905, HUMAN00904, HUMAN28904, HUMAN00905	NEMVE12053, NEMVE05212
OG0002059	HUMAN14516, HUMAN01268, HUMAN01269	NEMVE14966
OG0002060	HUMAN08798, HUMAN08797, HUMAN16994, HUMAN16993, HUMAN08796	NEMVE25745, NEMVE20567
OG0002062	HUMAN09834, HUMAN14941, HUMAN14940	NEMVE07454
OG0002063	HUMAN28682	NEMVE21994
OG0002063	HUMAN23745	NEMVE13375
OG0002064	HUMAN02629	NEMVE23001
OG0002064	HUMAN16812, HUMAN16813, HUMAN08576	NEMVE11474
OG0002065	HUMAN11195	NEMVE18590, NEMVE21310
OG0002066	HUMAN16636, HUMAN28236	NEMVE22624, NEMVE06128
OG0002068	HUMAN08933, HUMAN15823	NEMVE21886
OG0002069	HUMAN18933, HUMAN18934, HUMAN28250	NEMVE18129
OG0002071	HUMAN07281, HUMAN07282, HUMAN12478	NEMVE05449
OG0002072	HUMAN10265	NEMVE02258
OG0002073	HUMAN23862, HUMAN23861, HUMAN20828, HUMAN18650	NEMVE08047
OG0002074	HUMAN27012	NEMVE22585, NEMVE24126, NEMVE24125, NEMVE23976
OG0002074	HUMAN29515, HUMAN29516, HUMAN29517	NEMVE09394
OG0002075	HUMAN16959, HUMAN16957, HUMAN16958, HUMAN08748	NEMVE04739, NEMVE05884
OG0002076	HUMAN06613, HUMAN20823	NEMVE01949
OG0002077	HUMAN12493, HUMAN12495, HUMAN12494, HUMAN02943	NEMVE06634
OG0002078	HUMAN13179	NEMVE06296
OG0002079	HUMAN22905, HUMAN30320	NEMVE21701
OG0002080	HUMAN07100, HUMAN12467	NEMVE01454, NEMVE01941
OG0002085	HUMAN08803, HUMAN04915, HUMAN04913, HUMAN04914, HUMAN16999, HUMAN08802	NEMVE19065
OG0002086	HUMAN14543, HUMAN09453, HUMAN14542	NEMVE23568
OG0002087	HUMAN29203	NEMVE06824
OG0002088	HUMAN03872, HUMAN06262, HUMAN16029	NEMVE22862
OG0002090	HUMAN24839	NEMVE00378, NEMVE20058, NEMVE00177, NEMVE11698
OG0002091	HUMAN26748, HUMAN10794, HUMAN10793, HUMAN10792, HUMAN07160, HUMAN07159, HUMAN07158	NEMVE08018
OG0002095	HUMAN24148, HUMAN22379, HUMAN09146	NEMVE25728
OG0002096	HUMAN07201, HUMAN07202	NEMVE06310, NEMVE04871
OG0002097	HUMAN22005, HUMAN29689, HUMAN22006, HUMAN22007	NEMVE13006, NEMVE08209
OG0002098	HUMAN05177, HUMAN05178, HUMAN22893	NEMVE22306
OG0002099	HUMAN18988	NEMVE11724, NEMVE05667
OG0002100	HUMAN11681, HUMAN10855, HUMAN10854, HUMAN10853, HUMAN11680	NEMVE05455
OG0002101	HUMAN28559, HUMAN28561, HUMAN28560, HUMAN28558	NEMVE18728
OG0002103	HUMAN04751, HUMAN30155, HUMAN30139, HUMAN30145, HUMAN30144	NEMVE24638
OG0002104	HUMAN11028	NEMVE20826, NEMVE14433
OG0002105	HUMAN03871, HUMAN03870, HUMAN06146	NEMVE05828
OG0002106	HUMAN24893	NEMVE23849
OG0002107	HUMAN03751	NEMVE13149
OG0002108	HUMAN17009, HUMAN25939, HUMAN08879	NEMVE14269, NEMVE14369, NEMVE00973
OG0002110	HUMAN03981, HUMAN06070, HUMAN03978, HUMAN03980, HUMAN03979	NEMVE19169
OG0002122	HUMAN09148, HUMAN24144, HUMAN09147, HUMAN09151	NEMVE24209
OG0002124	HUMAN28973	NEMVE04865
OG0002125	HUMAN20376	NEMVE01005
OG0002127	HUMAN18531	NEMVE08630, NEMVE20387, NEMVE11283, NEMVE02273
OG0002129	HUMAN05263, HUMAN19676, HUMAN30581, HUMAN22903, HUMAN22904	NEMVE23727
OG0002130	HUMAN16683	NEMVE19758
OG0002131	HUMAN28897, HUMAN28898	NEMVE14040
OG0002134	HUMAN11520, HUMAN11519, HUMAN28025, HUMAN28029, HUMAN28027, HUMAN28026, HUMAN28028	NEMVE03152, NEMVE15719
OG0002135	HUMAN01477, HUMAN25525	NEMVE08407, NEMVE00050
OG0002136	HUMAN24058, HUMAN22755, HUMAN03530, HUMAN03529	NEMVE23649
OG0002137	HUMAN16869	NEMVE20092
OG0002137	HUMAN21685	NEMVE14838
OG0002138	HUMAN06987, HUMAN06986	NEMVE07042
OG0002139	HUMAN02727, HUMAN08986	NEMVE04928
OG0002140	HUMAN25637, HUMAN25635, HUMAN27866, HUMAN27867, HUMAN27865	NEMVE22622
OG0002141	HUMAN07727	NEMVE14733
OG0002142	HUMAN09638, HUMAN09637, HUMAN14269, HUMAN14270, HUMAN01659, HUMAN01658, HUMAN14271	NEMVE23121
OG0002144	HUMAN10788, HUMAN10789, HUMAN07164, HUMAN07161	NEMVE24612
OG0002145	HUMAN06915, HUMAN06914	NEMVE22803
OG0002146	HUMAN26928, HUMAN20884	NEMVE14303, NEMVE22492
OG0002147	HUMAN05917, HUMAN21834, HUMAN21835, HUMAN21833	NEMVE14395
OG0002148	HUMAN09309	NEMVE17376
OG0002148	HUMAN16972	NEMVE13123
OG0002149	HUMAN12807, HUMAN02982	NEMVE24016
OG0002150	HUMAN23646, HUMAN10063	NEMVE13668
OG0002151	HUMAN13474, HUMAN13473	NEMVE14212
OG0002152	HUMAN24926	NEMVE13660
OG0002153	HUMAN23905, HUMAN22508	NEMVE11279
OG0002154	HUMAN24217, HUMAN27521, HUMAN03569	NEMVE01733, NEMVE06893
OG0002155	HUMAN26335, HUMAN26336	NEMVE16600
OG0002155	HUMAN20421, HUMAN20420	NEMVE14292
OG0002156	HUMAN23074	NEMVE22212
OG0002157	HUMAN25935, HUMAN13259	NEMVE05285
OG0002158	HUMAN24486, HUMAN24482, HUMAN24481, HUMAN24484, HUMAN24483	NEMVE23716
OG0002159	HUMAN04258	NEMVE22508
OG0002160	HUMAN30547, HUMAN30546, HUMAN08352, HUMAN30545, HUMAN30548, HUMAN30549, HUMAN30550	NEMVE14377
OG0002161	HUMAN26313, HUMAN26314, HUMAN12540, HUMAN17802	NEMVE16936
OG0002164	HUMAN18639	NEMVE14730
OG0002166	HUMAN07297, HUMAN26751, HUMAN10918, HUMAN10916	NEMVE07576
OG0002167	HUMAN26280, HUMAN23897, HUMAN27666, HUMAN27667	NEMVE03075
OG0002168	HUMAN28277, HUMAN28276, HUMAN28275	NEMVE23404
OG0002168	HUMAN17195	NEMVE16843
OG0002170	HUMAN23741, HUMAN16364	NEMVE13172, NEMVE13595
OG0002171	HUMAN18925, HUMAN08132, HUMAN18929	NEMVE18921
OG0002173	HUMAN23179	NEMVE21933
OG0002173	HUMAN01775, HUMAN09844, HUMAN09843	NEMVE09938
OG0002174	HUMAN20167	NEMVE20503, NEMVE05275
OG0002174	HUMAN09473, HUMAN09474	NEMVE03693
OG0002175	HUMAN01262, HUMAN29256	NEMVE13452
OG0002176	HUMAN06189, HUMAN04341	NEMVE25148
OG0002177	HUMAN15512, HUMAN25741, HUMAN08516	NEMVE06715
OG0002178	HUMAN24840	NEMVE08226
OG0002179	HUMAN25017, HUMAN25015, HUMAN25016	NEMVE05933
OG0002182	HUMAN26866, HUMAN01426, HUMAN26865, HUMAN26864	NEMVE24371
OG0002183	HUMAN06781, HUMAN06780, HUMAN06779, HUMAN02386, HUMAN02385, HUMAN02387	NEMVE07187, NEMVE09088
OG0002184	HUMAN23481, HUMAN14768	NEMVE24412
OG0002185	HUMAN11287, HUMAN11285, HUMAN11271	NEMVE15000, NEMVE23238
OG0002187	HUMAN29354	NEMVE22527
OG0002188	HUMAN18175	NEMVE13879
OG0002189	HUMAN09640	NEMVE23618, NEMVE19763
OG0002190	HUMAN21255, HUMAN21256	NEMVE00300
OG0002191	HUMAN20700, HUMAN06414, HUMAN17809	NEMVE25926, NEMVE16582
OG0002193	HUMAN00932	NEMVE14485, NEMVE13347
