Orthogroup	HUMAN	NEMVE
OG0006681	HUMAN27423, HUMAN27424	NEMVE24851
OG0006683	HUMAN00125	NEMVE16605
OG0006684	HUMAN26898, HUMAN26899, HUMAN26900	NEMVE17767
OG0006686	HUMAN29261	NEMVE25052
OG0006687	HUMAN00731, HUMAN00732	NEMVE14655
OG0006688	HUMAN07994	NEMVE02085
OG0006689	HUMAN09931	NEMVE24146, NEMVE12853
OG0006690	HUMAN01353	NEMVE23260
OG0006691	HUMAN12920, HUMAN12921	NEMVE14331
OG0006692	HUMAN12863, HUMAN12864	NEMVE14555
OG0006693	HUMAN22772, HUMAN22771, HUMAN22773	NEMVE15971
OG0006694	HUMAN25673	NEMVE06376
OG0006695	HUMAN05347, HUMAN05346	NEMVE19387
OG0006696	HUMAN17071, HUMAN08548	NEMVE22693
OG0006697	HUMAN03758	NEMVE13214
OG0006698	HUMAN28004	NEMVE24243
OG0006699	HUMAN07333	NEMVE17955
OG0006700	HUMAN18335	NEMVE14095
OG0006702	HUMAN00468	NEMVE14025
OG0006703	HUMAN27810	NEMVE06399
OG0006704	HUMAN01256	NEMVE09753
OG0006706	HUMAN01180	NEMVE08399
OG0006707	HUMAN20459, HUMAN20457, HUMAN20458	NEMVE18156, NEMVE12324
OG0006708	HUMAN28636, HUMAN28634, HUMAN28635	NEMVE23781
OG0006709	HUMAN17846	NEMVE06920
OG0006710	HUMAN28677	NEMVE10954
OG0006711	HUMAN21244	NEMVE11839
OG0006712	HUMAN19027	NEMVE05787
OG0006713	HUMAN08608	NEMVE06582
OG0006714	HUMAN24242, HUMAN24241	NEMVE13528
OG0006715	HUMAN28884, HUMAN28887, HUMAN29933	NEMVE23580
OG0006716	HUMAN28602, HUMAN28603, HUMAN28601	NEMVE16253
OG0006717	HUMAN04735	NEMVE17875
OG0006718	HUMAN03526	NEMVE09098
OG0006719	HUMAN12021	NEMVE25006
OG0006720	HUMAN29778	NEMVE13949
OG0006721	HUMAN15069, HUMAN15065	NEMVE24868
OG0006722	HUMAN10116	NEMVE22551
OG0006723	HUMAN01452	NEMVE13754
OG0006724	HUMAN00251, HUMAN00252	NEMVE17764, NEMVE10359
OG0006725	HUMAN20956	NEMVE05867
OG0006726	HUMAN25679	NEMVE06858
OG0006727	HUMAN25384	NEMVE14653
OG0006728	HUMAN13864, HUMAN13865	NEMVE16075
OG0006729	HUMAN23307	NEMVE17861
OG0006730	HUMAN01413	NEMVE16598
OG0006731	HUMAN15325	NEMVE22494
OG0006732	HUMAN17586	NEMVE14487
OG0006733	HUMAN04919	NEMVE15467
OG0006734	HUMAN25074	NEMVE14116
OG0006735	HUMAN06599	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806
OG0006736	HUMAN20713	NEMVE24623
OG0006737	HUMAN10669	NEMVE09025
OG0006738	HUMAN17555, HUMAN17554	NEMVE17102
OG0006739	HUMAN28943, HUMAN28944	NEMVE00721
OG0006740	HUMAN08566, HUMAN08565, HUMAN08564, HUMAN08563	NEMVE17377, NEMVE12915
OG0006741	HUMAN20918	NEMVE13385
OG0006742	HUMAN30051, HUMAN22412	NEMVE25399
OG0006743	HUMAN29392, HUMAN29393, HUMAN09528	NEMVE16849
OG0006745	HUMAN21637	NEMVE24739
OG0006749	HUMAN10255, HUMAN10254	NEMVE24563
OG0006750	HUMAN16679	NEMVE25037
OG0006751	HUMAN04997, HUMAN04996	NEMVE07529
OG0006752	HUMAN05470	NEMVE20853, NEMVE23516
OG0006753	HUMAN08651	NEMVE10471
OG0006754	HUMAN28391	NEMVE23232
OG0006755	HUMAN17392	NEMVE22112
OG0006756	HUMAN10187, HUMAN10189, HUMAN10186, HUMAN10188	NEMVE02436
OG0006757	HUMAN15606, HUMAN15607, HUMAN15605	NEMVE06921
OG0006758	HUMAN20524	NEMVE23646
OG0006759	HUMAN06777	NEMVE13478
OG0006760	HUMAN23407	NEMVE21302, NEMVE15995
OG0006762	HUMAN16948	NEMVE08950
OG0006764	HUMAN24101, HUMAN24102	NEMVE18314, NEMVE06948
OG0006765	HUMAN11017	NEMVE11490
OG0006766	HUMAN30336	NEMVE03175
OG0006768	HUMAN15305	NEMVE18868, NEMVE25762
OG0006770	HUMAN09788	NEMVE23535
OG0006772	HUMAN17212	NEMVE25240
OG0006774	HUMAN08153, HUMAN22081, HUMAN22082, HUMAN22083	NEMVE16002
OG0006775	HUMAN25975	NEMVE15139
OG0006776	HUMAN12695, HUMAN12694	NEMVE15379
OG0006777	HUMAN15487	NEMVE10884
OG0006780	HUMAN08729	NEMVE06625
OG0006787	HUMAN26093, HUMAN26094, HUMAN12889, HUMAN12890	NEMVE09873, NEMVE15414
OG0006791	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238	NEMVE14989
OG0006826	HUMAN23918	NEMVE13284
OG0006827	HUMAN01037	NEMVE02172
OG0006828	HUMAN23672	NEMVE07879
OG0006829	HUMAN17262	NEMVE13112
OG0006830	HUMAN12476	NEMVE08915
OG0006831	HUMAN03695, HUMAN03694	NEMVE24859
OG0006832	HUMAN08384, HUMAN08383	NEMVE22982
OG0006833	HUMAN11220	NEMVE24233
OG0006835	HUMAN05300	NEMVE16968
OG0006837	HUMAN05482	NEMVE23801, NEMVE25442
OG0006838	HUMAN10291	NEMVE13721
OG0006842	HUMAN14862	NEMVE22104, NEMVE04435
OG0006843	HUMAN28655	NEMVE13226
OG0006844	HUMAN09468	NEMVE13224
OG0006845	HUMAN04886, HUMAN04887	NEMVE17371
OG0006846	HUMAN08740, HUMAN08738	NEMVE24794
OG0006847	HUMAN19861, HUMAN19860, HUMAN19862	NEMVE13304
OG0006848	HUMAN03233, HUMAN23824	NEMVE16167
OG0006849	HUMAN16918	NEMVE22050
OG0006850	HUMAN22747	NEMVE06805
OG0006851	HUMAN03180	NEMVE25124
OG0006853	HUMAN06735	NEMVE23764
OG0006856	HUMAN10703, HUMAN10702, HUMAN10701	NEMVE09221
OG0006857	HUMAN29744	NEMVE25407
OG0006860	HUMAN11386	NEMVE18531
OG0006861	HUMAN18239, HUMAN18240, HUMAN18241, HUMAN18238	NEMVE20619, NEMVE17024
OG0006862	HUMAN08983	NEMVE23812
OG0006863	HUMAN21315	NEMVE15515
OG0006864	HUMAN10411	NEMVE08355
OG0006865	HUMAN07621	NEMVE25822
OG0006866	HUMAN00414, HUMAN00412	NEMVE08860
OG0006867	HUMAN16895	NEMVE14363
OG0006869	HUMAN21448, HUMAN21447	NEMVE16212, NEMVE00422
OG0006871	HUMAN02101	NEMVE04605, NEMVE09898
OG0006873	HUMAN07171	NEMVE01547
OG0006875	HUMAN05504	NEMVE25510
OG0006876	HUMAN01056	NEMVE02088
OG0006877	HUMAN09886	NEMVE14455
OG0006878	HUMAN01136	NEMVE07083
OG0006880	HUMAN21476	NEMVE06819
OG0006881	HUMAN04095	NEMVE07356
OG0006882	HUMAN11464	NEMVE15924
OG0006883	HUMAN16684	NEMVE02647
OG0006884	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681	NEMVE08457
OG0006885	HUMAN20135	NEMVE22646
OG0006886	HUMAN29974	NEMVE21731
OG0006887	HUMAN12500	NEMVE06955
OG0006888	HUMAN25053	NEMVE13701, NEMVE21293
OG0006889	HUMAN11509	NEMVE13933
OG0006890	HUMAN03527	NEMVE05014
OG0006891	HUMAN04608	NEMVE04359
OG0006892	HUMAN18023	NEMVE24012, NEMVE20580
OG0006893	HUMAN13212, HUMAN13211, HUMAN13213	NEMVE17795
OG0006894	HUMAN13291	NEMVE06286, NEMVE11857
OG0006895	HUMAN03555	NEMVE06846, NEMVE12809
OG0006896	HUMAN22142	NEMVE22792
OG0006897	HUMAN23447	NEMVE10415
OG0006898	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309	NEMVE19257
OG0006899	HUMAN07006	NEMVE06869
OG0006900	HUMAN25793	NEMVE01654
OG0006901	HUMAN18029, HUMAN18028	NEMVE14333
OG0006902	HUMAN27525	NEMVE18593, NEMVE20461
OG0006904	HUMAN22374	NEMVE14542
OG0006905	HUMAN19217, HUMAN19218	NEMVE07398
OG0006906	HUMAN11694	NEMVE13236
OG0006907	HUMAN16729, HUMAN16728, HUMAN16727	NEMVE24857
OG0006908	HUMAN13051, HUMAN13052, HUMAN13050	NEMVE17575
OG0006909	HUMAN29823	NEMVE07072
OG0006911	HUMAN04725	NEMVE19816
OG0006912	HUMAN02108, HUMAN02109	NEMVE18786
OG0006914	HUMAN28656	NEMVE06049
OG0006915	HUMAN15921, HUMAN15920	NEMVE09886
OG0006916	HUMAN11501	NEMVE23817
OG0006917	HUMAN18466, HUMAN18467	NEMVE08132
OG0006918	HUMAN28188	NEMVE15078
OG0006921	HUMAN07563, HUMAN07564, HUMAN07562	NEMVE24812
OG0006922	HUMAN10671	NEMVE16294, NEMVE15894
OG0006923	HUMAN00553, HUMAN00554	NEMVE13295
OG0006924	HUMAN23650	NEMVE01464
OG0006925	HUMAN09328	NEMVE13382, NEMVE02521
OG0006926	HUMAN00625	NEMVE23407
OG0006927	HUMAN14265	NEMVE24367
OG0006928	HUMAN16715	NEMVE09174
OG0006929	HUMAN25390	NEMVE08440
OG0006930	HUMAN28830	NEMVE25703, NEMVE25702
OG0006931	HUMAN27632, HUMAN27633	NEMVE13787
OG0006932	HUMAN20250	NEMVE05137
OG0006934	HUMAN07628	NEMVE24344
OG0006935	HUMAN28718	NEMVE13070
OG0006936	HUMAN03224	NEMVE03459, NEMVE10607
OG0006937	HUMAN13657	NEMVE21757
OG0006938	HUMAN20508, HUMAN20507	NEMVE06983
OG0006940	HUMAN12719	NEMVE13137
OG0006942	HUMAN04879, HUMAN04878	NEMVE13642
OG0006943	HUMAN03534	NEMVE05334
OG0006944	HUMAN20962	NEMVE06196
OG0006945	HUMAN18030	NEMVE08899
OG0006946	HUMAN29373, HUMAN29374, HUMAN29372	NEMVE14167
OG0006947	HUMAN13223, HUMAN13224	NEMVE01200
OG0006947	HUMAN25930	NEMVE05807
OG0006948	HUMAN20132, HUMAN20131	NEMVE13841, NEMVE20539
OG0006949	HUMAN09677	NEMVE22705
OG0006951	HUMAN26563	NEMVE22939
OG0006952	HUMAN29995, HUMAN28013	NEMVE05912
OG0006953	HUMAN11732	NEMVE17873
OG0006954	HUMAN08336	NEMVE22116
OG0006955	HUMAN26505, HUMAN26506	NEMVE06612
OG0006957	HUMAN24327	NEMVE04985
OG0006959	HUMAN02003	NEMVE12151
OG0006960	HUMAN21367	NEMVE13244
OG0006962	HUMAN00835, HUMAN00834	NEMVE14216
OG0006964	HUMAN25417	NEMVE09836
OG0006965	HUMAN22591, HUMAN22590	NEMVE21735, NEMVE20767
OG0006966	HUMAN21659	NEMVE24481
OG0006967	HUMAN20241	NEMVE19421
OG0006968	HUMAN28378	NEMVE00056
OG0006969	HUMAN22092, HUMAN22091	NEMVE15089
OG0006970	HUMAN04563	NEMVE23188
OG0006971	HUMAN07273	NEMVE23702, NEMVE20470
OG0006972	HUMAN11350, HUMAN11349	NEMVE13779
OG0006973	HUMAN25475	NEMVE21823
OG0006975	HUMAN00754	NEMVE13294
OG0006976	HUMAN25513, HUMAN25515	NEMVE05707
OG0006977	HUMAN21112	NEMVE15122
OG0006978	HUMAN23552	NEMVE08429, NEMVE20677
OG0006979	HUMAN09404	NEMVE07666
OG0006980	HUMAN21874	NEMVE14898
OG0006981	HUMAN04430, HUMAN04429, HUMAN04428	NEMVE02175
OG0006982	HUMAN18636, HUMAN18637	NEMVE06872
OG0006983	HUMAN00205, HUMAN00204	NEMVE25267
OG0006985	HUMAN20423	NEMVE04709
OG0006988	HUMAN15597, HUMAN15598	NEMVE05095
OG0006989	HUMAN18220	NEMVE14102
OG0006990	HUMAN03535, HUMAN03537, HUMAN03536	NEMVE23992
OG0006991	HUMAN19260	NEMVE25869
OG0006992	HUMAN03662	NEMVE06904
OG0006993	HUMAN18314, HUMAN18313	NEMVE25888
OG0006994	HUMAN17956	NEMVE06963
OG0006995	HUMAN20603	NEMVE10340
OG0006996	HUMAN16905, HUMAN16903, HUMAN16904	NEMVE23296
OG0006997	HUMAN20333, HUMAN20332	NEMVE23283
OG0006999	HUMAN28121	NEMVE22370, NEMVE03933
OG0007000	HUMAN17347, HUMAN17373	NEMVE24962
OG0007001	HUMAN06080	NEMVE12371
OG0007002	HUMAN29202	NEMVE25316
OG0007003	HUMAN15197	NEMVE18273
OG0007004	HUMAN14061	NEMVE25041
OG0007005	HUMAN26374	NEMVE06529
OG0007006	HUMAN21322	NEMVE25078
OG0007006	HUMAN21323	NEMVE07178
OG0007007	HUMAN05696, HUMAN05695	NEMVE06743
OG0007008	HUMAN13956	NEMVE08423
OG0007009	HUMAN28810	NEMVE17080
OG0007010	HUMAN22418	NEMVE07154
OG0007011	HUMAN05430	NEMVE14439
OG0007012	HUMAN22710	NEMVE08741
OG0007013	HUMAN12055	NEMVE23027, NEMVE20235
OG0007014	HUMAN03563, HUMAN03564	NEMVE07869
OG0007015	HUMAN19068	NEMVE01530
OG0007016	HUMAN11135	NEMVE14954
OG0007017	HUMAN26658	NEMVE09597
OG0007019	HUMAN13523, HUMAN13524	NEMVE19601
OG0007020	HUMAN17277, HUMAN17276	NEMVE13872
OG0007021	HUMAN07675, HUMAN07676	NEMVE19842, NEMVE16021
OG0007022	HUMAN17994	NEMVE13989
OG0007023	HUMAN21002	NEMVE19206
OG0007024	HUMAN26989	NEMVE22348
OG0007025	HUMAN13355, HUMAN13354	NEMVE24902
OG0007026	HUMAN04469	NEMVE10600
OG0007027	HUMAN20548, HUMAN20547	NEMVE14622
OG0007028	HUMAN02161	NEMVE14345
OG0007029	HUMAN02371	NEMVE14776
OG0007030	HUMAN23013, HUMAN23012	NEMVE25363
OG0007031	HUMAN01168, HUMAN01167	NEMVE10005
OG0007032	HUMAN19463	NEMVE08495
OG0007033	HUMAN18746	NEMVE13356
OG0007034	HUMAN06574, HUMAN06572, HUMAN06573	NEMVE13497
OG0007035	HUMAN05630	NEMVE14476
OG0007036	HUMAN24835	NEMVE22685
OG0007037	HUMAN17832, HUMAN17833	NEMVE13503
OG0007038	HUMAN01446	NEMVE05760
OG0007039	HUMAN08824, HUMAN08823	NEMVE09028, NEMVE00545
OG0007040	HUMAN30265	NEMVE13790
OG0007041	HUMAN10016	NEMVE25405, NEMVE18865
OG0007042	HUMAN26067	NEMVE18027
OG0007043	HUMAN03790	NEMVE05818
OG0007044	HUMAN05262, HUMAN22902	NEMVE13670
OG0007045	HUMAN00605	NEMVE11342
OG0007047	HUMAN24736	NEMVE23774
OG0007048	HUMAN26613, HUMAN26612	NEMVE22617
OG0007049	HUMAN11321, HUMAN11320	NEMVE24890
OG0007050	HUMAN22442	NEMVE01542
OG0007052	HUMAN19695, HUMAN19693, HUMAN19694	NEMVE08596
OG0007053	HUMAN12939, HUMAN12938, HUMAN12937	NEMVE21766
OG0007054	HUMAN10365	NEMVE10860
OG0007055	HUMAN19997	NEMVE15080
OG0007056	HUMAN11685, HUMAN11684	NEMVE14420
OG0007057	HUMAN03899	NEMVE14004
OG0007058	HUMAN05676	NEMVE17442
OG0007059	HUMAN03647	NEMVE21382, NEMVE22940
OG0007060	HUMAN28197	NEMVE23768
OG0007061	HUMAN03639	NEMVE02935
OG0007062	HUMAN21701	NEMVE24553
OG0007063	HUMAN15926	NEMVE09723
OG0007064	HUMAN22838	NEMVE07349
OG0007065	HUMAN04174	NEMVE22963
OG0007066	HUMAN05386	NEMVE22679
OG0007068	HUMAN22802, HUMAN22803	NEMVE19134
OG0007069	HUMAN08305	NEMVE22785
OG0007070	HUMAN18532, HUMAN18533	NEMVE14725
OG0007071	HUMAN01176	NEMVE18624
OG0007073	HUMAN18294	NEMVE14833
OG0007074	HUMAN21855	NEMVE25050
OG0007075	HUMAN27538	NEMVE25698
OG0007076	HUMAN06733	NEMVE07000, NEMVE20249
OG0007077	HUMAN22402	NEMVE15227
OG0007078	HUMAN20580	NEMVE19867
OG0007079	HUMAN16618	NEMVE25540
OG0007082	HUMAN06040	NEMVE02341
OG0007083	HUMAN24737	NEMVE23773
OG0007084	HUMAN28379	NEMVE22005
OG0007085	HUMAN11177, HUMAN11176	NEMVE25338
OG0007086	HUMAN06730	NEMVE14980, NEMVE19924
OG0007087	HUMAN25159	NEMVE07751
OG0007088	HUMAN28245, HUMAN28246	NEMVE05070
OG0007089	HUMAN05187	NEMVE11263
OG0007090	HUMAN01309	NEMVE05876
OG0007091	HUMAN00782	NEMVE13797
OG0007092	HUMAN08546	NEMVE07545
OG0007093	HUMAN11063	NEMVE13401
OG0007094	HUMAN08444	NEMVE07935
OG0007095	HUMAN16273	NEMVE15027
OG0007096	HUMAN24538	NEMVE05490
OG0007097	HUMAN07307, HUMAN07306, HUMAN07305	NEMVE14580
OG0007098	HUMAN11106	NEMVE13689
OG0007099	HUMAN02624	NEMVE24293, NEMVE20476
OG0007100	HUMAN25051	NEMVE06130
OG0007102	HUMAN17403	NEMVE05323
OG0007103	HUMAN03151, HUMAN03152	NEMVE05668, NEMVE15842
OG0007104	HUMAN07585, HUMAN30241	NEMVE06182
OG0007105	HUMAN17174	NEMVE17115
OG0007106	HUMAN21445	NEMVE14945
OG0007107	HUMAN24797	NEMVE05263
OG0007108	HUMAN26396	NEMVE13433
OG0007111	HUMAN14065, HUMAN14067	NEMVE25144
OG0007112	HUMAN09877	NEMVE10814
OG0007113	HUMAN20963	NEMVE10653
OG0007114	HUMAN20779	NEMVE09146
OG0007115	HUMAN28189, HUMAN28190	NEMVE16071
OG0007117	HUMAN06756	NEMVE22757
OG0007118	HUMAN25504	NEMVE02206
OG0007119	HUMAN01099	NEMVE02886, NEMVE13562
OG0007120	HUMAN23269, HUMAN23270	NEMVE06186
OG0007121	HUMAN25079	NEMVE25193
OG0007122	HUMAN00210, HUMAN00211	NEMVE14233
OG0007124	HUMAN17402, HUMAN17399	NEMVE10468
OG0007125	HUMAN21228	NEMVE11876, NEMVE10855
OG0007126	HUMAN02640, HUMAN04895	NEMVE22756
OG0007127	HUMAN26224	NEMVE13588
OG0007128	HUMAN13992, HUMAN13994	NEMVE13615
OG0007129	HUMAN24170, HUMAN24169, HUMAN03476	NEMVE04898
OG0007130	HUMAN06959	NEMVE25495, NEMVE21143
OG0007131	HUMAN23398	NEMVE23758, NEMVE12360
OG0007132	HUMAN28401, HUMAN28402	NEMVE06535, NEMVE12522
OG0007133	HUMAN23555	NEMVE11996, NEMVE06036
OG0007134	HUMAN03574, HUMAN03575	NEMVE13156
OG0007135	HUMAN09538	NEMVE14282
OG0007136	HUMAN09655	NEMVE08828
OG0007137	HUMAN15907	NEMVE14801
OG0007138	HUMAN02269	NEMVE09440, NEMVE12478
OG0007139	HUMAN24643	NEMVE09713
OG0007141	HUMAN20130	NEMVE14565
OG0007142	HUMAN07698, HUMAN17519	NEMVE16109
OG0007143	HUMAN16614	NEMVE20919
OG0007145	HUMAN13652	NEMVE19580
OG0007146	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379	NEMVE18006
OG0007147	HUMAN21018	NEMVE13817
OG0007148	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566	NEMVE22073
OG0007149	HUMAN19282, HUMAN09208	NEMVE12301
OG0007150	HUMAN11018	NEMVE11424
OG0007151	HUMAN05431	NEMVE22467
OG0007152	HUMAN01901	NEMVE25856
OG0007153	HUMAN16995, HUMAN16996	NEMVE18215
OG0007154	HUMAN08481	NEMVE23811
OG0007158	HUMAN19159, HUMAN19160, HUMAN22170	NEMVE25894
OG0007159	HUMAN02195	NEMVE15742
OG0007161	HUMAN27982, HUMAN11267	NEMVE21945
OG0007162	HUMAN15309	NEMVE16258
OG0007163	HUMAN01780	NEMVE16742
OG0007164	HUMAN21192	NEMVE18934
OG0007165	HUMAN05595	NEMVE14929
OG0007166	HUMAN04674, HUMAN04671, HUMAN04673	NEMVE07634
OG0007171	HUMAN02655, HUMAN02654	NEMVE22675
OG0007173	HUMAN05355, HUMAN05354	NEMVE10079
OG0007174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951	NEMVE07400
OG0007175	HUMAN04157	NEMVE21931
OG0007176	HUMAN15324, HUMAN15323	NEMVE05885
OG0007177	HUMAN09300, HUMAN09299, HUMAN09301	NEMVE06930
OG0007178	HUMAN02113	NEMVE09946
OG0007179	HUMAN21518	NEMVE24920
OG0007180	HUMAN15073	NEMVE22211
OG0007181	HUMAN30517	NEMVE22672, NEMVE11674
OG0007182	HUMAN11844	NEMVE25249
OG0007183	HUMAN25330	NEMVE01494, NEMVE21223
OG0007184	HUMAN28058, HUMAN28057, HUMAN28055	NEMVE13898
OG0007186	HUMAN12868	NEMVE16937
OG0007187	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523	NEMVE13089
OG0007188	HUMAN17704	NEMVE21925
OG0007189	HUMAN20179, HUMAN20178	NEMVE08515
OG0007190	HUMAN26235	NEMVE09045
OG0007191	HUMAN23393, HUMAN23394	NEMVE04826
OG0007192	HUMAN17983	NEMVE12614
OG0007195	HUMAN19946, HUMAN10352	NEMVE21446
OG0007199	HUMAN28097	NEMVE05797
OG0007200	HUMAN03586, HUMAN03587	NEMVE18894
OG0007201	HUMAN24731, HUMAN24730	NEMVE15153, NEMVE03813
OG0007204	HUMAN01107, HUMAN14619	NEMVE22074
OG0007208	HUMAN28457	NEMVE19982
OG0007209	HUMAN24910	NEMVE06647, NEMVE25525
OG0007214	HUMAN06095, HUMAN02381	NEMVE15542, NEMVE25539
OG0007248	HUMAN13700	NEMVE05909
OG0007250	HUMAN07633	NEMVE23608
OG0007251	HUMAN14332	NEMVE08156, NEMVE08153
OG0007252	HUMAN22688, HUMAN22689	NEMVE24745
OG0007253	HUMAN24536, HUMAN11254, HUMAN11253	NEMVE01126
OG0007254	HUMAN02644	NEMVE23140
OG0007255	HUMAN26073, HUMAN26075, HUMAN26074	NEMVE06734
OG0007256	HUMAN27031	NEMVE11220, NEMVE11514
OG0007258	HUMAN14003	NEMVE00047, NEMVE14648
OG0007261	HUMAN28587	NEMVE06464, NEMVE10739
OG0007264	HUMAN11107	NEMVE15060
OG0007266	HUMAN20046	NEMVE15550, NEMVE00843
OG0007267	HUMAN00847	NEMVE01298
OG0007268	HUMAN21302	NEMVE08006
OG0007270	HUMAN07724	NEMVE23267
OG0007271	HUMAN13263	NEMVE14749
OG0007272	HUMAN00327	NEMVE17086
OG0007273	HUMAN16012	NEMVE22414
OG0007274	HUMAN05717	NEMVE12604, NEMVE24366
OG0007275	HUMAN24919, HUMAN06744	NEMVE14669
OG0007277	HUMAN25865	NEMVE02383
OG0007279	HUMAN11856	NEMVE24542
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	NEMVE14013
OG0007281	HUMAN25958	NEMVE23664
OG0007282	HUMAN07231	NEMVE13645
OG0007286	HUMAN10108	NEMVE05488, NEMVE09092
OG0007288	HUMAN22785	NEMVE08146
OG0007289	HUMAN11499	NEMVE10504
OG0007290	HUMAN15228	NEMVE17402
OG0007291	HUMAN18973	NEMVE14746
OG0007292	HUMAN15636	NEMVE08212
OG0007293	HUMAN28207	NEMVE13245
OG0007294	HUMAN20782, HUMAN20781	NEMVE05938
OG0007295	HUMAN22795	NEMVE19179
OG0007296	HUMAN11360	NEMVE13425
OG0007297	HUMAN29826, HUMAN29827	NEMVE05122
OG0007299	HUMAN27718, HUMAN27719	NEMVE17700
OG0007300	HUMAN26544	NEMVE10414
OG0007301	HUMAN23169, HUMAN23170	NEMVE05910
OG0007302	HUMAN09166	NEMVE24421
OG0007303	HUMAN18735	NEMVE21168, NEMVE21934
OG0007304	HUMAN16563	NEMVE19345
OG0007305	HUMAN02006	NEMVE18637
OG0007306	HUMAN19439, HUMAN19440, HUMAN19442	NEMVE18933
OG0007307	HUMAN17065, HUMAN17066	NEMVE15849
OG0007309	HUMAN17011	NEMVE10518, NEMVE20201
OG0007310	HUMAN05294	NEMVE06728
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	NEMVE23732
OG0007314	HUMAN02534	NEMVE14601
OG0007316	HUMAN23083	NEMVE13237
OG0007317	HUMAN17014	NEMVE07571
OG0007318	HUMAN20909	NEMVE13190
OG0007319	HUMAN19188	NEMVE13526
OG0007320	HUMAN09645	NEMVE13887
OG0007321	HUMAN04956, HUMAN04955	NEMVE14743
OG0007322	HUMAN29064	NEMVE13884
OG0007323	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943	NEMVE15965
OG0007325	HUMAN11525	NEMVE14080
OG0007326	HUMAN09593	NEMVE02450
OG0007327	HUMAN11975, HUMAN11976	NEMVE09633
OG0007328	HUMAN03776	NEMVE25409
OG0007329	HUMAN24733	NEMVE24680
OG0007331	HUMAN26953, HUMAN26952	NEMVE17405, NEMVE06097
OG0007333	HUMAN29576	NEMVE18252
OG0007334	HUMAN01738, HUMAN01739	NEMVE09677
OG0007335	HUMAN08862	NEMVE10469
OG0007336	HUMAN00761	NEMVE22461
OG0007337	HUMAN25483	NEMVE05791
OG0007338	HUMAN06830, HUMAN06827, HUMAN06828	NEMVE08790
OG0007339	HUMAN26218, HUMAN26219	NEMVE04953
OG0007340	HUMAN24905	NEMVE06786
OG0007341	HUMAN25872	NEMVE14964
OG0007342	HUMAN28838	NEMVE14032
OG0007343	HUMAN14176, HUMAN14177	NEMVE06113
OG0007344	HUMAN25001	NEMVE17645
OG0007347	HUMAN20415	NEMVE05928
OG0007348	HUMAN07622, HUMAN07623	NEMVE25081
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	NEMVE24138
OG0007351	HUMAN26020, HUMAN26021	NEMVE15176
OG0007352	HUMAN04641	NEMVE22263
OG0007353	HUMAN11061, HUMAN11060	NEMVE09891
OG0007354	HUMAN23192	NEMVE12447, NEMVE22312
OG0007355	HUMAN28384	NEMVE26015, NEMVE24494
OG0007356	HUMAN24980	NEMVE22435
OG0007357	HUMAN11281	NEMVE03442
OG0007358	HUMAN23692	NEMVE22472
OG0007360	HUMAN02160	NEMVE13667
OG0007361	HUMAN01585, HUMAN01584	NEMVE21896
OG0007363	HUMAN07700	NEMVE07823
OG0007364	HUMAN20228	NEMVE14072
OG0007365	HUMAN01007	NEMVE02500
OG0007366	HUMAN15080, HUMAN15079	NEMVE10651
OG0007367	HUMAN00909	NEMVE14913
OG0007368	HUMAN04400	NEMVE21985
OG0007369	HUMAN18171	NEMVE04959
OG0007370	HUMAN12243, HUMAN12242	NEMVE24854
OG0007371	HUMAN03496	NEMVE22865
OG0007372	HUMAN15886	NEMVE14160
OG0007373	HUMAN25169	NEMVE22902
OG0007374	HUMAN17107	NEMVE10037
OG0007376	HUMAN27825, HUMAN27824, HUMAN27826	NEMVE14158
OG0007377	HUMAN02116, HUMAN02117	NEMVE01324
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	NEMVE23117
OG0007380	HUMAN13807	NEMVE06086, NEMVE12199
OG0007381	HUMAN13546	NEMVE23101
OG0007382	HUMAN19380	NEMVE14758
OG0007385	HUMAN04317	NEMVE14990
OG0007386	HUMAN16767	NEMVE13865, NEMVE00269
OG0007387	HUMAN29057	NEMVE23956
OG0007388	HUMAN22118	NEMVE05194
OG0007389	HUMAN29100, HUMAN29099	NEMVE25345
OG0007390	HUMAN25915	NEMVE24823
OG0007391	HUMAN05345	NEMVE08201
OG0007392	HUMAN28583	NEMVE13961
OG0007393	HUMAN08660	NEMVE00582, NEMVE21768
OG0007394	HUMAN15894, HUMAN15893	NEMVE22615
OG0007395	HUMAN13460	NEMVE17435
OG0007396	HUMAN11000	NEMVE15920
OG0007397	HUMAN00870	NEMVE09462
OG0007399	HUMAN16123	NEMVE09265
OG0007401	HUMAN05484	NEMVE13443
