Orthogroup	HUMAN	ASTMX
OG0000071	HUMAN17352	ASTMX03580, ASTMX03579, ASTMX03578, ASTMX03576, ASTMX03577, ASTMX01732, ASTMX18909, ASTMX18910, ASTMX10408
OG0000072	HUMAN24108	ASTMX04733
OG0000072	HUMAN23125	ASTMX14003
OG0000072	HUMAN05334	ASTMX14353
OG0000072	HUMAN22965, HUMAN22964	ASTMX19895
OG0000072	HUMAN04101	ASTMX03692, ASTMX11241
OG0000072	HUMAN22852	ASTMX11250, ASTMX11618
OG0000072	HUMAN03255, HUMAN03252	ASTMX02462
OG0000073	HUMAN24982	ASTMX01961
OG0000073	HUMAN27930	ASTMX12734, ASTMX08034
OG0000073	HUMAN11516	ASTMX18790
OG0000073	HUMAN27929	ASTMX12735
OG0000073	HUMAN06831, HUMAN06836	ASTMX19270, ASTMX02619
OG0000074	HUMAN07045, HUMAN07044	ASTMX16165
OG0000074	HUMAN09283	ASTMX12476
OG0000074	HUMAN15238	ASTMX07079, ASTMX08304
OG0000075	HUMAN12839	ASTMX13833
OG0000075	HUMAN02593	ASTMX15058
OG0000075	HUMAN18233	ASTMX17154
OG0000075	HUMAN06329	ASTMX04760
OG0000075	HUMAN00444	ASTMX10641, ASTMX00718
OG0000075	HUMAN05218	ASTMX12169
OG0000075	HUMAN18234	ASTMX16716
OG0000075	HUMAN06328	ASTMX04759
OG0000075	HUMAN01424, HUMAN01425	ASTMX01001, ASTMX08839
OG0000075	HUMAN26867	ASTMX10263
OG0000075	HUMAN05783	ASTMX12953
OG0000075	HUMAN21047	ASTMX02098
OG0000075	HUMAN20335	ASTMX15785, ASTMX16080
OG0000075	HUMAN20336	ASTMX14559, ASTMX03441
OG0000075	HUMAN26884	ASTMX07134
OG0000077	HUMAN18656	ASTMX17041
OG0000077	HUMAN24161	ASTMX09313
OG0000077	HUMAN27605, HUMAN27606	ASTMX18035, ASTMX05112
OG0000077	HUMAN21328	ASTMX06199
OG0000077	HUMAN05501	ASTMX03488, ASTMX12363
OG0000077	HUMAN17351	ASTMX15936
OG0000077	HUMAN03646	ASTMX10508
OG0000077	HUMAN22147, HUMAN22146	ASTMX18081, ASTMX01594
OG0000077	HUMAN25299	ASTMX07586, ASTMX09935
OG0000077	HUMAN00457	ASTMX03249
OG0000077	HUMAN21175	ASTMX04186, ASTMX07562
OG0000077	HUMAN23402	ASTMX09286
OG0000077	HUMAN03419	ASTMX16324, ASTMX07654, ASTMX03210
OG0000078	HUMAN16744	ASTMX08154, ASTMX03860
OG0000078	HUMAN15000	ASTMX02053
OG0000078	HUMAN04284	ASTMX00440
OG0000078	HUMAN06996	ASTMX00992, ASTMX08539
OG0000079	HUMAN06525, HUMAN07699, HUMAN06526, HUMAN17910	ASTMX12040
OG0000079	HUMAN26091	ASTMX21792, ASTMX05319
OG0000079	HUMAN23848	ASTMX17878, ASTMX04709
OG0000079	HUMAN22600	ASTMX21145
OG0000079	HUMAN22601	ASTMX21146
OG0000079	HUMAN24340	ASTMX03966, ASTMX14883
OG0000079	HUMAN07260	ASTMX05046
OG0000079	HUMAN14208	ASTMX02943
OG0000081	HUMAN03680, HUMAN03679, HUMAN03681	ASTMX02774
OG0000081	HUMAN13949, HUMAN13947, HUMAN13948	ASTMX05086
OG0000081	HUMAN27508	ASTMX02861, ASTMX19704
OG0000081	HUMAN09549	ASTMX14294
OG0000081	HUMAN21908	ASTMX06157, ASTMX15416
OG0000081	HUMAN21352	ASTMX09818
OG0000082	HUMAN29167	ASTMX06917
OG0000082	HUMAN23869	ASTMX17888
OG0000082	HUMAN24823, HUMAN24822, HUMAN24821, HUMAN02032	ASTMX15920
OG0000082	HUMAN05645	ASTMX10849, ASTMX11876
OG0000083	HUMAN07535	ASTMX03686, ASTMX11244
OG0000083	HUMAN22993	ASTMX14864
OG0000084	HUMAN03696	ASTMX18467, ASTMX12487, ASTMX09980
OG0000084	HUMAN22975	ASTMX22125, ASTMX15418
OG0000084	HUMAN05352	ASTMX08038
OG0000084	HUMAN22750	ASTMX17409, ASTMX15441, ASTMX19583
OG0000084	HUMAN17196	ASTMX06002
OG0000084	HUMAN03227	ASTMX20667
OG0000085	HUMAN20608	ASTMX20784
OG0000085	HUMAN17788	ASTMX14674
OG0000085	HUMAN13119	ASTMX03461, ASTMX09889
OG0000085	HUMAN07215	ASTMX09760
OG0000085	HUMAN10861	ASTMX22578
OG0000085	HUMAN26172	ASTMX19538
OG0000085	HUMAN30084	ASTMX01137
OG0000085	HUMAN01484	ASTMX09823
OG0000085	HUMAN25335	ASTMX11049
OG0000085	HUMAN19734, HUMAN19733	ASTMX21189
OG0000085	HUMAN05027	ASTMX20129
OG0000085	HUMAN07214	ASTMX09759
OG0000085	HUMAN13120	ASTMX09890
OG0000085	HUMAN25832	ASTMX08704, ASTMX02521
OG0000085	HUMAN02095, HUMAN02096	ASTMX05460
OG0000087	HUMAN11956	ASTMX06968
OG0000087	HUMAN18010	ASTMX17718, ASTMX17717
OG0000087	HUMAN21063	ASTMX06381
OG0000087	HUMAN10659	ASTMX19474
OG0000088	HUMAN03260	ASTMX06621, ASTMX21370
OG0000088	HUMAN04395	ASTMX21470, ASTMX22555
OG0000088	HUMAN21618	ASTMX06506, ASTMX20919
OG0000088	HUMAN29776	ASTMX06028
OG0000088	HUMAN11422, HUMAN11423	ASTMX21971
OG0000089	HUMAN21235	ASTMX10521
OG0000089	HUMAN29653	ASTMX07948
OG0000089	HUMAN25674	ASTMX03871
OG0000090	HUMAN24709	ASTMX15822, ASTMX13800, ASTMX19765
OG0000090	HUMAN28948	ASTMX12258
OG0000093	HUMAN25814, HUMAN25815	ASTMX01191
OG0000093	HUMAN26490, HUMAN26491	ASTMX07190, ASTMX03079
OG0000093	HUMAN20914	ASTMX18769
OG0000094	HUMAN02308	ASTMX09275, ASTMX08870
OG0000094	HUMAN05793, HUMAN05794	ASTMX14395
OG0000094	HUMAN21039	ASTMX02106, ASTMX08390
OG0000094	HUMAN14813	ASTMX03425
OG0000094	HUMAN21040	ASTMX08393
OG0000094	HUMAN29866	ASTMX01747
OG0000094	HUMAN02204	ASTMX08913, ASTMX02078
OG0000094	HUMAN29518	ASTMX14341, ASTMX03427
OG0000094	HUMAN14811	ASTMX19974, ASTMX14525
OG0000095	HUMAN26970, HUMAN26969, HUMAN26968	ASTMX01092
OG0000095	HUMAN26971, HUMAN26972	ASTMX16621, ASTMX16620, ASTMX16622, ASTMX16619
OG0000095	HUMAN27896, HUMAN27895	ASTMX08683
OG0000095	HUMAN07634	ASTMX04161
OG0000095	HUMAN21634, HUMAN21633	ASTMX08415
OG0000095	HUMAN18120	ASTMX12681, ASTMX17008
OG0000096	HUMAN30343	ASTMX11824
OG0000096	HUMAN07778	ASTMX12057
OG0000096	HUMAN21683	ASTMX18217
OG0000096	HUMAN01418	ASTMX13693
OG0000096	HUMAN23507, HUMAN06774	ASTMX16093
OG0000096	HUMAN27289	ASTMX15892
OG0000096	HUMAN13889, HUMAN01832	ASTMX09859
OG0000096	HUMAN06142	ASTMX00377
OG0000096	HUMAN01455	ASTMX13339
OG0000096	HUMAN03867	ASTMX00337
OG0000096	HUMAN06143	ASTMX00376
OG0000096	HUMAN04200	ASTMX19590
OG0000096	HUMAN16028	ASTMX07352
OG0000096	HUMAN21561	ASTMX10423
OG0000097	HUMAN01224, HUMAN01225, HUMAN01226	ASTMX17212, ASTMX17215, ASTMX17211
OG0000098	HUMAN15990	ASTMX07347, ASTMX04481
OG0000098	HUMAN03957	ASTMX14487
OG0000098	HUMAN18424	ASTMX14764
OG0000098	HUMAN28791	ASTMX18980
OG0000098	HUMAN09489	ASTMX20779, ASTMX21996
OG0000098	HUMAN09201	ASTMX05127, ASTMX21313
OG0000098	HUMAN28771	ASTMX18164
OG0000099	HUMAN22987	ASTMX03763
OG0000099	HUMAN30307	ASTMX18144, ASTMX01173
OG0000099	HUMAN05422	ASTMX06084, ASTMX05845
OG0000099	HUMAN24115	ASTMX03961, ASTMX16578
OG0000099	HUMAN05424	ASTMX21430
OG0000099	HUMAN15639, HUMAN15638	ASTMX08745, ASTMX06768
OG0000099	HUMAN05635	ASTMX09878
OG0000099	HUMAN25408	ASTMX19321, ASTMX05749
OG0000099	HUMAN00740	ASTMX05771
OG0000099	HUMAN19390	ASTMX19085, ASTMX03707
OG0000101	HUMAN11236	ASTMX00206
OG0000101	HUMAN11477, HUMAN11479, HUMAN11478	ASTMX00424
OG0000101	HUMAN22037	ASTMX08413
OG0000101	HUMAN06575	ASTMX14248
OG0000101	HUMAN06643, HUMAN06644, HUMAN06642	ASTMX12706, ASTMX02894
OG0000102	HUMAN08946	ASTMX10991
OG0000102	HUMAN02473	ASTMX16111
OG0000102	HUMAN29446	ASTMX13696, ASTMX09775
OG0000102	HUMAN29103	ASTMX13346
OG0000103	HUMAN12031	ASTMX21446, ASTMX16835, ASTMX09444, ASTMX11660
OG0000103	HUMAN08164, HUMAN08165	ASTMX22226, ASTMX10672, ASTMX15124
OG0000103	HUMAN21265, HUMAN18888	ASTMX06401
OG0000103	HUMAN12012	ASTMX11394
OG0000103	HUMAN10579	ASTMX17816, ASTMX11412
OG0000103	HUMAN20080	ASTMX14316
OG0000104	HUMAN19523	ASTMX03729
OG0000104	HUMAN26011, HUMAN26009, HUMAN26010	ASTMX16255
OG0000104	HUMAN21916	ASTMX08642
OG0000104	HUMAN12742	ASTMX01448
OG0000104	HUMAN19524	ASTMX03728
OG0000104	HUMAN05723	ASTMX07045
OG0000104	HUMAN19373	ASTMX00149
OG0000104	HUMAN02405, HUMAN02404	ASTMX00709
OG0000104	HUMAN06960	ASTMX16073
OG0000104	HUMAN18236	ASTMX16718
OG0000106	HUMAN11182	ASTMX14703
OG0000106	HUMAN29629, HUMAN29628	ASTMX18591
OG0000106	HUMAN27979	ASTMX08015
OG0000106	HUMAN27844	ASTMX03154
OG0000106	HUMAN13103, HUMAN13104, HUMAN13105	ASTMX09347, ASTMX05865, ASTMX09621, ASTMX04479
OG0000106	HUMAN09602	ASTMX00462
OG0000107	HUMAN24662	ASTMX08032
OG0000107	HUMAN01570, HUMAN24648, HUMAN01575, HUMAN24611, HUMAN24604, HUMAN06065, HUMAN24618, HUMAN24633	ASTMX19414
OG0000108	HUMAN07479, HUMAN07482	ASTMX06170
OG0000108	HUMAN05619	ASTMX09882
OG0000108	HUMAN12801	ASTMX15990
OG0000108	HUMAN02912	ASTMX22414, ASTMX14128
OG0000108	HUMAN06356	ASTMX04779
OG0000108	HUMAN17551	ASTMX13605
OG0000110	HUMAN07521	ASTMX08227, ASTMX03691
OG0000110	HUMAN12253, HUMAN12252	ASTMX16247
OG0000111	HUMAN10226	ASTMX13149
OG0000111	HUMAN20105	ASTMX20227, ASTMX15405
OG0000111	HUMAN13252	ASTMX16130, ASTMX21238
OG0000111	HUMAN08327	ASTMX08100
OG0000111	HUMAN18760	ASTMX17987
OG0000111	HUMAN30250	ASTMX03191, ASTMX01125
OG0000111	HUMAN19322	ASTMX06690
OG0000111	HUMAN27802, HUMAN27801	ASTMX11733, ASTMX20650
OG0000111	HUMAN00609	ASTMX07484, ASTMX16738
OG0000111	HUMAN25761, HUMAN25760	ASTMX10939
OG0000111	HUMAN27800, HUMAN19324	ASTMX06691
OG0000113	HUMAN00919	ASTMX19383, ASTMX05472
OG0000113	HUMAN02822, HUMAN02821, HUMAN02823, HUMAN02825, HUMAN02826, HUMAN27021	ASTMX18644, ASTMX15787
OG0000113	HUMAN02820, HUMAN26992, HUMAN26993, HUMAN26990	ASTMX14388, ASTMX14387, ASTMX14389, ASTMX14390
OG0000113	HUMAN26991	ASTMX07206
OG0000114	HUMAN05933, HUMAN05928	ASTMX11493, ASTMX06799
OG0000114	HUMAN00841	ASTMX01004, ASTMX05253
OG0000114	HUMAN11898	ASTMX10478
OG0000114	HUMAN21798	ASTMX03182
OG0000114	HUMAN00197, HUMAN00198, HUMAN00199	ASTMX05249
OG0000115	HUMAN11469, HUMAN11468	ASTMX08993, ASTMX16595
OG0000116	HUMAN01486	ASTMX09821
OG0000116	HUMAN18678	ASTMX01410
OG0000117	HUMAN04356, HUMAN04357	ASTMX00401
OG0000117	HUMAN14532	ASTMX21002, ASTMX14024
OG0000119	HUMAN17875	ASTMX04143, ASTMX08665
OG0000119	HUMAN06568	ASTMX05337
OG0000119	HUMAN12949	ASTMX21636
OG0000119	HUMAN17960	ASTMX16721
OG0000119	HUMAN06534	ASTMX15474
OG0000119	HUMAN02909	ASTMX01803
OG0000119	HUMAN12779	ASTMX19905
OG0000119	HUMAN17940	ASTMX00656
OG0000119	HUMAN20669	ASTMX18233
OG0000120	HUMAN29071, HUMAN29070	ASTMX22567
OG0000120	HUMAN15435, HUMAN15439, HUMAN15434	ASTMX04437
OG0000120	HUMAN26557	ASTMX12007
OG0000120	HUMAN17966, HUMAN17965	ASTMX00681
OG0000120	HUMAN19076, HUMAN19075	ASTMX22429
OG0000120	HUMAN19072	ASTMX22743
OG0000121	HUMAN23092	ASTMX16272, ASTMX04663
OG0000121	HUMAN03659	ASTMX01517
OG0000121	HUMAN22782	ASTMX13884, ASTMX13883, ASTMX13882, ASTMX20607
OG0000122	HUMAN12772	ASTMX10444, ASTMX20272
OG0000122	HUMAN18288	ASTMX10832
OG0000122	HUMAN17166	ASTMX22053, ASTMX06000, ASTMX18931, ASTMX06001
OG0000122	HUMAN22503, HUMAN22502	ASTMX16780, ASTMX11273
OG0000122	HUMAN17167	ASTMX05998, ASTMX22052
OG0000122	HUMAN20607	ASTMX17092
OG0000122	HUMAN17789	ASTMX18973, ASTMX14675
OG0000122	HUMAN06426, HUMAN06427	ASTMX09421
OG0000123	HUMAN22221	ASTMX20866
OG0000123	HUMAN24254	ASTMX07971, ASTMX04078
OG0000123	HUMAN03664	ASTMX01522
OG0000123	HUMAN27696	ASTMX09979, ASTMX12484
OG0000123	HUMAN24043	ASTMX14953, ASTMX15212
OG0000123	HUMAN24040, HUMAN24041	ASTMX19775, ASTMX04718
OG0000123	HUMAN24256	ASTMX14814, ASTMX00304
OG0000124	HUMAN03991	ASTMX09338, ASTMX18149, ASTMX01149
OG0000124	HUMAN13586	ASTMX16401
OG0000124	HUMAN25969	ASTMX07748
OG0000124	HUMAN00442	ASTMX06441
OG0000124	HUMAN08498	ASTMX10817
OG0000124	HUMAN16926	ASTMX14412
OG0000124	HUMAN09305	ASTMX15641
OG0000124	HUMAN02618	ASTMX13821, ASTMX22615, ASTMX05824
OG0000125	HUMAN12557	ASTMX16041
OG0000125	HUMAN20597	ASTMX19461
OG0000125	HUMAN20601	ASTMX13565
OG0000125	HUMAN12568, HUMAN12567, HUMAN12566	ASTMX10452, ASTMX15866
OG0000125	HUMAN06479, HUMAN06480	ASTMX05329
OG0000125	HUMAN20599	ASTMX19681
OG0000125	HUMAN12556	ASTMX13832
OG0000125	HUMAN04438, HUMAN04439, HUMAN16073	ASTMX00267
OG0000125	HUMAN06989, HUMAN06992	ASTMX07265
OG0000126	HUMAN22375	ASTMX18095
OG0000126	HUMAN24176	ASTMX08006
OG0000126	HUMAN09168	ASTMX06040
OG0000126	HUMAN30407	ASTMX08784
OG0000126	HUMAN21845	ASTMX11157
OG0000126	HUMAN07493	ASTMX06187
OG0000126	HUMAN22359	ASTMX17244
OG0000126	HUMAN14005	ASTMX07769
OG0000126	HUMAN14232, HUMAN14231	ASTMX02408
OG0000126	HUMAN01769, HUMAN01768	ASTMX09155
OG0000126	HUMAN09480	ASTMX05148
OG0000127	HUMAN07859	ASTMX09798
OG0000127	HUMAN30409	ASTMX08785
OG0000127	HUMAN21844	ASTMX11156
OG0000127	HUMAN21549	ASTMX08750
OG0000127	HUMAN07766	ASTMX00541, ASTMX00032
OG0000127	HUMAN24572	ASTMX11418, ASTMX00918
OG0000127	HUMAN16589	ASTMX13409, ASTMX07588
OG0000127	HUMAN18562	ASTMX13478
OG0000127	HUMAN27422	ASTMX10799
OG0000127	HUMAN19318	ASTMX06687
OG0000127	HUMAN10225	ASTMX14863
OG0000127	HUMAN20144, HUMAN20145	ASTMX19609
OG0000127	HUMAN13245	ASTMX20319, ASTMX20860
OG0000128	HUMAN04482, HUMAN05330, HUMAN05329	ASTMX05854
OG0000128	HUMAN21997	ASTMX15563, ASTMX07961
OG0000129	HUMAN02545	ASTMX02483, ASTMX17929
OG0000129	HUMAN04877	ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866
OG0000129	HUMAN02543	ASTMX17928, ASTMX17927
OG0000129	HUMAN02634	ASTMX11589
OG0000129	HUMAN09344	ASTMX08939, ASTMX16539
OG0000129	HUMAN16815, HUMAN16811	ASTMX16528
OG0000129	HUMAN05233	ASTMX06087, ASTMX09196
OG0000129	HUMAN30228	ASTMX23025
OG0000129	HUMAN18494, HUMAN18495	ASTMX21316, ASTMX21317
OG0000130	HUMAN22786	ASTMX19336
OG0000130	HUMAN25167	ASTMX06877, ASTMX03834
OG0000130	HUMAN21484	ASTMX21728, ASTMX10754, ASTMX19065, ASTMX02114
OG0000130	HUMAN03377	ASTMX03032, ASTMX13868, ASTMX11078, ASTMX12125
OG0000131	HUMAN19899	ASTMX16327
OG0000131	HUMAN18503, HUMAN18504	ASTMX08766
OG0000132	HUMAN24615, HUMAN24626, HUMAN24666, HUMAN24609, HUMAN24612, HUMAN24601	ASTMX15628
OG0000132	HUMAN20126	ASTMX09702
OG0000133	HUMAN27246, HUMAN27250, HUMAN27247, HUMAN27249, HUMAN27245, HUMAN27244	ASTMX21064, ASTMX18077
OG0000133	HUMAN27243	ASTMX15967, ASTMX20736
OG0000136	HUMAN24844	ASTMX10131
OG0000136	HUMAN03600	ASTMX06597
OG0000137	HUMAN28180	ASTMX17487, ASTMX09719
OG0000137	HUMAN25590, HUMAN25594	ASTMX10412
OG0000137	HUMAN23088	ASTMX04665
OG0000137	HUMAN13481	ASTMX08942, ASTMX01570, ASTMX22671
OG0000137	HUMAN25150	ASTMX10792
OG0000137	HUMAN25149	ASTMX08181
OG0000139	HUMAN26414	ASTMX09356
OG0000140	HUMAN27223	ASTMX10669
OG0000140	HUMAN05841	ASTMX02615
OG0000140	HUMAN03912	ASTMX02225
OG0000140	HUMAN03907	ASTMX01988
OG0000140	HUMAN06859	ASTMX02591
OG0000140	HUMAN04225	ASTMX03606
OG0000141	HUMAN22385	ASTMX11092
OG0000141	HUMAN08585	ASTMX15968, ASTMX13678
OG0000141	HUMAN22634, HUMAN07824	ASTMX12982
OG0000142	HUMAN11653	ASTMX02569
OG0000142	HUMAN13737	ASTMX02645
OG0000142	HUMAN14465	ASTMX18481
OG0000142	HUMAN24745	ASTMX09137
OG0000142	HUMAN19224	ASTMX21325
OG0000145	HUMAN16196, HUMAN15122	ASTMX19967, ASTMX20997, ASTMX14486, ASTMX19963, ASTMX21280, ASTMX21012
OG0000147	HUMAN11823	ASTMX21303, ASTMX20789
OG0000147	HUMAN18499	ASTMX03135, ASTMX08761
OG0000147	HUMAN00218	ASTMX04795
OG0000147	HUMAN27635	ASTMX01265, ASTMX04843
OG0000147	HUMAN02299	ASTMX02385
OG0000147	HUMAN18714, HUMAN18712	ASTMX18633
OG0000148	HUMAN30520	ASTMX04782, ASTMX22552, ASTMX21928
OG0000148	HUMAN20407	ASTMX17019, ASTMX17018, ASTMX10784
OG0000148	HUMAN26826	ASTMX03086, ASTMX00635
OG0000148	HUMAN02390, HUMAN02389	ASTMX13486
OG0000148	HUMAN20413	ASTMX14989, ASTMX17279, ASTMX19925
OG0000148	HUMAN05377	ASTMX14926
OG0000148	HUMAN02391	ASTMX13485
OG0000148	HUMAN06229	ASTMX03088, ASTMX00634
OG0000149	HUMAN23614	ASTMX05992, ASTMX18326
OG0000149	HUMAN23616	ASTMX03365
OG0000149	HUMAN23619	ASTMX03364
OG0000149	HUMAN10034	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899
OG0000149	HUMAN23690	ASTMX10915
OG0000149	HUMAN22790	ASTMX19335
OG0000151	HUMAN29381, HUMAN29382	ASTMX15314
OG0000151	HUMAN24889	ASTMX08723
OG0000151	HUMAN01320	ASTMX18063
OG0000151	HUMAN26562	ASTMX22005
OG0000151	HUMAN12958	ASTMX16447, ASTMX16036
OG0000151	HUMAN06281	ASTMX08859
OG0000151	HUMAN17972, HUMAN17973	ASTMX05398, ASTMX21907
OG0000151	HUMAN29073	ASTMX21939, ASTMX10392
OG0000153	HUMAN26709	ASTMX05657
OG0000153	HUMAN15537	ASTMX15860
OG0000155	HUMAN28367	ASTMX13583
OG0000155	HUMAN28368	ASTMX11431
OG0000155	HUMAN25231, HUMAN00772, HUMAN25229	ASTMX04196
OG0000155	HUMAN25228	ASTMX04195
OG0000157	HUMAN28808	ASTMX15736
OG0000157	HUMAN14307	ASTMX02435, ASTMX11937
OG0000157	HUMAN28807	ASTMX12482
OG0000157	HUMAN14310	ASTMX02436
OG0000157	HUMAN01369	ASTMX15837, ASTMX21399
OG0000157	HUMAN19863	ASTMX15330
OG0000157	HUMAN20935	ASTMX08384
OG0000157	HUMAN26485	ASTMX17465
OG0000157	HUMAN01368	ASTMX21400
OG0000157	HUMAN11059	ASTMX10886
OG0000158	HUMAN02259, HUMAN02258	ASTMX02401, ASTMX13165
OG0000158	HUMAN02257	ASTMX06541
OG0000158	HUMAN02214	ASTMX11567
OG0000158	HUMAN02213	ASTMX11566, ASTMX06538
OG0000158	HUMAN02058	ASTMX11564
OG0000158	HUMAN02060, HUMAN02059	ASTMX11565
OG0000158	HUMAN29068	ASTMX06921
OG0000158	HUMAN02261	ASTMX06542, ASTMX02399
OG0000158	HUMAN02256	ASTMX06540
OG0000158	HUMAN02260	ASTMX15812, ASTMX02400, ASTMX22944
OG0000158	HUMAN19321	ASTMX06689
OG0000158	HUMAN25759	ASTMX10940
OG0000158	HUMAN27804	ASTMX15263, ASTMX11735
OG0000158	HUMAN03704	ASTMX12179
OG0000159	HUMAN27903	ASTMX12753
OG0000159	HUMAN25418	ASTMX03645, ASTMX21390
OG0000159	HUMAN29307	ASTMX06913, ASTMX03301
OG0000159	HUMAN04389	ASTMX16138
OG0000159	HUMAN23217, HUMAN11668	ASTMX16710
OG0000160	HUMAN18884, HUMAN18883	ASTMX15798
OG0000160	HUMAN19901, HUMAN19900	ASTMX09985, ASTMX05059
OG0000160	HUMAN19910, HUMAN19911, HUMAN18777, HUMAN19703, HUMAN19833, HUMAN19781	ASTMX09986, ASTMX05060
OG0000162	HUMAN17816	ASTMX05428
OG0000162	HUMAN06428	ASTMX11059, ASTMX09399
OG0000162	HUMAN20692, HUMAN20691	ASTMX11944, ASTMX16754
OG0000162	HUMAN13173	ASTMX21340, ASTMX04491
OG0000163	HUMAN20181	ASTMX10516, ASTMX20542
OG0000163	HUMAN13484	ASTMX20448, ASTMX17429
OG0000163	HUMAN13482	ASTMX22159
OG0000163	HUMAN13485	ASTMX20447, ASTMX17430
OG0000163	HUMAN20190	ASTMX19882, ASTMX01414
OG0000163	HUMAN12888	ASTMX01467
OG0000163	HUMAN06524	ASTMX20434
OG0000163	HUMAN26092	ASTMX01900, ASTMX20308
OG0000164	HUMAN29509	ASTMX14344, ASTMX03421
OG0000164	HUMAN10088	ASTMX09012
OG0000164	HUMAN01535	ASTMX09848, ASTMX19193
OG0000164	HUMAN23587	ASTMX08617
OG0000164	HUMAN15005, HUMAN15004, HUMAN15006	ASTMX02898
OG0000165	HUMAN23999	ASTMX11488, ASTMX04091
OG0000165	HUMAN27465, HUMAN07472	ASTMX11803, ASTMX15906
OG0000165	HUMAN30066	ASTMX01165
OG0000165	HUMAN05822	ASTMX01103
OG0000165	HUMAN22589	ASTMX06958
OG0000165	HUMAN05074	ASTMX01736
OG0000165	HUMAN09475	ASTMX21744
OG0000165	HUMAN23325	ASTMX19262
OG0000165	HUMAN14142	ASTMX02865
OG0000165	HUMAN30404, HUMAN30403	ASTMX12138
OG0000165	HUMAN30402	ASTMX08781
OG0000165	HUMAN11922	ASTMX06983, ASTMX14824
OG0000165	HUMAN21957	ASTMX21351, ASTMX04334
OG0000165	HUMAN07815	ASTMX09529
OG0000166	HUMAN19484	ASTMX00063
OG0000166	HUMAN10959	ASTMX17222
OG0000166	HUMAN20038, HUMAN20042	ASTMX15335, ASTMX15334
OG0000166	HUMAN00974	ASTMX17064
OG0000166	HUMAN12174	ASTMX12331
OG0000167	HUMAN19292	ASTMX06436
OG0000167	HUMAN19291	ASTMX06435, ASTMX01762
OG0000167	HUMAN18828	ASTMX06698
OG0000167	HUMAN27819	ASTMX15256, ASTMX16065
OG0000167	HUMAN27432	ASTMX10803
OG0000167	HUMAN00659, HUMAN00656	ASTMX11328
OG0000167	HUMAN25481	ASTMX15230, ASTMX12913
OG0000167	HUMAN00574	ASTMX04282
OG0000167	HUMAN18970	ASTMX11778, ASTMX05313
OG0000167	HUMAN13661	ASTMX17463
OG0000167	HUMAN25492	ASTMX20835, ASTMX12921
OG0000168	HUMAN04351	ASTMX00397
OG0000168	HUMAN14875	ASTMX02932
OG0000168	HUMAN23273	ASTMX22163
OG0000168	HUMAN01023	ASTMX15962, ASTMX06474
OG0000168	HUMAN28467	ASTMX20444
OG0000168	HUMAN17049	ASTMX05829
OG0000168	HUMAN15865, HUMAN15864	ASTMX20795
OG0000169	HUMAN03065	ASTMX02738
OG0000169	HUMAN11869, HUMAN11789	ASTMX05645
OG0000171	HUMAN03748	ASTMX13384
OG0000171	HUMAN18622	ASTMX18495
OG0000171	HUMAN12335	ASTMX13035, ASTMX04406
OG0000171	HUMAN06783, HUMAN06782	ASTMX02030
OG0000171	HUMAN03531	ASTMX01513
OG0000171	HUMAN22193	ASTMX18079, ASTMX09651
OG0000172	HUMAN09786	ASTMX00454
OG0000172	HUMAN06695, HUMAN06696	ASTMX05345
OG0000172	HUMAN18231	ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722
OG0000172	HUMAN17598	ASTMX05451
OG0000172	HUMAN19177	ASTMX07460
OG0000173	HUMAN27146	ASTMX06798
OG0000173	HUMAN26710	ASTMX16925, ASTMX20806
OG0000173	HUMAN21895	ASTMX11171, ASTMX06509
OG0000173	HUMAN21533	ASTMX18128
OG0000173	HUMAN00452	ASTMX05261, ASTMX05260, ASTMX18597
OG0000173	HUMAN18290	ASTMX12773
OG0000173	HUMAN22447	ASTMX09049
OG0000173	HUMAN21180	ASTMX07537
OG0000173	HUMAN21189	ASTMX04181
OG0000173	HUMAN00447	ASTMX05259
OG0000173	HUMAN00448	ASTMX00713
OG0000173	HUMAN00343	ASTMX01037, ASTMX05223
OG0000173	HUMAN27169	ASTMX10462
OG0000173	HUMAN00752, HUMAN00751	ASTMX03643
OG0000173	HUMAN25381	ASTMX09920
OG0000174	HUMAN28400, HUMAN02927	ASTMX14035
OG0000174	HUMAN27541, HUMAN27540	ASTMX16326
OG0000174	HUMAN22731	ASTMX03672, ASTMX18111
OG0000174	HUMAN13871	ASTMX18749
OG0000174	HUMAN18009	ASTMX17715
OG0000175	HUMAN27918	ASTMX12743, ASTMX08029
OG0000175	HUMAN27828, HUMAN27827	ASTMX21016, ASTMX15252
OG0000175	HUMAN00274	ASTMX05265, ASTMX22048
OG0000179	HUMAN01511, HUMAN01513, HUMAN01517, HUMAN01565, HUMAN01540, HUMAN01553, HUMAN01502, HUMAN26276, HUMAN03337	ASTMX13407, ASTMX06638
OG0000179	HUMAN03338	ASTMX05937, ASTMX14451
OG0000179	HUMAN23712	ASTMX13630
OG0000179	HUMAN09621	ASTMX02170
OG0000179	HUMAN22996	ASTMX14866
OG0000179	HUMAN17836	ASTMX00492
OG0000180	HUMAN19779	ASTMX05023
OG0000180	HUMAN21794	ASTMX03181
OG0000180	HUMAN27480	ASTMX11798
OG0000180	HUMAN07523	ASTMX17206
