Orthogroup	HUMAN	SCHMD
OG0001620	HUMAN24750, HUMAN24751, HUMAN02052	SCHMD22740, SCHMD18214
OG0001621	HUMAN10405, HUMAN20233	SCHMD01143, SCHMD22227, SCHMD15718, SCHMD23766, SCHMD07369, SCHMD17584, SCHMD26761, SCHMD18496
OG0001625	HUMAN01087, HUMAN01088, HUMAN28505	SCHMD28211, SCHMD26150
OG0001627	HUMAN28211, HUMAN24158	SCHMD06117
OG0001630	HUMAN26733, HUMAN00265, HUMAN00266	SCHMD26993
OG0001632	HUMAN20860, HUMAN20348, HUMAN01354	SCHMD12105, SCHMD26476
OG0001634	HUMAN29106	SCHMD24659
OG0001634	HUMAN02620, HUMAN15581	SCHMD04359, SCHMD08780, SCHMD05004
OG0001635	HUMAN29596, HUMAN30204	SCHMD28223, SCHMD16378, SCHMD06734, SCHMD07919
OG0001635	HUMAN30203, HUMAN26031	SCHMD28110
OG0001638	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784	SCHMD00159, SCHMD00160
OG0001639	HUMAN09764, HUMAN14138	SCHMD07144
OG0001640	HUMAN06231, HUMAN30519, HUMAN30518, HUMAN21156, HUMAN21157	SCHMD02843
OG0001641	HUMAN02994	SCHMD03047
OG0001642	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976	SCHMD20801, SCHMD12647
OG0001644	HUMAN24567, HUMAN16593	SCHMD20924
OG0001646	HUMAN10878, HUMAN26744, HUMAN26256, HUMAN26257, HUMAN26258, HUMAN22061, HUMAN07154, HUMAN22062	SCHMD00577
OG0001651	HUMAN24385, HUMAN03098, HUMAN22631	SCHMD15448
OG0001653	HUMAN23274	SCHMD13946
OG0001655	HUMAN29890, HUMAN23043, HUMAN29586, HUMAN29889	SCHMD06776
OG0001656	HUMAN07544, HUMAN07542, HUMAN07543, HUMAN07548, HUMAN07549, HUMAN07550, HUMAN07547, HUMAN12664	SCHMD22556
OG0001658	HUMAN13850	SCHMD03463, SCHMD13530
OG0001659	HUMAN25774, HUMAN25773, HUMAN25771, HUMAN25770	SCHMD19168
OG0001660	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381	SCHMD01572, SCHMD29332
OG0001662	HUMAN05309	SCHMD19275
OG0001662	HUMAN26391, HUMAN07388	SCHMD25740, SCHMD13136
OG0001664	HUMAN14776, HUMAN14775	SCHMD13680, SCHMD17585
OG0001665	HUMAN13477, HUMAN13476, HUMAN10572	SCHMD19795
OG0001666	HUMAN07809	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331
OG0001667	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278	SCHMD18800, SCHMD13601, SCHMD20100
OG0001668	HUMAN25853	SCHMD04958
OG0001668	HUMAN25854	SCHMD04844, SCHMD21993, SCHMD13934, SCHMD21994, SCHMD04957, SCHMD04845
OG0001670	HUMAN28663, HUMAN00915	SCHMD00224
OG0001671	HUMAN20911	SCHMD21324
OG0001672	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575	SCHMD11260, SCHMD13294, SCHMD11259
OG0001676	HUMAN03206	SCHMD07166, SCHMD13666
OG0001677	HUMAN07349, HUMAN07350	SCHMD13425
OG0001682	HUMAN18147	SCHMD04768
OG0001683	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314	SCHMD09006, SCHMD12944, SCHMD06427
OG0001685	HUMAN22339	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626
OG0001688	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992	SCHMD12122, SCHMD25973, SCHMD11868
OG0001689	HUMAN11738	SCHMD23267, SCHMD11416
OG0001689	HUMAN11739	SCHMD11417
OG0001690	HUMAN01169	SCHMD02946
OG0001691	HUMAN10903	SCHMD00990, SCHMD08142
OG0001692	HUMAN23439	SCHMD05750
OG0001693	HUMAN00705	SCHMD18507, SCHMD16544
OG0001699	HUMAN12717, HUMAN12716, HUMAN27253	SCHMD01981
OG0001707	HUMAN13776, HUMAN13775, HUMAN16739	SCHMD28717, SCHMD29464, SCHMD20857
OG0001708	HUMAN01995, HUMAN01996	SCHMD28849, SCHMD14466, SCHMD06180
OG0001711	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017	SCHMD04571
OG0001713	HUMAN11446, HUMAN11444, HUMAN11445	SCHMD11479
OG0001714	HUMAN20173	SCHMD00942
OG0001716	HUMAN18566, HUMAN18568, HUMAN18567	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528
OG0001718	HUMAN08462, HUMAN25013, HUMAN25014	SCHMD15790
OG0001720	HUMAN12316, HUMAN04993, HUMAN07123	SCHMD15757
OG0001721	HUMAN25291, HUMAN08491	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001723	HUMAN30388	SCHMD01945
OG0001724	HUMAN25295	SCHMD24845, SCHMD14505, SCHMD24846
OG0001726	HUMAN16877, HUMAN08380	SCHMD06142, SCHMD13209
OG0001726	HUMAN22539	SCHMD14995, SCHMD16386
OG0001727	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	HUMAN09496, HUMAN23695	SCHMD17375
OG0001729	HUMAN26808, HUMAN20869, HUMAN20870	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159
OG0001730	HUMAN14924, HUMAN00990, HUMAN14923	SCHMD11237, SCHMD15709
OG0001732	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600	SCHMD09964
OG0001733	HUMAN17168	SCHMD11880
OG0001734	HUMAN04689	SCHMD19353
OG0001734	HUMAN04688	SCHMD27529, SCHMD23016
OG0001735	HUMAN17857, HUMAN13129	SCHMD04334
OG0001736	HUMAN11325, HUMAN14071	SCHMD13051
OG0001737	HUMAN27862, HUMAN19270	SCHMD04897
OG0001737	HUMAN19449, HUMAN25649	SCHMD19940, SCHMD12224
OG0001738	HUMAN07064, HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838	SCHMD28176
OG0001739	HUMAN30049, HUMAN30048	SCHMD14266
OG0001739	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964	SCHMD04721
OG0001743	HUMAN29327	SCHMD11848, SCHMD11849, SCHMD11847
OG0001745	HUMAN00586, HUMAN00585, HUMAN00587, HUMAN00584, HUMAN25534	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088
OG0001752	HUMAN14402, HUMAN14401, HUMAN09557	SCHMD04217
OG0001754	HUMAN25325	SCHMD16498
OG0001755	HUMAN05480	SCHMD00304
OG0001758	HUMAN12281	SCHMD21919
OG0001759	HUMAN03559	SCHMD15866
OG0001769	HUMAN03651	SCHMD03951
OG0001770	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894	SCHMD22893, SCHMD22374
OG0001774	HUMAN18619	SCHMD06607
OG0001776	HUMAN17361	SCHMD01301
OG0001778	HUMAN08145	SCHMD00867
OG0001780	HUMAN19749, HUMAN30120	SCHMD19255, SCHMD20118
OG0001781	HUMAN12741	SCHMD07439
OG0001781	HUMAN12740	SCHMD28287
OG0001781	HUMAN24740	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	HUMAN10327, HUMAN10326	SCHMD15033, SCHMD26133
OG0001785	HUMAN07812	SCHMD16368
OG0001787	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492	SCHMD15982
OG0001788	HUMAN16667	SCHMD08675
OG0001792	HUMAN29333	SCHMD00384
OG0001798	HUMAN14327, HUMAN14328, HUMAN09868	SCHMD06352, SCHMD07989
OG0001799	HUMAN07343	SCHMD24089, SCHMD21456
OG0001805	HUMAN06848	SCHMD01576
OG0001807	HUMAN12665	SCHMD01495
OG0001808	HUMAN22069, HUMAN22068, HUMAN01110	SCHMD04780
OG0001809	HUMAN29140, HUMAN02152, HUMAN02151, HUMAN02153, HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154	SCHMD03279
OG0001810	HUMAN25995, HUMAN25994, HUMAN18086	SCHMD28471, SCHMD25400
OG0001816	HUMAN23426	SCHMD07209
OG0001818	HUMAN08932, HUMAN25133	SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	HUMAN26303, HUMAN26302, HUMAN17758	SCHMD06459
OG0001820	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192	SCHMD14228, SCHMD02398
OG0001821	HUMAN20151	SCHMD26501
OG0001821	HUMAN20150	SCHMD28800, SCHMD18321
OG0001822	HUMAN04122	SCHMD21605
OG0001823	HUMAN28819	SCHMD13338
OG0001824	HUMAN04962, HUMAN04963	SCHMD01899
OG0001825	HUMAN28268, HUMAN25258, HUMAN28269, HUMAN28270	SCHMD06748
OG0001826	HUMAN18296, HUMAN30222	SCHMD25796, SCHMD02997
OG0001827	HUMAN29268	SCHMD17765, SCHMD19189
OG0001829	HUMAN11147, HUMAN11495	SCHMD09587
OG0001829	HUMAN11148	SCHMD23709, SCHMD26086
OG0001832	HUMAN29361, HUMAN10008, HUMAN10007, HUMAN01888, HUMAN10006	SCHMD09061
OG0001834	HUMAN18097, HUMAN02973	SCHMD04020, SCHMD20048
OG0001846	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676	SCHMD09924
OG0001849	HUMAN06578	SCHMD05416
OG0001850	HUMAN27412, HUMAN27410, HUMAN27411	SCHMD14974, SCHMD17053
OG0001852	HUMAN06722	SCHMD15247
OG0001852	HUMAN06720, HUMAN20898	SCHMD01397
OG0001853	HUMAN28392, HUMAN18575	SCHMD00353
OG0001855	HUMAN13026	SCHMD21348, SCHMD27665, SCHMD12287
OG0001857	HUMAN16699, HUMAN28241	SCHMD00486
OG0001858	HUMAN03335	SCHMD04633, SCHMD16003
OG0001860	HUMAN03905, HUMAN03906	SCHMD14532
OG0001861	HUMAN02516	SCHMD02441, SCHMD00846, SCHMD13519
OG0001861	HUMAN02475	SCHMD03031
OG0001862	HUMAN14487, HUMAN01898, HUMAN10090	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785
OG0001863	HUMAN27302	SCHMD26126
OG0001863	HUMAN27303	SCHMD07330
OG0001866	HUMAN25781	SCHMD23003
OG0001866	HUMAN25782, HUMAN25780, HUMAN19444	SCHMD17047
OG0001867	HUMAN13230	SCHMD06149
OG0001869	HUMAN00228, HUMAN00227	SCHMD19852
OG0001870	HUMAN28292, HUMAN00640, HUMAN25247	SCHMD08001, SCHMD03109
OG0001873	HUMAN16807, HUMAN16808, HUMAN16809	SCHMD09003
OG0001874	HUMAN21243	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032
OG0001875	HUMAN17871	SCHMD29147, SCHMD28237
OG0001875	HUMAN22698	SCHMD11568
OG0001877	HUMAN08708, HUMAN25127, HUMAN02567	SCHMD14827
OG0001878	HUMAN07553, HUMAN29985, HUMAN27457	SCHMD18520
OG0001878	HUMAN27458	SCHMD15205
OG0001879	HUMAN07208	SCHMD08156
OG0001881	HUMAN06131, HUMAN04212, HUMAN02372	SCHMD18117
OG0001882	HUMAN12928, HUMAN17839	SCHMD17052, SCHMD22970
OG0001883	HUMAN10705, HUMAN10706, HUMAN10704	SCHMD08058, SCHMD14396, SCHMD14395
OG0001884	HUMAN27931, HUMAN19032, HUMAN19030, HUMAN19029	SCHMD09575
OG0001886	HUMAN29265, HUMAN01236	SCHMD00538
OG0001887	HUMAN24008, HUMAN07736, HUMAN22363, HUMAN22362	SCHMD22103, SCHMD03399, SCHMD24336
OG0001888	HUMAN28455	SCHMD15696, SCHMD08492
OG0001889	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296	SCHMD08218, SCHMD03474
OG0001890	HUMAN27039, HUMAN01447, HUMAN04331	SCHMD07009
OG0001894	HUMAN24228, HUMAN24227, HUMAN24229, HUMAN03619	SCHMD11512
OG0001897	HUMAN01785, HUMAN01784, HUMAN14131, HUMAN28852, HUMAN09463	SCHMD10904
OG0001898	HUMAN15350	SCHMD21587, SCHMD18283, SCHMD21586, SCHMD18284
OG0001900	HUMAN17169	SCHMD12891
OG0001900	HUMAN15353	SCHMD02044
OG0001901	HUMAN22953	SCHMD02622
OG0001903	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188
OG0001906	HUMAN01662, HUMAN09869, HUMAN28584, HUMAN14273	SCHMD06594
OG0001913	HUMAN10068, HUMAN10067, HUMAN10069	SCHMD08198, SCHMD01162
OG0001914	HUMAN25807, HUMAN25808	SCHMD04908
OG0001914	HUMAN10542, HUMAN10543	SCHMD07662
OG0001915	HUMAN30648, HUMAN29662	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004
OG0001916	HUMAN08379, HUMAN08376, HUMAN08378	SCHMD17658
OG0001916	HUMAN15612	SCHMD10605
OG0001917	HUMAN01077, HUMAN14777, HUMAN15018	SCHMD07933
OG0001918	HUMAN18185, HUMAN18184, HUMAN17680	SCHMD11138, SCHMD23731
OG0001919	HUMAN03322	SCHMD23775, SCHMD20085
OG0001920	HUMAN28449, HUMAN14671, HUMAN01090, HUMAN14537, HUMAN14536	SCHMD25326
OG0001923	HUMAN14644, HUMAN14642, HUMAN14921	SCHMD05921
OG0001925	HUMAN17583, HUMAN26221, HUMAN06665	SCHMD03004, SCHMD23545, SCHMD17243
OG0001926	HUMAN01202	SCHMD20309, SCHMD16846
OG0001928	HUMAN25622	SCHMD26836
OG0001929	HUMAN19567	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934
OG0001930	HUMAN10045	SCHMD25138
OG0001932	HUMAN21635, HUMAN29559	SCHMD07454, SCHMD17903
OG0001933	HUMAN07983, HUMAN07982, HUMAN07980, HUMAN11040, HUMAN11041	SCHMD01181
OG0001935	HUMAN02626, HUMAN02627	SCHMD23048
OG0001937	HUMAN21397	SCHMD08104, SCHMD08105
OG0001939	HUMAN18875	SCHMD05179, SCHMD23463, SCHMD03085
OG0001939	HUMAN18876, HUMAN11453	SCHMD10030, SCHMD02230
OG0001941	HUMAN18090, HUMAN20811	SCHMD26622
OG0001942	HUMAN08495, HUMAN02465, HUMAN02464	SCHMD16279, SCHMD09808
OG0001943	HUMAN30102, HUMAN30614, HUMAN13678, HUMAN18947, HUMAN18949, HUMAN18948, HUMAN13677	SCHMD03979
OG0001946	HUMAN24077, HUMAN03301, HUMAN22814, HUMAN22811	SCHMD08506
OG0001947	HUMAN20996, HUMAN06249, HUMAN06248	SCHMD00740
OG0001949	HUMAN12315, HUMAN07122, HUMAN12313, HUMAN12314	SCHMD16576
OG0001950	HUMAN14684, HUMAN14683, HUMAN28967, HUMAN01297	SCHMD07266
OG0001951	HUMAN06387, HUMAN20627, HUMAN06388	SCHMD10937, SCHMD17652, SCHMD16242
OG0001952	HUMAN25420	SCHMD08803, SCHMD19932
OG0001953	HUMAN12007, HUMAN12009, HUMAN10575, HUMAN12011, HUMAN12010, HUMAN12008, HUMAN10577, HUMAN10576, HUMAN10578, HUMAN10574	SCHMD03889
OG0001956	HUMAN13997	SCHMD04865
OG0001956	HUMAN13995, HUMAN09517	SCHMD16218
OG0001957	HUMAN04994, HUMAN12320, HUMAN12321, HUMAN07092, HUMAN07091	SCHMD03964
OG0001958	HUMAN18312, HUMAN07838	SCHMD10594
OG0001960	HUMAN00307	SCHMD05932
OG0001961	HUMAN06222, HUMAN02307	SCHMD03837
OG0001963	HUMAN01746, HUMAN09665, HUMAN28531	SCHMD24660
OG0001964	HUMAN17469	SCHMD09356
OG0001965	HUMAN13579, HUMAN13582, HUMAN13580, HUMAN13581, HUMAN13578, HUMAN13577	SCHMD15198
OG0001966	HUMAN14884, HUMAN01261	SCHMD10097
OG0001968	HUMAN03672, HUMAN29233	SCHMD12918
OG0001969	HUMAN23666, HUMAN23664, HUMAN23665, HUMAN14220, HUMAN14219	SCHMD08414, SCHMD09063
OG0001970	HUMAN08288, HUMAN04910, HUMAN18723	SCHMD03645
OG0001970	HUMAN18724, HUMAN08289, HUMAN08290	SCHMD03647
OG0001972	HUMAN00080, HUMAN00081	SCHMD07972, SCHMD26110
OG0001974	HUMAN13564	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138
OG0001985	HUMAN26445	SCHMD04898
OG0001987	HUMAN19974, HUMAN19975, HUMAN10877, HUMAN05001	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073
OG0001988	HUMAN28137, HUMAN28138, HUMAN28140, HUMAN28139	SCHMD17373
OG0001989	HUMAN06979, HUMAN24933	SCHMD11266
OG0001991	HUMAN18994	SCHMD08363
OG0001992	HUMAN25065, HUMAN25066, HUMAN09362	SCHMD10680
OG0001993	HUMAN03187, HUMAN23874	SCHMD04075
OG0001994	HUMAN07229, HUMAN12231	SCHMD12538
OG0001998	HUMAN28974, HUMAN10909, HUMAN10908	SCHMD19391
OG0001999	HUMAN04679	SCHMD10953
OG0002000	HUMAN23473	SCHMD09206
OG0002001	HUMAN06657, HUMAN12156	SCHMD04245
OG0002003	HUMAN17505, HUMAN09339, HUMAN09338	SCHMD25539
OG0002005	HUMAN22963, HUMAN03512, HUMAN27735, HUMAN27734	SCHMD01316, SCHMD27910, SCHMD18360
OG0002006	HUMAN12661	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801
OG0002008	HUMAN03542, HUMAN22606	SCHMD06021
OG0002011	HUMAN19203, HUMAN08184	SCHMD13609, SCHMD07842
OG0002015	HUMAN10277, HUMAN20192	SCHMD07213, SCHMD12123
OG0002017	HUMAN00207, HUMAN05916, HUMAN21581	SCHMD02967
OG0002018	HUMAN22930, HUMAN07753, HUMAN24015	SCHMD24155, SCHMD22495
OG0002023	HUMAN15593, HUMAN04741, HUMAN02722	SCHMD13758
OG0002024	HUMAN02179, HUMAN02180, HUMAN29178, HUMAN29177, HUMAN29179	SCHMD06250
OG0002026	HUMAN30074, HUMAN07690	SCHMD11077, SCHMD01664
OG0002027	HUMAN07656, HUMAN07655, HUMAN21805	SCHMD07869
OG0002028	HUMAN18734	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215
OG0002029	HUMAN19340, HUMAN19571, HUMAN19572	SCHMD15250
OG0002031	HUMAN12775, HUMAN26512	SCHMD21628, SCHMD14088
OG0002032	HUMAN05596, HUMAN05597	SCHMD15998, SCHMD17430
OG0002034	HUMAN23167	SCHMD23854, SCHMD28527
OG0002036	HUMAN08245, HUMAN08247, HUMAN08246, HUMAN15835	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638
OG0002037	HUMAN03003	SCHMD17138
OG0002042	HUMAN03199, HUMAN03198, HUMAN03197	SCHMD29492
OG0002043	HUMAN00470, HUMAN00469, HUMAN27809	SCHMD03148
OG0002057	HUMAN00904	SCHMD14251, SCHMD14250
OG0002059	HUMAN14516, HUMAN01268, HUMAN01269	SCHMD13857
OG0002060	HUMAN08796	SCHMD13685, SCHMD22795
OG0002062	HUMAN09834, HUMAN14941, HUMAN14940	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072
OG0002063	HUMAN28682	SCHMD21953, SCHMD12086, SCHMD11388
OG0002065	HUMAN11195	SCHMD04658
OG0002068	HUMAN08933, HUMAN15823	SCHMD20105
OG0002073	HUMAN23862, HUMAN23861, HUMAN20828, HUMAN18650	SCHMD20304, SCHMD22775, SCHMD03169
OG0002074	HUMAN29515, HUMAN29516, HUMAN29517	SCHMD07745, SCHMD18280, SCHMD01157
OG0002076	HUMAN06613, HUMAN20823	SCHMD28435, SCHMD28300
OG0002077	HUMAN12493, HUMAN12495, HUMAN12494, HUMAN02943	SCHMD01377
OG0002078	HUMAN13179	SCHMD24719, SCHMD11692, SCHMD24733, SCHMD25810
OG0002080	HUMAN07100, HUMAN12467	SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760
OG0002081	HUMAN07746	SCHMD20577, SCHMD12884, SCHMD21807
OG0002085	HUMAN08803, HUMAN04915, HUMAN04913, HUMAN04914, HUMAN16999, HUMAN08802	SCHMD24654
OG0002086	HUMAN14543	SCHMD03131
OG0002087	HUMAN29203	SCHMD07766
OG0002088	HUMAN03872, HUMAN06262	SCHMD01447
OG0002089	HUMAN02074	SCHMD26378, SCHMD02939
OG0002091	HUMAN26748, HUMAN10794, HUMAN10793, HUMAN10792, HUMAN07160, HUMAN07159, HUMAN07158	SCHMD18712, SCHMD22802
OG0002093	HUMAN25025	SCHMD12873, SCHMD16751, SCHMD14180
OG0002095	HUMAN24148, HUMAN22379, HUMAN09146	SCHMD10706, SCHMD04399
OG0002096	HUMAN07201, HUMAN07202	SCHMD19108, SCHMD19170
OG0002097	HUMAN22005, HUMAN29689, HUMAN22006, HUMAN22007	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424
OG0002099	HUMAN18988	SCHMD02814
OG0002101	HUMAN28559, HUMAN28561, HUMAN28560, HUMAN28558	SCHMD15902
OG0002103	HUMAN04751, HUMAN30155, HUMAN30139, HUMAN30145, HUMAN30144	SCHMD03652
OG0002104	HUMAN11028	SCHMD13430, SCHMD13219, SCHMD07798
OG0002105	HUMAN03871, HUMAN03870, HUMAN06146	SCHMD04684
OG0002106	HUMAN23038, HUMAN24893	SCHMD29823, SCHMD29437
OG0002107	HUMAN03751	SCHMD17132, SCHMD27313
OG0002108	HUMAN17009, HUMAN25939, HUMAN08879	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153
OG0002122	HUMAN09148	SCHMD07268
OG0002122	HUMAN09151	SCHMD07269, SCHMD02288
OG0002124	HUMAN28973	SCHMD03099
OG0002125	HUMAN20376	SCHMD01906
OG0002127	HUMAN18531	SCHMD08650, SCHMD03483
OG0002129	HUMAN05263, HUMAN19676, HUMAN30581, HUMAN22903, HUMAN22904	SCHMD22869
OG0002131	HUMAN28897, HUMAN28898	SCHMD13328, SCHMD15542
OG0002134	HUMAN11520, HUMAN11519, HUMAN28025, HUMAN28029, HUMAN28027, HUMAN28026, HUMAN28028	SCHMD15178
OG0002138	HUMAN06987, HUMAN06986	SCHMD05605
OG0002139	HUMAN02727, HUMAN08986	SCHMD09027
OG0002141	HUMAN07727, HUMAN22320, HUMAN22319	SCHMD13856
OG0002142	HUMAN14271	SCHMD02227
OG0002144	HUMAN07163, HUMAN10788, HUMAN10789, HUMAN07164, HUMAN07161	SCHMD08032
OG0002145	HUMAN06915, HUMAN06914	SCHMD12978
OG0002147	HUMAN21834, HUMAN21835, HUMAN21833	SCHMD20896, SCHMD24159
OG0002148	HUMAN09309	SCHMD13024, SCHMD06006
OG0002149	HUMAN12807, HUMAN02982	SCHMD00788
OG0002152	HUMAN24926	SCHMD18533, SCHMD18027, SCHMD20477
OG0002155	HUMAN26335, HUMAN26336	SCHMD08600
OG0002156	HUMAN23074	SCHMD11093
OG0002158	HUMAN24486, HUMAN24482, HUMAN24481, HUMAN24484, HUMAN24483	SCHMD07812
OG0002159	HUMAN04258, HUMAN16343	SCHMD10603, SCHMD12359
OG0002160	HUMAN30547, HUMAN30546	SCHMD03531, SCHMD05686
OG0002160	HUMAN30548	SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338
OG0002162	HUMAN02073, HUMAN29318, HUMAN29319	SCHMD03583, SCHMD23655, SCHMD18455, SCHMD26112, SCHMD26238, SCHMD14051, SCHMD04345
OG0002163	HUMAN06865, HUMAN04226, HUMAN06864, HUMAN02356	SCHMD00119
OG0002164	HUMAN18639	SCHMD10444, SCHMD06294, SCHMD20863, SCHMD17369
OG0002166	HUMAN07297, HUMAN26751, HUMAN10918, HUMAN10916	SCHMD22548
OG0002167	HUMAN26280, HUMAN23897, HUMAN27666, HUMAN27667	SCHMD06677
OG0002168	HUMAN28277, HUMAN28276, HUMAN28275, HUMAN17195	SCHMD00757
OG0002169	HUMAN17132, HUMAN03434	SCHMD19182, SCHMD07925
OG0002170	HUMAN16364	SCHMD16963
OG0002171	HUMAN18925, HUMAN08132, HUMAN18929	SCHMD05133, SCHMD13789
OG0002172	HUMAN05082, HUMAN21374, HUMAN21373	SCHMD03160, SCHMD03161
OG0002174	HUMAN20167, HUMAN09473, HUMAN09474	SCHMD24186, SCHMD11866
OG0002175	HUMAN01262, HUMAN29256	SCHMD09343, SCHMD14948
OG0002175	HUMAN28064, HUMAN25497, HUMAN16983, HUMAN25495	SCHMD24043, SCHMD19181
OG0002177	HUMAN15512, HUMAN25741, HUMAN08516	SCHMD05408
OG0002178	HUMAN24840	SCHMD23121
OG0002179	HUMAN25017	SCHMD03681
OG0002179	HUMAN25015, HUMAN25016	SCHMD03680
OG0002182	HUMAN26866, HUMAN01426, HUMAN26865, HUMAN26864	SCHMD00111
OG0002184	HUMAN14768	SCHMD08541
OG0002185	HUMAN11287, HUMAN11285, HUMAN11271	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407
OG0002186	HUMAN18439, HUMAN20709	SCHMD11250
OG0002188	HUMAN18175	SCHMD07090
OG0002189	HUMAN09640	SCHMD03295
OG0002190	HUMAN15760, HUMAN05616, HUMAN21255, HUMAN21256	SCHMD06253, SCHMD20396
OG0002191	HUMAN20700, HUMAN06414, HUMAN17809	SCHMD16045
OG0002192	HUMAN00767	SCHMD09378, SCHMD11311
OG0002196	HUMAN03221, HUMAN03218	SCHMD04892, SCHMD04891
OG0002202	HUMAN08958	SCHMD08383, SCHMD24078, SCHMD00624, SCHMD16947
OG0002203	HUMAN11297, HUMAN11300, HUMAN13823, HUMAN19235	SCHMD20001
OG0002209	HUMAN20365, HUMAN24987	SCHMD05613
OG0002209	HUMAN29844	SCHMD22882, SCHMD13863
OG0002211	HUMAN11726	SCHMD29435
OG0002213	HUMAN02703	SCHMD01017
OG0002216	HUMAN26776	SCHMD20521
OG0002222	HUMAN18518, HUMAN18519	SCHMD17607, SCHMD07921
OG0002223	HUMAN02421, HUMAN02422, HUMAN06736	SCHMD11701
OG0002224	HUMAN03121, HUMAN26274	SCHMD07940, SCHMD07939
OG0002225	HUMAN15442, HUMAN15441, HUMAN04945, HUMAN04946	SCHMD03290
OG0002226	HUMAN14861, HUMAN14859, HUMAN22446	SCHMD00937
OG0002227	HUMAN28363, HUMAN28362, HUMAN28361	SCHMD09350, SCHMD09896
OG0002229	HUMAN19714	SCHMD09620, SCHMD21635
OG0002233	HUMAN29780	SCHMD13734
OG0002235	HUMAN17190, HUMAN24315, HUMAN24316, HUMAN27517	SCHMD15174, SCHMD00911
OG0002239	HUMAN01599	SCHMD29729
OG0002239	HUMAN10125, HUMAN23236	SCHMD00548
OG0002240	HUMAN21963	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639
OG0002241	HUMAN20013, HUMAN24854, HUMAN20014	SCHMD19113
