Orthogroup	HUMAN	SCHMD
OG0006259	HUMAN28344	SCHMD06837
OG0006260	HUMAN20497	SCHMD09985, SCHMD17439
OG0006261	HUMAN26805	SCHMD24384
OG0006263	HUMAN14070, HUMAN14069, HUMAN14068	SCHMD00121
OG0006267	HUMAN22613	SCHMD03685
OG0006268	HUMAN29838	SCHMD06847
OG0006269	HUMAN20430	SCHMD04606
OG0006271	HUMAN17446	SCHMD07857
OG0006275	HUMAN02519	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	HUMAN12336	SCHMD03246
OG0006277	HUMAN12337	SCHMD24774
OG0006279	HUMAN19507	SCHMD04231
OG0006280	HUMAN25747	SCHMD15524, SCHMD19210
OG0006281	HUMAN00064, HUMAN00065	SCHMD02340
OG0006282	HUMAN14206, HUMAN14207	SCHMD08230
OG0006283	HUMAN02975	SCHMD06325
OG0006284	HUMAN14241	SCHMD20607, SCHMD19598
OG0006285	HUMAN18054	SCHMD01607
OG0006286	HUMAN27261	SCHMD01297, SCHMD01298
OG0006289	HUMAN21130	SCHMD08039
OG0006290	HUMAN00026, HUMAN00028, HUMAN00027	SCHMD00955
OG0006291	HUMAN01280	SCHMD09043
OG0006293	HUMAN07177	SCHMD16297
OG0006294	HUMAN08808	SCHMD15450, SCHMD16229
OG0006295	HUMAN26422	SCHMD02966
OG0006297	HUMAN20419	SCHMD09759
OG0006298	HUMAN06371	SCHMD01046, SCHMD24624
OG0006301	HUMAN09238	SCHMD09923
OG0006304	HUMAN08877, HUMAN08878	SCHMD06368
OG0006305	HUMAN03641	SCHMD12627
OG0006306	HUMAN00547	SCHMD12510, SCHMD15396
OG0006310	HUMAN05065	SCHMD12354
OG0006311	HUMAN06167	SCHMD23312
OG0006313	HUMAN00601, HUMAN00602	SCHMD09169
OG0006314	HUMAN01546	SCHMD08096
OG0006315	HUMAN17337	SCHMD05407
OG0006316	HUMAN23371	SCHMD26139, SCHMD20052
OG0006319	HUMAN04099	SCHMD10541, SCHMD13166
OG0006321	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151	SCHMD08365
OG0006322	HUMAN20861	SCHMD10221
OG0006323	HUMAN07594	SCHMD04105
OG0006325	HUMAN29195	SCHMD16004
OG0006327	HUMAN21564, HUMAN21563	SCHMD15773
OG0006329	HUMAN17356	SCHMD08342
OG0006330	HUMAN09633	SCHMD08411
OG0006330	HUMAN09634	SCHMD08412
OG0006331	HUMAN15803, HUMAN15802	SCHMD09182, SCHMD12138
OG0006332	HUMAN04311	SCHMD14581
OG0006334	HUMAN14773	SCHMD05752
OG0006335	HUMAN06483, HUMAN06484	SCHMD11650, SCHMD08469
OG0006337	HUMAN09564, HUMAN09563, HUMAN23595	SCHMD11987, SCHMD11989
OG0006340	HUMAN03191	SCHMD19432
OG0006341	HUMAN14510	SCHMD05125
OG0006344	HUMAN28604	SCHMD21084, SCHMD09358
OG0006347	HUMAN06637	SCHMD07723
OG0006349	HUMAN28443, HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437	SCHMD05182
OG0006350	HUMAN23685	SCHMD09296
OG0006351	HUMAN22851	SCHMD06816
OG0006352	HUMAN28597	SCHMD07373
OG0006353	HUMAN15771	SCHMD10639
OG0006360	HUMAN06791	SCHMD08060
OG0006362	HUMAN00550	SCHMD03337
OG0006363	HUMAN04865	SCHMD19238
OG0006364	HUMAN28809	SCHMD06510, SCHMD06511
OG0006365	HUMAN17577, HUMAN30443	SCHMD14860
OG0006370	HUMAN27328	SCHMD28920
OG0006372	HUMAN05301	SCHMD07447
OG0006375	HUMAN10310, HUMAN10309	SCHMD00652
OG0006377	HUMAN23254	SCHMD10116
OG0006378	HUMAN22618	SCHMD10668, SCHMD11255
OG0006381	HUMAN06920, HUMAN30425, HUMAN06919	SCHMD24227, SCHMD16114
OG0006383	HUMAN19516	SCHMD26033, SCHMD18774
OG0006386	HUMAN03914, HUMAN03913	SCHMD13835, SCHMD19804
OG0006387	HUMAN19461, HUMAN19462, HUMAN00501	SCHMD14692
OG0006392	HUMAN01485	SCHMD15116, SCHMD12579
OG0006395	HUMAN18810, HUMAN18809, HUMAN18808	SCHMD08199
OG0006397	HUMAN11967	SCHMD03254
OG0006401	HUMAN18158, HUMAN26324	SCHMD19581, SCHMD26470
OG0006402	HUMAN22757, HUMAN22756	SCHMD13826, SCHMD09114
OG0006406	HUMAN13007	SCHMD27566
OG0006408	HUMAN09012, HUMAN09011	SCHMD11225
OG0006414	HUMAN03409	SCHMD18742
OG0006416	HUMAN23194	SCHMD03354
OG0006442	HUMAN24428	SCHMD29787, SCHMD29760
OG0006443	HUMAN04869	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	HUMAN23211	SCHMD18654
OG0006449	HUMAN28069	SCHMD06362
OG0006452	HUMAN02398, HUMAN20893	SCHMD23102, SCHMD15046
OG0006454	HUMAN13113, HUMAN13112	SCHMD07698, SCHMD07699
OG0006456	HUMAN14116, HUMAN14117, HUMAN14118	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	HUMAN14767	SCHMD16313
OG0006459	HUMAN09471	SCHMD21368
OG0006460	HUMAN02632	SCHMD24130, SCHMD18002
OG0006461	HUMAN20951	SCHMD19693, SCHMD11861
OG0006462	HUMAN20252	SCHMD07729
OG0006463	HUMAN13879, HUMAN13880	SCHMD07130
OG0006464	HUMAN30209, HUMAN22027	SCHMD12787, SCHMD19777
OG0006465	HUMAN02673	SCHMD28077, SCHMD07507
OG0006469	HUMAN12113	SCHMD02780
OG0006470	HUMAN22261	SCHMD16861
OG0006472	HUMAN26665	SCHMD23852, SCHMD12162
OG0006474	HUMAN19727	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	HUMAN26136	SCHMD12763
OG0006476	HUMAN07555, HUMAN07556	SCHMD29103, SCHMD25388
OG0006478	HUMAN14445	SCHMD01744
OG0006479	HUMAN00009	SCHMD20030
OG0006480	HUMAN03645	SCHMD01088
OG0006481	HUMAN05570, HUMAN20279	SCHMD02855
OG0006482	HUMAN08453	SCHMD06492
OG0006484	HUMAN04595	SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056
OG0006486	HUMAN21434, HUMAN21433, HUMAN06954	SCHMD12934
OG0006488	HUMAN15844	SCHMD29514, SCHMD21588
OG0006490	HUMAN07030	SCHMD00433
OG0006494	HUMAN21838	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	HUMAN15460	SCHMD05406
OG0006503	HUMAN27658	SCHMD07908
OG0006505	HUMAN02985, HUMAN02984	SCHMD08554, SCHMD08796
OG0006507	HUMAN17635, HUMAN17633, HUMAN17634	SCHMD22063
OG0006509	HUMAN22918, HUMAN22917	SCHMD13705
OG0006510	HUMAN19222	SCHMD11921
OG0006511	HUMAN18612, HUMAN18611, HUMAN09163	SCHMD03048
OG0006512	HUMAN20060, HUMAN20059	SCHMD12217, SCHMD11205
OG0006514	HUMAN22995	SCHMD08264
OG0006515	HUMAN08961	SCHMD03249
OG0006517	HUMAN13704	SCHMD00950
OG0006518	HUMAN25430, HUMAN25432, HUMAN25431	SCHMD03959
OG0006519	HUMAN02478, HUMAN02479	SCHMD25528
OG0006520	HUMAN07570	SCHMD00155
OG0006523	HUMAN15810, HUMAN15811	SCHMD12246, SCHMD13301
OG0006525	HUMAN28845	SCHMD21904
OG0006526	HUMAN28412	SCHMD14233
OG0006527	HUMAN13585	SCHMD10447, SCHMD13054
OG0006528	HUMAN18246	SCHMD09670
OG0006531	HUMAN05816, HUMAN05815	SCHMD00423, SCHMD00419
OG0006532	HUMAN14164	SCHMD27245
OG0006536	HUMAN14779	SCHMD28548
OG0006537	HUMAN22896	SCHMD07012
OG0006538	HUMAN17787	SCHMD09434
OG0006540	HUMAN30223	SCHMD24252, SCHMD19265
OG0006542	HUMAN07571	SCHMD07956
OG0006543	HUMAN25209	SCHMD05909
OG0006544	HUMAN18899	SCHMD05488
OG0006545	HUMAN29010, HUMAN29009	SCHMD08819
OG0006546	HUMAN08888	SCHMD22666, SCHMD26503
OG0006547	HUMAN06438	SCHMD01454
OG0006548	HUMAN02142, HUMAN21298	SCHMD28704
OG0006549	HUMAN06269	SCHMD07432
OG0006550	HUMAN02858	SCHMD05608
OG0006552	HUMAN23496	SCHMD16090
OG0006553	HUMAN25917	SCHMD03817
OG0006554	HUMAN07135	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	HUMAN25766	SCHMD10898, SCHMD08118
OG0006557	HUMAN19957	SCHMD15751
OG0006561	HUMAN08528, HUMAN08523	SCHMD07629
OG0006563	HUMAN03286	SCHMD08352
OG0006564	HUMAN26384, HUMAN26375	SCHMD15011
OG0006566	HUMAN12988	SCHMD10136, SCHMD13813
OG0006570	HUMAN24735	SCHMD12205, SCHMD05328
OG0006571	HUMAN23449	SCHMD00180, SCHMD27487
OG0006573	HUMAN12290, HUMAN12289	SCHMD10554
OG0006574	HUMAN14371, HUMAN14370	SCHMD18201
OG0006579	HUMAN28507	SCHMD11335, SCHMD14843
OG0006583	HUMAN25717	SCHMD08738
OG0006586	HUMAN11398	SCHMD14590
OG0006588	HUMAN29928	SCHMD29130
OG0006590	HUMAN05824, HUMAN05823	SCHMD02740
OG0006591	HUMAN28224	SCHMD02097
OG0006593	HUMAN20736	SCHMD08560
OG0006594	HUMAN10868, HUMAN10810	SCHMD00507
OG0006595	HUMAN03332	SCHMD08252
OG0006596	HUMAN19063, HUMAN19062	SCHMD05657
OG0006597	HUMAN30289	SCHMD04098
OG0006598	HUMAN28610	SCHMD23134
OG0006599	HUMAN17165, HUMAN22523	SCHMD28680
OG0006600	HUMAN13359, HUMAN13358	SCHMD12543, SCHMD20580
OG0006603	HUMAN11393	SCHMD13311, SCHMD24906
OG0006604	HUMAN11730, HUMAN11731	SCHMD12610
OG0006606	HUMAN11489, HUMAN11491, HUMAN11490	SCHMD11990
OG0006607	HUMAN00747, HUMAN00746	SCHMD00025
OG0006608	HUMAN21771, HUMAN21770	SCHMD21063
OG0006610	HUMAN10217	SCHMD10412
OG0006614	HUMAN06112, HUMAN06113	SCHMD05476
OG0006615	HUMAN13872	SCHMD02189
OG0006619	HUMAN24501	SCHMD14686
OG0006621	HUMAN26752	SCHMD06932
OG0006622	HUMAN28527, HUMAN29955	SCHMD16418, SCHMD16456
OG0006623	HUMAN04366	SCHMD00154
OG0006624	HUMAN20606	SCHMD28658, SCHMD27359
OG0006626	HUMAN20006, HUMAN21273	SCHMD05850
OG0006628	HUMAN09710	SCHMD10378
OG0006630	HUMAN09502	SCHMD02436
OG0006631	HUMAN17541	SCHMD24627, SCHMD24745
OG0006632	HUMAN24257, HUMAN22067	SCHMD11914, SCHMD18633
OG0006633	HUMAN24475	SCHMD06460
OG0006636	HUMAN16299	SCHMD09363
OG0006637	HUMAN13012	SCHMD17064, SCHMD26047
OG0006640	HUMAN22776	SCHMD09877
OG0006646	HUMAN10004	SCHMD10329
OG0006647	HUMAN11131	SCHMD12770, SCHMD12371
OG0006648	HUMAN25312	SCHMD13489
OG0006651	HUMAN19384	SCHMD07289, SCHMD06082
OG0006652	HUMAN08636, HUMAN08637	SCHMD08119
OG0006655	HUMAN23490, HUMAN23489	SCHMD00645
OG0006656	HUMAN05804	SCHMD15425
OG0006658	HUMAN08547	SCHMD07703, SCHMD19832
OG0006662	HUMAN05526	SCHMD11088, SCHMD02344
OG0006663	HUMAN18303	SCHMD05461
OG0006664	HUMAN23221	SCHMD01212
OG0006666	HUMAN28875	SCHMD00843
OG0006667	HUMAN09839	SCHMD02023
OG0006668	HUMAN17409	SCHMD00035
OG0006669	HUMAN23253	SCHMD15456
OG0006670	HUMAN02070, HUMAN02071	SCHMD06283
OG0006673	HUMAN18662, HUMAN18663	SCHMD11139, SCHMD01947
OG0006675	HUMAN27406	SCHMD10065, SCHMD21124
OG0006677	HUMAN16360, HUMAN16361	SCHMD28844
OG0006678	HUMAN13325, HUMAN13324	SCHMD02351
OG0006680	HUMAN18867	SCHMD07321, SCHMD04365
OG0006683	HUMAN00125	SCHMD12055
OG0006684	HUMAN26898, HUMAN26899, HUMAN26900	SCHMD03196
OG0006686	HUMAN29261	SCHMD05511
OG0006688	HUMAN07994	SCHMD02782
OG0006689	HUMAN09931	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	HUMAN01353	SCHMD02600
OG0006691	HUMAN12920, HUMAN12921	SCHMD14621
OG0006692	HUMAN12863, HUMAN12864	SCHMD15336
OG0006693	HUMAN22772, HUMAN22771, HUMAN22773	SCHMD00589
OG0006694	HUMAN25673	SCHMD05629
OG0006695	HUMAN05347, HUMAN05346	SCHMD06025
OG0006697	HUMAN03758	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	HUMAN28004	SCHMD12118
OG0006700	HUMAN18335	SCHMD29051, SCHMD15433, SCHMD27357
OG0006702	HUMAN00468	SCHMD29672
OG0006703	HUMAN27810	SCHMD00739
OG0006705	HUMAN21830, HUMAN21831	SCHMD14770, SCHMD13114
OG0006706	HUMAN01180	SCHMD12854
OG0006707	HUMAN20459, HUMAN20457, HUMAN20458	SCHMD19389
OG0006708	HUMAN28636, HUMAN28634, HUMAN28635	SCHMD01518
OG0006709	HUMAN17844, HUMAN17845, HUMAN17846	SCHMD06005
OG0006712	HUMAN19027	SCHMD13757
OG0006713	HUMAN08608	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	HUMAN04736, HUMAN04735	SCHMD09869
OG0006718	HUMAN03526	SCHMD28286
OG0006720	HUMAN29778	SCHMD15330, SCHMD18737
OG0006721	HUMAN15069, HUMAN15065	SCHMD06116
OG0006722	HUMAN10116	SCHMD18971, SCHMD24284
OG0006723	HUMAN01452	SCHMD12671
OG0006725	HUMAN20956	SCHMD15226
OG0006726	HUMAN25679	SCHMD22403
OG0006728	HUMAN13866, HUMAN13863, HUMAN13864, HUMAN13865	SCHMD09693
OG0006729	HUMAN23307	SCHMD09997, SCHMD07849
OG0006730	HUMAN01413	SCHMD15242
OG0006731	HUMAN15325	SCHMD21262, SCHMD19367
OG0006733	HUMAN04919	SCHMD02938
OG0006734	HUMAN25074	SCHMD13149, SCHMD15306
OG0006735	HUMAN06599	SCHMD23549, SCHMD18150, SCHMD22619
OG0006737	HUMAN10669	SCHMD05655
OG0006741	HUMAN20918	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000
OG0006742	HUMAN30051, HUMAN22412	SCHMD14364
OG0006743	HUMAN29392, HUMAN29393	SCHMD06609
OG0006749	HUMAN10255, HUMAN10254	SCHMD17570, SCHMD17569
OG0006750	HUMAN16679	SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	HUMAN05470	SCHMD12442
OG0006753	HUMAN08651	SCHMD08285
OG0006754	HUMAN28391	SCHMD13342
OG0006755	HUMAN17392	SCHMD10228
OG0006757	HUMAN15606, HUMAN15607, HUMAN15605	SCHMD08426
OG0006758	HUMAN20524	SCHMD05008, SCHMD10024
OG0006761	HUMAN22866, HUMAN22865	SCHMD13526
OG0006764	HUMAN24101, HUMAN24102	SCHMD22289
OG0006766	HUMAN30336	SCHMD07248
OG0006768	HUMAN15305	SCHMD03977
OG0006771	HUMAN19313, HUMAN16774	SCHMD07804, SCHMD15553
OG0006772	HUMAN17212	SCHMD01476
OG0006776	HUMAN12695, HUMAN12694	SCHMD10792
OG0006777	HUMAN15487	SCHMD08214
OG0006780	HUMAN08729	SCHMD13525, SCHMD14457
OG0006791	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238	SCHMD15752
OG0006826	HUMAN23918	SCHMD05426
OG0006829	HUMAN17262	SCHMD18846
OG0006830	HUMAN12476	SCHMD01740
OG0006833	HUMAN11220	SCHMD25705, SCHMD22029
OG0006835	HUMAN05300	SCHMD11727, SCHMD11726
OG0006842	HUMAN14862	SCHMD07853
OG0006843	HUMAN28655	SCHMD10166
OG0006844	HUMAN09468	SCHMD10998
OG0006846	HUMAN08740, HUMAN08738	SCHMD24471
OG0006847	HUMAN19861, HUMAN19860, HUMAN19862	SCHMD10920
OG0006848	HUMAN03233, HUMAN23824	SCHMD15273, SCHMD24879
OG0006851	HUMAN03180	SCHMD13891, SCHMD10310
OG0006853	HUMAN06735	SCHMD21179
OG0006856	HUMAN10703, HUMAN10702, HUMAN10701	SCHMD03115
OG0006857	HUMAN29744	SCHMD03719
OG0006860	HUMAN11386	SCHMD14888, SCHMD01768
OG0006862	HUMAN08983	SCHMD08954
OG0006864	HUMAN10411	SCHMD09900
OG0006867	HUMAN16895	SCHMD19722
OG0006871	HUMAN02101	SCHMD19715
OG0006874	HUMAN21129	SCHMD00242
OG0006875	HUMAN05504	SCHMD14340
OG0006876	HUMAN01056	SCHMD01180
OG0006877	HUMAN09886	SCHMD28894, SCHMD14652
OG0006878	HUMAN01136	SCHMD07673
OG0006881	HUMAN04095	SCHMD13107
OG0006882	HUMAN11464	SCHMD08215
OG0006883	HUMAN16684	SCHMD04789
OG0006886	HUMAN29974	SCHMD04628
OG0006887	HUMAN12500	SCHMD02004
OG0006889	HUMAN11509	SCHMD19490
OG0006890	HUMAN03527	SCHMD09977
OG0006891	HUMAN04608	SCHMD16311
OG0006892	HUMAN18023	SCHMD06736, SCHMD03941
OG0006894	HUMAN13291, HUMAN13290	SCHMD08244
OG0006895	HUMAN03555	SCHMD25533, SCHMD25532
OG0006897	HUMAN23447	SCHMD14554
OG0006900	HUMAN25793	SCHMD12706, SCHMD20696, SCHMD15238
OG0006901	HUMAN18029, HUMAN18028	SCHMD00150
OG0006902	HUMAN27525	SCHMD09576
OG0006906	HUMAN11694	SCHMD01345
OG0006909	HUMAN29823	SCHMD08896, SCHMD03475
OG0006914	HUMAN28656	SCHMD02005
OG0006915	HUMAN15921, HUMAN15920	SCHMD17740
OG0006917	HUMAN18466, HUMAN18467	SCHMD15444, SCHMD23496
OG0006918	HUMAN28188	SCHMD02128
OG0006919	HUMAN22288	SCHMD04163
OG0006920	HUMAN07463	SCHMD07640
OG0006923	HUMAN00553, HUMAN00554	SCHMD18989, SCHMD10987
OG0006924	HUMAN23650	SCHMD07270
OG0006926	HUMAN00625	SCHMD18025, SCHMD24077
OG0006927	HUMAN14265	SCHMD05483
OG0006931	HUMAN27632, HUMAN27633	SCHMD09823
OG0006934	HUMAN07629, HUMAN07628	SCHMD02940
OG0006937	HUMAN13657	SCHMD07394
OG0006938	HUMAN20508, HUMAN20507	SCHMD13105
OG0006939	HUMAN00665	SCHMD19736, SCHMD17847
OG0006942	HUMAN04879, HUMAN04878	SCHMD05106
OG0006945	HUMAN18030	SCHMD20350, SCHMD21540
OG0006946	HUMAN29373, HUMAN29374, HUMAN29372	SCHMD03034
OG0006948	HUMAN20132, HUMAN20131	SCHMD10039
OG0006949	HUMAN09677	SCHMD04433
OG0006951	HUMAN26563	SCHMD04285
OG0006952	HUMAN29995, HUMAN28013	SCHMD00571
OG0006954	HUMAN08336	SCHMD05444
OG0006955	HUMAN26505, HUMAN26506	SCHMD01359
OG0006956	HUMAN03801	SCHMD03205
OG0006957	HUMAN24327	SCHMD21016, SCHMD16664
OG0006958	HUMAN29194, HUMAN29193	SCHMD10483
OG0006959	HUMAN02003	SCHMD14675, SCHMD12735
OG0006960	HUMAN21367	SCHMD15792, SCHMD13924
OG0006962	HUMAN00835, HUMAN00834	SCHMD02602
OG0006964	HUMAN25417	SCHMD05582, SCHMD05580
OG0006965	HUMAN22591, HUMAN22590	SCHMD16583, SCHMD28209
OG0006966	HUMAN21659	SCHMD17179
OG0006967	HUMAN20241	SCHMD06876
OG0006968	HUMAN28378	SCHMD05918
OG0006973	HUMAN25475	SCHMD01554
OG0006975	HUMAN00754	SCHMD29017
OG0006977	HUMAN21112	SCHMD21617, SCHMD19289
OG0006979	HUMAN09404	SCHMD02713
OG0006980	HUMAN21874	SCHMD03927
OG0006984	HUMAN04268, HUMAN06255	SCHMD21798
OG0006985	HUMAN20423	SCHMD00305
OG0006987	HUMAN02240	SCHMD04010
OG0006989	HUMAN18220	SCHMD08387
OG0006990	HUMAN03535, HUMAN03537, HUMAN03536	SCHMD14019
OG0006991	HUMAN19260	SCHMD09527
OG0006993	HUMAN18314, HUMAN18313	SCHMD16078, SCHMD15851
OG0006995	HUMAN20603	SCHMD08291
OG0006996	HUMAN16905, HUMAN16903, HUMAN16904	SCHMD07655
OG0006999	HUMAN28121	SCHMD09727, SCHMD09154
OG0007001	HUMAN06080	SCHMD11191
OG0007002	HUMAN29202	SCHMD00096
OG0007003	HUMAN15197	SCHMD03229
OG0007005	HUMAN26374	SCHMD03780
OG0007006	HUMAN21323	SCHMD14442
OG0007009	HUMAN28810	SCHMD28218, SCHMD00500
OG0007012	HUMAN22710	SCHMD16864
OG0007013	HUMAN12055	SCHMD20292, SCHMD25075
OG0007015	HUMAN19068	SCHMD09946
OG0007017	HUMAN26658	SCHMD24290, SCHMD13895
OG0007020	HUMAN17277, HUMAN17276	SCHMD29169
OG0007022	HUMAN17994	SCHMD06207
OG0007023	HUMAN21002	SCHMD13414
OG0007024	HUMAN26989	SCHMD18147
OG0007025	HUMAN13355, HUMAN13354	SCHMD00852
OG0007027	HUMAN20548, HUMAN20547	SCHMD11009, SCHMD20294, SCHMD17664
OG0007028	HUMAN02161	SCHMD16323
OG0007030	HUMAN23013, HUMAN23012	SCHMD11171
OG0007033	HUMAN18746	SCHMD17177, SCHMD07596
OG0007037	HUMAN17832, HUMAN17833	SCHMD08275
OG0007039	HUMAN08824, HUMAN08823	SCHMD24759
OG0007040	HUMAN30265	SCHMD17930
OG0007043	HUMAN03790	SCHMD05387
OG0007046	HUMAN25422, HUMAN25421	SCHMD16357, SCHMD12630
OG0007047	HUMAN24736	SCHMD10322
OG0007049	HUMAN11321, HUMAN11320	SCHMD09136, SCHMD15529
OG0007050	HUMAN22442	SCHMD12036
OG0007053	HUMAN12939, HUMAN12938, HUMAN12937	SCHMD05149
OG0007055	HUMAN19997	SCHMD11222
OG0007057	HUMAN03899	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575
OG0007061	HUMAN03639	SCHMD27956
OG0007062	HUMAN21701	SCHMD05231
OG0007063	HUMAN15926	SCHMD04487
OG0007064	HUMAN22838	SCHMD12730, SCHMD12728
OG0007065	HUMAN04174, HUMAN04175	SCHMD08144
OG0007066	HUMAN05386	SCHMD15229, SCHMD16841
OG0007068	HUMAN22802, HUMAN22803	SCHMD10943
OG0007070	HUMAN18532, HUMAN18533	SCHMD08393
OG0007073	HUMAN18294	SCHMD06841
OG0007077	HUMAN22402	SCHMD03291, SCHMD23670
OG0007078	HUMAN20580	SCHMD12751, SCHMD12753
OG0007084	HUMAN28379	SCHMD10181
OG0007088	HUMAN28245, HUMAN28246	SCHMD06882, SCHMD06881
OG0007089	HUMAN05187	SCHMD15126
OG0007090	HUMAN01309	SCHMD24995
OG0007091	HUMAN00782	SCHMD00684
OG0007092	HUMAN08546	SCHMD04952
OG0007093	HUMAN11063	SCHMD00633
OG0007095	HUMAN16273	SCHMD28386
OG0007096	HUMAN24538	SCHMD14480
OG0007098	HUMAN11106	SCHMD12814
OG0007102	HUMAN17403	SCHMD00303
OG0007104	HUMAN07585, HUMAN30241	SCHMD14802
OG0007105	HUMAN17174	SCHMD08588
OG0007106	HUMAN21445	SCHMD14679
OG0007108	HUMAN26396	SCHMD03383
OG0007112	HUMAN09877	SCHMD09113
OG0007113	HUMAN20963	SCHMD27023, SCHMD20834
OG0007114	HUMAN20779	SCHMD05373
OG0007118	HUMAN25504	SCHMD01480
OG0007119	HUMAN01099	SCHMD02099
OG0007122	HUMAN00210, HUMAN00211	SCHMD04636
OG0007124	HUMAN17400, HUMAN17402, HUMAN17399	SCHMD20734
OG0007125	HUMAN21228	SCHMD04115
OG0007128	HUMAN13992, HUMAN13994	SCHMD15975
OG0007130	HUMAN06959	SCHMD02010
OG0007133	HUMAN23555	SCHMD09895, SCHMD05400, SCHMD01884, SCHMD19102
OG0007135	HUMAN09538	SCHMD14628
OG0007136	HUMAN09655	SCHMD04055
OG0007137	HUMAN15907	SCHMD09300
OG0007139	HUMAN24643	SCHMD08033
OG0007140	HUMAN14631	SCHMD14726, SCHMD14725
OG0007143	HUMAN16614	SCHMD11402, SCHMD13435
OG0007144	HUMAN02639	SCHMD09084, SCHMD13536
OG0007145	HUMAN13652	SCHMD07094
OG0007148	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566	SCHMD23637, SCHMD07923, SCHMD00889
OG0007151	HUMAN05431	SCHMD20465, SCHMD17498
OG0007152	HUMAN01901	SCHMD23531
OG0007154	HUMAN08481	SCHMD03260
OG0007158	HUMAN19159, HUMAN19160, HUMAN22170	SCHMD27790, SCHMD22647
OG0007159	HUMAN02195	SCHMD06458, SCHMD24141
OG0007163	HUMAN01780	SCHMD19963, SCHMD15559
OG0007164	HUMAN21192	SCHMD21149
OG0007165	HUMAN05594, HUMAN05595	SCHMD00948
OG0007166	HUMAN04674, HUMAN04671, HUMAN04673	SCHMD23433, SCHMD23432
OG0007173	HUMAN05355, HUMAN05354	SCHMD27706, SCHMD26151
OG0007174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951	SCHMD00679
OG0007175	HUMAN04157	SCHMD13246, SCHMD11875
OG0007176	HUMAN15324, HUMAN15323	SCHMD18255, SCHMD19246
OG0007179	HUMAN21518	SCHMD02087
OG0007180	HUMAN15073	SCHMD13286
OG0007181	HUMAN30517	SCHMD07932
OG0007183	HUMAN25330	SCHMD09362
OG0007184	HUMAN28058, HUMAN28057, HUMAN28055	SCHMD06567
OG0007186	HUMAN12868	SCHMD00266
OG0007189	HUMAN20179, HUMAN20178	SCHMD17188, SCHMD14347, SCHMD08340, SCHMD09748, SCHMD18398
OG0007190	HUMAN26235	SCHMD00716
OG0007191	HUMAN23393, HUMAN23394	SCHMD11992
OG0007192	HUMAN17983	SCHMD00342
OG0007199	HUMAN28097	SCHMD17527, SCHMD16964
OG0007208	HUMAN28457	SCHMD08490
OG0007209	HUMAN24910	SCHMD03471, SCHMD02470
OG0007248	HUMAN13700	SCHMD14029
OG0007251	HUMAN14332	SCHMD02789, SCHMD03885
OG0007252	HUMAN22688, HUMAN22689	SCHMD26416, SCHMD26417
OG0007254	HUMAN02644	SCHMD29104
OG0007255	HUMAN26075, HUMAN26074	SCHMD08512, SCHMD09706
OG0007258	HUMAN14003	SCHMD01759
OG0007264	HUMAN11107	SCHMD06288
OG0007266	HUMAN20046	SCHMD05229
OG0007267	HUMAN00847, HUMAN00846	SCHMD15621
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	SCHMD04821
OG0007270	HUMAN07724	SCHMD29771, SCHMD26891
OG0007271	HUMAN13263	SCHMD08508
OG0007274	HUMAN05717	SCHMD10184
OG0007276	HUMAN28796	SCHMD01128
OG0007279	HUMAN11856	SCHMD14169, SCHMD22097
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	SCHMD26191
OG0007282	HUMAN07231	SCHMD08071
OG0007288	HUMAN22785	SCHMD11562
OG0007289	HUMAN11499	SCHMD13675
OG0007291	HUMAN18973	SCHMD01954
OG0007297	HUMAN29826, HUMAN29827	SCHMD08767
OG0007300	HUMAN26544	SCHMD08715, SCHMD12954
OG0007301	HUMAN23169, HUMAN23170	SCHMD04999
OG0007304	HUMAN16563	SCHMD06782
OG0007305	HUMAN02006	SCHMD00236
OG0007306	HUMAN19439, HUMAN19440, HUMAN19442	SCHMD03194
OG0007307	HUMAN17065, HUMAN17066	SCHMD24523
OG0007310	HUMAN05294	SCHMD07754
OG0007314	HUMAN02534	SCHMD20349, SCHMD17621
OG0007317	HUMAN17014	SCHMD05271
