Orthogroup	HUMAN	CAPO3
OG0007013	HUMAN12055	CAPO303300
OG0007015	HUMAN19068	CAPO305278
OG0007016	HUMAN11135	CAPO304972
OG0007017	HUMAN26658	CAPO301345
OG0007018	HUMAN24153	CAPO300889
OG0007019	HUMAN13523, HUMAN13524	CAPO304408
OG0007020	HUMAN17277, HUMAN17276	CAPO303562, CAPO308296
OG0007021	HUMAN07675, HUMAN07676	CAPO306622
OG0007022	HUMAN17994	CAPO303253
OG0007024	HUMAN26989	CAPO302054
OG0007025	HUMAN13355, HUMAN13354	CAPO302785
OG0007026	HUMAN04469	CAPO304159
OG0007029	HUMAN02371	CAPO302104
OG0007030	HUMAN23013, HUMAN23012	CAPO303845
OG0007032	HUMAN19463	CAPO304830
OG0007033	HUMAN18746	CAPO305180
OG0007034	HUMAN06574, HUMAN06572, HUMAN06573	CAPO306932
OG0007038	HUMAN01446	CAPO302068
OG0007040	HUMAN30265	CAPO306537
OG0007042	HUMAN26067	CAPO307996
OG0007043	HUMAN03790	CAPO305780
OG0007044	HUMAN05262, HUMAN22902	CAPO307221
OG0007045	HUMAN00605	CAPO305958
OG0007046	HUMAN25422, HUMAN25421	CAPO305591
OG0007047	HUMAN24736	CAPO305693
OG0007048	HUMAN26613, HUMAN26612	CAPO302164
OG0007049	HUMAN11321, HUMAN11320	CAPO305031
OG0007050	HUMAN22442	CAPO307898
OG0007055	HUMAN19997	CAPO304778
OG0007057	HUMAN03899	CAPO304630
OG0007058	HUMAN05676	CAPO301734, CAPO304572
OG0007059	HUMAN03647	CAPO303590, CAPO303318
OG0007061	HUMAN03639	CAPO305340
OG0007062	HUMAN21701	CAPO302545
OG0007063	HUMAN15926	CAPO308261
OG0007065	HUMAN04174, HUMAN04175	CAPO301537
OG0007068	HUMAN22802, HUMAN22803	CAPO307887
OG0007069	HUMAN08305	CAPO307200
OG0007071	HUMAN01176	CAPO301761
OG0007072	HUMAN15242	CAPO306160
OG0007073	HUMAN18294	CAPO302936
OG0007074	HUMAN21855	CAPO306910
OG0007076	HUMAN06733	CAPO300474
OG0007081	HUMAN12784, HUMAN12785	CAPO305760
OG0007084	HUMAN28379	CAPO307673
OG0007086	HUMAN06730	CAPO306079
OG0007089	HUMAN05186, HUMAN05187	CAPO300706
OG0007090	HUMAN01309	CAPO300368
OG0007091	HUMAN00782	CAPO304945
OG0007092	HUMAN08546	CAPO304498, CAPO305528
OG0007093	HUMAN11063	CAPO308175
OG0007094	HUMAN08444	CAPO301835
OG0007095	HUMAN16273	CAPO304293
OG0007097	HUMAN07307, HUMAN07306, HUMAN07305	CAPO302515
OG0007098	HUMAN11106	CAPO301993
OG0007099	HUMAN02624	CAPO304218
OG0007100	HUMAN25052, HUMAN25051	CAPO302645
OG0007105	HUMAN17174	CAPO303780
OG0007106	HUMAN21445	CAPO302226
OG0007112	HUMAN09877	CAPO303793
OG0007114	HUMAN20779	CAPO305243
OG0007118	HUMAN25504	CAPO306502
OG0007119	HUMAN01099	CAPO303656
OG0007121	HUMAN25079	CAPO305337
OG0007122	HUMAN00210, HUMAN00211	CAPO302728
OG0007124	HUMAN17400, HUMAN17402, HUMAN17399	CAPO307876
OG0007127	HUMAN26224	CAPO305077
OG0007128	HUMAN13992, HUMAN13994	CAPO303539
OG0007130	HUMAN06959	CAPO302224
OG0007131	HUMAN23398	CAPO304315
OG0007132	HUMAN28401, HUMAN28402	CAPO301608
OG0007133	HUMAN23555	CAPO305338
OG0007134	HUMAN03574, HUMAN03575	CAPO302517
OG0007137	HUMAN15907	CAPO303287
OG0007138	HUMAN02269	CAPO307436
OG0007139	HUMAN24643	CAPO302325
OG0007141	HUMAN20130	CAPO306130
OG0007143	HUMAN16614	CAPO307276
OG0007144	HUMAN02639	CAPO301797
OG0007145	HUMAN13652	CAPO305008
OG0007146	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379	CAPO306800
OG0007147	HUMAN21018	CAPO305032
OG0007150	HUMAN11018	CAPO304704
OG0007151	HUMAN05431	CAPO304299
OG0007154	HUMAN08481	CAPO302715
OG0007158	HUMAN19159, HUMAN19160, HUMAN22170	CAPO303011
OG0007160	HUMAN10993	CAPO301230
OG0007162	HUMAN15310, HUMAN15307, HUMAN15308, HUMAN15309	CAPO305815
OG0007163	HUMAN01780	CAPO306908
OG0007165	HUMAN05594, HUMAN05595	CAPO300764
OG0007166	HUMAN04674, HUMAN04671, HUMAN04673	CAPO301841
OG0007168	HUMAN19655, HUMAN19656	CAPO304836
OG0007173	HUMAN05355, HUMAN05354	CAPO305749, CAPO300679
OG0007174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951	CAPO304732
OG0007175	HUMAN04157	CAPO300929
OG0007176	HUMAN15324, HUMAN15323	CAPO305825
OG0007178	HUMAN02113	CAPO306843
OG0007180	HUMAN15073	CAPO300869
OG0007181	HUMAN30517	CAPO302549
OG0007182	HUMAN11844	CAPO302258
OG0007183	HUMAN25330	CAPO303453
OG0007184	HUMAN28058, HUMAN28057, HUMAN28055	CAPO304626
OG0007186	HUMAN12868	CAPO306272
OG0007191	HUMAN23393, HUMAN23394	CAPO307327
OG0007192	HUMAN17983	CAPO307148
OG0007199	HUMAN28098, HUMAN28097, HUMAN28099	CAPO300510
OG0007201	HUMAN24731, HUMAN24730	CAPO305686
OG0007204	HUMAN01107, HUMAN14619	CAPO305874
OG0007208	HUMAN28457	CAPO306253
OG0007213	HUMAN10182, HUMAN10184, HUMAN10183, HUMAN10180, HUMAN10181	CAPO300546
OG0007248	HUMAN13700	CAPO305807
OG0007251	HUMAN14332	CAPO307515
OG0007254	HUMAN02644	CAPO300342
OG0007258	HUMAN14003	CAPO301895
OG0007261	HUMAN28587	CAPO306348
OG0007266	HUMAN20046	CAPO305560
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	CAPO305691
OG0007272	HUMAN00327	CAPO303817, CAPO303673
OG0007273	HUMAN16012	CAPO305134
OG0007276	HUMAN28796	CAPO301595
OG0007279	HUMAN11856	CAPO302557
OG0007281	HUMAN25958	CAPO304423
OG0007282	HUMAN07231	CAPO300960
OG0007283	HUMAN12155	CAPO304757
OG0007291	HUMAN18973	CAPO307621
OG0007292	HUMAN15636	CAPO302024
OG0007293	HUMAN28207	CAPO301970
OG0007297	HUMAN29826, HUMAN29827	CAPO305876
OG0007299	HUMAN27718, HUMAN27719	CAPO308254
OG0007300	HUMAN26544	CAPO301046
OG0007301	HUMAN23169, HUMAN23170	CAPO301996
OG0007302	HUMAN09166	CAPO307174
OG0007303	HUMAN18735	CAPO302064
OG0007304	HUMAN16563, HUMAN16562, HUMAN16564	CAPO306505
OG0007305	HUMAN02006	CAPO303443
OG0007307	HUMAN17065, HUMAN17066	CAPO304518, CAPO304185
OG0007309	HUMAN17011	CAPO300726
OG0007314	HUMAN02534	CAPO307151
OG0007317	HUMAN17014	CAPO306655
OG0007319	HUMAN19188	CAPO300742
OG0007320	HUMAN09645	CAPO300324
OG0007321	HUMAN04956, HUMAN04955	CAPO307651
OG0007322	HUMAN29064	CAPO301300
OG0007325	HUMAN11525	CAPO305675
OG0007326	HUMAN09593	CAPO304342
OG0007329	HUMAN24733	CAPO306408
OG0007330	HUMAN05264	CAPO300366
OG0007335	HUMAN08862	CAPO304929
OG0007336	HUMAN00761	CAPO304895
OG0007339	HUMAN26218, HUMAN26219	CAPO300192
OG0007341	HUMAN25872	CAPO300898
OG0007342	HUMAN28838	CAPO300397
OG0007343	HUMAN14176, HUMAN14177	CAPO305744
OG0007347	HUMAN20415	CAPO302872
OG0007348	HUMAN07622, HUMAN07623	CAPO307161
OG0007352	HUMAN04641	CAPO306052
OG0007353	HUMAN11061, HUMAN11060	CAPO302025
OG0007354	HUMAN23192	CAPO303485
OG0007355	HUMAN28384	CAPO307111
OG0007356	HUMAN24980	CAPO306331
OG0007357	HUMAN11281	CAPO304967
OG0007358	HUMAN23692	CAPO304741
OG0007361	HUMAN01585, HUMAN01584	CAPO305039
OG0007363	HUMAN07700	CAPO304834
OG0007364	HUMAN20228	CAPO303075
OG0007365	HUMAN01007	CAPO306500
OG0007366	HUMAN15080, HUMAN15079	CAPO305485
OG0007367	HUMAN00909	CAPO305088
OG0007368	HUMAN04400	CAPO305250
OG0007369	HUMAN18172	CAPO301140
OG0007369	HUMAN18171	CAPO300391
OG0007371	HUMAN03496	CAPO305453
OG0007372	HUMAN15886	CAPO307960
OG0007373	HUMAN25169	CAPO301099
OG0007376	HUMAN27825, HUMAN27824, HUMAN27826	CAPO302556
OG0007377	HUMAN02116, HUMAN02117	CAPO306927
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	CAPO307557
OG0007379	HUMAN08973, HUMAN08972	CAPO305130
OG0007380	HUMAN13807	CAPO300141
OG0007381	HUMAN13546	CAPO303646
OG0007382	HUMAN19380	CAPO305525
OG0007385	HUMAN04317	CAPO304120
OG0007387	HUMAN29057	CAPO304030
OG0007388	HUMAN22118	CAPO306166
OG0007391	HUMAN05345	CAPO304827
OG0007392	HUMAN28583	CAPO303501
OG0007393	HUMAN08660	CAPO301859
OG0007395	HUMAN13460	CAPO302788
OG0007396	HUMAN11000	CAPO302581
OG0007397	HUMAN00870	CAPO300434
OG0007399	HUMAN16123	CAPO306050
OG0007401	HUMAN05484, HUMAN30125, HUMAN05483	CAPO302124
OG0007402	HUMAN10240, HUMAN10238	CAPO306401
OG0007405	HUMAN20387	CAPO303800
OG0007407	HUMAN03483	CAPO306953
OG0007408	HUMAN28141, HUMAN28142	CAPO303491
OG0007409	HUMAN25552	CAPO305402
OG0007411	HUMAN23662, HUMAN23663	CAPO300699
OG0007412	HUMAN17545	CAPO302107
OG0007413	HUMAN20818	CAPO305882
OG0007414	HUMAN01057	CAPO300363
OG0007415	HUMAN12759	CAPO307758, CAPO301270
OG0007417	HUMAN07346	CAPO303652
OG0007418	HUMAN13111, HUMAN13110	CAPO300947
OG0007421	HUMAN06697	CAPO301566
OG0007422	HUMAN08465	CAPO301771
OG0007424	HUMAN10237	CAPO304349
OG0007425	HUMAN06193	CAPO303896
OG0007428	HUMAN20678	CAPO301768
OG0007431	HUMAN26226	CAPO304150
OG0007432	HUMAN05575, HUMAN05574	CAPO307504
OG0007433	HUMAN04271	CAPO307042
OG0007437	HUMAN17137	CAPO302606
OG0007439	HUMAN16947	CAPO300813
OG0007440	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419	CAPO302516
OG0007441	HUMAN13782	CAPO304615
OG0007442	HUMAN00969	CAPO308291
OG0007446	HUMAN07376	CAPO303088
OG0007447	HUMAN22922	CAPO301482
OG0007451	HUMAN08166	CAPO303173
OG0007455	HUMAN29667	CAPO303919
OG0007456	HUMAN07199	CAPO301020
OG0007457	HUMAN09838	CAPO302854
OG0007458	HUMAN28978	CAPO300350
OG0007459	HUMAN16778	CAPO304746
OG0007462	HUMAN19637, HUMAN19636	CAPO300088
OG0007463	HUMAN06999	CAPO300212
OG0007466	HUMAN09405	CAPO300471
OG0007470	HUMAN00938, HUMAN00332, HUMAN00937	CAPO304669
OG0007471	HUMAN07932	CAPO307438
OG0007472	HUMAN23723	CAPO302245
OG0007473	HUMAN18188, HUMAN18186, HUMAN18187	CAPO303433
OG0007476	HUMAN14444	CAPO303558
OG0007478	HUMAN19940	CAPO301266
OG0007480	HUMAN03711	CAPO306792
OG0007482	HUMAN01581	CAPO307266
OG0007483	HUMAN25804	CAPO300503
OG0007484	HUMAN15505	CAPO302421
OG0007488	HUMAN24932	CAPO308146
OG0007490	HUMAN18581, HUMAN18580	CAPO303421
OG0007491	HUMAN10273	CAPO304949
OG0007494	HUMAN16086	CAPO300105
OG0007496	HUMAN21064	CAPO306996
OG0007498	HUMAN28184	CAPO306301
OG0007499	HUMAN04823	CAPO302974
OG0007503	HUMAN03266, HUMAN03263, HUMAN03264, HUMAN03265	CAPO308251
OG0007508	HUMAN29445	CAPO306367
OG0007509	HUMAN12458	CAPO301428
OG0007510	HUMAN00670, HUMAN00669	CAPO303897
OG0007513	HUMAN02838	CAPO308263
OG0007515	HUMAN25910	CAPO300264
OG0007518	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938	CAPO304172
OG0007519	HUMAN15216, HUMAN15215	CAPO307472
OG0007524	HUMAN26701, HUMAN30360	CAPO306111
OG0007525	HUMAN01310	CAPO300836
OG0007527	HUMAN14056, HUMAN14057	CAPO306220
OG0007529	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629	CAPO307735
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	CAPO301562
OG0007541	HUMAN02477	CAPO301788
OG0007546	HUMAN20275	CAPO301193
OG0007550	HUMAN14033, HUMAN11371	CAPO301421, CAPO302720, CAPO300311, CAPO304075
OG0007582	HUMAN23412, HUMAN23413, HUMAN23411	CAPO305253
OG0007586	HUMAN28828	CAPO305648
OG0007588	HUMAN05802, HUMAN05800	CAPO306467
OG0007591	HUMAN12931	CAPO302671
OG0007594	HUMAN28778, HUMAN28779, HUMAN28780	CAPO307951
OG0007597	HUMAN07406	CAPO302699
OG0007601	HUMAN12973	CAPO303119
OG0007602	HUMAN00917	CAPO307324
OG0007603	HUMAN11097	CAPO301881
OG0007604	HUMAN11462, HUMAN11463	CAPO302471
OG0007606	HUMAN16824, HUMAN16823	CAPO303879
OG0007607	HUMAN00121	CAPO304420
OG0007611	HUMAN08580	CAPO300602
OG0007613	HUMAN14918, HUMAN14919, HUMAN14917	CAPO304725
OG0007614	HUMAN11569, HUMAN11570, HUMAN11567	CAPO307463
OG0007615	HUMAN17636	CAPO302208
OG0007616	HUMAN16740	CAPO305524
OG0007617	HUMAN28528	CAPO306965
OG0007619	HUMAN21829	CAPO307079
OG0007621	HUMAN01027, HUMAN06000	CAPO302700
OG0007622	HUMAN21098	CAPO304123
OG0007624	HUMAN00744	CAPO306507
OG0007629	HUMAN23337	CAPO306379
OG0007633	HUMAN13873	CAPO303133
OG0007634	HUMAN22721	CAPO301291
OG0007640	HUMAN14964, HUMAN14963	CAPO305938
OG0007646	HUMAN29544	CAPO303345
OG0007648	HUMAN29977, HUMAN29976	CAPO303467
OG0007649	HUMAN01321	CAPO300338
OG0007653	HUMAN17027, HUMAN17025, HUMAN17026	CAPO304087
OG0007656	HUMAN02869	CAPO306133
OG0007657	HUMAN04204	CAPO302526
OG0007660	HUMAN02075	CAPO308074
OG0007663	HUMAN19568	CAPO303269
OG0007666	HUMAN10319	CAPO302483
OG0007673	HUMAN30108, HUMAN00583	CAPO306691
OG0007674	HUMAN08286	CAPO307516
OG0007676	HUMAN24899	CAPO301687
OG0007677	HUMAN29231, HUMAN29232	CAPO302393
OG0007680	HUMAN17909	CAPO301892
OG0007685	HUMAN18793	CAPO307242
OG0007686	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599	CAPO307006
OG0007687	HUMAN20268	CAPO301616
OG0007690	HUMAN27678	CAPO306330
OG0007691	HUMAN27822	CAPO306763
OG0007692	HUMAN02061	CAPO304764
OG0007694	HUMAN20746	CAPO300777
OG0007698	HUMAN29272	CAPO302218
OG0007704	HUMAN21558, HUMAN21556	CAPO307102
OG0007708	HUMAN06488	CAPO302223
OG0007709	HUMAN23750, HUMAN01625	CAPO305895
OG0007712	HUMAN03420	CAPO301491
OG0007713	HUMAN06586	CAPO305624
OG0007714	HUMAN30023	CAPO301857
OG0007721	HUMAN03623	CAPO303794
OG0007722	HUMAN03285	CAPO300661
OG0007728	HUMAN27883	CAPO300608
OG0007729	HUMAN11128, HUMAN11127	CAPO302375
OG0007732	HUMAN24163, HUMAN24162	CAPO302232
OG0007739	HUMAN01347	CAPO306247
OG0007741	HUMAN02503	CAPO305702
OG0007744	HUMAN26813, HUMAN26814	CAPO302276
OG0007749	HUMAN26822	CAPO303871
OG0007751	HUMAN17117, HUMAN17120	CAPO306625
OG0007752	HUMAN05362	CAPO303736
OG0007754	HUMAN21523	CAPO307268
OG0007757	HUMAN01101	CAPO305840
OG0007758	HUMAN29935	CAPO302132
OG0007759	HUMAN01276	CAPO304951
OG0007760	HUMAN19195	CAPO305618, CAPO303194
OG0007765	HUMAN26181, HUMAN26182	CAPO302630
OG0007766	HUMAN10522	CAPO305894
OG0007767	HUMAN17614	CAPO304549
OG0007768	HUMAN11819, HUMAN11818	CAPO305420
OG0007769	HUMAN10250	CAPO301827
OG0007770	HUMAN07204, HUMAN07203, HUMAN07205	CAPO306211
OG0007771	HUMAN06957	CAPO302978
OG0007772	HUMAN21301	CAPO304662
OG0007773	HUMAN22030	CAPO302396
OG0007776	HUMAN13908, HUMAN13907, HUMAN13906	CAPO303389
OG0007781	HUMAN02870	CAPO301676
OG0007782	HUMAN10939	CAPO301686
OG0007783	HUMAN10560	CAPO302092
OG0007784	HUMAN12802	CAPO307704
OG0007786	HUMAN18705	CAPO302428
OG0007789	HUMAN10825, HUMAN10824	CAPO305782
OG0007791	HUMAN00111	CAPO305711
OG0007793	HUMAN01140, HUMAN01141, HUMAN01142	CAPO308075
OG0007794	HUMAN07379, HUMAN07378	CAPO300123
OG0007801	HUMAN12139, HUMAN12140, HUMAN12141	CAPO304268
OG0007802	HUMAN16301	CAPO304335, CAPO304333
OG0007803	HUMAN17024	CAPO301792
OG0007804	HUMAN27359	CAPO302116
OG0007807	HUMAN03444	CAPO300823
OG0007810	HUMAN20972	CAPO306480
OG0007811	HUMAN21891	CAPO303448
OG0007813	HUMAN02512	CAPO300842
OG0007816	HUMAN00100, HUMAN00099	CAPO300570
OG0007820	HUMAN11761	CAPO308148
OG0007823	HUMAN03449	CAPO300300
OG0007825	HUMAN14274	CAPO304573
OG0007827	HUMAN16930, HUMAN16931, HUMAN16929	CAPO305582
OG0007829	HUMAN11339	CAPO305400
OG0007830	HUMAN01001	CAPO300733
OG0007831	HUMAN27771	CAPO306309
OG0007832	HUMAN08812	CAPO301843
OG0007833	HUMAN19927, HUMAN19926	CAPO303972
OG0007835	HUMAN23278	CAPO300924
OG0007836	HUMAN30213	CAPO305319
OG0007838	HUMAN19928	CAPO305759
OG0007840	HUMAN27820	CAPO301709
OG0007849	HUMAN08686	CAPO306245
OG0007850	HUMAN19514	CAPO308200
OG0007852	HUMAN20987	CAPO305092
OG0007854	HUMAN25144, HUMAN25143	CAPO300573
OG0007858	HUMAN27701, HUMAN27702	CAPO306180
OG0007859	HUMAN17826	CAPO304922
OG0007866	HUMAN13545, HUMAN13544	CAPO307919
OG0007908	HUMAN27841	CAPO305292
OG0007913	HUMAN09685	CAPO303796
OG0007917	HUMAN07728, HUMAN07729, HUMAN07730	CAPO301739
OG0007918	HUMAN24900, HUMAN24901	CAPO306768
OG0007926	HUMAN09355, HUMAN09356	CAPO306159
OG0007929	HUMAN14119, HUMAN14120	CAPO305925
OG0007934	HUMAN21422	CAPO306627, CAPO304422
OG0007936	HUMAN25545, HUMAN25542, HUMAN25541	CAPO302586
OG0007941	HUMAN10746, HUMAN10745	CAPO303397
OG0007943	HUMAN05448	CAPO303432
OG0007948	HUMAN11837	CAPO300847
OG0007952	HUMAN21513	CAPO304443
OG0007957	HUMAN12395	CAPO307185
OG0007958	HUMAN10130	CAPO307613
OG0007962	HUMAN23916	CAPO304291
OG0007966	HUMAN23684	CAPO300853
OG0007967	HUMAN14599, HUMAN14598, HUMAN14597	CAPO303649
OG0007968	HUMAN03235	CAPO302503
OG0007971	HUMAN20515	CAPO306113
OG0007973	HUMAN18842, HUMAN18843	CAPO303148
OG0007974	HUMAN21538	CAPO308066
OG0007975	HUMAN00102, HUMAN00101	CAPO300899
OG0007978	HUMAN26591, HUMAN26590	CAPO300419
OG0007979	HUMAN28431	CAPO301049
OG0007982	HUMAN24581	CAPO306558
OG0007983	HUMAN02648, HUMAN02647, HUMAN02649	CAPO304535, CAPO302820
OG0007984	HUMAN11790	CAPO304783
OG0007986	HUMAN23732	CAPO301210
OG0007988	HUMAN08136	CAPO307013
OG0007990	HUMAN28217, HUMAN28218, HUMAN28216	CAPO302135
OG0007991	HUMAN09310	CAPO303503
OG0007994	HUMAN25068	CAPO307783
OG0007996	HUMAN05904	CAPO301705
OG0007997	HUMAN25806	CAPO302071
OG0007999	HUMAN13157	CAPO305183
OG0008000	HUMAN16710	CAPO303381
OG0008002	HUMAN24480	CAPO306531
OG0008006	HUMAN30122	CAPO303383
OG0008008	HUMAN25914	CAPO306044
OG0008011	HUMAN20883	CAPO308001
OG0008012	HUMAN12766	CAPO301194
OG0008013	HUMAN02948, HUMAN02949, HUMAN02950	CAPO300786
OG0008016	HUMAN17122	CAPO307694
OG0008017	HUMAN29822	CAPO306337
OG0008018	HUMAN03518	CAPO303249
OG0008020	HUMAN25874	CAPO300340
OG0008025	HUMAN25944	CAPO300183
OG0008027	HUMAN09297, HUMAN09295	CAPO300126
OG0008028	HUMAN13789, HUMAN13788	CAPO308036
OG0008030	HUMAN20023	CAPO303940
OG0008031	HUMAN10154	CAPO301663
OG0008033	HUMAN17141	CAPO305641
OG0008033	HUMAN17142	CAPO307763
OG0008038	HUMAN21043	CAPO303434
OG0008041	HUMAN27061	CAPO304528
OG0008045	HUMAN26584, HUMAN26585, HUMAN26582, HUMAN26580, HUMAN26583, HUMAN26581, HUMAN26586	CAPO304124
OG0008046	HUMAN28416, HUMAN28418	CAPO303942
OG0008049	HUMAN26750	CAPO303430
OG0008050	HUMAN23560, HUMAN23558, HUMAN23559	CAPO301839
OG0008051	HUMAN10716	CAPO306666
OG0008053	HUMAN26036	CAPO307475
OG0008055	HUMAN06710	CAPO304973
OG0008056	HUMAN29996	CAPO305715
OG0008060	HUMAN01458	CAPO301527
OG0008062	HUMAN09476	CAPO307985
OG0008069	HUMAN14189	CAPO302773
OG0008071	HUMAN01032	CAPO303085
OG0008072	HUMAN00396, HUMAN00395	CAPO304116
OG0008075	HUMAN29868	CAPO304938
OG0008077	HUMAN26662, HUMAN26661	CAPO303807
OG0008079	HUMAN27934	CAPO305873
OG0008083	HUMAN08783	CAPO305526
OG0008085	HUMAN02875	CAPO306772, CAPO306778
OG0008088	HUMAN08520, HUMAN08522, HUMAN08521	CAPO303270
OG0008091	HUMAN07361, HUMAN07360	CAPO301577
OG0008094	HUMAN11989	CAPO302837
OG0008098	HUMAN17004, HUMAN17003	CAPO301911
OG0008100	HUMAN00523	CAPO303437
OG0008103	HUMAN04801, HUMAN04800	CAPO302032
OG0008104	HUMAN03550, HUMAN03549, HUMAN03551	CAPO303964
OG0008105	HUMAN16819	CAPO301825
OG0008106	HUMAN20536, HUMAN20534	CAPO300930
OG0008109	HUMAN11770, HUMAN11769, HUMAN11771	CAPO302029
OG0008110	HUMAN17613	CAPO307398
OG0008111	HUMAN09690	CAPO300295
OG0008113	HUMAN14020	CAPO306004
OG0008117	HUMAN01737	CAPO307273
OG0008120	HUMAN00765	CAPO306854
OG0008125	HUMAN24198, HUMAN24197	CAPO301486
OG0008126	HUMAN01802	CAPO301598
OG0008136	HUMAN19121	CAPO306527
OG0008143	HUMAN23788, HUMAN23787	CAPO303100
OG0008201	HUMAN21455	CAPO303869
OG0008202	HUMAN02093	CAPO303070
OG0008203	HUMAN23819	CAPO300798
OG0008204	HUMAN11260	CAPO303341
OG0008206	HUMAN02339	CAPO300194
OG0008208	HUMAN20538	CAPO301623
OG0008219	HUMAN27873	CAPO303960
OG0008230	HUMAN08125	CAPO302415
OG0008234	HUMAN13620, HUMAN13618, HUMAN13619	CAPO303355
OG0008238	HUMAN16279	CAPO301578
OG0008239	HUMAN03298, HUMAN03297	CAPO300821
OG0008244	HUMAN10161	CAPO305920
OG0008247	HUMAN03620	CAPO301105
OG0008249	HUMAN14662	CAPO305940
OG0008251	HUMAN23749	CAPO306974
OG0008252	HUMAN23703	CAPO301636
OG0008254	HUMAN01824	CAPO307977
OG0008256	HUMAN16605, HUMAN16606	CAPO302660
OG0008260	HUMAN28949	CAPO300752
OG0008263	HUMAN04927	CAPO305878
OG0008266	HUMAN09367	CAPO300538
OG0008267	HUMAN06220, HUMAN06219	CAPO305434
OG0008268	HUMAN29112	CAPO307500
OG0008269	HUMAN21396	CAPO301506
OG0008270	HUMAN00750	CAPO300872
OG0008271	HUMAN14372	CAPO300716
OG0008272	HUMAN04358	CAPO308267
OG0008273	HUMAN11962, HUMAN11961	CAPO300883
OG0008281	HUMAN04744	CAPO304839
OG0008283	HUMAN07219	CAPO300148
OG0008295	HUMAN16821	CAPO301876
OG0008297	HUMAN19984, HUMAN19986, HUMAN19987, HUMAN19988	CAPO301044
OG0008299	HUMAN13022, HUMAN13020, HUMAN13021, HUMAN13019	CAPO302513
OG0008304	HUMAN07647, HUMAN07648	CAPO304565
OG0008305	HUMAN18437, HUMAN18436	CAPO307576
OG0008307	HUMAN06155	CAPO301267
OG0008308	HUMAN21349	CAPO301770
OG0008309	HUMAN02301, HUMAN02300, HUMAN02302	CAPO301941
OG0008313	HUMAN13284, HUMAN13283, HUMAN13285	CAPO305984
OG0008318	HUMAN08273	CAPO308255
OG0008323	HUMAN28595	CAPO307881
OG0008325	HUMAN11481, HUMAN11480	CAPO305284
OG0008327	HUMAN26707	CAPO305580
OG0008335	HUMAN14533	CAPO303407
OG0008336	HUMAN26835	CAPO301347
OG0008337	HUMAN21224, HUMAN21223	CAPO300735
OG0008339	HUMAN25678	CAPO307257
OG0008341	HUMAN08398	CAPO301643
OG0008343	HUMAN17178	CAPO302270
OG0008345	HUMAN09403	CAPO301947
OG0008346	HUMAN16797	CAPO307261
OG0008348	HUMAN18638	CAPO303902
OG0008349	HUMAN03709, HUMAN30461, HUMAN30460	CAPO301052
OG0008350	HUMAN25937	CAPO306988
OG0008351	HUMAN12466	CAPO307792
OG0008354	HUMAN11991	CAPO304881
OG0008358	HUMAN11319	CAPO306438
OG0008367	HUMAN03243	CAPO303697
OG0008369	HUMAN11855	CAPO301896
OG0008381	HUMAN17143	CAPO307305
OG0008386	HUMAN13311, HUMAN13310	CAPO306554
OG0008400	HUMAN14762	CAPO300651
OG0008401	HUMAN02443	CAPO304023
OG0008403	HUMAN00738	CAPO300621
OG0008404	HUMAN29395, HUMAN29394	CAPO307542
OG0008406	HUMAN00912	CAPO304896
OG0008416	HUMAN08501	CAPO300816
OG0008419	HUMAN16915, HUMAN16916	CAPO302047
OG0008422	HUMAN04849	CAPO301678
OG0008424	HUMAN23340	CAPO300325
OG0008427	HUMAN25438	CAPO300837
OG0008432	HUMAN21308	CAPO301824
OG0008437	HUMAN05070, HUMAN05068, HUMAN05069	CAPO305258
OG0008444	HUMAN04905, HUMAN04906	CAPO305551
OG0008448	HUMAN08260, HUMAN08263, HUMAN08262, HUMAN08261	CAPO302399
OG0008515	HUMAN28063	CAPO307779, CAPO305410
OG0008516	HUMAN09260, HUMAN09259	CAPO306989
OG0008524	HUMAN10821	CAPO305854
OG0008532	HUMAN04907	CAPO305346
OG0008533	HUMAN25516	CAPO306433
OG0008538	HUMAN23914	CAPO308019
OG0008540	HUMAN01647	CAPO306008
OG0008542	HUMAN14337, HUMAN14336	CAPO303728
OG0008546	HUMAN13748, HUMAN13749	CAPO306328
OG0008558	HUMAN04702	CAPO304939
OG0008570	HUMAN10481	CAPO306028
OG0008571	HUMAN11507	CAPO306528
OG0008572	HUMAN19525	CAPO302769
OG0008596	HUMAN25989	CAPO303431
OG0008601	HUMAN23784	CAPO308135
OG0008605	HUMAN17119, HUMAN17118	CAPO307450
OG0008616	HUMAN01525	CAPO300306
OG0008620	HUMAN28760	CAPO301626
OG0008626	HUMAN08220	CAPO305741
OG0008627	HUMAN23906, HUMAN23907	CAPO304143
OG0008633	HUMAN16826	CAPO307916
OG0008638	HUMAN27334	CAPO302585
OG0008639	HUMAN18858	CAPO304406
