Orthogroup	HUMAN	CAPO3
OG0005974	HUMAN02132	CAPO300269
OG0005975	HUMAN29764, HUMAN30591	CAPO301864
OG0005976	HUMAN18021	CAPO304330
OG0005977	HUMAN26922	CAPO302621
OG0005978	HUMAN12549, HUMAN12548	CAPO302579
OG0005981	HUMAN24436, HUMAN24437, HUMAN24439, HUMAN24438, HUMAN24435	CAPO305244
OG0005982	HUMAN23416	CAPO302153
OG0005983	HUMAN09153, HUMAN09152	CAPO305305
OG0005984	HUMAN23298, HUMAN23297	CAPO303854
OG0005985	HUMAN28784, HUMAN28783	CAPO305361
OG0005986	HUMAN04923	CAPO306131
OG0005987	HUMAN17615, HUMAN30224	CAPO307262
OG0005988	HUMAN03816, HUMAN03817, HUMAN03818	CAPO306075
OG0005989	HUMAN04205	CAPO304449
OG0005991	HUMAN27054, HUMAN27055	CAPO304070
OG0005993	HUMAN24934	CAPO301813
OG0005996	HUMAN28222, HUMAN28223	CAPO304073
OG0005997	HUMAN13831	CAPO307298
OG0005998	HUMAN19908, HUMAN19909	CAPO304281
OG0006000	HUMAN02530	CAPO304784
OG0006001	HUMAN09832, HUMAN09831	CAPO300287
OG0006002	HUMAN06869	CAPO300104
OG0006003	HUMAN14618	CAPO307004
OG0006005	HUMAN24132	CAPO300498
OG0006006	HUMAN22070	CAPO303456
OG0006008	HUMAN13449	CAPO304325
OG0006009	HUMAN28513	CAPO302680
OG0006011	HUMAN13059, HUMAN13057, HUMAN13058	CAPO305929
OG0006012	HUMAN09413, HUMAN09412	CAPO306003
OG0006013	HUMAN24739	CAPO306786
OG0006031	HUMAN09397, HUMAN09398, HUMAN09399, HUMAN23463, HUMAN23457, HUMAN23465, HUMAN23459, HUMAN23458, HUMAN23464	CAPO307805
OG0006059	HUMAN28374	CAPO306968
OG0006062	HUMAN10403, HUMAN10404, HUMAN10402	CAPO305933
OG0006063	HUMAN23816	CAPO300774
OG0006064	HUMAN23900, HUMAN23901	CAPO304870
OG0006065	HUMAN23399	CAPO301967
OG0006066	HUMAN21362	CAPO300852
OG0006069	HUMAN26614, HUMAN26615	CAPO305608
OG0006072	HUMAN17123, HUMAN17124	CAPO303438
OG0006073	HUMAN15872, HUMAN15873, HUMAN15874	CAPO303232
OG0006074	HUMAN08735	CAPO305192
OG0006075	HUMAN25111, HUMAN25113, HUMAN25112	CAPO300591
OG0006079	HUMAN10020	CAPO300122
OG0006081	HUMAN26915	CAPO304015
OG0006084	HUMAN22958, HUMAN22957	CAPO303975
OG0006085	HUMAN05831, HUMAN05833, HUMAN05832	CAPO306971
OG0006087	HUMAN09228, HUMAN09229	CAPO307633
OG0006090	HUMAN02549, HUMAN02551	CAPO303628
OG0006094	HUMAN21732, HUMAN21731	CAPO301083
OG0006095	HUMAN14590, HUMAN14591	CAPO308333, CAPO301147
OG0006096	HUMAN07332	CAPO305316
OG0006097	HUMAN08203	CAPO305425
OG0006098	HUMAN24463	CAPO300607
OG0006101	HUMAN09929, HUMAN09927	CAPO301377
OG0006103	HUMAN25641, HUMAN25642	CAPO308138
OG0006107	HUMAN06814	CAPO302627
OG0006108	HUMAN19308, HUMAN24804	CAPO302650
OG0006110	HUMAN00146	CAPO302693
OG0006111	HUMAN04097	CAPO304724
OG0006113	HUMAN27782	CAPO307626
OG0006114	HUMAN20879, HUMAN20880, HUMAN20878	CAPO304178
OG0006115	HUMAN25466	CAPO306466
OG0006116	HUMAN04926	CAPO304187
OG0006117	HUMAN13387	CAPO302456
OG0006118	HUMAN23165	CAPO306890
OG0006119	HUMAN22103, HUMAN22102	CAPO305308
OG0006121	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269	CAPO308090
OG0006122	HUMAN12964, HUMAN12963	CAPO302744
OG0006124	HUMAN17200, HUMAN17199	CAPO304805
OG0006125	HUMAN15346	CAPO306355
OG0006127	HUMAN11301	CAPO301362
OG0006128	HUMAN11291	CAPO301150
OG0006129	HUMAN22337	CAPO300938
OG0006131	HUMAN10340, HUMAN10341	CAPO303965
OG0006132	HUMAN03519	CAPO307591
OG0006133	HUMAN14157, HUMAN14158, HUMAN14156	CAPO304297
OG0006134	HUMAN23158, HUMAN23157	CAPO307652
OG0006135	HUMAN03432	CAPO307747
OG0006136	HUMAN22424, HUMAN17420	CAPO304577
OG0006137	HUMAN00743	CAPO303566
OG0006139	HUMAN06941	CAPO301488
OG0006140	HUMAN26387	CAPO301396
OG0006141	HUMAN09892	CAPO302378
OG0006144	HUMAN04932	CAPO307727
OG0006145	HUMAN00147	CAPO304370
OG0006147	HUMAN01348	CAPO306222
OG0006148	HUMAN23409, HUMAN23408	CAPO302407
OG0006149	HUMAN08668, HUMAN08667	CAPO301175
OG0006151	HUMAN00256	CAPO304128
OG0006152	HUMAN25623	CAPO306493
OG0006153	HUMAN22991	CAPO305107
OG0006155	HUMAN01881, HUMAN01880	CAPO301956
OG0006156	HUMAN26659	CAPO304652
OG0006158	HUMAN08816	CAPO307937
OG0006159	HUMAN18627	CAPO307030
OG0006160	HUMAN02882	CAPO304978
OG0006161	HUMAN26115, HUMAN26114, HUMAN26113	CAPO301615
OG0006162	HUMAN14160, HUMAN14159	CAPO300392
OG0006164	HUMAN04454, HUMAN04456	CAPO307640
OG0006168	HUMAN14603	CAPO306154
OG0006169	HUMAN05182	CAPO305149
OG0006176	HUMAN15034	CAPO304797
OG0006177	HUMAN04270, HUMAN04269	CAPO306017
OG0006178	HUMAN24297	CAPO306742
OG0006179	HUMAN19533, HUMAN19532, HUMAN19531, HUMAN19530	CAPO307840
OG0006180	HUMAN14035	CAPO308064
OG0006181	HUMAN15352	CAPO308207
OG0006182	HUMAN12689	CAPO300329
OG0006183	HUMAN20217, HUMAN20218	CAPO306749
OG0006185	HUMAN27818	CAPO301640
OG0006186	HUMAN21213, HUMAN21214	CAPO304672
OG0006187	HUMAN01890	CAPO303722
OG0006188	HUMAN28717	CAPO307979
OG0006190	HUMAN01849, HUMAN01850, HUMAN01851, HUMAN01852, HUMAN01848	CAPO304791
OG0006191	HUMAN23679	CAPO301907
OG0006192	HUMAN17512	CAPO308099
OG0006195	HUMAN10454, HUMAN10455	CAPO308346, CAPO305489
OG0006196	HUMAN21725	CAPO304854
OG0006198	HUMAN03715	CAPO306368
OG0006199	HUMAN10536	CAPO307861
OG0006200	HUMAN23006, HUMAN23007, HUMAN23008	CAPO306047
OG0006202	HUMAN08133	CAPO307311
OG0006204	HUMAN18056	CAPO307074
OG0006205	HUMAN30034	CAPO306928
OG0006206	HUMAN02535, HUMAN02536, HUMAN08296	CAPO308060
OG0006209	HUMAN23230, HUMAN23231	CAPO303208
OG0006210	HUMAN23180	CAPO301051
OG0006211	HUMAN06304	CAPO305755
OG0006213	HUMAN21555	CAPO301176
OG0006214	HUMAN07072	CAPO305313
OG0006216	HUMAN14806	CAPO304328
OG0006225	HUMAN25075	CAPO307529
OG0006226	HUMAN23414	CAPO303955
OG0006227	HUMAN17359	CAPO304192
OG0006229	HUMAN22948	CAPO306729
OG0006230	HUMAN17688	CAPO303003
OG0006233	HUMAN21229, HUMAN21231	CAPO307263
OG0006234	HUMAN01013	CAPO305546
OG0006235	HUMAN06038	CAPO300217
OG0006237	HUMAN00401	CAPO302524
OG0006239	HUMAN11201	CAPO305262
OG0006243	HUMAN30316, HUMAN30317, HUMAN28619	CAPO301646
OG0006244	HUMAN07280	CAPO306900
OG0006245	HUMAN18087	CAPO307777
OG0006248	HUMAN30385	CAPO307601
OG0006249	HUMAN11927	CAPO304667
OG0006250	HUMAN23876	CAPO301165
OG0006251	HUMAN12332	CAPO302342
OG0006252	HUMAN05954, HUMAN05956, HUMAN05955	CAPO304131
OG0006253	HUMAN01544	CAPO307341
OG0006254	HUMAN20127, HUMAN20128	CAPO305073
OG0006257	HUMAN18727, HUMAN18726	CAPO305440
OG0006258	HUMAN14002	CAPO300398
OG0006260	HUMAN20497	CAPO300587
OG0006261	HUMAN26805	CAPO305676
OG0006262	HUMAN20747	CAPO307596
OG0006263	HUMAN14070, HUMAN14069, HUMAN14068	CAPO307994
OG0006264	HUMAN07077	CAPO304943
OG0006267	HUMAN22613, HUMAN22612	CAPO300629
OG0006268	HUMAN29838	CAPO305663
OG0006271	HUMAN17447, HUMAN17446	CAPO306714
OG0006272	HUMAN13896, HUMAN13895, HUMAN13894	CAPO300074
OG0006275	HUMAN02519	CAPO304219
OG0006276	HUMAN03057	CAPO306041
OG0006277	HUMAN12337	CAPO307602
OG0006278	HUMAN00416	CAPO305153
OG0006279	HUMAN19507	CAPO307288
OG0006280	HUMAN25747	CAPO308182
OG0006281	HUMAN00064, HUMAN00065	CAPO302129
OG0006284	HUMAN14241	CAPO301681
OG0006285	HUMAN18055, HUMAN18054	CAPO301258
OG0006286	HUMAN27261	CAPO304212
OG0006287	HUMAN18673	CAPO302795
OG0006288	HUMAN07138	CAPO300129
OG0006289	HUMAN21130	CAPO306652
OG0006291	HUMAN01280	CAPO308081
OG0006293	HUMAN07177	CAPO307067
OG0006294	HUMAN08808	CAPO301151
OG0006295	HUMAN26422	CAPO307143
OG0006297	HUMAN20419	CAPO301937
OG0006298	HUMAN06371	CAPO306805
OG0006299	HUMAN00504	CAPO305899
OG0006301	HUMAN09238	CAPO306072
OG0006305	HUMAN03641	CAPO303850
OG0006306	HUMAN00547	CAPO303905
OG0006309	HUMAN06820	CAPO304441
OG0006311	HUMAN06167	CAPO300748
OG0006313	HUMAN00601, HUMAN00602, HUMAN00603	CAPO306539
OG0006314	HUMAN01546	CAPO308085, CAPO301326
OG0006317	HUMAN01667, HUMAN01666, HUMAN01665	CAPO301551
OG0006319	HUMAN04099	CAPO306239
OG0006320	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778	CAPO303864
OG0006322	HUMAN20861	CAPO305971
OG0006323	HUMAN07594	CAPO300361
OG0006324	HUMAN27779, HUMAN27778	CAPO307431
OG0006329	HUMAN17356	CAPO306283
OG0006330	HUMAN09633, HUMAN09634	CAPO301590
OG0006331	HUMAN15803, HUMAN15802	CAPO301721
OG0006332	HUMAN04311	CAPO306801
OG0006334	HUMAN14773	CAPO302140
OG0006335	HUMAN06483, HUMAN06484	CAPO305790
OG0006338	HUMAN01207, HUMAN01206	CAPO300367
OG0006339	HUMAN07408, HUMAN07407	CAPO306751
OG0006340	HUMAN03191	CAPO306725
OG0006341	HUMAN14510	CAPO303256
OG0006344	HUMAN28604	CAPO307345
OG0006346	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485	CAPO305832
OG0006347	HUMAN06637	CAPO305184
OG0006349	HUMAN28443, HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437	CAPO304057
OG0006350	HUMAN23687, HUMAN23686, HUMAN23685	CAPO302433
OG0006352	HUMAN28597	CAPO301346
OG0006353	HUMAN15771	CAPO301517
OG0006355	HUMAN21127	CAPO307129
OG0006356	HUMAN12205, HUMAN12204	CAPO305164
OG0006358	HUMAN26475	CAPO303299
OG0006359	HUMAN01182	CAPO300583
OG0006360	HUMAN06791	CAPO304103
OG0006361	HUMAN11009, HUMAN11008	CAPO308070
OG0006362	HUMAN00550	CAPO308308
OG0006363	HUMAN04865	CAPO301002
OG0006365	HUMAN17577, HUMAN30443	CAPO300671
OG0006370	HUMAN27328	CAPO300348
OG0006372	HUMAN05301	CAPO304608
OG0006375	HUMAN10310, HUMAN10309	CAPO306256
OG0006377	HUMAN23254	CAPO307494
OG0006378	HUMAN22618	CAPO304918
OG0006381	HUMAN06920, HUMAN30425, HUMAN06919	CAPO301472
OG0006382	HUMAN08590, HUMAN08589	CAPO307026
OG0006383	HUMAN19516	CAPO303174
OG0006384	HUMAN14670, HUMAN14669, HUMAN14668, HUMAN14666, HUMAN14667	CAPO305941
OG0006385	HUMAN04983	CAPO301074
OG0006386	HUMAN03914, HUMAN03913	CAPO303165
OG0006387	HUMAN19461, HUMAN19462, HUMAN00501	CAPO306319
OG0006389	HUMAN29747, HUMAN25835	CAPO302170
OG0006390	HUMAN02874, HUMAN02872, HUMAN02873	CAPO308093
OG0006392	HUMAN01485	CAPO305806
OG0006394	HUMAN20260, HUMAN20262, HUMAN20261	CAPO302470
OG0006395	HUMAN18809, HUMAN18808	CAPO300149
OG0006399	HUMAN07113, HUMAN07112, HUMAN07111	CAPO307228
OG0006443	HUMAN04869	CAPO300234
OG0006447	HUMAN29322, HUMAN29323	CAPO302283
OG0006448	HUMAN23211	CAPO301094
OG0006449	HUMAN28069	CAPO305961
OG0006456	HUMAN14116, HUMAN14117, HUMAN14118	CAPO300992
OG0006457	HUMAN14767	CAPO306648
OG0006459	HUMAN09471	CAPO307843
OG0006460	HUMAN02631, HUMAN02632	CAPO308313
OG0006461	HUMAN20951	CAPO306350
OG0006462	HUMAN20252	CAPO300662
OG0006464	HUMAN30209, HUMAN22027	CAPO307754
OG0006465	HUMAN02673	CAPO307052
OG0006467	HUMAN17163, HUMAN17162	CAPO301292
OG0006468	HUMAN28005	CAPO303390
OG0006469	HUMAN12113	CAPO302486
OG0006470	HUMAN22261	CAPO300984
OG0006471	HUMAN18729	CAPO303440
OG0006474	HUMAN19727	CAPO300155
OG0006475	HUMAN26136	CAPO301888
OG0006476	HUMAN07555, HUMAN07556	CAPO300216
OG0006478	HUMAN14445	CAPO301079
OG0006479	HUMAN00009	CAPO304002
OG0006480	HUMAN03645	CAPO300197
OG0006481	HUMAN05570, HUMAN20279	CAPO307580
OG0006482	HUMAN08453	CAPO305654
OG0006485	HUMAN04789	CAPO307612
OG0006487	HUMAN20882	CAPO300649
OG0006488	HUMAN15844	CAPO301772
OG0006490	HUMAN07030	CAPO301539
OG0006491	HUMAN13791, HUMAN13790	CAPO300606
OG0006493	HUMAN05189, HUMAN05188, HUMAN05190	CAPO306548
OG0006496	HUMAN02167, HUMAN02168	CAPO304473
OG0006498	HUMAN29984	CAPO301440
OG0006501	HUMAN15460	CAPO307734
OG0006502	HUMAN12374, HUMAN12375	CAPO301087
OG0006503	HUMAN27658	CAPO304660
OG0006504	HUMAN26364	CAPO302154
OG0006505	HUMAN02985, HUMAN02984	CAPO301510
OG0006507	HUMAN17635, HUMAN17633, HUMAN17634	CAPO301032
OG0006508	HUMAN22149	CAPO301635
OG0006509	HUMAN22918, HUMAN22917	CAPO304681
OG0006510	HUMAN19222	CAPO300081
OG0006512	HUMAN20060, HUMAN20059	CAPO301701
OG0006514	HUMAN22995	CAPO304095
OG0006515	HUMAN08961	CAPO306459
OG0006516	HUMAN09318	CAPO305607
OG0006517	HUMAN13704	CAPO300477
OG0006519	HUMAN02478, HUMAN02479	CAPO308006
OG0006520	HUMAN07570	CAPO300668
OG0006523	HUMAN15810, HUMAN15811	CAPO302914
OG0006526	HUMAN28412	CAPO303623
OG0006532	HUMAN14164	CAPO304147
OG0006534	HUMAN03548, HUMAN03546, HUMAN03547	CAPO305714
OG0006536	HUMAN14779	CAPO305735
OG0006538	HUMAN17787	CAPO305091
OG0006540	HUMAN30223	CAPO304760
OG0006541	HUMAN23369	CAPO302376, CAPO304688, CAPO300243
OG0006542	HUMAN07571	CAPO305168
OG0006543	HUMAN25209	CAPO305452
OG0006544	HUMAN18899	CAPO306101
OG0006545	HUMAN29010, HUMAN29009	CAPO307929
OG0006546	HUMAN08888	CAPO305234
OG0006547	HUMAN06438	CAPO301259
OG0006549	HUMAN06269	CAPO306040
OG0006550	HUMAN02858	CAPO307487
OG0006552	HUMAN23496	CAPO301957
OG0006553	HUMAN25917	CAPO308128
OG0006554	HUMAN07135	CAPO306525
OG0006555	HUMAN18243, HUMAN18244	CAPO305951
OG0006556	HUMAN25766	CAPO304941
OG0006557	HUMAN19957	CAPO300124
OG0006561	HUMAN08528, HUMAN08523	CAPO300890
OG0006562	HUMAN30594	CAPO303607
OG0006566	HUMAN12988	CAPO303944
OG0006568	HUMAN25683	CAPO303043
OG0006569	HUMAN17062	CAPO300856
OG0006570	HUMAN24735	CAPO302571
OG0006571	HUMAN23449	CAPO306740
OG0006572	HUMAN00888, HUMAN00887, HUMAN00889	CAPO302175
OG0006573	HUMAN12290, HUMAN12289	CAPO306413
OG0006575	HUMAN29420, HUMAN29419	CAPO304950
OG0006577	HUMAN05518, HUMAN05517	CAPO300858
OG0006578	HUMAN22134	CAPO303393
OG0006580	HUMAN12502, HUMAN12504	CAPO306179
OG0006581	HUMAN09574	CAPO300223
OG0006583	HUMAN25717	CAPO308147
OG0006584	HUMAN20560	CAPO304380
OG0006586	HUMAN11398	CAPO300241
OG0006590	HUMAN05824, HUMAN05823	CAPO304634
OG0006591	HUMAN28224	CAPO306654
OG0006592	HUMAN01445	CAPO302105
OG0006594	HUMAN10868, HUMAN10810	CAPO305352
OG0006595	HUMAN03332	CAPO306726
OG0006596	HUMAN19063, HUMAN19062	CAPO305496
OG0006597	HUMAN30289	CAPO306143
OG0006598	HUMAN28610	CAPO303505
OG0006600	HUMAN13359, HUMAN13358	CAPO300993
OG0006602	HUMAN14818	CAPO306545
OG0006603	HUMAN11393	CAPO305246
OG0006604	HUMAN11730, HUMAN11731	CAPO301632
OG0006606	HUMAN11489, HUMAN11491, HUMAN11490	CAPO300627, CAPO305047
OG0006607	HUMAN00747, HUMAN00746	CAPO302836
OG0006608	HUMAN21771, HUMAN21770	CAPO304829
OG0006609	HUMAN27322	CAPO304156
OG0006610	HUMAN10217	CAPO305635
OG0006611	HUMAN06625	CAPO303370
OG0006612	HUMAN14429, HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427	CAPO303674
OG0006613	HUMAN09458, HUMAN09457, HUMAN09459	CAPO305926
OG0006614	HUMAN06112, HUMAN06113	CAPO307923
OG0006615	HUMAN13872	CAPO300892
OG0006617	HUMAN16554, HUMAN16553	CAPO304084
OG0006617	HUMAN16555	CAPO306322
OG0006619	HUMAN24501	CAPO305225
OG0006622	HUMAN28527, HUMAN29955	CAPO307274
OG0006625	HUMAN18256	CAPO304287
OG0006627	HUMAN13668, HUMAN13665, HUMAN13667	CAPO300634
OG0006630	HUMAN09502	CAPO301318
OG0006631	HUMAN17541	CAPO302816
OG0006633	HUMAN24475	CAPO306794
OG0006636	HUMAN16299	CAPO304383
OG0006637	HUMAN13012	CAPO304312
OG0006638	HUMAN28340, HUMAN28339	CAPO302167
OG0006640	HUMAN22776	CAPO308241
OG0006642	HUMAN03282	CAPO303206
OG0006646	HUMAN10004	CAPO308061
OG0006648	HUMAN25312	CAPO300638
OG0006651	HUMAN19384	CAPO306376
OG0006655	HUMAN23490	CAPO306982
OG0006657	HUMAN07133	CAPO304665
OG0006658	HUMAN08547	CAPO301723
OG0006662	HUMAN05526	CAPO305585
OG0006663	HUMAN18303	CAPO301399
OG0006664	HUMAN23221	CAPO302941
OG0006666	HUMAN28875	CAPO301682
OG0006667	HUMAN09839	CAPO305573
OG0006668	HUMAN17409	CAPO301053
OG0006669	HUMAN23253	CAPO301280
OG0006670	HUMAN02070, HUMAN02071	CAPO306366
OG0006673	HUMAN18662, HUMAN18663	CAPO302685
OG0006677	HUMAN16360, HUMAN16361	CAPO304250
OG0006678	HUMAN13325, HUMAN13324	CAPO300092
OG0006680	HUMAN18867	CAPO301748
OG0006681	HUMAN27423, HUMAN27424	CAPO305354
OG0006684	HUMAN26898, HUMAN26899, HUMAN26900	CAPO305512
OG0006686	HUMAN29261	CAPO307531
OG0006690	HUMAN01353	CAPO302172
OG0006691	HUMAN12920, HUMAN12921	CAPO305670
OG0006692	HUMAN12863, HUMAN12864	CAPO302647
OG0006693	HUMAN22772, HUMAN22771, HUMAN22773	CAPO302616
OG0006694	HUMAN25673	CAPO302438
OG0006695	HUMAN05347, HUMAN05346	CAPO302533
OG0006696	HUMAN17071, HUMAN08548	CAPO303681
OG0006698	HUMAN28004	CAPO305852
OG0006702	HUMAN00468	CAPO307269
OG0006703	HUMAN27810	CAPO302601
OG0006704	HUMAN01256	CAPO305136
OG0006706	HUMAN01180	CAPO303773
OG0006707	HUMAN20459, HUMAN20457, HUMAN20458	CAPO304129
OG0006708	HUMAN28636, HUMAN28634, HUMAN28635	CAPO304327
OG0006709	HUMAN17844, HUMAN17845, HUMAN17846	CAPO302993
OG0006710	HUMAN28677	CAPO307958
OG0006712	HUMAN19027	CAPO307469
OG0006714	HUMAN24242, HUMAN24241	CAPO301000
OG0006716	HUMAN28602, HUMAN28603, HUMAN28601	CAPO302196
OG0006717	HUMAN04735	CAPO305633
OG0006718	HUMAN03526	CAPO306293
OG0006719	HUMAN12021	CAPO302454
OG0006721	HUMAN15069, HUMAN15065	CAPO307315
OG0006722	HUMAN10116	CAPO304555
OG0006723	HUMAN01452	CAPO300019
OG0006724	HUMAN00251, HUMAN00252	CAPO300231
OG0006725	HUMAN20956	CAPO301206
OG0006726	HUMAN25679	CAPO303375
OG0006727	HUMAN25384	CAPO306447
OG0006728	HUMAN13864, HUMAN13865	CAPO303411
OG0006729	HUMAN23307	CAPO302448
OG0006730	HUMAN01413	CAPO307696
OG0006732	HUMAN17586	CAPO301757
OG0006733	HUMAN04919	CAPO306420
OG0006735	HUMAN06599	CAPO307764
OG0006736	HUMAN20713	CAPO301670
OG0006737	HUMAN10669	CAPO302977
OG0006738	HUMAN17555, HUMAN17554	CAPO305285
OG0006740	HUMAN08566, HUMAN08565, HUMAN08564, HUMAN08563	CAPO304581
OG0006741	HUMAN20918	CAPO306132
OG0006745	HUMAN21637	CAPO304913
OG0006750	HUMAN16679	CAPO306076
OG0006751	HUMAN04997, HUMAN04996	CAPO305160
OG0006752	HUMAN05470	CAPO301753
OG0006753	HUMAN08651	CAPO304199
OG0006754	HUMAN28391	CAPO307231
OG0006755	HUMAN17392	CAPO304099
OG0006757	HUMAN15606, HUMAN15607, HUMAN15605	CAPO308250
OG0006758	HUMAN20524	CAPO303486
OG0006759	HUMAN06777	CAPO301178
OG0006760	HUMAN23407	CAPO300357
OG0006766	HUMAN30336	CAPO300327
OG0006769	HUMAN03966	CAPO304104
OG0006772	HUMAN17212	CAPO306103
OG0006775	HUMAN25975	CAPO303956
OG0006776	HUMAN12695, HUMAN12694	CAPO307354, CAPO307229
OG0006777	HUMAN15487	CAPO308320
OG0006791	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238	CAPO302265
OG0006796	HUMAN04215	CAPO306698, CAPO305329
OG0006826	HUMAN23918	CAPO306575
OG0006827	HUMAN01037	CAPO306579
OG0006830	HUMAN12476	CAPO304885
OG0006833	HUMAN11220	CAPO307011
OG0006838	HUMAN10291	CAPO304346
OG0006842	HUMAN14862	CAPO303033
OG0006843	HUMAN28655	CAPO301783
OG0006844	HUMAN09468	CAPO303858
OG0006845	HUMAN04886, HUMAN04887	CAPO304222
OG0006846	HUMAN08740, HUMAN08738	CAPO305985, CAPO301436
OG0006848	HUMAN03233, HUMAN23824	CAPO302750
OG0006849	HUMAN16918	CAPO306709
OG0006850	HUMAN22748, HUMAN22746, HUMAN22747	CAPO300307
OG0006853	HUMAN06735	CAPO305011
OG0006856	HUMAN10703, HUMAN10702, HUMAN10701	CAPO306926
OG0006857	HUMAN29746, HUMAN29745, HUMAN29744	CAPO304592
OG0006860	HUMAN11386	CAPO304880
OG0006862	HUMAN08983	CAPO306834
OG0006864	HUMAN10411	CAPO300266
OG0006865	HUMAN07621	CAPO300579
OG0006867	HUMAN16895	CAPO304561
OG0006868	HUMAN20940	CAPO304824
OG0006869	HUMAN21448, HUMAN21447	CAPO303718
OG0006870	HUMAN17467, HUMAN17468	CAPO305471
OG0006872	HUMAN11636	CAPO305763, CAPO306267
OG0006874	HUMAN21129	CAPO303002
OG0006875	HUMAN05504	CAPO300245
OG0006876	HUMAN01056	CAPO301384
OG0006877	HUMAN09886	CAPO303758
OG0006880	HUMAN21476	CAPO300637
OG0006881	HUMAN04095	CAPO307302
OG0006886	HUMAN29974	CAPO308008
OG0006887	HUMAN12500	CAPO303330
OG0006888	HUMAN25053	CAPO300481
OG0006889	HUMAN11509	CAPO305411
OG0006890	HUMAN03527	CAPO301774
OG0006892	HUMAN18023	CAPO306271
OG0006893	HUMAN13212, HUMAN13211, HUMAN13213	CAPO308281
OG0006894	HUMAN13291, HUMAN13290	CAPO305493
OG0006895	HUMAN03555	CAPO305321
OG0006897	HUMAN23447	CAPO305270
OG0006898	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309	CAPO307616
OG0006901	HUMAN18029, HUMAN18028	CAPO301222
OG0006904	HUMAN22374	CAPO301235
OG0006906	HUMAN11694	CAPO307116
OG0006912	HUMAN02108, HUMAN02109	CAPO306387
OG0006914	HUMAN28656	CAPO302212
OG0006915	HUMAN15921, HUMAN15920	CAPO305363
OG0006916	HUMAN11501	CAPO306266
OG0006918	HUMAN28188	CAPO303362
OG0006920	HUMAN07463	CAPO306461
OG0006923	HUMAN00553, HUMAN00554	CAPO302381
OG0006924	HUMAN23650	CAPO304320
OG0006925	HUMAN09328	CAPO306734
OG0006926	HUMAN00626	CAPO302796
OG0006926	HUMAN00625	CAPO303493
OG0006927	HUMAN14265	CAPO303700
OG0006930	HUMAN28830	CAPO301522
OG0006931	HUMAN27632, HUMAN27633	CAPO300460
OG0006932	HUMAN20250	CAPO305813
OG0006934	HUMAN07628	CAPO304656
OG0006935	HUMAN28718	CAPO305404
OG0006936	HUMAN03224	CAPO301255
OG0006937	HUMAN13657	CAPO300724
OG0006938	HUMAN20508, HUMAN20507	CAPO307064
OG0006939	HUMAN00665	CAPO300423
OG0006940	HUMAN12720, HUMAN12719	CAPO308295
OG0006942	HUMAN04879, HUMAN04878	CAPO305131
OG0006943	HUMAN03534	CAPO300653
OG0006944	HUMAN20962	CAPO301423
OG0006945	HUMAN18030	CAPO304257
OG0006947	HUMAN13223, HUMAN13224, HUMAN25930	CAPO303778
OG0006948	HUMAN20132, HUMAN20131	CAPO307507
OG0006949	HUMAN09677	CAPO300866
OG0006951	HUMAN26563	CAPO302915
OG0006952	HUMAN29995, HUMAN28013	CAPO308002
OG0006953	HUMAN11732	CAPO302825
OG0006957	HUMAN24327	CAPO304410
OG0006959	HUMAN02003	CAPO305847
OG0006960	HUMAN21367	CAPO306688
OG0006962	HUMAN00835, HUMAN00834	CAPO307572
OG0006964	HUMAN25417	CAPO306352
OG0006966	HUMAN21659	CAPO304695
OG0006967	HUMAN20241	CAPO303820
OG0006968	HUMAN28378	CAPO301435
OG0006969	HUMAN22092, HUMAN22091	CAPO306618
OG0006970	HUMAN04563	CAPO304851
OG0006971	HUMAN07273	CAPO303658
OG0006973	HUMAN25475	CAPO306305
OG0006975	HUMAN00754	CAPO306893
OG0006977	HUMAN21112	CAPO305268
OG0006978	HUMAN23552	CAPO304336
OG0006979	HUMAN09404	CAPO300168
OG0006980	HUMAN21874	CAPO305562
OG0006982	HUMAN18636, HUMAN18637	CAPO305716
OG0006983	HUMAN00205, HUMAN00204	CAPO300916
OG0006989	HUMAN18220	CAPO302679
OG0006990	HUMAN03535, HUMAN03537, HUMAN03536	CAPO300763
OG0006991	HUMAN19260	CAPO303392
OG0006992	HUMAN03662	CAPO305740
OG0006993	HUMAN18314, HUMAN18313	CAPO305954
OG0006994	HUMAN17956	CAPO306564
OG0006995	HUMAN20603	CAPO306435
OG0006997	HUMAN20334, HUMAN20333, HUMAN20332	CAPO304873
OG0006998	HUMAN13149	CAPO301390
OG0006999	HUMAN28121	CAPO303913
OG0007001	HUMAN06080	CAPO305444
OG0007002	HUMAN29202	CAPO304225
OG0007003	HUMAN15197	CAPO302304
OG0007005	HUMAN26374	CAPO303654
OG0007007	HUMAN05696, HUMAN05695	CAPO302408
OG0007009	HUMAN28810	CAPO305960
OG0007010	HUMAN22418	CAPO301780
OG0007011	HUMAN05430	CAPO301128
OG0007012	HUMAN22710	CAPO304946
