Orthogroup	BRALA	HUMAN
OG0000101	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970	HUMAN06575, HUMAN06643, HUMAN06644, HUMAN06642, HUMAN17830
OG0000102	BRALA25931	HUMAN08946, HUMAN02473
OG0000102	BRALA10017, BRALA10010, BRALA10018, BRALA10013, BRALA10014	HUMAN29446, HUMAN29103
OG0000103	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033	HUMAN12034, HUMAN12033, HUMAN12032, HUMAN12035, HUMAN12031, HUMAN12036, HUMAN08164, HUMAN08165, HUMAN21265, HUMAN18888
OG0000104	BRALA24676, BRALA24677	HUMAN05724, HUMAN19523
OG0000104	BRALA26650	HUMAN26011, HUMAN26009, HUMAN26010, HUMAN21916, HUMAN21915, HUMAN12742
OG0000104	BRALA24675	HUMAN05721, HUMAN19524, HUMAN05723, HUMAN05722
OG0000104	BRALA25097, BRALA25098	HUMAN19373
OG0000104	BRALA20458, BRALA20457	HUMAN02405, HUMAN02404, HUMAN06960, HUMAN29799
OG0000106	BRALA03304, BRALA03303, BRALA03302, BRALA03305	HUMAN11182, HUMAN29629, HUMAN29628, HUMAN11556, HUMAN27976, HUMAN27977, HUMAN27979, HUMAN27978
OG0000106	BRALA17617	HUMAN27844
OG0000106	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367	HUMAN01589, HUMAN09602
OG0000107	BRALA27567	HUMAN24603
OG0000107	BRALA20703, BRALA11727, BRALA20699, BRALA27541, BRALA06411, BRALA06451, BRALA29902, BRALA06432	HUMAN24662
OG0000107	BRALA27535, BRALA25259	HUMAN01570
OG0000107	BRALA06418, BRALA20696	HUMAN24618
OG0000107	BRALA27546, BRALA27562	HUMAN24633
OG0000107	BRALA06444	HUMAN24628, HUMAN24622
OG0000107	BRALA31407	HUMAN24661
OG0000108	BRALA10855	HUMAN12801, HUMAN02912, HUMAN06356, HUMAN17551
OG0000110	BRALA16587	HUMAN07521, HUMAN12253, HUMAN12252
OG0000111	BRALA29475, BRALA06649, BRALA13382	HUMAN10226, HUMAN20105, HUMAN13252
OG0000111	BRALA01140, BRALA16920, BRALA06787, BRALA06786, BRALA05323, BRALA06788, BRALA06341	HUMAN08327, HUMAN18760
OG0000111	BRALA16169, BRALA10270	HUMAN30250
OG0000113	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149	HUMAN00919
OG0000113	BRALA34204	HUMAN26991
OG0000114	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610	HUMAN22220, HUMAN22219, HUMAN00197, HUMAN00198, HUMAN00199
OG0000115	BRALA01364, BRALA23361	HUMAN20341
OG0000116	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197	HUMAN01486
OG0000117	BRALA32508, BRALA05492	HUMAN01029
OG0000117	BRALA19489	HUMAN04356, HUMAN04357
OG0000117	BRALA26376	HUMAN14532
OG0000119	BRALA06707, BRALA09190	HUMAN17875, HUMAN06568, HUMAN12949
OG0000119	BRALA09113, BRALA09057, BRALA09056	HUMAN17960, HUMAN06534, HUMAN02909, HUMAN12779
OG0000119	BRALA14028, BRALA14029	HUMAN17940, HUMAN20669
OG0000120	BRALA18993	HUMAN26557
OG0000121	BRALA03924, BRALA20434, BRALA03923	HUMAN23092, HUMAN03659
OG0000121	BRALA02169	HUMAN18067
OG0000122	BRALA04629	HUMAN12772, HUMAN27264, HUMAN18288
OG0000123	BRALA16281	HUMAN22221, HUMAN24254
OG0000123	BRALA11475	HUMAN03664, HUMAN27696, HUMAN24043
OG0000123	BRALA11471	HUMAN24040, HUMAN24041
OG0000123	BRALA22355	HUMAN24256
OG0000124	BRALA05628	HUMAN00442, HUMAN00443
OG0000124	BRALA26268	HUMAN08498, HUMAN16926
OG0000124	BRALA23466	HUMAN09305, HUMAN02618
OG0000125	BRALA07049	HUMAN12557, HUMAN20597
OG0000125	BRALA11353	HUMAN20601, HUMAN20600, HUMAN12568, HUMAN12567, HUMAN12566, HUMAN06479, HUMAN06480
OG0000125	BRALA11356	HUMAN20598, HUMAN20599, HUMAN12556
OG0000126	BRALA11509	HUMAN22375, HUMAN24176, HUMAN09168
OG0000126	BRALA11885	HUMAN07493, HUMAN22359
OG0000126	BRALA21733	HUMAN14005, HUMAN14232, HUMAN14231, HUMAN01769, HUMAN01768, HUMAN09480
OG0000127	BRALA25100, BRALA25099	HUMAN11945
OG0000127	BRALA35668, BRALA34921	HUMAN07859, HUMAN30409, HUMAN21844
OG0000127	BRALA06066	HUMAN21549, HUMAN07766
OG0000127	BRALA17083	HUMAN24572, HUMAN16589, HUMAN18562
OG0000127	BRALA16654	HUMAN27422, HUMAN19318
OG0000127	BRALA06242	HUMAN20144, HUMAN20145, HUMAN13245
OG0000128	BRALA21885, BRALA21891, BRALA03636	HUMAN04854, HUMAN04855
OG0000128	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136	HUMAN04482, HUMAN05330, HUMAN05329
OG0000128	BRALA31378	HUMAN21997
OG0000129	BRALA31934, BRALA31933, BRALA13415, BRALA13416	HUMAN02545, HUMAN04877, HUMAN25129, HUMAN02543, HUMAN15464, HUMAN02634, HUMAN09344
OG0000129	BRALA11658	HUMAN05233, HUMAN30228
OG0000129	BRALA33036, BRALA19532, BRALA15020, BRALA27240	HUMAN18494, HUMAN18495
OG0000130	BRALA07214	HUMAN22786
OG0000130	BRALA03425	HUMAN25167
OG0000130	BRALA22517	HUMAN26940, HUMAN21484
OG0000130	BRALA06672, BRALA27303	HUMAN03377
OG0000131	BRALA24562	HUMAN19899
OG0000131	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869	HUMAN18503, HUMAN18504
OG0000132	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414	HUMAN24615, HUMAN24626, HUMAN24666, HUMAN24609, HUMAN24612, HUMAN24601
OG0000132	BRALA11245	HUMAN20126
OG0000133	BRALA22999	HUMAN27246, HUMAN27250, HUMAN27247, HUMAN27249, HUMAN27245, HUMAN27244, HUMAN27243
OG0000136	BRALA07227	HUMAN24844, HUMAN03600
OG0000137	BRALA21689, BRALA16648	HUMAN28180, HUMAN25590, HUMAN25594
OG0000137	BRALA28974, BRALA04537	HUMAN23088
OG0000137	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017	HUMAN13481
OG0000137	BRALA25430, BRALA25424, BRALA35631, BRALA30028	HUMAN25150, HUMAN25149
OG0000140	BRALA29786, BRALA10378, BRALA12987, BRALA12988	HUMAN03912, HUMAN03911, HUMAN03907, HUMAN06859, HUMAN04225
OG0000140	BRALA12989	HUMAN06860, HUMAN05842, HUMAN03908
OG0000141	BRALA24485	HUMAN22385, HUMAN08585
OG0000141	BRALA23794, BRALA23795	HUMAN22634, HUMAN07824
OG0000141	BRALA03140, BRALA03139, BRALA03141	HUMAN27964, HUMAN30567
OG0000145	BRALA23325	HUMAN15368
OG0000145	BRALA28773	HUMAN15367
OG0000147	BRALA19565	HUMAN11823, HUMAN00217
OG0000147	BRALA33037	HUMAN18499, HUMAN00218
OG0000147	BRALA16538	HUMAN02299
OG0000147	BRALA30660	HUMAN18714, HUMAN18712
OG0000148	BRALA09428	HUMAN30520, HUMAN20407, HUMAN26826, HUMAN02390, HUMAN02389
OG0000148	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051	HUMAN20409, HUMAN21158, HUMAN20413, HUMAN20412, HUMAN05377, HUMAN02391, HUMAN06229
OG0000149	BRALA04476, BRALA12518, BRALA28887	HUMAN10034, HUMAN23690
OG0000149	BRALA24371	HUMAN22790
OG0000151	BRALA00287	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973
OG0000151	BRALA30997	HUMAN01219
OG0000153	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299	HUMAN26709, HUMAN15537
OG0000155	BRALA16575	HUMAN25228, HUMAN25227, HUMAN25225, HUMAN00773, HUMAN00771
OG0000157	BRALA27057	HUMAN28808, HUMAN14307
OG0000157	BRALA28027	HUMAN20935, HUMAN26485, HUMAN01368
OG0000159	BRALA09776	HUMAN27903
OG0000159	BRALA12258	HUMAN25418
OG0000159	BRALA02682	HUMAN29307
OG0000159	BRALA07694, BRALA07731, BRALA07711	HUMAN04389, HUMAN23217, HUMAN11668
OG0000160	BRALA09740	HUMAN18884, HUMAN18883
OG0000160	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771	HUMAN19901, HUMAN19900, HUMAN19910, HUMAN19911, HUMAN18777, HUMAN19703, HUMAN19833, HUMAN19781
OG0000162	BRALA29217, BRALA32848, BRALA35892, BRALA35512, BRALA28170, BRALA34322, BRALA34430, BRALA35671, BRALA34178	HUMAN17808, HUMAN17813, HUMAN17807
OG0000163	BRALA16731, BRALA16733, BRALA16732	HUMAN20181, HUMAN13484
OG0000164	BRALA23092	HUMAN29509
OG0000164	BRALA01615	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006
OG0000165	BRALA31579	HUMAN22846, HUMAN23999
OG0000165	BRALA15293, BRALA22908, BRALA28975, BRALA34797	HUMAN27465, HUMAN07472, HUMAN30066
OG0000165	BRALA14596	HUMAN05822, HUMAN05073, HUMAN22589, HUMAN05074, HUMAN09475, HUMAN23325, HUMAN14142, HUMAN30404, HUMAN30403, HUMAN30402, HUMAN11922, HUMAN21957, HUMAN07815, HUMAN07814
OG0000167	BRALA00255	HUMAN19292, HUMAN19291
OG0000167	BRALA14209, BRALA17893, BRALA33074, BRALA33075	HUMAN18828, HUMAN27819, HUMAN27432, HUMAN00659, HUMAN00656, HUMAN25481, HUMAN00574, HUMAN18970, HUMAN13661
OG0000168	BRALA19184	HUMAN04351
OG0000168	BRALA01020	HUMAN14875, HUMAN23273, HUMAN01023
OG0000168	BRALA13286, BRALA13283	HUMAN28467
OG0000169	BRALA12580, BRALA14929, BRALA34193	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789
OG0000171	BRALA35313	HUMAN26251, HUMAN03748, HUMAN18622, HUMAN03747
OG0000171	BRALA10000	HUMAN26252
OG0000171	BRALA33750	HUMAN12335
OG0000171	BRALA28419	HUMAN06783, HUMAN06782
OG0000171	BRALA09972, BRALA09975, BRALA34620	HUMAN03531
OG0000171	BRALA11421, BRALA23749, BRALA04631	HUMAN22193
OG0000171	BRALA06721	HUMAN23027
OG0000172	BRALA23427, BRALA05075, BRALA09367, BRALA05284	HUMAN09786
OG0000172	BRALA19981	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598
OG0000173	BRALA05388	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381
OG0000174	BRALA01909	HUMAN27541, HUMAN27540, HUMAN22731
OG0000174	BRALA26657, BRALA29586	HUMAN13871, HUMAN18009
OG0000175	BRALA24671	HUMAN22641, HUMAN22640
OG0000175	BRALA14699, BRALA14698	HUMAN27918
OG0000175	BRALA21252, BRALA16465	HUMAN00274
OG0000179	BRALA13816	HUMAN01511, HUMAN01513, HUMAN01517, HUMAN01565, HUMAN01540, HUMAN01553, HUMAN01502, HUMAN26276, HUMAN03337, HUMAN03338
OG0000179	BRALA28779	HUMAN22996
OG0000180	BRALA18757	HUMAN21794
OG0000181	BRALA20263	HUMAN06327, HUMAN02594
OG0000181	BRALA09404	HUMAN26916, HUMAN21065
OG0000181	BRALA11436	HUMAN08369
OG0000182	BRALA04970	HUMAN09225
OG0000183	BRALA34386	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522
OG0000183	BRALA30657	HUMAN05463
OG0000184	BRALA24654	HUMAN02121
OG0000184	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543
OG0000185	BRALA17010	HUMAN06309, HUMAN06308, HUMAN21401
OG0000185	BRALA20218	HUMAN11020, HUMAN08224, HUMAN23184
OG0000185	BRALA09638	HUMAN16695
OG0000186	BRALA29207, BRALA31124	HUMAN00084
OG0000186	BRALA13620	HUMAN16942
OG0000186	BRALA13619	HUMAN02832
OG0000188	BRALA03655	HUMAN27535, HUMAN03482, HUMAN23029
OG0000190	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641	HUMAN01178, HUMAN29208, HUMAN01179, HUMAN29207
OG0000191	BRALA03962	HUMAN28068
OG0000191	BRALA07439	HUMAN28067, HUMAN19059, HUMAN16651, HUMAN00619
OG0000192	BRALA05274	HUMAN01281, HUMAN28989, HUMAN14173
OG0000192	BRALA02780	HUMAN29457
OG0000192	BRALA25029	HUMAN10321
OG0000193	BRALA29049	HUMAN05476
OG0000194	BRALA06145, BRALA06143, BRALA24202, BRALA32166, BRALA06144, BRALA05240, BRALA29709, BRALA24201, BRALA30621, BRALA19294, BRALA04421, BRALA06130, BRALA14291, BRALA14295, BRALA14297	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276
OG0000195	BRALA27202, BRALA33299, BRALA21846	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624
OG0000197	BRALA10216, BRALA29466, BRALA29467, BRALA15189, BRALA19566, BRALA04648	HUMAN09888, HUMAN01887, HUMAN09887
OG0000197	BRALA20671	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913
OG0000197	BRALA10218	HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959
OG0000198	BRALA09031, BRALA09030, BRALA09029	HUMAN07259, HUMAN00404, HUMAN00406, HUMAN00407, HUMAN00405, HUMAN00408, HUMAN10546
OG0000200	BRALA02802, BRALA02803, BRALA02804	HUMAN21772
OG0000201	BRALA11221	HUMAN25906, HUMAN20134
OG0000201	BRALA14937	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555
OG0000201	BRALA35564, BRALA31919, BRALA35436	HUMAN12208
OG0000201	BRALA24651	HUMAN12206, HUMAN19902
OG0000202	BRALA14447	HUMAN12787, HUMAN26515, HUMAN18114
OG0000202	BRALA31830, BRALA31826	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794
OG0000203	BRALA06689	HUMAN23097
OG0000203	BRALA14737	HUMAN27942, HUMAN25548, HUMAN00779
OG0000203	BRALA25872, BRALA05551, BRALA14396, BRALA14391, BRALA25871, BRALA14399	HUMAN21966, HUMAN00014
OG0000204	BRALA20764	HUMAN05840, HUMAN05075
OG0000204	BRALA02474	HUMAN04275, HUMAN06256
OG0000204	BRALA02308	HUMAN06257
OG0000205	BRALA21195	HUMAN08496, HUMAN02469
OG0000205	BRALA20306, BRALA28681	HUMAN12678, HUMAN20579, HUMAN06361
OG0000206	BRALA22100	HUMAN03735
OG0000207	BRALA03383	HUMAN13832, HUMAN19141
OG0000207	BRALA12356	HUMAN21342
OG0000208	BRALA34651	HUMAN19120
OG0000208	BRALA35053, BRALA34947, BRALA35305, BRALA13300, BRALA27233, BRALA24278, BRALA35214, BRALA35549, BRALA33938, BRALA33891, BRALA27230, BRALA35033, BRALA34389	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894
OG0000209	BRALA15739, BRALA18078, BRALA21897	HUMAN10642, HUMAN10641
OG0000210	BRALA05034	HUMAN01117
OG0000210	BRALA05812	HUMAN22011, HUMAN22010
OG0000211	BRALA12046	HUMAN05541
OG0000211	BRALA35905	HUMAN18718
OG0000211	BRALA33365	HUMAN23611
OG0000213	BRALA24613, BRALA23230, BRALA23231, BRALA33816, BRALA23229	HUMAN11846, HUMAN07075
OG0000214	BRALA25153, BRALA35333, BRALA30932, BRALA21539, BRALA30563	HUMAN12671
OG0000215	BRALA09164	HUMAN23880, HUMAN18661
OG0000215	BRALA14093	HUMAN18245
OG0000216	BRALA02500, BRALA06821	HUMAN24849, HUMAN24848
OG0000218	BRALA12469	HUMAN21084
OG0000218	BRALA27090, BRALA27088, BRALA18542, BRALA27087, BRALA11952, BRALA11951, BRALA00320	HUMAN05261
OG0000219	BRALA29433, BRALA01902, BRALA15743, BRALA06121, BRALA20304, BRALA15740, BRALA09282, BRALA31956	HUMAN21989
OG0000220	BRALA03898	HUMAN03287
OG0000220	BRALA01840, BRALA01841	HUMAN28206
OG0000221	BRALA04793, BRALA07381, BRALA07380	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805
OG0000221	BRALA10634	HUMAN18037, HUMAN20574
OG0000222	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286	HUMAN00432, HUMAN18379, HUMAN18378, HUMAN18377
OG0000223	BRALA11482, BRALA12163	HUMAN03439
OG0000225	BRALA20442, BRALA20435	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061
OG0000226	BRALA31446, BRALA01942	HUMAN16817
OG0000227	BRALA04952, BRALA04966	HUMAN21404
OG0000227	BRALA04957	HUMAN10994, HUMAN24420, HUMAN18815
OG0000228	BRALA34100	HUMAN11712, HUMAN04553, HUMAN04552
OG0000228	BRALA29051, BRALA33810	HUMAN04548
OG0000229	BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949	HUMAN29674
OG0000230	BRALA01549	HUMAN27790, HUMAN16569
OG0000230	BRALA16571, BRALA16569, BRALA16568	HUMAN16568, HUMAN13053, HUMAN13054, HUMAN13049
OG0000231	BRALA20193	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081
OG0000231	BRALA20465	HUMAN11124, HUMAN27993, HUMAN27994
OG0000232	BRALA34925, BRALA00968	HUMAN24032, HUMAN24036, HUMAN24033, HUMAN24038, HUMAN24037, HUMAN28599, HUMAN28600, HUMAN24027, HUMAN20432
OG0000233	BRALA24106, BRALA24105	HUMAN28694, HUMAN28693
OG0000234	BRALA04116	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653
OG0000234	BRALA02072	HUMAN02863, HUMAN02862, HUMAN04453
OG0000235	BRALA31040, BRALA14681, BRALA20084, BRALA35274, BRALA16264, BRALA14680, BRALA27376, BRALA12557, BRALA12556	HUMAN09679
OG0000235	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338, BRALA24068, BRALA24058, BRALA24057, BRALA24055, BRALA24056, BRALA24065, BRALA32148, BRALA11597, BRALA04385	HUMAN22334, HUMAN07552, HUMAN17686
OG0000236	BRALA25217	HUMAN01232
OG0000236	BRALA19030	HUMAN25711
OG0000238	BRALA11216, BRALA11218, BRALA11219, BRALA11217	HUMAN10740
OG0000238	BRALA22406	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630
OG0000239	BRALA04987	HUMAN12749, HUMAN02988, HUMAN18073
OG0000239	BRALA30155, BRALA34063	HUMAN08545
OG0000239	BRALA34087	HUMAN26079
OG0000240	BRALA26625	HUMAN19892, HUMAN19897
OG0000242	BRALA18838	HUMAN06809, HUMAN17638
OG0000242	BRALA02156, BRALA08925	HUMAN06808
OG0000242	BRALA11080, BRALA10999	HUMAN17637, HUMAN26476
OG0000243	BRALA15408	HUMAN09987, HUMAN09988, HUMAN09436, HUMAN28831
OG0000244	BRALA12481	HUMAN08182, HUMAN11623, HUMAN21504
OG0000245	BRALA33308	HUMAN04221, HUMAN06119
OG0000245	BRALA34781	HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748
OG0000246	BRALA02252	HUMAN15952
OG0000248	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612
OG0000250	BRALA31781, BRALA29201, BRALA33782, BRALA34803, BRALA31510, BRALA20935, BRALA12663, BRALA29202, BRALA24889	HUMAN13350
OG0000250	BRALA10299	HUMAN10058, HUMAN10059
OG0000250	BRALA11863	HUMAN13349, HUMAN13351
OG0000250	BRALA06695	HUMAN27668
OG0000250	BRALA09013, BRALA35677	HUMAN06114
OG0000251	BRALA15838	HUMAN21878, HUMAN21879, HUMAN00428
OG0000251	BRALA05640	HUMAN18381
OG0000251	BRALA09788, BRALA09787	HUMAN00112, HUMAN21687
OG0000253	BRALA04180, BRALA14275, BRALA33720, BRALA14276, BRALA28206, BRALA08499, BRALA20224, BRALA20133, BRALA18906, BRALA20007, BRALA34615, BRALA23792	HUMAN06123, HUMAN06124, HUMAN13916, HUMAN02920, HUMAN02921
OG0000254	BRALA20103, BRALA23165	HUMAN03063
OG0000255	BRALA00871, BRALA11731, BRALA31615	HUMAN30604, HUMAN30605
OG0000255	BRALA02467, BRALA20756, BRALA08872, BRALA09849, BRALA09857, BRALA27836	HUMAN04286
OG0000256	BRALA10199	HUMAN29239, HUMAN14982
OG0000256	BRALA09570, BRALA17466, BRALA00793, BRALA13439, BRALA13440, BRALA13438, BRALA30583	HUMAN23740, HUMAN09481, HUMAN01743
OG0000257	BRALA18496	HUMAN28535, HUMAN09663
OG0000257	BRALA09564, BRALA08492	HUMAN09451
OG0000257	BRALA15240	HUMAN08809, HUMAN18743
OG0000258	BRALA13021	HUMAN16259, HUMAN13200, HUMAN10725, HUMAN13201, HUMAN08490
OG0000258	BRALA20081	HUMAN21035, HUMAN02853
OG0000258	BRALA24991	HUMAN08489, HUMAN16922
OG0000260	BRALA15356	HUMAN26833, HUMAN20959
OG0000260	BRALA16338	HUMAN27591, HUMAN03777, HUMAN24200, HUMAN24199
OG0000265	BRALA18328	HUMAN06212
OG0000265	BRALA12823	HUMAN06211
OG0000268	BRALA05849	HUMAN20566, HUMAN20565, HUMAN06897, HUMAN28950
OG0000268	BRALA09117, BRALA09119, BRALA09115, BRALA17387	HUMAN17752
OG0000268	BRALA32039	HUMAN17746, HUMAN17747, HUMAN13867
OG0000269	BRALA33280, BRALA06865, BRALA27748	HUMAN17779, HUMAN13131, HUMAN02926
OG0000270	BRALA12009	HUMAN16923, HUMAN08492, HUMAN15842
OG0000270	BRALA33710	HUMAN19509, HUMAN25405
OG0000270	BRALA10899	HUMAN15869
OG0000271	BRALA09066	HUMAN13357
OG0000272	BRALA35850	HUMAN28095
OG0000273	BRALA05275	HUMAN15012
OG0000273	BRALA06390	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563
OG0000273	BRALA15018	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419
OG0000273	BRALA14731	HUMAN16753, HUMAN16752
OG0000275	BRALA20866	HUMAN17535
OG0000276	BRALA33947	HUMAN14938, HUMAN14939
OG0000276	BRALA25431, BRALA03818	HUMAN22311
OG0000277	BRALA26639	HUMAN10958, HUMAN04583, HUMAN07256
OG0000277	BRALA25256	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311
OG0000277	BRALA06081	HUMAN07255
OG0000278	BRALA11856, BRALA14630	HUMAN07375
OG0000278	BRALA21572	HUMAN16991
OG0000278	BRALA03801	HUMAN08210, HUMAN08208, HUMAN08211
OG0000280	BRALA13468	HUMAN23588, HUMAN10086
OG0000280	BRALA15664	HUMAN25439
OG0000280	BRALA13500	HUMAN09733
OG0000281	BRALA02314, BRALA03206, BRALA03204, BRALA15731, BRALA03205	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413
OG0000281	BRALA00089, BRALA06078, BRALA03829	HUMAN23769, HUMAN23090, HUMAN23089
OG0000282	BRALA23685	HUMAN02951, HUMAN12498
OG0000282	BRALA27475	HUMAN17183
OG0000282	BRALA29869	HUMAN03610
OG0000282	BRALA11493	HUMAN22064
OG0000284	BRALA18410	HUMAN01172, HUMAN24826, HUMAN14646
OG0000284	BRALA01827, BRALA00852	HUMAN01285, HUMAN28991
OG0000285	BRALA24652	HUMAN12969
OG0000286	BRALA16073, BRALA31945	HUMAN27042
OG0000286	BRALA14124, BRALA07447	HUMAN21702
OG0000286	BRALA09665, BRALA09666, BRALA30005, BRALA27890, BRALA16069, BRALA20229	HUMAN05817
OG0000286	BRALA02345	HUMAN21394
OG0000287	BRALA33320	HUMAN29109, HUMAN07582, HUMAN02188
OG0000288	BRALA09698	HUMAN27858
OG0000289	BRALA16624	HUMAN24512, HUMAN25207
OG0000289	BRALA18234	HUMAN25308
OG0000290	BRALA03290	HUMAN17692
OG0000295	BRALA05907, BRALA02617	HUMAN27073, HUMAN27078, HUMAN21755
OG0000295	BRALA06482	HUMAN13492
OG0000296	BRALA13278	HUMAN08613
OG0000296	BRALA00684	HUMAN23410, HUMAN14549
OG0000296	BRALA26834	HUMAN10103, HUMAN23742, HUMAN10104
OG0000296	BRALA15062	HUMAN23238, HUMAN09898
OG0000296	BRALA03454	HUMAN23176, HUMAN11443
OG0000297	BRALA13304	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189
OG0000298	BRALA20144, BRALA02076, BRALA02063, BRALA02056, BRALA08888, BRALA02098	HUMAN18547, HUMAN19996, HUMAN04931
OG0000299	BRALA17872	HUMAN18941
OG0000300	BRALA13755	HUMAN25211
OG0000300	BRALA06909	HUMAN11511
OG0000300	BRALA06943, BRALA06896, BRALA05903	HUMAN15048
OG0000300	BRALA19054, BRALA19053	HUMAN28550, HUMAN30253
OG0000301	BRALA30373	HUMAN22694
OG0000301	BRALA17932	HUMAN13542
OG0000301	BRALA03661	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693
OG0000301	BRALA23983	HUMAN26951
OG0000301	BRALA03664	HUMAN03228
OG0000303	BRALA00007	HUMAN15777
OG0000305	BRALA09424	HUMAN06757
OG0000305	BRALA10626	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374
OG0000307	BRALA28915	HUMAN08959, HUMAN15785
OG0000307	BRALA28035	HUMAN08960
OG0000307	BRALA08461	HUMAN23554, HUMAN09389, HUMAN09383
OG0000308	BRALA35067, BRALA07362	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797
OG0000308	BRALA12881	HUMAN00635
OG0000308	BRALA22416	HUMAN23142
