Orthogroup	BRALA	HUMAN
OG0005756	BRALA07945	HUMAN01736
OG0005757	BRALA27615, BRALA27620	HUMAN23147, HUMAN11231
OG0005759	BRALA27481	HUMAN12981
OG0005761	BRALA02117	HUMAN19748
OG0005762	BRALA11583	HUMAN21648, HUMAN21649
OG0005763	BRALA18521	HUMAN23715, HUMAN23714
OG0005764	BRALA07420	HUMAN04102
OG0005765	BRALA24062	HUMAN03593, HUMAN03594
OG0005766	BRALA05401	HUMAN21710, HUMAN21711, HUMAN21709, HUMAN21708
OG0005767	BRALA07012	HUMAN02987
OG0005768	BRALA06934	HUMAN21405, HUMAN21406
OG0005769	BRALA19551	HUMAN02137
OG0005770	BRALA25632	HUMAN11518
OG0005771	BRALA16619	HUMAN01836, HUMAN01838
OG0005772	BRALA30175	HUMAN19709, HUMAN19710, HUMAN19757, HUMAN19708, HUMAN30697
OG0005773	BRALA27221	HUMAN19213, HUMAN13713, HUMAN13714, HUMAN19214
OG0005774	BRALA14466	HUMAN06314
OG0005775	BRALA13137	HUMAN20242
OG0005776	BRALA18974	HUMAN03822
OG0005777	BRALA34541, BRALA02555, BRALA02556	HUMAN25822, HUMAN25823
OG0005778	BRALA25924	HUMAN09282
OG0005779	BRALA10414	HUMAN26255
OG0005781	BRALA14280	HUMAN07800, HUMAN07801, HUMAN07802
OG0005782	BRALA27586	HUMAN22095, HUMAN22094
OG0005783	BRALA11501	HUMAN18617
OG0005784	BRALA25587	HUMAN03493
OG0005785	BRALA21981	HUMAN10135
OG0005787	BRALA30801, BRALA04456	HUMAN09566
OG0005788	BRALA27401	HUMAN19301
OG0005789	BRALA19084	HUMAN11351
OG0005790	BRALA11916	HUMAN16973
OG0005791	BRALA30143	HUMAN22458, HUMAN22457
OG0005792	BRALA22283	HUMAN04755
OG0005793	BRALA02122	HUMAN02603
OG0005794	BRALA14065	HUMAN26157
OG0005795	BRALA14247	HUMAN17370
OG0005796	BRALA03853	HUMAN17241, HUMAN17242
OG0005797	BRALA16284	HUMAN24259, HUMAN24258, HUMAN24261, HUMAN24260
OG0005798	BRALA17318	HUMAN20999, HUMAN21000
OG0005799	BRALA13423	HUMAN04889
OG0005800	BRALA00385	HUMAN20575
OG0005801	BRALA27324	HUMAN28150, HUMAN28149
OG0005802	BRALA00338	HUMAN19641, HUMAN19643, HUMAN19642, HUMAN19640
OG0005803	BRALA09014	HUMAN29621, HUMAN29620
OG0005804	BRALA16544	HUMAN21187
OG0005804	BRALA23077	HUMAN00939
OG0005805	BRALA14991	HUMAN11786
OG0005806	BRALA07245	HUMAN07426, HUMAN07425
OG0005807	BRALA12255	HUMAN19470, HUMAN19481
OG0005808	BRALA12381	HUMAN20542
OG0005811	BRALA13358	HUMAN25063
OG0005812	BRALA24432	HUMAN04715
OG0005813	BRALA14935	HUMAN07422
OG0005814	BRALA01036	HUMAN28461
OG0005815	BRALA30105	HUMAN07357, HUMAN07358, HUMAN07359
OG0005816	BRALA24265	HUMAN17030
OG0005817	BRALA25567	HUMAN23252, HUMAN23251
OG0005818	BRALA20030	HUMAN07049
OG0005819	BRALA05131	HUMAN14639
OG0005820	BRALA12443	HUMAN28039
OG0005821	BRALA20900	HUMAN15709, HUMAN15710
OG0005822	BRALA23444	HUMAN08942, HUMAN08941
OG0005824	BRALA17116	HUMAN15087
OG0005826	BRALA16406	HUMAN19678
OG0005827	BRALA17772	HUMAN16910
OG0005828	BRALA22827	HUMAN07210, HUMAN07209, HUMAN07211
OG0005829	BRALA19303	HUMAN25667
OG0005830	BRALA10477	HUMAN20224, HUMAN20223
OG0005831	BRALA21956	HUMAN13302
OG0005832	BRALA12528	HUMAN11415
OG0005833	BRALA21174	HUMAN15567, HUMAN02506
OG0005835	BRALA06897, BRALA06942	HUMAN06641
OG0005836	BRALA32790, BRALA29302	HUMAN17354
OG0005837	BRALA06744	HUMAN14796, HUMAN14797, HUMAN14795
OG0005838	BRALA26875, BRALA35802	HUMAN06200
OG0005839	BRALA03694	HUMAN03139, HUMAN22767, HUMAN22766, HUMAN27758
OG0005840	BRALA16042	HUMAN03637
OG0005841	BRALA11539	HUMAN22158
OG0005842	BRALA17078	HUMAN19131
OG0005843	BRALA10293	HUMAN27874
OG0005844	BRALA20680	HUMAN03073
OG0005845	BRALA25738	HUMAN11736
OG0005847	BRALA24711	HUMAN02578
OG0005848	BRALA21006	HUMAN12726, HUMAN12725
OG0005849	BRALA10677	HUMAN17993, HUMAN17992, HUMAN17991, HUMAN17990
OG0005850	BRALA25474, BRALA00191	HUMAN00822
OG0005851	BRALA01150	HUMAN00983
OG0005852	BRALA12827	HUMAN01421
OG0005853	BRALA10839	HUMAN08638
OG0005854	BRALA19959	HUMAN11426, HUMAN11425
OG0005855	BRALA00317	HUMAN12808
OG0005856	BRALA26153	HUMAN04876, HUMAN16795
OG0005857	BRALA17703	HUMAN12246
OG0005858	BRALA21975	HUMAN07107
OG0005859	BRALA04279	HUMAN13950
OG0005860	BRALA04150	HUMAN28799, HUMAN28798
OG0005861	BRALA25786	HUMAN00857, HUMAN00856
OG0005863	BRALA06337	HUMAN10279, HUMAN10278
OG0005864	BRALA24581	HUMAN26271, HUMAN26272
OG0005865	BRALA05582	HUMAN05412, HUMAN00325
OG0005866	BRALA23872	HUMAN09287
OG0005867	BRALA11018, BRALA11017, BRALA11060	HUMAN02860
OG0005869	BRALA03523	HUMAN18879
OG0005871	BRALA19437	HUMAN22356
OG0005872	BRALA09200	HUMAN25988
OG0005874	BRALA14156	HUMAN18205
OG0005875	BRALA05960	HUMAN05239
OG0005876	BRALA17147	HUMAN21436
OG0005877	BRALA00760	HUMAN14167, HUMAN14166
OG0005878	BRALA22633	HUMAN08616
OG0005879	BRALA03313	HUMAN28048, HUMAN28050, HUMAN28049
OG0005880	BRALA12747	HUMAN21082, HUMAN21083
OG0005881	BRALA17870, BRALA01340	HUMAN25585, HUMAN25586
OG0005882	BRALA30840	HUMAN06145
OG0005883	BRALA13840	HUMAN19804
OG0005884	BRALA30969	HUMAN02481
OG0005885	BRALA08613	HUMAN00246
OG0005886	BRALA34303	HUMAN08656, HUMAN08655
OG0005887	BRALA14946	HUMAN10938, HUMAN10937
OG0005888	BRALA10153	HUMAN14602, HUMAN14601
OG0005889	BRALA22990	HUMAN30596, HUMAN30597
OG0005890	BRALA25707	HUMAN24995
OG0005891	BRALA23020	HUMAN13206
OG0005892	BRALA17641	HUMAN11062
OG0005893	BRALA08108	HUMAN07723
OG0005894	BRALA28969	HUMAN07756, HUMAN23997
OG0005895	BRALA33695	HUMAN13085
OG0005896	BRALA18529, BRALA18530, BRALA18531	HUMAN25615, HUMAN27911
OG0005897	BRALA26845	HUMAN28934, HUMAN28935
OG0005898	BRALA19509	HUMAN15792
OG0005899	BRALA10069	HUMAN15101
OG0005900	BRALA05288	HUMAN00908
OG0005902	BRALA19962	HUMAN28008
OG0005903	BRALA06128	HUMAN05250
OG0005906	BRALA14471	HUMAN17806
OG0005907	BRALA28216	HUMAN06964
OG0005908	BRALA17111	HUMAN09687, HUMAN09686
OG0005909	BRALA01890	HUMAN15058
OG0005910	BRALA11665	HUMAN05276, HUMAN05275
OG0005911	BRALA07377	HUMAN28649
OG0005912	BRALA05780	HUMAN00030, HUMAN18465, HUMAN18464
OG0005914	BRALA25653	HUMAN21110
OG0005915	BRALA25443	HUMAN29582
OG0005916	BRALA04755	HUMAN16424, HUMAN30347, HUMAN18219
OG0005917	BRALA24367	HUMAN29360
OG0005918	BRALA10112	HUMAN02249
OG0005919	BRALA02787	HUMAN02147
OG0005920	BRALA10692	HUMAN20786
OG0005921	BRALA06798	HUMAN21169
OG0005922	BRALA18988	HUMAN21472, HUMAN21471
OG0005923	BRALA12142	HUMAN11954
OG0005924	BRALA03255	HUMAN20767, HUMAN20766
OG0005926	BRALA22395	HUMAN23222
OG0005927	BRALA29420	HUMAN21919
OG0005928	BRALA05644	HUMAN15022, HUMAN15020, HUMAN15019, HUMAN15021
OG0005929	BRALA01239	HUMAN14787
OG0005930	BRALA17578, BRALA17576	HUMAN23533
OG0005931	BRALA18962	HUMAN10003, HUMAN10001
OG0005932	BRALA22702	HUMAN02887
OG0005933	BRALA32133	HUMAN04904, HUMAN04903
OG0005935	BRALA03797	HUMAN28359, HUMAN28358
OG0005936	BRALA20570	HUMAN05060, HUMAN05059
OG0005937	BRALA20317	HUMAN20373
OG0005938	BRALA00756	HUMAN23271
OG0005939	BRALA07566	HUMAN03861
OG0005940	BRALA08107	HUMAN09306
OG0005941	BRALA24417	HUMAN16850
OG0005942	BRALA28162	HUMAN13074, HUMAN13075, HUMAN13073
OG0005943	BRALA04787	HUMAN20273
OG0005944	BRALA33719, BRALA29446	HUMAN25114
OG0005946	BRALA26890	HUMAN29857
OG0005947	BRALA06034	HUMAN07805
OG0005948	BRALA28874	HUMAN03557
OG0005949	BRALA33058	HUMAN07213
OG0005950	BRALA01794	HUMAN16572, HUMAN16573, HUMAN16574, HUMAN16571
OG0005951	BRALA00761	HUMAN14961, HUMAN14960, HUMAN14959, HUMAN14958
OG0005952	BRALA21655	HUMAN26262
OG0005953	BRALA18225	HUMAN23466, HUMAN23460
OG0005954	BRALA25011	HUMAN11144
OG0005955	BRALA27932	HUMAN27556
OG0005956	BRALA02568	HUMAN29076
OG0005957	BRALA15027	HUMAN28675
OG0005958	BRALA12058	HUMAN09347, HUMAN09348
OG0005959	BRALA21730	HUMAN01860, HUMAN01861
OG0005960	BRALA27463	HUMAN22222
OG0005961	BRALA19722	HUMAN20444, HUMAN20443
OG0005962	BRALA16229	HUMAN24946
OG0005963	BRALA03262	HUMAN24419
OG0005964	BRALA17348	HUMAN06772, HUMAN06773, HUMAN06771
OG0005965	BRALA34261	HUMAN22249
OG0005966	BRALA13003	HUMAN10284
OG0005967	BRALA23015	HUMAN20085, HUMAN20084
OG0005968	BRALA21244	HUMAN19241, HUMAN13818
OG0005969	BRALA29569	HUMAN25091
OG0005970	BRALA05175	HUMAN01307
OG0005971	BRALA02172	HUMAN17982
OG0005974	BRALA28872	HUMAN02132
OG0005975	BRALA05898	HUMAN29764, HUMAN30591
OG0005976	BRALA18697	HUMAN18021
OG0005977	BRALA02503, BRALA02505	HUMAN26922
OG0005978	BRALA24850, BRALA30513	HUMAN12549, HUMAN12548
OG0005979	BRALA10686	HUMAN27318
OG0005980	BRALA02131	HUMAN25057
OG0005982	BRALA22089, BRALA00674	HUMAN23416
OG0005983	BRALA27047	HUMAN09153, HUMAN09152
OG0005984	BRALA01064	HUMAN23298, HUMAN23297
OG0005985	BRALA07951	HUMAN28784, HUMAN28783
OG0005986	BRALA17394	HUMAN04923
OG0005987	BRALA05961, BRALA05962	HUMAN17615, HUMAN30224
OG0005988	BRALA22289	HUMAN03816, HUMAN03817, HUMAN03818
OG0005989	BRALA02066	HUMAN04205
OG0005993	BRALA23689	HUMAN24934
OG0005995	BRALA18996	HUMAN25084
OG0005996	BRALA17859	HUMAN28222, HUMAN28223
OG0005997	BRALA18701	HUMAN13831
OG0005998	BRALA11971	HUMAN19908, HUMAN19909
OG0006000	BRALA22625	HUMAN02530
OG0006001	BRALA08827	HUMAN09832, HUMAN09831
OG0006002	BRALA07483	HUMAN06869
OG0006003	BRALA00858	HUMAN14618
OG0006004	BRALA31968	HUMAN17755, HUMAN06434
OG0006005	BRALA19444	HUMAN24132
OG0006006	BRALA24915	HUMAN22070
OG0006007	BRALA31018	HUMAN23629, HUMAN10074, HUMAN14199
OG0006009	BRALA13530	HUMAN28513
OG0006010	BRALA16402	HUMAN04565, HUMAN04564
OG0006011	BRALA22172	HUMAN13057, HUMAN13058
OG0006012	BRALA13528	HUMAN09413, HUMAN09412
OG0006013	BRALA02792	HUMAN24739
OG0006014	BRALA08205	HUMAN29649
OG0006015	BRALA13536	HUMAN28939, HUMAN28940, HUMAN28937, HUMAN28938
OG0006018	BRALA23770	HUMAN03367
OG0006023	BRALA04912, BRALA04685	HUMAN18281, HUMAN02607
OG0006024	BRALA12230, BRALA16164	HUMAN00780, HUMAN16646, HUMAN16645
OG0006025	BRALA16525	HUMAN28193, HUMAN28198, HUMAN19003, HUMAN19004
OG0006026	BRALA03870, BRALA14758, BRALA20168, BRALA14759, BRALA30675, BRALA35107, BRALA32764, BRALA27644	HUMAN26729
OG0006027	BRALA10195	HUMAN29095, HUMAN02255, HUMAN02171
OG0006028	BRALA10373	HUMAN27871, HUMAN16750, HUMAN00517
OG0006031	BRALA18226	HUMAN09397, HUMAN09398, HUMAN09399, HUMAN23463, HUMAN23457, HUMAN23465, HUMAN23459, HUMAN23458, HUMAN23464
OG0006032	BRALA29445	HUMAN18177
OG0006059	BRALA20592	HUMAN28374
OG0006061	BRALA15592	HUMAN10107
OG0006062	BRALA15941	HUMAN10402
OG0006063	BRALA06734	HUMAN23816
OG0006064	BRALA14773	HUMAN23900, HUMAN23901
OG0006065	BRALA13550	HUMAN23399
OG0006066	BRALA19215, BRALA08225, BRALA19214	HUMAN21362
OG0006068	BRALA18087	HUMAN23852, HUMAN03541
OG0006069	BRALA18661	HUMAN26614, HUMAN26615
OG0006070	BRALA06176	HUMAN13404
OG0006071	BRALA02793	HUMAN29164
OG0006072	BRALA21649	HUMAN17123, HUMAN17124
OG0006073	BRALA10787, BRALA10912	HUMAN15872, HUMAN15873
OG0006074	BRALA11978	HUMAN08735
OG0006075	BRALA35365, BRALA35269	HUMAN25112
OG0006076	BRALA03105, BRALA03496	HUMAN28987, HUMAN28988
OG0006077	BRALA07392	HUMAN17920, HUMAN17919
OG0006078	BRALA08020	HUMAN23620, HUMAN01532
OG0006079	BRALA15093	HUMAN10020
OG0006081	BRALA22890	HUMAN26915
OG0006082	BRALA04574	HUMAN26545, HUMAN30106
OG0006083	BRALA20328, BRALA35248, BRALA20329	HUMAN26973
OG0006084	BRALA22703	HUMAN22958, HUMAN22957
OG0006085	BRALA07626	HUMAN05831, HUMAN05833, HUMAN05832
OG0006086	BRALA22009	HUMAN24766, HUMAN24767
OG0006087	BRALA19067	HUMAN09228, HUMAN09229
OG0006090	BRALA24696	HUMAN02549, HUMAN02551
OG0006092	BRALA06254	HUMAN10224, HUMAN10222, HUMAN10221
OG0006095	BRALA21272	HUMAN14590, HUMAN14591
OG0006096	BRALA22177	HUMAN07332
OG0006097	BRALA13786	HUMAN08203
OG0006098	BRALA17662	HUMAN24463
OG0006099	BRALA11233	HUMAN20246, HUMAN20247, HUMAN10485
OG0006100	BRALA26595	HUMAN11634, HUMAN11631
OG0006101	BRALA15206	HUMAN09927
OG0006102	BRALA16591	HUMAN14312
OG0006103	BRALA28829	HUMAN25641, HUMAN25642
OG0006104	BRALA11198	HUMAN13307, HUMAN13306
OG0006106	BRALA01211, BRALA33233	HUMAN01288
OG0006107	BRALA02108	HUMAN06814
OG0006108	BRALA21328	HUMAN19308, HUMAN24804
OG0006110	BRALA26803	HUMAN00146
OG0006111	BRALA18696	HUMAN04097
OG0006112	BRALA19993	HUMAN11099, HUMAN11100
OG0006113	BRALA03133	HUMAN27782
OG0006114	BRALA16283	HUMAN20880, HUMAN20878
OG0006115	BRALA27978	HUMAN25466
OG0006116	BRALA25932	HUMAN04926
OG0006117	BRALA04726	HUMAN13387
OG0006118	BRALA16477	HUMAN23165
OG0006119	BRALA11813	HUMAN22102
OG0006120	BRALA33378, BRALA33685	HUMAN17280
OG0006121	BRALA05259	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269
OG0006122	BRALA25033	HUMAN12964, HUMAN12963
OG0006123	BRALA16397	HUMAN17179
OG0006124	BRALA25408	HUMAN17199
OG0006125	BRALA32023	HUMAN15346
OG0006126	BRALA11842	HUMAN14608
OG0006127	BRALA16273	HUMAN11301
OG0006128	BRALA13158, BRALA13157	HUMAN11291
OG0006130	BRALA33305	HUMAN24930
OG0006131	BRALA32298	HUMAN10340, HUMAN10341
OG0006133	BRALA14697	HUMAN14156
OG0006134	BRALA19095	HUMAN23158, HUMAN23157
OG0006135	BRALA16417	HUMAN03432
OG0006136	BRALA13730	HUMAN22424, HUMAN17420
OG0006137	BRALA15657	HUMAN00743
OG0006138	BRALA24126	HUMAN25101
OG0006140	BRALA12260	HUMAN26387
OG0006144	BRALA13419	HUMAN04932
OG0006145	BRALA05627	HUMAN00147
OG0006146	BRALA34369, BRALA34115	HUMAN03067, HUMAN03068
OG0006147	BRALA15350	HUMAN01348
OG0006148	BRALA02995	HUMAN23409, HUMAN23408
OG0006149	BRALA23452	HUMAN08668, HUMAN08667
OG0006151	BRALA13670	HUMAN00256
OG0006152	BRALA01808	HUMAN25623
OG0006153	BRALA08321, BRALA08319	HUMAN22991
OG0006155	BRALA04202	HUMAN01881, HUMAN01880
OG0006158	BRALA17379, BRALA25331	HUMAN08816
OG0006159	BRALA05824	HUMAN18627
OG0006161	BRALA10731	HUMAN26115, HUMAN26114, HUMAN26113
OG0006163	BRALA04410	HUMAN09410
OG0006164	BRALA26593	HUMAN04454, HUMAN04456
OG0006165	BRALA35762, BRALA35272, BRALA35968	HUMAN18893
OG0006167	BRALA28703	HUMAN17145
OG0006168	BRALA10032	HUMAN14603
OG0006169	BRALA30756	HUMAN05182
OG0006170	BRALA00202	HUMAN18106
OG0006171	BRALA30792	HUMAN00716
OG0006172	BRALA24107	HUMAN08772, HUMAN08771
OG0006174	BRALA23183	HUMAN23536, HUMAN09956
OG0006175	BRALA29221, BRALA29222	HUMAN13786, HUMAN13787
OG0006176	BRALA35451, BRALA34545	HUMAN15034
OG0006177	BRALA11337, BRALA11340	HUMAN04270, HUMAN04269
OG0006178	BRALA21683	HUMAN24297
OG0006179	BRALA19293	HUMAN19533, HUMAN19532, HUMAN19531, HUMAN19530
OG0006180	BRALA34420	HUMAN14035
OG0006181	BRALA23439	HUMAN15352
OG0006182	BRALA05121	HUMAN12689
OG0006183	BRALA06437	HUMAN20217, HUMAN20218
OG0006184	BRALA06377	HUMAN10559
OG0006185	BRALA17091	HUMAN27818
OG0006186	BRALA13463	HUMAN21213, HUMAN21214
OG0006187	BRALA18223	HUMAN01890
OG0006188	BRALA05015	HUMAN28717
OG0006189	BRALA11205	HUMAN20704
OG0006190	BRALA21760	HUMAN01849, HUMAN01850, HUMAN01851, HUMAN01852, HUMAN01848
OG0006191	BRALA21722	HUMAN23679
OG0006192	BRALA07356	HUMAN17512
OG0006193	BRALA04868	HUMAN14368, HUMAN14367
OG0006194	BRALA26371	HUMAN10520
OG0006195	BRALA07312	HUMAN10454, HUMAN10455
OG0006196	BRALA13696	HUMAN21725
OG0006197	BRALA01707	HUMAN25264, HUMAN19261, HUMAN19262
OG0006198	BRALA16352	HUMAN03715
OG0006199	BRALA15507	HUMAN10536
OG0006200	BRALA06667	HUMAN23006, HUMAN23007, HUMAN23008
OG0006201	BRALA06369	HUMAN19925, HUMAN10840
OG0006202	BRALA22394	HUMAN08133
OG0006203	BRALA20894	HUMAN25094, HUMAN25093
OG0006204	BRALA26638	HUMAN18056
OG0006205	BRALA16511, BRALA16512	HUMAN30034
OG0006206	BRALA26945	HUMAN02535, HUMAN02536, HUMAN08296
OG0006207	BRALA12879	HUMAN11853, HUMAN11852
OG0006208	BRALA13508	HUMAN15001
OG0006209	BRALA18227	HUMAN23230
OG0006210	BRALA20208	HUMAN23180
OG0006211	BRALA00198	HUMAN06304
OG0006213	BRALA04557	HUMAN21555
OG0006214	BRALA03387	HUMAN07072
OG0006215	BRALA01061	HUMAN28577, HUMAN28576
OG0006216	BRALA06312	HUMAN14806
OG0006217	BRALA05528	HUMAN22494
OG0006219	BRALA13593	HUMAN18491
OG0006220	BRALA18564	HUMAN17684, HUMAN17685, HUMAN17683
OG0006223	BRALA00318	HUMAN00723
OG0006224	BRALA05440	HUMAN00219
OG0006225	BRALA26113	HUMAN25075
OG0006226	BRALA01075	HUMAN23414
OG0006227	BRALA22358	HUMAN17359
OG0006228	BRALA02124	HUMAN03879
OG0006229	BRALA22434	HUMAN22948
OG0006230	BRALA00506	HUMAN17688
OG0006231	BRALA34256	HUMAN27851
OG0006232	BRALA14521	HUMAN17570
OG0006233	BRALA10666	HUMAN21229, HUMAN21231
OG0006234	BRALA05039	HUMAN01013
OG0006235	BRALA02255	HUMAN06038
OG0006237	BRALA19627	HUMAN00401
OG0006238	BRALA18241	HUMAN19681, HUMAN19682
OG0006239	BRALA12452	HUMAN11201
OG0006240	BRALA21843	HUMAN29061
OG0006241	BRALA10126	HUMAN02189
OG0006242	BRALA23178	HUMAN10654, HUMAN10653
OG0006243	BRALA08525	HUMAN30316, HUMAN30317, HUMAN28619
OG0006244	BRALA27763	HUMAN07280
OG0006245	BRALA06871	HUMAN18087
OG0006246	BRALA18204	HUMAN13922
OG0006247	BRALA09607	HUMAN23517
OG0006248	BRALA24689	HUMAN30385
OG0006250	BRALA30686	HUMAN23876
OG0006251	BRALA24626	HUMAN12332
OG0006252	BRALA15784	HUMAN05954, HUMAN05956, HUMAN05955
OG0006253	BRALA22989	HUMAN01544
OG0006254	BRALA06528	HUMAN20127, HUMAN20128
OG0006255	BRALA31165	HUMAN03423
OG0006256	BRALA12052	HUMAN21324, HUMAN21325
OG0006257	BRALA22284	HUMAN18727, HUMAN18726
OG0006258	BRALA04326	HUMAN14002
OG0006259	BRALA09660	HUMAN28344
OG0006260	BRALA19733	HUMAN20497
OG0006261	BRALA15304	HUMAN26805
OG0006262	BRALA19086	HUMAN20747
OG0006263	BRALA19960	HUMAN14070, HUMAN14069, HUMAN14068
OG0006264	BRALA14988	HUMAN07077
OG0006265	BRALA07067	HUMAN21410
OG0006266	BRALA24825	HUMAN22408
OG0006267	BRALA27926	HUMAN22613, HUMAN22612
OG0006268	BRALA05496	HUMAN29838
OG0006269	BRALA30664	HUMAN20430
OG0006270	BRALA21824	HUMAN29317
OG0006271	BRALA30606	HUMAN17447, HUMAN17446
OG0006272	BRALA14455	HUMAN13896, HUMAN13895, HUMAN13894
OG0006273	BRALA16138	HUMAN13702, HUMAN13703
OG0006274	BRALA08897	HUMAN04287
OG0006275	BRALA22474	HUMAN02519
OG0006277	BRALA28928	HUMAN12337
OG0006278	BRALA22168	HUMAN00416
OG0006279	BRALA23718	HUMAN19507
OG0006280	BRALA11947	HUMAN25747
OG0006281	BRALA05664	HUMAN00064, HUMAN00065
OG0006282	BRALA04135	HUMAN14206, HUMAN14207
OG0006283	BRALA10662	HUMAN02975
OG0006285	BRALA02914	HUMAN18055, HUMAN18054
OG0006286	BRALA20294	HUMAN27261
OG0006288	BRALA24258	HUMAN07138
OG0006289	BRALA19745	HUMAN21130
OG0006290	BRALA15792	HUMAN00026, HUMAN00028, HUMAN00027
OG0006291	BRALA11851	HUMAN01280
OG0006292	BRALA03311	HUMAN11024, HUMAN11025, HUMAN19092
OG0006293	BRALA34618, BRALA34423	HUMAN07177
OG0006294	BRALA15247	HUMAN08808
OG0006295	BRALA22152	HUMAN26422
OG0006296	BRALA24792	HUMAN26959
OG0006297	BRALA25722	HUMAN20419
OG0006298	BRALA29366	HUMAN06371
OG0006300	BRALA26246, BRALA26245	HUMAN02710
OG0006301	BRALA22608	HUMAN09238
OG0006302	BRALA17113, BRALA17112	HUMAN09795, HUMAN09794
OG0006303	BRALA33654	HUMAN02005, HUMAN15648
OG0006304	BRALA18873	HUMAN08877, HUMAN08878
OG0006305	BRALA11410	HUMAN03641
OG0006306	BRALA28080	HUMAN00547
OG0006307	BRALA00986	HUMAN23322
OG0006308	BRALA16885	HUMAN11839
OG0006309	BRALA08741	HUMAN06820
OG0006310	BRALA08934	HUMAN05065
OG0006311	BRALA04781	HUMAN06167
OG0006312	BRALA03698	HUMAN20048
OG0006313	BRALA04098	HUMAN00601, HUMAN00602
OG0006314	BRALA04224	HUMAN01546
OG0006315	BRALA17398	HUMAN17337
OG0006316	BRALA05253	HUMAN23371
OG0006317	BRALA04048, BRALA23514	HUMAN01667, HUMAN01666, HUMAN01665
OG0006318	BRALA19707	HUMAN05453
OG0006319	BRALA18740	HUMAN04099
OG0006320	BRALA08392	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778
OG0006321	BRALA16122	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151
OG0006322	BRALA15375	HUMAN20861
OG0006323	BRALA22948	HUMAN07594
OG0006324	BRALA34114, BRALA33979	HUMAN27779, HUMAN27778
OG0006325	BRALA18370	HUMAN29195
OG0006326	BRALA10024	HUMAN02266, HUMAN02265
OG0006327	BRALA00337	HUMAN21564, HUMAN21563
OG0006328	BRALA21269	HUMAN24587
OG0006329	BRALA25075	HUMAN17356
OG0006330	BRALA18518	HUMAN09633
OG0006331	BRALA23061	HUMAN15803, HUMAN15802
OG0006332	BRALA15040	HUMAN04311
OG0006333	BRALA15716	HUMAN21171, HUMAN25511
OG0006334	BRALA05128	HUMAN14773
OG0006335	BRALA00520	HUMAN06483
OG0006336	BRALA01194	HUMAN15046, HUMAN15045
OG0006337	BRALA21642	HUMAN09564, HUMAN09563, HUMAN23595
OG0006338	BRALA01557	HUMAN01207, HUMAN01206
OG0006339	BRALA07229	HUMAN07408, HUMAN07407
OG0006340	BRALA03730	HUMAN03191
OG0006341	BRALA04141	HUMAN14510
OG0006343	BRALA30764, BRALA30765, BRALA13148	HUMAN27487
OG0006344	BRALA00595	HUMAN28604
OG0006345	BRALA13758	HUMAN27906
OG0006346	BRALA12899	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485
OG0006347	BRALA09195	HUMAN06637
OG0006348	BRALA07962	HUMAN23566
OG0006349	BRALA01289	HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437
OG0006350	BRALA04268	HUMAN23685
OG0006352	BRALA04530	HUMAN28597
OG0006353	BRALA13425	HUMAN15771
OG0006354	BRALA11438	HUMAN17172
OG0006355	BRALA19757	HUMAN21127
OG0006356	BRALA22173	HUMAN12204
OG0006357	BRALA18742	HUMAN18357
OG0006358	BRALA28059	HUMAN26475
OG0006359	BRALA10059	HUMAN01182
OG0006360	BRALA02301	HUMAN06791
OG0006361	BRALA14582, BRALA35163	HUMAN11008
OG0006362	BRALA22988	HUMAN00550
OG0006363	BRALA27462	HUMAN04865
OG0006364	BRALA04293, BRALA04292	HUMAN28809
OG0006365	BRALA11762	HUMAN17577, HUMAN30443
OG0006366	BRALA05885, BRALA35453	HUMAN18333
OG0006367	BRALA30719	HUMAN16619, HUMAN16620
OG0006368	BRALA07339, BRALA07342	HUMAN12731, HUMAN12730
OG0006370	BRALA01047	HUMAN27328
OG0006372	BRALA03212	HUMAN05301
OG0006375	BRALA35312	HUMAN10310, HUMAN10309
OG0006376	BRALA02582	HUMAN29330, HUMAN29329
OG0006377	BRALA12745	HUMAN23254
OG0006378	BRALA21690	HUMAN22618
OG0006379	BRALA13357	HUMAN08621
OG0006381	BRALA28145	HUMAN06920, HUMAN30425, HUMAN06919
OG0006382	BRALA17399	HUMAN08589
OG0006383	BRALA03662	HUMAN19516
OG0006384	BRALA02373	HUMAN14670, HUMAN14669, HUMAN14668, HUMAN14666, HUMAN14667
OG0006385	BRALA13372	HUMAN04983
OG0006386	BRALA17118	HUMAN03914, HUMAN03913
OG0006387	BRALA30260	HUMAN19461, HUMAN19462, HUMAN00501
OG0006388	BRALA21976	HUMAN10177, HUMAN30153, HUMAN30163, HUMAN13637
OG0006389	BRALA15656	HUMAN29747, HUMAN25835
OG0006390	BRALA18000	HUMAN02874, HUMAN02872, HUMAN02873
OG0006391	BRALA25117	HUMAN05598
OG0006392	BRALA12289	HUMAN01485
OG0006393	BRALA13557	HUMAN28534, HUMAN14443
OG0006394	BRALA06374	HUMAN20260, HUMAN20262, HUMAN20261
OG0006395	BRALA16655	HUMAN18810, HUMAN18809, HUMAN18808
OG0006396	BRALA00796	HUMAN28914
