Orthogroup	DANRE	CAPO3
OG0000343	DANRE30806, DANRE30807, DANRE30808, DANRE10048, DANRE10049, DANRE10047, DANRE38028, DANRE38032, DANRE38029, DANRE38030, DANRE08041, DANRE08040, DANRE08038, DANRE08039, DANRE00942, DANRE00939, DANRE00938	CAPO306429
OG0000345	DANRE41177, DANRE20579, DANRE15725, DANRE06044, DANRE03976, DANRE03977	CAPO300769
OG0000352	DANRE00052, DANRE00051, DANRE00054, DANRE00053, DANRE40150, DANRE29098, DANRE29099, DANRE16846, DANRE16847, DANRE18553, DANRE18552, DANRE12565	CAPO300356
OG0000357	DANRE31492, DANRE31491, DANRE25521, DANRE25522, DANRE25519, DANRE31493, DANRE02489, DANRE02488, DANRE23129, DANRE25520	CAPO301487
OG0000359	DANRE12179, DANRE30427	CAPO305417
OG0000359	DANRE17317, DANRE17318, DANRE17316, DANRE41910, DANRE29664, DANRE29663	CAPO301540
OG0000359	DANRE06415, DANRE06416, DANRE06413, DANRE06414	CAPO306866
OG0000360	DANRE06751, DANRE07609, DANRE17865, DANRE17866, DANRE01799, DANRE01798, DANRE01797	CAPO300757
OG0000364	DANRE10845, DANRE10846, DANRE10844	CAPO301330, CAPO300908
OG0000367	DANRE36654, DANRE31524, DANRE01785, DANRE01784, DANRE39737, DANRE39738, DANRE02416, DANRE22496, DANRE26403, DANRE26402, DANRE26404, DANRE26405, DANRE18908, DANRE18907	CAPO301272
OG0000371	DANRE02548, DANRE02547, DANRE03248	CAPO307503
OG0000372	DANRE15253, DANRE02748, DANRE06645, DANRE06644, DANRE22505, DANRE22504, DANRE11712, DANRE18764	CAPO307553
OG0000373	DANRE42982, DANRE29521, DANRE03427, DANRE03426, DANRE11420, DANRE39515, DANRE39514	CAPO301744
OG0000385	DANRE42775, DANRE42776, DANRE02100, DANRE02102, DANRE02101, DANRE09865, DANRE09508	CAPO300182, CAPO305781, CAPO305517
OG0000392	DANRE34333, DANRE34332, DANRE34328, DANRE34334, DANRE34327, DANRE34330, DANRE34331, DANRE40148, DANRE40147, DANRE40149, DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355	CAPO300351
OG0000393	DANRE33584, DANRE33585, DANRE41173, DANRE41172, DANRE04252	CAPO307627
OG0000397	DANRE04704, DANRE04745, DANRE16352, DANRE16353, DANRE39264, DANRE11248, DANRE03405, DANRE34013, DANRE34014, DANRE04699, DANRE04698, DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720, DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719	CAPO304372
OG0000399	DANRE18056, DANRE09642, DANRE18763, DANRE26022, DANRE09643, DANRE38314, DANRE28313	CAPO302781
OG0000402	DANRE40447, DANRE30875, DANRE25719, DANRE41229, DANRE19619, DANRE03492, DANRE03493, DANRE11285, DANRE01674, DANRE01673, DANRE22595	CAPO300999
OG0000405	DANRE09894, DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778, DANRE21580, DANRE21579, DANRE01498	CAPO300636
OG0000412	DANRE40212, DANRE40213	CAPO306116
OG0000412	DANRE05333, DANRE05334, DANRE34255, DANRE34254, DANRE40964, DANRE14291	CAPO307159
OG0000413	DANRE18923, DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262	CAPO302663
OG0000413	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247	CAPO304678
OG0000416	DANRE28749, DANRE27845, DANRE12131, DANRE31926, DANRE28748, DANRE28750, DANRE33210, DANRE12132, DANRE27844, DANRE27843	CAPO300647, CAPO303519
OG0000419	DANRE43228, DANRE43227	CAPO304227
OG0000420	DANRE00840, DANRE00841, DANRE08543, DANRE08545, DANRE08542, DANRE08546, DANRE08544, DANRE06728	CAPO307162
OG0000422	DANRE14661, DANRE05596, DANRE05597, DANRE18645, DANRE18644, DANRE22673, DANRE22672, DANRE41117, DANRE41116	CAPO301071
OG0000424	DANRE03532	CAPO302770, CAPO306814
OG0000426	DANRE07061, DANRE07060, DANRE20172	CAPO302714
OG0000426	DANRE07062, DANRE14044, DANRE17040, DANRE17041, DANRE30201, DANRE09323, DANRE09324, DANRE09322, DANRE09321, DANRE29984, DANRE29985	CAPO306829
OG0000427	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318	CAPO303813
OG0000431	DANRE17840, DANRE17841, DANRE12254, DANRE12253, DANRE12255, DANRE12256, DANRE12257	CAPO306585
OG0000431	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495	CAPO304684
OG0000433	DANRE18171, DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182	CAPO304838, CAPO302573
OG0000434	DANRE15115, DANRE15112, DANRE15113, DANRE15114, DANRE15111, DANRE15108, DANRE15110, DANRE15107, DANRE15109	CAPO304471
OG0000435	DANRE03551, DANRE03550, DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493	CAPO308080
OG0000436	DANRE42552, DANRE42550, DANRE42551, DANRE42553, DANRE14971, DANRE14972, DANRE02915, DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966, DANRE42555, DANRE42554	CAPO305799
OG0000442	DANRE24242, DANRE14641, DANRE10018, DANRE14640	CAPO302753, CAPO302633
OG0000444	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265	CAPO305423
OG0000444	DANRE12801, DANRE12802, DANRE12418	CAPO301239
OG0000445	DANRE17296	CAPO301584
OG0000447	DANRE16236, DANRE16237, DANRE34347, DANRE34348, DANRE34349, DANRE34350, DANRE19795, DANRE19794, DANRE13289	CAPO300691
OG0000450	DANRE41803, DANRE10831, DANRE17973, DANRE17972, DANRE19544, DANRE19543, DANRE03681, DANRE16483, DANRE16482, DANRE16481, DANRE16484, DANRE06580, DANRE06579, DANRE40929, DANRE40930, DANRE40931, DANRE13780, DANRE13779, DANRE13781, DANRE07541	CAPO307586, CAPO307446
OG0000453	DANRE13184, DANRE13185	CAPO305025
OG0000454	DANRE38340, DANRE38342, DANRE21455, DANRE21457, DANRE14109, DANRE14106, DANRE00211, DANRE00212, DANRE00215, DANRE21454, DANRE21458, DANRE14108, DANRE38339, DANRE26000, DANRE26001, DANRE25999, DANRE38338, DANRE38333, DANRE38336, DANRE38337, DANRE38334, DANRE38335	CAPO301952
OG0000461	DANRE29922, DANRE29923, DANRE29921	CAPO303645, CAPO304085, CAPO303531
OG0000461	DANRE33325, DANRE33326, DANRE35248	CAPO307456
OG0000467	DANRE23056, DANRE23057, DANRE23058, DANRE22608, DANRE22609, DANRE02650, DANRE02651, DANRE36597, DANRE36596, DANRE23594, DANRE02242, DANRE02241, DANRE31546, DANRE31547, DANRE31545, DANRE22610	CAPO302214
OG0000468	DANRE38072, DANRE38073, DANRE38074, DANRE11717	CAPO302003, CAPO303185
OG0000469	DANRE02667, DANRE36725, DANRE22869, DANRE23507, DANRE23506, DANRE20673, DANRE36794, DANRE01800, DANRE25224, DANRE30917, DANRE25226, DANRE25225, DANRE39797	CAPO306584, CAPO302277
OG0000470	DANRE15508, DANRE15509, DANRE03596, DANRE03595, DANRE04324, DANRE18054, DANRE11163, DANRE04323	CAPO307521
OG0000474	DANRE36587, DANRE23170, DANRE23169, DANRE23168, DANRE36586, DANRE36588, DANRE36585, DANRE23166, DANRE23167, DANRE26339, DANRE29186, DANRE35132, DANRE03214, DANRE15391, DANRE15390, DANRE15392, DANRE42605	CAPO307766
OG0000475	DANRE35688, DANRE35689, DANRE36554, DANRE36553, DANRE23154, DANRE14923, DANRE14922, DANRE14924, DANRE09178, DANRE09179, DANRE09180, DANRE35686, DANRE35687, DANRE41506, DANRE41505	CAPO303779
OG0000476	DANRE19447	CAPO306104
OG0000479	DANRE10077, DANRE10078, DANRE14206, DANRE14207, DANRE17444, DANRE17445, DANRE17446, DANRE07001	CAPO303549
OG0000479	DANRE16462, DANRE07346, DANRE33624, DANRE00042, DANRE00044, DANRE00043	CAPO304267
OG0000480	DANRE22993, DANRE02638, DANRE02639	CAPO307201
OG0000481	DANRE29372, DANRE03161	CAPO300053
OG0000481	DANRE34217	CAPO304800
OG0000481	DANRE20546, DANRE07350, DANRE00274	CAPO304355
OG0000484	DANRE30174, DANRE36358, DANRE26698, DANRE26697, DANRE36356, DANRE36357, DANRE40019, DANRE40018, DANRE27070, DANRE27071, DANRE01866, DANRE01867, DANRE01868, DANRE36359	CAPO304750
OG0000485	DANRE41723, DANRE16774, DANRE01267, DANRE13327, DANRE13328	CAPO303224, CAPO303026
OG0000486	DANRE05042, DANRE07090, DANRE07089, DANRE04364	CAPO306048, CAPO306972
OG0000488	DANRE01677, DANRE22393, DANRE22392	CAPO305871
OG0000491	DANRE20188, DANRE20187, DANRE38166, DANRE38165, DANRE38163, DANRE23703, DANRE16264, DANRE16263, DANRE38164, DANRE08501, DANRE16265, DANRE01134, DANRE08500, DANRE08499	CAPO305506
OG0000494	DANRE34633, DANRE34632, DANRE34634, DANRE07924, DANRE06591, DANRE06590, DANRE16474, DANRE33529, DANRE34185, DANRE34184, DANRE40596, DANRE40598, DANRE40597, DANRE40595, DANRE19497, DANRE19498	CAPO300277
OG0000505	DANRE10178	CAPO303790, CAPO306121
OG0000506	DANRE00952, DANRE06950, DANRE06952, DANRE06953, DANRE26426, DANRE23658, DANRE26422, DANRE26423, DANRE26424, DANRE26425, DANRE36338, DANRE36336, DANRE36337, DANRE36335, DANRE35296, DANRE06954, DANRE00953, DANRE00951, DANRE00954, DANRE06951	CAPO304587
OG0000508	DANRE03868, DANRE14508, DANRE14509	CAPO303408, CAPO307945
OG0000508	DANRE41797, DANRE41796, DANRE41798	CAPO302590
OG0000510	DANRE29015, DANRE29016, DANRE23929, DANRE24614, DANRE24613, DANRE33900, DANRE33901, DANRE00308, DANRE16489, DANRE06484, DANRE06483	CAPO303128, CAPO305095
OG0000511	DANRE14427, DANRE14426, DANRE14425, DANRE14430, DANRE14429, DANRE14431, DANRE14428	CAPO301322
OG0000514	DANRE09989, DANRE35445, DANRE29427, DANRE29426, DANRE29431, DANRE29430, DANRE29429, DANRE28744, DANRE04023, DANRE04024, DANRE04022, DANRE28743, DANRE28742, DANRE29428	CAPO307292
OG0000516	DANRE26525, DANRE26524, DANRE26523, DANRE26526, DANRE26522, DANRE37175, DANRE01104, DANRE01105, DANRE08144, DANRE26283, DANRE26284	CAPO302072
OG0000519	DANRE01551, DANRE33550, DANRE01552	CAPO300709
OG0000520	DANRE08682, DANRE13991, DANRE08165, DANRE08166	CAPO304720
OG0000522	DANRE05319, DANRE07315, DANRE07316, DANRE07314, DANRE07313, DANRE07311, DANRE07312, DANRE07310, DANRE15867, DANRE15866, DANRE15864, DANRE15869, DANRE15865, DANRE15868, DANRE05320, DANRE05318	CAPO306204
OG0000528	DANRE11572, DANRE11573, DANRE08361, DANRE08362, DANRE37792, DANRE37793, DANRE37794	CAPO300417
OG0000530	DANRE26826, DANRE27113, DANRE02134, DANRE00409, DANRE24563, DANRE26825, DANRE24562	CAPO306919
OG0000532	DANRE18007, DANRE18008	CAPO300259
OG0000532	DANRE11421	CAPO301913
OG0000538	DANRE42160, DANRE37095, DANRE29198, DANRE03222, DANRE03824, DANRE27952, DANRE27950, DANRE27949, DANRE27951, DANRE03823, DANRE03821, DANRE03822	CAPO300039
OG0000548	DANRE06455, DANRE19625, DANRE40865, DANRE22043, DANRE18865, DANRE01597, DANRE01599, DANRE01598, DANRE25568	CAPO307253, CAPO307370
OG0000551	DANRE41282	CAPO305700
OG0000552	DANRE01503, DANRE06418, DANRE06417, DANRE06064	CAPO302805
OG0000553	DANRE21288, DANRE20656, DANRE31268, DANRE00920, DANRE00921, DANRE34994, DANRE09706, DANRE29057, DANRE03068	CAPO302261
OG0000554	DANRE10367, DANRE10368, DANRE30642, DANRE04185, DANRE20459, DANRE15662, DANRE00589, DANRE04187, DANRE04188, DANRE04184, DANRE20458, DANRE30641, DANRE11706, DANRE11705, DANRE04186	CAPO300205
OG0000561	DANRE18926, DANRE18925, DANRE18927, DANRE10686, DANRE10685, DANRE18929, DANRE35309, DANRE06689	CAPO307817, CAPO304686, CAPO304296
OG0000563	DANRE39600, DANRE20313, DANRE07912, DANRE39601	CAPO305151
OG0000566	DANRE21691, DANRE21693, DANRE13203, DANRE21692, DANRE19765, DANRE19764, DANRE19766, DANRE19762, DANRE19763, DANRE25205, DANRE25192, DANRE13200, DANRE13201, DANRE13198, DANRE13199, DANRE13202, DANRE25108, DANRE33333, DANRE33334	CAPO306820
OG0000567	DANRE37645, DANRE43387	CAPO300710, CAPO302895
OG0000572	DANRE37800, DANRE03776, DANRE03775, DANRE03774, DANRE11722, DANRE37798, DANRE37797, DANRE37799, DANRE36636, DANRE22951, DANRE22949, DANRE22950	CAPO302048
OG0000573	DANRE13773, DANRE13772, DANRE09290, DANRE26429, DANRE36969, DANRE41278, DANRE34489	CAPO301573
OG0000573	DANRE02931, DANRE13206, DANRE13207, DANRE25110	CAPO300482
OG0000574	DANRE28774, DANRE04148, DANRE04147, DANRE04149, DANRE04146, DANRE28773, DANRE28771, DANRE28772, DANRE03028, DANRE16551, DANRE16552, DANRE16553	CAPO303025
OG0000578	DANRE05437, DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439, DANRE04401, DANRE04402, DANRE04409, DANRE04410, DANRE04403, DANRE04406, DANRE04405, DANRE04407, DANRE04404, DANRE04408, DANRE07773, DANRE19685	CAPO305505
OG0000583	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062	CAPO302594
OG0000585	DANRE02246, DANRE40757, DANRE40285, DANRE02244, DANRE02245, DANRE02249, DANRE41291, DANRE41292, DANRE41293, DANRE41294, DANRE02250, DANRE25689, DANRE25690, DANRE31500, DANRE31501, DANRE23073, DANRE23074, DANRE23075, DANRE36824, DANRE36823	CAPO302010
OG0000586	DANRE30976, DANRE25422, DANRE12413, DANRE30975, DANRE30974, DANRE12411, DANRE12412, DANRE29518, DANRE12415, DANRE12414, DANRE13497	CAPO304818
OG0000587	DANRE08842, DANRE08843, DANRE28077, DANRE38185, DANRE38186, DANRE38187, DANRE23765, DANRE02066, DANRE02067	CAPO304868
OG0000588	DANRE01195, DANRE01197, DANRE01196	CAPO300701
OG0000590	DANRE42192, DANRE42191, DANRE42190, DANRE29030, DANRE10504, DANRE10503, DANRE14379, DANRE29029	CAPO302664
OG0000590	DANRE28274, DANRE36861	CAPO307990
OG0000591	DANRE29995, DANRE15432	CAPO300885
OG0000591	DANRE19748, DANRE19747, DANRE12240, DANRE12241, DANRE12242, DANRE26952, DANRE26953, DANRE36277	CAPO301508, CAPO306921
OG0000592	DANRE40569, DANRE18531, DANRE25922, DANRE25921, DANRE38966, DANRE38965, DANRE38964, DANRE34487	CAPO302552
OG0000593	DANRE30058, DANRE03638, DANRE30338, DANRE02996, DANRE23729, DANRE26181, DANRE12961, DANRE12962, DANRE36390, DANRE36391, DANRE22365, DANRE02411, DANRE02412	CAPO303950
OG0000594	DANRE34139, DANRE07972, DANRE15294, DANRE34138, DANRE07974, DANRE07973, DANRE15295, DANRE02253, DANRE02252	CAPO305185
OG0000597	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208	CAPO305949
OG0000600	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160	CAPO302133
OG0000603	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754	CAPO300286
OG0000604	DANRE13132, DANRE11170, DANRE11169, DANRE18084, DANRE18085, DANRE04317, DANRE01045, DANRE01042, DANRE01043, DANRE01044, DANRE13130, DANRE13131	CAPO304248
OG0000609	DANRE15267, DANRE15268, DANRE42499, DANRE15265, DANRE15266, DANRE21338	CAPO306415
OG0000611	DANRE02632, DANRE20099, DANRE20098, DANRE39012, DANRE39011, DANRE39013	CAPO305139
OG0000611	DANRE38844, DANRE38845, DANRE38847	CAPO302505
OG0000612	DANRE39403, DANRE11619, DANRE04246, DANRE04245, DANRE35389	CAPO308174
OG0000612	DANRE22363, DANRE22364	CAPO300901
OG0000613	DANRE18520, DANRE01714, DANRE01713, DANRE10094, DANRE14218, DANRE14219, DANRE34847, DANRE38974	CAPO306741, CAPO303985
OG0000614	DANRE43105, DANRE43106	CAPO306138, CAPO304207
OG0000616	DANRE37379, DANRE09788, DANRE08157, DANRE35009, DANRE35008, DANRE37380, DANRE37376, DANRE37378, DANRE37377	CAPO301011
OG0000619	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557	CAPO303580
OG0000620	DANRE30711, DANRE30712, DANRE30713, DANRE12383	CAPO300569
OG0000623	DANRE05276	CAPO306891
OG0000623	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067	CAPO306678
OG0000624	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485	CAPO304034, CAPO304035
OG0000627	DANRE39087, DANRE01285, DANRE01283, DANRE01284, DANRE13403, DANRE10285, DANRE10284, DANRE24252	CAPO301912
OG0000628	DANRE02555, DANRE10115, DANRE10116, DANRE02554, DANRE43168, DANRE43169, DANRE10117, DANRE10118, DANRE22397, DANRE22395, DANRE22396, DANRE17350, DANRE17351, DANRE09796, DANRE24904	CAPO306878
OG0000629	DANRE20660, DANRE20658, DANRE20659, DANRE01275, DANRE25415, DANRE25414, DANRE20655, DANRE20653, DANRE20654, DANRE40223, DANRE40222, DANRE31084, DANRE31085, DANRE31086, DANRE12557	CAPO304632
OG0000634	DANRE27842, DANRE27841, DANRE37078, DANRE37077, DANRE37547, DANRE37548	CAPO305866
OG0000636	DANRE03730, DANRE03729, DANRE07041, DANRE07045, DANRE07042, DANRE07043, DANRE07044, DANRE07046, DANRE05815, DANRE05816, DANRE05814, DANRE03924, DANRE03926, DANRE03923	CAPO300927, CAPO308236
OG0000637	DANRE08344, DANRE35201, DANRE35202, DANRE00403, DANRE30450, DANRE36117	CAPO306492
OG0000639	DANRE12180, DANRE19333, DANRE19332	CAPO300322
OG0000639	DANRE26025, DANRE26027, DANRE24926, DANRE24925, DANRE24924, DANRE23613, DANRE23612, DANRE37057	CAPO305269
OG0000642	DANRE23759, DANRE23758, DANRE23757, DANRE16691, DANRE16692, DANRE04589, DANRE04590, DANRE04591, DANRE15452	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000642	DANRE04791	CAPO302566
OG0000643	DANRE08365, DANRE08366, DANRE11946, DANRE11947, DANRE35238, DANRE35237, DANRE01533, DANRE35022, DANRE35026, DANRE35023, DANRE35024	CAPO301316
OG0000645	DANRE38840, DANRE12356	CAPO306925
OG0000645	DANRE16501, DANRE26016	CAPO307784, CAPO304648
OG0000648	DANRE23826	CAPO307637
OG0000648	DANRE23825, DANRE23827	CAPO306715
OG0000648	DANRE27007	CAPO307568
OG0000650	DANRE42710, DANRE01609, DANRE01608, DANRE24219, DANRE19539, DANRE19536, DANRE19537, DANRE19538, DANRE35105, DANRE35104, DANRE36191, DANRE26619, DANRE14681, DANRE42711, DANRE33878, DANRE33877, DANRE03720, DANRE03721	CAPO302429
OG0000651	DANRE01712, DANRE23323, DANRE01722, DANRE01723, DANRE01724, DANRE08586, DANRE08587, DANRE42029, DANRE42028, DANRE23324	CAPO301045
OG0000652	DANRE02864, DANRE22812, DANRE22811, DANRE02866, DANRE02856, DANRE02863, DANRE02865, DANRE31012, DANRE31013, DANRE26048, DANRE26049, DANRE22823, DANRE22824, DANRE22822	CAPO307163
OG0000653	DANRE26617, DANRE29214, DANRE03139, DANRE14879, DANRE28855, DANRE27642, DANRE26616, DANRE36188, DANRE04829, DANRE04830, DANRE19958, DANRE19860, DANRE33310, DANRE29802, DANRE16917, DANRE26488	CAPO304384
OG0000657	DANRE41216, DANRE41219, DANRE41218, DANRE41217, DANRE38328, DANRE38327	CAPO304462
OG0000660	DANRE42701, DANRE37475, DANRE37474	CAPO304213
OG0000662	DANRE07121, DANRE07120, DANRE07123, DANRE07122, DANRE29859, DANRE29860, DANRE04026, DANRE03635	CAPO308235
OG0000663	DANRE14734, DANRE18093, DANRE18092, DANRE15132, DANRE18094, DANRE15131, DANRE18091, DANRE18096	CAPO303713
OG0000664	DANRE39767, DANRE30905, DANRE02763, DANRE35705, DANRE10611, DANRE10610, DANRE10609	CAPO305353
OG0000665	DANRE38365, DANRE19520, DANRE34684, DANRE09591, DANRE09590, DANRE13938, DANRE13939, DANRE19399, DANRE19400	CAPO304505, CAPO304163
OG0000666	DANRE25699, DANRE25700, DANRE30926, DANRE30929, DANRE30924, DANRE30925, DANRE29200, DANRE29201, DANRE03143, DANRE02721, DANRE02720, DANRE23027	CAPO306172
OG0000667	DANRE15620, DANRE15621	CAPO305865
OG0000672	DANRE26530, DANRE33887, DANRE38205	CAPO301072
OG0000672	DANRE02981, DANRE02982	CAPO301848
OG0000674	DANRE09048, DANRE09049, DANRE09050, DANRE09052, DANRE09051, DANRE37577, DANRE37574, DANRE37576, DANRE37575, DANRE12573, DANRE12574, DANRE12575, DANRE39312, DANRE39311, DANRE39310, DANRE39309, DANRE25556	CAPO303746
OG0000676	DANRE14726	CAPO304343, CAPO305288
OG0000676	DANRE26937, DANRE26936, DANRE36241, DANRE20482, DANRE20483, DANRE35813, DANRE35814, DANRE41404	CAPO300920, CAPO304680
OG0000683	DANRE16155	CAPO304912
OG0000683	DANRE30129, DANRE16951, DANRE01917, DANRE26336, DANRE26335, DANRE26337, DANRE26338	CAPO305392, CAPO303509
OG0000684	DANRE23793, DANRE41358, DANRE41360, DANRE41356, DANRE41361, DANRE28296, DANRE39125	CAPO306227
OG0000686	DANRE39670, DANRE22412	CAPO300156
OG0000690	DANRE14634, DANRE14633	CAPO306653
OG0000690	DANRE06381, DANRE39009, DANRE39006, DANRE39008	CAPO306445
OG0000690	DANRE06380, DANRE06379	CAPO304114
OG0000691	DANRE27299, DANRE25533, DANRE27300, DANRE18108, DANRE18107, DANRE18106, DANRE11469, DANRE14622, DANRE14623, DANRE14624, DANRE23610	CAPO301028
OG0000692	DANRE05971	CAPO301383, CAPO306980
OG0000693	DANRE36829, DANRE22937, DANRE22936, DANRE22938, DANRE20118, DANRE20117, DANRE08385, DANRE08384, DANRE08386, DANRE09992, DANRE09993	CAPO300633
OG0000693	DANRE34293, DANRE34292	CAPO307538
OG0000694	DANRE10951, DANRE11638, DANRE17279, DANRE17281, DANRE17280, DANRE17278, DANRE35394, DANRE35396, DANRE35395, DANRE39558, DANRE39557	CAPO302468
OG0000696	DANRE18175, DANRE18174	CAPO305456
OG0000696	DANRE10818	CAPO305466, CAPO301422
OG0000697	DANRE30740, DANRE40406, DANRE02693, DANRE41127, DANRE41126, DANRE41128, DANRE41129, DANRE40289, DANRE02263, DANRE02262, DANRE36692	CAPO304466, CAPO306724
OG0000698	DANRE18730	CAPO301893
OG0000699	DANRE01006, DANRE01007, DANRE34502	CAPO306785, CAPO302735
OG0000701	DANRE05122, DANRE05121, DANRE05123, DANRE33566, DANRE40860, DANRE40861	CAPO306727
OG0000703	DANRE04985, DANRE04984, DANRE04983, DANRE35267, DANRE07193, DANRE04855, DANRE04856	CAPO308078
OG0000706	DANRE17407, DANRE22750, DANRE02764	CAPO301985
OG0000708	DANRE26713, DANRE26712, DANRE24571, DANRE24572	CAPO302130
OG0000708	DANRE09020, DANRE39758, DANRE39759	CAPO300640
OG0000709	DANRE19979, DANRE39457, DANRE02911, DANRE05879	CAPO305451
OG0000711	DANRE31324, DANRE38476, DANRE25230, DANRE12636, DANRE12637, DANRE12638, DANRE25772, DANRE31323, DANRE31322, DANRE31321	CAPO304713
OG0000713	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878, DANRE33352, DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354	CAPO302804
OG0000715	DANRE10220, DANRE42817, DANRE01949, DANRE01695, DANRE01696, DANRE23041, DANRE10216, DANRE10217, DANRE10218, DANRE10219	CAPO305197
OG0000716	DANRE24425, DANRE24426, DANRE18357	CAPO306457
OG0000717	DANRE43353, DANRE26800, DANRE35508, DANRE26799, DANRE33372, DANRE33371, DANRE33373, DANRE40682, DANRE40681, DANRE40679, DANRE40680, DANRE30258, DANRE10487, DANRE10489, DANRE10488, DANRE10486, DANRE30259	CAPO302989
