Orthogroup	DANRE	CAPO3
OG0005234	DANRE35287	CAPO306586, CAPO305435
OG0005237	DANRE19986	CAPO300405
OG0005238	DANRE19343	CAPO307942
OG0005239	DANRE18728	CAPO305851
OG0005240	DANRE09845, DANRE22727, DANRE22726, DANRE22725, DANRE22728	CAPO302162
OG0005241	DANRE27082	CAPO301367
OG0005243	DANRE03398	CAPO302946
OG0005244	DANRE14577	CAPO301413
OG0005245	DANRE23841, DANRE23840	CAPO305774
OG0005247	DANRE14607, DANRE14608	CAPO305218
OG0005249	DANRE34087, DANRE34086, DANRE19455	CAPO306769
OG0005250	DANRE10650, DANRE10651	CAPO304032
OG0005251	DANRE09070, DANRE09072, DANRE09071	CAPO306449
OG0005253	DANRE20221, DANRE20223, DANRE20222, DANRE20220	CAPO307867
OG0005254	DANRE36035, DANRE36036	CAPO304356
OG0005255	DANRE11820, DANRE11821	CAPO303838, CAPO300416, CAPO307726
OG0005257	DANRE04815	CAPO302797
OG0005258	DANRE36655	CAPO301990
OG0005259	DANRE36606, DANRE36722	CAPO303873
OG0005261	DANRE17491, DANRE18309	CAPO305240
OG0005262	DANRE22648, DANRE22647	CAPO301884
OG0005265	DANRE00189	CAPO305767
OG0005267	DANRE16736, DANRE04469, DANRE04468	CAPO300315
OG0005268	DANRE38437, DANRE38439, DANRE38438	CAPO302457
OG0005269	DANRE01789, DANRE01790, DANRE01786, DANRE01788	CAPO303868
OG0005271	DANRE05156, DANRE05155	CAPO303459
OG0005272	DANRE36550, DANRE36551	CAPO300142
OG0005273	DANRE00867	CAPO302742
OG0005275	DANRE36697, DANRE36699, DANRE36698	CAPO301557
OG0005277	DANRE18726, DANRE18727	CAPO302973, CAPO308033
OG0005278	DANRE12167	CAPO306576, CAPO308328
OG0005279	DANRE26144, DANRE26142	CAPO304182
OG0005280	DANRE05020, DANRE05021	CAPO306635
OG0005285	DANRE40751, DANRE40750	CAPO302006
OG0005287	DANRE09921, DANRE09920, DANRE13538	CAPO307607
OG0005289	DANRE08757	CAPO304679
OG0005290	DANRE21512, DANRE21511, DANRE21510	CAPO305632
OG0005292	DANRE37125, DANRE37126	CAPO300881
OG0005293	DANRE07536	CAPO303402
OG0005294	DANRE19668, DANRE19667, DANRE33427, DANRE33428	CAPO306913
OG0005295	DANRE11854	CAPO304907
OG0005298	DANRE12766	CAPO307279
OG0005299	DANRE25389	CAPO304069
OG0005300	DANRE31485	CAPO304452
OG0005301	DANRE40592, DANRE40591	CAPO307444
OG0005303	DANRE31333	CAPO304454
OG0005305	DANRE22385, DANRE22384	CAPO301003
OG0005309	DANRE04988, DANRE04987, DANRE41130	CAPO306631
OG0005312	DANRE02196, DANRE02195	CAPO307454, CAPO303466
OG0005314	DANRE41878, DANRE41879, DANRE41881, DANRE41880, DANRE16592	CAPO302074
OG0005315	DANRE28056, DANRE28057	CAPO302427
OG0005316	DANRE26300, DANRE26301	CAPO301704
OG0005317	DANRE42290	CAPO307168
OG0005318	DANRE27185	CAPO308249
OG0005319	DANRE05294	CAPO302638
OG0005322	DANRE23798, DANRE23797, DANRE03472	CAPO308079
OG0005323	DANRE41154, DANRE41153	CAPO307349
OG0005324	DANRE23731	CAPO303901
OG0005325	DANRE37921, DANRE37920, DANRE15543	CAPO301092
OG0005326	DANRE19808, DANRE38806	CAPO303331
OG0005359	DANRE31365	CAPO300630
OG0005360	DANRE37597	CAPO303782
OG0005364	DANRE09792	CAPO300756
OG0005365	DANRE15803	CAPO303866
OG0005366	DANRE35231, DANRE35230	CAPO300645
OG0005370	DANRE37074, DANRE37075	CAPO303423
OG0005371	DANRE34774	CAPO306407
OG0005373	DANRE17209	CAPO302507
OG0005374	DANRE18198	CAPO300609
OG0005375	DANRE29932	CAPO305216
OG0005377	DANRE01020, DANRE33539	CAPO307926
OG0005378	DANRE36662, DANRE36661	CAPO301284
OG0005379	DANRE28814	CAPO303714
OG0005380	DANRE08592, DANRE08591	CAPO306791
OG0005381	DANRE34260	CAPO301325
OG0005384	DANRE24068, DANRE24067, DANRE27219	CAPO300411
OG0005385	DANRE08251	CAPO305502
OG0005386	DANRE15737, DANRE15735, DANRE15736	CAPO307872
OG0005388	DANRE01822, DANRE01821	CAPO301274
OG0005389	DANRE20198	CAPO300599
OG0005390	DANRE26690, DANRE26689	CAPO301450
OG0005391	DANRE12672, DANRE12673	CAPO302409
OG0005393	DANRE09013, DANRE09012	CAPO302465
OG0005394	DANRE13635	CAPO306444
OG0005395	DANRE03645	CAPO302966
OG0005396	DANRE24333, DANRE24335, DANRE24334	CAPO301185
OG0005398	DANRE42778	CAPO301199
OG0005399	DANRE39369	CAPO306277
OG0005400	DANRE24391, DANRE24390, DANRE24389, DANRE24392	CAPO301149
OG0005402	DANRE13107, DANRE13106	CAPO307246
OG0005403	DANRE24963	CAPO303785
OG0005404	DANRE24126, DANRE24125, DANRE24124, DANRE24127	CAPO306644
OG0005405	DANRE15838	CAPO304677
OG0005406	DANRE09765, DANRE13301	CAPO301050
OG0005408	DANRE05999	CAPO306656
OG0005409	DANRE12530, DANRE12531	CAPO304722
OG0005410	DANRE14131	CAPO300140
OG0005412	DANRE02989, DANRE02990, DANRE02992, DANRE02991	CAPO300143
OG0005413	DANRE39064	CAPO304093
OG0005414	DANRE04083, DANRE04081, DANRE04082	CAPO301252, CAPO301167
OG0005417	DANRE29997	CAPO302063
OG0005422	DANRE35580	CAPO303205
OG0005424	DANRE43037	CAPO305286
OG0005425	DANRE31361	CAPO300175
OG0005427	DANRE29565	CAPO301444
OG0005430	DANRE39357	CAPO302295
OG0005431	DANRE09200, DANRE09201	CAPO304591
OG0005433	DANRE19173	CAPO303786
OG0005434	DANRE12767	CAPO302858
OG0005435	DANRE35885, DANRE35886, DANRE35883, DANRE35882	CAPO303045
OG0005437	DANRE37484	CAPO308137
OG0005438	DANRE36447	CAPO302494
OG0005439	DANRE18501, DANRE18502	CAPO304206
OG0005440	DANRE28407, DANRE28408	CAPO303719
OG0005442	DANRE01762	CAPO307582
OG0005443	DANRE18748, DANRE17411	CAPO305021
OG0005444	DANRE24370, DANRE24371, DANRE23295, DANRE23296	CAPO300488
OG0005446	DANRE18147	CAPO300144
OG0005449	DANRE28666, DANRE28667	CAPO300543
OG0005450	DANRE33767, DANRE33768, DANRE33769, DANRE33770	CAPO302868
OG0005451	DANRE26347	CAPO300480
OG0005454	DANRE08856, DANRE08857	CAPO307132
OG0005455	DANRE27358, DANRE27359, DANRE38815	CAPO301855
OG0005457	DANRE38620, DANRE38621	CAPO307831
OG0005459	DANRE12592, DANRE12590, DANRE12591	CAPO304164
OG0005461	DANRE29223, DANRE29222, DANRE03827, DANRE03828	CAPO307668
OG0005462	DANRE29636, DANRE29637, DANRE29638	CAPO306835
OG0005463	DANRE12733	CAPO303989
OG0005464	DANRE22331	CAPO307986
OG0005465	DANRE05457	CAPO300347
OG0005466	DANRE36578	CAPO300596
OG0005467	DANRE05926, DANRE05927	CAPO305986
OG0005468	DANRE27698, DANRE27699, DANRE27700, DANRE27697	CAPO306414
OG0005469	DANRE30812	CAPO301614
OG0005470	DANRE06466, DANRE06467	CAPO300654
OG0005471	DANRE07422	CAPO300819
OG0005474	DANRE03400	CAPO304412
OG0005475	DANRE23370, DANRE23369	CAPO300271
OG0005476	DANRE31627	CAPO305577, CAPO305762
OG0005478	DANRE22774, DANRE22775, DANRE02394, DANRE02395, DANRE02396	CAPO305209
OG0005479	DANRE38869, DANRE38870	CAPO300550
OG0005480	DANRE25077, DANRE25076	CAPO307314
OG0005481	DANRE33798, DANRE33799	CAPO306697, CAPO301416
OG0005482	DANRE08077	CAPO307925
OG0005483	DANRE36514, DANRE36513	CAPO304067
OG0005484	DANRE15956, DANRE15955, DANRE15954	CAPO307524
OG0005486	DANRE19600	CAPO300225
OG0005487	DANRE42927, DANRE42926	CAPO300444
OG0005488	DANRE00136, DANRE00135	CAPO301054
OG0005489	DANRE29709	CAPO305322
OG0005490	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832	CAPO300839
OG0005491	DANRE19088, DANRE19089	CAPO305898
OG0005493	DANRE11814	CAPO304618
OG0005494	DANRE13317, DANRE13316	CAPO308140
OG0005495	DANRE34985, DANRE34986	CAPO305673
OG0005497	DANRE05300	CAPO305501
OG0005498	DANRE09835, DANRE09834	CAPO303826
OG0005499	DANRE01400, DANRE01401	CAPO306730
OG0005500	DANRE02835, DANRE02834	CAPO306535
OG0005503	DANRE10305	CAPO307437
OG0005504	DANRE07863, DANRE07864	CAPO300995
OG0005505	DANRE06243, DANRE06244	CAPO307588
OG0005508	DANRE14976, DANRE14977	CAPO308142
OG0005509	DANRE14408	CAPO300202
OG0005510	DANRE30486, DANRE43061	CAPO307083
OG0005511	DANRE21520	CAPO304438
OG0005514	DANRE39609, DANRE39607, DANRE39610, DANRE39608	CAPO305223
OG0005516	DANRE34104, DANRE34103, DANRE34106, DANRE34105	CAPO305610
OG0005517	DANRE24916, DANRE24915	CAPO303557
OG0005518	DANRE13478, DANRE13477, DANRE13476	CAPO300928
OG0005524	DANRE03090	CAPO307077
OG0005525	DANRE04356, DANRE04355	CAPO305745
OG0005527	DANRE25598, DANRE30947	CAPO307337
OG0005528	DANRE25797, DANRE25798	CAPO302166
OG0005529	DANRE33058	CAPO303996
OG0005533	DANRE12566	CAPO308156
OG0005534	DANRE13330, DANRE13329	CAPO300248
OG0005535	DANRE20126	CAPO306427
OG0005536	DANRE34862	CAPO306899
OG0005537	DANRE14245, DANRE14246	CAPO305006
OG0005539	DANRE15118, DANRE15119	CAPO300487
OG0005540	DANRE13556, DANRE13552, DANRE13553, DANRE13554	CAPO307739
OG0005541	DANRE15122	CAPO302610
OG0005545	DANRE02887	CAPO307853
OG0005550	DANRE24061	CAPO303338
OG0005553	DANRE00372	CAPO308016
OG0005554	DANRE39338, DANRE39339, DANRE39340	CAPO307360
OG0005555	DANRE30999, DANRE01795, DANRE01794	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548
OG0005556	DANRE34261	CAPO301726
OG0005558	DANRE11734, DANRE35234, DANRE35233	CAPO301773
OG0005559	DANRE14663, DANRE14666, DANRE14664, DANRE14665, DANRE14662	CAPO302392
OG0005560	DANRE36070, DANRE36069	CAPO302459
OG0005561	DANRE23494	CAPO307649
OG0005562	DANRE19787	CAPO300157
OG0005563	DANRE41618, DANRE41621, DANRE41622, DANRE41619	CAPO300985
OG0005564	DANRE19104, DANRE19105	CAPO307593
OG0005566	DANRE39659, DANRE00333	CAPO308091
OG0005569	DANRE25030	CAPO301394
OG0005572	DANRE15331, DANRE15330	CAPO300415
OG0005574	DANRE37569, DANRE37570	CAPO305418
OG0005575	DANRE03463, DANRE03462	CAPO301354
OG0005578	DANRE10384	CAPO300834
OG0005580	DANRE28264	CAPO308283
OG0005581	DANRE16480, DANRE06576, DANRE06577	CAPO303973
OG0005582	DANRE43393	CAPO306123
OG0005583	DANRE00285, DANRE00286, DANRE25147, DANRE25148	CAPO303824
OG0005584	DANRE19587, DANRE19588	CAPO302871
OG0005586	DANRE21731, DANRE13942	CAPO303784
OG0005588	DANRE24588, DANRE24587	CAPO305990
OG0005589	DANRE41477	CAPO305989
OG0005590	DANRE16067	CAPO302905
OG0005592	DANRE30249	CAPO305870
OG0005593	DANRE41927, DANRE41929, DANRE41928	CAPO302759
OG0005594	DANRE10635	CAPO306885
OG0005595	DANRE30852	CAPO306737
OG0005597	DANRE15269, DANRE15270	CAPO301334
OG0005598	DANRE25018	CAPO300035
OG0005599	DANRE36072	CAPO302061
OG0005600	DANRE40275	CAPO300445
OG0005603	DANRE39411	CAPO303949
OG0005604	DANRE16557	CAPO303855
OG0005605	DANRE34529	CAPO300782
OG0005608	DANRE18051, DANRE09029, DANRE09028	CAPO303058
OG0005611	DANRE28958, DANRE28959	CAPO304396
OG0005613	DANRE11321, DANRE16822, DANRE16821	CAPO301790
OG0005614	DANRE04930	CAPO306809
OG0005615	DANRE31126	CAPO302186
OG0005616	DANRE17489	CAPO302310
OG0005617	DANRE36363, DANRE00407	CAPO300131
OG0005618	DANRE00178, DANRE00176, DANRE00177	CAPO307702
OG0005620	DANRE31254	CAPO306094
OG0005621	DANRE11716, DANRE11715	CAPO308123
OG0005622	DANRE18660	CAPO307903
OG0005623	DANRE05432, DANRE05431	CAPO300779
OG0005624	DANRE30720, DANRE30721	CAPO300652
OG0005625	DANRE06001	CAPO302221
OG0005626	DANRE01117, DANRE07553	CAPO308220
OG0005629	DANRE20590	CAPO302575
OG0005630	DANRE16694, DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632	CAPO301786, CAPO307219
OG0005631	DANRE09424	CAPO300791
OG0005632	DANRE17405, DANRE17404	CAPO303472
OG0005633	DANRE05518, DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516	CAPO302097
OG0005636	DANRE13481, DANRE13482	CAPO302060
OG0005637	DANRE41703, DANRE41700, DANRE41702, DANRE41701	CAPO305600
OG0005639	DANRE10666, DANRE18080, DANRE18081	CAPO306397
OG0005641	DANRE02949, DANRE02948, DANRE02947	CAPO302343
OG0005642	DANRE21297, DANRE02697	CAPO307460
OG0005643	DANRE36781	CAPO307244
OG0005644	DANRE20309, DANRE08252	CAPO303605
OG0005645	DANRE10983	CAPO300279
OG0005649	DANRE42185, DANRE42183, DANRE42184	CAPO304011
OG0005651	DANRE20915, DANRE20916	CAPO301043
OG0005652	DANRE02692, DANRE02690, DANRE02691	CAPO301437
OG0005654	DANRE24074, DANRE24075, DANRE33243	CAPO306680
OG0005655	DANRE15100	CAPO307743
OG0005655	DANRE15099, DANRE15098, DANRE22619, DANRE40294	CAPO300096, CAPO304440
OG0005656	DANRE04885, DANRE04886, DANRE04884	CAPO306816
OG0005660	DANRE34620	CAPO305277
OG0005665	DANRE20987, DANRE20989, DANRE20988, DANRE28322, DANRE20990, DANRE20991, DANRE28323, DANRE12305, DANRE29818	CAPO306931
OG0005681	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168	CAPO302618
OG0005690	DANRE10416	CAPO303792
OG0005692	DANRE21996, DANRE21995, DANRE42270	CAPO306503
OG0005694	DANRE12317, DANRE12318	CAPO302741
OG0005695	DANRE29499	CAPO303401
OG0005700	DANRE03723	CAPO302108
OG0005701	DANRE05393, DANRE05394	CAPO304311
OG0005702	DANRE08887	CAPO302394
OG0005703	DANRE33923	CAPO307490
OG0005707	DANRE20947	CAPO303751
OG0005708	DANRE10185, DANRE10184, DANRE10183	CAPO306478
OG0005710	DANRE21928, DANRE21925, DANRE21927, DANRE21926	CAPO307544
OG0005712	DANRE30485	CAPO302811
OG0005714	DANRE00374, DANRE00373	CAPO302016
OG0005715	DANRE43098	CAPO302774
OG0005717	DANRE09066, DANRE09067, DANRE09065	CAPO303289
OG0005719	DANRE22979	CAPO300934
OG0005721	DANRE35044	CAPO302442
OG0005723	DANRE41011, DANRE41012, DANRE41010	CAPO301560
OG0005724	DANRE20202	CAPO305737
OG0005725	DANRE03552, DANRE03553	CAPO304382
OG0005726	DANRE27236, DANRE27237, DANRE27238	CAPO306255
OG0005728	DANRE37055	CAPO300070
OG0005731	DANRE30002	CAPO304326
OG0005732	DANRE16848	CAPO306509
OG0005733	DANRE03975	CAPO307250
OG0005734	DANRE22995, DANRE20594	CAPO307857
OG0005735	DANRE34218	CAPO306353
OG0005738	DANRE26761	CAPO304853
OG0005739	DANRE23960	CAPO308247
OG0005741	DANRE03389	CAPO303042
OG0005742	DANRE09529	CAPO300464, CAPO302075
OG0005744	DANRE09821	CAPO302669
OG0005746	DANRE16685, DANRE16686	CAPO304136
OG0005747	DANRE23184, DANRE23183	CAPO300949
OG0005749	DANRE30710	CAPO300768
OG0005750	DANRE07024	CAPO304369
OG0005751	DANRE12107, DANRE12106	CAPO302377
OG0005758	DANRE07527, DANRE07528	CAPO304832
OG0005759	DANRE03860	CAPO305998
OG0005762	DANRE22206	CAPO307808
OG0005764	DANRE09780	CAPO302285
OG0005766	DANRE13270	CAPO307164
OG0005769	DANRE17644, DANRE17643, DANRE17645	CAPO301036
OG0005770	DANRE12661, DANRE12660	CAPO306340
OG0005771	DANRE14116, DANRE14114, DANRE14115	CAPO301571
OG0005774	DANRE22637	CAPO303542
OG0005775	DANRE03621	CAPO306153
OG0005776	DANRE05180	CAPO303568, CAPO307316
OG0005777	DANRE04533, DANRE04532	CAPO300042
OG0005779	DANRE40753, DANRE40752	CAPO306436
OG0005781	DANRE42324, DANRE42323	CAPO303884
OG0005782	DANRE06437	CAPO300230
OG0005783	DANRE19394, DANRE19393	CAPO303474
OG0005784	DANRE05427, DANRE05426, DANRE05425	CAPO302307
OG0005787	DANRE38319	CAPO307830
OG0005788	DANRE02080	CAPO300037
OG0005789	DANRE38286	CAPO303327
OG0005790	DANRE05586	CAPO304988
OG0005792	DANRE00903	CAPO301624
OG0005793	DANRE26367	CAPO300669
OG0005794	DANRE03459, DANRE03461, DANRE03460	CAPO302027
OG0005795	DANRE41201	CAPO305005
OG0005796	DANRE35301	CAPO305004
OG0005797	DANRE06686	CAPO301712
OG0005799	DANRE07255, DANRE07256	CAPO305503
OG0005800	DANRE14375, DANRE14374	CAPO306663, CAPO303116
OG0005801	DANRE10200	CAPO305293
OG0005803	DANRE42298	CAPO307068
OG0005805	DANRE33433, DANRE33434	CAPO302538
OG0005807	DANRE42401	CAPO304282
OG0005808	DANRE36615	CAPO300610
OG0005810	DANRE09119, DANRE09118	CAPO305026
OG0005811	DANRE30619	CAPO304151
OG0005812	DANRE06734, DANRE06736, DANRE06735	CAPO305500
OG0005814	DANRE00480, DANRE00481, DANRE00482	CAPO301343
OG0005815	DANRE35338, DANRE35339	CAPO306106
OG0005817	DANRE08196	CAPO300290
OG0005818	DANRE25883	CAPO302009
OG0005819	DANRE29106	CAPO301574
OG0005821	DANRE09701, DANRE09702	CAPO300824
OG0005823	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319	CAPO300775
OG0005824	DANRE28405, DANRE28404, DANRE28406	CAPO303629
OG0005825	DANRE16741, DANRE16740, DANRE16743	CAPO302227
OG0005828	DANRE11026	CAPO303954
OG0005831	DANRE03042, DANRE03041	CAPO302864
OG0005832	DANRE12840	CAPO302018
OG0005834	DANRE31116, DANRE31115, DANRE31117	CAPO306049, CAPO302406, CAPO305685, CAPO305497
OG0005835	DANRE22723	CAPO306285
OG0005837	DANRE28876	CAPO300250
OG0005838	DANRE25892, DANRE25891	CAPO302560
OG0005840	DANRE11184	CAPO305424
OG0005842	DANRE01807	CAPO304596
OG0005843	DANRE27852, DANRE27853	CAPO307528
OG0005845	DANRE08278, DANRE08279, DANRE08276, DANRE08277	CAPO307070
OG0005847	DANRE18614	CAPO305680
OG0005848	DANRE29474	CAPO307829
OG0005849	DANRE42620	CAPO303230
OG0005850	DANRE02454	CAPO307194
OG0005851	DANRE39994, DANRE39993	CAPO302674
OG0005852	DANRE40523, DANRE40522	CAPO306738
OG0005853	DANRE11871, DANRE11872, DANRE11870	CAPO305397
OG0005856	DANRE11367, DANRE11368, DANRE11366	CAPO308178
OG0005857	DANRE08223, DANRE08222	CAPO301639
OG0005858	DANRE33663	CAPO305203
OG0005859	DANRE39604, DANRE43327	CAPO307160
OG0005860	DANRE40800	CAPO300029
OG0005863	DANRE29066	CAPO304301
OG0005864	DANRE00114	CAPO301932
OG0005865	DANRE36625, DANRE36626	CAPO303346
OG0005866	DANRE11579	CAPO302021
OG0005869	DANRE36892, DANRE36893	CAPO305217
OG0005870	DANRE26828, DANRE26829, DANRE24559, DANRE24560, DANRE24558	CAPO305120
OG0005872	DANRE10465, DANRE10464	CAPO301101
OG0005874	DANRE42750	CAPO301503
OG0005875	DANRE12228	CAPO307256
OG0005876	DANRE36601, DANRE36602, DANRE36600	CAPO301107
OG0005877	DANRE02122	CAPO303218
OG0005878	DANRE18819, DANRE18818	CAPO307565
OG0005879	DANRE10234	CAPO305924
OG0005880	DANRE21270, DANRE21271	CAPO303914
OG0005884	DANRE17605	CAPO302326
OG0005886	DANRE11989	CAPO302755
OG0005887	DANRE35050	CAPO307435, CAPO303666
OG0005888	DANRE30287	CAPO305237
OG0005889	DANRE38035	CAPO306476
OG0005890	DANRE23385, DANRE23386	CAPO303293
OG0005892	DANRE12851	CAPO304793
OG0005893	DANRE16112	CAPO302656
OG0005894	DANRE15347, DANRE20229, DANRE20228, DANRE06636	CAPO302802
OG0005897	DANRE15609	CAPO306226
OG0005898	DANRE42374	CAPO304352
OG0005899	DANRE30256	CAPO306295
OG0005901	DANRE12702	CAPO307343
OG0005902	DANRE14687	CAPO305014, CAPO305124
OG0005903	DANRE12234	CAPO306042
OG0005904	DANRE25660, DANRE25661	CAPO308290
OG0005907	DANRE25622, DANRE25623	CAPO306181
OG0005909	DANRE26562, DANRE26561	CAPO304980
OG0005914	DANRE02261	CAPO304812
OG0005915	DANRE42907, DANRE42908, DANRE42906	CAPO301830
OG0005918	DANRE26860, DANRE26859	CAPO304132
OG0005919	DANRE27437	CAPO301677
OG0005921	DANRE00770, DANRE00771, DANRE07756, DANRE07757	CAPO301707
OG0005922	DANRE01622	CAPO301561
OG0005923	DANRE37950	CAPO302607
OG0005924	DANRE26067, DANRE26068, DANRE26069	CAPO300900
OG0005926	DANRE27181	CAPO306981
OG0005929	DANRE28880, DANRE28882, DANRE28881, DANRE35644	CAPO308208
OG0005931	DANRE37655	CAPO306162
OG0005932	DANRE12427, DANRE12426	CAPO300797
OG0005933	DANRE33836, DANRE33835, DANRE35227	CAPO301858
OG0005936	DANRE39451, DANRE39450	CAPO302424
OG0005937	DANRE12548, DANRE12547, DANRE12549	CAPO304550
OG0005938	DANRE19752, DANRE19751, DANRE19753	CAPO300395
OG0005940	DANRE18047	CAPO300232
OG0005941	DANRE17403, DANRE17402	CAPO302544
OG0005942	DANRE01018, DANRE01019	CAPO305649
OG0005943	DANRE28508	CAPO304448
OG0005944	DANRE04523, DANRE04524	CAPO302321
OG0005946	DANRE40755, DANRE40756	CAPO302043
OG0005947	DANRE16088	CAPO308067, CAPO304545
OG0005949	DANRE36776	CAPO305776
OG0005950	DANRE12068	CAPO302730
OG0005951	DANRE01837, DANRE01838, DANRE01839, DANRE01836	CAPO305823
OG0005952	DANRE00112, DANRE00113	CAPO302748
OG0005953	DANRE34696, DANRE34697	CAPO300018
OG0005954	DANRE25527	CAPO300472
OG0005955	DANRE41176, DANRE41175	CAPO308169
OG0005958	DANRE17947, DANRE11895	CAPO305231
OG0005959	DANRE13565	CAPO303727
OG0005960	DANRE06005	CAPO306619
OG0005961	DANRE36709, DANRE36708	CAPO301401
OG0005965	DANRE07318, DANRE07317, DANRE15870	CAPO304971
OG0005966	DANRE30542, DANRE30541	CAPO303149
OG0005967	DANRE29460, DANRE29461	CAPO304145
OG0005968	DANRE17712	CAPO307899
OG0005969	DANRE05968, DANRE22135, DANRE22134, DANRE22133	CAPO304815
OG0005970	DANRE21493	CAPO300012
OG0005972	DANRE18881	CAPO306254
OG0005973	DANRE05641	CAPO301806
OG0005974	DANRE17648	CAPO300269
OG0005975	DANRE42437, DANRE42436, DANRE20525	CAPO301864
OG0005976	DANRE42119, DANRE42118	CAPO304330
OG0005977	DANRE31405, DANRE31403, DANRE31404	CAPO302621
OG0005978	DANRE15157	CAPO302579
OG0005981	DANRE18909	CAPO305244
OG0005982	DANRE00484, DANRE00483	CAPO302153
OG0005983	DANRE36502	CAPO305305
OG0005984	DANRE19178, DANRE19177	CAPO303854
OG0005985	DANRE33946	CAPO305361
OG0005986	DANRE11830, DANRE37149	CAPO306131
OG0005987	DANRE20527	CAPO307262
OG0005988	DANRE05183	CAPO306075
OG0005989	DANRE26234	CAPO304449
OG0005991	DANRE25006	CAPO304070
OG0005993	DANRE22273, DANRE22274	CAPO301813
OG0005996	DANRE13892, DANRE13893, DANRE10358	CAPO304073
OG0005997	DANRE17481, DANRE17483, DANRE17482, DANRE26191, DANRE12999, DANRE13000	CAPO307298
OG0005998	DANRE40594, DANRE19430	CAPO304281
OG0006000	DANRE18864	CAPO304784
OG0006001	DANRE25824	CAPO300287
OG0006002	DANRE31475, DANRE31474, DANRE31473	CAPO300104
OG0006003	DANRE35433, DANRE35432, DANRE35431	CAPO307004
OG0006005	DANRE20235	CAPO300498
OG0006006	DANRE34557	CAPO303456
OG0006008	DANRE02968, DANRE02967	CAPO304325
OG0006009	DANRE16038, DANRE16039	CAPO302680
OG0006011	DANRE33317	CAPO305929
OG0006012	DANRE25962, DANRE25963, DANRE25961, DANRE38412	CAPO306003
OG0006013	DANRE14651, DANRE14650	CAPO306786
OG0006031	DANRE12894, DANRE38362	CAPO307805
OG0006059	DANRE03446	CAPO306968
OG0006062	DANRE28758, DANRE28759	CAPO305933
OG0006063	DANRE20565, DANRE20567, DANRE20566	CAPO300774
OG0006064	DANRE20071	CAPO304870
OG0006065	DANRE40647, DANRE40645, DANRE40646, DANRE40648	CAPO301967
OG0006066	DANRE41650, DANRE16622	CAPO300852
OG0006069	DANRE30008	CAPO305608
OG0006072	DANRE38386	CAPO303438
OG0006073	DANRE08194	CAPO303232
OG0006074	DANRE17468, DANRE17467	CAPO305192
OG0006075	DANRE04543	CAPO300591
OG0006079	DANRE25248, DANRE25247	CAPO300122
OG0006081	DANRE31421	CAPO304015
OG0006084	DANRE15943, DANRE15942	CAPO303975
OG0006085	DANRE25506, DANRE25507, DANRE00323	CAPO306971
OG0006087	DANRE37182, DANRE43283, DANRE37181	CAPO307633
OG0006090	DANRE04442	CAPO303628
OG0006094	DANRE07517, DANRE07516	CAPO301083
OG0006095	DANRE17173	CAPO308333, CAPO301147
OG0006096	DANRE01527	CAPO305316
OG0006097	DANRE24039	CAPO305425
OG0006098	DANRE23818	CAPO300607
OG0006101	DANRE37585, DANRE37584, DANRE37582, DANRE37583	CAPO301377
OG0006103	DANRE18499, DANRE18498	CAPO308138
OG0006108	DANRE09233	CAPO302650
OG0006110	DANRE22911, DANRE02528, DANRE02529	CAPO302693
OG0006111	DANRE00805	CAPO304724
OG0006113	DANRE24651, DANRE24652, DANRE24653	CAPO307626
OG0006114	DANRE40471, DANRE40472	CAPO304178
OG0006115	DANRE18916	CAPO306466
OG0006116	DANRE19983	CAPO304187
OG0006117	DANRE35996	CAPO302456
OG0006118	DANRE13598	CAPO306890
OG0006119	DANRE06328, DANRE06329	CAPO305308
OG0006121	DANRE20242	CAPO308090
OG0006122	DANRE03702	CAPO302744
OG0006124	DANRE17897, DANRE17898	CAPO304805
OG0006125	DANRE34373	CAPO306355
OG0006127	DANRE12645, DANRE12644	CAPO301362
OG0006128	DANRE25427	CAPO301150
OG0006129	DANRE15890	CAPO300938
OG0006131	DANRE29539, DANRE29540, DANRE29541	CAPO303965
OG0006132	DANRE05752, DANRE05754, DANRE05753	CAPO307591
OG0006133	DANRE02123	CAPO304297
OG0006134	DANRE10582, DANRE10584, DANRE10583	CAPO307652
OG0006135	DANRE11159	CAPO307747
OG0006136	DANRE43216, DANRE43217	CAPO304577
OG0006137	DANRE13724, DANRE13723	CAPO303566
OG0006139	DANRE31584, DANRE31583, DANRE36623	CAPO301488
OG0006140	DANRE01106, DANRE01107	CAPO301396
OG0006141	DANRE25157	CAPO302378
OG0006144	DANRE37479	CAPO307727
OG0006145	DANRE22910	CAPO304370
OG0006147	DANRE01741	CAPO306222
OG0006147	DANRE01484, DANRE01486	CAPO300242
OG0006148	DANRE00422	CAPO302407
OG0006149	DANRE22999, DANRE22998	CAPO301175
OG0006151	DANRE02178, DANRE02179, DANRE02177	CAPO304128
OG0006152	DANRE23287, DANRE23286	CAPO306493
OG0006153	DANRE15824, DANRE07083	CAPO305107
OG0006155	DANRE09888, DANRE09887	CAPO301956
