Orthogroup	YEAST	DANRE
OG0002527	YEAST01639	DANRE18271, DANRE18272, DANRE18270, DANRE26864, DANRE26865, DANRE40881, DANRE40882, DANRE34220, DANRE34219, DANRE34221
OG0002528	YEAST00372	DANRE00652, DANRE43080
OG0002530	YEAST05530, YEAST03790	DANRE39526, DANRE39527, DANRE43341, DANRE43340, DANRE25149
OG0002532	YEAST03235	DANRE04296, DANRE04297, DANRE04294, DANRE04293, DANRE04295, DANRE04299, DANRE04298
OG0002533	YEAST04525	DANRE08255, DANRE08256, DANRE08254, DANRE08253, DANRE20307, DANRE20308, DANRE39667
OG0002543	YEAST00527	DANRE40607, DANRE19488, DANRE19491, DANRE19490, DANRE19489, DANRE40606
OG0002557	YEAST06243	DANRE27777, DANRE13862, DANRE22315
OG0002561	YEAST04438, YEAST02106	DANRE37878
OG0002562	YEAST03992	DANRE16224, DANRE16226, DANRE16225, DANRE40166, DANRE40165
OG0002564	YEAST02186	DANRE29870, DANRE03078, DANRE30023, DANRE30022
OG0002565	YEAST04224, YEAST02499	DANRE23205, DANRE27797, DANRE27796
OG0002570	YEAST00592	DANRE02350
OG0002574	YEAST05657	DANRE04394, DANRE17690, DANRE17689
OG0002594	YEAST06174	DANRE39363, DANRE39361, DANRE27772, DANRE27774, DANRE27773
OG0002598	YEAST04621, YEAST03577	DANRE36372, DANRE40584
OG0002605	YEAST06332	DANRE26844, DANRE24544, DANRE26839, DANRE26842, DANRE26843, DANRE26840, DANRE26841
OG0002608	YEAST03716, YEAST02846	DANRE30714, DANRE25760
OG0002609	YEAST01355	DANRE13534, DANRE13535, DANRE34581, DANRE34582, DANRE00342
OG0002610	YEAST01078, YEAST03973	DANRE38839, DANRE38838, DANRE26376, DANRE03456
OG0002612	YEAST03508	DANRE02656, DANRE36605, DANRE36603, DANRE36604, DANRE02657
OG0002617	YEAST00866	DANRE20081
OG0002618	YEAST06247	DANRE30009
OG0002621	YEAST05551	DANRE04531
OG0002629	YEAST05919	DANRE30826, DANRE30827, DANRE12546
OG0002630	YEAST05202	DANRE18375
OG0002632	YEAST02755	DANRE25136, DANRE25134, DANRE25135, DANRE19233
OG0002633	YEAST04206	DANRE03007, DANRE03005, DANRE03006, DANRE03008, DANRE05640
OG0002636	YEAST01664, YEAST06215	DANRE14028, DANRE14027, DANRE14026, DANRE10013, DANRE10012
OG0002638	YEAST04703	DANRE09619
OG0002643	YEAST01938	DANRE13575
OG0002644	YEAST00724	DANRE38998, DANRE38999, DANRE38997
OG0002645	YEAST01436	DANRE23173, DANRE23174
OG0002646	YEAST01946	DANRE31094, DANRE25657, DANRE25658, DANRE25659
OG0002651	YEAST02247, YEAST02868	DANRE11751, DANRE11750
OG0002652	YEAST04937	DANRE39146, DANRE39145, DANRE39147
OG0002656	YEAST05701	DANRE29118, DANRE41489
OG0002659	YEAST06290	DANRE11563, DANRE11562
OG0002666	YEAST02507	DANRE29422
OG0002668	YEAST02324	DANRE10264
OG0002677	YEAST05210	DANRE30190, DANRE30191, DANRE30192
OG0002681	YEAST04585	DANRE01217, DANRE01216, DANRE08452, DANRE29156, DANRE29155, DANRE03148, DANRE03149
OG0002683	YEAST03676	DANRE25625, DANRE16755, DANRE39996
OG0002705	YEAST00553	DANRE01891, DANRE01892, DANRE00487, DANRE00488, DANRE01893, DANRE01894
OG0002713	YEAST00413, YEAST06057	DANRE01245
OG0002715	YEAST01174, YEAST04131	DANRE02869, DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873, DANRE02874
OG0002717	YEAST02430	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629
OG0002718	YEAST03380, YEAST03502	DANRE41004, DANRE41003
OG0002720	YEAST01914	DANRE36878, DANRE36877
OG0002722	YEAST04059	DANRE11851
OG0002726	YEAST02958	DANRE33721, DANRE33723, DANRE04113, DANRE39396, DANRE39397, DANRE04111, DANRE04110, DANRE04112
OG0002729	YEAST01155	DANRE41955, DANRE41956, DANRE41954
OG0002739	YEAST01877	DANRE17939, DANRE17937, DANRE17936, DANRE17938
OG0002740	YEAST01658	DANRE05293, DANRE05292, DANRE14839
OG0002742	YEAST03713	DANRE11312, DANRE03538, DANRE16689
OG0002743	YEAST01824, YEAST03362	DANRE35770
OG0002745	YEAST04244	DANRE30185, DANRE16980
OG0002746	YEAST04902, YEAST05332	DANRE09673, DANRE09674
OG0002747	YEAST05617	DANRE13864, DANRE33179, DANRE19278, DANRE19277, DANRE19279
OG0002749	YEAST02810	DANRE16044
OG0002750	YEAST04952	DANRE42887, DANRE42888
OG0002752	YEAST03686	DANRE24282
OG0002753	YEAST03742	DANRE36052, DANRE36049, DANRE36050, DANRE36051, DANRE31488, DANRE31487, DANRE31489
OG0002754	YEAST00035	DANRE24565
OG0002754	YEAST03620	DANRE26705, DANRE26703, DANRE24564
OG0002756	YEAST04058	DANRE02210
OG0002758	YEAST04409	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539
OG0002760	YEAST01927	DANRE31293, DANRE31294, DANRE25038, DANRE25039
OG0002761	YEAST03261	DANRE29979
OG0002763	YEAST00260	DANRE03877
OG0002764	YEAST00423	DANRE23216, DANRE08807, DANRE27809, DANRE27810
OG0002765	YEAST01667, YEAST05523	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159, DANRE09962
OG0002766	YEAST05357	DANRE10689, DANRE43431
OG0002767	YEAST04591	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899
OG0002771	YEAST02043	DANRE05166, DANRE10927
OG0002772	YEAST03384	DANRE40177
OG0002773	YEAST03677	DANRE16149, DANRE16150
OG0002774	YEAST03575	DANRE40158, DANRE38383, DANRE38382, DANRE10177
OG0002775	YEAST03021	DANRE10663
OG0002781	YEAST05450	DANRE29052, DANRE23365, DANRE42355, DANRE42354
OG0002782	YEAST02121	DANRE08455, DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902
OG0002785	YEAST06106, YEAST01228	DANRE02085, DANRE02086, DANRE02084, DANRE34324
OG0002788	YEAST02578, YEAST01232	DANRE25185, DANRE25184, DANRE25183
OG0002793	YEAST01371	DANRE37882, DANRE37883, DANRE37885, DANRE37884
OG0002799	YEAST01461	DANRE29651
OG0002817	YEAST01189, YEAST04922	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004
OG0002824	YEAST02137	DANRE04182, DANRE27941, DANRE27940, DANRE42149
OG0002826	YEAST00174	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325
OG0002827	YEAST05976	DANRE17408, DANRE17409
OG0002828	YEAST00227, YEAST00963	DANRE13299, DANRE13300
OG0002831	YEAST03282	DANRE12480, DANRE12481, DANRE12482, DANRE12483
OG0002835	YEAST02656	DANRE10059, DANRE13741, DANRE11099
OG0002837	YEAST01987, YEAST00157	DANRE24271, DANRE38996, DANRE17835, DANRE37872
OG0002839	YEAST03148	DANRE09419
OG0002843	YEAST04737	DANRE33666
OG0002844	YEAST05563	DANRE20600, DANRE20599, DANRE22617
OG0002847	YEAST02294	DANRE39643
OG0002851	YEAST04951	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966
OG0002855	YEAST00137	DANRE07732, DANRE07731
OG0002860	YEAST02712	DANRE29389
OG0002866	YEAST01136	DANRE43391, DANRE00406
OG0002876	YEAST02348	DANRE37111, DANRE37110, DANRE05881, DANRE05880
OG0002877	YEAST04537	DANRE01833, DANRE01834, DANRE01832
OG0002883	YEAST03027	DANRE05108, DANRE05109
OG0002891	YEAST03205	DANRE30130, DANRE16952
OG0002893	YEAST03653	DANRE16201, DANRE16200, DANRE16202, DANRE16199
OG0002894	YEAST00906	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765
OG0002895	YEAST01471, YEAST05353, YEAST05456	DANRE30939, DANRE40535, DANRE02366
OG0002897	YEAST06308	DANRE35476, DANRE35474, DANRE35475
OG0002899	YEAST00283	DANRE09288, DANRE09287, DANRE36325
OG0002900	YEAST05306	DANRE12889, DANRE14486, DANRE14487
OG0002907	YEAST02061	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876
OG0002910	YEAST00223	DANRE30866
OG0002915	YEAST02264	DANRE12827, DANRE12826, DANRE27309
OG0002917	YEAST03703	DANRE13269, DANRE13268
OG0002921	YEAST06254	DANRE29158
OG0002922	YEAST01261	DANRE04518, DANRE04517, DANRE04519, DANRE00634, DANRE00633, DANRE00635
OG0002947	YEAST00232	DANRE10152, DANRE10153, DANRE10154
OG0002948	YEAST03584	DANRE34886
OG0002949	YEAST00419, YEAST06063	DANRE09990, DANRE09991
OG0002952	YEAST05257	DANRE06807, DANRE06808, DANRE20237
OG0002953	YEAST03034	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658
OG0002957	YEAST03253	DANRE42141, DANRE42142, DANRE42144, DANRE42143
OG0002960	YEAST05502	DANRE14553
OG0002965	YEAST03804	DANRE04577, DANRE04579, DANRE04581, DANRE04580, DANRE04576, DANRE04578, DANRE04582
OG0002966	YEAST06059	DANRE36185
OG0002968	YEAST00199	DANRE36282, DANRE13696
OG0002969	YEAST00655	DANRE03329, DANRE03330
OG0002982	YEAST02471	DANRE43008, DANRE43009
OG0002984	YEAST00961, YEAST01144	DANRE09046
OG0002985	YEAST02147	DANRE28806, DANRE21915
OG0002987	YEAST02970, YEAST00081, YEAST02488	DANRE23368, DANRE06719, DANRE06509
OG0002991	YEAST03345, YEAST01842	DANRE04634, DANRE04633, DANRE04635
OG0002997	YEAST02374	DANRE26807, DANRE26806, DANRE26808
OG0003001	YEAST01497	DANRE24877, DANRE27015, DANRE27016, DANRE35538
OG0003004	YEAST02183	DANRE11793, DANRE11792, DANRE19678, DANRE13171
OG0003006	YEAST00899	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147
OG0003010	YEAST03035	DANRE03320
OG0003012	YEAST04512	DANRE02194, DANRE41182, DANRE01474, DANRE01475, DANRE02419, DANRE02418, DANRE02417
OG0003016	YEAST04810	DANRE15754, DANRE07659, DANRE07660
OG0003017	YEAST02213	DANRE10652, DANRE14386
OG0003018	YEAST01635, YEAST01949	DANRE20107
OG0003027	YEAST05498	DANRE39832, DANRE25253, DANRE25255, DANRE25254
OG0003028	YEAST05822	DANRE14928, DANRE14929, DANRE14927
OG0003029	YEAST04523	DANRE14128, DANRE12524
OG0003033	YEAST02457, YEAST02640	DANRE15199
OG0003039	YEAST00055	DANRE12904, DANRE34825, DANRE34826, DANRE00129
OG0003043	YEAST02551	DANRE17899
OG0003046	YEAST01632	DANRE25428, DANRE28175
OG0003054	YEAST04909, YEAST05341	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241
OG0003056	YEAST02257	DANRE12162, DANRE12163, DANRE12164
OG0003059	YEAST02832, YEAST03675	DANRE16710, DANRE11335, DANRE11333, DANRE11334
OG0003063	YEAST00204	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887
OG0003066	YEAST00969	DANRE25448, DANRE31281
OG0003067	YEAST01070	DANRE16384, DANRE16383, DANRE16385
OG0003067	YEAST03159	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233
OG0003072	YEAST05076	DANRE21203, DANRE21204, DANRE30787, DANRE30788
OG0003073	YEAST00167	DANRE00917, DANRE36055, DANRE36054, DANRE36053
OG0003079	YEAST01019	DANRE21757, DANRE19386, DANRE28143, DANRE21756
OG0003101	YEAST01357	DANRE11473, DANRE24368, DANRE40300
OG0003104	YEAST00861	DANRE34200, DANRE36452, DANRE36450, DANRE36451, DANRE36453
OG0003105	YEAST04282	DANRE06202, DANRE06203, DANRE06204
OG0003106	YEAST03619	DANRE12715
OG0003107	YEAST00029	DANRE12324, DANRE39342
OG0003108	YEAST00796	DANRE25882, DANRE25879, DANRE25880
OG0003110	YEAST02197	DANRE42419, DANRE42418, DANRE42417
OG0003114	YEAST00453, YEAST02426	DANRE39250, DANRE39249, DANRE19962
OG0003119	YEAST00778	DANRE33891, DANRE24253
OG0003121	YEAST03190	DANRE12731, DANRE28362, DANRE21700
OG0003131	YEAST04435, YEAST04350	DANRE39602, DANRE39603
OG0003135	YEAST02069	DANRE08191
OG0003138	YEAST01790, YEAST00784	DANRE27831
OG0003145	YEAST06012	DANRE36307, DANRE36308, DANRE26624
OG0003147	YEAST03729	DANRE06463, DANRE06464
OG0003151	YEAST03910	DANRE24023, DANRE36876, DANRE40976, DANRE40977
OG0003153	YEAST05438	DANRE36866, DANRE36864, DANRE36865
OG0003154	YEAST00694	DANRE26477
OG0003157	YEAST01203	DANRE19807
OG0003164	YEAST05549, YEAST04492	DANRE06390, DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697
OG0003169	YEAST04410	DANRE42633, DANRE42632
OG0003172	YEAST06030	DANRE42756
OG0003174	YEAST06178	DANRE06246, DANRE06247, DANRE06245
OG0003178	YEAST05823	DANRE08963, DANRE08964, DANRE11055
OG0003179	YEAST00905	DANRE15999, DANRE15998, DANRE16000, DANRE16001
OG0003182	YEAST05565	DANRE28251
OG0003189	YEAST00820	DANRE00005, DANRE00004
OG0003190	YEAST02550	DANRE15815
OG0003191	YEAST01068	DANRE35621, DANRE35620, DANRE23032, DANRE23033
OG0003193	YEAST02494	DANRE16196, DANRE16197, DANRE41842, DANRE16198
OG0003197	YEAST06274	DANRE08921
OG0003199	YEAST04961	DANRE22632, DANRE22631
OG0003207	YEAST04056	DANRE36071, DANRE30681
OG0003212	YEAST05531	DANRE39811, DANRE39812, DANRE31617, DANRE31616
OG0003214	YEAST03701	DANRE41512
OG0003215	YEAST04373	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052
OG0003218	YEAST04068	DANRE20503, DANRE20504
OG0003219	YEAST01656	DANRE15939, DANRE15938, DANRE15940
OG0003220	YEAST03417, YEAST00186	DANRE14233, DANRE10112
OG0003221	YEAST05064	DANRE15085, DANRE15029, DANRE15030
OG0003223	YEAST04472	DANRE22864, DANRE22860, DANRE22861, DANRE22862, DANRE22863
OG0003228	YEAST06187	DANRE17723, DANRE17725, DANRE17724, DANRE17726
OG0003230	YEAST05487	DANRE04385
OG0003234	YEAST00760	DANRE06014
OG0003235	YEAST06282	DANRE22428, DANRE22427, DANRE22430, DANRE22429
OG0003251	YEAST05338, YEAST04904	DANRE14601, DANRE38610
OG0003254	YEAST03911	DANRE06282, DANRE19948, DANRE19947
OG0003257	YEAST02741	DANRE17792, DANRE05536, DANRE05537
OG0003263	YEAST05333	DANRE09441, DANRE09439, DANRE09440
OG0003264	YEAST03398	DANRE23955, DANRE04459, DANRE24677
OG0003266	YEAST05585	DANRE01238, DANRE01236, DANRE01237, DANRE19820, DANRE19821
OG0003267	YEAST02516	DANRE33615, DANRE33614, DANRE03537
OG0003270	YEAST01372, YEAST05351, YEAST01476	DANRE26120, DANRE09021
OG0003277	YEAST03706	DANRE40517, DANRE40516, DANRE36836
OG0003283	YEAST02779	DANRE30682, DANRE30683
OG0003284	YEAST02184	DANRE42349, DANRE42348, DANRE42346, DANRE42345, DANRE42347, DANRE42350
OG0003287	YEAST00166	DANRE22777, DANRE18646
OG0003288	YEAST05062	DANRE06393, DANRE06392, DANRE06391
OG0003290	YEAST06325	DANRE27117, DANRE27116, DANRE37909, DANRE27115, DANRE27118
OG0003293	YEAST04930	DANRE01752, DANRE01751
OG0003295	YEAST06127	DANRE03306, DANRE03307, DANRE20248, DANRE20249, DANRE41226, DANRE19338, DANRE19337
OG0003301	YEAST03267	DANRE08019, DANRE08017, DANRE00994, DANRE05125
OG0003302	YEAST04633	DANRE06221
OG0003303	YEAST05878	DANRE04326, DANRE04325, DANRE04327, DANRE28350
OG0003304	YEAST01018	DANRE10347, DANRE03450
OG0003316	YEAST04887	DANRE26442, DANRE26440, DANRE26441
OG0003317	YEAST03051	DANRE35985, DANRE35986
OG0003318	YEAST02158	DANRE25493, DANRE22611, DANRE23177, DANRE22612
OG0003332	YEAST02945, YEAST00447	DANRE27038, DANRE14192, DANRE14193
OG0003335	YEAST01260	DANRE43040, DANRE43039
OG0003340	YEAST04972	DANRE04514, DANRE15040, DANRE15039
OG0003341	YEAST00990	DANRE16894, DANRE16891, DANRE16893, DANRE16892
OG0003343	YEAST04356, YEAST06258	DANRE07919
OG0003344	YEAST04764	DANRE18124, DANRE18125
OG0003345	YEAST02133	DANRE11339, DANRE11338
OG0003348	YEAST02844	DANRE27276, DANRE27277, DANRE27275, DANRE42542
OG0003349	YEAST00235, YEAST04798	DANRE15993, DANRE05369, DANRE04342
OG0003356	YEAST02937	DANRE15474, DANRE30339, DANRE30340, DANRE30341
OG0003357	YEAST04240, YEAST02522	DANRE07394
OG0003364	YEAST00730	DANRE12639, DANRE29498, DANRE29497, DANRE29496
OG0003366	YEAST05276, YEAST03075	DANRE04648, DANRE04649
OG0003373	YEAST03755	DANRE30795, DANRE25514
OG0003374	YEAST03627	DANRE10573, DANRE14737, DANRE12074, DANRE12073
OG0003375	YEAST03722	DANRE39521, DANRE39522
OG0003377	YEAST03340	DANRE38960, DANRE38961, DANRE38962
OG0003380	YEAST00529	DANRE00132, DANRE39588, DANRE00756
OG0003381	YEAST03447, YEAST01380	DANRE39290, DANRE39291, DANRE39289, DANRE30965, DANRE30966
OG0003382	YEAST01627	DANRE26481, DANRE09915
OG0003386	YEAST02725	DANRE36331, DANRE26427, DANRE36330
OG0003425	YEAST05084	DANRE00220, DANRE00221
OG0003426	YEAST05251	DANRE06294
OG0003428	YEAST04550, YEAST01154	DANRE23616
OG0003429	YEAST05921	DANRE40348, DANRE40349
OG0003430	YEAST04732	DANRE14092, DANRE09762, DANRE09764, DANRE09763
OG0003434	YEAST02689	DANRE24886, DANRE24887
OG0003435	YEAST05483	DANRE17574, DANRE17573, DANRE12047
OG0003441	YEAST05981	DANRE31537, DANRE31538, DANRE31536, DANRE31539, DANRE02227
OG0003443	YEAST06032	DANRE03345, DANRE05497
OG0003454	YEAST04088	DANRE29968, DANRE29967, DANRE09859, DANRE03480
OG0003458	YEAST00169	DANRE13525, DANRE13524
OG0003461	YEAST05752, YEAST04759	DANRE36985, DANRE36984
OG0003463	YEAST02371	DANRE10783, DANRE18440, DANRE18439, DANRE18438, DANRE07859
OG0003464	YEAST05120	DANRE03547, DANRE03548
OG0003465	YEAST02874	DANRE35168, DANRE35169
OG0003467	YEAST01278	DANRE14132, DANRE14134, DANRE14133, DANRE14135
OG0003477	YEAST03665	DANRE05139, DANRE05138
OG0003483	YEAST06074	DANRE05923, DANRE05924, DANRE05925
OG0003487	YEAST03066	DANRE14100, DANRE09209, DANRE14099
OG0003491	YEAST03514	DANRE06868, DANRE08758, DANRE16579, DANRE16578
OG0003493	YEAST01076	DANRE26243
OG0003497	YEAST00758	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149
OG0003498	YEAST05680	DANRE15885, DANRE15884, DANRE15882, DANRE15883, DANRE15886
OG0003500	YEAST03303, YEAST02683	DANRE17365, DANRE17364, DANRE10703
OG0003501	YEAST01421	DANRE21717, DANRE21718
OG0003502	YEAST02519	DANRE19909
OG0003503	YEAST00400	DANRE04139
OG0003505	YEAST00697	DANRE25526, DANRE25525
OG0003509	YEAST02850	DANRE39373, DANRE39370, DANRE39371, DANRE33870, DANRE39372
OG0003515	YEAST00923	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344
OG0003518	YEAST04809	DANRE14130
OG0003523	YEAST05393	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370, DANRE26581
OG0003531	YEAST00465	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248, DANRE11887
OG0003532	YEAST05810	DANRE41953, DANRE41951, DANRE41952
OG0003539	YEAST03774	DANRE15875
OG0003541	YEAST01314	DANRE13009, DANRE13008
OG0003543	YEAST01290	DANRE38886, DANRE10232
OG0003544	YEAST00251	DANRE09057, DANRE09055, DANRE09056, DANRE17347
OG0003550	YEAST06166	DANRE14900, DANRE35543, DANRE35542
OG0003551	YEAST01826	DANRE16754, DANRE19012, DANRE20957
OG0003552	YEAST04163	DANRE26596, DANRE40134, DANRE40135, DANRE40136
OG0003556	YEAST05216	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295
OG0003560	YEAST02357, YEAST05925	DANRE10895, DANRE10897, DANRE10896, DANRE10898
OG0003561	YEAST06100	DANRE17387, DANRE24268
OG0003562	YEAST00960	DANRE41112, DANRE41113, DANRE15063, DANRE10483
OG0003565	YEAST03392	DANRE41169, DANRE41168
OG0003567	YEAST04838	DANRE29406, DANRE29405
OG0003568	YEAST04328	DANRE40875, DANRE40876
OG0003570	YEAST03562, YEAST04635	DANRE27969, DANRE27968, DANRE27970
OG0003571	YEAST05553	DANRE09814, DANRE02349, DANRE12394, DANRE12393
OG0003573	YEAST00597	DANRE28941, DANRE28942, DANRE28940
OG0003578	YEAST05031	DANRE34970
OG0003579	YEAST05446	DANRE33558, DANRE01556, DANRE33559
OG0003582	YEAST03174	DANRE40963, DANRE02380, DANRE02379
OG0003598	YEAST00803	DANRE19280, DANRE19281, DANRE21784, DANRE21785
OG0003599	YEAST04133	DANRE38092, DANRE38093, DANRE38091
OG0003603	YEAST03529	DANRE03093
OG0003610	YEAST02573	DANRE17750, DANRE17749, DANRE17751
OG0003611	YEAST01054	DANRE07271, DANRE07270
OG0003612	YEAST00808	DANRE08753, DANRE08754
OG0003613	YEAST02366	DANRE02664, DANRE39801, DANRE39802, DANRE02439
OG0003615	YEAST01638	DANRE28288, DANRE01856, DANRE01857
OG0003617	YEAST01843, YEAST04802, YEAST04398	DANRE41693, DANRE41694
OG0003618	YEAST00747	DANRE24326
OG0003619	YEAST04756	DANRE07157
OG0003624	YEAST00147	DANRE01669, DANRE01670
OG0003630	YEAST04845	DANRE03159, DANRE03160, DANRE03158
OG0003632	YEAST02125	DANRE02527, DANRE24456
OG0003638	YEAST00956	DANRE17696, DANRE17697, DANRE10884
OG0003641	YEAST04061, YEAST01158	DANRE09735, DANRE37139
OG0003643	YEAST03144	DANRE22737, DANRE22739, DANRE22738, DANRE22740
OG0003644	YEAST01545	DANRE34251, DANRE34253, DANRE34252
OG0003645	YEAST05809, YEAST05493	DANRE28492, DANRE30536
OG0003646	YEAST02349	DANRE12206, DANRE12205
OG0003647	YEAST04352, YEAST04433	DANRE34807, DANRE19073
OG0003649	YEAST00203	DANRE20924, DANRE20925
OG0003650	YEAST00737, YEAST04997	DANRE43429
OG0003659	YEAST00140	DANRE29175, DANRE29174, DANRE29172, DANRE29173
OG0003661	YEAST02758	DANRE37093, DANRE37094
OG0003664	YEAST03791	DANRE28770, DANRE28769
OG0003668	YEAST06168	DANRE12750
OG0003669	YEAST02813	DANRE15781, DANRE15782
OG0003672	YEAST03137	DANRE03570, DANRE03571
OG0003676	YEAST03110	DANRE39857
OG0003678	YEAST02330	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807
OG0003679	YEAST03223	DANRE42539, DANRE42541, DANRE42540, DANRE39212
OG0003682	YEAST00571	DANRE08998, DANRE18739
OG0003687	YEAST02527, YEAST04246	DANRE23303, DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624
OG0003688	YEAST01333, YEAST05362, YEAST00376	DANRE39820, DANRE39819, DANRE39818
OG0003689	YEAST04232	DANRE13806, DANRE02010, DANRE02009, DANRE14314, DANRE35759, DANRE41448
OG0003690	YEAST01162	DANRE11515, DANRE11514
OG0003692	YEAST00692	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247
OG0003693	YEAST05304	DANRE31444, DANRE31443, DANRE41258
OG0003694	YEAST01453	DANRE09194, DANRE09191, DANRE09192, DANRE09193
OG0003696	YEAST05704	DANRE24940, DANRE24939, DANRE24937, DANRE24938, DANRE24941
OG0003697	YEAST04962	DANRE29085, DANRE29084, DANRE04036
OG0003698	YEAST03764, YEAST03185	DANRE05742, DANRE41164
OG0003703	YEAST00683	DANRE16794, DANRE16793, DANRE03417
OG0003710	YEAST02077	DANRE33869, DANRE33868, DANRE24366, DANRE24365
OG0003712	YEAST02114	DANRE28597, DANRE15505
OG0003713	YEAST01549, YEAST03807	DANRE18263, DANRE26856, DANRE26858, DANRE26857
OG0003716	YEAST02390	DANRE02645, DANRE02644
OG0003718	YEAST05772	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698, DANRE19396
OG0003719	YEAST06338	DANRE09387
OG0003721	YEAST04960	DANRE11800, DANRE06295, DANRE06296
OG0003724	YEAST02365, YEAST06120	DANRE41054
OG0003729	YEAST01543	DANRE35811, DANRE35810
OG0003731	YEAST04486	DANRE01975, DANRE01973, DANRE01974
OG0003733	YEAST03492	DANRE39268, DANRE39269
OG0003734	YEAST02809, YEAST03842	DANRE34281
OG0003735	YEAST06115	DANRE01253, DANRE01252
OG0003738	YEAST05605	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373
OG0003740	YEAST01029	DANRE38234, DANRE38233
OG0003741	YEAST01379	DANRE10272
OG0003743	YEAST06008, YEAST05688	DANRE33700, DANRE34206, DANRE34205, DANRE34204
OG0003744	YEAST01207	DANRE40230, DANRE40231, DANRE01611
OG0003745	YEAST02618	DANRE33987
OG0003749	YEAST04441	DANRE25687, DANRE03932
OG0003750	YEAST00149	DANRE22388, DANRE22389
OG0003756	YEAST01878	DANRE14383, DANRE12824, DANRE12823
OG0003758	YEAST06133	DANRE29257, DANRE29256, DANRE23446
OG0003759	YEAST03315	DANRE23669, DANRE13867, DANRE13866
OG0003766	YEAST03336	DANRE01676
OG0003767	YEAST01933, YEAST01650	DANRE14728, DANRE14727
OG0003769	YEAST01999	DANRE24053, DANRE24054
OG0003770	YEAST01234, YEAST03860	DANRE08939, DANRE08938
OG0003778	YEAST05796	DANRE30803, DANRE25496
OG0003779	YEAST04431	DANRE23672, DANRE23671
OG0003806	YEAST02367	DANRE29065
OG0003807	YEAST04265, YEAST03128	DANRE29385
OG0003808	YEAST01201	DANRE14806, DANRE14805
OG0003811	YEAST00417	DANRE17816
OG0003812	YEAST00287	DANRE19666, DANRE19665, DANRE19664, DANRE19662, DANRE19663
OG0003813	YEAST00254	DANRE34559, DANRE34558, DANRE33725
OG0003818	YEAST04318	DANRE00796, DANRE00795, DANRE00794
OG0003824	YEAST01468	DANRE41228
OG0003828	YEAST02448	DANRE34896
OG0003829	YEAST02032, YEAST01031	DANRE26628
OG0003831	YEAST03010, YEAST05137, YEAST02344	DANRE15888, DANRE15887
OG0003834	YEAST06322	DANRE26683, DANRE26682, DANRE26041, DANRE26040
OG0003837	YEAST02586	DANRE28859
OG0003838	YEAST03413	DANRE41969, DANRE41970, DANRE15858
OG0003839	YEAST01736	DANRE26852, DANRE26851, DANRE26850, DANRE26849
OG0003844	YEAST06054	DANRE16504
OG0003846	YEAST00356	DANRE11225, DANRE11224, DANRE00601, DANRE00602
OG0003848	YEAST01654	DANRE26505, DANRE39951
OG0003850	YEAST00228	DANRE10537
OG0003851	YEAST06169	DANRE24600, DANRE24599, DANRE26396
OG0003852	YEAST03296	DANRE25290, DANRE25289, DANRE25291, DANRE25288
OG0003853	YEAST06251	DANRE05312, DANRE05311, DANRE05313
OG0003855	YEAST04936	DANRE10176, DANRE10174, DANRE10175
OG0003856	YEAST03934, YEAST02710	DANRE35627, DANRE35628
OG0003858	YEAST01401	DANRE04452, DANRE04453
OG0003860	YEAST01412	DANRE28107
