Orthogroup	YEAST	AENJA_ok
OG0005251	YEAST00934	AENJA_20701, AENJA_20700
OG0005254	YEAST00814	AENJA_21033
OG0005259	YEAST04276	AENJA_21569
OG0005261	YEAST01831	AENJA_21820
OG0005262	YEAST05458	AENJA_21894
OG0005264	YEAST03506	AENJA_21961
OG0005267	YEAST03513	AENJA_22355
OG0005269	YEAST03314	AENJA_22732
OG0005273	YEAST04916	AENJA_23163
OG0005275	YEAST03695	AENJA_23280
OG0005277	YEAST04186	AENJA_23499
OG0005279	YEAST05219	AENJA_23668
OG0005280	YEAST00305	AENJA_23904, AENJA_23903, AENJA_23905
OG0005281	YEAST05694	AENJA_23910
OG0005285	YEAST03115	AENJA_24684
OG0005289	YEAST03438	AENJA_25114
OG0005292	YEAST01718	AENJA_25293
OG0005293	YEAST03033	AENJA_25366
OG0005294	YEAST01981	AENJA_25605
OG0005295	YEAST04584	AENJA_25904
OG0005298	YEAST03696	AENJA_26046
OG0005299	YEAST00788	AENJA_26064
OG0005300	YEAST04941	AENJA_26263
OG0005304	YEAST05397	AENJA_26674
OG0005360	YEAST05037	AENJA_00600
OG0005365	YEAST00555	AENJA_01109
OG0005366	YEAST05488	AENJA_07344, AENJA_24633, AENJA_01145
OG0005370	YEAST06092	AENJA_01616
OG0005371	YEAST06170	AENJA_01629, AENJA_01628
OG0005373	YEAST05422	AENJA_01827
OG0005374	YEAST05714	AENJA_01955
OG0005375	YEAST03962	AENJA_01962
OG0005379	YEAST03216	AENJA_02617
OG0005390	YEAST03532	AENJA_03640
OG0005391	YEAST02166	AENJA_03952
OG0005393	YEAST04280	AENJA_03974
OG0005394	YEAST00853	AENJA_03979
OG0005396	YEAST05100	AENJA_04397
OG0005399	YEAST03052	AENJA_04615
OG0005402	YEAST00454, YEAST00455	AENJA_07322, AENJA_05086
OG0005403	YEAST03894	AENJA_05096, AENJA_05789
OG0005406	YEAST00801	AENJA_05242
OG0005409	YEAST01305	AENJA_05383
OG0005412	YEAST00286	AENJA_05564
OG0005413	YEAST00212	AENJA_05574
OG0005417	YEAST02517	AENJA_05779, AENJA_10810
OG0005422	YEAST00744	AENJA_06255
OG0005430	YEAST02046	AENJA_06529
OG0005431	YEAST00653	AENJA_06544
OG0005432	YEAST00083	AENJA_06561
OG0005433	YEAST00126	AENJA_06729
OG0005435	YEAST02973	AENJA_13965, AENJA_06761
OG0005437	YEAST04554	AENJA_06816
OG0005438	YEAST03985	AENJA_06828
OG0005439	YEAST00480, YEAST02388	AENJA_06961
OG0005446	YEAST02856	AENJA_07688
OG0005448	YEAST00061	AENJA_07878
OG0005451	YEAST02174	AENJA_08098
OG0005455	YEAST01906	AENJA_08486
OG0005464	YEAST03289	AENJA_09339
OG0005465	YEAST02925	AENJA_09364
OG0005466	YEAST04413	AENJA_09722
OG0005468	YEAST03549	AENJA_10069
OG0005469	YEAST03750	AENJA_10070
OG0005470	YEAST05805	AENJA_10194
OG0005471	YEAST02704	AENJA_10209, AENJA_12360
OG0005474	YEAST05625	AENJA_10453, AENJA_10452
OG0005476	YEAST00929	AENJA_10501
OG0005479	YEAST06140	AENJA_10855
OG0005481	YEAST02988	AENJA_10900
OG0005482	YEAST06080	AENJA_10927
OG0005484	YEAST05993	AENJA_11054
OG0005488	YEAST02834	AENJA_11403
OG0005489	YEAST02006	AENJA_11457
OG0005490	YEAST02289	AENJA_11459
OG0005493	YEAST03669	AENJA_11632
OG0005495	YEAST04982	AENJA_11935
OG0005498	YEAST02944	AENJA_12235
OG0005499	YEAST00316	AENJA_12600
OG0005503	YEAST01883	AENJA_12860
OG0005504	YEAST02859	AENJA_12889
OG0005508	YEAST05735	AENJA_22456, AENJA_13303
OG0005511	YEAST04889	AENJA_21527, AENJA_13841
OG0005514	YEAST00756	AENJA_14445
OG0005524	YEAST04752	AENJA_15449
OG0005527	YEAST05177	AENJA_15756
OG0005531	YEAST02508	AENJA_16185
OG0005533	YEAST05670	AENJA_16223
OG0005535	YEAST03305	AENJA_16599
OG0005537	YEAST00932	AENJA_17179
OG0005539	YEAST01881	AENJA_17548
OG0005540	YEAST04214	AENJA_17551
OG0005545	YEAST06273	AENJA_18372
OG0005554	YEAST01003	AENJA_18804
OG0005556	YEAST01807	AENJA_18935
OG0005559	YEAST02680	AENJA_19056
OG0005560	YEAST01996	AENJA_19248
OG0005561	YEAST05048	AENJA_19485
OG0005562	YEAST02317	AENJA_19601
OG0005563	YEAST03552	AENJA_19676
OG0005564	YEAST02525	AENJA_19698
OG0005566	YEAST02934	AENJA_19875
OG0005569	YEAST01288	AENJA_20459
OG0005570	YEAST05155	AENJA_20636
OG0005572	YEAST04844	AENJA_20678
OG0005573	YEAST00059	AENJA_20903
OG0005574	YEAST02083	AENJA_21165
OG0005575	YEAST02256	AENJA_21248
OG0005580	YEAST03612	AENJA_21973
OG0005582	YEAST06134	AENJA_22257
OG0005584	YEAST03140, YEAST03524	AENJA_22564
OG0005586	YEAST00364	AENJA_22676
OG0005589	YEAST06142	AENJA_22696
OG0005590	YEAST05462	AENJA_22743
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	AENJA_22823
OG0005594	YEAST04980	AENJA_22998
OG0005595	YEAST01803	AENJA_23087
OG0005597	YEAST02753	AENJA_23387
OG0005598	YEAST01870	AENJA_23392
OG0005599	YEAST01798	AENJA_23484
OG0005600	YEAST00206	AENJA_23486
OG0005604	YEAST03276	AENJA_23601, AENJA_23600
OG0005605	YEAST01083	AENJA_23709
OG0005613	YEAST02714	AENJA_24898
OG0005617	YEAST02068	AENJA_25373
OG0005618	YEAST04830	AENJA_25599
OG0005620	YEAST04915	AENJA_25760
OG0005622	YEAST05142	AENJA_25969
OG0005623	YEAST01590	AENJA_26090
OG0005626	YEAST02896	AENJA_26279
OG0005632	YEAST01025	AENJA_26780
OG0005681	YEAST01514	AENJA_00039, AENJA_26565
OG0005694	YEAST02311	AENJA_08020, AENJA_00499
OG0005701	YEAST03349	AENJA_00987
OG0005702	YEAST02337	AENJA_01004
OG0005703	YEAST00484	AENJA_01041
OG0005707	YEAST01682	AENJA_01197
OG0005715	YEAST05111	AENJA_02021
OG0005719	YEAST01866	AENJA_02576, AENJA_21883, AENJA_16676, AENJA_06368, AENJA_14184, AENJA_03800, AENJA_16113
OG0005723	YEAST05629	AENJA_02860
OG0005724	YEAST03029	AENJA_02979
OG0005728	YEAST03877	AENJA_03321
OG0005729	YEAST04879	AENJA_03373
OG0005731	YEAST04127	AENJA_03387
OG0005732	YEAST05411, YEAST00067	AENJA_03425
OG0005734	YEAST03845	AENJA_03577
OG0005747	YEAST02338	AENJA_04612
OG0005749	YEAST00550	AENJA_04691
OG0005750	YEAST05318	AENJA_04732
OG0005758	YEAST03970	AENJA_05774
OG0005764	YEAST03256	AENJA_06405
OG0005769	YEAST05614	AENJA_06901
OG0005774	YEAST01218	AENJA_07195
OG0005775	YEAST04199	AENJA_07400
OG0005779	YEAST03322	AENJA_22397, AENJA_07902
OG0005783	YEAST04090	AENJA_08164
OG0005784	YEAST06131	AENJA_08165
OG0005787	YEAST03651	AENJA_08283
OG0005789	YEAST06245	AENJA_08496
OG0005790	YEAST01022	AENJA_08673
OG0005792	YEAST02379	AENJA_08731
OG0005793	YEAST03437	AENJA_08802
OG0005794	YEAST03999	AENJA_08842
OG0005796	YEAST02169	AENJA_09063
OG0005797	YEAST04949	AENJA_09169
OG0005799	YEAST05573	AENJA_09278
OG0005800	YEAST03278	AENJA_09323
OG0005801	YEAST00340	AENJA_09343
OG0005803	YEAST05968	AENJA_09439
OG0005805	YEAST01806	AENJA_09663, AENJA_12528
OG0005807	YEAST01275	AENJA_09729
OG0005811	YEAST01007	AENJA_10118
OG0005812	YEAST06095, YEAST02696, YEAST03626	AENJA_10119
OG0005814	YEAST01475	AENJA_22012, AENJA_10306
OG0005815	YEAST03739	AENJA_10315
OG0005819	YEAST04896	AENJA_10488
OG0005823	YEAST01415	AENJA_10752
OG0005828	YEAST00547	AENJA_11255
OG0005831	YEAST05339	AENJA_11339
OG0005832	YEAST00468	AENJA_11664
OG0005835	YEAST01714	AENJA_12042
OG0005837	YEAST02139	AENJA_12096
OG0005842	YEAST02254	AENJA_12408
OG0005843	YEAST02236	AENJA_12497
OG0005845	YEAST00903	AENJA_14043, AENJA_12673
OG0005848	YEAST01451, YEAST02858	AENJA_12933
OG0005849	YEAST01002	AENJA_12988
OG0005850	YEAST01618	AENJA_12991
OG0005860	YEAST01211	AENJA_13676
OG0005864	YEAST04171	AENJA_13906
OG0005865	YEAST02036	AENJA_14069
OG0005866	YEAST02662, YEAST00926, YEAST05389	AENJA_14163
OG0005869	YEAST04361	AENJA_14469
OG0005872	YEAST00119	AENJA_14877
OG0005874	YEAST05241	AENJA_14913
OG0005880	YEAST00456	AENJA_19973, AENJA_15552
OG0005886	YEAST01320	AENJA_16124
OG0005887	YEAST02429, YEAST01660	AENJA_16413
OG0005888	YEAST01289, YEAST02921	AENJA_16421
OG0005889	YEAST02568	AENJA_16715
OG0005893	YEAST05434	AENJA_17245
OG0005897	YEAST04730	AENJA_17702
OG0005898	YEAST04411	AENJA_17852
OG0005899	YEAST01832	AENJA_18115
OG0005901	YEAST04462	AENJA_18246
OG0005902	YEAST03800	AENJA_18247
OG0005906	YEAST01796	AENJA_18627
OG0005909	YEAST01623	AENJA_18683
OG0005919	YEAST06039	AENJA_20070
OG0005921	YEAST01856	AENJA_20303
OG0005922	YEAST03364	AENJA_20511
OG0005925	YEAST05583	AENJA_20679
OG0005928	YEAST02001	AENJA_20891
OG0005931	YEAST04950	AENJA_21193
OG0005932	YEAST02495	AENJA_21195
OG0005933	YEAST05705	AENJA_21408
OG0005936	YEAST03224	AENJA_21972
OG0005940	YEAST04035	AENJA_22657
OG0005943	YEAST00579	AENJA_22968
OG0005944	YEAST01316	AENJA_23015
OG0005946	YEAST05608	AENJA_23033
OG0005949	YEAST06253	AENJA_23232
OG0005952	YEAST03507	AENJA_23383, AENJA_26242
OG0005954	YEAST01233	AENJA_23538
OG0005955	YEAST00616	AENJA_23541
OG0005960	YEAST04608	AENJA_24360
OG0005961	YEAST00672	AENJA_24367
OG0005965	YEAST02033	AENJA_24829
OG0005966	YEAST04113	AENJA_24862
OG0005968	YEAST05417	AENJA_25169
OG0005969	YEAST04558, YEAST04559	AENJA_25218
OG0005970	YEAST05328	AENJA_25251
OG0005974	YEAST06068	AENJA_25677
OG0005976	YEAST02136	AENJA_25735
OG0005978	YEAST01891	AENJA_25870
OG0005980	YEAST06132	AENJA_26209
OG0005984	YEAST04078, YEAST01479	AENJA_26630
OG0005985	YEAST00726	AENJA_26651, AENJA_26654
OG0005986	YEAST02056	AENJA_26777
OG0005987	YEAST05748	AENJA_26832
OG0006059	YEAST03490	AENJA_07337, AENJA_00150
OG0006063	YEAST00475	AENJA_00605
OG0006064	YEAST03138	AENJA_00650
OG0006065	YEAST06018	AENJA_00665
OG0006069	YEAST00670	AENJA_00843
OG0006071	YEAST02732	AENJA_01102
OG0006072	YEAST03317	AENJA_01190, AENJA_01191
OG0006073	YEAST06328	AENJA_01226
OG0006074	YEAST00045	AENJA_01259
OG0006079	YEAST05794	AENJA_01432
OG0006084	YEAST02308	AENJA_01643
OG0006087	YEAST02260	AENJA_01889
OG0006090	YEAST03852	AENJA_02180
OG0006095	YEAST03334	AENJA_02769
OG0006096	YEAST03331	AENJA_23191, AENJA_02802
OG0006098	YEAST06192	AENJA_02992
OG0006103	YEAST01110	AENJA_03372
OG0006104	YEAST03697	AENJA_03385
OG0006106	YEAST00295	AENJA_03554
OG0006113	YEAST06164	AENJA_03955
OG0006114	YEAST05960	AENJA_04047
OG0006115	YEAST01346	AENJA_09142, AENJA_04130
OG0006116	YEAST05770	AENJA_04216
OG0006117	YEAST05899	AENJA_04248
OG0006122	YEAST05199	AENJA_04504
OG0006127	YEAST04711	AENJA_05400
OG0006134	YEAST00416	AENJA_06166
OG0006135	YEAST00161	AENJA_06474
OG0006136	YEAST05740	AENJA_06518
OG0006140	YEAST05182	AENJA_06694
OG0006141	YEAST02626	AENJA_06732
OG0006144	YEAST04770	AENJA_06817
OG0006145	YEAST01394	AENJA_07241
OG0006147	YEAST05179	AENJA_07690
OG0006149	YEAST05979	AENJA_07795, AENJA_26742
OG0006152	YEAST03796	AENJA_08046
OG0006155	YEAST04800	AENJA_10680, AENJA_08285
OG0006156	YEAST00437	AENJA_08334
OG0006157	YEAST02465	AENJA_08379, AENJA_19364
OG0006159	YEAST06098	AENJA_08791
OG0006160	YEAST01548	AENJA_08921
OG0006161	YEAST04301	AENJA_08974
OG0006168	YEAST01411	AENJA_09279
OG0006169	YEAST02933	AENJA_09311
OG0006176	YEAST03164	AENJA_10255
OG0006177	YEAST01871, YEAST01295	AENJA_10258
OG0006180	YEAST00504	AENJA_10861
OG0006181	YEAST02419	AENJA_10967
OG0006185	YEAST05986	AENJA_11023
OG0006186	YEAST01010	AENJA_11147
OG0006188	YEAST05311	AENJA_11273
OG0006189	YEAST00844, YEAST06269	AENJA_11334
OG0006191	YEAST02336	AENJA_11447
OG0006192	YEAST06153	AENJA_11677
OG0006196	YEAST03954	AENJA_11923
OG0006199	YEAST06121	AENJA_12139
OG0006200	YEAST05079	AENJA_12153
OG0006202	YEAST00362	AENJA_12367
OG0006204	YEAST02271	AENJA_12686
OG0006209	YEAST04555	AENJA_23478, AENJA_13087
OG0006210	YEAST00201	AENJA_13227
OG0006213	YEAST03554	AENJA_13784
OG0006214	YEAST04089	AENJA_13793
OG0006216	YEAST01089	AENJA_13923
OG0006217	YEAST00809	AENJA_14066
OG0006224	YEAST02751, YEAST03048	AENJA_15254
OG0006225	YEAST04875	AENJA_15351
OG0006227	YEAST00128	AENJA_15421
OG0006229	YEAST00143	AENJA_15614
OG0006230	YEAST03869	AENJA_15684
OG0006233	YEAST04247	AENJA_15946
OG0006237	YEAST02126	AENJA_16177
OG0006240	YEAST04649	AENJA_16454
OG0006245	YEAST05732	AENJA_16829
OG0006247	YEAST04977	AENJA_17041
OG0006249	YEAST00821	AENJA_17261
OG0006250	YEAST05424	AENJA_17439
OG0006251	YEAST04963	AENJA_17441
OG0006255	YEAST03350	AENJA_17672
OG0006258	YEAST05637	AENJA_17969
OG0006259	YEAST05672	AENJA_18025
OG0006260	YEAST04100	AENJA_18129
OG0006263	YEAST02521	AENJA_18245
OG0006269	YEAST03069	AENJA_18662
OG0006271	YEAST00375	AENJA_18740
OG0006275	YEAST06102	AENJA_19065
OG0006277	YEAST02811	AENJA_19169
OG0006279	YEAST04402	AENJA_19295
OG0006280	YEAST04541	AENJA_19369
OG0006281	YEAST04979	AENJA_19582, AENJA_19578
OG0006282	YEAST01445	AENJA_19605, AENJA_20673
OG0006283	YEAST00229	AENJA_19606
OG0006284	YEAST04213	AENJA_19713
OG0006288	YEAST02860	AENJA_19866
OG0006289	YEAST06209	AENJA_19932
OG0006293	YEAST05380	AENJA_20143
OG0006294	YEAST04000	AENJA_20284
OG0006295	YEAST05360	AENJA_20394
OG0006302	YEAST01852	AENJA_21163, AENJA_21164
OG0006306	YEAST00230	AENJA_21664
OG0006311	YEAST01145	AENJA_21861
OG0006313	YEAST02392	AENJA_21937
OG0006315	YEAST00489	AENJA_22252
OG0006317	YEAST02082	AENJA_22566
OG0006319	YEAST01135	AENJA_22630
OG0006320	YEAST04478	AENJA_22758
OG0006322	YEAST00815	AENJA_22831
OG0006329	YEAST01245	AENJA_23040
OG0006332	YEAST06042	AENJA_23127
OG0006334	YEAST00864	AENJA_23288
OG0006335	YEAST02588	AENJA_23454
OG0006339	YEAST06286	AENJA_23637, AENJA_24037
OG0006340	YEAST00922, YEAST05387	AENJA_23711
OG0006341	YEAST01452	AENJA_23741, AENJA_25917
OG0006344	YEAST01465	AENJA_23992
OG0006347	YEAST03436	AENJA_24626
OG0006349	YEAST05233	AENJA_25019
OG0006350	YEAST00452	AENJA_25064
OG0006357	YEAST02650	AENJA_25611
OG0006360	YEAST01556	AENJA_25814
OG0006362	YEAST05722	AENJA_25951
OG0006447	YEAST03459	AENJA_00097
OG0006448	YEAST00505, YEAST04285	AENJA_00147
OG0006449	YEAST02458	AENJA_00161
OG0006456	YEAST06224	AENJA_18569, AENJA_00534
OG0006459	YEAST00972, YEAST00245	AENJA_00708
OG0006461	YEAST05346	AENJA_00796
OG0006462	YEAST01838	AENJA_00971
OG0006464	YEAST05965	AENJA_01149
OG0006465	YEAST01875	AENJA_01262
OG0006467	YEAST02272	AENJA_05912
OG0006470	YEAST01306	AENJA_01586
OG0006474	YEAST03988	AENJA_01839
OG0006475	YEAST06223, YEAST00349	AENJA_02093
OG0006476	YEAST00315	AENJA_02142
OG0006479	YEAST05669	AENJA_02378
OG0006481	YEAST06165	AENJA_02402
OG0006488	YEAST02614	AENJA_03064
OG0006498	YEAST02291	AENJA_03890
OG0006503	YEAST06053	AENJA_04398
OG0006504	YEAST02866	AENJA_16898, AENJA_04416
OG0006507	YEAST02914	AENJA_04788
OG0006509	YEAST02252	AENJA_04936
OG0006511	YEAST01899	AENJA_05001
OG0006512	YEAST04169	AENJA_05769, AENJA_05293
OG0006514	YEAST05820	AENJA_21274, AENJA_05458
OG0006515	YEAST03195	AENJA_14152, AENJA_05502
OG0006516	YEAST02248	AENJA_05505
OG0006520	YEAST05914	AENJA_06121
OG0006523	YEAST04170	AENJA_06540
OG0006528	YEAST02276	AENJA_07246
OG0006532	YEAST05019	AENJA_07693
OG0006533	YEAST00790	AENJA_07742
OG0006536	YEAST05130	AENJA_07956
OG0006538	YEAST02168	AENJA_08050
OG0006543	YEAST03219	AENJA_15795, AENJA_08614
OG0006544	YEAST06160	AENJA_08630
OG0006550	YEAST05541	AENJA_09213
OG0006552	YEAST02016	AENJA_09303
OG0006553	YEAST05825	AENJA_09463
OG0006554	YEAST04136	AENJA_09668
OG0006561	YEAST00874	AENJA_10164
OG0006564	YEAST05934	AENJA_10383
OG0006568	YEAST03560	AENJA_10472
OG0006569	YEAST02940	AENJA_10690
OG0006571	YEAST00795	AENJA_10794
OG0006574	YEAST06163	AENJA_11193
OG0006577	YEAST03945	AENJA_23377, AENJA_11258
OG0006578	YEAST00813	AENJA_11264
OG0006580	YEAST04957	AENJA_11583
OG0006582	YEAST04615	AENJA_12464
OG0006584	YEAST01846	AENJA_12500
OG0006589	YEAST04474	AENJA_12916
OG0006594	YEAST00464	AENJA_13414
OG0006595	YEAST05577	AENJA_13536
OG0006596	YEAST03312	AENJA_13622
OG0006597	YEAST01876	AENJA_13689
OG0006598	YEAST02580	AENJA_13737
OG0006602	YEAST06259	AENJA_14087
OG0006603	YEAST05721	AENJA_14155
OG0006604	YEAST01597	AENJA_14442
OG0006607	YEAST05258	AENJA_14537
OG0006609	YEAST04231	AENJA_14599
OG0006610	YEAST04593	AENJA_14663
OG0006611	YEAST02395	AENJA_14698
OG0006613	YEAST00490	AENJA_14809
OG0006615	YEAST02695	AENJA_14938
OG0006617	YEAST02864, YEAST02189	AENJA_15260
OG0006619	YEAST03691	AENJA_15520
OG0006622	YEAST04382	AENJA_15726
OG0006625	YEAST05905	AENJA_15915
OG0006627	YEAST01553	AENJA_16100, AENJA_16099
OG0006630	YEAST05584	AENJA_16229
OG0006631	YEAST01419, YEAST04493	AENJA_16356
OG0006633	YEAST05580	AENJA_16566
OG0006636	YEAST06190	AENJA_16904
OG0006637	YEAST06011	AENJA_16936
OG0006651	YEAST03308	AENJA_18736
OG0006655	YEAST04609	AENJA_18965
OG0006658	YEAST03323	AENJA_19247
OG0006662	YEAST02707	AENJA_19418
OG0006663	YEAST04538	AENJA_19913
OG0006664	YEAST04769	AENJA_20021
OG0006667	YEAST03011	AENJA_20411
OG0006668	YEAST00040	AENJA_20635
OG0006669	YEAST05379	AENJA_20657
OG0006678	YEAST03428	AENJA_21492
OG0006681	YEAST02774	AENJA_21662
OG0006688	YEAST02298	AENJA_22121
OG0006690	YEAST00986	AENJA_22269
OG0006691	YEAST06141	AENJA_22370, AENJA_22371
OG0006692	YEAST04243	AENJA_22551
OG0006694	YEAST04074	AENJA_22901
OG0006703	YEAST04919	AENJA_23320
OG0006704	YEAST02241	AENJA_23386
OG0006706	YEAST01312	AENJA_23532
OG0006707	YEAST04448	AENJA_23660
OG0006712	YEAST01297	AENJA_24048
OG0006716	YEAST01688	AENJA_24408
OG0006717	YEAST03273, YEAST00511	AENJA_24478
OG0006722	YEAST05928	AENJA_25021
OG0006725	YEAST05141	AENJA_25269
OG0006726	YEAST01310	AENJA_25361
OG0006728	YEAST01819	AENJA_25577
OG0006730	YEAST06066	AENJA_25804
OG0006732	YEAST05092	AENJA_25874, AENJA_25873
OG0006736	YEAST03708, YEAST02845	AENJA_26061
OG0006738	YEAST03786	AENJA_26156
OG0006741	YEAST00908	AENJA_26632
OG0006826	YEAST03748	AENJA_00120
OG0006830	YEAST02320	AENJA_00399
OG0006838	YEAST01244	AENJA_07404, AENJA_01046
OG0006843	YEAST03855	AENJA_01195
OG0006846	YEAST04146	AENJA_01258
OG0006853	YEAST03500	AENJA_01775, AENJA_26577
OG0006860	YEAST03798	AENJA_02208
OG0006867	YEAST03341	AENJA_02777
OG0006869	YEAST01706	AENJA_02815
OG0006874	YEAST03449	AENJA_03384
OG0006876	YEAST00384	AENJA_03442, AENJA_23472
OG0006880	YEAST04631	AENJA_03927
OG0006881	YEAST01049	AENJA_03938
OG0006887	YEAST01983	AENJA_04451
OG0006888	YEAST00485	AENJA_04455, AENJA_16366
OG0006890	YEAST02034	AENJA_04581
OG0006891	YEAST00187	AENJA_04660
OG0006892	YEAST04820	AENJA_04736
OG0006894	YEAST01360	AENJA_04847
OG0006897	YEAST00856	AENJA_05372
OG0006901	YEAST05480	AENJA_05820
OG0006906	YEAST00746	AENJA_06221
OG0006918	YEAST05610	AENJA_07427
OG0006920	YEAST02490	AENJA_07564
OG0006924	YEAST04308	AENJA_07755
OG0006927	YEAST00921	AENJA_07880
OG0006934	YEAST02053	AENJA_08104
OG0006935	YEAST02014	AENJA_08143
OG0006936	YEAST06114	AENJA_08149
OG0006937	YEAST05537	AENJA_08252
OG0006938	YEAST02536	AENJA_25925, AENJA_08279
OG0006939	YEAST01033	AENJA_08295
OG0006940	YEAST05163	AENJA_08348
OG0006942	YEAST00190	AENJA_08411
OG0006943	YEAST02583	AENJA_08418
OG0006949	YEAST00975, YEAST00256	AENJA_08970
OG0006952	YEAST02831	AENJA_09338
OG0006953	YEAST02903, YEAST04751, YEAST05739	AENJA_09368
OG0006959	YEAST01865	AENJA_09576
OG0006964	YEAST05995	AENJA_09897
OG0006966	YEAST02544	AENJA_10045
OG0006967	YEAST06235	AENJA_10081
OG0006968	YEAST03972	AENJA_10127
OG0006969	YEAST01604	AENJA_10132
OG0006971	YEAST00044	AENJA_10382
OG0006973	YEAST03793	AENJA_10893
OG0006975	YEAST02322	AENJA_11111
OG0006977	YEAST06248	AENJA_11169
OG0006978	YEAST00696	AENJA_11351
OG0006980	YEAST02173	AENJA_11690, AENJA_11689
OG0006985	YEAST03215	AENJA_12194
OG0006989	YEAST04914	AENJA_12558
OG0006991	YEAST05066	AENJA_12675
OG0006992	YEAST04657	AENJA_12702, AENJA_16070
OG0006994	YEAST05554	AENJA_12854
OG0006995	YEAST06048	AENJA_12859
OG0006997	YEAST00664	AENJA_12913
OG0006998	YEAST02509	AENJA_12939
OG0006999	YEAST03874	AENJA_12940
OG0007003	YEAST01840	AENJA_13349
OG0007005	YEAST03907	AENJA_13425
OG0007009	YEAST05645	AENJA_13674
OG0007010	YEAST01652	AENJA_13687
OG0007012	YEAST05361	AENJA_13835
OG0007013	YEAST05971	AENJA_13842
OG0007015	YEAST03053	AENJA_13940
OG0007016	YEAST05307	AENJA_14164
OG0007020	YEAST00663	AENJA_14431
OG0007024	YEAST01864	AENJA_14840
OG0007028	YEAST06312	AENJA_15287
OG0007029	YEAST05619	AENJA_15661
OG0007030	YEAST05712	AENJA_15706
OG0007033	YEAST04002	AENJA_15780
OG0007036	YEAST04799	AENJA_15980
OG0007043	YEAST02072, YEAST01064	AENJA_19281, AENJA_16342
OG0007045	YEAST01113	AENJA_16721
OG0007046	YEAST04826	AENJA_16840
OG0007049	YEAST05930	AENJA_17013
OG0007050	YEAST05668	AENJA_20342, AENJA_17182
OG0007053	YEAST05898	AENJA_17379
OG0007055	YEAST02593	AENJA_17474
OG0007057	YEAST05673	AENJA_17685
OG0007061	YEAST03247	AENJA_18086
OG0007063	YEAST04650	AENJA_18189
OG0007065	YEAST01111	AENJA_18236
OG0007071	YEAST02162	AENJA_18814, AENJA_20432
OG0007073	YEAST03946	AENJA_18861
OG0007075	YEAST00811	AENJA_19074, AENJA_19073
OG0007084	YEAST05527	AENJA_20378
OG0007089	YEAST04132	AENJA_20594
OG0007092	YEAST01811	AENJA_20784
OG0007093	YEAST01923	AENJA_20890
OG0007095	YEAST02581	AENJA_21007
OG0007097	YEAST01699	AENJA_21089
OG0007098	YEAST03783	AENJA_21303
OG0007106	YEAST00202	AENJA_21772
OG0007112	YEAST05597	AENJA_22684
OG0007114	YEAST03493	AENJA_22816
OG0007118	YEAST01120	AENJA_23161
OG0007119	YEAST05459	AENJA_23375
OG0007120	YEAST04248	AENJA_23378
OG0007121	YEAST05746	AENJA_23568
OG0007124	YEAST04818	AENJA_23735
OG0007127	YEAST04415	AENJA_24302
OG0007130	YEAST05158	AENJA_24363
OG0007131	YEAST05874	AENJA_24469
OG0007132	YEAST06078	AENJA_24649
OG0007137	YEAST00797	AENJA_25069
OG0007138	YEAST04319	AENJA_25134
OG0007139	YEAST05259	AENJA_25183
OG0007143	YEAST02636	AENJA_25363
OG0007144	YEAST04135	AENJA_25491
OG0007150	YEAST00900	AENJA_26056
OG0007154	YEAST01439	AENJA_26509
OG0007249	YEAST00344	AENJA_19637, AENJA_00124
OG0007254	YEAST00328	AENJA_00931
OG0007258	YEAST02867	AENJA_01436, AENJA_11453
OG0007264	YEAST04093	AENJA_02217
OG0007269	YEAST04522	AENJA_02569
OG0007274	YEAST04165, YEAST05634	AENJA_02816
OG0007276	YEAST02007	AENJA_02931
OG0007279	YEAST02363	AENJA_03339
OG0007282	YEAST04912	AENJA_03431
OG0007288	YEAST02949	AENJA_03747
OG0007292	YEAST05159	AENJA_04105
OG0007303	YEAST05207	AENJA_05104
OG0007307	YEAST05606	AENJA_05325
OG0007313	YEAST02047	AENJA_10867, AENJA_06071
OG0007317	YEAST04084	AENJA_06549
OG0007321	YEAST05016	AENJA_06818
OG0007322	YEAST01090	AENJA_06900
OG0007325	YEAST03249	AENJA_07023
OG0007330	YEAST00633	AENJA_07724
OG0007332	YEAST02451	AENJA_07980
OG0007335	YEAST06084	AENJA_08730
OG0007336	YEAST03606	AENJA_24259, AENJA_08744
OG0007341	YEAST00183	AENJA_08963
OG0007342	YEAST03859	AENJA_09009
OG0007343	YEAST00383	AENJA_09011
OG0007347	YEAST02066	AENJA_09485
OG0007349	YEAST01492	AENJA_09661
OG0007354	YEAST03378	AENJA_10138
OG0007355	YEAST02682	AENJA_10292, AENJA_10291
OG0007361	YEAST02394	AENJA_10793
OG0007363	YEAST05519	AENJA_10957, AENJA_10954
OG0007364	YEAST01959	AENJA_10959
OG0007367	YEAST01013	AENJA_11272
OG0007371	YEAST04970	AENJA_11627
OG0007376	YEAST02976	AENJA_11779
OG0007379	YEAST00967	AENJA_12106
OG0007380	YEAST00785, YEAST00666	AENJA_12373
OG0007382	YEAST01108	AENJA_12498
OG0007387	YEAST06326	AENJA_12902
OG0007393	YEAST01116	AENJA_13334
OG0007394	YEAST05998	AENJA_13338
OG0007395	YEAST00603	AENJA_13363
OG0007397	YEAST03512	AENJA_13692
OG0007399	YEAST02279	AENJA_14225
OG0007401	YEAST03451	AENJA_14395
