Orthogroup	YEAST	MOUSE
OG0001850	YEAST01913	MOUSE12662, MOUSE12664, MOUSE12663
OG0001852	YEAST03121	MOUSE53754, MOUSE02334, MOUSE02333, MOUSE52787, MOUSE52789, MOUSE52790, MOUSE52791, MOUSE52788
OG0001853	YEAST05176	MOUSE13937, MOUSE28203
OG0001857	YEAST04741	MOUSE13677, MOUSE06586, MOUSE06585, MOUSE13679, MOUSE13680, MOUSE13676, MOUSE13675, MOUSE13678, MOUSE06587
OG0001860	YEAST00188	MOUSE44056, MOUSE47109, MOUSE47108, MOUSE44053, MOUSE44055, MOUSE44052, MOUSE44054
OG0001861	YEAST05779, YEAST04773	MOUSE24714, MOUSE24794, MOUSE24795
OG0001863	YEAST03017	MOUSE17837, MOUSE35559, MOUSE35560, MOUSE17835
OG0001866	YEAST05095, YEAST05570	MOUSE16525, MOUSE16527, MOUSE16533, MOUSE16523, MOUSE16528, MOUSE16524, MOUSE16526, MOUSE16529, MOUSE16532, MOUSE16536, MOUSE16537, MOUSE16534, MOUSE16531, MOUSE16535, MOUSE16530, MOUSE16283, MOUSE16278, MOUSE16280, MOUSE16277
OG0001867	YEAST01669	MOUSE38487, MOUSE38486, MOUSE38488, MOUSE05986, MOUSE05985
OG0001873	YEAST00981, YEAST00267	MOUSE18632, MOUSE18633, MOUSE18631
OG0001875	YEAST04137	MOUSE26424, MOUSE31667, MOUSE31669
OG0001877	YEAST04134	MOUSE07737, MOUSE07735, MOUSE07736, MOUSE18147, MOUSE18149, MOUSE18148, MOUSE18150, MOUSE18146, MOUSE24606
OG0001886	YEAST03260	MOUSE25611, MOUSE25612, MOUSE25613, MOUSE31720, MOUSE31721, MOUSE31719
OG0001888	YEAST05749, YEAST01573	MOUSE50406, MOUSE50404, MOUSE50405, MOUSE50403, MOUSE20763, MOUSE20761, MOUSE20765, MOUSE20764
OG0001893	YEAST01023	MOUSE17637, MOUSE17638, MOUSE17639, MOUSE17635, MOUSE17636
OG0001894	YEAST00433	MOUSE03152, MOUSE21288, MOUSE21287
OG0001899	YEAST01210, YEAST04466	MOUSE07169, MOUSE07168, MOUSE07171
OG0001903	YEAST06020	MOUSE16576, MOUSE16560
OG0001913	YEAST05520	MOUSE44802, MOUSE44796, MOUSE44795, MOUSE44798, MOUSE44799, MOUSE44801, MOUSE44800, MOUSE44797, MOUSE44793, MOUSE44794
OG0001915	YEAST04791	MOUSE19458, MOUSE55245, MOUSE07778, MOUSE07770, MOUSE07771, MOUSE07804, MOUSE07795, MOUSE07796, MOUSE07782, MOUSE07793, MOUSE07794, MOUSE07775, MOUSE07779, MOUSE07783, MOUSE07806, MOUSE07781, MOUSE07805, MOUSE07777
OG0001917	YEAST01859	MOUSE33111, MOUSE48906, MOUSE48506
OG0001923	YEAST05881	MOUSE50355, MOUSE50356, MOUSE50353, MOUSE48653, MOUSE48650, MOUSE48654, MOUSE50354, MOUSE48649
OG0001926	YEAST02948	MOUSE31805, MOUSE31804, MOUSE31806
OG0001932	YEAST03770, YEAST03179	MOUSE29406, MOUSE29408, MOUSE29407
OG0001934	YEAST00877	MOUSE17185, MOUSE17180, MOUSE17181, MOUSE39420, MOUSE39421, MOUSE39419, MOUSE39423, MOUSE17182, MOUSE17186
OG0001935	YEAST00431	MOUSE49902, MOUSE49903, MOUSE21277
OG0001938	YEAST03931	MOUSE27035, MOUSE27034, MOUSE27036
OG0001940	YEAST04188, YEAST05646	MOUSE37993, MOUSE42327, MOUSE32240
OG0001943	YEAST02393, YEAST05966	MOUSE18600, MOUSE18597, MOUSE18594, MOUSE18598, MOUSE18595, MOUSE28503, MOUSE28502, MOUSE28504, MOUSE18599, MOUSE18596, MOUSE18601
OG0001945	YEAST01671	MOUSE16016, MOUSE52098, MOUSE52091, MOUSE52096, MOUSE52097, MOUSE52095, MOUSE52093, MOUSE52092
OG0001947	YEAST02570	MOUSE52530, MOUSE52531, MOUSE52527, MOUSE52526, MOUSE14523, MOUSE14522
OG0001951	YEAST00941, YEAST05396	MOUSE14693, MOUSE14692, MOUSE53152, MOUSE53150, MOUSE53151
OG0001952	YEAST04673, YEAST01990, YEAST00155	MOUSE00606, MOUSE00605
OG0001965	YEAST04582	MOUSE06465, MOUSE06458, MOUSE06450, MOUSE06452, MOUSE06449, MOUSE06464, MOUSE06463
OG0001968	YEAST04910	MOUSE21418, MOUSE21417, MOUSE25564, MOUSE25563, MOUSE25562, MOUSE25565
OG0001969	YEAST06173	MOUSE19157, MOUSE01472, MOUSE01470, MOUSE01471
OG0001972	YEAST01822, YEAST03363	MOUSE35089, MOUSE35093
OG0001985	YEAST04959	MOUSE37868, MOUSE38198, MOUSE37869, MOUSE37867, MOUSE38197, MOUSE38196, MOUSE38195, MOUSE38194, MOUSE37870
OG0001992	YEAST02679	MOUSE18241, MOUSE18239, MOUSE18240, MOUSE27555
OG0001998	YEAST00890	MOUSE32621, MOUSE32624, MOUSE32622, MOUSE32623, MOUSE46491, MOUSE46493, MOUSE46492
OG0002001	YEAST00502, YEAST03944	MOUSE02426, MOUSE02425, MOUSE03790, MOUSE03789, MOUSE03792
OG0002003	YEAST02826, YEAST03671	MOUSE27809, MOUSE27810, MOUSE27518, MOUSE27519, MOUSE27517
OG0002008	YEAST00768	MOUSE21155, MOUSE21154, MOUSE36938, MOUSE36937, MOUSE36934, MOUSE36936, MOUSE36935, MOUSE36933, MOUSE36939, MOUSE21156
OG0002010	YEAST00609	MOUSE14268, MOUSE06265, MOUSE06264, MOUSE06263, MOUSE06268, MOUSE06267, MOUSE15014
OG0002014	YEAST02422	MOUSE06915, MOUSE06916, MOUSE06919, MOUSE06920, MOUSE06922, MOUSE06917, MOUSE06918, MOUSE31211, MOUSE31210, MOUSE31209, MOUSE31208, MOUSE10913, MOUSE10914, MOUSE10915
OG0002015	YEAST05525	MOUSE14164, MOUSE14163, MOUSE16981, MOUSE14162, MOUSE16983
OG0002025	YEAST03650	MOUSE46172, MOUSE46171, MOUSE46173
OG0002026	YEAST01247	MOUSE54721, MOUSE54720, MOUSE47746, MOUSE47747
OG0002029	YEAST02646	MOUSE17396, MOUSE17397, MOUSE17395, MOUSE17394
OG0002031	YEAST02752	MOUSE05700, MOUSE05698, MOUSE05705, MOUSE05706, MOUSE05703, MOUSE05701, MOUSE05707, MOUSE05704, MOUSE05702, MOUSE05699, MOUSE35279, MOUSE35281
OG0002032	YEAST01221	MOUSE50994, MOUSE50992, MOUSE50993
OG0002042	YEAST02880	MOUSE00895, MOUSE00894, MOUSE00893, MOUSE00890, MOUSE00889
OG0002043	YEAST04003	MOUSE21499, MOUSE34379, MOUSE21497, MOUSE21495, MOUSE21494, MOUSE21492, MOUSE21498, MOUSE21496, MOUSE21493
OG0002059	YEAST05893, YEAST04718	MOUSE47445, MOUSE47444, MOUSE47441, MOUSE47442, MOUSE47440, MOUSE47443, MOUSE37113, MOUSE37112, MOUSE37114, MOUSE37111, MOUSE37110
OG0002062	YEAST05454	MOUSE48679, MOUSE48677, MOUSE48680, MOUSE51397, MOUSE51398, MOUSE48678
OG0002063	YEAST00838	MOUSE03567, MOUSE32438, MOUSE03566
OG0002067	YEAST03444	MOUSE15032, MOUSE15033
OG0002069	YEAST05962	MOUSE13689, MOUSE28478, MOUSE28477
OG0002073	YEAST04552	MOUSE52963, MOUSE19174, MOUSE52965, MOUSE52962, MOUSE52964, MOUSE27918, MOUSE27919
OG0002076	YEAST03141	MOUSE52997
OG0002076	YEAST02206	MOUSE02520, MOUSE02519, MOUSE02521, MOUSE52995, MOUSE52996, MOUSE52994, MOUSE52993, MOUSE02518
OG0002078	YEAST06232	MOUSE05885, MOUSE05884, MOUSE05886
OG0002079	YEAST05765, YEAST00483	MOUSE48747, MOUSE53978, MOUSE53979, MOUSE53980, MOUSE53981, MOUSE04036, MOUSE53982
OG0002080	YEAST05220, YEAST04736	MOUSE37386, MOUSE04894
OG0002084	YEAST04529	MOUSE20965, MOUSE20964, MOUSE40485, MOUSE40484, MOUSE40486
OG0002087	YEAST05702	MOUSE25833, MOUSE25831
OG0002090	YEAST02246	MOUSE17662, MOUSE17663, MOUSE17664, MOUSE17659, MOUSE17658, MOUSE17656, MOUSE17657, MOUSE17661, MOUSE17660
OG0002093	YEAST02255	MOUSE18327, MOUSE18329, MOUSE18330, MOUSE18328, MOUSE18326, MOUSE18333, MOUSE18334, MOUSE18332, MOUSE18331
OG0002097	YEAST02697	MOUSE15657, MOUSE54499, MOUSE54500
OG0002101	YEAST03902	MOUSE33077
OG0002103	YEAST05974	MOUSE20411, MOUSE20414, MOUSE20410, MOUSE20412, MOUSE20409, MOUSE54925, MOUSE54926, MOUSE54896, MOUSE54898, MOUSE54897, MOUSE54910, MOUSE54909, MOUSE20413
OG0002106	YEAST03654	MOUSE48291, MOUSE17554, MOUSE17555
OG0002107	YEAST05313	MOUSE46730
OG0002108	YEAST03715	MOUSE03039, MOUSE03038, MOUSE03040, MOUSE38597, MOUSE08045, MOUSE08046, MOUSE08053, MOUSE08047, MOUSE08052
OG0002123	YEAST03709	MOUSE34389, MOUSE34390, MOUSE21500, MOUSE21501, MOUSE29244, MOUSE29245, MOUSE29243
OG0002125	YEAST05183	MOUSE53589, MOUSE53590, MOUSE14427, MOUSE14426
OG0002131	YEAST04275	MOUSE09756, MOUSE09757
OG0002137	YEAST04320	MOUSE18711, MOUSE18712, MOUSE29904
OG0002138	YEAST02406	MOUSE01905, MOUSE01904, MOUSE01903
OG0002144	YEAST02673	MOUSE46268, MOUSE46272, MOUSE46269, MOUSE46270, MOUSE46273, MOUSE37668, MOUSE37669, MOUSE37671, MOUSE37670, MOUSE37667
OG0002146	YEAST04333, YEAST00109, YEAST03088, YEAST04454	MOUSE52841, MOUSE39181, MOUSE39182, MOUSE39180, MOUSE52839, MOUSE52840, MOUSE39184
OG0002147	YEAST04532, YEAST01219	MOUSE41378, MOUSE41377, MOUSE41376, MOUSE29550, MOUSE29549, MOUSE29548, MOUSE29546, MOUSE29547
OG0002148	YEAST02060	MOUSE27469, MOUSE03114, MOUSE03113
OG0002152	YEAST05624	MOUSE53483, MOUSE53486, MOUSE02022, MOUSE17241, MOUSE17240, MOUSE17239, MOUSE17238, MOUSE17242
OG0002156	YEAST03007	MOUSE48218, MOUSE48219, MOUSE48217
OG0002160	YEAST03960	MOUSE54347, MOUSE07191, MOUSE54345, MOUSE51210, MOUSE54346
OG0002168	YEAST00516	MOUSE13726, MOUSE13725, MOUSE40358, MOUSE40357
OG0002169	YEAST02258	MOUSE40487, MOUSE20963
OG0002175	YEAST04956	MOUSE25597, MOUSE25595, MOUSE25596, MOUSE25598, MOUSE13368, MOUSE28272, MOUSE00463, MOUSE00469
OG0002184	YEAST00242	MOUSE10380, MOUSE10379, MOUSE10381, MOUSE48915, MOUSE48914, MOUSE48916, MOUSE10382
OG0002185	YEAST05212	MOUSE49434, MOUSE49435, MOUSE49415
OG0002188	YEAST04638, YEAST03913	MOUSE22432
OG0002189	YEAST02882, YEAST04447	MOUSE51745, MOUSE51746, MOUSE51743
OG0002213	YEAST01241, YEAST05495	MOUSE24480, MOUSE24483, MOUSE24482, MOUSE24481, MOUSE24479, MOUSE24484
OG0002216	YEAST06040	MOUSE35417
OG0002217	YEAST06033	MOUSE27977, MOUSE27971, MOUSE27974, MOUSE27975, MOUSE27978, MOUSE27979, MOUSE27976, MOUSE27972, MOUSE27973
OG0002222	YEAST03240	MOUSE23110, MOUSE23109, MOUSE23108, MOUSE23107, MOUSE23105, MOUSE23104, MOUSE54843, MOUSE54842
OG0002224	YEAST01574	MOUSE11430, MOUSE11429, MOUSE02849, MOUSE02852, MOUSE02848
OG0002225	YEAST04939	MOUSE43379, MOUSE43380, MOUSE43381, MOUSE43383, MOUSE43382, MOUSE20117
OG0002226	YEAST00948	MOUSE48785, MOUSE48782, MOUSE48781, MOUSE48783, MOUSE36591, MOUSE36592, MOUSE48779, MOUSE48784
OG0002228	YEAST04154, YEAST05632	MOUSE06220, MOUSE06221, MOUSE06216, MOUSE06218, MOUSE06219, MOUSE06215, MOUSE06222, MOUSE06217, MOUSE44273, MOUSE44272
OG0002233	YEAST00277	MOUSE53746
OG0002239	YEAST03509	MOUSE30771
OG0002239	YEAST01621	MOUSE44568, MOUSE13262
OG0002241	YEAST02005	MOUSE02699, MOUSE02698, MOUSE17626, MOUSE05619
OG0002243	YEAST04599, YEAST03601, YEAST04600	MOUSE03354, MOUSE40581, MOUSE40583
OG0002244	YEAST02768	MOUSE54636, MOUSE54635, MOUSE54634, MOUSE54633
OG0002252	YEAST00826	MOUSE41827, MOUSE41828, MOUSE41826, MOUSE06430, MOUSE17174, MOUSE17173
OG0002261	YEAST00472	MOUSE38705, MOUSE38702, MOUSE38703, MOUSE38700, MOUSE38701, MOUSE38699
OG0002264	YEAST01705	MOUSE53985, MOUSE53983, MOUSE53986, MOUSE53984, MOUSE33892, MOUSE33894
OG0002279	YEAST05800	MOUSE21806, MOUSE21808, MOUSE13086, MOUSE13084, MOUSE13087, MOUSE21805, MOUSE21804, MOUSE21807, MOUSE13085
OG0002282	YEAST00881	MOUSE48795, MOUSE17775, MOUSE17776, MOUSE48796
OG0002288	YEAST01591, YEAST05154	MOUSE31538, MOUSE31539, MOUSE03433, MOUSE03434, MOUSE03435, MOUSE03432
OG0002292	YEAST00152	MOUSE11397, MOUSE11396, MOUSE11395
OG0002297	YEAST01217	MOUSE33563
OG0002312	YEAST06295	MOUSE46827, MOUSE19412, MOUSE19411
OG0002316	YEAST01805	MOUSE55309, MOUSE34051, MOUSE55306, MOUSE55305, MOUSE55307, MOUSE55308
OG0002318	YEAST02923	MOUSE48919, MOUSE48920
OG0002319	YEAST00329	MOUSE29417, MOUSE54442, MOUSE29415, MOUSE29414, MOUSE29413, MOUSE29416, MOUSE29412
OG0002321	YEAST02461	MOUSE40396
OG0002324	YEAST02615, YEAST06287	MOUSE38970, MOUSE38971, MOUSE38972, MOUSE38969
OG0002326	YEAST00310, YEAST02699	MOUSE07382, MOUSE07383, MOUSE00010
OG0002327	YEAST00346, YEAST06217	MOUSE54331, MOUSE48336, MOUSE11268, MOUSE11270, MOUSE54332
OG0002331	YEAST01653	MOUSE28866, MOUSE28864, MOUSE28867, MOUSE28865, MOUSE28868, MOUSE19883, MOUSE19884, MOUSE19889, MOUSE19885, MOUSE19888
OG0002332	YEAST01606, YEAST05184, YEAST00285	MOUSE36884, MOUSE36885, MOUSE40574, MOUSE40576, MOUSE40575
OG0002341	YEAST03640, YEAST04562	MOUSE45387, MOUSE45384, MOUSE45383, MOUSE45385, MOUSE45386, MOUSE45382
OG0002344	YEAST02312, YEAST02019	MOUSE04380, MOUSE04379, MOUSE37757, MOUSE37756, MOUSE37755, MOUSE37760
OG0002346	YEAST02012	MOUSE14308, MOUSE14307, MOUSE14309, MOUSE27028, MOUSE27029
OG0002348	YEAST01845	MOUSE07276, MOUSE07275, MOUSE07274, MOUSE45676, MOUSE45671, MOUSE45668, MOUSE45674, MOUSE45667, MOUSE45673, MOUSE45666, MOUSE45675, MOUSE45670
OG0002355	YEAST00016	MOUSE48771, MOUSE03381
OG0002356	YEAST00259	MOUSE41544, MOUSE44070, MOUSE44071, MOUSE44072, MOUSE44067, MOUSE44069, MOUSE44066, MOUSE44068, MOUSE44073, MOUSE44075
OG0002361	YEAST01027	MOUSE28023, MOUSE07757
OG0002367	YEAST01179	MOUSE31303, MOUSE10439, MOUSE10441
OG0002369	YEAST03766	MOUSE08123, MOUSE08122
OG0002374	YEAST02010, YEAST00133	MOUSE18527, MOUSE28943
OG0002377	YEAST05000	MOUSE03069, MOUSE03068, MOUSE03065, MOUSE03066, MOUSE54483, MOUSE54484, MOUSE07892, MOUSE07893, MOUSE03067, MOUSE07895
OG0002385	YEAST03974	MOUSE46178, MOUSE46176, MOUSE46179, MOUSE14183, MOUSE14184, MOUSE06270, MOUSE06271, MOUSE14185
OG0002406	YEAST05509	MOUSE50625, MOUSE49566, MOUSE49567, MOUSE49565
OG0002407	YEAST00012	MOUSE11498, MOUSE11499
OG0002409	YEAST02027	MOUSE54368, MOUSE08540, MOUSE08541, MOUSE08542
OG0002411	YEAST05950, YEAST02407	MOUSE30724, MOUSE51872, MOUSE51871, MOUSE30722, MOUSE30723
OG0002412	YEAST06171	MOUSE46974, MOUSE46976, MOUSE46975
OG0002413	YEAST01196	MOUSE50441, MOUSE50440, MOUSE50442
OG0002415	YEAST01271	MOUSE00788, MOUSE00787
OG0002421	YEAST02982	MOUSE51777, MOUSE49295
OG0002422	YEAST05026	MOUSE54864, MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861, MOUSE20863
OG0002426	YEAST00184	MOUSE44310, MOUSE38645, MOUSE44309, MOUSE44311, MOUSE14116
OG0002441	YEAST00068, YEAST02278, YEAST05821	MOUSE54605, MOUSE54604, MOUSE54606, MOUSE00577, MOUSE00578, MOUSE00576
OG0002442	YEAST05932	MOUSE04002, MOUSE42403, MOUSE42402, MOUSE42405, MOUSE28904, MOUSE28905, MOUSE42404
OG0002443	YEAST04906	MOUSE02332, MOUSE02330, MOUSE02331, MOUSE02329
OG0002446	YEAST04254	MOUSE14189, MOUSE14187, MOUSE14186, MOUSE14191, MOUSE14190, MOUSE14188, MOUSE14192, MOUSE14193
OG0002448	YEAST00626	MOUSE11076
OG0002450	YEAST04575	MOUSE30346, MOUSE30343, MOUSE30344, MOUSE30338, MOUSE30342, MOUSE30341, MOUSE30339, MOUSE30337, MOUSE10244, MOUSE10243, MOUSE30345
OG0002453	YEAST00512	MOUSE50652, MOUSE50651, MOUSE50650
OG0002476	YEAST05799	MOUSE18114, MOUSE49569
OG0002486	YEAST01433	MOUSE03701, MOUSE03700
OG0002492	YEAST01624	MOUSE22837
OG0002494	YEAST02402	MOUSE15175, MOUSE15172, MOUSE28842, MOUSE15173, MOUSE15174, MOUSE28843, MOUSE28845, MOUSE28844
OG0002495	YEAST02772	MOUSE26565, MOUSE26564, MOUSE26610, MOUSE26616, MOUSE26608, MOUSE26614, MOUSE26606, MOUSE26612, MOUSE26617, MOUSE26613, MOUSE26611, MOUSE26605, MOUSE26615, MOUSE26607, MOUSE26609, MOUSE26563, MOUSE26561, MOUSE26562, MOUSE26560
OG0002497	YEAST02747	MOUSE18376, MOUSE18377, MOUSE05518, MOUSE05517, MOUSE18374, MOUSE18375
OG0002500	YEAST05648	MOUSE46266, MOUSE46265, MOUSE46264, MOUSE46267
OG0002505	YEAST02959	MOUSE38688, MOUSE38685, MOUSE38684, MOUSE38687, MOUSE38686, MOUSE38683
OG0002510	YEAST04753	MOUSE50159, MOUSE50158, MOUSE50160, MOUSE50157, MOUSE50156
OG0002516	YEAST00066	MOUSE51264, MOUSE16767, MOUSE51260, MOUSE51259, MOUSE51257, MOUSE51262, MOUSE51261, MOUSE51258, MOUSE51263, MOUSE16768, MOUSE16766
OG0002518	YEAST02890	MOUSE34539
OG0002520	YEAST05256	MOUSE12495, MOUSE36750, MOUSE36751, MOUSE03593, MOUSE36749, MOUSE36748
OG0002523	YEAST06234	MOUSE41057, MOUSE39451, MOUSE39450, MOUSE39448, MOUSE39447, MOUSE39449, MOUSE44522
OG0002527	YEAST01639	MOUSE26081, MOUSE23816, MOUSE23815, MOUSE26080
OG0002528	YEAST00372	MOUSE19182
OG0002530	YEAST05530, YEAST03790	MOUSE19507, MOUSE51776, MOUSE51775
OG0002532	YEAST03235	MOUSE06203, MOUSE06202, MOUSE06201, MOUSE06200, MOUSE06199, MOUSE06198
OG0002533	YEAST04525	MOUSE04461, MOUSE04460
OG0002543	YEAST00527	MOUSE01120, MOUSE01119
OG0002557	YEAST06243	MOUSE12279, MOUSE12278, MOUSE17585, MOUSE17586, MOUSE12281
OG0002561	YEAST04438, YEAST02106	MOUSE20491
OG0002562	YEAST03992	MOUSE01503, MOUSE01502, MOUSE01501
OG0002564	YEAST02186	MOUSE05982, MOUSE05984, MOUSE05983, MOUSE38599, MOUSE38600
OG0002565	YEAST04224, YEAST02499	MOUSE34855, MOUSE34854, MOUSE52310, MOUSE52309, MOUSE52311
OG0002570	YEAST00592	MOUSE28464, MOUSE28462, MOUSE28452, MOUSE28454
OG0002574	YEAST05657	MOUSE18814, MOUSE18813, MOUSE07822, MOUSE07823
OG0002594	YEAST06174	MOUSE49519, MOUSE49520, MOUSE12350, MOUSE12349
OG0002598	YEAST04621, YEAST03577	MOUSE33194, MOUSE33195, MOUSE20750
OG0002605	YEAST06332	MOUSE31342, MOUSE31339, MOUSE31338, MOUSE31341
OG0002608	YEAST03716, YEAST02846	MOUSE02154, MOUSE02153, MOUSE47288, MOUSE47289, MOUSE47290
OG0002609	YEAST01355	MOUSE30745, MOUSE30747, MOUSE30750, MOUSE30751, MOUSE30748, MOUSE30752, MOUSE30749, MOUSE30746, MOUSE13277, MOUSE13279, MOUSE13278
OG0002610	YEAST01078, YEAST03973	MOUSE48945, MOUSE13958
OG0002612	YEAST03508	MOUSE54503, MOUSE40743
OG0002617	YEAST00866	MOUSE19262
OG0002618	YEAST06247	MOUSE06029, MOUSE06031, MOUSE06032, MOUSE06030, MOUSE38716, MOUSE38713, MOUSE38712, MOUSE38715, MOUSE38714, MOUSE38717
OG0002629	YEAST05919	MOUSE14418, MOUSE14419
OG0002630	YEAST05202	MOUSE18235
OG0002632	YEAST02755	MOUSE44869, MOUSE10276, MOUSE44870
OG0002633	YEAST04206	MOUSE18722, MOUSE07220, MOUSE07221, MOUSE07219
OG0002636	YEAST01664, YEAST06215	MOUSE42132, MOUSE42129, MOUSE42130, MOUSE42131, MOUSE42128
OG0002638	YEAST04703	MOUSE30386, MOUSE30385
OG0002643	YEAST01938	MOUSE10948
OG0002644	YEAST00724	MOUSE55399, MOUSE55398, MOUSE55397, MOUSE55401, MOUSE55400, MOUSE55396, MOUSE54017, MOUSE54016, MOUSE54018
OG0002645	YEAST01436	MOUSE55157, MOUSE55156, MOUSE55154
OG0002646	YEAST01946	MOUSE39377, MOUSE39378, MOUSE39375, MOUSE39374, MOUSE39376
OG0002651	YEAST02247, YEAST02868	MOUSE24711
OG0002652	YEAST04937	MOUSE49513
OG0002656	YEAST05701	MOUSE05812, MOUSE26404, MOUSE26402, MOUSE26405, MOUSE26400, MOUSE26406, MOUSE26401, MOUSE26403, MOUSE26399
OG0002659	YEAST06290	MOUSE06644, MOUSE06651, MOUSE06645, MOUSE06649, MOUSE06648, MOUSE06643, MOUSE06650, MOUSE06646, MOUSE06647, MOUSE06642
OG0002666	YEAST02507	MOUSE15042, MOUSE15043, MOUSE15041, MOUSE15044, MOUSE15040
OG0002668	YEAST02324	MOUSE49696, MOUSE52495, MOUSE52492, MOUSE52493, MOUSE52494, MOUSE52491, MOUSE52490
OG0002677	YEAST05210	MOUSE06421, MOUSE06422, MOUSE06419, MOUSE06420, MOUSE06418
OG0002681	YEAST04585	MOUSE02683, MOUSE02688, MOUSE46409, MOUSE05030, MOUSE05029, MOUSE46408, MOUSE46407, MOUSE46406
OG0002683	YEAST03676	MOUSE54463, MOUSE33449, MOUSE33450
OG0002705	YEAST00553	MOUSE01589, MOUSE10469, MOUSE10471, MOUSE10470
OG0002713	YEAST00413, YEAST06057	MOUSE45129, MOUSE45128, MOUSE45130, MOUSE45131
OG0002715	YEAST01174, YEAST04131	MOUSE11203, MOUSE11201, MOUSE11196, MOUSE11202, MOUSE11198, MOUSE11197, MOUSE11200, MOUSE11199
OG0002717	YEAST02430	MOUSE53851, MOUSE03441, MOUSE53853, MOUSE53852, MOUSE53848, MOUSE53849, MOUSE53850
OG0002718	YEAST03380, YEAST03502	MOUSE34797, MOUSE34798
OG0002720	YEAST01914	MOUSE15950, MOUSE28356
OG0002722	YEAST04059	MOUSE11803, MOUSE11802, MOUSE11801
OG0002726	YEAST02958	MOUSE31431, MOUSE11041, MOUSE11036, MOUSE11034
OG0002729	YEAST01155	MOUSE21917, MOUSE21919, MOUSE21918, MOUSE21916
OG0002739	YEAST01877	MOUSE36533, MOUSE36532, MOUSE36534, MOUSE36535
OG0002740	YEAST01658	MOUSE21704, MOUSE21703, MOUSE33822
OG0002742	YEAST03326	MOUSE31565
OG0002742	YEAST06313	MOUSE31563
OG0002742	YEAST03713	MOUSE20875, MOUSE31564, MOUSE31562
OG0002743	YEAST01824, YEAST03362	MOUSE26515, MOUSE39780, MOUSE20751
OG0002745	YEAST04244	MOUSE06424
OG0002746	YEAST04902, YEAST05332	MOUSE43039, MOUSE43036, MOUSE43038, MOUSE43037, MOUSE43034, MOUSE43035
OG0002747	YEAST05617	MOUSE49414, MOUSE26071
OG0002749	YEAST02810	MOUSE54472, MOUSE54475, MOUSE54473, MOUSE54474, MOUSE19498, MOUSE36890
OG0002750	YEAST04952	MOUSE03503, MOUSE03504, MOUSE03505
OG0002752	YEAST03686	MOUSE38807, MOUSE38806, MOUSE38803, MOUSE38799, MOUSE38800
OG0002753	YEAST03742	MOUSE40931, MOUSE40932, MOUSE35437, MOUSE35440, MOUSE35441, MOUSE35438, MOUSE35439
OG0002754	YEAST03620	MOUSE55406, MOUSE55407
OG0002756	YEAST04058	MOUSE40973, MOUSE40972, MOUSE40975, MOUSE40974, MOUSE40971, MOUSE40976, MOUSE50618, MOUSE50617
OG0002758	YEAST04409	MOUSE38046, MOUSE38045, MOUSE38044
OG0002760	YEAST01927	MOUSE01943, MOUSE01945
OG0002761	YEAST03261	MOUSE46280, MOUSE46279, MOUSE46283, MOUSE46282, MOUSE46284, MOUSE46281, MOUSE46277, MOUSE46278
OG0002763	YEAST00260	MOUSE05252, MOUSE05253
OG0002764	YEAST00423	MOUSE34877, MOUSE52301, MOUSE52303, MOUSE52304, MOUSE52302
OG0002765	YEAST01667, YEAST05523	MOUSE23918, MOUSE28206, MOUSE49199, MOUSE49200, MOUSE49197
OG0002766	YEAST05357	MOUSE08094, MOUSE08096
OG0002767	YEAST04591	MOUSE38888, MOUSE38886, MOUSE38887, MOUSE38885, MOUSE36318
OG0002771	YEAST02043	MOUSE16702, MOUSE16698, MOUSE16704, MOUSE25182, MOUSE25183
OG0002772	YEAST03384	MOUSE01653, MOUSE01652, MOUSE01655, MOUSE01654, MOUSE01651
OG0002773	YEAST03677	MOUSE19490
OG0002774	YEAST03575	MOUSE17487, MOUSE17486, MOUSE51862
OG0002775	YEAST03021	MOUSE07212, MOUSE07211, MOUSE07210
OG0002781	YEAST05450	MOUSE02501, MOUSE02499, MOUSE02500, MOUSE02498, MOUSE22135, MOUSE22136, MOUSE02502
OG0002782	YEAST02121	MOUSE02962, MOUSE20119, MOUSE02961, MOUSE02964
OG0002785	YEAST06106, YEAST01228	MOUSE33416, MOUSE10309, MOUSE10367, MOUSE10366
OG0002788	YEAST02578, YEAST01232	MOUSE27191
OG0002793	YEAST01371	MOUSE20155, MOUSE20157, MOUSE20156, MOUSE20158
OG0002799	YEAST01461	MOUSE38220, MOUSE38221, MOUSE38222, MOUSE16859, MOUSE16862
OG0002817	YEAST01189, YEAST04922	MOUSE03022, MOUSE03020, MOUSE03021, MOUSE03019, MOUSE03023, MOUSE07753, MOUSE07754
OG0002824	YEAST02137	MOUSE18912, MOUSE18914, MOUSE18913, MOUSE26147, MOUSE26148, MOUSE18915
OG0002826	YEAST00174	MOUSE28123, MOUSE28122, MOUSE42625
OG0002827	YEAST05976	MOUSE00490, MOUSE00492, MOUSE00491
OG0002828	YEAST00227, YEAST00963	MOUSE51012, MOUSE51013, MOUSE51015, MOUSE51014
OG0002831	YEAST03282	MOUSE39381, MOUSE39380, MOUSE39379
OG0002835	YEAST02656	MOUSE33882, MOUSE32196, MOUSE32195, MOUSE32194
OG0002837	YEAST01987, YEAST00157	MOUSE38781, MOUSE36488, MOUSE36489, MOUSE36491, MOUSE36490
