Orthogroup	YEAST	SCHMD
OG0003886	YEAST06023	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	YEAST00028	SCHMD20058, SCHMD18207
OG0003893	YEAST05028	SCHMD00056, SCHMD00057
OG0003897	YEAST01270	SCHMD20071, SCHMD20603
OG0003904	YEAST01732	SCHMD00688
OG0003908	YEAST01362	SCHMD10777, SCHMD26725
OG0003908	YEAST06330	SCHMD03608
OG0003910	YEAST03780	SCHMD16210, SCHMD14670
OG0003911	YEAST00032	SCHMD17334, SCHMD20892
OG0003913	YEAST03258	SCHMD18815, SCHMD08598, SCHMD23758
OG0003918	YEAST00058	SCHMD00222
OG0003921	YEAST06181	SCHMD06689
OG0003926	YEAST04138	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	YEAST04489, YEAST01422	SCHMD28985, SCHMD28887, SCHMD11401, SCHMD06539
OG0003930	YEAST03969	SCHMD03275
OG0003931	YEAST01142	SCHMD03615
OG0003934	YEAST00084	SCHMD00793
OG0003938	YEAST01566, YEAST05133	SCHMD19197
OG0003939	YEAST03211	SCHMD05578, SCHMD05579
OG0003944	YEAST01186	SCHMD10666
OG0003946	YEAST03220	SCHMD19360, SCHMD00465
OG0003947	YEAST06266, YEAST05428	SCHMD09068, SCHMD06484
OG0003949	YEAST01888	SCHMD24366, SCHMD04246
OG0003950	YEAST01409	SCHMD13868, SCHMD23437, SCHMD13869
OG0003954	YEAST02764	SCHMD06088
OG0003955	YEAST03951	SCHMD06589
OG0003959	YEAST02778	SCHMD19233, SCHMD05380, SCHMD05022, SCHMD26878, SCHMD21243, SCHMD05379
OG0003961	YEAST01991	SCHMD04675
OG0003969	YEAST02146	SCHMD08592
OG0003972	YEAST06331	SCHMD13668, SCHMD28881
OG0003973	YEAST06329	SCHMD06454
OG0003978	YEAST03551, YEAST00942, YEAST05399	SCHMD29717, SCHMD28667, SCHMD05632
OG0004000	YEAST06060	SCHMD05012
OG0004007	YEAST01456	SCHMD15511, SCHMD27653
OG0004012	YEAST00755	SCHMD08012, SCHMD16333
OG0004017	YEAST03019	SCHMD03403, SCHMD27630
OG0004023	YEAST04349	SCHMD07791
OG0004027	YEAST03587	SCHMD07935
OG0004032	YEAST02562	SCHMD08571
OG0004033	YEAST02572	SCHMD06585
OG0004035	YEAST02134	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004037	YEAST03371	SCHMD06653
OG0004042	YEAST05578	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004044	YEAST05367	SCHMD16906, SCHMD16907
OG0004047	YEAST02496	SCHMD07813
OG0004051	YEAST01772	SCHMD05269, SCHMD18831
OG0004052	YEAST03705	SCHMD01378
OG0004054	YEAST05576	SCHMD03170
OG0004056	YEAST05698	SCHMD06405
OG0004057	YEAST05620	SCHMD13647, SCHMD03141, SCHMD13648, SCHMD03142
OG0004059	YEAST00030	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004065	YEAST00772	SCHMD16169, SCHMD04935
OG0004067	YEAST02665	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004068	YEAST03461	SCHMD04738
OG0004071	YEAST02893	SCHMD06667
OG0004072	YEAST02440	SCHMD28606, SCHMD25449, SCHMD13434, SCHMD25827, SCHMD12247, SCHMD11403, SCHMD21547, SCHMD24542, SCHMD07982
OG0004076	YEAST05461	SCHMD19802
OG0004079	YEAST04385	SCHMD22313, SCHMD19146
OG0004080	YEAST00812	SCHMD18517
OG0004090	YEAST02301, YEAST02021	SCHMD19142
OG0004091	YEAST04715	SCHMD10376, SCHMD19027, SCHMD20986, SCHMD10374
OG0004092	YEAST03564, YEAST06307	SCHMD01973
OG0004096	YEAST00160	SCHMD01632
OG0004097	YEAST05039	SCHMD00017
OG0004101	YEAST03547, YEAST02901	SCHMD01669
OG0004102	YEAST05787	SCHMD28926, SCHMD16352, SCHMD13995
OG0004103	YEAST05061	SCHMD12056, SCHMD03617, SCHMD06330, SCHMD06708, SCHMD03618
OG0004105	YEAST01700, YEAST01565	SCHMD08794, SCHMD16310
OG0004110	YEAST02825	SCHMD03573
OG0004113	YEAST02059	SCHMD09954, SCHMD11157
OG0004115	YEAST00325	SCHMD08641, SCHMD08639
OG0004116	YEAST00481	SCHMD22991, SCHMD19169
OG0004118	YEAST01855	SCHMD14153, SCHMD16717
OG0004119	YEAST02170	SCHMD24339, SCHMD11856
OG0004120	YEAST01953	SCHMD02931
OG0004123	YEAST04761	SCHMD24840
OG0004124	YEAST01139	SCHMD09789, SCHMD09788
OG0004127	YEAST06097	SCHMD14115
OG0004130	YEAST03149	SCHMD26247, SCHMD12578, SCHMD28132
OG0004134	YEAST05611	SCHMD16097, SCHMD17401, SCHMD19480, SCHMD29149, SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	YEAST01084	SCHMD21074, SCHMD14863
OG0004142	YEAST05774	SCHMD08558
OG0004148	YEAST00867	SCHMD06808
OG0004150	YEAST04690	SCHMD13651, SCHMD25175, SCHMD13649
OG0004151	YEAST04284	SCHMD05147, SCHMD20113
OG0004153	YEAST05958, YEAST04386, YEAST00290	SCHMD07819, SCHMD03631
OG0004154	YEAST05587	SCHMD06235
OG0004158	YEAST03379	SCHMD07419
OG0004161	YEAST04124	SCHMD08136, SCHMD05441
OG0004164	YEAST05923	SCHMD24669, SCHMD09145
OG0004166	YEAST00189	SCHMD28458, SCHMD16044
OG0004168	YEAST03028	SCHMD09579, SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665
OG0004169	YEAST05813	SCHMD20780, SCHMD18223
OG0004170	YEAST05906	SCHMD11411, SCHMD12172
OG0004171	YEAST04501	SCHMD02047, SCHMD02605, SCHMD02048
OG0004179	YEAST01050	SCHMD00790
OG0004181	YEAST03406	SCHMD09842
OG0004184	YEAST00127	SCHMD23226, SCHMD21910
OG0004186	YEAST04981	SCHMD22129
OG0004188	YEAST02761	SCHMD11027
OG0004198	YEAST02869, YEAST03548	SCHMD18242
OG0004215	YEAST04590	SCHMD23456, SCHMD09930
OG0004217	YEAST01257	SCHMD15443
OG0004219	YEAST00912	SCHMD02021
OG0004222	YEAST05826	SCHMD02604
OG0004230	YEAST02220	SCHMD12329, SCHMD13516
OG0004232	YEAST05931	SCHMD02245
OG0004236	YEAST05432	SCHMD13419, SCHMD19318
OG0004237	YEAST04445, YEAST04344	SCHMD09091, SCHMD09093
OG0004239	YEAST05144	SCHMD04162, SCHMD06094
OG0004243	YEAST00306	SCHMD02807, SCHMD02806
OG0004249	YEAST02740	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	YEAST05543	SCHMD12623, SCHMD11164
OG0004252	YEAST05178	SCHMD02811
OG0004254	YEAST03900	SCHMD07480
OG0004258	YEAST00665	SCHMD13120, SCHMD23840, SCHMD13122, SCHMD13121
OG0004259	YEAST03730	SCHMD18232
OG0004261	YEAST02564	SCHMD16623
OG0004262	YEAST02368	SCHMD16537
OG0004268	YEAST00496	SCHMD24258, SCHMD19847
OG0004269	YEAST04758	SCHMD06048
OG0004273	YEAST02547	SCHMD15470
OG0004278	YEAST00243	SCHMD07808
OG0004280	YEAST05895	SCHMD24977
OG0004282	YEAST02575, YEAST06242	SCHMD15574, SCHMD20334
OG0004287	YEAST01708	SCHMD02791
OG0004289	YEAST05719	SCHMD07866, SCHMD11142, SCHMD15684, SCHMD05851, SCHMD21673, SCHMD00191, SCHMD29246, SCHMD10655
OG0004291	YEAST00852	SCHMD11768, SCHMD11769
OG0004292	YEAST02537	SCHMD02072
OG0004295	YEAST05946	SCHMD05170, SCHMD05171, SCHMD05169
OG0004297	YEAST01463	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236, SCHMD25856, SCHMD13808
OG0004301	YEAST03850	SCHMD29285, SCHMD12581, SCHMD15115, SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	YEAST00606	SCHMD26403, SCHMD25658, SCHMD22463
OG0004302	YEAST05203	SCHMD08203, SCHMD10637, SCHMD22462
OG0004303	YEAST02492	SCHMD17944, SCHMD18972
OG0004304	YEAST02425, YEAST05929	SCHMD17338
OG0004305	YEAST02123	SCHMD05524, SCHMD05525
OG0004307	YEAST04592	SCHMD20615
OG0004308	YEAST04835	SCHMD08570
OG0004309	YEAST05924	SCHMD11977, SCHMD17117
OG0004310	YEAST05001	SCHMD15088
OG0004312	YEAST03330	SCHMD10505
OG0004324	YEAST04322	SCHMD07700
OG0004330	YEAST06277	SCHMD03763
OG0004331	YEAST06230	SCHMD28298, SCHMD09132
OG0004335	YEAST01057	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	YEAST05023	SCHMD11859, SCHMD21650, SCHMD20028
OG0004344	YEAST02441	SCHMD12044
OG0004347	YEAST04515	SCHMD25637, SCHMD11463
OG0004348	YEAST03956	SCHMD00729
OG0004350	YEAST04742	SCHMD16920, SCHMD07665
OG0004351	YEAST04167	SCHMD12829, SCHMD12828
OG0004353	YEAST05143	SCHMD21824, SCHMD16507
OG0004356	YEAST02877	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886
OG0004358	YEAST01304	SCHMD26102, SCHMD07557
OG0004359	YEAST01873	SCHMD05503
OG0004364	YEAST00647	SCHMD10178, SCHMD08238, SCHMD20097
OG0004366	YEAST01097	SCHMD02308
OG0004369	YEAST04013	SCHMD13900, SCHMD12392, SCHMD13901
OG0004370	YEAST02378	SCHMD05486
OG0004374	YEAST00556	SCHMD08648, SCHMD08647
OG0004377	YEAST05181	SCHMD00654, SCHMD00288, SCHMD05243, SCHMD00656, SCHMD00289
OG0004378	YEAST03291	SCHMD13186, SCHMD15248
OG0004379	YEAST02180, YEAST04152	SCHMD09241
OG0004380	YEAST04825	SCHMD09830
OG0004382	YEAST03218	SCHMD20602, SCHMD02352
OG0004394	YEAST00619	SCHMD15505, SCHMD12711, SCHMD15506
OG0004396	YEAST01668	SCHMD06052
OG0004398	YEAST01259, YEAST02217, YEAST00962	SCHMD28590, SCHMD27345, SCHMD13804
OG0004401	YEAST04219	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157
OG0004404	YEAST00833, YEAST00883	SCHMD02644, SCHMD04995
OG0004417	YEAST03358	SCHMD11303
OG0004425	YEAST04958	SCHMD11792, SCHMD05073, SCHMD12434
OG0004426	YEAST01028	SCHMD14134, SCHMD13488
OG0004460	YEAST06162	SCHMD02836
OG0004462	YEAST03397	SCHMD02862, SCHMD02861, SCHMD02863
OG0004472	YEAST06199	SCHMD10150, SCHMD11890
OG0004479	YEAST00474	SCHMD18395, SCHMD16681, SCHMD28653
OG0004484	YEAST01989	SCHMD05719, SCHMD12798
OG0004486	YEAST00968	SCHMD01167
OG0004489	YEAST03700	SCHMD27568, SCHMD15864, SCHMD13491
OG0004490	YEAST02887	SCHMD17389, SCHMD11597
OG0004492	YEAST05415, YEAST01368	SCHMD04733
OG0004495	YEAST00946	SCHMD01719
OG0004498	YEAST02716	SCHMD04342
OG0004500	YEAST04651	SCHMD11617
OG0004503	YEAST02385	SCHMD16736, SCHMD23538
OG0004505	YEAST01701	SCHMD09314
OG0004507	YEAST04994	SCHMD04748
OG0004512	YEAST01510	SCHMD07187, SCHMD09103
OG0004513	YEAST04235	SCHMD00064, SCHMD04110
OG0004515	YEAST05737	SCHMD02738
OG0004520	YEAST06001, YEAST05696	SCHMD11457
OG0004526	YEAST02603	SCHMD08991, SCHMD13091, SCHMD13090
OG0004529	YEAST03981	SCHMD01565
OG0004535	YEAST02221	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230
OG0004538	YEAST02750	SCHMD11149, SCHMD11150
OG0004542	YEAST04816, YEAST04623	SCHMD08621
OG0004546	YEAST04485	SCHMD10690, SCHMD06743, SCHMD14412
OG0004551	YEAST00426	SCHMD02465, SCHMD02466
OG0004554	YEAST05640	SCHMD14759, SCHMD27571
OG0004554	YEAST04172	SCHMD01446, SCHMD22543
OG0004559	YEAST04428	SCHMD09021, SCHMD09022
OG0004563	YEAST04325	SCHMD12226, SCHMD12225, SCHMD21042, SCHMD07807
OG0004567	YEAST05747	SCHMD08103
OG0004571	YEAST02127	SCHMD01424, SCHMD00636, SCHMD09562
OG0004573	YEAST00677	SCHMD24195, SCHMD13279
OG0004577	YEAST02283	SCHMD27308, SCHMD07121, SCHMD07120
OG0004579	YEAST00134	SCHMD05858
OG0004581	YEAST03583, YEAST04618	SCHMD06969
OG0004582	YEAST04377	SCHMD11081, SCHMD11080
OG0004583	YEAST05833	SCHMD18243, SCHMD12573
OG0004590	YEAST03622, YEAST00886	SCHMD11543, SCHMD02645, SCHMD02084
OG0004606	YEAST05926	SCHMD04125, SCHMD12842
OG0004609	YEAST05326	SCHMD12031, SCHMD13204
OG0004610	YEAST04487, YEAST01427	SCHMD04931
OG0004612	YEAST02359	SCHMD00077, SCHMD00078, SCHMD00076
OG0004616	YEAST00250, YEAST02830	SCHMD28217
OG0004619	YEAST03531	SCHMD07738, SCHMD07737
OG0004621	YEAST00178	SCHMD02131
OG0004623	YEAST04421	SCHMD29595
OG0004626	YEAST00427	SCHMD28421, SCHMD11167, SCHMD21056, SCHMD25126
OG0004630	YEAST01322, YEAST02951	SCHMD19924, SCHMD19158
OG0004633	YEAST03510	SCHMD08375
OG0004634	YEAST00262, YEAST00249	SCHMD05432, SCHMD09190, SCHMD28674
OG0004635	YEAST02703	SCHMD03118
OG0004639	YEAST02924	SCHMD11835
OG0004642	YEAST01912	SCHMD04791
OG0004648	YEAST04721, YEAST05892	SCHMD22597, SCHMD14009
OG0004649	YEAST02284	SCHMD11982
OG0004651	YEAST01146	SCHMD12856
OG0004654	YEAST00988	SCHMD11590
OG0004655	YEAST01640	SCHMD10685
OG0004657	YEAST00473	SCHMD24002, SCHMD24003, SCHMD14727
OG0004663	YEAST01161	SCHMD03596
OG0004664	YEAST05162	SCHMD07541, SCHMD07542, SCHMD10324
OG0004668	YEAST01610	SCHMD00802
OG0004669	YEAST00949	SCHMD21911, SCHMD05517
OG0004670	YEAST03416	SCHMD20695, SCHMD17163
OG0004671	YEAST02606	SCHMD02955, SCHMD02956, SCHMD04859
OG0004674	YEAST05448	SCHMD03223
OG0004675	YEAST05072, YEAST02983	SCHMD07033
OG0004678	YEAST02777, YEAST04846	SCHMD09572, SCHMD22384, SCHMD09573, SCHMD22385
OG0004682	YEAST02876	SCHMD08178
OG0004683	YEAST00676	SCHMD10878
OG0004684	YEAST05643	SCHMD04346
OG0004685	YEAST04200	SCHMD09955
OG0004687	YEAST00982	SCHMD29802, SCHMD26824, SCHMD23153, SCHMD15300
OG0004691	YEAST00819	SCHMD29540, SCHMD09521, SCHMD09522
OG0004699	YEAST05453	SCHMD06447
OG0004703	YEAST00841	SCHMD00518, SCHMD00513, SCHMD00519, SCHMD19474
OG0004705	YEAST05591	SCHMD06298
OG0004708	YEAST04540	SCHMD08019
OG0004711	YEAST03281	SCHMD14637
OG0004715	YEAST00409	SCHMD24200, SCHMD23886, SCHMD25306, SCHMD02238
OG0004728	YEAST04662, YEAST00882	SCHMD02271
OG0004740	YEAST04029	SCHMD00456
OG0004743	YEAST04299	SCHMD01142
OG0004747	YEAST01134	SCHMD15120, SCHMD15119, SCHMD10662
OG0004749	YEAST05904	SCHMD27524, SCHMD05320, SCHMD13141
OG0004753	YEAST04746	SCHMD28685, SCHMD01257, SCHMD09681
OG0004755	YEAST03690	SCHMD28318, SCHMD26750, SCHMD14595
OG0004756	YEAST03704	SCHMD15431
OG0004764	YEAST04443, YEAST04345	SCHMD19894, SCHMD17272
OG0004765	YEAST02487	SCHMD16710, SCHMD04808
OG0004766	YEAST01053	SCHMD00505
OG0004767	YEAST03559	SCHMD00495
OG0004768	YEAST02666	SCHMD08416
OG0004769	YEAST06228	SCHMD21299, SCHMD08710, SCHMD20457, SCHMD10055, SCHMD28408, SCHMD18217, SCHMD29298
OG0004770	YEAST03432	SCHMD28676, SCHMD11354, SCHMD11355, SCHMD10999, SCHMD10105
OG0004774	YEAST06062	SCHMD08224
OG0004785	YEAST04153	SCHMD28279, SCHMD28744, SCHMD08779
OG0004786	YEAST01015	SCHMD07088
OG0004787	YEAST02164	SCHMD12301, SCHMD15157, SCHMD12300, SCHMD15158, SCHMD12299
OG0004795	YEAST02163	SCHMD12519
OG0004797	YEAST00371	SCHMD02596
OG0004805	YEAST03570	SCHMD25455, SCHMD17452, SCHMD11458, SCHMD28637
OG0004808	YEAST02354	SCHMD06755, SCHMD06754
OG0004811	YEAST01683	SCHMD04903, SCHMD12545
OG0004814	YEAST05710	SCHMD13484, SCHMD23295, SCHMD07359
OG0004816	YEAST04664	SCHMD16530, SCHMD18318
OG0004819	YEAST00279	SCHMD02457
OG0004820	YEAST05404	SCHMD20913, SCHMD20987, SCHMD11759, SCHMD14252, SCHMD20112
OG0004822	YEAST03199	SCHMD15682, SCHMD28947, SCHMD03658
OG0004840	YEAST01399	SCHMD11491, SCHMD12885, SCHMD20576
OG0004841	YEAST01375	SCHMD09828, SCHMD26722, SCHMD12393
OG0004843	YEAST03163	SCHMD09534, SCHMD08776, SCHMD08777, SCHMD08775
OG0004848	YEAST02387	SCHMD28574, SCHMD09045, SCHMD13087
OG0004849	YEAST06335	SCHMD21680, SCHMD17383, SCHMD10425
OG0004850	YEAST05082, YEAST02977	SCHMD11882, SCHMD03455, SCHMD28942
OG0004851	YEAST02907	SCHMD21554, SCHMD25137
OG0004852	YEAST00825	SCHMD04160
OG0004854	YEAST00889, YEAST04304	SCHMD06398
OG0004855	YEAST03252	SCHMD08752
OG0004856	YEAST05973	SCHMD03409, SCHMD06660
OG0004858	YEAST04268	SCHMD05398, SCHMD28607
OG0004863	YEAST00862	SCHMD07873, SCHMD11135, SCHMD16778, SCHMD25805
OG0004864	YEAST00264	SCHMD01647
OG0004874	YEAST04564	SCHMD06154
OG0004875	YEAST02491	SCHMD06197
OG0004877	YEAST05247	SCHMD12334, SCHMD26208, SCHMD17992
OG0004879	YEAST01311	SCHMD24301, SCHMD03040
OG0004880	YEAST06046	SCHMD03179
OG0004881	YEAST00141	SCHMD07531
OG0004886	YEAST05077	SCHMD11132, SCHMD11133
OG0004887	YEAST05734	SCHMD01845
OG0004893	YEAST04667	SCHMD12438
OG0004896	YEAST06193	SCHMD23220, SCHMD15681
OG0004897	YEAST03127, YEAST00642	SCHMD05607, SCHMD11051
OG0004898	YEAST01269	SCHMD08642, SCHMD08952
OG0004902	YEAST00933	SCHMD18948
OG0004903	YEAST03539	SCHMD05175
OG0004906	YEAST02770	SCHMD23736, SCHMD12156, SCHMD23911
OG0004911	YEAST04765	SCHMD04835
OG0004913	YEAST01636	SCHMD04287
OG0004917	YEAST00244	SCHMD17958, SCHMD19944
OG0004922	YEAST03302	SCHMD11129
OG0004924	YEAST03555, YEAST03277	SCHMD01005
OG0004928	YEAST00311	SCHMD00158
OG0004932	YEAST04654	SCHMD10077, SCHMD21150
OG0004935	YEAST02167	SCHMD12789
OG0004940	YEAST05107, YEAST05559	SCHMD16274, SCHMD13330
OG0004941	YEAST03194	SCHMD02800
OG0004947	YEAST05164	SCHMD06651
OG0004949	YEAST04201	SCHMD07060
OG0004952	YEAST02477	SCHMD04799
OG0004954	YEAST06058	SCHMD11745
OG0004962	YEAST04400	SCHMD01501
OG0004963	YEAST04940	SCHMD21217, SCHMD19336, SCHMD23165, SCHMD03796
OG0004964	YEAST04104	SCHMD16260, SCHMD14551, SCHMD14550, SCHMD14552
OG0004968	YEAST03489	SCHMD05111, SCHMD27208
OG0004971	YEAST05364	SCHMD11505, SCHMD11504
OG0004972	YEAST03511	SCHMD04428, SCHMD03056
OG0004975	YEAST00144, YEAST01994	SCHMD16508, SCHMD27886
OG0004976	YEAST05983	SCHMD07971, SCHMD08301
OG0004977	YEAST06017	SCHMD07667
OG0004979	YEAST06027	SCHMD05958, SCHMD29649
OG0004980	YEAST05221	SCHMD05222
OG0004981	YEAST03914, YEAST04639	SCHMD07697
OG0004982	YEAST03625	SCHMD05427
OG0004985	YEAST03498	SCHMD29312, SCHMD07642
OG0004988	YEAST05990	SCHMD02346, SCHMD02345
OG0004989	YEAST04576	SCHMD19697, SCHMD07782, SCHMD07783
OG0005002	YEAST05414	SCHMD03211
OG0005003	YEAST02467, YEAST00216	SCHMD17130, SCHMD16608
OG0005006	YEAST06096	SCHMD13689, SCHMD15401
OG0005007	YEAST03893	SCHMD06268
OG0005014	YEAST02538	SCHMD05034
OG0005015	YEAST01649, YEAST01932	SCHMD04974
OG0005038	YEAST02861	SCHMD01410
OG0005040	YEAST04778	SCHMD01329
OG0005047	YEAST01837	SCHMD04128
OG0005053	YEAST00680	SCHMD17693, SCHMD05929, SCHMD17775
OG0005059	YEAST03737	SCHMD24138
OG0005067	YEAST06051	SCHMD04281, SCHMD22789, SCHMD19756
OG0005073	YEAST00873	SCHMD20560, SCHMD24083
OG0005076	YEAST04563	SCHMD18341
OG0005081	YEAST03124	SCHMD07968
OG0005083	YEAST00678, YEAST05235	SCHMD05180, SCHMD00808
OG0005084	YEAST03782	SCHMD24622, SCHMD28350, SCHMD06621
OG0005086	YEAST00205	SCHMD07135
OG0005087	YEAST00816	SCHMD04211, SCHMD04210, SCHMD04212
OG0005088	YEAST05769, YEAST03125	SCHMD00106
OG0005089	YEAST04644	SCHMD02522
OG0005090	YEAST00338	SCHMD24306, SCHMD17983, SCHMD19241
OG0005095	YEAST04437	SCHMD09142, SCHMD20356
OG0005096	YEAST00667	SCHMD12701, SCHMD22213, SCHMD00296
OG0005100	YEAST02389	SCHMD09835
OG0005104	YEAST05248	SCHMD09431
OG0005106	YEAST06065, YEAST00421	SCHMD05434
OG0005109	YEAST05204, YEAST00612	SCHMD29484
OG0005111	YEAST06212, YEAST04032	SCHMD15543, SCHMD03637
OG0005114	YEAST02131	SCHMD29369
OG0005117	YEAST06050	SCHMD20250, SCHMD08549, SCHMD21251
OG0005121	YEAST02052	SCHMD08386
OG0005124	YEAST04099	SCHMD19577, SCHMD17366
OG0005130	YEAST03863	SCHMD26291, SCHMD12198, SCHMD06648
OG0005139	YEAST04015	SCHMD04022
OG0005142	YEAST03890	SCHMD05971
OG0005143	YEAST00443	SCHMD12861, SCHMD10599
OG0005144	YEAST04065	SCHMD07235
OG0005146	YEAST02971	SCHMD05515, SCHMD14279, SCHMD29816
OG0005149	YEAST03025, YEAST02738	SCHMD06219, SCHMD07799
OG0005151	YEAST03382	SCHMD28665, SCHMD29534
OG0005157	YEAST02981	SCHMD08161
OG0005167	YEAST03924	SCHMD11781, SCHMD10752
OG0005168	YEAST06272	SCHMD04735
OG0005169	YEAST00459	SCHMD15963, SCHMD25972, SCHMD15964, SCHMD17733
OG0005175	YEAST05445	SCHMD19207, SCHMD24072, SCHMD23126
OG0005176	YEAST05501	SCHMD21423
OG0005179	YEAST05659	SCHMD10255
OG0005183	YEAST05308	SCHMD09747
OG0005184	YEAST00492	SCHMD11344, SCHMD27380
OG0005187	YEAST05234	SCHMD09837
OG0005188	YEAST01554	SCHMD28645, SCHMD28807
OG0005191	YEAST00993	SCHMD28673, SCHMD08050
OG0005194	YEAST04086	SCHMD06057
OG0005200	YEAST01016	SCHMD16396
OG0005201	YEAST00082	SCHMD23946
OG0005204	YEAST01178	SCHMD03898
OG0005205	YEAST01046	SCHMD05833
OG0005212	YEAST06147	SCHMD21052, SCHMD21053, SCHMD20624
OG0005221	YEAST03209	SCHMD22455
OG0005222	YEAST05518	SCHMD02749
OG0005224	YEAST06324	SCHMD00054, SCHMD12667, SCHMD14422
OG0005225	YEAST05094	SCHMD12592, SCHMD13372
OG0005227	YEAST05529	SCHMD23050, SCHMD10127
OG0005228	YEAST05916	SCHMD07535
OG0005233	YEAST00564	SCHMD02640, SCHMD02641
OG0005237	YEAST05398	SCHMD13955, SCHMD13956
OG0005238	YEAST00351	SCHMD01752, SCHMD04129
OG0005239	YEAST04499	SCHMD19406
OG0005240	YEAST03058	SCHMD07948
OG0005244	YEAST06021	SCHMD12116
OG0005247	YEAST06314	SCHMD07196
OG0005249	YEAST03446	SCHMD11873
OG0005254	YEAST00814	SCHMD11037
OG0005259	YEAST04276	SCHMD00463
OG0005261	YEAST01831	SCHMD17094, SCHMD16953
OG0005262	YEAST05458	SCHMD09724, SCHMD09723
OG0005264	YEAST03506	SCHMD21690
OG0005267	YEAST03513	SCHMD05485, SCHMD21413
OG0005269	YEAST03314	SCHMD02017
OG0005273	YEAST04916	SCHMD04729, SCHMD04730
OG0005275	YEAST03695	SCHMD11538, SCHMD09516, SCHMD09517
OG0005279	YEAST05219	SCHMD21196, SCHMD21859
OG0005280	YEAST00305	SCHMD05321, SCHMD08421
OG0005281	YEAST05694	SCHMD01191
OG0005285	YEAST03115	SCHMD04425
OG0005289	YEAST03438	SCHMD11517, SCHMD17216
OG0005292	YEAST01718	SCHMD02918
OG0005293	YEAST03033	SCHMD14041
OG0005294	YEAST01981	SCHMD09577
OG0005295	YEAST04584	SCHMD09336
OG0005298	YEAST03696	SCHMD16478, SCHMD05913
OG0005300	YEAST04941	SCHMD22874
OG0005304	YEAST05397	SCHMD22010, SCHMD29240, SCHMD26778, SCHMD29331, SCHMD18268, SCHMD22012
OG0005312	YEAST05201, YEAST04689	SCHMD13402
OG0005314	YEAST05231, YEAST01835	SCHMD13878, SCHMD19278, SCHMD17702, SCHMD19628
OG0005316	YEAST02690	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578
OG0005317	YEAST03232	SCHMD24584, SCHMD06634
OG0005318	YEAST02932	SCHMD08168
OG0005319	YEAST00507	SCHMD01713
OG0005323	YEAST01809	SCHMD20703
OG0005326	YEAST02113	SCHMD00873
OG0005360	YEAST05037	SCHMD13883
OG0005365	YEAST00555	SCHMD03138
OG0005366	YEAST05488	SCHMD02625
OG0005370	YEAST06092	SCHMD11713
OG0005371	YEAST06170	SCHMD13317
OG0005373	YEAST05422	SCHMD28221, SCHMD29451, SCHMD28166
OG0005374	YEAST05714	SCHMD23288, SCHMD27054, SCHMD27055, SCHMD26822, SCHMD23790
OG0005375	YEAST03962	SCHMD23930, SCHMD07733
OG0005379	YEAST03216	SCHMD03111
OG0005390	YEAST03532	SCHMD07965
OG0005391	YEAST02166	SCHMD20185, SCHMD21085
OG0005393	YEAST04280	SCHMD23994, SCHMD11365
OG0005394	YEAST00853	SCHMD09419, SCHMD10527
OG0005396	YEAST05100	SCHMD28360, SCHMD11764, SCHMD09312
OG0005402	YEAST00454, YEAST00455	SCHMD01184
OG0005403	YEAST03894	SCHMD27451, SCHMD20254
OG0005406	YEAST00801	SCHMD01895, SCHMD10279
OG0005409	YEAST01305	SCHMD03070
OG0005412	YEAST00286	SCHMD06617
OG0005413	YEAST00212	SCHMD03567, SCHMD28875, SCHMD29522
OG0005417	YEAST02517	SCHMD00898
OG0005422	YEAST00744	SCHMD11485
OG0005430	YEAST02046	SCHMD03862
OG0005431	YEAST00653	SCHMD24857, SCHMD19046, SCHMD19047, SCHMD19048
OG0005432	YEAST00083	SCHMD12333, SCHMD11358, SCHMD11359
OG0005433	YEAST00126	SCHMD02774
OG0005435	YEAST02973	SCHMD14136
OG0005437	YEAST04554	SCHMD23677, SCHMD26948
OG0005439	YEAST00480, YEAST02388	SCHMD12557, SCHMD12556
OG0005446	YEAST02856	SCHMD28949, SCHMD03912, SCHMD04431
OG0005448	YEAST00061	SCHMD02156, SCHMD08498, SCHMD08499
OG0005451	YEAST02174	SCHMD18931
