Orthogroup	YEAST	APOSC_ok
OG0004351	YEAST04167	APOSC_00133
OG0004353	YEAST05143	APOSC_11748, APOSC_11747
OG0004356	YEAST02877	APOSC_15655
OG0004357	YEAST02304	APOSC_28000, APOSC_16304
OG0004358	YEAST01304	APOSC_02914
OG0004359	YEAST01873	APOSC_28538, APOSC_28537
OG0004364	YEAST00647	APOSC_27074, APOSC_02494, APOSC_02495, APOSC_29028
OG0004366	YEAST01097	APOSC_22180
OG0004369	YEAST04013	APOSC_11140, APOSC_23833, APOSC_02003
OG0004370	YEAST02378	APOSC_05468
OG0004374	YEAST00556	APOSC_11001, APOSC_28161
OG0004377	YEAST05181	APOSC_18261
OG0004378	YEAST03291	APOSC_06765
OG0004379	YEAST02180, YEAST04152	APOSC_24408
OG0004380	YEAST04825	APOSC_24668
OG0004382	YEAST03218	APOSC_14474, APOSC_08562, APOSC_05467
OG0004394	YEAST00619	APOSC_28384, APOSC_10596
OG0004396	YEAST01668	APOSC_03257
OG0004400	YEAST03238, YEAST03731	APOSC_15952
OG0004401	YEAST04219	APOSC_05845
OG0004404	YEAST00833, YEAST00883	APOSC_24763, APOSC_15852, APOSC_18017, APOSC_07703, APOSC_27079, APOSC_07821
OG0004417	YEAST03358	APOSC_07939
OG0004425	YEAST04958	APOSC_10602, APOSC_12826, APOSC_27479
OG0004426	YEAST01028	APOSC_18555
OG0004460	YEAST06162	APOSC_11378
OG0004462	YEAST03397	APOSC_03810
OG0004468	YEAST04439	APOSC_04083
OG0004472	YEAST06199	APOSC_24611
OG0004479	YEAST00474	APOSC_27243
OG0004484	YEAST01989	APOSC_26538
OG0004486	YEAST00968	APOSC_10573
OG0004489	YEAST03700	APOSC_02546
OG0004490	YEAST02887	APOSC_26766
OG0004492	YEAST05415, YEAST01368	APOSC_27181, APOSC_17941, APOSC_01115, APOSC_15415, APOSC_10060, APOSC_04007
OG0004494	YEAST03738	APOSC_17707
OG0004495	YEAST00946	APOSC_02433
OG0004498	YEAST02716	APOSC_15612, APOSC_17715
OG0004500	YEAST04651	APOSC_22983
OG0004503	YEAST02385	APOSC_02535
OG0004505	YEAST01701	APOSC_11357
OG0004506	YEAST06061	APOSC_05112
OG0004507	YEAST04994	APOSC_10102
OG0004512	YEAST01510	APOSC_16199
OG0004513	YEAST04235	APOSC_26165, APOSC_12773, APOSC_04598, APOSC_24273, APOSC_24274, APOSC_23756
OG0004515	YEAST05737	APOSC_19569
OG0004519	YEAST01596	APOSC_06794
OG0004520	YEAST06001, YEAST05696	APOSC_05663, APOSC_12029, APOSC_26902, APOSC_13178, APOSC_06894, APOSC_06893, APOSC_05580, APOSC_25046
OG0004525	YEAST03937	APOSC_21081
OG0004526	YEAST02603	APOSC_23081, APOSC_08516
OG0004529	YEAST03981	APOSC_09056, APOSC_09055
OG0004535	YEAST02221	APOSC_09549
OG0004538	YEAST02750	APOSC_06047
OG0004541	YEAST02645, YEAST03788, YEAST04781	APOSC_14569
OG0004542	YEAST04816, YEAST04623	APOSC_22755
OG0004545	YEAST02071	APOSC_24266, APOSC_24267
OG0004546	YEAST04485	APOSC_19042, APOSC_00630, APOSC_22280, APOSC_16773, APOSC_02200
OG0004551	YEAST00426	APOSC_02915
OG0004554	YEAST05640, YEAST04172	APOSC_13446
OG0004559	YEAST04428	APOSC_23773
OG0004563	YEAST04325	APOSC_14680
OG0004566	YEAST02192	APOSC_19237
OG0004567	YEAST05747	APOSC_19708, APOSC_19707
OG0004571	YEAST02127	APOSC_01633
OG0004573	YEAST00677	APOSC_22038
OG0004577	YEAST02283	APOSC_00393
OG0004579	YEAST00134	APOSC_17666
OG0004581	YEAST03583, YEAST04618	APOSC_09764, APOSC_09765
OG0004582	YEAST04377	APOSC_05848
OG0004583	YEAST05833	APOSC_26146, APOSC_24465, APOSC_25925, APOSC_23947, APOSC_28222, APOSC_01294
OG0004584	YEAST03457	APOSC_11244
OG0004585	YEAST01153	APOSC_08928, APOSC_08929
OG0004590	YEAST03622, YEAST00886	APOSC_08746, APOSC_13381
OG0004593	YEAST01231	APOSC_02700
OG0004606	YEAST05926	APOSC_14341, APOSC_20745
OG0004609	YEAST05326	APOSC_13910, APOSC_18308, APOSC_13911, APOSC_14861
OG0004610	YEAST04487, YEAST01427	APOSC_02022, APOSC_03915, APOSC_21573
OG0004611	YEAST04613	APOSC_04318, APOSC_04319
OG0004612	YEAST02359	APOSC_01071, APOSC_01073
OG0004616	YEAST00250, YEAST02830	APOSC_12974, APOSC_12975
OG0004619	YEAST03531	APOSC_17300
OG0004621	YEAST00178	APOSC_27624
OG0004623	YEAST04421	APOSC_10374
OG0004626	YEAST00427	APOSC_12611
OG0004630	YEAST01322, YEAST02951	APOSC_15915
OG0004633	YEAST03510	APOSC_09565, APOSC_09566
OG0004634	YEAST00262, YEAST00249	APOSC_28548
OG0004635	YEAST02703	APOSC_06308, APOSC_14663
OG0004639	YEAST02924	APOSC_13364
OG0004648	YEAST04721, YEAST05892	APOSC_22091, APOSC_12036, APOSC_12035, APOSC_19767, APOSC_05964
OG0004649	YEAST02284	APOSC_06462
OG0004651	YEAST01146	APOSC_27283
OG0004654	YEAST00988	APOSC_04791, APOSC_23822, APOSC_13565, APOSC_22271, APOSC_03786, APOSC_19555
OG0004655	YEAST01640	APOSC_14379, APOSC_14378
OG0004656	YEAST04281	APOSC_26188
OG0004657	YEAST00473	APOSC_19831
OG0004658	YEAST04140	APOSC_21482, APOSC_21483
OG0004659	YEAST02251	APOSC_07030
OG0004660	YEAST06221, YEAST00721	APOSC_07764
OG0004663	YEAST01161	APOSC_26347
OG0004664	YEAST05162	APOSC_07353
OG0004668	YEAST01610	APOSC_16668
OG0004669	YEAST00949	APOSC_00893, APOSC_19747
OG0004670	YEAST03416	APOSC_01653
OG0004671	YEAST02606	APOSC_26066, APOSC_26065
OG0004674	YEAST05448	APOSC_09218, APOSC_25614
OG0004675	YEAST05072, YEAST02983	APOSC_16056
OG0004676	YEAST05785, YEAST00056, YEAST02694	APOSC_10008
OG0004678	YEAST02777, YEAST04846	APOSC_07378, APOSC_07379
OG0004682	YEAST02876	APOSC_07397, APOSC_07398
OG0004683	YEAST00676	APOSC_17054
OG0004684	YEAST05643	APOSC_15120, APOSC_15121, APOSC_15119, APOSC_19559, APOSC_19558, APOSC_09429, APOSC_09475
OG0004685	YEAST04200	APOSC_22489
OG0004687	YEAST00982	APOSC_26487
OG0004691	YEAST00819	APOSC_22501
OG0004699	YEAST05453	APOSC_02077
OG0004702	YEAST03387	APOSC_27749
OG0004703	YEAST00841	APOSC_21024
OG0004705	YEAST05591	APOSC_15897
OG0004708	YEAST04540	APOSC_00517
OG0004711	YEAST03281	APOSC_01617
OG0004728	YEAST04662, YEAST00882	APOSC_24873, APOSC_05914, APOSC_20520, APOSC_10742, APOSC_10935
OG0004733	YEAST06337	APOSC_12459
OG0004735	YEAST04508	APOSC_29162
OG0004739	YEAST01817	APOSC_05760
OG0004740	YEAST04029	APOSC_28993
OG0004743	YEAST04299	APOSC_17648, APOSC_01602
OG0004747	YEAST01134	APOSC_21069
OG0004748	YEAST03942	APOSC_08268, APOSC_06622
OG0004749	YEAST05904	APOSC_14536, APOSC_28362
OG0004753	YEAST04746	APOSC_21783
OG0004755	YEAST03690	APOSC_11712
OG0004756	YEAST03704	APOSC_19091
OG0004759	YEAST02912	APOSC_17104
OG0004760	YEAST01847	APOSC_14625
OG0004764	YEAST04443, YEAST04345	APOSC_02720
OG0004765	YEAST02487	APOSC_21254
OG0004766	YEAST01053	APOSC_22855, APOSC_00741
OG0004767	YEAST03559	APOSC_13011
OG0004768	YEAST02666	APOSC_27912
OG0004769	YEAST06228	APOSC_17402, APOSC_17401
OG0004770	YEAST03432	APOSC_02747, APOSC_02748
OG0004774	YEAST06062	APOSC_03484
OG0004785	YEAST04153	APOSC_06497, APOSC_13596, APOSC_22739
OG0004786	YEAST01015	APOSC_17038
OG0004787	YEAST02164	APOSC_12775
OG0004792	YEAST02299	APOSC_11949, APOSC_02819, APOSC_02820
OG0004795	YEAST02163	APOSC_11957
OG0004797	YEAST00371	APOSC_18656
OG0004805	YEAST03570	APOSC_23984
OG0004808	YEAST02354	APOSC_00809
OG0004811	YEAST01683	APOSC_12677
OG0004814	YEAST05710	APOSC_17303
OG0004816	YEAST04664	APOSC_14528, APOSC_19782, APOSC_07651, APOSC_26175, APOSC_04126
OG0004819	YEAST00279	APOSC_01062, APOSC_01061
OG0004820	YEAST05404	APOSC_25668
OG0004822	YEAST03199	APOSC_28208, APOSC_11012
OG0004833	YEAST01309	APOSC_15028, APOSC_21026, APOSC_21025
OG0004836	YEAST00658	APOSC_28404, APOSC_28405
OG0004840	YEAST01399	APOSC_26796
OG0004841	YEAST01375	APOSC_24766
OG0004842	YEAST05083	APOSC_13259
OG0004843	YEAST03163	APOSC_12626, APOSC_12625
OG0004844	YEAST01571	APOSC_28841
OG0004848	YEAST02387	APOSC_16401, APOSC_04787, APOSC_16797, APOSC_23427, APOSC_09099, APOSC_03304
OG0004849	YEAST06335	APOSC_10424
OG0004850	YEAST05082, YEAST02977	APOSC_27814
OG0004851	YEAST02907	APOSC_20688, APOSC_12080
OG0004852	YEAST00825	APOSC_28800, APOSC_26971, APOSC_07413, APOSC_07415, APOSC_27457
OG0004854	YEAST00889, YEAST04304	APOSC_20724, APOSC_00464, APOSC_11248, APOSC_11247, APOSC_24117
OG0004855	YEAST03252	APOSC_25569, APOSC_29149
OG0004856	YEAST05973	APOSC_05989
OG0004858	YEAST04268	APOSC_00651, APOSC_00652
OG0004863	YEAST00862	APOSC_19314
OG0004864	YEAST00264	APOSC_21183, APOSC_11985
OG0004874	YEAST04564	APOSC_16765
OG0004875	YEAST02491	APOSC_23070
OG0004877	YEAST05247	APOSC_23571
OG0004879	YEAST01311	APOSC_24104
OG0004880	YEAST06046	APOSC_05578
OG0004881	YEAST00141	APOSC_01627
OG0004886	YEAST05077	APOSC_15318
OG0004887	YEAST05734	APOSC_23448
OG0004893	YEAST04667	APOSC_13538
OG0004893	YEAST00405	APOSC_22634
OG0004896	YEAST06193	APOSC_22241
OG0004897	YEAST03127, YEAST00642	APOSC_28482, APOSC_03431, APOSC_03739, APOSC_02448
OG0004898	YEAST01269	APOSC_15328, APOSC_15329
OG0004902	YEAST00933	APOSC_20205, APOSC_20206
OG0004903	YEAST03539	APOSC_28442
OG0004906	YEAST02770	APOSC_10829
OG0004911	YEAST04765	APOSC_24278
OG0004913	YEAST01636	APOSC_01879
OG0004914	YEAST03369	APOSC_15903
OG0004917	YEAST00244	APOSC_18872, APOSC_08997
OG0004922	YEAST03302	APOSC_01894
OG0004924	YEAST03555, YEAST03277	APOSC_26407
OG0004928	YEAST00311	APOSC_25338, APOSC_01712, APOSC_21753, APOSC_19239, APOSC_10850
OG0004932	YEAST04654	APOSC_00265
OG0004935	YEAST02167	APOSC_01395
OG0004940	YEAST05107, YEAST05559	APOSC_21420, APOSC_09286, APOSC_27462, APOSC_09288, APOSC_09287
OG0004941	YEAST03194	APOSC_07906
OG0004947	YEAST05164	APOSC_28433
OG0004948	YEAST02275	APOSC_27579
OG0004949	YEAST04201	APOSC_27093
OG0004952	YEAST02477	APOSC_23049
OG0004954	YEAST06058	APOSC_13369
OG0004962	YEAST04400	APOSC_28035
OG0004963	YEAST04940	APOSC_23225, APOSC_23226, APOSC_23224
OG0004964	YEAST04104	APOSC_07483
OG0004968	YEAST03489	APOSC_04019, APOSC_24867
OG0004969	YEAST02591	APOSC_15312
OG0004970	YEAST04414	APOSC_12399, APOSC_12401, APOSC_12400
OG0004971	YEAST05364	APOSC_15530
OG0004972	YEAST03511	APOSC_03315
OG0004975	YEAST00144, YEAST01994	APOSC_00051
OG0004976	YEAST05983	APOSC_02810, APOSC_02811
OG0004977	YEAST06017	APOSC_27347
OG0004979	YEAST06027	APOSC_19053
OG0004980	YEAST05221	APOSC_00410, APOSC_17279
OG0004981	YEAST03914, YEAST04639	APOSC_26712, APOSC_14915, APOSC_14913, APOSC_14914, APOSC_18267
OG0004982	YEAST03625	APOSC_17165
OG0004985	YEAST03498	APOSC_01917
OG0004988	YEAST05990	APOSC_24816
OG0004989	YEAST04576	APOSC_24768
OG0004990	YEAST04419	APOSC_08820
OG0004992	YEAST05627	APOSC_12574
OG0004996	YEAST04793	APOSC_06046
OG0004997	YEAST01342	APOSC_11799
OG0005002	YEAST05414	APOSC_27158, APOSC_00962, APOSC_22570, APOSC_03522, APOSC_24213
OG0005003	YEAST02467, YEAST00216	APOSC_00926
OG0005006	YEAST06096	APOSC_24900
OG0005007	YEAST03893	APOSC_16161
OG0005014	YEAST02538	APOSC_25977, APOSC_25978
OG0005015	YEAST01649, YEAST01932	APOSC_07779, APOSC_27016, APOSC_27015
OG0005038	YEAST02861	APOSC_06759
OG0005040	YEAST04778	APOSC_02779
OG0005047	YEAST05907	APOSC_11093
OG0005047	YEAST01837	APOSC_21980
OG0005053	YEAST00680	APOSC_16666
OG0005055	YEAST02159	APOSC_10162
OG0005059	YEAST03737	APOSC_11327
OG0005067	YEAST06051	APOSC_15855, APOSC_15854
OG0005069	YEAST03130	APOSC_18932, APOSC_24379, APOSC_24380
OG0005073	YEAST00873	APOSC_23801
OG0005076	YEAST04563	APOSC_19994
OG0005081	YEAST03124	APOSC_24378
OG0005083	YEAST00678, YEAST05235	APOSC_23187
OG0005084	YEAST03782	APOSC_03696
OG0005085	YEAST06159	APOSC_21911, APOSC_12342
OG0005086	YEAST00205	APOSC_02666, APOSC_02667
OG0005087	YEAST00816	APOSC_25593
OG0005088	YEAST05769, YEAST03125	APOSC_21936, APOSC_06901
OG0005089	YEAST04644	APOSC_10837
OG0005090	YEAST00338	APOSC_16737
OG0005091	YEAST05089	APOSC_11302
OG0005093	YEAST01810	APOSC_23767
OG0005095	YEAST04437	APOSC_08299
OG0005096	YEAST00667	APOSC_14882
OG0005097	YEAST05071	APOSC_07900
OG0005099	YEAST01396	APOSC_00270
OG0005100	YEAST02389	APOSC_27305
OG0005104	YEAST05248	APOSC_08795
OG0005106	YEAST06065, YEAST00421	APOSC_09445, APOSC_18297, APOSC_27833, APOSC_27723, APOSC_09444, APOSC_09446, APOSC_09443, APOSC_08826
OG0005107	YEAST06099	APOSC_07985
OG0005109	YEAST05204, YEAST00612	APOSC_20304
OG0005111	YEAST06212, YEAST04032	APOSC_22230, APOSC_23587
OG0005114	YEAST02131	APOSC_00254, APOSC_25577, APOSC_01758
OG0005117	YEAST06050	APOSC_15922
OG0005121	YEAST02052	APOSC_02873
OG0005124	YEAST04099	APOSC_11877
OG0005130	YEAST03863	APOSC_22518
OG0005139	YEAST04015	APOSC_20983
OG0005142	YEAST03890	APOSC_03160
OG0005143	YEAST00443	APOSC_28229
OG0005144	YEAST04065	APOSC_23591
OG0005146	YEAST02971	APOSC_08851, APOSC_08852
OG0005149	YEAST03025, YEAST02738	APOSC_11564
OG0005151	YEAST03382	APOSC_05387
OG0005152	YEAST00847	APOSC_03938
OG0005157	YEAST02981	APOSC_20579
OG0005160	YEAST06113	APOSC_07551, APOSC_07525, APOSC_07524, APOSC_07523
OG0005164	YEAST06283	APOSC_04082, APOSC_04081
OG0005167	YEAST03924	APOSC_28668, APOSC_15342
OG0005168	YEAST06272	APOSC_23189
OG0005169	YEAST00459	APOSC_18812
OG0005175	YEAST05445	APOSC_04557
OG0005176	YEAST00218	APOSC_10835
OG0005178	YEAST04497	APOSC_07458
OG0005179	YEAST05659	APOSC_17938
OG0005183	YEAST05308	APOSC_02247
OG0005184	YEAST00492	APOSC_08836
OG0005187	YEAST05234	APOSC_22345
OG0005188	YEAST01554	APOSC_01270
OG0005191	YEAST00993	APOSC_15284
OG0005192	YEAST05720	APOSC_10280
OG0005194	YEAST04086	APOSC_14176
OG0005196	YEAST01388	APOSC_23626
OG0005198	YEAST00327	APOSC_06398
OG0005200	YEAST01016	APOSC_02650
OG0005201	YEAST00082	APOSC_25032
OG0005203	YEAST02207	APOSC_16024
OG0005204	YEAST01178	APOSC_11657
OG0005205	YEAST01046	APOSC_12094
OG0005208	YEAST01429	APOSC_28717, APOSC_03593
OG0005212	YEAST06147	APOSC_02064, APOSC_26707
OG0005220	YEAST04357	APOSC_21177
OG0005221	YEAST03209	APOSC_04169
OG0005222	YEAST05518	APOSC_09853, APOSC_18699
OG0005224	YEAST06324	APOSC_01367
OG0005225	YEAST05094	APOSC_13244
OG0005227	YEAST05529	APOSC_25532
OG0005228	YEAST05916	APOSC_05215, APOSC_05216
OG0005229	YEAST04766	APOSC_07019
OG0005231	YEAST02681	APOSC_11920
OG0005233	YEAST00564	APOSC_01508
OG0005237	YEAST05398	APOSC_01769
OG0005238	YEAST00351	APOSC_20097
OG0005239	YEAST04499	APOSC_01099, APOSC_27645
OG0005240	YEAST03058	APOSC_18208
OG0005244	YEAST06021	APOSC_04805, APOSC_04804
OG0005247	YEAST06314	APOSC_00062
OG0005249	YEAST03446	APOSC_08128
OG0005251	YEAST00934	APOSC_02584
OG0005254	YEAST00814	APOSC_19056
OG0005259	YEAST04276	APOSC_17384
OG0005261	YEAST01831	APOSC_05476
OG0005262	YEAST05458	APOSC_23044
OG0005264	YEAST03506	APOSC_07360, APOSC_21606
OG0005267	YEAST03513	APOSC_21073
OG0005269	YEAST03314	APOSC_17989, APOSC_18360
OG0005273	YEAST04916	APOSC_26791, APOSC_17309
OG0005275	YEAST03695	APOSC_26865
OG0005277	YEAST04186	APOSC_00848
OG0005279	YEAST05219	APOSC_15390
OG0005280	YEAST00305	APOSC_23326, APOSC_25898
OG0005281	YEAST05694	APOSC_14340, APOSC_10918
OG0005285	YEAST03115	APOSC_00648, APOSC_00649
OG0005289	YEAST03438	APOSC_04681, APOSC_00709, APOSC_14321
OG0005292	YEAST01718	APOSC_15515
OG0005293	YEAST03033	APOSC_19487
OG0005294	YEAST01981	APOSC_10411
OG0005298	YEAST03696	APOSC_28447
OG0005299	YEAST00788	APOSC_07146
OG0005300	YEAST04941	APOSC_06284
OG0005304	YEAST05397	APOSC_03952, APOSC_12735
OG0005309	YEAST03670	APOSC_13912
OG0005312	YEAST05201, YEAST04689	APOSC_18279
OG0005314	YEAST05231, YEAST01835	APOSC_00909
OG0005316	YEAST02690	APOSC_02719
OG0005317	YEAST03232	APOSC_06639, APOSC_10096
OG0005318	YEAST02932	APOSC_15034
OG0005319	YEAST00507	APOSC_01868, APOSC_01867
OG0005323	YEAST01809	APOSC_15229
OG0005324	YEAST02894	APOSC_25734
OG0005326	YEAST02113	APOSC_16865, APOSC_16866
OG0005360	YEAST05037	APOSC_11549
OG0005365	YEAST00555	APOSC_23013
OG0005366	YEAST05488	APOSC_18159, APOSC_18158
OG0005370	YEAST06092	APOSC_19516, APOSC_19517
OG0005371	YEAST06170	APOSC_04544
OG0005373	YEAST05422	APOSC_24282, APOSC_23094, APOSC_12500
OG0005374	YEAST05714	APOSC_13436
OG0005375	YEAST03962	APOSC_15874
OG0005379	YEAST03216	APOSC_12666
OG0005390	YEAST03532	APOSC_26686
OG0005391	YEAST02166	APOSC_08891
OG0005393	YEAST04280	APOSC_02481
OG0005394	YEAST00853	APOSC_20423
OG0005396	YEAST05100	APOSC_19850
OG0005399	YEAST03052	APOSC_00331
OG0005402	YEAST00454, YEAST00455	APOSC_05157
OG0005403	YEAST03894	APOSC_22572
OG0005406	YEAST00801	APOSC_01761
OG0005409	YEAST01305	APOSC_19973
OG0005412	YEAST00286	APOSC_24830
OG0005413	YEAST00212	APOSC_00881, APOSC_09988
OG0005417	YEAST02517	APOSC_26063
OG0005422	YEAST00744	APOSC_15411
OG0005430	YEAST02046	APOSC_00253, APOSC_02038, APOSC_17625, APOSC_17624
OG0005431	YEAST00653	APOSC_09836
OG0005432	YEAST00083	APOSC_00828, APOSC_00829
OG0005433	YEAST00126	APOSC_02868, APOSC_19406
OG0005435	YEAST02973	APOSC_05679
OG0005437	YEAST04554	APOSC_22987
OG0005438	YEAST03985	APOSC_25592, APOSC_14497
OG0005439	YEAST00480, YEAST02388	APOSC_07393
OG0005446	YEAST02856	APOSC_24089
OG0005448	YEAST00061	APOSC_13808
OG0005451	YEAST02174	APOSC_17133
OG0005455	YEAST01906	APOSC_27105, APOSC_02718
OG0005464	YEAST03289	APOSC_13285
OG0005465	YEAST02925	APOSC_13790
OG0005466	YEAST04413	APOSC_21409
OG0005468	YEAST03549	APOSC_14026, APOSC_14025
OG0005469	YEAST03750	APOSC_12047, APOSC_12048
OG0005470	YEAST05805	APOSC_25929, APOSC_25928
OG0005471	YEAST02704	APOSC_09020, APOSC_09021
OG0005474	YEAST05625	APOSC_18607
OG0005476	YEAST00929	APOSC_27342
OG0005479	YEAST06140	APOSC_15360
OG0005481	YEAST02988	APOSC_07097
OG0005482	YEAST06080	APOSC_10124, APOSC_04261
OG0005484	YEAST05993	APOSC_28256
OG0005488	YEAST02834	APOSC_28867
OG0005489	YEAST02006	APOSC_28860, APOSC_06100, APOSC_12162, APOSC_06641
OG0005490	YEAST02289	APOSC_05837
OG0005493	YEAST03669	APOSC_17244
OG0005495	YEAST04982	APOSC_29139
OG0005498	YEAST02944	APOSC_27536
OG0005499	YEAST00316	APOSC_09979, APOSC_20319
OG0005503	YEAST01883	APOSC_02386
OG0005504	YEAST02859	APOSC_08715
OG0005508	YEAST05735	APOSC_13240
OG0005511	YEAST04889	APOSC_12481
OG0005514	YEAST00756	APOSC_06981
OG0005524	YEAST04752	APOSC_24851
OG0005527	YEAST05177	APOSC_07570
OG0005531	YEAST02508	APOSC_24677, APOSC_00674
OG0005533	YEAST05670	APOSC_09307
OG0005535	YEAST03305	APOSC_29103
OG0005537	YEAST00932	APOSC_00609
OG0005539	YEAST01881	APOSC_07113
OG0005540	YEAST04214	APOSC_21989
OG0005545	YEAST06273	APOSC_10001, APOSC_28880, APOSC_17488, APOSC_17873, APOSC_03692
OG0005554	YEAST01003	APOSC_24518
OG0005556	YEAST01807	APOSC_10450, APOSC_11770, APOSC_14425, APOSC_04868
OG0005559	YEAST02680	APOSC_11473
OG0005560	YEAST01996	APOSC_17985
OG0005561	YEAST05048	APOSC_16153, APOSC_16154
OG0005562	YEAST02317	APOSC_08357, APOSC_08358
OG0005563	YEAST03552	APOSC_28144
OG0005564	YEAST02525	APOSC_20209
OG0005566	YEAST02934	APOSC_19603
OG0005569	YEAST01288	APOSC_20016
OG0005570	YEAST05155	APOSC_06764
OG0005572	YEAST04844	APOSC_17569
OG0005573	YEAST00059	APOSC_01745
OG0005574	YEAST02083	APOSC_08231
OG0005575	YEAST02256	APOSC_09207, APOSC_24505
OG0005580	YEAST03612	APOSC_22347
OG0005582	YEAST06134	APOSC_18669
OG0005584	YEAST03140, YEAST03524	APOSC_07208, APOSC_21383, APOSC_11834, APOSC_03363
OG0005586	YEAST00364	APOSC_22411
OG0005589	YEAST06142	APOSC_03104
OG0005590	YEAST05462	APOSC_24905
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	APOSC_23739
OG0005594	YEAST04980	APOSC_05460
OG0005595	YEAST01803	APOSC_18442
OG0005597	YEAST02753	APOSC_10722
OG0005598	YEAST01870	APOSC_21335
OG0005599	YEAST01798	APOSC_10884
OG0005600	YEAST00206	APOSC_04102
OG0005604	YEAST03276	APOSC_28715
OG0005605	YEAST01083	APOSC_26467, APOSC_26356
OG0005613	YEAST02714	APOSC_22849
OG0005617	YEAST02068	APOSC_28064
OG0005618	YEAST04830	APOSC_13510, APOSC_13509
OG0005620	YEAST04915	APOSC_13245
OG0005622	YEAST05142	APOSC_25982, APOSC_25983
OG0005623	YEAST01590	APOSC_10313
OG0005626	YEAST02896	APOSC_02152, APOSC_18946
OG0005632	YEAST01025	APOSC_03653, APOSC_03652
OG0005636	YEAST04250, YEAST02533	APOSC_16065
OG0005641	YEAST05413	APOSC_09084, APOSC_05055
OG0005643	YEAST05368	APOSC_10799
OG0005645	YEAST03386	APOSC_21057, APOSC_21058, APOSC_00031
OG0005649	YEAST03683	APOSC_24376
OG0005652	YEAST02748	APOSC_07517
OG0005656	YEAST05558	APOSC_01197
OG0005660	YEAST04813	APOSC_15651
OG0005694	YEAST02311	APOSC_04885
OG0005701	YEAST03349	APOSC_01491
OG0005702	YEAST02337	APOSC_24974, APOSC_11433, APOSC_03733
OG0005703	YEAST00484	APOSC_08960
OG0005707	YEAST01682	APOSC_28310
OG0005715	YEAST05111	APOSC_14522
OG0005719	YEAST01866	APOSC_28924
OG0005723	YEAST05629	APOSC_21586
OG0005724	YEAST03029	APOSC_25400
OG0005728	YEAST03877	APOSC_04529, APOSC_04530
OG0005729	YEAST04879	APOSC_20673
OG0005731	YEAST04127	APOSC_26549
OG0005732	YEAST05411, YEAST00067	APOSC_25969
OG0005734	YEAST03845	APOSC_05153
OG0005747	YEAST02338	APOSC_22399, APOSC_22397, APOSC_22398, APOSC_22400
OG0005749	YEAST00550	APOSC_24856
OG0005750	YEAST05318	APOSC_14361
OG0005758	YEAST03970	APOSC_26035
OG0005764	YEAST03256	APOSC_01694
OG0005769	YEAST05614	APOSC_24988
OG0005774	YEAST01218	APOSC_02770, APOSC_02769, APOSC_02768
OG0005775	YEAST04199	APOSC_10449
OG0005779	YEAST03322	APOSC_01313, APOSC_01314
OG0005783	YEAST04090	APOSC_28920
OG0005784	YEAST06131	APOSC_12819
OG0005787	YEAST03651	APOSC_26671
OG0005789	YEAST06245	APOSC_27439
OG0005790	YEAST01022	APOSC_00830
OG0005792	YEAST02379	APOSC_18422
OG0005793	YEAST03437	APOSC_16953, APOSC_01413
OG0005794	YEAST03999	APOSC_03548
OG0005796	YEAST02169	APOSC_04697, APOSC_04696
OG0005797	YEAST04949	APOSC_22130
OG0005799	YEAST05573	APOSC_09897
OG0005800	YEAST03278	APOSC_19568
OG0005801	YEAST00340	APOSC_28088
OG0005803	YEAST05968	APOSC_02519
OG0005805	YEAST01806	APOSC_13123, APOSC_13122
OG0005807	YEAST01275	APOSC_05357, APOSC_26421, APOSC_02941
OG0005811	YEAST01007	APOSC_08624
OG0005812	YEAST06095, YEAST02696, YEAST03626	APOSC_05502, APOSC_05503, APOSC_07480
OG0005814	YEAST01475	APOSC_00259
OG0005815	YEAST03739	APOSC_24616
OG0005819	YEAST04896	APOSC_11104, APOSC_11105
OG0005823	YEAST01415	APOSC_08122
OG0005828	YEAST00547	APOSC_20393
OG0005831	YEAST05339	APOSC_06668
OG0005832	YEAST00468	APOSC_09479
OG0005835	YEAST01714	APOSC_24228
OG0005837	YEAST02139	APOSC_10247
OG0005842	YEAST02254	APOSC_03169
OG0005843	YEAST02236	APOSC_09769
OG0005845	YEAST00903	APOSC_23422
OG0005848	YEAST01451, YEAST02858	APOSC_01932, APOSC_12632, APOSC_01931
OG0005849	YEAST01002	APOSC_08086
OG0005850	YEAST01618	APOSC_23071
OG0005860	YEAST01211	APOSC_08867
OG0005864	YEAST04171	APOSC_18321
OG0005865	YEAST02036	APOSC_08539
OG0005866	YEAST02662, YEAST00926, YEAST05389	APOSC_21893
OG0005869	YEAST04361	APOSC_16070
OG0005872	YEAST00119	APOSC_13227
OG0005874	YEAST05241	APOSC_08988
OG0005880	YEAST00456	APOSC_00093
OG0005886	YEAST01320	APOSC_21774
OG0005887	YEAST02429, YEAST01660	APOSC_17298
OG0005888	YEAST01289, YEAST02921	APOSC_07345
OG0005889	YEAST02568	APOSC_01805
OG0005893	YEAST05434	APOSC_05798, APOSC_05799
OG0005897	YEAST04730	APOSC_27162
OG0005898	YEAST04411	APOSC_20862
OG0005899	YEAST01832	APOSC_03217
OG0005901	YEAST04462	APOSC_25535, APOSC_15308, APOSC_24424, APOSC_24423
OG0005902	YEAST03800	APOSC_11317
OG0005906	YEAST01796	APOSC_12671
OG0005909	YEAST01623	APOSC_04657
