Orthogroup	Duplications (all)	Duplications (50% support)
OG0001387	34	31
OG0001388	30	21
OG0001389	21	18
OG0001390	28	26
OG0001391	45	44
OG0001392	62	62
OG0001393	62	62
OG0001394	29	25
OG0001395	26	23
OG0001396	44	42
OG0001397	13	13
OG0001398	40	39
OG0001399	19	16
OG0001400	26	25
OG0001401	22	19
OG0001402	28	25
OG0001403	28	26
OG0001404	16	9
OG0001405	13	8
OG0001406	28	26
OG0001407	42	34
OG0001408	26	18
OG0001409	27	22
OG0001410	16	13
OG0001411	37	35
OG0001412	31	28
OG0001413	14	11
OG0001414	18	15
OG0001415	22	15
OG0001416	27	24
OG0001417	20	18
OG0001418	23	22
OG0001419	30	26
OG0001420	21	20
OG0001421	24	20
OG0001422	27	22
OG0001423	23	22
OG0001424	16	12
OG0001425	25	25
OG0001426	21	14
OG0001427	27	20
OG0001428	25	19
OG0001429	24	19
OG0001430	15	9
OG0001431	25	21
OG0001432	21	18
OG0001433	30	29
OG0001434	22	5
OG0001435	34	30
OG0001436	35	33
OG0001437	27	22
OG0001438	26	20
OG0001439	31	26
OG0001440	18	13
OG0001441	27	24
OG0001442	19	15
OG0001443	43	33
OG0001444	44	34
OG0001445	32	32
OG0001446	33	28
OG0001447	18	17
OG0001448	31	23
OG0001449	15	13
OG0001450	26	11
OG0001451	24	21
OG0001452	19	14
OG0001453	24	22
OG0001454	28	23
OG0001455	18	13
OG0001456	22	15
OG0001457	22	16
OG0001458	27	25
OG0001459	31	26
OG0001460	18	16
OG0001461	32	22
OG0001462	24	16
OG0001463	27	24
OG0001464	25	21
OG0001465	34	31
OG0001466	20	17
OG0001467	18	17
OG0001468	24	20
OG0001469	9	6
OG0001470	24	11
OG0001471	37	30
OG0001472	16	14
OG0001473	26	23
OG0001474	17	14
OG0001475	32	23
OG0001476	32	30
OG0001477	36	29
OG0001478	19	16
OG0001479	22	18
OG0001480	28	22
OG0001481	25	16
OG0001482	23	21
OG0001483	30	28
OG0001484	28	25
OG0001485	26	21
OG0001486	26	21
OG0001487	36	33
OG0001488	17	6
OG0001489	32	28
OG0001490	23	20
OG0001491	27	22
OG0001492	30	28
OG0001493	19	14
OG0001494	37	31
OG0001495	31	29
OG0001496	30	27
OG0001497	59	59
OG0001498	35	30
OG0001499	56	56
OG0001500	25	21
OG0001501	27	19
OG0001502	26	20
OG0001503	11	10
OG0001504	31	30
OG0001505	28	24
OG0001506	24	21
OG0001507	21	15
OG0001508	28	25
OG0001509	17	14
OG0001510	22	13
OG0001511	32	28
OG0001512	31	27
OG0001513	26	22
OG0001514	28	21
OG0001515	24	15
OG0001516	34	32
OG0001517	19	16
OG0001518	25	22
OG0001519	24	21
OG0001520	29	24
OG0001521	22	20
OG0001522	13	9
OG0001523	31	30
OG0001524	14	12
OG0001525	32	27
OG0001526	30	23
OG0001527	11	8
OG0001528	31	28
OG0001529	24	19
OG0001530	22	8
OG0001531	22	16
OG0001532	21	16
OG0001533	26	23
OG0001534	29	21
OG0001535	38	35
OG0001536	32	29
OG0001537	43	41
OG0001538	25	23
OG0001539	56	56
OG0001540	27	27
OG0001541	59	59
OG0001542	58	58
OG0001543	59	59
OG0001544	59	59
OG0001545	24	22
OG0001546	19	11
OG0001547	45	35
OG0001548	39	27
OG0001549	25	22
OG0001550	20	16
OG0001551	32	32
OG0001552	28	24
OG0001553	22	20
OG0001554	28	26
OG0001555	37	28
OG0001556	25	24
OG0001557	16	14
OG0001558	23	16
OG0001559	14	10
OG0001560	24	21
OG0001561	23	22
OG0001562	24	19
OG0001563	28	25
OG0001564	26	17
OG0001565	27	25
OG0001566	30	27
OG0001567	26	18
OG0001568	35	32
OG0001569	26	23
OG0001570	23	18
OG0001571	25	23
OG0001572	14	12
OG0001573	32	31
OG0001574	24	21
OG0001575	21	17
OG0001576	30	27
OG0001577	24	15
OG0001578	32	30
OG0001579	40	33
OG0001580	26	22
OG0001581	28	27
OG0001582	24	19
OG0001583	24	19
OG0001584	30	29
OG0001585	45	45
OG0001586	38	35
OG0001587	47	47
OG0001588	31	25
OG0001589	27	21
OG0001590	20	15
OG0001591	30	22
OG0001592	23	17
OG0001593	26	21
OG0001594	15	11
OG0001595	37	33
OG0001596	18	15
OG0001597	19	18
OG0001598	40	34
OG0001599	29	25
OG0001600	24	21
OG0001601	48	45
OG0001602	31	27
OG0001603	16	9
OG0001604	15	11
OG0001605	22	21
OG0001606	21	21
OG0001607	29	26
OG0001608	34	34
OG0001609	10	9
OG0001610	21	19
OG0001611	21	16
OG0001612	20	13
OG0001613	32	26
OG0001614	15	13
OG0001615	29	25
OG0001616	47	47
OG0001617	17	14
OG0001618	31	28
OG0001619	25	17
OG0001620	25	22
OG0001621	28	25
OG0001622	32	30
OG0001623	29	26
OG0001624	24	22
OG0001625	24	20
OG0001626	41	40
OG0001627	18	15
OG0001628	17	13
OG0001629	24	18
OG0001630	18	10
OG0001631	41	41
OG0001632	24	20
OG0001633	23	18
OG0001634	11	7
OG0001635	25	19
OG0001636	34	32
OG0001637	41	38
OG0001638	25	25
OG0001639	30	28
OG0001640	21	15
OG0001641	32	26
OG0001642	26	25
OG0001643	26	20
OG0001644	30	27
OG0001645	20	18
OG0001646	30	14
OG0001647	41	38
OG0001648	50	49
OG0001649	44	44
OG0001650	57	57
OG0001651	25	24
OG0001652	28	23
OG0001653	25	20
OG0001654	27	26
OG0001655	21	19
OG0001656	27	22
OG0001657	19	13
OG0001658	24	17
OG0001659	24	21
OG0001660	18	17
OG0001661	16	10
OG0001662	11	10
OG0001663	23	18
OG0001664	20	17
OG0001665	16	14
OG0001666	30	29
OG0001667	26	23
OG0001668	32	30
OG0001669	29	26
OG0001670	18	15
OG0001671	21	19
OG0001672	17	16
OG0001673	20	15
OG0001674	30	28
OG0001675	25	22
OG0001676	12	8
OG0001677	24	20
OG0001678	20	18
OG0001679	32	31
OG0001680	17	12
OG0001681	32	30
OG0001682	20	13
OG0001683	19	19
OG0001684	26	24
OG0001685	33	27
OG0001686	21	18
OG0001687	26	23
OG0001688	25	23
OG0001689	17	14
OG0001690	26	24
OG0001691	23	20
OG0001692	20	16
OG0001693	32	31
OG0001694	19	16
OG0001695	35	31
OG0001696	25	23
OG0001697	43	43
OG0001698	42	41
OG0001699	35	35
OG0001700	48	46
OG0001701	56	56
OG0001702	55	55
OG0001703	24	19
OG0001704	30	28
OG0001705	55	55
OG0001706	20	18
OG0001707	27	25
OG0001708	26	22
OG0001709	28	24
OG0001710	25	22
OG0001711	21	15
OG0001712	29	24
OG0001713	15	15
OG0001714	12	10
OG0001715	35	27
OG0001716	30	29
OG0001717	29	21
OG0001718	22	13
OG0001719	32	29
OG0001720	21	17
OG0001721	23	23
OG0001722	27	21
OG0001723	21	18
OG0001724	23	21
OG0001725	27	26
OG0001726	15	12
OG0001727	21	19
OG0001728	17	8
OG0001729	27	26
OG0001730	23	21
OG0001731	27	21
OG0001732	26	23
OG0001733	29	24
OG0001734	24	20
OG0001735	27	22
OG0001736	18	12
OG0001737	12	10
OG0001738	24	18
OG0001739	21	20
OG0001740	23	19
OG0001741	36	31
OG0001742	22	18
OG0001743	28	23
OG0001744	19	14
OG0001745	26	21
OG0001746	23	20
OG0001747	26	26
OG0001748	35	33
OG0001749	22	15
OG0001750	17	11
OG0001751	31	14
OG0001752	25	23
OG0001753	48	47
OG0001754	23	19
OG0001755	12	11
OG0001756	13	10
OG0001757	29	27
OG0001758	23	21
OG0001759	23	19
OG0001760	30	26
OG0001761	40	35
OG0001762	47	40
OG0001763	41	36
OG0001764	40	35
OG0001765	55	55
OG0001766	54	54
OG0001767	44	39
OG0001768	12	9
OG0001769	10	9
OG0001770	16	14
OG0001771	54	54
OG0001772	19	16
OG0001773	30	25
OG0001774	12	12
OG0001775	22	15
OG0001776	19	14
OG0001777	18	14
OG0001778	27	22
OG0001779	21	16
OG0001780	19	14
OG0001781	9	6
OG0001782	17	14
OG0001783	26	25
OG0001784	37	29
OG0001785	21	16
OG0001786	26	24
OG0001787	19	19
OG0001788	23	18
OG0001789	22	20
OG0001790	26	23
OG0001791	34	33
OG0001792	13	11
OG0001793	10	6
OG0001794	32	31
OG0001795	40	35
OG0001796	27	25
OG0001797	23	19
OG0001798	15	14
OG0001799	24	20
OG0001800	21	21
OG0001801	19	16
OG0001802	30	22
OG0001803	21	18
OG0001804	22	18
OG0001805	21	15
OG0001806	24	13
OG0001807	23	20
OG0001808	21	13
OG0001809	16	12
OG0001810	26	25
OG0001811	24	18
OG0001812	30	28
OG0001813	18	12
OG0001814	25	23
OG0001815	15	11
OG0001816	19	14
OG0001817	21	20
OG0001818	20	18
OG0001819	26	25
OG0001820	18	15
OG0001821	28	27
OG0001822	19	15
OG0001823	19	15
OG0001824	10	6
OG0001825	25	18
OG0001826	25	24
OG0001827	31	31
OG0001828	32	25
OG0001829	25	23
OG0001830	22	17
OG0001831	22	19
OG0001832	14	12
OG0001833	47	45
OG0001834	27	26
OG0001835	31	30
OG0001836	53	53
OG0001837	47	47
OG0001838	39	31
OG0001839	40	39
OG0001840	40	39
OG0001841	24	23
OG0001842	36	36
OG0001843	54	54
OG0001844	43	39
OG0001845	54	54
OG0001846	15	11
OG0001847	37	26
OG0001848	17	16
OG0001849	13	11
OG0001850	20	17
OG0001851	32	27
OG0001852	17	9
OG0001853	17	9
OG0001854	28	24
OG0001855	27	25
OG0001856	25	23
OG0001857	21	16
OG0001858	21	17
OG0001859	27	20
OG0001860	20	16
OG0001861	19	15
OG0001862	17	16
OG0001863	13	9
OG0001864	24	22
OG0001865	18	16
OG0001866	21	19
OG0001867	23	17
OG0001868	27	25
OG0001869	30	27
OG0001870	18	17
OG0001871	27	23
OG0001872	19	13
OG0001873	22	19
OG0001874	33	32
OG0001875	8	8
OG0001876	28	26
OG0001877	23	20
OG0001878	18	14
OG0001879	11	9
OG0001880	24	16
OG0001881	22	20
OG0001882	24	24
OG0001883	18	15
OG0001884	22	18
OG0001885	33	24
OG0001886	25	25
OG0001887	15	13
OG0001888	21	18
OG0001889	22	21
OG0001890	18	15
OG0001891	38	33
OG0001892	16	13
OG0001893	30	23
OG0001894	24	19
OG0001895	30	28
OG0001896	17	13
OG0001897	19	17
OG0001898	24	17
OG0001899	30	24
OG0001900	20	14
OG0001901	23	20
OG0001902	48	48
OG0001903	26	23
OG0001904	47	46
OG0001905	23	17
OG0001906	17	16
OG0001907	30	26
OG0001908	53	53
OG0001909	52	52
OG0001910	53	53
OG0001911	53	53
OG0001912	53	53
OG0001913	24	20
OG0001914	11	8
OG0001915	29	26
OG0001916	11	9
OG0001917	15	12
OG0001918	15	14
OG0001919	16	14
OG0001920	21	17
OG0001921	45	30
OG0001922	32	29
OG0001923	18	14
OG0001924	37	27
OG0001925	20	19
OG0001926	29	28
OG0001927	19	16
OG0001928	28	26
OG0001929	18	17
OG0001930	14	12
OG0001931	39	38
OG0001932	17	15
OG0001933	21	18
OG0001934	25	21
OG0001935	10	7
OG0001936	16	15
OG0001937	27	27
OG0001938	23	18
OG0001939	24	22
OG0001940	27	25
OG0001941	22	16
OG0001942	22	20
OG0001943	22	18
OG0001944	31	31
OG0001945	19	16
OG0001946	17	13
OG0001947	19	15
OG0001948	14	11
OG0001949	21	18
OG0001950	14	13
OG0001951	19	16
OG0001952	19	15
OG0001953	21	18
OG0001954	28	19
OG0001955	37	37
OG0001956	23	16
OG0001957	20	20
OG0001958	18	16
OG0001959	20	14
OG0001960	24	20
OG0001961	22	20
OG0001962	23	23
OG0001963	15	12
OG0001964	21	12
OG0001965	28	23
OG0001966	22	19
OG0001967	26	23
OG0001968	16	14
OG0001969	21	19
OG0001970	22	17
OG0001971	18	14
OG0001972	25	23
OG0001973	31	26
OG0001974	31	31
OG0001975	31	30
OG0001976	23	22
OG0001977	44	44
OG0001978	23	20
OG0001979	47	35
OG0001980	26	24
OG0001981	21	19
OG0001982	34	31
OG0001983	46	45
OG0001984	52	52
OG0001985	18	13
OG0001986	33	32
OG0001987	19	18
OG0001988	26	25
OG0001989	21	18
OG0001990	17	14
OG0001991	22	19
OG0001992	14	8
OG0001993	14	11
OG0001994	21	17
OG0001995	25	19
OG0001996	22	18
OG0001997	32	27
OG0001998	22	20
OG0001999	13	13
OG0002000	9	6
OG0002001	12	12
OG0002002	19	19
OG0002003	21	15
OG0002004	20	16
OG0002005	13	9
OG0002006	21	18
OG0002007	22	21
OG0002008	21	18
OG0002009	20	18
OG0002010	19	16
OG0002011	22	20
OG0002012	28	27
OG0002013	24	24
OG0002014	21	18
OG0002015	18	9
OG0002016	22	21
OG0002017	19	18
OG0002018	18	17
OG0002019	20	16
OG0002020	20	16
OG0002021	33	27
OG0002022	21	19
OG0002023	17	15
OG0002024	21	18
OG0002025	27	25
OG0002026	15	13
OG0002027	22	18
OG0002028	31	30
OG0002029	19	14
OG0002030	13	12
OG0002031	19	17
OG0002032	27	26
OG0002033	21	19
OG0002034	16	10
OG0002035	20	18
OG0002036	24	23
OG0002037	23	19
OG0002038	21	18
OG0002039	20	18
OG0002040	46	42
OG0002041	26	19
OG0002042	27	25
OG0002043	25	24
OG0002044	31	31
OG0002045	48	48
OG0002046	21	21
OG0002047	22	19
OG0002048	46	46
OG0002049	28	14
OG0002050	38	38
OG0002051	51	51
OG0002052	37	36
OG0002053	51	51
OG0002054	51	51
OG0002055	51	51
OG0002056	48	48
OG0002057	20	15
OG0002058	29	27
OG0002059	21	18
OG0002060	17	13
OG0002061	20	8
OG0002062	19	18
OG0002063	13	8
OG0002064	8	7
OG0002065	26	20
OG0002066	17	15
OG0002067	29	26
OG0002068	22	16
OG0002069	21	15
OG0002070	19	17
OG0002071	26	24
OG0002072	12	11
OG0002073	21	18
OG0002074	21	17
OG0002075	12	8
OG0002076	17	15
OG0002077	25	23
OG0002078	24	18
OG0002079	18	11
OG0002080	17	13
OG0002081	17	10
OG0002082	38	35
OG0002083	40	33
OG0002084	19	16
OG0002085	21	18
OG0002086	23	21
OG0002087	22	21
OG0002088	20	16
OG0002089	24	17
OG0002090	24	20
OG0002091	24	20
OG0002092	41	38
OG0002093	23	20
OG0002094	26	25
OG0002095	15	13
OG0002096	32	32
OG0002097	19	18
OG0002098	24	19
OG0002099	24	20
OG0002100	20	17
OG0002101	29	28
OG0002102	20	18
OG0002103	23	19
OG0002104	23	22
OG0002105	21	19
OG0002106	15	13
OG0002107	25	23
OG0002108	21	19
OG0002109	36	34
OG0002110	38	36
OG0002111	23	20
OG0002112	21	20
OG0002113	50	50
OG0002114	49	49
OG0002115	48	48
OG0002116	50	50
OG0002117	50	50
OG0002118	47	47
OG0002119	50	50
OG0002120	50	50
OG0002121	50	50
OG0002122	12	8
OG0002123	16	14
OG0002124	17	13
OG0002125	16	11
OG0002126	19	14
OG0002127	21	19
OG0002128	23	22
OG0002129	18	13
OG0002130	30	29
OG0002131	12	10
OG0002132	37	31
OG0002133	35	34
OG0002134	25	25
OG0002135	16	15
OG0002136	14	12
OG0002137	11	9
OG0002138	20	16
OG0002139	22	21
OG0002140	25	24
OG0002141	19	15
OG0002142	18	16
OG0002143	22	19
OG0002144	19	14
OG0002145	28	28
OG0002146	19	17
OG0002147	20	17
OG0002148	7	6
OG0002149	20	18
OG0002150	20	15
OG0002151	27	25
OG0002152	19	14
OG0002153	21	15
OG0002154	19	18
OG0002155	11	11
OG0002156	25	24
OG0002157	19	13
OG0002158	29	29
OG0002159	21	19
OG0002160	20	14
OG0002161	20	19
OG0002162	24	21
OG0002163	12	11
OG0002164	22	21
OG0002165	23	18
OG0002166	19	15
OG0002167	16	16
OG0002168	10	10
OG0002169	14	11
OG0002170	12	12
OG0002171	22	21
OG0002172	21	19
OG0002173	15	15
OG0002174	19	17
OG0002175	14	11
OG0002176	21	17
OG0002177	21	19
OG0002178	31	30
OG0002179	22	21
OG0002180	20	16
OG0002181	48	48
OG0002182	23	13
OG0002183	24	23
OG0002184	16	11
OG0002185	18	17
OG0002186	24	19
OG0002187	28	28
OG0002188	24	22
OG0002189	19	15
OG0002190	18	14
OG0002191	16	12
OG0002192	19	16
OG0002193	28	26
OG0002194	23	18
OG0002195	21	21
OG0002196	28	26
OG0002197	44	40
OG0002198	34	29
OG0002199	33	31
OG0002200	45	45
OG0002201	28	28
OG0002202	42	42
OG0002203	28	25
OG0002204	43	42
OG0002205	47	47
OG0002206	42	42
OG0002207	48	48
OG0002208	48	48
OG0002209	18	16
OG0002210	31	26
OG0002211	20	17
OG0002212	13	9
OG0002213	20	18
OG0002214	22	21
OG0002215	25	14
OG0002216	24	21
OG0002217	24	20
OG0002218	21	16
OG0002219	27	25
OG0002220	17	11
OG0002221	20	17
OG0002222	18	13
OG0002223	16	11
OG0002224	18	14
OG0002225	22	22
OG0002226	16	14
OG0002227	22	19
OG0002228	19	19
OG0002229	26	25
OG0002230	28	22
OG0002231	22	13
OG0002232	33	26
OG0002233	22	19
OG0002234	27	26
OG0002235	21	16
OG0002236	19	14
OG0002237	16	14
OG0002238	19	16
OG0002239	11	10
OG0002240	20	17
OG0002241	15	9
OG0002242	19	18
OG0002243	21	18
OG0002244	20	18
OG0002245	23	22
OG0002246	16	12
OG0002247	35	31
OG0002248	25	22
OG0002249	17	14
OG0002250	44	44
OG0002251	16	11
OG0002252	15	12
OG0002253	23	22
OG0002254	20	19
OG0002255	7	6
OG0002256	19	18
OG0002257	18	15
OG0002258	22	19
OG0002259	19	18
OG0002260	21	21
OG0002261	13	9
OG0002262	19	17
OG0002263	21	18
OG0002264	16	14
OG0002265	22	22
OG0002266	19	14
OG0002267	21	18
OG0002268	21	19
OG0002269	41	38
OG0002270	13	11
OG0002271	12	9
OG0002272	21	18
OG0002273	40	38
OG0002274	17	14
OG0002275	18	14
OG0002276	19	16
OG0002277	19	16
OG0002278	22	21
OG0002279	17	10
OG0002280	21	16
OG0002281	16	12
OG0002282	17	11
OG0002283	18	15
OG0002284	17	15
OG0002285	26	24
OG0002286	28	27
OG0002287	17	13
OG0002288	19	18
OG0002289	15	14
OG0002290	20	16
OG0002291	27	23
OG0002292	12	10
OG0002293	17	13
OG0002294	19	14
OG0002295	16	11
OG0002296	29	27
OG0002297	30	27
OG0002298	42	42
OG0002299	32	27
OG0002300	39	34
OG0002301	34	34
OG0002302	48	48
OG0002303	48	48
OG0002304	48	48
OG0002305	48	48
OG0002306	43	38
OG0002307	47	47
OG0002308	48	48
OG0002309	34	29
OG0002310	36	34
OG0002311	29	26
OG0002312	19	16
OG0002313	26	12
OG0002314	23	19
OG0002315	22	21
OG0002316	15	12
OG0002317	14	12
OG0002318	19	14
OG0002319	17	10
OG0002320	19	19
OG0002321	23	22
OG0002322	14	7
OG0002323	23	16
OG0002324	17	11
OG0002325	18	16
OG0002326	18	14
OG0002327	14	11
OG0002328	14	10
OG0002329	16	13
OG0002330	18	17
OG0002331	16	13
OG0002332	15	10
OG0002333	25	24
OG0002334	20	20
OG0002335	23	19
OG0002336	16	15
OG0002337	12	10
OG0002338	23	18
OG0002339	15	12
OG0002340	17	12
OG0002341	20	15
OG0002342	20	16
OG0002343	15	15
OG0002344	13	10
OG0002345	25	21
OG0002346	19	16
OG0002347	15	11
OG0002348	16	15
OG0002349	9	7
OG0002350	19	14
OG0002351	31	30
OG0002352	21	20
OG0002353	24	22
OG0002354	9	6
OG0002355	17	12
OG0002356	16	14
OG0002357	20	18
OG0002358	16	13
OG0002359	19	18
OG0002360	22	22
OG0002361	17	17
OG0002362	13	11
OG0002363	16	13
OG0002364	21	17
OG0002365	35	33
OG0002366	13	10
OG0002367	8	6
OG0002368	17	15
OG0002369	19	12
OG0002370	22	19
OG0002371	15	12
OG0002372	12	9
OG0002373	16	11
OG0002374	16	12
OG0002375	24	23
OG0002376	20	18
OG0002377	18	12
OG0002378	19	17
OG0002379	18	17
OG0002380	19	16
OG0002381	44	44
OG0002382	43	42
OG0002383	35	34
OG0002384	30	28
OG0002385	21	16
OG0002386	45	45
OG0002387	43	42
OG0002388	47	47
OG0002389	47	47
OG0002390	47	47
OG0002391	47	47
OG0002392	47	47
OG0002393	46	46
OG0002394	46	46
OG0002395	22	17
OG0002396	16	12
OG0002397	29	24
OG0002398	15	14
OG0002399	18	15
OG0002400	13	11
OG0002401	17	15
OG0002402	22	18
OG0002403	28	26
OG0002404	21	17
OG0002405	16	13
OG0002406	16	11
OG0002407	17	13
OG0002408	20	18
OG0002409	12	9
OG0002410	19	16
OG0002411	17	16
OG0002412	16	10
OG0002413	7	6
OG0002414	15	13
OG0002415	13	12
OG0002416	19	15
OG0002417	21	16
OG0002418	15	12
OG0002419	12	10
OG0002420	15	14
OG0002421	9	9
OG0002422	19	15
OG0002423	21	17
OG0002424	19	16
OG0002425	16	6
OG0002426	13	8
OG0002427	13	7
OG0002428	23	22
OG0002429	16	12
OG0002430	26	22
OG0002431	21	20
OG0002432	14	12
OG0002433	18	15
OG0002434	21	21
OG0002435	27	26
OG0002436	16	14
OG0002437	23	20
OG0002438	18	17
OG0002439	21	21
OG0002440	24	21
OG0002441	18	14
OG0002442	13	9
OG0002443	19	13
OG0002444	9	7
OG0002445	24	24
OG0002446	19	12
OG0002447	11	6
OG0002448	15	11
OG0002449	13	7
OG0002450	16	14
OG0002451	16	13
OG0002452	19	17
OG0002453	23	23
OG0002454	16	14
OG0002455	20	19
OG0002456	12	10
OG0002457	15	6
OG0002458	34	31
OG0002459	20	19
OG0002460	40	38
OG0002461	11	8
OG0002462	20	13
OG0002463	45	45
OG0002464	23	18
OG0002465	23	16
OG0002466	25	21
OG0002467	20	17
OG0002468	45	45
OG0002469	38	38
OG0002470	42	42
OG0002471	43	42
OG0002472	43	43
OG0002473	46	46
OG0002474	45	45
OG0002475	46	46
OG0002476	7	6
OG0002477	18	16
OG0002478	19	16
OG0002479	23	19
OG0002480	21	19
OG0002481	14	12
OG0002482	16	12
OG0002483	26	26
OG0002484	23	20
OG0002485	45	45
OG0002486	20	16
OG0002487	20	18
OG0002488	38	36
OG0002489	16	11
OG0002490	19	17
OG0002491	18	16
OG0002492	17	15
OG0002493	12	7
OG0002494	16	11
OG0002495	24	20
OG0002496	17	14
OG0002497	14	11
OG0002498	30	27
OG0002499	16	16
OG0002500	14	11
OG0002501	23	20
OG0002502	22	16
OG0002503	21	16
OG0002504	15	9
OG0002505	15	8
OG0002506	16	15
OG0002507	13	10
OG0002508	18	17
OG0002509	18	16
OG0002510	18	17
OG0002511	13	11
OG0002512	18	17
OG0002513	37	35
OG0002514	17	12
OG0002515	13	12
OG0002516	15	13
OG0002517	16	16
OG0002518	22	22
OG0002519	17	12
OG0002520	16	13
OG0002521	23	21
OG0002522	18	16
OG0002523	16	14
OG0002524	16	12
OG0002525	16	12
OG0002526	25	25
OG0002527	18	16
OG0002528	21	21
OG0002529	20	18
OG0002530	15	14
OG0002531	16	15
OG0002532	19	14
OG0002533	14	11
OG0002534	21	21
OG0002535	22	19
OG0002536	13	11
OG0002537	16	14
OG0002538	11	11
OG0002539	22	18
OG0002540	15	14
OG0002541	14	9
OG0002542	11	6
OG0002543	21	16
OG0002544	17	13
OG0002545	16	13
OG0002546	37	37
OG0002547	16	14
OG0002548	14	14
OG0002549	23	18
OG0002550	22	19
OG0002551	13	10
OG0002552	16	13
OG0002553	18	15
OG0002554	19	17
OG0002555	15	10
OG0002556	27	27
OG0002557	12	12
OG0002558	13	11
OG0002559	18	16
OG0002560	23	17
OG0002561	20	18
OG0002562	18	16
OG0002563	14	10
OG0002564	17	16
OG0002565	17	16
OG0002566	22	17
OG0002567	21	18
OG0002568	21	18
OG0002569	17	14
OG0002570	17	13
OG0002571	17	15
OG0002572	15	9
OG0002573	23	19
OG0002574	24	21
OG0002575	26	13
OG0002576	17	12
OG0002577	38	35
OG0002578	33	30
OG0002579	20	20
OG0002580	44	44
OG0002581	29	29
OG0002582	29	28
OG0002583	45	45
OG0002584	45	45
OG0002585	41	36
OG0002586	43	43
OG0002587	11	9
OG0002588	43	43
OG0002589	13	12
OG0002590	13	11
OG0002591	34	32
OG0002592	21	19
OG0002593	17	13
OG0002594	12	10
OG0002595	17	14
OG0002596	33	31
OG0002597	25	16
OG0002598	10	8
OG0002599	13	11
OG0002600	16	13
OG0002601	12	10
OG0002602	15	12
OG0002603	14	6
OG0002604	26	23
OG0002605	14	9
OG0002606	29	23
OG0002607	15	13
OG0002608	17	16
OG0002609	15	14
OG0002610	15	14
OG0002611	17	15
OG0002612	20	18
OG0002613	27	21
OG0002614	19	18
OG0002615	18	17
OG0002616	17	11
OG0002617	21	20
OG0002618	17	13
OG0002619	12	3
OG0002620	14	14
OG0002621	23	22
OG0002622	20	18
OG0002623	15	11
OG0002624	16	13
OG0002625	23	22
