Orthogroup	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
OG0100208																				SACKO_09384				
OG0100209																				SACKO_09385				
OG0100210																				SACKO_09391				
OG0100211																				SACKO_09392				
OG0100212																				SACKO_09393				
OG0100213																				SACKO_09395				
OG0100214																				SACKO_09398				
OG0100215																				SACKO_09400				
OG0100216																				SACKO_09404				
OG0100217																				SACKO_09405				
OG0100218																				SACKO_09413				
OG0100219																				SACKO_09414				
OG0100220																				SACKO_09421				
OG0100221																				SACKO_09423				
OG0100222																				SACKO_09427				
OG0100223																				SACKO_09428				
OG0100224																				SACKO_09429				
OG0100225																				SACKO_09436				
OG0100226																				SACKO_09456				
OG0100227																				SACKO_09457				
OG0100228																				SACKO_09462				
OG0100229																				SACKO_09467				
OG0100230																				SACKO_09470				
OG0100231																				SACKO_09472				
OG0100232																				SACKO_09473				
OG0100233																				SACKO_09477				
OG0100234																				SACKO_09484				
OG0100235																				SACKO_09488				
OG0100236																				SACKO_09496				
OG0100237																				SACKO_09497				
OG0100238																				SACKO_09499				
OG0100239																				SACKO_09500				
OG0100240																				SACKO_09509				
OG0100241																				SACKO_09517				
OG0100242																				SACKO_09519				
OG0100243																				SACKO_09522				
OG0100244																				SACKO_09525				
OG0100245																				SACKO_09528				
OG0100246																				SACKO_09537				
OG0100247																				SACKO_09538				
OG0100248																				SACKO_09546				
OG0100249																				SACKO_09548				
OG0100250																				SACKO_09555				
OG0100251																				SACKO_09570				
OG0100252																				SACKO_09571				
OG0100253																				SACKO_09573				
OG0100254																				SACKO_09577				
OG0100255																				SACKO_09582				
OG0100256																				SACKO_09596				
OG0100257																				SACKO_09598				
OG0100258																				SACKO_09610				
OG0100259																				SACKO_09613				
OG0100260																				SACKO_09625				
OG0100261																				SACKO_09627				
OG0100262																				SACKO_09630				
OG0100263																				SACKO_09631				
OG0100264																				SACKO_09637				
OG0100265																				SACKO_09642				
OG0100266																				SACKO_09644				
OG0100267																				SACKO_09645				
OG0100268																				SACKO_09647				
OG0100269																				SACKO_09657				
OG0100270																				SACKO_09660				
OG0100271																				SACKO_09662				
OG0100272																				SACKO_09663				
OG0100273																				SACKO_09665				
OG0100274																				SACKO_09667				
OG0100275																				SACKO_09671				
OG0100276																				SACKO_09672				
OG0100277																				SACKO_09676				
OG0100278																				SACKO_09678				
OG0100279																				SACKO_09690				
OG0100280																				SACKO_09701				
OG0100281																				SACKO_09707				
OG0100282																				SACKO_09711				
OG0100283																				SACKO_09723				
OG0100284																				SACKO_09728				
OG0100285																				SACKO_09730				
OG0100286																				SACKO_09742				
OG0100287																				SACKO_09754				
OG0100288																				SACKO_09758				
OG0100289																				SACKO_09789				
OG0100290																				SACKO_09794				
OG0100291																				SACKO_09802				
OG0100292																				SACKO_09807				
OG0100293																				SACKO_09808				
OG0100294																				SACKO_09825				
OG0100295																				SACKO_09826				
OG0100296																				SACKO_09831				
OG0100297																				SACKO_09832				
OG0100298																				SACKO_09833				
OG0100299																				SACKO_09846				
OG0100300																				SACKO_09848				
OG0100301																				SACKO_09849				
OG0100302																				SACKO_09854				
OG0100303																				SACKO_09855				
OG0100304																				SACKO_09856				
OG0100305																				SACKO_09860				
OG0100306																				SACKO_09863				
OG0100307																				SACKO_09878				
OG0100308																				SACKO_09889				
OG0100309																				SACKO_09890				
OG0100310																				SACKO_09891				
OG0100311																				SACKO_09892				
OG0100312																				SACKO_09895				
OG0100313																				SACKO_09897				
OG0100314																				SACKO_09898				
OG0100315																				SACKO_09900				
OG0100316																				SACKO_09904				
OG0100317																				SACKO_09905				
OG0100318																				SACKO_09907				
OG0100319																				SACKO_09914				
OG0100320																				SACKO_09915				
OG0100321																				SACKO_09917				
OG0100322																				SACKO_09920				
OG0100323																				SACKO_09921				
OG0100324																				SACKO_09924				
OG0100325																				SACKO_09933				
OG0100326																				SACKO_09936				
OG0100327																				SACKO_09939				
OG0100328																				SACKO_09943				
OG0100329																				SACKO_09944				
OG0100330																				SACKO_09950				
OG0100331																				SACKO_09952				
OG0100332																				SACKO_09954				
OG0100333																				SACKO_09955				
OG0100334																				SACKO_09966				
OG0100335																				SACKO_09967				
OG0100336																				SACKO_09968				
OG0100337																				SACKO_09978				
OG0100338																				SACKO_09982				
OG0100339																				SACKO_09989				
OG0100340																				SACKO_09991				
OG0100341																				SACKO_10002				
OG0100342																				SACKO_10017				
OG0100343																				SACKO_10022				
OG0100344																				SACKO_10024				
OG0100345																				SACKO_10028				
OG0100346																				SACKO_10030				
OG0100347																				SACKO_10038				
OG0100348																				SACKO_10041				
OG0100349																				SACKO_10045				
OG0100350																				SACKO_10046				
OG0100351																				SACKO_10054				
OG0100352																				SACKO_10056				
OG0100353																				SACKO_10060				
OG0100354																				SACKO_10063				
OG0100355																				SACKO_10068				
OG0100356																				SACKO_10069				
OG0100357																				SACKO_10070				
OG0100358																				SACKO_10071				
OG0100359																				SACKO_10072				
OG0100360																				SACKO_10073				
OG0100361																				SACKO_10074				
OG0100362																				SACKO_10075				
OG0100363																				SACKO_10077				
OG0100364																				SACKO_10078				
OG0100365																				SACKO_10079				
OG0100366																				SACKO_10080				
OG0100367																				SACKO_10081				
OG0100368																				SACKO_10082				
OG0100369																				SACKO_10083				
OG0100370																				SACKO_10085				
OG0100371																				SACKO_10086				
OG0100372																				SACKO_10087				
OG0100373																				SACKO_10089				
OG0100374																				SACKO_10091				
OG0100375																				SACKO_10092				
OG0100376																				SACKO_10093				
OG0100377																				SACKO_10094				
OG0100378																				SACKO_10095				
OG0100379																				SACKO_10096				
OG0100380																				SACKO_10098				
OG0100381																				SACKO_10099				
OG0100382																				SACKO_10100				
OG0100383																				SACKO_10102				
OG0100384																				SACKO_10103				
OG0100385																				SACKO_10105				
OG0100386																				SACKO_10109				
OG0100387																				SACKO_10111				
OG0100388																				SACKO_10112				
OG0100389																				SACKO_10113				
OG0100390																				SACKO_10114				
OG0100391																				SACKO_10115				
OG0100392																				SACKO_10116				
OG0100393																				SACKO_10119				
OG0100394																				SACKO_10122				
OG0100395																				SACKO_10124				
OG0100396																				SACKO_10125				
OG0100397																				SACKO_10126				
OG0100398																				SACKO_10129				
OG0100399																				SACKO_10134				
OG0100400																				SACKO_10139				
OG0100401																				SACKO_10141				
OG0100402																				SACKO_10144				
OG0100403																				SACKO_10147				
OG0100404																				SACKO_10148				
OG0100405																				SACKO_10149				
OG0100406																				SACKO_10166				
OG0100407																				SACKO_10175				
OG0100408																				SACKO_10183				
OG0100409																				SACKO_10190				
OG0100410																				SACKO_10192				
OG0100411																				SACKO_10193				
OG0100412																				SACKO_10198				
OG0100413																				SACKO_10203				
OG0100414																				SACKO_10204				
OG0100415																				SACKO_10206				
OG0100416																				SACKO_10216				
OG0100417																				SACKO_10218				
OG0100418																				SACKO_10225				
OG0100419																				SACKO_10235				
OG0100420																				SACKO_10238				
OG0100421																				SACKO_10240				
OG0100422																				SACKO_10245				
OG0100423																				SACKO_10251				
OG0100424																				SACKO_10254				
OG0100425																				SACKO_10262				
OG0100426																				SACKO_10265				
OG0100427																				SACKO_10269				
OG0100428																				SACKO_10274				
OG0100429																				SACKO_10289				
OG0100430																				SACKO_10295				
OG0100431																				SACKO_10306				
OG0100432																				SACKO_10307				
OG0100433																				SACKO_10316				
OG0100434																				SACKO_10322				
OG0100435																				SACKO_10323				
OG0100436																				SACKO_10327				
OG0100437																				SACKO_10350				
OG0100438																				SACKO_10352				
OG0100439																				SACKO_10360				
OG0100440																				SACKO_10365				
OG0100441																				SACKO_10369				
OG0100442																				SACKO_10378				
OG0100443																				SACKO_10384				
OG0100444																				SACKO_10387				
OG0100445																				SACKO_10390				
OG0100446																				SACKO_10392				
OG0100447																				SACKO_10393				
OG0100448																				SACKO_10400				
OG0100449																				SACKO_10402				
OG0100450																				SACKO_10404				
OG0100451																				SACKO_10405				
OG0100452																				SACKO_10406				
OG0100453																				SACKO_10408				
OG0100454																				SACKO_10413				
OG0100455																				SACKO_10417				
OG0100456																				SACKO_10419				
OG0100457																				SACKO_10420				
OG0100458																				SACKO_10428				
OG0100459																				SACKO_10431				
OG0100460																				SACKO_10435				
OG0100461																				SACKO_10444				
OG0100462																				SACKO_10448				
OG0100463																				SACKO_10458				
OG0100464																				SACKO_10466				
OG0100465																				SACKO_10472				
OG0100466																				SACKO_10475				
OG0100467																				SACKO_10484				
OG0100468																				SACKO_10488				
OG0100469																				SACKO_10493				
OG0100470																				SACKO_10494				
OG0100471																				SACKO_10496				
OG0100472																				SACKO_10497				
OG0100473																				SACKO_10499				
OG0100474																				SACKO_10500				
OG0100475																				SACKO_10503				
OG0100476																				SACKO_10509				
OG0100477																				SACKO_10510				
OG0100478																				SACKO_10511				
OG0100479																				SACKO_10512				
OG0100480																				SACKO_10517				
OG0100481																				SACKO_10521				
OG0100482																				SACKO_10533				
OG0100483																				SACKO_10549				
OG0100484																				SACKO_10556				
OG0100485																				SACKO_10559				
OG0100486																				SACKO_10561				
OG0100487																				SACKO_10564				
OG0100488																				SACKO_10568				
OG0100489																				SACKO_10571				
OG0100490																				SACKO_10574				
OG0100491																				SACKO_10579				
OG0100492																				SACKO_10594				
OG0100493																				SACKO_10596				
OG0100494																				SACKO_10597				
OG0100495																				SACKO_10598				
OG0100496																				SACKO_10599				
OG0100497																				SACKO_10610				
OG0100498																				SACKO_10612				
OG0100499																				SACKO_10615				
OG0100500																				SACKO_10625				
OG0100501																				SACKO_10630				
OG0100502																				SACKO_10638				
OG0100503																				SACKO_10649				
OG0100504																				SACKO_10658				
OG0100505																				SACKO_10659				
OG0100506																				SACKO_10660				
OG0100507																				SACKO_10661				
OG0100508																				SACKO_10664				
OG0100509																				SACKO_10665				
OG0100510																				SACKO_10666				
OG0100511																				SACKO_10671				
OG0100512																				SACKO_10673				
OG0100513																				SACKO_10677				
OG0100514																				SACKO_10686				
OG0100515																				SACKO_10694				
OG0100516																				SACKO_10695				
OG0100517																				SACKO_10696				
OG0100518																				SACKO_10700				
OG0100519																				SACKO_10701				
OG0100520																				SACKO_10710				
OG0100521																				SACKO_10724				
OG0100522																				SACKO_10732				
OG0100523																				SACKO_10744				
OG0100524																				SACKO_10751				
OG0100525																				SACKO_10763				
OG0100526																				SACKO_10768				
OG0100527																				SACKO_10777				
OG0100528																				SACKO_10780				
OG0100529																				SACKO_10787				
OG0100530																				SACKO_10788				
OG0100531																				SACKO_10792				
OG0100532																				SACKO_10805				
OG0100533																				SACKO_10809				
OG0100534																				SACKO_10817				
OG0100535																				SACKO_10821				
OG0100536																				SACKO_10822				
OG0100537																				SACKO_10823				
OG0100538																				SACKO_10826				
OG0100539																				SACKO_10832				
OG0100540																				SACKO_10844				
OG0100541																				SACKO_10850				
OG0100542																				SACKO_10852				
OG0100543																				SACKO_10854				
OG0100544																				SACKO_10860				
OG0100545																				SACKO_10869				
OG0100546																				SACKO_10875				
OG0100547																				SACKO_10876				
OG0100548																				SACKO_10889				
OG0100549																				SACKO_10890				
OG0100550																				SACKO_10891				
OG0100551																				SACKO_10893				
OG0100552																				SACKO_10894				
OG0100553																				SACKO_10898				
OG0100554																				SACKO_10900				
OG0100555																				SACKO_10905				
OG0100556																				SACKO_10906				
OG0100557																				SACKO_10931				
OG0100558																				SACKO_10935				
OG0100559																				SACKO_10936				
OG0100560																				SACKO_10941				
OG0100561																				SACKO_10943				
OG0100562																				SACKO_10944				
OG0100563																				SACKO_10950				
OG0100564																				SACKO_10951				
OG0100565																				SACKO_10955				
OG0100566																				SACKO_10961				
OG0100567																				SACKO_10971				
OG0100568																				SACKO_10980				
OG0100569																				SACKO_10983				
OG0100570																				SACKO_10985				
OG0100571																				SACKO_10987				
OG0100572																				SACKO_10988				
OG0100573																				SACKO_10989				
OG0100574																				SACKO_10991				
OG0100575																				SACKO_10992				
OG0100576																				SACKO_10993				
OG0100577																				SACKO_10997				
OG0100578																				SACKO_11001				
OG0100579																				SACKO_11004				
OG0100580																				SACKO_11008				
OG0100581																				SACKO_11014				
OG0100582																				SACKO_11033				
OG0100583																				SACKO_11040				
OG0100584																				SACKO_11049				
OG0100585																				SACKO_11055				
OG0100586																				SACKO_11090				
OG0100587																				SACKO_11095				
OG0100588																				SACKO_11097				
OG0100589																				SACKO_11099				
OG0100590																				SACKO_11102				
OG0100591																				SACKO_11104				
OG0100592																				SACKO_11108				
OG0100593																				SACKO_11110				
OG0100594																				SACKO_11111				
OG0100595																				SACKO_11112				
OG0100596																				SACKO_11115				
OG0100597																				SACKO_11117				
OG0100598																				SACKO_11136				
OG0100599																				SACKO_11146				
OG0100600																				SACKO_11148				
OG0100601																				SACKO_11159				
OG0100602																				SACKO_11166				
OG0100603																				SACKO_11167				
OG0100604																				SACKO_11168				
OG0100605																				SACKO_11176				
OG0100606																				SACKO_11177				
OG0100607																				SACKO_11178				
OG0100608																				SACKO_11179				
OG0100609																				SACKO_11180				
OG0100610																				SACKO_11198				
OG0100611																				SACKO_11199				
OG0100612																				SACKO_11206				
OG0100613																				SACKO_11207				
OG0100614																				SACKO_11208				
OG0100615																				SACKO_11209				
OG0100616																				SACKO_11210				
OG0100617																				SACKO_11211				
OG0100618																				SACKO_11214				
OG0100619																				SACKO_11221				
OG0100620																				SACKO_11231				
OG0100621																				SACKO_11236				
OG0100622																				SACKO_11239				
OG0100623																				SACKO_11241				
OG0100624																				SACKO_11243				
OG0100625																				SACKO_11249				
OG0100626																				SACKO_11251				
OG0100627																				SACKO_11253				
OG0100628																				SACKO_11256				
OG0100629																				SACKO_11257				
OG0100630																				SACKO_11261				
OG0100631																				SACKO_11267				
OG0100632																				SACKO_11269				
OG0100633																				SACKO_11272				
OG0100634																				SACKO_11274				
OG0100635																				SACKO_11276				
OG0100636																				SACKO_11280				
OG0100637																				SACKO_11283				
OG0100638																				SACKO_11290				
OG0100639																				SACKO_11294				
OG0100640																				SACKO_11296				
OG0100641																				SACKO_11297				
OG0100642																				SACKO_11298				
OG0100643																				SACKO_11300				
OG0100644																				SACKO_11302				
OG0100645																				SACKO_11307				
OG0100646																				SACKO_11308				
OG0100647																				SACKO_11310				
OG0100648																				SACKO_11312				
OG0100649																				SACKO_11313				
OG0100650																				SACKO_11318				
OG0100651																				SACKO_11333				
OG0100652																				SACKO_11347				
OG0100653																				SACKO_11357				
OG0100654																				SACKO_11361				
OG0100655																				SACKO_11365				
OG0100656																				SACKO_11368				
OG0100657																				SACKO_11372				
OG0100658																				SACKO_11381				
OG0100659																				SACKO_11391				
OG0100660																				SACKO_11401				
OG0100661																				SACKO_11405				
OG0100662																				SACKO_11412				
OG0100663																				SACKO_11414				
OG0100664																				SACKO_11415				
OG0100665																				SACKO_11421				
OG0100666																				SACKO_11436				
OG0100667																				SACKO_11438				
OG0100668																				SACKO_11444				
OG0100669																				SACKO_11445				
OG0100670																				SACKO_11446				
OG0100671																				SACKO_11460				
OG0100672																				SACKO_11466				
OG0100673																				SACKO_11481				
OG0100674																				SACKO_11483				
OG0100675																				SACKO_11501				
OG0100676																				SACKO_11504				
OG0100677																				SACKO_11509				
OG0100678																				SACKO_11510				
OG0100679																				SACKO_11511				
OG0100680																				SACKO_11512				
OG0100681																				SACKO_11515				
OG0100682																				SACKO_11516				
OG0100683																				SACKO_11526				
OG0100684																				SACKO_11543				
OG0100685																				SACKO_11547				
OG0100686																				SACKO_11562				
OG0100687																				SACKO_11563				
OG0100688																				SACKO_11581				
OG0100689																				SACKO_11584				
OG0100690																				SACKO_11585				
OG0100691																				SACKO_11587				
OG0100692																				SACKO_11592				
OG0100693																				SACKO_11593				
OG0100694																				SACKO_11594				
OG0100695																				SACKO_11595				
OG0100696																				SACKO_11596				
OG0100697																				SACKO_11597				
OG0100698																				SACKO_11598				
OG0100699																				SACKO_11600				
OG0100700																				SACKO_11601				
OG0100701																				SACKO_11605				
OG0100702																				SACKO_11615				
OG0100703																				SACKO_11617				
OG0100704																				SACKO_11624				
OG0100705																				SACKO_11625				
OG0100706																				SACKO_11630				
OG0100707																				SACKO_11634				
OG0100708																				SACKO_11638				
OG0100709																				SACKO_11642				
OG0100710																				SACKO_11643				
OG0100711																				SACKO_11648				
OG0100712																				SACKO_11649				
OG0100713																				SACKO_11656				
OG0100714																				SACKO_11657				
OG0100715																				SACKO_11663				
OG0100716																				SACKO_11664				
OG0100717																				SACKO_11666				
OG0100718																				SACKO_11674				
OG0100719																				SACKO_11680				
OG0100720																				SACKO_11684				
OG0100721																				SACKO_11686				
OG0100722																				SACKO_11690				
OG0100723																				SACKO_11697				
OG0100724																				SACKO_11700				
OG0100725																				SACKO_11707				
OG0100726																				SACKO_11716				
OG0100727																				SACKO_11719				
OG0100728																				SACKO_11722				
OG0100729																				SACKO_11725				
OG0100730																				SACKO_11733				
OG0100731																				SACKO_11742				
OG0100732																				SACKO_11743				
OG0100733																				SACKO_11748				
OG0100734																				SACKO_11749				
OG0100735																				SACKO_11750				
OG0100736																				SACKO_11761				
OG0100737																				SACKO_11762				
OG0100738																				SACKO_11770				
OG0100739																				SACKO_11773				
OG0100740																				SACKO_11789				
OG0100741																				SACKO_11794				
OG0100742																				SACKO_11805				
OG0100743																				SACKO_11808				
OG0100744																				SACKO_11813				
OG0100745																				SACKO_11816				
OG0100746																				SACKO_11822				
OG0100747																				SACKO_11828				
OG0100748																				SACKO_11833				
OG0100749																				SACKO_11835				
OG0100750																				SACKO_11840				
OG0100751																				SACKO_11844				
OG0100752																				SACKO_11850				
OG0100753																				SACKO_11851				
OG0100754																				SACKO_11859				
OG0100755																				SACKO_11867				
OG0100756																				SACKO_11869				
OG0100757																				SACKO_11872				
OG0100758																				SACKO_11873				
OG0100759																				SACKO_11875				
OG0100760																				SACKO_11880				
OG0100761																				SACKO_11891				
OG0100762																				SACKO_11893				
OG0100763																				SACKO_11894				
OG0100764																				SACKO_11896				
OG0100765																				SACKO_11901				
OG0100766																				SACKO_11903				
OG0100767																				SACKO_11905				
OG0100768																				SACKO_11906				
OG0100769																				SACKO_11907				
OG0100770																				SACKO_11909				
OG0100771																				SACKO_11912				
OG0100772																				SACKO_11914				
OG0100773																				SACKO_11915				
OG0100774																				SACKO_11924				
OG0100775																				SACKO_11928				
OG0100776																				SACKO_11929				
OG0100777																				SACKO_11932				
OG0100778																				SACKO_11933				
OG0100779																				SACKO_11948				
OG0100780																				SACKO_11961				
OG0100781																				SACKO_11963				
OG0100782																				SACKO_11972				
OG0100783																				SACKO_11976				
OG0100784																				SACKO_11983				
OG0100785																				SACKO_11984				
OG0100786																				SACKO_11985				
OG0100787																				SACKO_11989				
OG0100788																				SACKO_11997				
OG0100789																				SACKO_12005				
OG0100790																				SACKO_12006				
OG0100791																				SACKO_12008				
OG0100792																				SACKO_12012				
OG0100793																				SACKO_12019				
OG0100794																				SACKO_12023				
OG0100795																				SACKO_12024				
OG0100796																				SACKO_12032				
OG0100797																				SACKO_12048				
OG0100798																				SACKO_12050				
OG0100799																				SACKO_12052				
OG0100800																				SACKO_12053				
OG0100801																				SACKO_12059				
OG0100802																				SACKO_12061				
OG0100803																				SACKO_12066				
OG0100804																				SACKO_12070				
OG0100805																				SACKO_12087				
OG0100806																				SACKO_12090				
OG0100807																				SACKO_12091				
OG0100808																				SACKO_12093				
OG0100809																				SACKO_12098				
OG0100810																				SACKO_12106				
OG0100811																				SACKO_12107				
OG0100812																				SACKO_12110				
OG0100813																				SACKO_12117				
OG0100814																				SACKO_12134				
OG0100815																				SACKO_12136				
OG0100816																				SACKO_12137				
OG0100817																				SACKO_12138				
OG0100818																				SACKO_12142				
OG0100819																				SACKO_12143				
OG0100820																				SACKO_12144				
OG0100821																				SACKO_12146				
OG0100822																				SACKO_12147				
OG0100823																				SACKO_12148				
OG0100824																				SACKO_12150				
OG0100825																				SACKO_12155				
OG0100826																				SACKO_12157				
OG0100827																				SACKO_12161				
OG0100828																				SACKO_12162				
OG0100829																				SACKO_12163				
OG0100830																				SACKO_12164				
OG0100831																				SACKO_12175				
OG0100832																				SACKO_12176				
OG0100833																				SACKO_12177				
OG0100834																				SACKO_12181				
OG0100835																				SACKO_12186				
OG0100836																				SACKO_12187				
OG0100837																				SACKO_12189				
OG0100838																				SACKO_12193				
OG0100839																				SACKO_12204				
OG0100840																				SACKO_12220				
OG0100841																				SACKO_12222				
OG0100842																				SACKO_12225				
OG0100843																				SACKO_12226				
OG0100844																				SACKO_12227				
OG0100845																				SACKO_12228				
OG0100846																				SACKO_12229				
OG0100847																				SACKO_12230				
OG0100848																				SACKO_12237				
OG0100849																				SACKO_12246				
OG0100850																				SACKO_12247				
OG0100851																				SACKO_12253				
OG0100852																				SACKO_12254				
OG0100853																				SACKO_12261				
OG0100854																				SACKO_12268				
OG0100855																				SACKO_12270				
OG0100856																				SACKO_12278				
OG0100857																				SACKO_12282				
OG0100858																				SACKO_12291				
OG0100859																				SACKO_12292				
OG0100860																				SACKO_12293				
OG0100861																				SACKO_12294				
OG0100862																				SACKO_12305				
OG0100863																				SACKO_12307				
OG0100864																				SACKO_12309				
OG0100865																				SACKO_12310				
OG0100866																				SACKO_12312				
OG0100867																				SACKO_12313				
OG0100868																				SACKO_12314				
OG0100869																				SACKO_12321				
OG0100870																				SACKO_12322				
OG0100871																				SACKO_12323				
OG0100872																				SACKO_12327				
OG0100873																				SACKO_12329				
OG0100874																				SACKO_12330				
OG0100875																				SACKO_12333				
OG0100876																				SACKO_12334				
OG0100877																				SACKO_12336				
OG0100878																				SACKO_12338				
OG0100879																				SACKO_12339				
OG0100880																				SACKO_12340				
OG0100881																				SACKO_12341				
OG0100882																				SACKO_12342				
OG0100883																				SACKO_12343				
OG0100884																				SACKO_12349				
OG0100885																				SACKO_12350				
OG0100886																				SACKO_12366				
OG0100887																				SACKO_12371				
OG0100888																				SACKO_12373				
OG0100889																				SACKO_12374				
OG0100890																				SACKO_12375				
OG0100891																				SACKO_12376				
OG0100892																				SACKO_12377				
OG0100893																				SACKO_12379				
OG0100894																				SACKO_12381				
OG0100895																				SACKO_12382				
OG0100896																				SACKO_12385				
OG0100897																				SACKO_12386				
OG0100898																				SACKO_12387				
OG0100899																				SACKO_12390				
OG0100900																				SACKO_12393				
OG0100901																				SACKO_12394				
OG0100902																				SACKO_12402				
OG0100903																				SACKO_12410				
OG0100904																				SACKO_12414				
OG0100905																				SACKO_12423				
OG0100906																				SACKO_12425				
OG0100907																				SACKO_12426				
OG0100908																				SACKO_12429				
OG0100909																				SACKO_12444				
OG0100910																				SACKO_12445				
OG0100911																				SACKO_12450				
OG0100912																				SACKO_12456				
OG0100913																				SACKO_12457				
OG0100914																				SACKO_12470				
OG0100915																				SACKO_12480				
OG0100916																				SACKO_12485				
OG0100917																				SACKO_12486				
OG0100918																				SACKO_12487				
OG0100919																				SACKO_12491				
OG0100920																				SACKO_12492				
OG0100921																				SACKO_12496				
OG0100922																				SACKO_12510				
OG0100923																				SACKO_12511				
OG0100924																				SACKO_12513				
OG0100925																				SACKO_12514				
OG0100926																				SACKO_12516				
OG0100927																				SACKO_12517				
OG0100928																				SACKO_12518				
OG0100929																				SACKO_12522				
OG0100930																				SACKO_12523				
OG0100931																				SACKO_12524				
OG0100932																				SACKO_12525				
OG0100933																				SACKO_12526				
OG0100934																				SACKO_12530				
OG0100935																				SACKO_12531				
OG0100936																				SACKO_12562				
OG0100937																				SACKO_12567				
OG0100938																				SACKO_12570				
OG0100939																				SACKO_12583				
OG0100940																				SACKO_12587				
OG0100941																				SACKO_12591				
OG0100942																				SACKO_12592				
OG0100943																				SACKO_12593				
OG0100944																				SACKO_12595				
OG0100945																				SACKO_12601				
OG0100946																				SACKO_12602				
OG0100947																				SACKO_12603				
OG0100948																				SACKO_12606				
OG0100949																				SACKO_12610				
OG0100950																				SACKO_12614				
OG0100951																				SACKO_12618				
OG0100952																				SACKO_12619				
OG0100953																				SACKO_12637				
OG0100954																				SACKO_12654				
OG0100955																				SACKO_12659				
OG0100956																				SACKO_12660				
OG0100957																				SACKO_12665				
OG0100958																				SACKO_12666				
OG0100959																				SACKO_12667				
OG0100960																				SACKO_12668				
OG0100961																				SACKO_12669				
OG0100962																				SACKO_12673				
OG0100963																				SACKO_12674				
OG0100964																				SACKO_12675				
OG0100965																				SACKO_12680				
OG0100966																				SACKO_12684				
OG0100967																				SACKO_12688				
OG0100968																				SACKO_12689				
OG0100969																				SACKO_12692				
OG0100970																				SACKO_12694				
OG0100971																				SACKO_12695				
OG0100972																				SACKO_12698				
OG0100973																				SACKO_12701				
OG0100974																				SACKO_12702				
OG0100975																				SACKO_12703				
OG0100976																				SACKO_12704				
OG0100977																				SACKO_12705				
OG0100978																				SACKO_12706				
OG0100979																				SACKO_12707				
OG0100980																				SACKO_12709				
OG0100981																				SACKO_12710				
OG0100982																				SACKO_12712				
OG0100983																				SACKO_12714				
OG0100984																				SACKO_12715				
OG0100985																				SACKO_12722				
OG0100986																				SACKO_12730				
OG0100987																				SACKO_12731				
OG0100988																				SACKO_12734				
OG0100989																				SACKO_12738				
OG0100990																				SACKO_12741				
OG0100991																				SACKO_12742				
OG0100992																				SACKO_12748				
OG0100993																				SACKO_12751				
OG0100994																				SACKO_12754				
OG0100995																				SACKO_12758				
OG0100996																				SACKO_12760				
OG0100997																				SACKO_12761				
OG0100998																				SACKO_12763				
OG0100999																				SACKO_12764				
OG0101000																				SACKO_12765				
OG0101001																				SACKO_12767				
OG0101002																				SACKO_12771				
OG0101003																				SACKO_12772				
OG0101004																				SACKO_12775				
OG0101005																				SACKO_12780				
OG0101006																				SACKO_12786				
OG0101007																				SACKO_12795				
OG0101008																				SACKO_12796				
OG0101009																				SACKO_12799				
OG0101010																				SACKO_12804				
OG0101011																				SACKO_12805				
OG0101012																				SACKO_12821				
OG0101013																				SACKO_12835				
OG0101014																				SACKO_12856				
OG0101015																				SACKO_12858				
OG0101016																				SACKO_12862				
OG0101017																				SACKO_12869				
OG0101018																				SACKO_12871				
OG0101019																				SACKO_12884				
OG0101020																				SACKO_12898				
OG0101021																				SACKO_12904				
OG0101022																				SACKO_12905				
OG0101023																				SACKO_12907				
OG0101024																				SACKO_12913				
OG0101025																				SACKO_12915				
OG0101026																				SACKO_12923				
OG0101027																				SACKO_12924				
OG0101028																				SACKO_12940				
OG0101029																				SACKO_12942				
OG0101030																				SACKO_12946				
OG0101031																				SACKO_12947				
OG0101032																				SACKO_12949				
OG0101033																				SACKO_12950				
OG0101034																				SACKO_12951				
OG0101035																				SACKO_12953				
OG0101036																				SACKO_12954				
OG0101037																				SACKO_12958				
OG0101038																				SACKO_12971				
OG0101039																				SACKO_12974				
OG0101040																				SACKO_12975				
OG0101041																				SACKO_12978				
OG0101042																				SACKO_12979				
OG0101043																				SACKO_12982				
OG0101044																				SACKO_13009				
OG0101045																				SACKO_13017				
OG0101046																				SACKO_13020				
OG0101047																				SACKO_13021				
OG0101048																				SACKO_13023				
OG0101049																				SACKO_13026				
OG0101050																				SACKO_13036				
OG0101051																				SACKO_13037				
OG0101052																				SACKO_13042				
OG0101053																				SACKO_13043				
OG0101054																				SACKO_13054				
OG0101055																				SACKO_13055				
OG0101056																				SACKO_13061				
OG0101057																				SACKO_13067				
OG0101058																				SACKO_13069				
OG0101059																				SACKO_13076				
OG0101060																				SACKO_13080				
OG0101061																				SACKO_13082				
OG0101062																				SACKO_13087				
OG0101063																				SACKO_13089				
OG0101064																				SACKO_13090				
OG0101065																				SACKO_13093				
OG0101066																				SACKO_13096				
OG0101067																				SACKO_13099				
OG0101068																				SACKO_13106				
OG0101069																				SACKO_13129				
OG0101070																				SACKO_13131				
OG0101071																				SACKO_13148				
