Orthogroup	CAEEL	PFLAV
OG0001268	CAEEL11342	TCONS_00029161.p1, TCONS_00047925.p1, TCONS_00047938.p1
OG0001270	CAEEL01959	TCONS_00014047.p1, TCONS_00047799.p1, TCONS_00012405.p1
OG0001271	CAEEL08717, CAEEL00634	TCONS_00055883.p1
OG0001272	CAEEL07720, CAEEL09293	TCONS_00006736.p1
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	TCONS_00016722.p1
OG0001278	CAEEL20013	TCONS_00017721.p1
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	TCONS_00010827.p1, TCONS_00009545.p1
OG0001280	CAEEL00726	TCONS_00028312.p1
OG0001281	CAEEL05459	TCONS_00010045.p1
OG0001282	CAEEL04296	TCONS_00036586.p1
OG0001284	CAEEL08223	TCONS_00055451.p1
OG0001284	CAEEL01272	TCONS_00029573.p1
OG0001285	CAEEL06501	TCONS_00026447.p1
OG0001286	CAEEL20246	TCONS_00025745.p1, TCONS_00025785.p1
OG0001287	CAEEL16475	TCONS_00043263.p1
OG0001288	CAEEL18355	TCONS_00021084.p1, TCONS_00029023.p1, TCONS_00029024.p1, TCONS_00029022.p1, TCONS_00036487.p1, TCONS_00029019.p1
OG0001289	CAEEL10515	TCONS_00018843.p1, TCONS_00016858.p1
OG0001290	CAEEL12279	TCONS_00028859.p1
OG0001291	CAEEL11483	TCONS_00031080.p1
OG0001292	CAEEL07942	TCONS_00057250.p1
OG0001293	CAEEL07048	TCONS_00005640.p1
OG0001294	CAEEL15893	TCONS_00009763.p1
OG0001296	CAEEL00003, CAEEL14758	TCONS_00011408.p1
OG0001297	CAEEL07748, CAEEL07749	TCONS_00024369.p1
OG0001300	CAEEL09562	TCONS_00057082.p1
OG0001302	CAEEL01736	TCONS_00052574.p1
OG0001302	CAEEL12633	TCONS_00000712.p1
OG0001304	CAEEL00728	TCONS_00007180.p1
OG0001305	CAEEL19700	TCONS_00015931.p1
OG0001306	CAEEL05042	TCONS_00053965.p1
OG0001306	CAEEL06741	TCONS_00052908.p1, TCONS_00044319.p1, TCONS_00015100.p1
OG0001310	CAEEL16286	TCONS_00010057.p1
OG0001315	CAEEL20540	TCONS_00014454.p1
OG0001318	CAEEL06153	TCONS_00037597.p1
OG0001318	CAEEL02686	TCONS_00000323.p1
OG0001319	CAEEL15967	TCONS_00021346.p1
OG0001320	CAEEL02958	TCONS_00008070.p1
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	TCONS_00011107.p1
OG0001323	CAEEL15888	TCONS_00010043.p1
OG0001325	CAEEL12980	TCONS_00030056.p1
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	TCONS_00026256.p1
OG0001327	CAEEL12070	TCONS_00049776.p1
OG0001329	CAEEL03625, CAEEL07934	TCONS_00048277.p1
OG0001330	CAEEL07772	TCONS_00005458.p1
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	TCONS_00025266.p1, TCONS_00025267.p1
OG0001337	CAEEL08858	TCONS_00053433.p1
OG0001339	CAEEL01555	TCONS_00026171.p1, TCONS_00026170.p1
OG0001341	CAEEL12273	TCONS_00048366.p1
OG0001344	CAEEL12166	TCONS_00018890.p1, TCONS_00018888.p1
OG0001348	CAEEL20290	TCONS_00022180.p1
OG0001350	CAEEL06068	TCONS_00053150.p1
OG0001353	CAEEL07231	TCONS_00045371.p1
OG0001354	CAEEL18385	TCONS_00034241.p1, TCONS_00034036.p1, TCONS_00034003.p1, TCONS_00034245.p1
OG0001355	CAEEL19633	TCONS_00026467.p1
OG0001356	CAEEL10619	TCONS_00048301.p1
OG0001357	CAEEL15128	TCONS_00010548.p1
OG0001361	CAEEL05269, CAEEL05268	TCONS_00036324.p1
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	TCONS_00016669.p1, TCONS_00026420.p1
OG0001364	CAEEL16269	TCONS_00051517.p1
OG0001366	CAEEL07140	TCONS_00055567.p1, TCONS_00055569.p1, TCONS_00055570.p1
OG0001367	CAEEL16176	TCONS_00016768.p1
OG0001368	CAEEL15247	TCONS_00011577.p1
OG0001369	CAEEL05836	TCONS_00048332.p1
OG0001370	CAEEL19838	TCONS_00019682.p1, TCONS_00019683.p1
OG0001370	CAEEL11201	TCONS_00057094.p1, TCONS_00057111.p1
OG0001372	CAEEL04824, CAEEL16917	TCONS_00008773.p1, TCONS_00008777.p1, TCONS_00008776.p1, TCONS_00054675.p1, TCONS_00054608.p1
OG0001372	CAEEL01785	TCONS_00009173.p1
OG0001373	CAEEL18831	TCONS_00014401.p1
OG0001374	CAEEL02048	TCONS_00031942.p1, TCONS_00031918.p1, TCONS_00031943.p1
OG0001375	CAEEL01718	TCONS_00044703.p1
OG0001376	CAEEL18806	TCONS_00018825.p1
OG0001378	CAEEL01898	TCONS_00027073.p1
OG0001379	CAEEL20800, CAEEL08440	TCONS_00021662.p1
OG0001380	CAEEL07027	TCONS_00043303.p1
OG0001381	CAEEL01510	TCONS_00029211.p1
OG0001383	CAEEL18479	TCONS_00015024.p1
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	TCONS_00027369.p1
OG0001389	CAEEL06582	TCONS_00043368.p1
OG0001395	CAEEL01604	TCONS_00001269.p1
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	TCONS_00027541.p1
OG0001397	CAEEL19290	TCONS_00027564.p1
OG0001398	CAEEL14339	TCONS_00043223.p1, TCONS_00018371.p1, TCONS_00017171.p1, TCONS_00018359.p1, TCONS_00018370.p1, TCONS_00018366.p1, TCONS_00018361.p1, TCONS_00018360.p1
OG0001399	CAEEL00972	TCONS_00022398.p1, TCONS_00007181.p1
OG0001402	CAEEL04844, CAEEL04850	TCONS_00005726.p1
OG0001404	CAEEL15778	TCONS_00012911.p1, TCONS_00046385.p1
OG0001405	CAEEL00987	TCONS_00007646.p1
OG0001405	CAEEL02297	TCONS_00039483.p1
OG0001408	CAEEL19513	TCONS_00016566.p1
OG0001409	CAEEL02567	TCONS_00038493.p1, TCONS_00038524.p1, TCONS_00038499.p1
OG0001410	CAEEL16277	TCONS_00042951.p1
OG0001411	CAEEL07405	TCONS_00041687.p1
OG0001412	CAEEL09044	TCONS_00012791.p1, TCONS_00041429.p1
OG0001413	CAEEL08368	TCONS_00044664.p1
OG0001413	CAEEL04716	TCONS_00029113.p1
OG0001414	CAEEL13823	TCONS_00026027.p1
OG0001416	CAEEL04141, CAEEL04142	TCONS_00050157.p1
OG0001418	CAEEL11722	TCONS_00053261.p1
OG0001421	CAEEL14241	TCONS_00010948.p1
OG0001422	CAEEL06778	TCONS_00020040.p1
OG0001423	CAEEL18493	TCONS_00016102.p1
OG0001424	CAEEL12121	TCONS_00019781.p1
OG0001424	CAEEL10850	TCONS_00018473.p1
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	TCONS_00055828.p1
OG0001426	CAEEL06005, CAEEL06004	TCONS_00051215.p1
OG0001428	CAEEL05279	TCONS_00052139.p1
OG0001430	CAEEL14236	TCONS_00004460.p1
OG0001431	CAEEL01932, CAEEL07478	TCONS_00020789.p1, TCONS_00020777.p1
OG0001432	CAEEL18746	TCONS_00056960.p1
OG0001433	CAEEL01226	TCONS_00046923.p1, TCONS_00045556.p1, TCONS_00045707.p1, TCONS_00046712.p1, TCONS_00004821.p1, TCONS_00004842.p1
OG0001436	CAEEL01644, CAEEL01645	TCONS_00004082.p1
OG0001437	CAEEL01346, CAEEL01345	TCONS_00007207.p1, TCONS_00008548.p1
OG0001439	CAEEL14010	TCONS_00035542.p1
OG0001439	CAEEL19443	TCONS_00035525.p1, TCONS_00035546.p1, TCONS_00035694.p1, TCONS_00035705.p1, TCONS_00035526.p1, TCONS_00035713.p1, TCONS_00035711.p1, TCONS_00035541.p1, TCONS_00035707.p1, TCONS_00035706.p1, TCONS_00035544.p1, TCONS_00035543.p1, TCONS_00035697.p1, TCONS_00035704.p1, TCONS_00035710.p1, TCONS_00035698.p1
OG0001440	CAEEL02919	TCONS_00003932.p1
OG0001442	CAEEL02131, CAEEL02130, CAEEL02129	TCONS_00002015.p1
OG0001445	CAEEL10043, CAEEL10044	TCONS_00056905.p1
OG0001446	CAEEL19040, CAEEL19039	TCONS_00004673.p1, TCONS_00004625.p1, TCONS_00004626.p1
OG0001449	CAEEL05216	TCONS_00046612.p1
OG0001450	CAEEL12602	TCONS_00048453.p1
OG0001452	CAEEL02837	TCONS_00027858.p1
OG0001455	CAEEL04493	TCONS_00052479.p1
OG0001458	CAEEL04619	TCONS_00043120.p1
OG0001459	CAEEL20135, CAEEL17975	TCONS_00023671.p1
OG0001461	CAEEL09368	TCONS_00047792.p1, TCONS_00047793.p1
OG0001462	CAEEL14714	TCONS_00011118.p1
OG0001462	CAEEL03309	TCONS_00011315.p1
OG0001464	CAEEL07180	TCONS_00003129.p1, TCONS_00004140.p1
OG0001465	CAEEL06490	TCONS_00050061.p1
OG0001466	CAEEL00165	TCONS_00045986.p1, TCONS_00031269.p1
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	TCONS_00002865.p1
OG0001469	CAEEL06147	TCONS_00027694.p1
OG0001469	CAEEL06502	TCONS_00000853.p1
OG0001472	CAEEL07491	TCONS_00056649.p1
OG0001472	CAEEL02663	TCONS_00007782.p1
OG0001473	CAEEL15728, CAEEL16017	TCONS_00012738.p1
OG0001474	CAEEL07328	TCONS_00013132.p1, TCONS_00013137.p1
OG0001475	CAEEL05298	TCONS_00051280.p1
OG0001476	CAEEL00667	TCONS_00002255.p1
OG0001478	CAEEL11433	TCONS_00012152.p1, TCONS_00013231.p1
OG0001479	CAEEL19245	TCONS_00014656.p1
OG0001480	CAEEL01047	TCONS_00003234.p1
OG0001482	CAEEL08859	TCONS_00006749.p1
OG0001484	CAEEL01076, CAEEL01075	TCONS_00048364.p1
OG0001485	CAEEL01187	TCONS_00028850.p1
OG0001486	CAEEL06199	TCONS_00037094.p1
OG0001489	CAEEL05101	TCONS_00054283.p1
OG0001490	CAEEL16486	TCONS_00012203.p1
OG0001492	CAEEL08792	TCONS_00005267.p1
OG0001493	CAEEL18338	TCONS_00030936.p1
OG0001500	CAEEL11009	TCONS_00022411.p1
OG0001503	CAEEL04111	TCONS_00028803.p1
OG0001503	CAEEL08520	TCONS_00013935.p1
OG0001504	CAEEL05392	TCONS_00007169.p1, TCONS_00007167.p1, TCONS_00007160.p1
OG0001505	CAEEL05185, CAEEL08607	TCONS_00050549.p1, TCONS_00012643.p1
OG0001506	CAEEL04371	TCONS_00050869.p1
OG0001508	CAEEL19670	TCONS_00023984.p1, TCONS_00023973.p1
OG0001510	CAEEL19165	TCONS_00026658.p1
OG0001512	CAEEL01283	TCONS_00031944.p1, TCONS_00031919.p1
OG0001513	CAEEL08114	TCONS_00019433.p1
OG0001514	CAEEL18917	TCONS_00026655.p1
OG0001515	CAEEL07598, CAEEL07033	TCONS_00005036.p1
OG0001516	CAEEL05831	TCONS_00053429.p1
OG0001517	CAEEL20700	TCONS_00047283.p1
OG0001522	CAEEL01881	TCONS_00003488.p1, TCONS_00035035.p1
OG0001523	CAEEL20306	TCONS_00024797.p1, TCONS_00024757.p1
OG0001524	CAEEL18987, CAEEL00715	TCONS_00007581.p1
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	TCONS_00006334.p1, TCONS_00006337.p1, TCONS_00006338.p1, TCONS_00052185.p1, TCONS_00006333.p1
OG0001526	CAEEL19873	TCONS_00016353.p1
OG0001527	CAEEL08026	TCONS_00005265.p1
OG0001527	CAEEL02029	TCONS_00007061.p1
OG0001528	CAEEL20795	TCONS_00050868.p1
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	TCONS_00056759.p1
OG0001530	CAEEL11993	TCONS_00029931.p1
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	TCONS_00050672.p1
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	TCONS_00003831.p1, TCONS_00003830.p1
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	TCONS_00010287.p1
OG0001538	CAEEL15530	TCONS_00017233.p1, TCONS_00017234.p1
OG0001551	CAEEL13359	TCONS_00004441.p1, TCONS_00024900.p1
OG0001552	CAEEL09513	TCONS_00048136.p1, TCONS_00049099.p1, TCONS_00049100.p1
OG0001553	CAEEL10745	TCONS_00030374.p1
OG0001554	CAEEL00812	TCONS_00002186.p1
OG0001555	CAEEL17420, CAEEL04181	TCONS_00046606.p1, TCONS_00046605.p1, TCONS_00046600.p1, TCONS_00047498.p1, TCONS_00049020.p1, TCONS_00049045.p1, TCONS_00049029.p1, TCONS_00049027.p1, TCONS_00049046.p1, TCONS_00049025.p1, TCONS_00049043.p1, TCONS_00049044.p1, TCONS_00022162.p1, TCONS_00022237.p1, TCONS_00046603.p1, TCONS_00046601.p1, TCONS_00046602.p1
OG0001557	CAEEL09005	TCONS_00023130.p1
OG0001557	CAEEL09508	TCONS_00048377.p1
OG0001558	CAEEL05103, CAEEL08374	TCONS_00014783.p1
OG0001559	CAEEL16062	TCONS_00011061.p1
OG0001560	CAEEL01011	TCONS_00033261.p1
OG0001561	CAEEL11007	TCONS_00049740.p1
OG0001562	CAEEL04167	TCONS_00051922.p1
OG0001567	CAEEL04524	TCONS_00005126.p1
OG0001568	CAEEL15339	TCONS_00014293.p1
OG0001570	CAEEL11034	TCONS_00054652.p1
OG0001571	CAEEL18118	TCONS_00034162.p1, TCONS_00038350.p1, TCONS_00038267.p1
OG0001572	CAEEL00311	TCONS_00001177.p1, TCONS_00001188.p1
OG0001575	CAEEL09642	TCONS_00049223.p1
OG0001576	CAEEL00120	TCONS_00028875.p1
OG0001578	CAEEL10814, CAEEL18928	TCONS_00027776.p1
OG0001580	CAEEL02579	TCONS_00008057.p1
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	TCONS_00056566.p1, TCONS_00055734.p1, TCONS_00003489.p1, TCONS_00003273.p1
OG0001582	CAEEL07031, CAEEL00211	TCONS_00004768.p1
OG0001583	CAEEL19802	TCONS_00027788.p1
OG0001589	CAEEL18417	TCONS_00013172.p1
OG0001590	CAEEL15262, CAEEL15263	TCONS_00000643.p1, TCONS_00029503.p1
OG0001593	CAEEL02963, CAEEL13946	TCONS_00031847.p1
OG0001594	CAEEL08545	TCONS_00030470.p1, TCONS_00030579.p1
OG0001597	CAEEL10283	TCONS_00057088.p1
OG0001599	CAEEL20479	TCONS_00014010.p1
OG0001602	CAEEL18101	TCONS_00025564.p1
OG0001604	CAEEL04879	TCONS_00011772.p1, TCONS_00005646.p1
OG0001605	CAEEL09382	TCONS_00009214.p1
OG0001606	CAEEL14239	TCONS_00032921.p1
OG0001606	CAEEL15795	TCONS_00026464.p1
OG0001608	CAEEL02190, CAEEL02191	TCONS_00000127.p1, TCONS_00001807.p1, TCONS_00057010.p1, TCONS_00008051.p1
OG0001609	CAEEL19774	TCONS_00022339.p1
OG0001609	CAEEL10790	TCONS_00048452.p1
OG0001610	CAEEL02035, CAEEL20252	TCONS_00017836.p1
OG0001611	CAEEL15699	TCONS_00010550.p1
OG0001612	CAEEL02577	TCONS_00000496.p1
OG0001614	CAEEL01012	TCONS_00029183.p1
OG0001615	CAEEL04670	TCONS_00036590.p1
OG0001620	CAEEL18514, CAEEL18862	TCONS_00015452.p1
OG0001621	CAEEL08615	TCONS_00041678.p1, TCONS_00041680.p1
OG0001625	CAEEL05727	TCONS_00053950.p1
OG0001627	CAEEL00684	TCONS_00027782.p1, TCONS_00026875.p1
OG0001628	CAEEL00193	TCONS_00009571.p2, TCONS_00009573.p1, TCONS_00010344.p1
OG0001629	CAEEL19941	TCONS_00015348.p1, TCONS_00015349.p1
OG0001630	CAEEL05563	TCONS_00050269.p1
OG0001632	CAEEL16035	TCONS_00048758.p1
OG0001635	CAEEL08024	TCONS_00043026.p1
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	TCONS_00005796.p1, TCONS_00005810.p1
OG0001640	CAEEL10788	TCONS_00049711.p1
OG0001642	CAEEL15818	TCONS_00010119.p1
OG0001643	CAEEL19599	TCONS_00034528.p1, TCONS_00034435.p1
OG0001651	CAEEL10611	TCONS_00031353.p1
OG0001652	CAEEL15806	TCONS_00011982.p1, TCONS_00010583.p1
OG0001653	CAEEL03026	TCONS_00054239.p1
OG0001654	CAEEL20359, CAEEL20360	TCONS_00018558.p1
OG0001655	CAEEL05314	TCONS_00043175.p1
OG0001656	CAEEL07456	TCONS_00003122.p1
OG0001657	CAEEL08928, CAEEL08927	TCONS_00006047.p1, TCONS_00006048.p1
OG0001661	CAEEL14147	TCONS_00004622.p1
OG0001663	CAEEL10899, CAEEL10898	TCONS_00048413.p1, TCONS_00048414.p1, TCONS_00048415.p1, TCONS_00048410.p1, TCONS_00048408.p1
OG0001665	CAEEL07716	TCONS_00014435.p1, TCONS_00013483.p1
OG0001666	CAEEL07781	TCONS_00019725.p1, TCONS_00019735.p1
OG0001668	CAEEL00277	TCONS_00000577.p1
OG0001671	CAEEL19781	TCONS_00048171.p1, TCONS_00049504.p1, TCONS_00049505.p1
OG0001672	CAEEL08375	TCONS_00033404.p1
OG0001673	CAEEL17134, CAEEL17133	TCONS_00010575.p1
OG0001675	CAEEL00808	TCONS_00045524.p1
OG0001676	CAEEL01617	TCONS_00020219.p1
OG0001677	CAEEL07860	TCONS_00004771.p1, TCONS_00022845.p1
OG0001679	CAEEL18912	TCONS_00031399.p1, TCONS_00031400.p1, TCONS_00031396.p1
OG0001680	CAEEL15664	TCONS_00002528.p1
OG0001682	CAEEL17995	TCONS_00022810.p1
OG0001683	CAEEL00875	TCONS_00001249.p1
OG0001684	CAEEL08513, CAEEL19560	TCONS_00033007.p1, TCONS_00033523.p1, TCONS_00033524.p1, TCONS_00033006.p1, TCONS_00033535.p1, TCONS_00033522.p1, TCONS_00033536.p1, TCONS_00032997.p1, TCONS_00032998.p1, TCONS_00014750.p1, TCONS_00051333.p1, TCONS_00005954.p1, TCONS_00005968.p1, TCONS_00054567.p1, TCONS_00004675.p1
OG0001685	CAEEL06629, CAEEL19461	TCONS_00041682.p1
OG0001688	CAEEL06653	TCONS_00041659.p1
OG0001689	CAEEL08769	TCONS_00038894.p1, TCONS_00041155.p1
OG0001690	CAEEL02923	TCONS_00016381.p1, TCONS_00016384.p1, TCONS_00011374.p1, TCONS_00005022.p1, TCONS_00044890.p1
OG0001691	CAEEL09136, CAEEL09137	TCONS_00004699.p1
OG0001706	CAEEL00824	TCONS_00042964.p1
OG0001707	CAEEL18144, CAEEL17802	TCONS_00017739.p1
OG0001709	CAEEL07646, CAEEL07650	TCONS_00053991.p1, TCONS_00053988.p1, TCONS_00042778.p1
OG0001710	CAEEL11053	TCONS_00049810.p1
OG0001711	CAEEL15052	TCONS_00009834.p1
OG0001713	CAEEL04261	TCONS_00051909.p1
OG0001713	CAEEL02704	TCONS_00007484.p1
OG0001714	CAEEL12772	TCONS_00014136.p1
OG0001714	CAEEL15825	TCONS_00004493.p1
OG0001718	CAEEL12769	TCONS_00009996.p1
OG0001720	CAEEL07819	TCONS_00005795.p1, TCONS_00005809.p1
OG0001721	CAEEL10104, CAEEL11043	TCONS_00055327.p1
OG0001723	CAEEL19731	TCONS_00021858.p1
OG0001724	CAEEL00188, CAEEL09412	TCONS_00000295.p1
OG0001726	CAEEL15546	TCONS_00009645.p1
OG0001727	CAEEL15354	TCONS_00009887.p1
OG0001728	CAEEL20444	TCONS_00029816.p1
OG0001730	CAEEL04519	TCONS_00052824.p1
OG0001731	CAEEL19569	TCONS_00024224.p1
OG0001732	CAEEL05337	TCONS_00022906.p1
OG0001733	CAEEL11586	TCONS_00027042.p1, TCONS_00027041.p1
OG0001734	CAEEL11289	TCONS_00002651.p1, TCONS_00004149.p1
OG0001735	CAEEL08598	TCONS_00052429.p1, TCONS_00055308.p1
OG0001736	CAEEL20331	TCONS_00007503.p1
OG0001738	CAEEL09745, CAEEL09746	TCONS_00025852.p1, TCONS_00024426.p1
OG0001739	CAEEL10953	TCONS_00000275.p1, TCONS_00013298.p1, TCONS_00024001.p1
OG0001743	CAEEL18830	TCONS_00015692.p1
OG0001745	CAEEL15294	TCONS_00013940.p1
OG0001746	CAEEL09374	TCONS_00038041.p1
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	TCONS_00022183.p1
OG0001749	CAEEL07118	TCONS_00042775.p1
OG0001750	CAEEL08294	TCONS_00054872.p1
OG0001754	CAEEL06405	TCONS_00000340.p1
OG0001755	CAEEL12716	TCONS_00024573.p1
OG0001755	CAEEL16403	TCONS_00018757.p1
OG0001756	CAEEL02757	TCONS_00027499.p1, TCONS_00031245.p1
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	TCONS_00006444.p1
OG0001769	CAEEL12367	TCONS_00030498.p1
OG0001770	CAEEL12180	TCONS_00056943.p1
OG0001774	CAEEL20358	TCONS_00027565.p1
OG0001774	CAEEL07377, CAEEL01266	TCONS_00049423.p1
OG0001775	CAEEL01757	TCONS_00029000.p1
OG0001776	CAEEL20827	TCONS_00026748.p1, TCONS_00012829.p1
OG0001778	CAEEL00649	TCONS_00019833.p1, TCONS_00019795.p1
OG0001780	CAEEL12979	TCONS_00005814.p1, TCONS_00000875.p1
OG0001781	CAEEL04378	TCONS_00055581.p1
OG0001781	CAEEL06468	TCONS_00014649.p1
OG0001782	CAEEL11605	TCONS_00031327.p1
OG0001783	CAEEL18807	TCONS_00019323.p1
OG0001785	CAEEL10450, CAEEL07502	TCONS_00008315.p1, TCONS_00008311.p1, TCONS_00008317.p1
OG0001785	CAEEL07424	TCONS_00008307.p1
OG0001786	CAEEL18388	TCONS_00024175.p1, TCONS_00024177.p1, TCONS_00001488.p1, TCONS_00023241.p1
OG0001787	CAEEL07669	TCONS_00001441.p1
OG0001790	CAEEL19999	TCONS_00040102.p1, TCONS_00040101.p1
OG0001792	CAEEL00159	TCONS_00027948.p1
OG0001793	CAEEL07806	TCONS_00054783.p1, TCONS_00044544.p1
OG0001798	CAEEL02504	TCONS_00026567.p1
OG0001799	CAEEL07172	TCONS_00005170.p1
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	TCONS_00047454.p1, TCONS_00047451.p1
OG0001805	CAEEL10422, CAEEL19401	TCONS_00024371.p1, TCONS_00024407.p1
OG0001809	CAEEL18133	TCONS_00015676.p1
OG0001810	CAEEL00534	TCONS_00002619.p1
OG0001811	CAEEL12329	TCONS_00023968.p1
OG0001815	CAEEL15383	TCONS_00009607.p1
OG0001816	CAEEL05710	TCONS_00053505.p1, TCONS_00053591.p1, TCONS_00053506.p1
OG0001818	CAEEL16460	TCONS_00011281.p1, TCONS_00011301.p1
OG0001819	CAEEL08110	TCONS_00048851.p1, TCONS_00048848.p1, TCONS_00048849.p1, TCONS_00019291.p1
OG0001820	CAEEL00161	TCONS_00031298.p1
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	TCONS_00013104.p1
OG0001822	CAEEL14275, CAEEL14276	TCONS_00024091.p1
OG0001823	CAEEL18465	TCONS_00056526.p1
OG0001824	CAEEL20525	TCONS_00037763.p1, TCONS_00010641.p1, TCONS_00012032.p1
OG0001826	CAEEL08005, CAEEL18927	TCONS_00022799.p1
OG0001827	CAEEL12511	TCONS_00014648.p1
OG0001828	CAEEL07411	TCONS_00056449.p1
OG0001830	CAEEL00742	TCONS_00046062.p1
OG0001831	CAEEL10161, CAEEL19257	TCONS_00014358.p1
OG0001834	CAEEL08270	TCONS_00054877.p1
OG0001835	CAEEL15709	TCONS_00024789.p1, TCONS_00024784.p1, TCONS_00024817.p1, TCONS_00024785.p1, TCONS_00024820.p1, TCONS_00024787.p1, TCONS_00024819.p1, TCONS_00024818.p1, TCONS_00024788.p1, TCONS_00024821.p1, TCONS_00024824.p1, TCONS_00024790.p1, TCONS_00024823.p1, TCONS_00025823.p1, TCONS_00024464.p1
OG0001842	CAEEL06944	TCONS_00052789.p1, TCONS_00052783.p1, TCONS_00053889.p1, TCONS_00052784.p1, TCONS_00052791.p1, TCONS_00053105.p1, TCONS_00053062.p1, TCONS_00052787.p1, TCONS_00052785.p1, TCONS_00053888.p1, TCONS_00053887.p1, TCONS_00054453.p1, TCONS_00054122.p1, TCONS_00054159.p1, TCONS_00053057.p1, TCONS_00053100.p1, TCONS_00054156.p1, TCONS_00054121.p1, TCONS_00053099.p1, TCONS_00053056.p1, TCONS_00018047.p1
OG0001846	CAEEL02581, CAEEL02580	TCONS_00045551.p1
OG0001849	CAEEL04779	TCONS_00052728.p1
OG0001849	CAEEL07132	TCONS_00057244.p1
OG0001850	CAEEL04901	TCONS_00008712.p1, TCONS_00030918.p1
OG0001852	CAEEL10571	TCONS_00047986.p1
OG0001853	CAEEL00334, CAEEL01622	TCONS_00007694.p1, TCONS_00008915.p1
OG0001857	CAEEL04635	TCONS_00046697.p1
OG0001860	CAEEL19534	TCONS_00023437.p1
OG0001861	CAEEL19043	TCONS_00025445.p1
OG0001862	CAEEL07094	TCONS_00029074.p1, TCONS_00028055.p1
OG0001863	CAEEL11286	TCONS_00054880.p1
OG0001864	CAEEL00359	TCONS_00046707.p1, TCONS_00045713.p1, TCONS_00046869.p1
OG0001866	CAEEL12131	TCONS_00056589.p1
OG0001867	CAEEL18932	TCONS_00013831.p1
OG0001870	CAEEL18619	TCONS_00018207.p1
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	TCONS_00010780.p1
OG0001874	CAEEL00933	TCONS_00048055.p1, TCONS_00048050.p1
OG0001875	CAEEL09917	TCONS_00048169.p2
OG0001876	CAEEL11614	TCONS_00042166.p1
OG0001878	CAEEL07138	TCONS_00042105.p1
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	TCONS_00006652.p1
OG0001881	CAEEL18890	TCONS_00025066.p1
OG0001883	CAEEL19810	TCONS_00013916.p1
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	TCONS_00019811.p1
OG0001886	CAEEL20566, CAEEL20351	TCONS_00015547.p1
OG0001887	CAEEL05740	TCONS_00041596.p1
OG0001888	CAEEL18672, CAEEL11639	TCONS_00053299.p1
OG0001890	CAEEL18655	TCONS_00023143.p1, TCONS_00023144.p1
OG0001895	CAEEL00352, CAEEL16104	TCONS_00007692.p1, TCONS_00007691.p1
OG0001897	CAEEL00130	TCONS_00028151.p1
OG0001898	CAEEL15099	TCONS_00015999.p1, TCONS_00010559.p1
OG0001899	CAEEL14131	TCONS_00012134.p1
OG0001900	CAEEL16160	TCONS_00009905.p1
OG0001901	CAEEL08532, CAEEL08531	TCONS_00042235.p1
OG0001903	CAEEL12995	TCONS_00011167.p1, TCONS_00011133.p1, TCONS_00011134.p1, TCONS_00011135.p1
OG0001913	CAEEL00139	TCONS_00026681.p1
OG0001914	CAEEL15938	TCONS_00006127.p1
OG0001915	CAEEL10189	TCONS_00000141.p1
OG0001916	CAEEL14482	TCONS_00010890.p1
OG0001916	CAEEL07131	TCONS_00011586.p1
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	TCONS_00053574.p1
OG0001918	CAEEL07844	TCONS_00056777.p1, TCONS_00031699.p1
OG0001919	CAEEL18092	TCONS_00029934.p1
OG0001920	CAEEL03600	TCONS_00053812.p1
OG0001923	CAEEL00866, CAEEL02499	TCONS_00053625.p1
OG0001926	CAEEL05295	TCONS_00054101.p1
OG0001928	CAEEL19148	TCONS_00017701.p1, TCONS_00017645.p1
OG0001930	CAEEL01812	TCONS_00045862.p1, TCONS_00045863.p1, TCONS_00028827.p1
