Orthogroup	CAEEL	PFLAV
OG0005506	CAEEL05736	TCONS_00053959.p1
OG0005508	CAEEL08671	TCONS_00033192.p1, TCONS_00033178.p1
OG0005517	CAEEL00403	TCONS_00009348.p1
OG0005518	CAEEL11871	TCONS_00024747.p1, TCONS_00024658.p1
OG0005519	CAEEL04739	TCONS_00037566.p1, TCONS_00037573.p1, TCONS_00037574.p1, TCONS_00037567.p1
OG0005521	CAEEL15885	TCONS_00010065.p1
OG0005522	CAEEL11025	TCONS_00053228.p1, TCONS_00015411.p1, TCONS_00016377.p1
OG0005525	CAEEL06342	TCONS_00037517.p1
OG0005527	CAEEL07576	TCONS_00023389.p1, TCONS_00023355.p1
OG0005529	CAEEL19121	TCONS_00002011.p1
OG0005531	CAEEL05616	TCONS_00000104.p1, TCONS_00038720.p1
OG0005533	CAEEL07641	TCONS_00055786.p1
OG0005534	CAEEL09833	TCONS_00016641.p1
OG0005535	CAEEL05743	TCONS_00005512.p1
OG0005537	CAEEL05177	TCONS_00000523.p1
OG0005538	CAEEL02674	TCONS_00002924.p1
OG0005539	CAEEL00571	TCONS_00046527.p1
OG0005543	CAEEL01669	TCONS_00015790.p1, TCONS_00015789.p1
OG0005547	CAEEL05548	TCONS_00030467.p1
OG0005548	CAEEL11105	TCONS_00030807.p1
OG0005550	CAEEL01408	TCONS_00018900.p1
OG0005552	CAEEL20765	TCONS_00016056.p1
OG0005553	CAEEL00572	TCONS_00015682.p1
OG0005554	CAEEL04828	TCONS_00057016.p1
OG0005556	CAEEL12122	TCONS_00055187.p1, TCONS_00055156.p1
OG0005558	CAEEL01488	TCONS_00010378.p1
OG0005559	CAEEL02868	TCONS_00000429.p1, TCONS_00000428.p1
OG0005560	CAEEL01956	TCONS_00046570.p1, TCONS_00046598.p1
OG0005561	CAEEL11687	TCONS_00019642.p1
OG0005562	CAEEL08427	TCONS_00034798.p1
OG0005563	CAEEL08448	TCONS_00042835.p1
OG0005566	CAEEL08840	TCONS_00005551.p1
OG0005569	CAEEL09364	TCONS_00024188.p1
OG0005570	CAEEL08043	TCONS_00043776.p1
OG0005572	CAEEL00043	TCONS_00021333.p1
OG0005574	CAEEL01999	TCONS_00029427.p1
OG0005575	CAEEL05562	TCONS_00006379.p1
OG0005576	CAEEL13925	TCONS_00002051.p1
OG0005577	CAEEL19904	TCONS_00021748.p1
OG0005578	CAEEL07544	TCONS_00034484.p1
OG0005580	CAEEL08013	TCONS_00037773.p1
OG0005581	CAEEL08031	TCONS_00006469.p1
OG0005582	CAEEL06866	TCONS_00011142.p1
OG0005587	CAEEL04788	TCONS_00029059.p1
OG0005588	CAEEL07160	TCONS_00020036.p1
OG0005589	CAEEL08776	TCONS_00020037.p1
OG0005592	CAEEL12369	TCONS_00008222.p1
OG0005593	CAEEL09723	TCONS_00001943.p1
OG0005594	CAEEL07851	TCONS_00044927.p1
OG0005595	CAEEL11031	TCONS_00026634.p1
OG0005597	CAEEL01169	TCONS_00021833.p1
OG0005598	CAEEL08627, CAEEL14483	TCONS_00022722.p1
OG0005599	CAEEL10759	TCONS_00049658.p1
OG0005604	CAEEL01765	TCONS_00025624.p1
OG0005605	CAEEL10783	TCONS_00030162.p1
OG0005607	CAEEL05214	TCONS_00051822.p1
OG0005608	CAEEL07825	TCONS_00011990.p1
OG0005609	CAEEL08579	TCONS_00018910.p1
OG0005610	CAEEL00725	TCONS_00042132.p1
OG0005612	CAEEL17906	TCONS_00009731.p1
OG0005613	CAEEL14670	TCONS_00011077.p1
OG0005614	CAEEL17617	TCONS_00009576.p1
OG0005615	CAEEL04368	TCONS_00037253.p1
OG0005618	CAEEL02988	TCONS_00053377.p1
OG0005620	CAEEL11400	TCONS_00048633.p1
OG0005622	CAEEL01750	TCONS_00010712.p1
OG0005623	CAEEL07150, CAEEL08358	TCONS_00011578.p1
OG0005624	CAEEL00643	TCONS_00048641.p1
OG0005625	CAEEL14326	TCONS_00025908.p1
OG0005626	CAEEL07559	TCONS_00004594.p1
OG0005627	CAEEL12992	TCONS_00033778.p1
OG0005629	CAEEL06251	TCONS_00051525.p1
OG0005631	CAEEL09720	TCONS_00020260.p1
OG0005632	CAEEL16405	TCONS_00010518.p1
OG0005633	CAEEL16151	TCONS_00009714.p1
OG0005634	CAEEL10824	TCONS_00014995.p1
OG0005636	CAEEL10088	TCONS_00035937.p1
OG0005637	CAEEL05733	TCONS_00015838.p1
OG0005639	CAEEL07472	TCONS_00041657.p1
OG0005640	CAEEL16150	TCONS_00010500.p1
OG0005641	CAEEL11862	TCONS_00046762.p1, TCONS_00045672.p1
OG0005644	CAEEL09242	TCONS_00006355.p1, TCONS_00006353.p1
OG0005645	CAEEL07575	TCONS_00034156.p1
OG0005646	CAEEL08001	TCONS_00057313.p1, TCONS_00055987.p1
OG0005648	CAEEL04930	TCONS_00051999.p1
OG0005649	CAEEL12678	TCONS_00001806.p1
OG0005650	CAEEL18626	TCONS_00032987.p1, TCONS_00032986.p1
OG0005652	CAEEL02073	TCONS_00047231.p1
OG0005653	CAEEL08129	TCONS_00032230.p1, TCONS_00032155.p1, TCONS_00032215.p1, TCONS_00032163.p1, TCONS_00032153.p1, TCONS_00032159.p2, TCONS_00035567.p1, TCONS_00035675.p1, TCONS_00035673.p1, TCONS_00032219.p1, TCONS_00032214.p1, TCONS_00032212.p1, TCONS_00032174.p1, TCONS_00032166.p1, TCONS_00032158.p1, TCONS_00032211.p1, TCONS_00032160.p1, TCONS_00032220.p1, TCONS_00032218.p1, TCONS_00032154.p1, TCONS_00032217.p1, TCONS_00032161.p1, TCONS_00032157.p1, TCONS_00032164.p1, TCONS_00032156.p1, TCONS_00032172.p1, TCONS_00032213.p1, TCONS_00032162.p1
OG0005655	CAEEL06868	TCONS_00045730.p1
OG0005656	CAEEL07991	TCONS_00026714.p1
OG0005660	CAEEL02202	TCONS_00005768.p1
OG0005661	CAEEL05585	TCONS_00051388.p1
OG0005668	CAEEL11838	TCONS_00046262.p1, TCONS_00046263.p1, TCONS_00057030.p1, TCONS_00057027.p1, TCONS_00055235.p1, TCONS_00055237.p1, TCONS_00055241.p1, TCONS_00055236.p1
OG0005681	CAEEL18801	TCONS_00022231.p1
OG0005685	CAEEL18876	TCONS_00017259.p1
OG0005690	CAEEL07345	TCONS_00029826.p1
OG0005692	CAEEL02905	TCONS_00002928.p1
OG0005696	CAEEL12982	TCONS_00044265.p1
OG0005698	CAEEL01389	TCONS_00052084.p1
OG0005700	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676	TCONS_00043171.p1
OG0005701	CAEEL20630, CAEEL20628	TCONS_00013901.p1
OG0005702	CAEEL15894, CAEEL18106	TCONS_00043976.p1
OG0005703	CAEEL09229	TCONS_00012845.p1
OG0005704	CAEEL18454	TCONS_00000181.p1
OG0005707	CAEEL01062	TCONS_00028279.p1
OG0005712	CAEEL10147	TCONS_00056552.p1
OG0005715	CAEEL06260	TCONS_00019068.p1
OG0005719	CAEEL05019	TCONS_00050798.p1
OG0005721	CAEEL02751	TCONS_00016855.p1
OG0005723	CAEEL12411	TCONS_00049778.p1
OG0005724	CAEEL06660	TCONS_00026773.p1
OG0005726	CAEEL02137	TCONS_00007024.p1
OG0005728	CAEEL00225	TCONS_00009031.p1, TCONS_00009026.p1
OG0005729	CAEEL01552	TCONS_00001538.p1
OG0005730	CAEEL20471	TCONS_00014206.p1
OG0005731	CAEEL09042	TCONS_00013005.p1
OG0005732	CAEEL07314	TCONS_00012552.p1
OG0005733	CAEEL11874	TCONS_00030943.p1
OG0005734	CAEEL05372	TCONS_00050791.p1
OG0005737	CAEEL00178	TCONS_00004465.p1
OG0005738	CAEEL19157	TCONS_00020840.p1
OG0005744	CAEEL10825, CAEEL00882	TCONS_00003105.p1
OG0005746	CAEEL04218	TCONS_00041938.p1
OG0005747	CAEEL11656	TCONS_00051365.p1
OG0005748	CAEEL05688	TCONS_00051908.p1
OG0005749	CAEEL14477	TCONS_00024069.p1
OG0005750	CAEEL02930	TCONS_00041604.p1
OG0005758	CAEEL07383, CAEEL07219	TCONS_00022868.p1
OG0005759	CAEEL04976	TCONS_00014313.p1
OG0005760	CAEEL11990	TCONS_00050569.p1
OG0005761	CAEEL02084	TCONS_00006287.p1
OG0005764	CAEEL00440	TCONS_00034956.p1
OG0005766	CAEEL03004	TCONS_00050262.p1
OG0005771	CAEEL18103	TCONS_00028058.p1
OG0005774	CAEEL07710	TCONS_00055473.p1
OG0005775	CAEEL08185	TCONS_00012663.p1
OG0005776	CAEEL08611, CAEEL02852	TCONS_00013319.p1
OG0005777	CAEEL09325	TCONS_00001685.p1
OG0005779	CAEEL11742	TCONS_00014341.p1
OG0005781	CAEEL16564	TCONS_00002010.p1
OG0005783	CAEEL15350	TCONS_00027659.p1, TCONS_00041557.p1
OG0005784	CAEEL06573	TCONS_00027675.p1
OG0005786	CAEEL10727	TCONS_00048300.p1
OG0005787	CAEEL09127, CAEEL07672	TCONS_00019348.p1
OG0005788	CAEEL10819	TCONS_00016729.p1
OG0005789	CAEEL03291	TCONS_00019826.p1
OG0005790	CAEEL02850	TCONS_00011402.p1
OG0005792	CAEEL16683	TCONS_00011438.p1
OG0005793	CAEEL01631	TCONS_00014942.p1
OG0005794	CAEEL07859	TCONS_00057204.p1
OG0005796	CAEEL03619	TCONS_00030821.p1
OG0005797	CAEEL01710	TCONS_00026070.p1
OG0005798	CAEEL07896	TCONS_00047967.p1
OG0005799	CAEEL16039	TCONS_00011261.p1
OG0005800	CAEEL07429	TCONS_00019981.p1
OG0005802	CAEEL08747	TCONS_00019410.p1
OG0005803	CAEEL05218	TCONS_00012639.p1
OG0005805	CAEEL07935	TCONS_00005191.p1
OG0005807	CAEEL00886	TCONS_00001178.p1, TCONS_00001189.p1
OG0005811	CAEEL09170	TCONS_00009570.p1, TCONS_00009572.p1
OG0005812	CAEEL15514	TCONS_00011432.p1
OG0005813	CAEEL04957	TCONS_00005548.p1
OG0005814	CAEEL05572	TCONS_00023708.p1, TCONS_00029396.p1
OG0005815	CAEEL08558	TCONS_00006289.p1
OG0005816	CAEEL07974	TCONS_00004988.p1
OG0005817	CAEEL09003	TCONS_00027856.p1
OG0005818	CAEEL06548	TCONS_00047290.p1
OG0005819	CAEEL05194	TCONS_00052890.p1
OG0005821	CAEEL06500	TCONS_00040402.p1
OG0005822	CAEEL08544	TCONS_00009664.p1
OG0005823	CAEEL11398	TCONS_00004827.p1, TCONS_00004846.p1
OG0005824	CAEEL01511	TCONS_00028408.p1
OG0005826	CAEEL11564	TCONS_00049009.p1
OG0005827	CAEEL15915	TCONS_00010194.p1
OG0005829	CAEEL01850, CAEEL14048	TCONS_00001313.p1
OG0005831	CAEEL07627	TCONS_00014142.p1
OG0005832	CAEEL01641	TCONS_00008152.p1
OG0005833	CAEEL14838	TCONS_00052485.p1
OG0005835	CAEEL06739, CAEEL08580	TCONS_00002870.p1
OG0005836	CAEEL15554	TCONS_00027693.p1
OG0005837	CAEEL01073	TCONS_00052495.p1
OG0005838	CAEEL01222	TCONS_00005245.p1
OG0005840	CAEEL06791	TCONS_00017788.p1
OG0005843	CAEEL06200	TCONS_00016897.p1
OG0005845	CAEEL04187	TCONS_00047948.p1
OG0005846	CAEEL06779	TCONS_00011295.p1, TCONS_00011272.p1
OG0005847	CAEEL00400	TCONS_00011972.p1, TCONS_00011973.p1, TCONS_00011971.p1
OG0005848	CAEEL00240	TCONS_00056060.p1
OG0005849	CAEEL07640	TCONS_00055775.p1
OG0005850	CAEEL07059	TCONS_00056153.p1
OG0005851	CAEEL19454, CAEEL03023	TCONS_00054291.p1
OG0005853	CAEEL05937	TCONS_00019388.p1, TCONS_00003487.p1
OG0005854	CAEEL10962	TCONS_00008364.p1
OG0005857	CAEEL08143	TCONS_00004704.p1
OG0005858	CAEEL08865	TCONS_00004694.p1
OG0005859	CAEEL09237	TCONS_00055739.p1
OG0005860	CAEEL11464	TCONS_00020330.p1
OG0005861	CAEEL07847	TCONS_00032730.p1, TCONS_00032744.p2
OG0005863	CAEEL02059	TCONS_00012415.p1
OG0005864	CAEEL03066	TCONS_00027112.p1
OG0005865	CAEEL10526	TCONS_00051375.p1
OG0005866	CAEEL03116	TCONS_00008742.p1
OG0005867	CAEEL20688	TCONS_00049651.p1
OG0005869	CAEEL01472	TCONS_00007984.p1
OG0005870	CAEEL18863	TCONS_00052848.p1
OG0005871	CAEEL07046	TCONS_00042750.p1
OG0005874	CAEEL06734	TCONS_00055136.p1, TCONS_00055147.p1
OG0005875	CAEEL11121	TCONS_00021116.p1
OG0005876	CAEEL12583	TCONS_00048182.p1
OG0005877	CAEEL03535	TCONS_00053605.p1, TCONS_00053514.p1
OG0005878	CAEEL00506	TCONS_00009700.p1
OG0005879	CAEEL05884	TCONS_00008794.p1
OG0005880	CAEEL09863	TCONS_00048495.p1
OG0005883	CAEEL06255	TCONS_00025770.p1, TCONS_00025734.p1, TCONS_00025771.p1
OG0005884	CAEEL16531	TCONS_00011063.p1, TCONS_00011062.p1
OG0005886	CAEEL01824	TCONS_00011224.p1
OG0005888	CAEEL00435	TCONS_00014775.p1
OG0005889	CAEEL02553	TCONS_00001401.p1
OG0005890	CAEEL06540	TCONS_00012190.p1
OG0005892	CAEEL01618	TCONS_00008916.p1
OG0005893	CAEEL11380	TCONS_00043408.p1
OG0005895	CAEEL06441	TCONS_00051483.p1
OG0005896	CAEEL15064	TCONS_00044644.p1
OG0005897	CAEEL01303	TCONS_00029761.p2
OG0005898	CAEEL01957	TCONS_00012301.p1
OG0005899	CAEEL11728	TCONS_00016079.p1
OG0005901	CAEEL01230	TCONS_00018915.p1
OG0005903	CAEEL02733	TCONS_00022195.p1
OG0005904	CAEEL18351	TCONS_00016939.p1
OG0005909	CAEEL09260	TCONS_00028261.p1
OG0005914	CAEEL12252	TCONS_00047617.p1
OG0005919	CAEEL15775	TCONS_00016569.p1
OG0005921	CAEEL07408	TCONS_00015541.p1
OG0005922	CAEEL15520	TCONS_00047865.p1
OG0005924	CAEEL10631	TCONS_00008635.p1
OG0005928	CAEEL04878	TCONS_00052702.p1
OG0005929	CAEEL05898	TCONS_00053878.p1
OG0005930	CAEEL00275	TCONS_00029628.p1, TCONS_00029627.p1, TCONS_00029624.p1, TCONS_00029625.p1
OG0005931	CAEEL09476	TCONS_00049675.p1
OG0005932	CAEEL11316	TCONS_00049813.p1
OG0005933	CAEEL14434	TCONS_00057220.p1, TCONS_00056057.p1
OG0005936	CAEEL07303	TCONS_00037478.p1
OG0005937	CAEEL10539	TCONS_00047624.p1
OG0005938	CAEEL06000, CAEEL09583	TCONS_00054105.p1
OG0005940	CAEEL04134	TCONS_00054966.p1
OG0005941	CAEEL08713	TCONS_00011653.p1
OG0005943	CAEEL02014	TCONS_00012688.p1
OG0005946	CAEEL11452, CAEEL11968	TCONS_00047732.p1
OG0005947	CAEEL19240	TCONS_00022503.p1
OG0005949	CAEEL12005	TCONS_00006019.p1, TCONS_00006018.p1
OG0005950	CAEEL02721	TCONS_00046684.p1
OG0005953	CAEEL01826	TCONS_00029729.p1
OG0005957	CAEEL13678, CAEEL02860	TCONS_00029557.p1, TCONS_00029215.p1
OG0005960	CAEEL18529, CAEEL16584	TCONS_00027043.p1
OG0005963	CAEEL02429, CAEEL11102	TCONS_00007743.p1
OG0005965	CAEEL17925	TCONS_00026066.p1
OG0005966	CAEEL05490	TCONS_00013188.p1
OG0005967	CAEEL08429	TCONS_00013302.p1, TCONS_00013283.p1
OG0005968	CAEEL01646	TCONS_00008058.p1
OG0005969	CAEEL01577	TCONS_00011911.p1
OG0005970	CAEEL16383	TCONS_00052897.p1
OG0005973	CAEEL13364	TCONS_00010133.p1
OG0005974	CAEEL11184	TCONS_00015163.p1
OG0005975	CAEEL05822	TCONS_00022893.p1
OG0005976	CAEEL15581	TCONS_00012837.p1
OG0005977	CAEEL04186	TCONS_00037578.p1
OG0005978	CAEEL08320	TCONS_00019204.p1
OG0005980	CAEEL05471	TCONS_00056561.p1
OG0005982	CAEEL04709	TCONS_00053492.p1
OG0005984	CAEEL06514, CAEEL07173	TCONS_00054346.p1
OG0005985	CAEEL11206	TCONS_00038732.p1
OG0005987	CAEEL05677	TCONS_00022208.p1
OG0005989	CAEEL14108	TCONS_00037768.p1
OG0005991	CAEEL07604	TCONS_00043851.p1
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	TCONS_00023452.p1, TCONS_00023494.p1
OG0005995	CAEEL09469	TCONS_00048503.p1
OG0005997	CAEEL11505, CAEEL13118	TCONS_00043889.p1
OG0005998	CAEEL12651	TCONS_00005190.p1
OG0005999	CAEEL06284	TCONS_00024496.p1, TCONS_00009868.p1
OG0006000	CAEEL06731	TCONS_00010670.p1
OG0006003	CAEEL12475	TCONS_00053828.p1, TCONS_00053832.p1
OG0006004	CAEEL01451	TCONS_00004071.p1
OG0006005	CAEEL08818	TCONS_00042240.p1, TCONS_00042293.p1
OG0006008	CAEEL11432	TCONS_00014160.p1
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	TCONS_00029587.p1
OG0006010	CAEEL07462	TCONS_00006884.p1, TCONS_00006872.p1
OG0006011	CAEEL06588	TCONS_00006346.p1
OG0006022	CAEEL20451	TCONS_00039835.p1
OG0006059	CAEEL09710	TCONS_00008892.p1
OG0006060	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082	TCONS_00004658.p1, TCONS_00047449.p1
OG0006062	CAEEL08027	TCONS_00044059.p1
OG0006063	CAEEL09563	TCONS_00031260.p1
OG0006064	CAEEL11646	TCONS_00031053.p1, TCONS_00031044.p1
OG0006066	CAEEL07776	TCONS_00018827.p1
OG0006069	CAEEL08597	TCONS_00013802.p1
OG0006072	CAEEL09063	TCONS_00029592.p1
OG0006073	CAEEL15279	TCONS_00011383.p1
OG0006074	CAEEL15694	TCONS_00011881.p1
OG0006075	CAEEL05481	TCONS_00055474.p1
OG0006079	CAEEL06022	TCONS_00027913.p1
OG0006083	CAEEL10880	TCONS_00048795.p1
OG0006085	CAEEL07121	TCONS_00025438.p1
OG0006087	CAEEL10339	TCONS_00019446.p1
OG0006090	CAEEL06249	TCONS_00011737.p1
OG0006095	CAEEL03714	TCONS_00015458.p1
OG0006096	CAEEL08930	TCONS_00006883.p1, TCONS_00006871.p1
OG0006098	CAEEL17792	TCONS_00007779.p1
OG0006101	CAEEL04363	TCONS_00033073.p1
OG0006102	CAEEL01860	TCONS_00029783.p1
OG0006104	CAEEL15552	TCONS_00014211.p1
OG0006106	CAEEL09939	TCONS_00054223.p1
OG0006108	CAEEL07908	TCONS_00015674.p1
OG0006111	CAEEL06592	TCONS_00042547.p1
OG0006113	CAEEL00297	TCONS_00008491.p1
OG0006116	CAEEL14600	TCONS_00009660.p1
OG0006117	CAEEL15839	TCONS_00013524.p1
OG0006118	CAEEL05175	TCONS_00008006.p1
OG0006120	CAEEL19875	TCONS_00027536.p1
OG0006121	CAEEL01535	TCONS_00026474.p1
OG0006122	CAEEL06423	TCONS_00014372.p1
OG0006124	CAEEL00683	TCONS_00000594.p1
OG0006125	CAEEL12098	TCONS_00010849.p1
OG0006126	CAEEL09062	TCONS_00014812.p1
OG0006127	CAEEL08699	TCONS_00020694.p1
OG0006128	CAEEL01734	TCONS_00007601.p1
OG0006129	CAEEL15436	TCONS_00028049.p1, TCONS_00028048.p1
OG0006130	CAEEL19047	TCONS_00024794.p1, TCONS_00024754.p1
OG0006131	CAEEL08997	TCONS_00004751.p1
OG0006134	CAEEL05080	TCONS_00008106.p1
OG0006135	CAEEL16406	TCONS_00002593.p1
OG0006137	CAEEL01021	TCONS_00002033.p1
OG0006140	CAEEL06530	TCONS_00021228.p1, TCONS_00021227.p1
OG0006141	CAEEL00813	TCONS_00028768.p1
OG0006144	CAEEL12775	TCONS_00011254.p1
OG0006145	CAEEL00765, CAEEL00923	TCONS_00050624.p1
OG0006152	CAEEL01636	TCONS_00045404.p1
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	TCONS_00043806.p1
OG0006156	CAEEL13825	TCONS_00021882.p1
OG0006160	CAEEL08936	TCONS_00047213.p1
OG0006163	CAEEL00653	TCONS_00031691.p1
OG0006164	CAEEL01158	TCONS_00008174.p1, TCONS_00000033.p1
OG0006165	CAEEL15774	TCONS_00019638.p1
OG0006168	CAEEL05152	TCONS_00016557.p1
OG0006169	CAEEL08537	TCONS_00043660.p1
OG0006172	CAEEL14351	TCONS_00009710.p1
OG0006176	CAEEL05930	TCONS_00010221.p1
OG0006180	CAEEL09925	TCONS_00007442.p1
OG0006181	CAEEL14722	TCONS_00010425.p1
OG0006182	CAEEL06387	TCONS_00054078.p1
OG0006183	CAEEL19366	TCONS_00013519.p1
OG0006185	CAEEL01692	TCONS_00045754.p1
OG0006187	CAEEL00902	TCONS_00029731.p1
OG0006188	CAEEL02058	TCONS_00053406.p1
OG0006191	CAEEL06280, CAEEL06279	TCONS_00029555.p1
OG0006192	CAEEL01776	TCONS_00056391.p1, TCONS_00041424.p1
OG0006195	CAEEL08079	TCONS_00006119.p1
OG0006196	CAEEL06224, CAEEL06189	TCONS_00021445.p1
OG0006198	CAEEL00819	TCONS_00026916.p1
OG0006200	CAEEL11329	TCONS_00030705.p1
OG0006202	CAEEL07568	TCONS_00007558.p1
OG0006208	CAEEL00204	TCONS_00029115.p1
OG0006209	CAEEL11287	TCONS_00029727.p1
OG0006210	CAEEL00160	TCONS_00009196.p1
OG0006213	CAEEL01145	TCONS_00019307.p1
OG0006214	CAEEL12120	TCONS_00037981.p1
OG0006216	CAEEL16326	TCONS_00014138.p1
OG0006217	CAEEL05235	TCONS_00051364.p1
OG0006220	CAEEL08309	TCONS_00019743.p1, TCONS_00019730.p1
OG0006224	CAEEL11548	TCONS_00050034.p1
OG0006226	CAEEL02716	TCONS_00053227.p1
OG0006229	CAEEL06963	TCONS_00043875.p1
OG0006230	CAEEL08542	TCONS_00020731.p1
OG0006231	CAEEL20582	TCONS_00017751.p1
OG0006232	CAEEL07512, CAEEL07511	TCONS_00056742.p1
OG0006234	CAEEL05918	TCONS_00052906.p1
OG0006235	CAEEL04462	TCONS_00036221.p1
OG0006237	CAEEL04160	TCONS_00051480.p1
OG0006239	CAEEL01539	TCONS_00008386.p1
OG0006240	CAEEL08852	TCONS_00015238.p1
OG0006245	CAEEL00941	TCONS_00056805.p1
OG0006248	CAEEL05883	TCONS_00022938.p1
OG0006249	CAEEL10060	TCONS_00022323.p1
OG0006254	CAEEL11539	TCONS_00055925.p1
OG0006257	CAEEL15240	TCONS_00010381.p1
OG0006259	CAEEL09792	TCONS_00018304.p1
OG0006260	CAEEL09587	TCONS_00047383.p1
OG0006262	CAEEL01377	TCONS_00018917.p1
OG0006263	CAEEL09474	TCONS_00007047.p1
OG0006264	CAEEL11589	TCONS_00055392.p1
OG0006265	CAEEL01463	TCONS_00003636.p1
OG0006267	CAEEL09521	TCONS_00031273.p1
OG0006268	CAEEL09373, CAEEL09395	TCONS_00048122.p1
OG0006269	CAEEL11344	TCONS_00048493.p1
OG0006270	CAEEL01876	TCONS_00015601.p1
OG0006271	CAEEL08264	TCONS_00013879.p1
OG0006275	CAEEL01989	TCONS_00001487.p1
OG0006277	CAEEL08057	TCONS_00005076.p1
OG0006279	CAEEL00237	TCONS_00002188.p1
OG0006280	CAEEL17987	TCONS_00009583.p1
OG0006281	CAEEL04765	TCONS_00050422.p1
OG0006283	CAEEL00881	TCONS_00020320.p1
OG0006284	CAEEL08923	TCONS_00004481.p1
OG0006285	CAEEL04794	TCONS_00016197.p1
OG0006286	CAEEL00158	TCONS_00029938.p1, TCONS_00030675.p1
OG0006288	CAEEL08712	TCONS_00005552.p1, TCONS_00005564.p1
OG0006289	CAEEL07964	TCONS_00049653.p1
OG0006290	CAEEL04712	TCONS_00050562.p1
OG0006291	CAEEL00609	TCONS_00016579.p1
OG0006293	CAEEL07928	TCONS_00006350.p1
OG0006294	CAEEL14462	TCONS_00010810.p1
OG0006295	CAEEL09568	TCONS_00006928.p1, TCONS_00006902.p1
OG0006297	CAEEL11872	TCONS_00048919.p1
OG0006301	CAEEL17598	TCONS_00011055.p1
OG0006306	CAEEL01065	TCONS_00017205.p1
OG0006307	CAEEL06264	TCONS_00053826.p1
OG0006309	CAEEL05232	TCONS_00036228.p1
OG0006311	CAEEL17612	TCONS_00038156.p1
OG0006313	CAEEL05123	TCONS_00046617.p1
OG0006315	CAEEL15905	TCONS_00010515.p1
OG0006319	CAEEL13894	TCONS_00049238.p1
OG0006322	CAEEL09507	TCONS_00048928.p1
OG0006323	CAEEL02251	TCONS_00041748.p1
OG0006326	CAEEL15323	TCONS_00016446.p1
OG0006329	CAEEL02571	TCONS_00026255.p1
OG0006331	CAEEL13794	TCONS_00003546.p1
OG0006332	CAEEL10865	TCONS_00024586.p1
OG0006334	CAEEL08411, CAEEL18378	TCONS_00053945.p1
OG0006335	CAEEL04124, CAEEL00475	TCONS_00038727.p1
OG0006339	CAEEL08069	TCONS_00006224.p1
OG0006340	CAEEL11454	TCONS_00030619.p1
OG0006341	CAEEL06023	TCONS_00053211.p1
OG0006343	CAEEL05583, CAEEL02498	TCONS_00042685.p1
OG0006344	CAEEL14876	TCONS_00032988.p1
OG0006345	CAEEL06549	TCONS_00018594.p1, TCONS_00017569.p1
OG0006346	CAEEL05783	TCONS_00035271.p1
OG0006347	CAEEL07567	TCONS_00056824.p1
OG0006350	CAEEL07674	TCONS_00012262.p1
OG0006352	CAEEL02603	TCONS_00044098.p1
OG0006353	CAEEL19140, CAEEL05676	TCONS_00009865.p1
OG0006354	CAEEL18116	TCONS_00027609.p1
OG0006355	CAEEL16514	TCONS_00049625.p1
OG0006356	CAEEL07675	TCONS_00005098.p1
OG0006360	CAEEL05277	TCONS_00036149.p1
OG0006361	CAEEL09060	TCONS_00004369.p1
OG0006362	CAEEL00998	TCONS_00041980.p1, TCONS_00041972.p1
OG0006363	CAEEL00971	TCONS_00026004.p1
OG0006365	CAEEL12631	TCONS_00042541.p1
OG0006370	CAEEL05220	TCONS_00053971.p1
OG0006372	CAEEL09848	TCONS_00055014.p1
OG0006375	CAEEL00741	TCONS_00014183.p1
OG0006376	CAEEL15051	TCONS_00015180.p1
OG0006377	CAEEL09247	TCONS_00053744.p1, TCONS_00053743.p1
OG0006378	CAEEL04747	TCONS_00026085.p1
OG0006381	CAEEL09800	TCONS_00047599.p1
OG0006385	CAEEL17878	TCONS_00011299.p1, TCONS_00011279.p1
OG0006386	CAEEL02065	TCONS_00038091.p1
OG0006387	CAEEL00319	TCONS_00001551.p1
OG0006389	CAEEL07348	TCONS_00001248.p1
OG0006390	CAEEL13360	TCONS_00047659.p1
OG0006391	CAEEL16380, CAEEL11908	TCONS_00055478.p1
OG0006392	CAEEL07571	TCONS_00001939.p1
OG0006393	CAEEL14337	TCONS_00027954.p1
OG0006395	CAEEL11636	TCONS_00045081.p1
OG0006402	CAEEL14843	TCONS_00055131.p1
OG0006405	CAEEL04608	TCONS_00036434.p1
OG0006407	CAEEL20555	TCONS_00017172.p1
OG0006408	CAEEL15120	TCONS_00011147.p1
OG0006414	CAEEL18847	TCONS_00028276.p1, TCONS_00028277.p1
OG0006423	CAEEL00261	TCONS_00040572.p1, TCONS_00039860.p1, TCONS_00057154.p1, TCONS_00000859.p1, TCONS_00056074.p1, TCONS_00003763.p1, TCONS_00001571.p1, TCONS_00002721.p1, TCONS_00001954.p1, TCONS_00049862.p1, TCONS_00036289.p1, TCONS_00038241.p1, TCONS_00041474.p1, TCONS_00038263.p1, TCONS_00016123.p1, TCONS_00041777.p1
OG0006443	CAEEL07304	TCONS_00039555.p1
