Orthogroup	CAEEL	DROME
OG0005648	CAEEL04930	DROME03181, DROME03182
OG0005649	CAEEL12678	DROME10772
OG0005652	CAEEL02073	DROME06700
OG0005655	CAEEL06868	DROME06091
OG0005656	CAEEL07991	DROME07968
OG0005660	CAEEL02202	DROME15890, DROME15891
OG0005661	CAEEL05585	DROME08445, DROME08446
OG0005668	CAEEL11838	DROME04352, DROME04353
OG0005681	CAEEL18801	DROME00945
OG0005685	CAEEL18876	DROME08832
OG0005690	CAEEL07345	DROME04761
OG0005692	CAEEL02905	DROME13230
OG0005696	CAEEL12982	DROME11286
OG0005698	CAEEL01389	DROME09665
OG0005700	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676	DROME09873
OG0005702	CAEEL15894, CAEEL18106	DROME10890
OG0005703	CAEEL09229	DROME19473
OG0005704	CAEEL18454	DROME03784, DROME03785
OG0005707	CAEEL01062	DROME15744, DROME15745
OG0005712	CAEEL10147	DROME16333, DROME16334
OG0005713	CAEEL05051	DROME09588, DROME09589
OG0005715	CAEEL06260	DROME18763, DROME18764, DROME18762
OG0005719	CAEEL05019	DROME19860
OG0005721	CAEEL02751	DROME00178
OG0005723	CAEEL12411	DROME17035
OG0005724	CAEEL06660	DROME03509, DROME03507
OG0005725	CAEEL16182	DROME09268
OG0005726	CAEEL02137	DROME08962
OG0005727	CAEEL08283	DROME20877
OG0005728	CAEEL00225	DROME04547
OG0005729	CAEEL01552	DROME00800
OG0005731	CAEEL09042	DROME03369
OG0005732	CAEEL07314	DROME03588
OG0005733	CAEEL11874	DROME14541, DROME14542, DROME10332
OG0005734	CAEEL05372	DROME21588, DROME04119
OG0005737	CAEEL00178	DROME06704
OG0005738	CAEEL19157	DROME09090, DROME09091, DROME09093, DROME09092
OG0005744	CAEEL10825, CAEEL00882	DROME21042, DROME21041, DROME13505
OG0005746	CAEEL04218	DROME19187
OG0005747	CAEEL11656	DROME12400
OG0005748	CAEEL05688	DROME17506
OG0005749	CAEEL14477	DROME00192
OG0005750	CAEEL02930	DROME14187
OG0005758	CAEEL07383, CAEEL07219	DROME02962
OG0005759	CAEEL04976	DROME06016
OG0005760	CAEEL11990	DROME05727, DROME05728, DROME05730, DROME05729
OG0005761	CAEEL02084	DROME18137, DROME18138
OG0005764	CAEEL00440	DROME08532
OG0005766	CAEEL03004	DROME09826, DROME09825, DROME09827
OG0005769	CAEEL00626	DROME03529, DROME03528
OG0005771	CAEEL18103	DROME11559
OG0005774	CAEEL07710	DROME03197
OG0005775	CAEEL08185	DROME14248, DROME03634
OG0005776	CAEEL08611, CAEEL02852	DROME05892
OG0005777	CAEEL09325	DROME12481
OG0005779	CAEEL11742	DROME08845
OG0005783	CAEEL15350	DROME16358
OG0005784	CAEEL06573	DROME20576
OG0005787	CAEEL09127, CAEEL07672	DROME16644, DROME18583
OG0005788	CAEEL10819	DROME01890
OG0005789	CAEEL03291	DROME02052
OG0005790	CAEEL02850	DROME02319
OG0005792	CAEEL16683	DROME04031
OG0005793	CAEEL01631	DROME13741
OG0005794	CAEEL07859	DROME20570
OG0005796	CAEEL03619	DROME21579
OG0005797	CAEEL01710	DROME13677
OG0005798	CAEEL07896	DROME00436
OG0005799	CAEEL16039	DROME17772
OG0005800	CAEEL07429	DROME14692
OG0005802	CAEEL08747	DROME18658
OG0005803	CAEEL05218	DROME06804
OG0005804	CAEEL00293	DROME00221
OG0005805	CAEEL07935	DROME18523
OG0005807	CAEEL00886	DROME15016
OG0005811	CAEEL09170	DROME15005, DROME15004
OG0005812	CAEEL15514	DROME17684
OG0005813	CAEEL04957	DROME18740, DROME18739, DROME08278
OG0005815	CAEEL08558	DROME17829
OG0005817	CAEEL09003	DROME00446
OG0005818	CAEEL06548	DROME21049
OG0005819	CAEEL05194	DROME10881
OG0005821	CAEEL06500	DROME18765
OG0005822	CAEEL08544	DROME00384
OG0005823	CAEEL11398	DROME16943
OG0005824	CAEEL01511	DROME14993
OG0005827	CAEEL15915	DROME03179, DROME18655
OG0005829	CAEEL01850, CAEEL14048	DROME17916, DROME17917, DROME17918
OG0005831	CAEEL07627	DROME02056
OG0005832	CAEEL01641	DROME03903
OG0005833	CAEEL14838	DROME14025
OG0005834	CAEEL18574	DROME09861, DROME09860
OG0005835	CAEEL06739, CAEEL08580	DROME10113
OG0005836	CAEEL15554	DROME02540
OG0005837	CAEEL01073	DROME19685
OG0005840	CAEEL06791	DROME12810, DROME12811
OG0005843	CAEEL06200	DROME07738
OG0005845	CAEEL04187	DROME12524
OG0005846	CAEEL06779	DROME18114
OG0005847	CAEEL00400	DROME12864
OG0005848	CAEEL00240	DROME17120
OG0005849	CAEEL07640	DROME15063, DROME15062
OG0005850	CAEEL07059	DROME15741, DROME15742
OG0005851	CAEEL19454, CAEEL03023	DROME06389, DROME06388
OG0005853	CAEEL05937	DROME18489, DROME18488
OG0005857	CAEEL08143	DROME13133, DROME13132
OG0005858	CAEEL08865	DROME10288, DROME10287
OG0005859	CAEEL09237	DROME01874
OG0005860	CAEEL11464	DROME13592
OG0005861	CAEEL07847	DROME20036
OG0005863	CAEEL02059	DROME00631
OG0005864	CAEEL03066	DROME21983
OG0005865	CAEEL10526	DROME21095
OG0005866	CAEEL03116	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050
OG0005867	CAEEL20688	DROME18293
OG0005869	CAEEL01472	DROME01674
OG0005870	CAEEL18863	DROME19873
OG0005871	CAEEL07046	DROME05632, DROME05631
OG0005874	CAEEL06734	DROME03501
OG0005875	CAEEL11121	DROME06773
OG0005877	CAEEL03535	DROME06392
OG0005878	CAEEL00506	DROME19123
OG0005879	CAEEL05884	DROME20321
OG0005880	CAEEL09863	DROME17652, DROME17653
OG0005883	CAEEL06255	DROME19395
OG0005884	CAEEL16531	DROME08061
OG0005886	CAEEL01824	DROME01867
OG0005888	CAEEL00435	DROME16104
OG0005889	CAEEL02553	DROME14304, DROME07617
OG0005890	CAEEL06540	DROME19088
OG0005892	CAEEL01618	DROME10375, DROME10374
OG0005893	CAEEL11380	DROME16783
OG0005895	CAEEL06441	DROME02103
OG0005896	CAEEL15064	DROME06811
OG0005897	CAEEL01303	DROME19090
OG0005898	CAEEL01957	DROME06116
OG0005899	CAEEL11728	DROME02184
OG0005901	CAEEL01230	DROME08625
OG0005903	CAEEL02733	DROME19765
OG0005904	CAEEL18351	DROME00138
OG0005909	CAEEL09260	DROME01192
OG0005914	CAEEL12252	DROME08503, DROME08502
OG0005919	CAEEL15775	DROME03002
OG0005921	CAEEL07408	DROME05740
OG0005922	CAEEL15520	DROME13644, DROME13643
OG0005923	CAEEL02858	DROME01141, DROME01142
OG0005925	CAEEL18159	DROME01094
OG0005928	CAEEL04878	DROME02019
OG0005929	CAEEL05898	DROME01196
OG0005931	CAEEL09476	DROME08847
OG0005932	CAEEL11316	DROME15731
OG0005933	CAEEL14434	DROME19096, DROME19097
OG0005936	CAEEL07303	DROME12077
OG0005937	CAEEL10539	DROME14657
OG0005938	CAEEL06000, CAEEL09583	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752
OG0005940	CAEEL04134	DROME18687
OG0005941	CAEEL08713	DROME14278
OG0005943	CAEEL02014	DROME01109
OG0005946	CAEEL11452, CAEEL11968	DROME15326
OG0005949	CAEEL12005	DROME10426
OG0005950	CAEEL02721	DROME10950
OG0005952	CAEEL08042	DROME19643
OG0005953	CAEEL01826	DROME11680
OG0005957	CAEEL13678, CAEEL02860	DROME02682, DROME02681, DROME02683, DROME02684
OG0005960	CAEEL18529, CAEEL16584	DROME11094, DROME11095
OG0005963	CAEEL02429, CAEEL11102	DROME00894
OG0005965	CAEEL17925	DROME15552
OG0005966	CAEEL05490	DROME04950
OG0005967	CAEEL08429	DROME16596, DROME14482
OG0005968	CAEEL01646	DROME21030, DROME16013, DROME08290
OG0005969	CAEEL01577	DROME08256, DROME08257
OG0005970	CAEEL16383	DROME13325
OG0005973	CAEEL13364	DROME03261
OG0005974	CAEEL11184	DROME09177
OG0005975	CAEEL05822	DROME01949
OG0005976	CAEEL15581	DROME19287
OG0005977	CAEEL04186	DROME08531
OG0005978	CAEEL08320	DROME03284
OG0005980	CAEEL05471	DROME21461
OG0005982	CAEEL04709	DROME01959
OG0005984	CAEEL06514, CAEEL07173	DROME20805
OG0005985	CAEEL11206	DROME12892
OG0005987	CAEEL05677	DROME16681
OG0005989	CAEEL14108	DROME01935, DROME02497
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	DROME01845
OG0005995	CAEEL09469	DROME10672
OG0005997	CAEEL11505, CAEEL13118	DROME05226
OG0005998	CAEEL12651	DROME05475
OG0006003	CAEEL12475	DROME10360
OG0006004	CAEEL01451	DROME09659
OG0006005	CAEEL08818	DROME21221
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	DROME04529, DROME04530
OG0006010	CAEEL07462	DROME07208
OG0006011	CAEEL06588	DROME05625
OG0006013	CAEEL11082	DROME08145
OG0006031	CAEEL00264	DROME15258
OG0006059	CAEEL09710	DROME07767
OG0006062	CAEEL08027	DROME04067
OG0006063	CAEEL09563	DROME20838
OG0006064	CAEEL11646	DROME01128
OG0006066	CAEEL07776	DROME20062
OG0006069	CAEEL08597	DROME20187
OG0006072	CAEEL09063	DROME01673
OG0006073	CAEEL15279	DROME14553
OG0006074	CAEEL15694	DROME19848
OG0006079	CAEEL06022	DROME02616
OG0006085	CAEEL07121	DROME12364
OG0006087	CAEEL10339	DROME12774
OG0006090	CAEEL06249	DROME09888, DROME09890, DROME09891, DROME09889
OG0006095	CAEEL03714	DROME21969
OG0006096	CAEEL08930	DROME21245
OG0006098	CAEEL17792	DROME05931
OG0006101	CAEEL04363	DROME04360
OG0006102	CAEEL01860	DROME01980
OG0006104	CAEEL15552	DROME06504, DROME15737
OG0006106	CAEEL09939	DROME20870
OG0006108	CAEEL07908	DROME09376
OG0006111	CAEEL06592	DROME12496
OG0006113	CAEEL00297	DROME04342
OG0006114	CAEEL02929	DROME20935
OG0006115	CAEEL02174, CAEEL09766	DROME16296
OG0006116	CAEEL14600	DROME02301, DROME02300
OG0006117	CAEEL15839	DROME10279
OG0006118	CAEEL05175	DROME20483
OG0006119	CAEEL19837	DROME12941
OG0006120	CAEEL19875	DROME13128, DROME13130, DROME13129
OG0006121	CAEEL01535	DROME18148
OG0006122	CAEEL06423	DROME00796
OG0006124	CAEEL00683	DROME13739
OG0006125	CAEEL12098	DROME02053
OG0006127	CAEEL08699	DROME03260
OG0006128	CAEEL01734	DROME07922
OG0006129	CAEEL15436	DROME09781
OG0006130	CAEEL19047	DROME17498, DROME17499
OG0006131	CAEEL08997	DROME15971
OG0006134	CAEEL05080	DROME13718
OG0006135	CAEEL16406	DROME08697
OG0006137	CAEEL01021	DROME09569
OG0006140	CAEEL06530	DROME15748
OG0006141	CAEEL00813	DROME18067, DROME07431
OG0006144	CAEEL12775	DROME00549
OG0006145	CAEEL00765, CAEEL00923	DROME11050
OG0006148	CAEEL05997	DROME10799
OG0006152	CAEEL01636	DROME08871
OG0006156	CAEEL13825	DROME10247
OG0006160	CAEEL08936	DROME03637
OG0006164	CAEEL01158	DROME09119
OG0006165	CAEEL15774	DROME18757, DROME18756
OG0006168	CAEEL05152	DROME15944, DROME18911
OG0006169	CAEEL08537	DROME10283
OG0006171	CAEEL01756	DROME09393
OG0006172	CAEEL14351	DROME00114
OG0006176	CAEEL05930	DROME04325
OG0006180	CAEEL09925	DROME17033
OG0006181	CAEEL14722	DROME14871
OG0006182	CAEEL06387	DROME01649
OG0006183	CAEEL19366	DROME14997
OG0006185	CAEEL01692	DROME15598
OG0006187	CAEEL00902	DROME00876
OG0006188	CAEEL02058	DROME00301
OG0006191	CAEEL06280, CAEEL06279	DROME00877, DROME00878
OG0006192	CAEEL01776	DROME00106
OG0006194	CAEEL20600	DROME10099
OG0006195	CAEEL08079	DROME11802, DROME11801
OG0006199	CAEEL05929	DROME19122
OG0006200	CAEEL11329	DROME03216, DROME03215
OG0006202	CAEEL07568	DROME06452, DROME06451
OG0006208	CAEEL00204	DROME15732
OG0006209	CAEEL11287	DROME01562
OG0006210	CAEEL00160	DROME19094
OG0006213	CAEEL01145	DROME10052
OG0006214	CAEEL12120	DROME05227
OG0006216	CAEEL16326	DROME02380
OG0006217	CAEEL05235	DROME19224
OG0006220	CAEEL08309	DROME10027
OG0006224	CAEEL11548	DROME18810
OG0006225	CAEEL13901	DROME05230, DROME05229
OG0006226	CAEEL02716	DROME08310
OG0006229	CAEEL06963	DROME16720
OG0006230	CAEEL08542	DROME05693
OG0006231	CAEEL20582	DROME06401, DROME06402, DROME06407
OG0006232	CAEEL07512, CAEEL07511	DROME06119
OG0006234	CAEEL05918	DROME22062, DROME22061
OG0006235	CAEEL04462	DROME20311
OG0006239	CAEEL01539	DROME10114
OG0006240	CAEEL08852	DROME19140, DROME08600
OG0006245	CAEEL00941	DROME02108, DROME02107
OG0006247	CAEEL11988	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	CAEEL05883	DROME03264
OG0006249	CAEEL10060	DROME20245
OG0006254	CAEEL11539	DROME10801
OG0006259	CAEEL09792	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	CAEEL09587	DROME16552
OG0006262	CAEEL01377	DROME05994
OG0006263	CAEEL09474	DROME01003
OG0006264	CAEEL11589	DROME01178
OG0006265	CAEEL01463	DROME08925, DROME08926
OG0006267	CAEEL09521	DROME04482
OG0006268	CAEEL09373, CAEEL09395	DROME16986
OG0006270	CAEEL01876	DROME07884
OG0006271	CAEEL08264	DROME13584
OG0006275	CAEEL01989	DROME11545
OG0006277	CAEEL08057	DROME15668
OG0006279	CAEEL00237	DROME05154
OG0006280	CAEEL17987	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	CAEEL04765	DROME21723, DROME21724
OG0006283	CAEEL00881	DROME18093
OG0006284	CAEEL08923	DROME06978
OG0006285	CAEEL04794	DROME05155
OG0006286	CAEEL00158	DROME20409
OG0006288	CAEEL08712	DROME00223
OG0006289	CAEEL07964	DROME05895
OG0006290	CAEEL04712	DROME15754
OG0006291	CAEEL00609	DROME16421
OG0006293	CAEEL07928	DROME15892
OG0006294	CAEEL14462	DROME17637
OG0006295	CAEEL09568	DROME09339
OG0006297	CAEEL11872	DROME14064
OG0006301	CAEEL17598	DROME14417, DROME14418
OG0006306	CAEEL01065	DROME06607
OG0006309	CAEEL05232	DROME22059, DROME22060
OG0006311	CAEEL17612	DROME09053
OG0006313	CAEEL05123	DROME09638
OG0006315	CAEEL15905	DROME12826
OG0006319	CAEEL13894	DROME00483, DROME00484
OG0006322	CAEEL09507	DROME19674
OG0006323	CAEEL02251	DROME00186
OG0006329	CAEEL02571	DROME06117
OG0006331	CAEEL13794	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	CAEEL10865	DROME01006
OG0006334	CAEEL08411, CAEEL18378	DROME04357
OG0006335	CAEEL04124, CAEEL00475	DROME09585
OG0006339	CAEEL08069	DROME19031, DROME19030
OG0006340	CAEEL11454	DROME02471
OG0006341	CAEEL06023	DROME06095
OG0006344	CAEEL14876	DROME11878
OG0006345	CAEEL06549	DROME01528
OG0006346	CAEEL05783	DROME16623
OG0006347	CAEEL07567	DROME18372, DROME18373
OG0006350	CAEEL07674	DROME10882
OG0006352	CAEEL02603	DROME15718
OG0006353	CAEEL19140, CAEEL05676	DROME00751
OG0006355	CAEEL16514	DROME00424
OG0006356	CAEEL07675	DROME02890
OG0006360	CAEEL05277	DROME19840
OG0006362	CAEEL00998	DROME11093
OG0006363	CAEEL00971	DROME07012
OG0006365	CAEEL12631	DROME21616, DROME21617
OG0006370	CAEEL05220	DROME08234
OG0006372	CAEEL09848	DROME08788
OG0006375	CAEEL00741	DROME19928
OG0006376	CAEEL15051	DROME13198
OG0006377	CAEEL09247	DROME08417
OG0006378	CAEEL04747	DROME17931
OG0006381	CAEEL09800	DROME02707, DROME20650
OG0006385	CAEEL17878	DROME09556
OG0006387	CAEEL00319	DROME09390
OG0006389	CAEEL07348	DROME15710
OG0006392	CAEEL07571	DROME11920
OG0006393	CAEEL14337	DROME03463, DROME03462
OG0006395	CAEEL11636	DROME00130
OG0006402	CAEEL14843	DROME17310
OG0006405	CAEEL04608	DROME13750, DROME13751
OG0006406	CAEEL04927, CAEEL07538	DROME19952, DROME19616
OG0006408	CAEEL15120	DROME17398, DROME17397
OG0006443	CAEEL07304	DROME16038
OG0006448	CAEEL07841	DROME21414
OG0006449	CAEEL02036	DROME03272
OG0006454	CAEEL06995	DROME19164
OG0006456	CAEEL09794	DROME00779
OG0006459	CAEEL00244	DROME10282
OG0006461	CAEEL11863	DROME01188
OG0006462	CAEEL05709	DROME01832
OG0006464	CAEEL01413	DROME15553
OG0006465	CAEEL10921	DROME04025
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	DROME01113
OG0006474	CAEEL07206	DROME18594
OG0006475	CAEEL07548	DROME11340, DROME11339
OG0006476	CAEEL12092	DROME02188
OG0006478	CAEEL06158	DROME10803
OG0006479	CAEEL05626	DROME03631
OG0006480	CAEEL10265, CAEEL10266	DROME15425, DROME15426
OG0006481	CAEEL19099, CAEEL01638	DROME02142, DROME01455
OG0006482	CAEEL10834	DROME21719
OG0006485	CAEEL14223	DROME17756
OG0006488	CAEEL17648	DROME14000
OG0006490	CAEEL11637	DROME17521
OG0006491	CAEEL13015	DROME09727
OG0006497	CAEEL06461	DROME11986
OG0006498	CAEEL02503	DROME00774
OG0006501	CAEEL16016	DROME07620
OG0006505	CAEEL06783	DROME19279
OG0006509	CAEEL00006, CAEEL15373	DROME06735
OG0006511	CAEEL02676	DROME02030
OG0006512	CAEEL07313	DROME14203
OG0006514	CAEEL07858	DROME04973
OG0006515	CAEEL02554	DROME17220
OG0006516	CAEEL15132	DROME18956, DROME07746
OG0006517	CAEEL01423	DROME16077, DROME16076
OG0006519	CAEEL05908	DROME10463
OG0006520	CAEEL13792	DROME01601
OG0006522	CAEEL07957	DROME21565, DROME21563, DROME21564
OG0006523	CAEEL15760	DROME13324
OG0006525	CAEEL11800	DROME16242
OG0006528	CAEEL14466	DROME03901, DROME03902, DROME03900
OG0006532	CAEEL05678	DROME18743
OG0006533	CAEEL19649	DROME11744, DROME11742, DROME11745, DROME11743
OG0006535	CAEEL19419	DROME21449, DROME21448
OG0006536	CAEEL05174	DROME00110
OG0006538	CAEEL07903, CAEEL04060	DROME00930
OG0006540	CAEEL19898	DROME04024
OG0006543	CAEEL05304	DROME19675
OG0006544	CAEEL02597	DROME08098
OG0006545	CAEEL08394	DROME14793
OG0006546	CAEEL16446	DROME03836
OG0006547	CAEEL09736	DROME21566
OG0006550	CAEEL02186	DROME12314
OG0006552	CAEEL02725	DROME02022
OG0006553	CAEEL06508	DROME06750
OG0006554	CAEEL09071	DROME13465
OG0006556	CAEEL00553	DROME10784
OG0006557	CAEEL07597	DROME08144
OG0006560	CAEEL14360	DROME17786
OG0006561	CAEEL16404	DROME15269
OG0006567	CAEEL15749	DROME01202
OG0006568	CAEEL01944	DROME05220
OG0006569	CAEEL03290	DROME20993
OG0006570	CAEEL15966	DROME20261
OG0006571	CAEEL05447	DROME05601
OG0006573	CAEEL05442	DROME14640
OG0006574	CAEEL01738	DROME19778
OG0006577	CAEEL15281	DROME16628
OG0006578	CAEEL00045	DROME15457
OG0006580	CAEEL07590	DROME00474
OG0006583	CAEEL01627	DROME16903
OG0006584	CAEEL05880	DROME07289
OG0006587	CAEEL17957	DROME02493
OG0006588	CAEEL11640	DROME21457
OG0006590	CAEEL15655	DROME17574
OG0006594	CAEEL00833	DROME12981
OG0006595	CAEEL10661	DROME20933
OG0006596	CAEEL00560	DROME13730, DROME13731
OG0006597	CAEEL10448	DROME19349
OG0006598	CAEEL03295	DROME15235
OG0006602	CAEEL16562	DROME18117
OG0006603	CAEEL00624	DROME08268, DROME08267
OG0006604	CAEEL07198	DROME10779
OG0006607	CAEEL01560	DROME06763
OG0006608	CAEEL05698	DROME15074
OG0006609	CAEEL02187	DROME08965
OG0006610	CAEEL11386	DROME00685
OG0006611	CAEEL07953	DROME04706, DROME04707
OG0006613	CAEEL01845	DROME02162, DROME02161
OG0006614	CAEEL05124	DROME03471
OG0006615	CAEEL09131	DROME05191
OG0006618	CAEEL00041	DROME08665
OG0006621	CAEEL07639	DROME01854
OG0006622	CAEEL05834	DROME13807
OG0006625	CAEEL08791	DROME13491
OG0006628	CAEEL07329	DROME04083, DROME04082
OG0006630	CAEEL11696	DROME13179
OG0006631	CAEEL00720	DROME06287
OG0006633	CAEEL00427	DROME10769
OG0006634	CAEEL07770	DROME05352
OG0006636	CAEEL07724	DROME02119
OG0006637	CAEEL12125	DROME01008
OG0006642	CAEEL19634	DROME08951
OG0006646	CAEEL15891	DROME15373
OG0006647	CAEEL07174	DROME02033
OG0006649	CAEEL13032	DROME00086
OG0006651	CAEEL09522	DROME04694
OG0006655	CAEEL00324	DROME18847
OG0006658	CAEEL00269	DROME21096
OG0006662	CAEEL12773	DROME19864
OG0006663	CAEEL08458	DROME13134
OG0006664	CAEEL01906	DROME04463
OG0006666	CAEEL05999	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	CAEEL01250	DROME06736
OG0006668	CAEEL06992	DROME09203, DROME09202, DROME09204
OG0006669	CAEEL08205	DROME09383
OG0006670	CAEEL05160	DROME03282
OG0006673	CAEEL00769	DROME03524
OG0006678	CAEEL12368	DROME02009
OG0006681	CAEEL05335	DROME07359, DROME07360
OG0006684	CAEEL11224	DROME10607
OG0006686	CAEEL20085	DROME10194
OG0006690	CAEEL11346	DROME00556
OG0006691	CAEEL07500	DROME16256
OG0006692	CAEEL00770	DROME03538
OG0006694	CAEEL01422	DROME08808
OG0006695	CAEEL17851	DROME15570
OG0006702	CAEEL08311	DROME02407
OG0006703	CAEEL00186	DROME12345
OG0006705	CAEEL04478	DROME10883
OG0006706	CAEEL11633	DROME18775
OG0006709	CAEEL07440	DROME12082
OG0006710	CAEEL07165	DROME13063, DROME13065, DROME13064
OG0006712	CAEEL01534	DROME09518, DROME09519
OG0006714	CAEEL06631	DROME13246
OG0006717	CAEEL00315	DROME10030
OG0006718	CAEEL08308	DROME15073
OG0006722	CAEEL04109	DROME04394
OG0006723	CAEEL07804	DROME17509
OG0006726	CAEEL18959	DROME11357
OG0006727	CAEEL10628	DROME13434
OG0006730	CAEEL07386, CAEEL18705	DROME11063, DROME10467
OG0006732	CAEEL07406	DROME16398
OG0006735	CAEEL20573	DROME21577
OG0006736	CAEEL01882	DROME10186
OG0006737	CAEEL18816	DROME08119
OG0006741	CAEEL11903	DROME13025
OG0006742	CAEEL06688, CAEEL06689	DROME17425
OG0006748	CAEEL02500	DROME00422
OG0006749	CAEEL08028	DROME18950
OG0006750	CAEEL02998	DROME09705
OG0006753	CAEEL06421	DROME16826
OG0006754	CAEEL15551	DROME03000
OG0006755	CAEEL08754	DROME13740
OG0006757	CAEEL05691	DROME14155
OG0006758	CAEEL05308	DROME17868, DROME17867
OG0006760	CAEEL14472	DROME19427
OG0006762	CAEEL06780, CAEEL14299	DROME14028
OG0006765	CAEEL01561	DROME10592, DROME10591
OG0006766	CAEEL04604	DROME03426
OG0006768	CAEEL07976	DROME02900
OG0006769	CAEEL00344	DROME06420
OG0006772	CAEEL06744, CAEEL20464	DROME15798, DROME09251
OG0006777	CAEEL17985	DROME18870, DROME18871
OG0006780	CAEEL03293	DROME20962
OG0006791	CAEEL11174	DROME09378, DROME09358, DROME12573
OG0006826	CAEEL07305	DROME14383
OG0006828	CAEEL01547	DROME21318
OG0006830	CAEEL01610	DROME11906
OG0006832	CAEEL18365	DROME16492, DROME16493
OG0006833	CAEEL01607	DROME06375
OG0006835	CAEEL10984	DROME02280, DROME02306
OG0006838	CAEEL04815	DROME08307
OG0006842	CAEEL01401	DROME20782
OG0006843	CAEEL01030	DROME06952
OG0006844	CAEEL01019	DROME01743
OG0006845	CAEEL16127	DROME17007
OG0006846	CAEEL15729	DROME08329
OG0006849	CAEEL06259	DROME03499
OG0006851	CAEEL12983	DROME10053
OG0006860	CAEEL08670	DROME20680, DROME20679
OG0006864	CAEEL08583	DROME02889
OG0006868	CAEEL07835	DROME14011, DROME14010
OG0006870	CAEEL08613	DROME14456
OG0006875	CAEEL10848	DROME18909
OG0006876	CAEEL04447	DROME04074
OG0006878	CAEEL06314	DROME10685, DROME10684
OG0006881	CAEEL09403	DROME07121
OG0006882	CAEEL09595	DROME09123
OG0006886	CAEEL05972, CAEEL05973	DROME21253
OG0006887	CAEEL04262	DROME13817
OG0006888	CAEEL07944	DROME19638
OG0006890	CAEEL05820	DROME08143
OG0006891	CAEEL07412	DROME18748
OG0006892	CAEEL07307	DROME00140
OG0006894	CAEEL12154	DROME05303
OG0006895	CAEEL18907	DROME01866
OG0006897	CAEEL00287	DROME19217
OG0006898	CAEEL01473	DROME10588, DROME10587
OG0006901	CAEEL06883	DROME11048, DROME14826
OG0006902	CAEEL02536	DROME14332
OG0006905	CAEEL08307	DROME14624, DROME14623
OG0006906	CAEEL05830	DROME15670
OG0006908	CAEEL07115	DROME20394
OG0006914	CAEEL01820	DROME08141
OG0006918	CAEEL01349	DROME03248
OG0006919	CAEEL05782	DROME06069
OG0006920	CAEEL08877	DROME01129
OG0006923	CAEEL09234	DROME11746
OG0006924	CAEEL12241	DROME14721
OG0006926	CAEEL19851, CAEEL00630	DROME00053
OG0006927	CAEEL11861	DROME11010
OG0006931	CAEEL14601	DROME11546
OG0006934	CAEEL00405	DROME00627
OG0006936	CAEEL11645	DROME12923
OG0006937	CAEEL00825	DROME00527
OG0006938	CAEEL00362	DROME14949
OG0006942	CAEEL08740	DROME17406
OG0006943	CAEEL14228	DROME05311, DROME05310, DROME05312
OG0006944	CAEEL11263	DROME07597
OG0006945	CAEEL08245	DROME04092, DROME04093
OG0006948	CAEEL04453	DROME10887
OG0006949	CAEEL00718	DROME17510
OG0006952	CAEEL11032	DROME11379
OG0006953	CAEEL11948	DROME15970
OG0006954	CAEEL16023	DROME13996, DROME13995
OG0006957	CAEEL08617	DROME16961
OG0006959	CAEEL04110	DROME10650
OG0006960	CAEEL12630	DROME21228
OG0006962	CAEEL05048	DROME03277
OG0006964	CAEEL00220	DROME19570
OG0006966	CAEEL05641	DROME12638, DROME12639
OG0006967	CAEEL06996	DROME01193
OG0006969	CAEEL02753	DROME16910
OG0006970	CAEEL07035	DROME11918
OG0006971	CAEEL08956	DROME11799, DROME11798
OG0006973	CAEEL00443	DROME15580
OG0006975	CAEEL06258	DROME07368
OG0006977	CAEEL11170	DROME16367
OG0006979	CAEEL01624	DROME08887
OG0006980	CAEEL07784	DROME12138
OG0006982	CAEEL08318	DROME16125
OG0006983	CAEEL05835	DROME07189
OG0006985	CAEEL09608	DROME14217
OG0006988	CAEEL16268	DROME01608
OG0006989	CAEEL07496	DROME21716, DROME21715, DROME01750
OG0006990	CAEEL10497, CAEEL10492	DROME10642
OG0006991	CAEEL04823	DROME04692
OG0006994	CAEEL01434	DROME04632
OG0006995	CAEEL02252	DROME04021
OG0006996	CAEEL16529	DROME01798
OG0006998	CAEEL06640	DROME01960
OG0006999	CAEEL04127	DROME11377
OG0007002	CAEEL02243	DROME07791
OG0007003	CAEEL10884	DROME00287
OG0007005	CAEEL06687	DROME09757
OG0007007	CAEEL08012	DROME00847
OG0007009	CAEEL01782	DROME17681
OG0007010	CAEEL15343	DROME01605
OG0007011	CAEEL08044	DROME20885
OG0007012	CAEEL11328	DROME22023
OG0007013	CAEEL06144	DROME01987
OG0007015	CAEEL15511	DROME19728
OG0007016	CAEEL00075	DROME20048
