Orthogroup	CAEEL	DROME
OG0001442	CAEEL02131, CAEEL02130, CAEEL02129	DROME14822, DROME14823, DROME14821
OG0001445	CAEEL10043, CAEEL10044	DROME19218
OG0001447	CAEEL00798, CAEEL00797	DROME01853, DROME01852
OG0001449	CAEEL05216	DROME21187
OG0001454	CAEEL07513	DROME17550, DROME17549, DROME17548
OG0001455	CAEEL04493	DROME05198
OG0001458	CAEEL04619	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556
OG0001459	CAEEL20135, CAEEL17975	DROME20534
OG0001461	CAEEL09368	DROME01468
OG0001462	CAEEL14714, CAEEL03309	DROME07618, DROME07619
OG0001464	CAEEL07180	DROME03533, DROME03534
OG0001465	CAEEL06490	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895
OG0001466	CAEEL00165	DROME20715
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	DROME11512, DROME11513
OG0001469	CAEEL06147	DROME11498
OG0001469	CAEEL06502	DROME15100
OG0001472	CAEEL07491	DROME03418
OG0001472	CAEEL02663	DROME01627
OG0001474	CAEEL07328	DROME02835, DROME02834
OG0001475	CAEEL05298	DROME11371, DROME08104, DROME08103
OG0001476	CAEEL00667	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575
OG0001478	CAEEL11433	DROME17873, DROME17872
OG0001479	CAEEL19245	DROME09340
OG0001480	CAEEL01047	DROME01335, DROME01336, DROME01334, DROME01333
OG0001482	CAEEL08859	DROME08131, DROME08132, DROME08133
OG0001484	CAEEL01076, CAEEL01075	DROME00233, DROME00235, DROME00237
OG0001485	CAEEL01187	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031
OG0001486	CAEEL06199	DROME20978
OG0001490	CAEEL16486	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065
OG0001492	CAEEL08792	DROME03966
OG0001500	CAEEL11009	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570
OG0001501	CAEEL00103	DROME17335, DROME17336
OG0001503	CAEEL04111	DROME04749
OG0001503	CAEEL08520	DROME03622
OG0001504	CAEEL05392	DROME21429, DROME21424, DROME21428, DROME21422
OG0001505	CAEEL05185, CAEEL08607	DROME08192
OG0001506	CAEEL04371	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156
OG0001508	CAEEL19670	DROME11905
OG0001510	CAEEL19165	DROME00025
OG0001512	CAEEL01283	DROME19876, DROME13867, DROME13866
OG0001513	CAEEL08114	DROME05379
OG0001514	CAEEL18917	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650
OG0001515	CAEEL07033	DROME21741
OG0001516	CAEEL05831	DROME13883
OG0001517	CAEEL20700	DROME03470
OG0001522	CAEEL01881	DROME02905, DROME02904
OG0001523	CAEEL20306	DROME11130
OG0001524	CAEEL20737, CAEEL20736	DROME06417, DROME06418
OG0001524	CAEEL18987, CAEEL00715	DROME00342, DROME00343
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288
OG0001526	CAEEL19873	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110
OG0001527	CAEEL08026	DROME15289
OG0001527	CAEEL02029	DROME00338
OG0001528	CAEEL20795	DROME09325
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	DROME07602, DROME07601
OG0001530	CAEEL11993	DROME01073
OG0001531	CAEEL08503	DROME10267, DROME10266
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	DROME20201
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969
OG0001538	CAEEL14286	DROME07056, DROME07054, DROME07055
OG0001546	CAEEL14468	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623
OG0001549	CAEEL18956	DROME13343, DROME13345, DROME13344
OG0001550	CAEEL12391, CAEEL06493	DROME09122
OG0001551	CAEEL13359	DROME08057
OG0001553	CAEEL10745	DROME02123, DROME02122
OG0001554	CAEEL00812	DROME16741
OG0001557	CAEEL09005	DROME20902, DROME20901
OG0001557	CAEEL09508	DROME07367
OG0001558	CAEEL05103, CAEEL08374	DROME19656, DROME19657
OG0001559	CAEEL16062	DROME02902
OG0001560	CAEEL01011	DROME14810, DROME17871
OG0001561	CAEEL11007	DROME04222
OG0001562	CAEEL04167	DROME16718
OG0001565	CAEEL18401	DROME18953, DROME18978
OG0001566	CAEEL17613	DROME02178, DROME02179
OG0001567	CAEEL04524	DROME19417, DROME19416
OG0001568	CAEEL15339	DROME08963, DROME07259, DROME19219, DROME18645
OG0001569	CAEEL19014, CAEEL18168	DROME03783
OG0001570	CAEEL11034	DROME13692
OG0001572	CAEEL00311	DROME11998
OG0001575	CAEEL09642	DROME14105, DROME14107, DROME14106, DROME14108
OG0001576	CAEEL00120	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049
OG0001580	CAEEL02579	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958
OG0001582	CAEEL07031, CAEEL00211	DROME15756, DROME15757
OG0001583	CAEEL19802	DROME08180, DROME08179
OG0001589	CAEEL18417	DROME16983, DROME16982, DROME16981, DROME09858
OG0001590	CAEEL15262, CAEEL15263	DROME14234, DROME13421
OG0001593	CAEEL02963, CAEEL13946	DROME06841, DROME06840
OG0001594	CAEEL08545	DROME05350, DROME05351, DROME05349
OG0001594	CAEEL04807, CAEEL04125	DROME10666, DROME10665
OG0001596	CAEEL10536	DROME03082, DROME03081, DROME03080
OG0001597	CAEEL10283	DROME12080
OG0001599	CAEEL20479	DROME14559
OG0001602	CAEEL18101	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	CAEEL14729	DROME10271
OG0001604	CAEEL04879	DROME13655, DROME13654, DROME15595, DROME15593, DROME15592, DROME15594
OG0001605	CAEEL09382	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001
OG0001606	CAEEL14239, CAEEL15795	DROME01628
OG0001608	CAEEL02190, CAEEL02191	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455
OG0001609	CAEEL19774	DROME13801, DROME13802, DROME13800
OG0001609	CAEEL10790	DROME09555
OG0001610	CAEEL02035, CAEEL20252	DROME06881
OG0001611	CAEEL15699	DROME07510, DROME07509, DROME07511
OG0001614	CAEEL01012	DROME14120
OG0001615	CAEEL04670	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001617	CAEEL10780	DROME13150, DROME13151
OG0001620	CAEEL18514, CAEEL18862	DROME01154, DROME01153, DROME01150, DROME01151
OG0001621	CAEEL08615	DROME19943, DROME19942, DROME19944
OG0001627	CAEEL00684	DROME17716, DROME17715
OG0001628	CAEEL00193	DROME21766, DROME21765
OG0001629	CAEEL19941	DROME03998, DROME03999, DROME03997
OG0001630	CAEEL05563	DROME10692
OG0001632	CAEEL16035	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193
OG0001635	CAEEL08024	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001641	CAEEL00743	DROME08987, DROME08990, DROME08991
OG0001642	CAEEL15818	DROME09872
OG0001643	CAEEL19599	DROME03424, DROME03423, DROME03425
OG0001651	CAEEL10611	DROME01946
OG0001652	CAEEL15806	DROME14027, DROME14026, DROME19080
OG0001653	CAEEL03026	DROME03945, DROME03944, DROME03946
OG0001655	CAEEL05314	DROME11541, DROME11542
OG0001656	CAEEL07456	DROME12672
OG0001657	CAEEL08928, CAEEL08927	DROME16951
OG0001659	CAEEL00855	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001663	CAEEL10899, CAEEL10898	DROME17604, DROME17603
OG0001664	CAEEL04260	DROME03276
OG0001665	CAEEL07716	DROME21335, DROME21336, DROME03860, DROME03861, DROME03859
OG0001666	CAEEL07781	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414
OG0001671	CAEEL19781	DROME06393, DROME06394, DROME06396, DROME06395
OG0001672	CAEEL08375	DROME04869, DROME04868, DROME04867
OG0001673	CAEEL17134, CAEEL17133	DROME15611, DROME15610
OG0001675	CAEEL00808	DROME07179, DROME07181, DROME07180
OG0001676	CAEEL01617	DROME15959, DROME15958, DROME15960
OG0001677	CAEEL07860	DROME14874
OG0001680	CAEEL15664	DROME20427
OG0001682	CAEEL17995	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477
OG0001683	CAEEL00875	DROME04416, DROME04417, DROME04415
OG0001684	CAEEL08513, CAEEL19560	DROME15541
OG0001685	CAEEL06629, CAEEL19461	DROME10450
OG0001688	CAEEL06653	DROME20990, DROME20991, DROME20989
OG0001689	CAEEL08769	DROME21861, DROME21859
OG0001691	CAEEL09136, CAEEL09137	DROME07542, DROME07543, DROME07544, DROME07545
OG0001692	CAEEL00815	DROME00090, DROME00091
OG0001706	CAEEL00824	DROME01112
OG0001707	CAEEL18144, CAEEL17802	DROME04786, DROME04787
OG0001711	CAEEL15052	DROME16692, DROME16691, DROME16690
OG0001713	CAEEL04261	DROME20630
OG0001714	CAEEL12772	DROME06892
OG0001714	CAEEL15825	DROME13258, DROME13259
OG0001718	CAEEL12769	DROME18626, DROME18625, DROME18627
OG0001720	CAEEL07819	DROME07093, DROME07094, DROME07095
OG0001721	CAEEL10104, CAEEL11043	DROME21093, DROME21094
OG0001723	CAEEL19731	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236
OG0001724	CAEEL00188, CAEEL09412	DROME16764, DROME16765, DROME16766, DROME16767
OG0001726	CAEEL15546	DROME01038, DROME01035, DROME01037, DROME01036
OG0001727	CAEEL15354	DROME01511, DROME01510, DROME01513, DROME01512
OG0001728	CAEEL20444	DROME19385
OG0001730	CAEEL04519	DROME08359, DROME08358, DROME08360, DROME08361
OG0001731	CAEEL19569	DROME16558
OG0001732	CAEEL05337	DROME05765, DROME05764, DROME05766
OG0001733	CAEEL11586	DROME12129, DROME11165
OG0001735	CAEEL08598	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045
OG0001736	CAEEL20331	DROME04354, DROME04355
OG0001736	CAEEL15724, CAEEL15493	DROME03103
OG0001738	CAEEL09745, CAEEL09746	DROME19892
OG0001739	CAEEL10953	DROME17504, DROME18573, DROME08124
OG0001743	CAEEL18830	DROME19492, DROME19493, DROME19497, DROME19491, DROME19495, DROME19490, DROME19494, DROME19498, DROME19496
OG0001745	CAEEL15294	DROME10489
OG0001746	CAEEL09374	DROME21748
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	DROME14222, DROME14221, DROME02413
OG0001748	CAEEL12231, CAEEL12232	DROME05093
OG0001749	CAEEL07118	DROME14967, DROME14968
OG0001750	CAEEL08294	DROME06453
OG0001752	CAEEL02282	DROME16905, DROME16904, DROME16907, DROME16906
OG0001754	CAEEL06405	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389
OG0001755	CAEEL16403	DROME01391, DROME01389, DROME01390, DROME01388, DROME01392
OG0001769	CAEEL12367	DROME08613
OG0001770	CAEEL12180	DROME12526, DROME12525
OG0001774	CAEEL20358	DROME16288
OG0001774	CAEEL07377, CAEEL01266	DROME17117, DROME17119, DROME17118
OG0001775	CAEEL01757	DROME03798
OG0001776	CAEEL20827	DROME13827, DROME13826, DROME13825, DROME13824
OG0001779	CAEEL00025, CAEEL00024	DROME00498
OG0001780	CAEEL12979	DROME12052
OG0001781	CAEEL04378	DROME05960
OG0001781	CAEEL06468	DROME03304
OG0001783	CAEEL18807	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578
OG0001785	CAEEL10450, CAEEL07502	DROME20701, DROME20700
OG0001786	CAEEL15765	DROME15286, DROME15285
OG0001786	CAEEL18388	DROME14974, DROME14975
OG0001787	CAEEL07669	DROME15226
OG0001792	CAEEL00159	DROME20324
OG0001793	CAEEL07806	DROME16987
OG0001798	CAEEL02504	DROME07480
OG0001799	CAEEL07172	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757
OG0001805	CAEEL10422, CAEEL19401	DROME11510, DROME11511
OG0001808	CAEEL18904	DROME12890, DROME12888, DROME12889
OG0001809	CAEEL18133	DROME10117, DROME10116
OG0001810	CAEEL00534	DROME12471
OG0001814	CAEEL07743, CAEEL12567	DROME08233
OG0001815	CAEEL15383	DROME13080, DROME13081, DROME13079
OG0001816	CAEEL05710	DROME01873
OG0001817	CAEEL18580, CAEEL18581	DROME01259, DROME06513, DROME06515, DROME06514
OG0001818	CAEEL16460	DROME09141
OG0001819	CAEEL08110	DROME17329, DROME17330, DROME07897, DROME00545
OG0001820	CAEEL00161	DROME08719, DROME08720
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	DROME10515, DROME10514
OG0001822	CAEEL14275, CAEEL14276	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806
OG0001826	CAEEL08005, CAEEL18927	DROME04636, DROME04635, DROME04634, DROME04637
OG0001827	CAEEL12511	DROME14163
OG0001830	CAEEL00742	DROME21176, DROME21177, DROME21178, DROME21179
OG0001831	CAEEL10161, CAEEL19257	DROME16694, DROME16695, DROME16696
OG0001832	CAEEL05995	DROME11192
OG0001834	CAEEL08270	DROME21762, DROME21761, DROME21760
OG0001846	CAEEL02581, CAEEL02580	DROME07140
OG0001849	CAEEL04779	DROME12958
OG0001849	CAEEL07132	DROME13912
OG0001850	CAEEL04901	DROME11385, DROME11386, DROME11384, DROME11388, DROME11389, DROME11387
OG0001853	CAEEL00334, CAEEL01622	DROME15057, DROME08596, DROME09289, DROME09287, DROME09286
OG0001854	CAEEL12618	DROME00927
OG0001857	CAEEL04635	DROME04659, DROME04661, DROME04660, DROME04662
OG0001860	CAEEL19534	DROME00108, DROME00107
OG0001862	CAEEL07094	DROME16221
OG0001863	CAEEL11286	DROME11185
OG0001864	CAEEL00359	DROME05862, DROME05863, DROME05861
OG0001865	CAEEL08319	DROME11190, DROME11189
OG0001866	CAEEL12131	DROME07682
OG0001867	CAEEL18932	DROME12422, DROME12423, DROME12425, DROME12420, DROME12424, DROME12419, DROME12418, DROME12421, DROME12417, DROME12416
OG0001869	CAEEL04506	DROME10728
OG0001870	CAEEL18619	DROME02885
OG0001874	CAEEL00933	DROME06960
OG0001875	CAEEL09917	DROME16885
OG0001876	CAEEL11614	DROME07527, DROME07524, DROME07531, DROME07529, DROME07526, DROME07530, DROME07525, DROME07528, DROME07533, DROME07532
OG0001878	CAEEL07138	DROME14881, DROME14882
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	DROME09530
OG0001881	CAEEL18890	DROME18345, DROME18344
OG0001883	CAEEL19810	DROME19927
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	DROME01695, DROME01697, DROME01694, DROME01696
OG0001886	CAEEL20566, CAEEL20351	DROME14413
OG0001887	CAEEL05740	DROME16050
OG0001888	CAEEL18672, CAEEL11639	DROME11501, DROME11500, DROME11503, DROME11502
OG0001890	CAEEL18655	DROME08594, DROME08593
OG0001898	CAEEL15099	DROME00331, DROME00326, DROME00325, DROME00327, DROME00328, DROME00329, DROME00330
OG0001899	CAEEL14131	DROME17597, DROME17598, DROME17599
OG0001900	CAEEL16160	DROME07202
OG0001901	CAEEL08532, CAEEL08531	DROME14282
OG0001903	CAEEL12995	DROME10026
OG0001913	CAEEL00139	DROME20114, DROME20115
OG0001915	CAEEL10189	DROME15601
OG0001916	CAEEL14482	DROME06422
OG0001916	CAEEL07131	DROME12396
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	DROME05027, DROME05026
OG0001918	CAEEL07844	DROME00884
OG0001919	CAEEL18092	DROME17341
OG0001920	CAEEL03600	DROME06144, DROME06145, DROME06143, DROME06141, DROME06142, DROME06139, DROME06138, DROME06137, DROME06140
OG0001923	CAEEL00866, CAEEL02499	DROME13928
OG0001926	CAEEL05295	DROME02334
OG0001930	CAEEL01812	DROME07407
OG0001932	CAEEL18548, CAEEL17132	DROME07500, DROME07499, DROME07504, DROME07502, DROME07503, DROME07501
OG0001934	CAEEL04980, CAEEL04981	DROME11858
OG0001935	CAEEL01455	DROME16535
OG0001939	CAEEL05317	DROME03831, DROME00411, DROME06715, DROME07275, DROME03273, DROME08285, DROME06716
OG0001940	CAEEL08846	DROME11372, DROME20166
OG0001945	CAEEL05071	DROME09755, DROME09756, DROME22094, DROME20436
OG0001946	CAEEL11023	DROME09729
OG0001947	CAEEL20697	DROME14837
OG0001949	CAEEL19721	DROME05190
OG0001951	CAEEL08644, CAEEL02798	DROME01080, DROME01079, DROME01078, DROME07934
OG0001952	CAEEL00959	DROME00559, DROME00560
OG0001953	CAEEL01457	DROME10526, DROME10527, DROME10525, DROME10528
OG0001956	CAEEL07023	DROME18759
OG0001958	CAEEL19146	DROME01945
OG0001961	CAEEL11703	DROME02025, DROME02026
OG0001962	CAEEL07745	DROME21069, DROME21068, DROME21070, DROME15324
OG0001963	CAEEL09651	DROME19777, DROME19776
OG0001964	CAEEL18880	DROME13701, DROME13700, DROME13699
OG0001965	CAEEL15340	DROME13659
OG0001968	CAEEL10639	DROME04032
OG0001969	CAEEL09244, CAEEL09472, CAEEL00361	DROME05971, DROME05972, DROME17147, DROME05970
OG0001970	CAEEL17419	DROME01570, DROME01569
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	DROME18313
OG0001974	CAEEL10261	DROME13436, DROME02402
OG0001978	CAEEL18757	DROME07838
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	DROME10994, DROME10993
OG0001987	CAEEL06766	DROME14340
OG0001988	CAEEL02095	DROME11741
OG0001989	CAEEL20436	DROME00900, DROME00899, DROME00898, DROME00902, DROME00901
OG0001990	CAEEL18486	DROME05964
OG0001991	CAEEL08725	DROME05985
OG0001992	CAEEL00543	DROME21257
OG0001993	CAEEL15736	DROME12806
OG0001994	CAEEL19344, CAEEL02372	DROME13142
OG0001996	CAEEL07117	DROME14824
OG0001998	CAEEL08296	DROME09606
OG0002000	CAEEL08459	DROME04109
OG0002001	CAEEL07856	DROME19332, DROME19331
OG0002002	CAEEL05495, CAEEL09310, CAEEL01852	DROME05757, DROME05756
OG0002003	CAEEL18663	DROME00292
OG0002004	CAEEL08821, CAEEL14586, CAEEL09383, CAEEL11550	DROME04511, DROME11378
OG0002006	CAEEL16051, CAEEL18232	DROME06376, DROME06377, DROME06378
OG0002008	CAEEL11706	DROME04686, DROME04688, DROME04687, DROME04685
OG0002009	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207	DROME09784, DROME15775, DROME15776, DROME15777
OG0002011	CAEEL06587, CAEEL01459	DROME06968, DROME06969, DROME06970
OG0002013	CAEEL00803, CAEEL01317	DROME04069, DROME08149
OG0002015	CAEEL07232	DROME14274, DROME14276, DROME14275
OG0002016	CAEEL10751	DROME00587, DROME06733, DROME06734, DROME12753
OG0002017	CAEEL04551	DROME18396, DROME18395
OG0002018	CAEEL08242	DROME20847, DROME20850, DROME20840, DROME20843, DROME20851, DROME20841, DROME20842, DROME20848, DROME20846, DROME20844, DROME20849, DROME20839, DROME20845
OG0002020	CAEEL20282	DROME08263, DROME08264, DROME08266, DROME08262, DROME08265
OG0002023	CAEEL12418	DROME06991, DROME06989, DROME06990
OG0002025	CAEEL01720	DROME08208, DROME08209
OG0002026	CAEEL09267	DROME20307
OG0002027	CAEEL19841	DROME02939, DROME02938, DROME02937, DROME02936
OG0002029	CAEEL13677, CAEEL13172, CAEEL13173, CAEEL06446, CAEEL19628, CAEEL03538, CAEEL19642	DROME21921
OG0002031	CAEEL07288	DROME21699, DROME13546
OG0002032	CAEEL15092	DROME01693
OG0002035	CAEEL04843, CAEEL04846	DROME04340, DROME04341
OG0002036	CAEEL17432	DROME13894, DROME13900, DROME13895, DROME13898, DROME13892, DROME13893, DROME13899, DROME13891, DROME13890, DROME13896, DROME13897, DROME13901
OG0002043	CAEEL01497	DROME10764, DROME10766, DROME10765
OG0002057	CAEEL03706, CAEEL05026, CAEEL04583, CAEEL04582, CAEEL04584	DROME04633
OG0002059	CAEEL20695	DROME20230, DROME20232, DROME20229, DROME20231
OG0002062	CAEEL01567	DROME05606, DROME05610, DROME05608, DROME05609, DROME05605, DROME05607, DROME05604
OG0002064	CAEEL17790	DROME00620
OG0002066	CAEEL04964	DROME10594
OG0002067	CAEEL08430	DROME21628
OG0002068	CAEEL15280	DROME17295
OG0002073	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593	DROME02887, DROME17696
OG0002074	CAEEL18383	DROME01991, DROME01990, DROME21599
OG0002075	CAEEL15213	DROME02656
OG0002076	CAEEL17850	DROME15179, DROME15178
OG0002077	CAEEL08392	DROME13449, DROME13454, DROME13450, DROME13452, DROME13453, DROME13455, DROME13451, DROME13448, DROME13443, DROME13445, DROME13447, DROME13446, DROME13444
OG0002078	CAEEL04535	DROME10262, DROME10261, DROME10264, DROME10263, DROME10265
OG0002079	CAEEL07901	DROME05628
OG0002080	CAEEL03246, CAEEL12691	DROME04483, DROME04484, DROME04485
OG0002085	CAEEL11230, CAEEL11229	DROME18248
OG0002086	CAEEL01985	DROME13913, DROME13914
OG0002087	CAEEL07742	DROME20417, DROME20418
OG0002090	CAEEL00790	DROME21229
OG0002093	CAEEL02211, CAEEL19978	DROME10388
OG0002094	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823	DROME16500, DROME16501, DROME16502, DROME16498, DROME16499, DROME14162
OG0002095	CAEEL07104	DROME02416, DROME02415
OG0002097	CAEEL03161, CAEEL00098, CAEEL19231	DROME08772, DROME08771
OG0002099	CAEEL05221	DROME20021, DROME20022, DROME20015, DROME20018, DROME20014, DROME20017, DROME20016, DROME20019, DROME20020, DROME20013
OG0002101	CAEEL04990	DROME06706, DROME06705, DROME16968
OG0002103	CAEEL16392, CAEEL16394	DROME11171, DROME20108
OG0002105	CAEEL18772	DROME17111
OG0002106	CAEEL18235, CAEEL08825	DROME18977
