Orthogroup	CAEEL	NEMVE
OG0000232	CAEEL18532, CAEEL19887	NEMVE22092
OG0000233	CAEEL19660, CAEEL15634	NEMVE22062, NEMVE09623, NEMVE15678, NEMVE12114
OG0000233	CAEEL03636, CAEEL19665, CAEEL19664	NEMVE15649, NEMVE22120, NEMVE04606, NEMVE25346, NEMVE17242, NEMVE09384, NEMVE18592, NEMVE14816
OG0000234	CAEEL02295, CAEEL03013, CAEEL03014	NEMVE11754, NEMVE21946, NEMVE11372
OG0000235	CAEEL10795, CAEEL07012	NEMVE16102, NEMVE05387
OG0000236	CAEEL19835	NEMVE06799
OG0000238	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387, CAEEL15431	NEMVE12144
OG0000239	CAEEL14926	NEMVE10508, NEMVE14103
OG0000239	CAEEL00570	NEMVE08852
OG0000242	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477	NEMVE05130
OG0000243	CAEEL13597, CAEEL13598	NEMVE11630, NEMVE10740, NEMVE01235
OG0000244	CAEEL11789, CAEEL12688	NEMVE04591, NEMVE23766, NEMVE21797, NEMVE21081, NEMVE13759
OG0000245	CAEEL20391, CAEEL19086, CAEEL18097	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204
OG0000250	CAEEL11963	NEMVE11858
OG0000250	CAEEL07261	NEMVE10051
OG0000250	CAEEL04698	NEMVE01219, NEMVE11185, NEMVE10375, NEMVE10373
OG0000250	CAEEL06732	NEMVE14142
OG0000251	CAEEL03667, CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535
OG0000255	CAEEL05168	NEMVE09558
OG0000255	CAEEL05715	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921, NEMVE24435, NEMVE13695
OG0000256	CAEEL11937, CAEEL19468	NEMVE06790
OG0000257	CAEEL01910, CAEEL15386	NEMVE17110
OG0000258	CAEEL19537	NEMVE06308, NEMVE03906
OG0000258	CAEEL09342	NEMVE09736
OG0000258	CAEEL15770	NEMVE25195
OG0000260	CAEEL11482	NEMVE12050, NEMVE10877, NEMVE13152, NEMVE12262, NEMVE00014, NEMVE09437, NEMVE09435
OG0000261	CAEEL20767	NEMVE17834
OG0000265	CAEEL20581	NEMVE16690
OG0000265	CAEEL10364	NEMVE00125, NEMVE14956
OG0000266	CAEEL19596	NEMVE13864
OG0000268	CAEEL08931, CAEEL09209, CAEEL08164, CAEEL07325	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005
OG0000269	CAEEL10894	NEMVE22828, NEMVE15262
OG0000270	CAEEL16185, CAEEL17969, CAEEL17970	NEMVE06642
OG0000271	CAEEL07236	NEMVE05862, NEMVE11681, NEMVE05959, NEMVE04791, NEMVE09635
OG0000273	CAEEL20077	NEMVE12092, NEMVE06102
OG0000274	CAEEL11033	NEMVE04059, NEMVE11669
OG0000275	CAEEL14783	NEMVE10649
OG0000275	CAEEL11381, CAEEL10050	NEMVE23270
OG0000277	CAEEL07730, CAEEL07729	NEMVE07555
OG0000277	CAEEL11066	NEMVE05309
OG0000278	CAEEL07740	NEMVE19249
OG0000278	CAEEL09180	NEMVE11833
OG0000278	CAEEL07099	NEMVE13169
OG0000280	CAEEL01464	NEMVE16532
OG0000282	CAEEL11864	NEMVE06711, NEMVE06725, NEMVE09000, NEMVE07044, NEMVE08997, NEMVE03120, NEMVE08986
OG0000284	CAEEL18846	NEMVE09228
OG0000285	CAEEL00191	NEMVE19602
OG0000285	CAEEL14297, CAEEL16730	NEMVE22794
OG0000287	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519
OG0000295	CAEEL04248, CAEEL10950	NEMVE02959
OG0000296	CAEEL14675	NEMVE06937
OG0000297	CAEEL01293, CAEEL01292, CAEEL02458, CAEEL02457, CAEEL05755, CAEEL02487, CAEEL02488	NEMVE08136, NEMVE08886
OG0000301	CAEEL11399	NEMVE13830
OG0000301	CAEEL18767	NEMVE07722
OG0000302	CAEEL08099	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703
OG0000305	CAEEL19499	NEMVE13195
OG0000305	CAEEL15162, CAEEL10872, CAEEL15163	NEMVE14852, NEMVE22819
OG0000306	CAEEL11448, CAEEL11446	NEMVE12646
OG0000307	CAEEL02021, CAEEL19162, CAEEL00356, CAEEL00385, CAEEL16918	NEMVE18852, NEMVE18853, NEMVE15305
OG0000308	CAEEL00748	NEMVE06289, NEMVE04922, NEMVE08666, NEMVE02882, NEMVE07008, NEMVE14481, NEMVE22536
OG0000312	CAEEL16684	NEMVE17449
OG0000312	CAEEL08464	NEMVE14828
OG0000312	CAEEL11599, CAEEL00601, CAEEL11535	NEMVE02480
OG0000313	CAEEL12617	NEMVE10402, NEMVE08939
OG0000314	CAEEL05241	NEMVE23854
OG0000315	CAEEL07409	NEMVE02785
OG0000315	CAEEL07609	NEMVE14926, NEMVE12015
OG0000315	CAEEL07292	NEMVE07786
OG0000316	CAEEL01799	NEMVE01734
OG0000316	CAEEL15172	NEMVE19492
OG0000317	CAEEL18155	NEMVE21983
OG0000319	CAEEL00889	NEMVE15918
OG0000321	CAEEL08916	NEMVE09410
OG0000321	CAEEL19255	NEMVE07991, NEMVE09403, NEMVE01701, NEMVE09405
OG0000322	CAEEL18855, CAEEL09291, CAEEL09109	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047
OG0000323	CAEEL08030	NEMVE20491, NEMVE09087, NEMVE13071, NEMVE14851
OG0000325	CAEEL01448, CAEEL10554	NEMVE06503, NEMVE02181, NEMVE05508
OG0000327	CAEEL18527	NEMVE17335, NEMVE07831, NEMVE04692, NEMVE14295, NEMVE06814
OG0000327	CAEEL06891	NEMVE24780
OG0000328	CAEEL02700, CAEEL20663	NEMVE17398
OG0000332	CAEEL10794	NEMVE03226, NEMVE24753, NEMVE16005, NEMVE01098, NEMVE01130, NEMVE02140
OG0000333	CAEEL20574	NEMVE22204
OG0000338	CAEEL02726	NEMVE23189, NEMVE10431
OG0000341	CAEEL02829	NEMVE08913
OG0000343	CAEEL00542	NEMVE10285
OG0000345	CAEEL09288	NEMVE05810, NEMVE00031, NEMVE06094, NEMVE05822, NEMVE13377, NEMVE23409
OG0000346	CAEEL01774	NEMVE19109, NEMVE01220, NEMVE15032, NEMVE02371, NEMVE00418, NEMVE11755
OG0000346	CAEEL04767	NEMVE14307, NEMVE06603, NEMVE14387, NEMVE01735
OG0000350	CAEEL13904	NEMVE05817
OG0000350	CAEEL14349	NEMVE05570
OG0000352	CAEEL05587	NEMVE06598
OG0000353	CAEEL10431, CAEEL10430	NEMVE06098
OG0000356	CAEEL10812	NEMVE11501
OG0000356	CAEEL12330	NEMVE11502
OG0000357	CAEEL07861	NEMVE24307
OG0000357	CAEEL10151, CAEEL05953	NEMVE08179
OG0000358	CAEEL13826	NEMVE21582, NEMVE08090
OG0000358	CAEEL19072	NEMVE04980, NEMVE00963, NEMVE13509
OG0000359	CAEEL02740, CAEEL18786, CAEEL18785	NEMVE05129
OG0000359	CAEEL04647	NEMVE12401
OG0000363	CAEEL04898, CAEEL01034, CAEEL00066	NEMVE02006
OG0000363	CAEEL12357, CAEEL16480	NEMVE12633, NEMVE21531, NEMVE08135
OG0000364	CAEEL18153, CAEEL18154	NEMVE13972, NEMVE18483, NEMVE18675, NEMVE00134, NEMVE18216, NEMVE18218
OG0000365	CAEEL02170, CAEEL00591	NEMVE24695, NEMVE20905
OG0000367	CAEEL11241	NEMVE15237
OG0000372	CAEEL09938	NEMVE21923
OG0000372	CAEEL06634	NEMVE13274
OG0000372	CAEEL11042	NEMVE13664
OG0000373	CAEEL08053	NEMVE23724
OG0000373	CAEEL15442, CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659	NEMVE07978
OG0000374	CAEEL04637	NEMVE14343
OG0000375	CAEEL04597, CAEEL18446	NEMVE08516, NEMVE22003
OG0000377	CAEEL00576	NEMVE06436
OG0000378	CAEEL01589	NEMVE10276
OG0000378	CAEEL18606	NEMVE03549
OG0000379	CAEEL18625	NEMVE08922
OG0000380	CAEEL07128	NEMVE17204
OG0000382	CAEEL10275	NEMVE14766
OG0000385	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992	NEMVE22772, NEMVE04943, NEMVE19068, NEMVE04910
OG0000389	CAEEL17145, CAEEL18283, CAEEL17728, CAEEL17729	NEMVE16726, NEMVE23442, NEMVE11992
OG0000389	CAEEL08944, CAEEL11888	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303
OG0000392	CAEEL03273	NEMVE01067, NEMVE07781
OG0000393	CAEEL11594	NEMVE23058
OG0000393	CAEEL00138	NEMVE10184
OG0000395	CAEEL11086	NEMVE11003, NEMVE10074
OG0000399	CAEEL18399	NEMVE08302, NEMVE02783
OG0000399	CAEEL01136	NEMVE13243
OG0000399	CAEEL00515	NEMVE13654
OG0000400	CAEEL01024	NEMVE24198
OG0000401	CAEEL07254	NEMVE22826
OG0000402	CAEEL20859	NEMVE08796, NEMVE12680
OG0000402	CAEEL09914, CAEEL09915	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421
OG0000404	CAEEL04503	NEMVE01387, NEMVE07548
OG0000404	CAEEL15426	NEMVE18805
OG0000404	CAEEL16075, CAEEL12808	NEMVE15643
OG0000404	CAEEL20480	NEMVE02369
OG0000405	CAEEL01740	NEMVE13877
OG0000409	CAEEL09896	NEMVE00946
OG0000409	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710	NEMVE13902
OG0000411	CAEEL02373	NEMVE17743, NEMVE08444, NEMVE15903
OG0000412	CAEEL11655	NEMVE11551, NEMVE13684
OG0000412	CAEEL09909, CAEEL20650	NEMVE12461, NEMVE13451, NEMVE16451, NEMVE06524, NEMVE00046
OG0000413	CAEEL15525	NEMVE05971
OG0000413	CAEEL18945	NEMVE18974
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	NEMVE13993, NEMVE20112, NEMVE07389, NEMVE14806, NEMVE19359, NEMVE13676
OG0000425	CAEEL13865, CAEEL13864	NEMVE09242, NEMVE01586
OG0000426	CAEEL19943	NEMVE05016
OG0000426	CAEEL20473	NEMVE09058
OG0000427	CAEEL05100	NEMVE19474, NEMVE10410, NEMVE10716
OG0000429	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624	NEMVE13930, NEMVE22433
OG0000430	CAEEL14592, CAEEL00514	NEMVE22397, NEMVE14198, NEMVE14199, NEMVE22695, NEMVE12595, NEMVE14935
OG0000432	CAEEL05840	NEMVE00377
OG0000432	CAEEL08239	NEMVE08466
OG0000433	CAEEL18122	NEMVE05274
OG0000433	CAEEL00915, CAEEL00914	NEMVE25882, NEMVE19705
OG0000435	CAEEL07610	NEMVE18620
OG0000436	CAEEL08451, CAEEL08483, CAEEL08086	NEMVE06326
OG0000441	CAEEL04949	NEMVE08408
OG0000442	CAEEL10760	NEMVE15081, NEMVE00053
OG0000443	CAEEL07750	NEMVE03493
OG0000444	CAEEL18555	NEMVE14919
OG0000444	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670	NEMVE13025, NEMVE11937, NEMVE06859
OG0000446	CAEEL08845	NEMVE22464
OG0000446	CAEEL11745	NEMVE14089
OG0000447	CAEEL07754, CAEEL07753	NEMVE16106
OG0000449	CAEEL19368, CAEEL19369	NEMVE10831, NEMVE17325, NEMVE07738, NEMVE20689, NEMVE21327, NEMVE21445, NEMVE16634, NEMVE18644
OG0000450	CAEEL10968, CAEEL18844, CAEEL20319, CAEEL09221	NEMVE22423
OG0000452	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373	NEMVE13251, NEMVE21957
OG0000454	CAEEL02888, CAEEL02886	NEMVE05253
OG0000456	CAEEL11325	NEMVE21265, NEMVE06606
OG0000458	CAEEL19373	NEMVE19181, NEMVE20462
OG0000461	CAEEL06628	NEMVE16015, NEMVE02669
OG0000461	CAEEL08066	NEMVE01791, NEMVE24592
OG0000463	CAEEL00961	NEMVE04814, NEMVE06995, NEMVE21255, NEMVE25382, NEMVE25677
OG0000465	CAEEL08932	NEMVE08874
OG0000467	CAEEL10426, CAEEL00823	NEMVE22373, NEMVE14048
OG0000468	CAEEL05744	NEMVE13616
OG0000469	CAEEL09645	NEMVE09305
OG0000470	CAEEL15886	NEMVE21967
OG0000472	CAEEL04041, CAEEL06168	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924
OG0000474	CAEEL20370, CAEEL09301	NEMVE07691, NEMVE14866, NEMVE22564, NEMVE20392, NEMVE06375
OG0000475	CAEEL00594, CAEEL00593	NEMVE01730
OG0000476	CAEEL20693, CAEEL00887	NEMVE26012, NEMVE14062
OG0000476	CAEEL13996, CAEEL04770	NEMVE18829
OG0000477	CAEEL04043, CAEEL04676, CAEEL04675, CAEEL19743	NEMVE06227, NEMVE19028, NEMVE02504
OG0000478	CAEEL16147, CAEEL11281	NEMVE07361, NEMVE10350
OG0000479	CAEEL02339	NEMVE08501
OG0000479	CAEEL09202	NEMVE01571
OG0000480	CAEEL10994, CAEEL19312, CAEEL11292	NEMVE15945, NEMVE13632, NEMVE03415
OG0000481	CAEEL09089, CAEEL09097	NEMVE14291
OG0000481	CAEEL07158	NEMVE08558, NEMVE19919
OG0000481	CAEEL11815	NEMVE15147
OG0000482	CAEEL12763	NEMVE00020, NEMVE07212
OG0000482	CAEEL16609	NEMVE16583
OG0000484	CAEEL04965, CAEEL04966	NEMVE01977
OG0000485	CAEEL19088, CAEEL15576	NEMVE22788, NEMVE13734, NEMVE13331
OG0000488	CAEEL05865, CAEEL05866	NEMVE15686, NEMVE21984, NEMVE10971, NEMVE05317, NEMVE01783
OG0000488	CAEEL04678, CAEEL04681, CAEEL04679	NEMVE08013
OG0000489	CAEEL19170	NEMVE07011
OG0000490	CAEEL00687, CAEEL19730	NEMVE10885, NEMVE01389, NEMVE17356
OG0000491	CAEEL07820	NEMVE02605
OG0000495	CAEEL07186	NEMVE08235, NEMVE12792, NEMVE20582, NEMVE17007, NEMVE13773, NEMVE00109
OG0000496	CAEEL01836	NEMVE01918
OG0000497	CAEEL02002	NEMVE08101
OG0000497	CAEEL19219	NEMVE01201
OG0000503	CAEEL18781, CAEEL18780	NEMVE05391, NEMVE14143
OG0000503	CAEEL01216	NEMVE14616, NEMVE21447, NEMVE04604
OG0000504	CAEEL11210	NEMVE09966
OG0000508	CAEEL07260	NEMVE05943
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	NEMVE20557, NEMVE22375
OG0000513	CAEEL00380	NEMVE10614
OG0000514	CAEEL07294, CAEEL18391	NEMVE02331
OG0000519	CAEEL01270	NEMVE08236, NEMVE08233
OG0000519	CAEEL18558, CAEEL05173	NEMVE20583
OG0000520	CAEEL07490	NEMVE02355, NEMVE06381, NEMVE15120, NEMVE15641, NEMVE11102, NEMVE11257
OG0000521	CAEEL11532	NEMVE09570
OG0000521	CAEEL14050	NEMVE23333
OG0000523	CAEEL07536, CAEEL13092	NEMVE14414
OG0000524	CAEEL17529	NEMVE05824, NEMVE20629
OG0000525	CAEEL19149	NEMVE09218
OG0000525	CAEEL19113	NEMVE09107
OG0000528	CAEEL17966	NEMVE00929
OG0000529	CAEEL14327	NEMVE03332
OG0000530	CAEEL05713, CAEEL05714	NEMVE06599
OG0000531	CAEEL07670	NEMVE14815
OG0000535	CAEEL18521	NEMVE02217, NEMVE22814, NEMVE02030
OG0000537	CAEEL20692	NEMVE10025, NEMVE12209, NEMVE20117, NEMVE01223
OG0000537	CAEEL08509	NEMVE10023
OG0000538	CAEEL07439	NEMVE04777
OG0000539	CAEEL15234, CAEEL08363, CAEEL07779	NEMVE13521, NEMVE17604
OG0000542	CAEEL09055	NEMVE06432
OG0000542	CAEEL15478	NEMVE07119
OG0000545	CAEEL15746	NEMVE22844
OG0000545	CAEEL14386	NEMVE13567
OG0000547	CAEEL12314	NEMVE07087
OG0000548	CAEEL10591, CAEEL10590	NEMVE09030, NEMVE04844, NEMVE06148
OG0000549	CAEEL05133, CAEEL12072	NEMVE02972
OG0000549	CAEEL18719, CAEEL18720	NEMVE13118, NEMVE14115, NEMVE08371, NEMVE04872
OG0000550	CAEEL19304, CAEEL19439	NEMVE16266, NEMVE16723
OG0000550	CAEEL14232, CAEEL11841	NEMVE06631
OG0000551	CAEEL05226	NEMVE08380, NEMVE08363
OG0000552	CAEEL08432	NEMVE13052, NEMVE19772, NEMVE22528
OG0000560	CAEEL00689	NEMVE05955, NEMVE05072, NEMVE03063, NEMVE10552, NEMVE05273, NEMVE07989
OG0000561	CAEEL15785	NEMVE07923
OG0000562	CAEEL12354	NEMVE24693
OG0000563	CAEEL07864	NEMVE22560
OG0000564	CAEEL20341, CAEEL13516, CAEEL18277	NEMVE18240
OG0000565	CAEEL03314, CAEEL00611, CAEEL00610, CAEEL01204	NEMVE07590, NEMVE08439
OG0000566	CAEEL15091	NEMVE01452, NEMVE21317, NEMVE08143, NEMVE25701, NEMVE12453
OG0000567	CAEEL02967	NEMVE14988
OG0000569	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675	NEMVE21611
OG0000572	CAEEL13663	NEMVE11725, NEMVE07899
OG0000572	CAEEL04776	NEMVE06248
OG0000573	CAEEL05940	NEMVE07663
OG0000573	CAEEL01355	NEMVE24870
OG0000574	CAEEL18789, CAEEL19638, CAEEL19639	NEMVE05113, NEMVE00288
OG0000574	CAEEL19209, CAEEL18848	NEMVE22633, NEMVE11793, NEMVE21832
OG0000575	CAEEL12522	NEMVE02996, NEMVE04558
OG0000576	CAEEL06802	NEMVE22593
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	NEMVE11292
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	NEMVE14544, NEMVE13622, NEMVE13623
OG0000580	CAEEL19061, CAEEL06306	NEMVE07001
OG0000581	CAEEL15703	NEMVE10447
OG0000581	CAEEL14055, CAEEL14054	NEMVE09955, NEMVE06960, NEMVE11190, NEMVE03274
OG0000582	CAEEL19553, CAEEL19552	NEMVE25170
OG0000583	CAEEL01762, CAEEL01763	NEMVE07611, NEMVE03001, NEMVE14301, NEMVE10013
OG0000584	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443	NEMVE25972, NEMVE16540, NEMVE25354, NEMVE18804
OG0000585	CAEEL11782, CAEEL11783	NEMVE01468
OG0000586	CAEEL05852	NEMVE01501
OG0000587	CAEEL14207	NEMVE06172
OG0000587	CAEEL18702	NEMVE07185
OG0000588	CAEEL05897	NEMVE17749, NEMVE01142, NEMVE19423, NEMVE22311, NEMVE14453, NEMVE14794
OG0000590	CAEEL01780	NEMVE13093
OG0000591	CAEEL18367	NEMVE09505
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	NEMVE07461, NEMVE13635
OG0000593	CAEEL02027	NEMVE01349, NEMVE05495, NEMVE06993, NEMVE09147
OG0000594	CAEEL11331	NEMVE06479
OG0000597	CAEEL08741	NEMVE01043
OG0000600	CAEEL02285, CAEEL02284	NEMVE20571
OG0000602	CAEEL20599	NEMVE10759, NEMVE25662
OG0000603	CAEEL15474	NEMVE09253
OG0000607	CAEEL05374	NEMVE16595
OG0000608	CAEEL06882, CAEEL09299	NEMVE04652
OG0000609	CAEEL11904	NEMVE21819, NEMVE20971, NEMVE21996
OG0000611	CAEEL08225	NEMVE14933
OG0000611	CAEEL09831	NEMVE05786
OG0000612	CAEEL07651	NEMVE12444, NEMVE10606, NEMVE19230
OG0000612	CAEEL06875	NEMVE05951
OG0000614	CAEEL16724	NEMVE17877, NEMVE14696, NEMVE17143, NEMVE24296, NEMVE11934, NEMVE17876
OG0000615	CAEEL19705	NEMVE07646, NEMVE07648
OG0000616	CAEEL19744	NEMVE10226
OG0000618	CAEEL00836	NEMVE06400
OG0000619	CAEEL02635	NEMVE19229, NEMVE19228, NEMVE20655
OG0000623	CAEEL16178, CAEEL06411	NEMVE01534
OG0000623	CAEEL16276	NEMVE08660
OG0000624	CAEEL08547	NEMVE22364
OG0000625	CAEEL18539	NEMVE09632
OG0000626	CAEEL19740	NEMVE09165
OG0000627	CAEEL01126	NEMVE26024, NEMVE23606, NEMVE06184
OG0000636	CAEEL19659	NEMVE13522
OG0000637	CAEEL18181	NEMVE24701, NEMVE20561, NEMVE23122, NEMVE02196, NEMVE08471, NEMVE17467, NEMVE04658, NEMVE02330, NEMVE07023, NEMVE03275, NEMVE03803, NEMVE16783, NEMVE16782, NEMVE03210, NEMVE11270, NEMVE13926, NEMVE11757, NEMVE22914
OG0000639	CAEEL00195	NEMVE13335
OG0000639	CAEEL00077	NEMVE13125, NEMVE04888
OG0000642	CAEEL04693	NEMVE04073, NEMVE20533, NEMVE01613, NEMVE08879
OG0000645	CAEEL14093	NEMVE09157
OG0000645	CAEEL02916	NEMVE23952
OG0000646	CAEEL06213, CAEEL06212	NEMVE08138
OG0000647	CAEEL14095, CAEEL17996	NEMVE14504, NEMVE21056
OG0000648	CAEEL05737	NEMVE15084
OG0000649	CAEEL08770	NEMVE05779
OG0000650	CAEEL15107	NEMVE00579, NEMVE08484
OG0000651	CAEEL08479	NEMVE14632
OG0000652	CAEEL09392, CAEEL09393	NEMVE15799, NEMVE23302
OG0000653	CAEEL20136	NEMVE23026
OG0000654	CAEEL00382	NEMVE01760
OG0000654	CAEEL00509	NEMVE10112
OG0000656	CAEEL17700	NEMVE03009, NEMVE02980
OG0000657	CAEEL01693	NEMVE20682, NEMVE25706, NEMVE01678, NEMVE25705, NEMVE20473, NEMVE12346, NEMVE25351, NEMVE21856
OG0000660	CAEEL06994	NEMVE09574
OG0000660	CAEEL01886	NEMVE22331
OG0000662	CAEEL07265	NEMVE13299, NEMVE13159
OG0000662	CAEEL20546	NEMVE01041
OG0000663	CAEEL07269	NEMVE12167, NEMVE24135, NEMVE22597, NEMVE13590
OG0000664	CAEEL10897, CAEEL10896	NEMVE05215
OG0000664	CAEEL00118, CAEEL00117	NEMVE23867
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	NEMVE13408, NEMVE06240
OG0000670	CAEEL01804, CAEEL20294, CAEEL11500	NEMVE22694
OG0000672	CAEEL07948, CAEEL07943	NEMVE22550, NEMVE12239
OG0000672	CAEEL00089, CAEEL00988	NEMVE22511
OG0000674	CAEEL01995	NEMVE08889
OG0000676	CAEEL18677, CAEEL18678	NEMVE24025
OG0000678	CAEEL19275	NEMVE09555, NEMVE13917, NEMVE20139, NEMVE18563
OG0000680	CAEEL01896	NEMVE06900, NEMVE06887, NEMVE25832
OG0000681	CAEEL06701, CAEEL06700	NEMVE03851
OG0000681	CAEEL20557	NEMVE04836
OG0000682	CAEEL18765	NEMVE17718
OG0000682	CAEEL15769	NEMVE16780, NEMVE07021
OG0000683	CAEEL18608	NEMVE21952
OG0000683	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944	NEMVE09341
OG0000684	CAEEL11185	NEMVE15727, NEMVE25884, NEMVE05474
OG0000685	CAEEL19728	NEMVE02060
OG0000688	CAEEL04340	NEMVE25153
OG0000690	CAEEL02355, CAEEL16430	NEMVE04578
OG0000690	CAEEL05043	NEMVE25619
OG0000691	CAEEL06257	NEMVE15878
OG0000691	CAEEL17188	NEMVE22438
OG0000692	CAEEL05111, CAEEL03292	NEMVE06218, NEMVE05252, NEMVE06220, NEMVE20255
OG0000692	CAEEL01603	NEMVE10690
OG0000693	CAEEL03253, CAEEL03254	NEMVE08217, NEMVE08755
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	NEMVE18564
OG0000696	CAEEL19612	NEMVE25020, NEMVE05214, NEMVE05168, NEMVE16042
OG0000697	CAEEL10883	NEMVE14547
OG0000699	CAEEL07103, CAEEL17353, CAEEL15074, CAEEL14285	NEMVE13812, NEMVE21875, NEMVE05953
OG0000700	CAEEL12398	NEMVE20231, NEMVE20652
OG0000702	CAEEL01313	NEMVE17196
OG0000703	CAEEL12761	NEMVE15172
OG0000708	CAEEL04786, CAEEL04785	NEMVE25462
OG0000708	CAEEL12722	NEMVE24967
OG0000710	CAEEL14590, CAEEL11830, CAEEL03364, CAEEL04975, CAEEL20648, CAEEL19117, CAEEL19785	NEMVE10055
OG0000711	CAEEL05244, CAEEL04946, CAEEL03027	NEMVE22699
OG0000713	CAEEL15727	NEMVE16643, NEMVE17891, NEMVE22671, NEMVE16279
OG0000715	CAEEL07311	NEMVE23095
OG0000715	CAEEL07310, CAEEL07309	NEMVE04746
OG0000717	CAEEL20044, CAEEL07958	NEMVE21831
OG0000718	CAEEL16052	NEMVE14726, NEMVE25058
OG0000720	CAEEL02341	NEMVE07453
OG0000721	CAEEL07780	NEMVE22360
OG0000721	CAEEL00853	NEMVE25732
OG0000722	CAEEL16439, CAEEL19041, CAEEL07826	NEMVE02310
OG0000724	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753	NEMVE05669
OG0000725	CAEEL01386	NEMVE13886
OG0000726	CAEEL08988, CAEEL08987	NEMVE24264
OG0000730	CAEEL06720	NEMVE15279
OG0000731	CAEEL18982	NEMVE14724, NEMVE07735
OG0000732	CAEEL02711	NEMVE16239
OG0000732	CAEEL11771	NEMVE22346
OG0000733	CAEEL17006	NEMVE13174
OG0000733	CAEEL15524	NEMVE19750, NEMVE00072
OG0000734	CAEEL18835	NEMVE19740
OG0000735	CAEEL14834, CAEEL14835	NEMVE14467
OG0000737	CAEEL06154, CAEEL04487, CAEEL04486	NEMVE10658
OG0000740	CAEEL18076	NEMVE01913
OG0000742	CAEEL01786	NEMVE09967, NEMVE15645, NEMVE22849
OG0000744	CAEEL01254	NEMVE09152
OG0000745	CAEEL12683, CAEEL06489	NEMVE09518, NEMVE18143
OG0000747	CAEEL02279	NEMVE17249, NEMVE13791
OG0000749	CAEEL11624, CAEEL14107	NEMVE13534
OG0000750	CAEEL19566, CAEEL19567, CAEEL09749	NEMVE08658
OG0000751	CAEEL09020	NEMVE06350
OG0000752	CAEEL04370	NEMVE14796, NEMVE20340
OG0000753	CAEEL17415	NEMVE09279, NEMVE20008, NEMVE09763, NEMVE18346
OG0000755	CAEEL01302	NEMVE04854, NEMVE04839
OG0000756	CAEEL17951	NEMVE17524
OG0000757	CAEEL20030	NEMVE25201
OG0000757	CAEEL00176	NEMVE05970
OG0000759	CAEEL20475, CAEEL16710	NEMVE07127, NEMVE15354
OG0000761	CAEEL19698	NEMVE07056
OG0000762	CAEEL02671	NEMVE08946
OG0000764	CAEEL19739	NEMVE12589
OG0000765	CAEEL08924, CAEEL20292	NEMVE15020
OG0000766	CAEEL01660	NEMVE13890
