Orthogroup	CAEEL	SCHMD
OG0005139	CAEEL04623	SCHMD04022
OG0005140	CAEEL11450, CAEEL01348	SCHMD10665
OG0005142	CAEEL08707	SCHMD05971
OG0005143	CAEEL11317	SCHMD12861, SCHMD10599
OG0005144	CAEEL05847	SCHMD07235
OG0005146	CAEEL10882	SCHMD05515, SCHMD14279, SCHMD29816
OG0005149	CAEEL00546	SCHMD06219, SCHMD07799
OG0005151	CAEEL07956	SCHMD28665, SCHMD29534
OG0005154	CAEEL17431, CAEEL17429	SCHMD00118
OG0005155	CAEEL00411, CAEEL19156	SCHMD06441
OG0005157	CAEEL08876	SCHMD08161
OG0005158	CAEEL08905	SCHMD06177, SCHMD06175, SCHMD03965
OG0005161	CAEEL07201	SCHMD17706
OG0005167	CAEEL07061	SCHMD11781, SCHMD10752
OG0005168	CAEEL14712	SCHMD04735
OG0005169	CAEEL09655	SCHMD15964, SCHMD17733
OG0005172	CAEEL02363	SCHMD00033
OG0005174	CAEEL08350	SCHMD00190
OG0005175	CAEEL15716	SCHMD19207, SCHMD24072, SCHMD23126
OG0005179	CAEEL07168	SCHMD10255
OG0005180	CAEEL09248	SCHMD24708, SCHMD24496, SCHMD07254
OG0005183	CAEEL08543	SCHMD09747
OG0005184	CAEEL18223	SCHMD11344, SCHMD27380
OG0005187	CAEEL14730	SCHMD09837
OG0005188	CAEEL08965	SCHMD28645, SCHMD28807
OG0005191	CAEEL05362	SCHMD28673, SCHMD08050
OG0005194	CAEEL05882	SCHMD06057
OG0005197	CAEEL08230	SCHMD20686, SCHMD21563, SCHMD19477, SCHMD25851
OG0005199	CAEEL19265	SCHMD14063, SCHMD09600
OG0005200	CAEEL05998	SCHMD16396
OG0005201	CAEEL04588	SCHMD23946
OG0005202	CAEEL08971	SCHMD22358, SCHMD11140, SCHMD01714, SCHMD03356
OG0005204	CAEEL00557	SCHMD03898
OG0005205	CAEEL18834	SCHMD05833
OG0005206	CAEEL02109	SCHMD05352
OG0005207	CAEEL05270	SCHMD02988, SCHMD02985, SCHMD02984
OG0005209	CAEEL12392	SCHMD05251, SCHMD25710, SCHMD10107, SCHMD22224, SCHMD09481
OG0005210	CAEEL01507	SCHMD00549, SCHMD00552
OG0005212	CAEEL01431	SCHMD21052, SCHMD21053, SCHMD20624
OG0005215	CAEEL02018	SCHMD19622
OG0005217	CAEEL00519	SCHMD01812
OG0005221	CAEEL13148	SCHMD22455
OG0005222	CAEEL00417	SCHMD02749
OG0005223	CAEEL08867	SCHMD11272
OG0005224	CAEEL11021	SCHMD00054, SCHMD12667, SCHMD14422
OG0005225	CAEEL11736, CAEEL02890	SCHMD12592, SCHMD13372
OG0005226	CAEEL09365	SCHMD11539
OG0005227	CAEEL05528	SCHMD23050, SCHMD10127
OG0005228	CAEEL02900	SCHMD07535
OG0005230	CAEEL17555	SCHMD02282
OG0005232	CAEEL14162	SCHMD28252, SCHMD08336
OG0005233	CAEEL03305	SCHMD02640, SCHMD02641
OG0005234	CAEEL03034	SCHMD15265, SCHMD14479, SCHMD15263
OG0005235	CAEEL06659	SCHMD00308
OG0005237	CAEEL01570	SCHMD13955, SCHMD13956
OG0005238	CAEEL07258	SCHMD01752, SCHMD04129
OG0005239	CAEEL15608	SCHMD19406
OG0005240	CAEEL00076	SCHMD07948
OG0005243	CAEEL04210	SCHMD01214
OG0005244	CAEEL12471	SCHMD12116
OG0005245	CAEEL07654	SCHMD18525
OG0005247	CAEEL05013	SCHMD07196
OG0005249	CAEEL18813, CAEEL11117	SCHMD11873
OG0005250	CAEEL00202	SCHMD24871, SCHMD25562
OG0005253	CAEEL07486	SCHMD08303
OG0005254	CAEEL04182	SCHMD11037
OG0005257	CAEEL20337	SCHMD16491, SCHMD16492, SCHMD16490
OG0005258	CAEEL02600	SCHMD05906
OG0005259	CAEEL12389	SCHMD00463
OG0005261	CAEEL16553	SCHMD17094, SCHMD16953
OG0005262	CAEEL05690	SCHMD09724, SCHMD09723
OG0005264	CAEEL20384	SCHMD21690
OG0005267	CAEEL15615	SCHMD05485, SCHMD21413
OG0005269	CAEEL10603	SCHMD02017
OG0005270	CAEEL16559, CAEEL00852	SCHMD06643
OG0005273	CAEEL00093	SCHMD04729
OG0005274	CAEEL08172	SCHMD14072
OG0005275	CAEEL10805, CAEEL10806	SCHMD11538, SCHMD09516, SCHMD09517
OG0005276	CAEEL06716	SCHMD12186
OG0005279	CAEEL02901	SCHMD21196, SCHMD21859
OG0005280	CAEEL08138	SCHMD05321, SCHMD08421
OG0005281	CAEEL07157	SCHMD01191
OG0005284	CAEEL01117	SCHMD07381
OG0005285	CAEEL03081	SCHMD04425
OG0005286	CAEEL09226	SCHMD06916
OG0005287	CAEEL01803	SCHMD00449
OG0005289	CAEEL11634	SCHMD11517, SCHMD17216
OG0005290	CAEEL08960	SCHMD16170, SCHMD29465
OG0005292	CAEEL09126	SCHMD02918
OG0005293	CAEEL01396	SCHMD14041
OG0005294	CAEEL06222	SCHMD09577
OG0005298	CAEEL01976, CAEEL00675	SCHMD16478, SCHMD05913
OG0005300	CAEEL11534	SCHMD22874
OG0005301	CAEEL04628	SCHMD28343, SCHMD24349, SCHMD27045
OG0005303	CAEEL04461	SCHMD07747
OG0005305	CAEEL02568	SCHMD25826, SCHMD26813, SCHMD25033
OG0005312	CAEEL11093	SCHMD13402
OG0005314	CAEEL00759	SCHMD13878, SCHMD19278, SCHMD17702, SCHMD19628
OG0005315	CAEEL12782	SCHMD15422, SCHMD12090
OG0005316	CAEEL12094	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578
OG0005318	CAEEL11412	SCHMD08168
OG0005319	CAEEL01211	SCHMD01713
OG0005323	CAEEL14840	SCHMD20703
OG0005325	CAEEL20386	SCHMD07836
OG0005360	CAEEL01919	SCHMD13883
OG0005366	CAEEL12942	SCHMD02625
OG0005370	CAEEL00421	SCHMD11713
OG0005371	CAEEL03912	SCHMD13317
OG0005372	CAEEL08397	SCHMD05506
OG0005373	CAEEL09399	SCHMD28221, SCHMD29451, SCHMD28166
OG0005374	CAEEL02806	SCHMD27055
OG0005375	CAEEL19544, CAEEL14120	SCHMD23930, SCHMD07733
OG0005378	CAEEL20215, CAEEL20216	SCHMD25676, SCHMD25677, SCHMD12112
OG0005379	CAEEL09264	SCHMD03111
OG0005382	CAEEL18304	SCHMD00531, SCHMD26200, SCHMD22925, SCHMD13307, SCHMD20266, SCHMD06136, SCHMD07702, SCHMD17523, SCHMD25734, SCHMD28534, SCHMD28064, SCHMD18320, SCHMD20651, SCHMD27664, SCHMD23788, SCHMD25119, SCHMD18414, SCHMD19199, SCHMD09360, SCHMD21449, SCHMD04222, SCHMD13625, SCHMD11519, SCHMD23951
OG0005383	CAEEL07506	SCHMD03478
OG0005385	CAEEL08714	SCHMD05272
OG0005386	CAEEL10538	SCHMD16075
OG0005388	CAEEL01742	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426
OG0005389	CAEEL06878	SCHMD24422, SCHMD26623
OG0005390	CAEEL04490	SCHMD07965
OG0005391	CAEEL00272	SCHMD20185, SCHMD21085
OG0005393	CAEEL01376	SCHMD23994
OG0005394	CAEEL17986	SCHMD09419, SCHMD10527
OG0005396	CAEEL08913	SCHMD28360, SCHMD11764, SCHMD09312
OG0005402	CAEEL05349	SCHMD01184
OG0005403	CAEEL01879	SCHMD27451, SCHMD20254
OG0005404	CAEEL05358	SCHMD02921
OG0005406	CAEEL08083	SCHMD01895, SCHMD10279
OG0005409	CAEEL02913	SCHMD03070
OG0005415	CAEEL15291	SCHMD07610
OG0005417	CAEEL00029	SCHMD00898
OG0005422	CAEEL16015	SCHMD11485
OG0005423	CAEEL08794	SCHMD05183
OG0005427	CAEEL07237	SCHMD06341
OG0005431	CAEEL09902	SCHMD19048
OG0005432	CAEEL04969	SCHMD12333, SCHMD11358, SCHMD11359
OG0005433	CAEEL02529	SCHMD02774
OG0005434	CAEEL07593	SCHMD10947
OG0005435	CAEEL07714	SCHMD14136
OG0005436	CAEEL01615	SCHMD06865
OG0005439	CAEEL14848	SCHMD12557
OG0005441	CAEEL19512	SCHMD15407
OG0005442	CAEEL02528	SCHMD20068
OG0005443	CAEEL06163	SCHMD02729, SCHMD02728
OG0005445	CAEEL10809	SCHMD12973, SCHMD27880
OG0005446	CAEEL01571, CAEEL20779	SCHMD03912, SCHMD04431
OG0005448	CAEEL08780	SCHMD02156, SCHMD08498, SCHMD08499
OG0005449	CAEEL01542	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697
OG0005450	CAEEL09047	SCHMD01978
OG0005451	CAEEL06444	SCHMD18931
OG0005452	CAEEL10226, CAEEL12298	SCHMD13827, SCHMD09318
OG0005455	CAEEL09268	SCHMD16604
OG0005462	CAEEL10748	SCHMD23988, SCHMD09428
OG0005464	CAEEL09892	SCHMD09632, SCHMD22634
OG0005465	CAEEL16426	SCHMD16366, SCHMD08907, SCHMD16365
OG0005466	CAEEL08021	SCHMD10972
OG0005468	CAEEL02934	SCHMD06356
OG0005469	CAEEL07069	SCHMD25678
OG0005470	CAEEL06305	SCHMD00405
OG0005471	CAEEL12162	SCHMD09088
OG0005474	CAEEL07485	SCHMD08436
OG0005475	CAEEL16459	SCHMD16923, SCHMD14366, SCHMD27066
OG0005476	CAEEL11680	SCHMD22714, SCHMD28208
OG0005477	CAEEL11685, CAEEL12227	SCHMD18881, SCHMD11325
OG0005479	CAEEL07488	SCHMD12305
OG0005481	CAEEL02594	SCHMD02765
OG0005482	CAEEL15422	SCHMD03117
OG0005486	CAEEL19474, CAEEL05557	SCHMD06308, SCHMD07820
OG0005487	CAEEL12473, CAEEL12474	SCHMD07720, SCHMD07721
OG0005488	CAEEL04375	SCHMD00795
OG0005489	CAEEL07679	SCHMD03018
OG0005490	CAEEL08623	SCHMD06570
OG0005491	CAEEL05923	SCHMD02400, SCHMD01109
OG0005493	CAEEL04269	SCHMD12670
OG0005495	CAEEL05689	SCHMD07327
OG0005499	CAEEL10000	SCHMD09102, SCHMD11466, SCHMD05063
OG0005500	CAEEL13757, CAEEL03036	SCHMD03248, SCHMD03247
OG0005502	CAEEL19896, CAEEL15449	SCHMD02196
OG0005504	CAEEL10085	SCHMD22943, SCHMD16672, SCHMD20938
OG0005508	CAEEL08671	SCHMD24609
OG0005517	CAEEL00403	SCHMD04227
OG0005518	CAEEL11871	SCHMD04288
OG0005520	CAEEL05044	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909
OG0005521	CAEEL15885	SCHMD18209, SCHMD20942
OG0005522	CAEEL11025	SCHMD10063
OG0005525	CAEEL06342	SCHMD03055
OG0005527	CAEEL07576	SCHMD04109
OG0005529	CAEEL19121	SCHMD00457
OG0005531	CAEEL05616	SCHMD03252
OG0005533	CAEEL07641	SCHMD00593
OG0005534	CAEEL09833	SCHMD12378
OG0005537	CAEEL05177	SCHMD24603, SCHMD12765
OG0005538	CAEEL02674	SCHMD07816
OG0005539	CAEEL00571	SCHMD05501, SCHMD05502
OG0005545	CAEEL11935	SCHMD09667
OG0005554	CAEEL04828	SCHMD05734
OG0005556	CAEEL12122	SCHMD10870, SCHMD18170
OG0005557	CAEEL15186	SCHMD05482
OG0005559	CAEEL02868	SCHMD16974, SCHMD15037
OG0005560	CAEEL01956	SCHMD09834, SCHMD09833
OG0005562	CAEEL08427	SCHMD14801, SCHMD19132
OG0005563	CAEEL08448	SCHMD12379
OG0005566	CAEEL08840	SCHMD17800
OG0005569	CAEEL09364	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087
OG0005570	CAEEL08043	SCHMD09421, SCHMD03639
OG0005572	CAEEL00043	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142
OG0005574	CAEEL01999	SCHMD12377
OG0005575	CAEEL05562	SCHMD29678
OG0005576	CAEEL13925	SCHMD07029, SCHMD07030
OG0005580	CAEEL08013	SCHMD13326
OG0005581	CAEEL08031	SCHMD04114
OG0005582	CAEEL06866	SCHMD14269
OG0005584	CAEEL00156	SCHMD02439
OG0005586	CAEEL10986	SCHMD06799
OG0005588	CAEEL07160	SCHMD14537
OG0005589	CAEEL08776	SCHMD00570
OG0005590	CAEEL08090	SCHMD00931
OG0005592	CAEEL12369	SCHMD29641, SCHMD06507
OG0005594	CAEEL07851	SCHMD01628
OG0005595	CAEEL11031	SCHMD01173, SCHMD01177, SCHMD01176, SCHMD01179
OG0005597	CAEEL01169	SCHMD15948
OG0005598	CAEEL08627, CAEEL14483	SCHMD28546, SCHMD03623
OG0005599	CAEEL10759	SCHMD02438
OG0005603	CAEEL15468	SCHMD19668
OG0005604	CAEEL01765	SCHMD13641, SCHMD16141
OG0005605	CAEEL10783	SCHMD17079
OG0005609	CAEEL08579	SCHMD10661, SCHMD10660
OG0005610	CAEEL00725	SCHMD05436, SCHMD09492
OG0005612	CAEEL17906	SCHMD03692
OG0005613	CAEEL14670	SCHMD01673
OG0005614	CAEEL17617	SCHMD23859
OG0005615	CAEEL04368	SCHMD24965, SCHMD20148
OG0005616	CAEEL00929	SCHMD16788, SCHMD04567
OG0005617	CAEEL05647	SCHMD04518
OG0005618	CAEEL02988	SCHMD26702, SCHMD22563, SCHMD19841
OG0005620	CAEEL11400	SCHMD00996
OG0005622	CAEEL01750	SCHMD09799
OG0005623	CAEEL07150, CAEEL08358	SCHMD04874
OG0005624	CAEEL00643	SCHMD03490
OG0005625	CAEEL14326	SCHMD01610
OG0005626	CAEEL07559	SCHMD07068
OG0005627	CAEEL12992	SCHMD08756
OG0005629	CAEEL06251	SCHMD09552
OG0005632	CAEEL16405	SCHMD14616, SCHMD19534
OG0005633	CAEEL16151	SCHMD07099
OG0005634	CAEEL10824	SCHMD20586
OG0005636	CAEEL10088	SCHMD19328, SCHMD18481
OG0005637	CAEEL05733	SCHMD23112
OG0005639	CAEEL07472	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579
OG0005644	CAEEL09242	SCHMD04718
OG0005645	CAEEL07575	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665
OG0005649	CAEEL12678	SCHMD08195, SCHMD22964
OG0005652	CAEEL02073	SCHMD16380, SCHMD06971
OG0005656	CAEEL07991	SCHMD27371
OG0005681	CAEEL18801	SCHMD11619
OG0005681	CAEEL01096	SCHMD11620
OG0005685	CAEEL18876	SCHMD11471
OG0005690	CAEEL07345	SCHMD02487
OG0005692	CAEEL02905	SCHMD02679
OG0005696	CAEEL12982	SCHMD00584
OG0005697	CAEEL02949	SCHMD05677
OG0005701	CAEEL20630, CAEEL20628	SCHMD02013, SCHMD02012
OG0005702	CAEEL15894, CAEEL18106	SCHMD14141
OG0005703	CAEEL09229	SCHMD17404
OG0005704	CAEEL18454	SCHMD11470
OG0005707	CAEEL01062	SCHMD05853
OG0005712	CAEEL10147	SCHMD07067
OG0005715	CAEEL06260	SCHMD12420, SCHMD17206
OG0005721	CAEEL02751	SCHMD26343, SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	CAEEL12411	SCHMD06963
OG0005724	CAEEL06660	SCHMD16415, SCHMD22314
OG0005725	CAEEL16182	SCHMD15122, SCHMD20635
OG0005727	CAEEL08283	SCHMD10634, SCHMD08590
OG0005728	CAEEL00225	SCHMD03714
OG0005729	CAEEL01552	SCHMD24969
OG0005732	CAEEL07314	SCHMD17368, SCHMD29400, SCHMD29134
OG0005733	CAEEL11874	SCHMD03723
OG0005734	CAEEL05372	SCHMD02857
OG0005737	CAEEL00178	SCHMD03849
OG0005744	CAEEL10825, CAEEL00882	SCHMD03440, SCHMD17406
OG0005746	CAEEL04218	SCHMD18155, SCHMD18086, SCHMD23732, SCHMD18087
OG0005748	CAEEL05688	SCHMD10607
OG0005749	CAEEL14477	SCHMD01444, SCHMD00011
OG0005750	CAEEL02930	SCHMD13471, SCHMD16445
OG0005758	CAEEL07383, CAEEL07219	SCHMD02273, SCHMD02272
OG0005761	CAEEL02084	SCHMD17717
OG0005764	CAEEL00440	SCHMD24702
OG0005771	CAEEL18103	SCHMD04988
OG0005774	CAEEL07710	SCHMD08709
OG0005775	CAEEL08185	SCHMD29828
OG0005776	CAEEL08611, CAEEL02852	SCHMD03919
OG0005779	CAEEL11742	SCHMD09046
OG0005781	CAEEL16564	SCHMD12803, SCHMD19512, SCHMD12804
OG0005782	CAEEL14669	SCHMD03296
OG0005783	CAEEL15350	SCHMD10823
OG0005788	CAEEL10819	SCHMD17492
OG0005789	CAEEL03291	SCHMD07616, SCHMD07618
OG0005790	CAEEL02850	SCHMD05737, SCHMD05738
OG0005793	CAEEL01631	SCHMD01801
OG0005794	CAEEL07859	SCHMD14298
OG0005796	CAEEL03619	SCHMD07390
OG0005797	CAEEL01710	SCHMD07039
OG0005799	CAEEL16039	SCHMD10267
OG0005800	CAEEL07429	SCHMD00983
OG0005802	CAEEL08747	SCHMD00774
OG0005803	CAEEL05218	SCHMD24297, SCHMD20737
OG0005804	CAEEL00293	SCHMD08064, SCHMD11360
OG0005807	CAEEL00886	SCHMD05422
OG0005811	CAEEL09170	SCHMD09652
OG0005812	CAEEL15514	SCHMD11310
OG0005813	CAEEL04957	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	CAEEL05572	SCHMD01776
OG0005815	CAEEL08558	SCHMD14928, SCHMD17547
OG0005816	CAEEL07974	SCHMD28319
OG0005817	CAEEL09003	SCHMD05597, SCHMD01856
OG0005818	CAEEL06548	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	CAEEL11398	SCHMD08649
OG0005824	CAEEL01511	SCHMD01009
OG0005829	CAEEL01850, CAEEL14048	SCHMD10491
OG0005831	CAEEL07627	SCHMD04560
OG0005835	CAEEL06739, CAEEL08580	SCHMD06972
OG0005836	CAEEL15554	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	CAEEL01073	SCHMD28753
OG0005840	CAEEL06791	SCHMD07247
OG0005842	CAEEL00044	SCHMD15622
OG0005843	CAEEL06200	SCHMD06491
OG0005845	CAEEL04187	SCHMD05449
OG0005846	CAEEL06779	SCHMD28275, SCHMD12099
OG0005847	CAEEL00400	SCHMD07318, SCHMD14907
OG0005848	CAEEL00240	SCHMD10194, SCHMD07261
OG0005849	CAEEL07640	SCHMD07252
OG0005850	CAEEL07059	SCHMD04093
OG0005851	CAEEL19454, CAEEL03023	SCHMD25831, SCHMD26851
OG0005853	CAEEL05937	SCHMD29663, SCHMD04997
OG0005854	CAEEL10962	SCHMD19253, SCHMD17372
OG0005858	CAEEL08865	SCHMD20485
OG0005859	CAEEL09237	SCHMD08568, SCHMD09228
OG0005860	CAEEL11464	SCHMD03591
OG0005863	CAEEL02059	SCHMD02497
OG0005864	CAEEL03066	SCHMD10925
OG0005865	CAEEL10526	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	CAEEL03116	SCHMD03734
OG0005867	CAEEL06505	SCHMD21098
OG0005869	CAEEL01472	SCHMD26507, SCHMD23591
OG0005870	CAEEL18863	SCHMD09476
OG0005871	CAEEL07046	SCHMD00778
OG0005874	CAEEL06734	SCHMD05420
OG0005875	CAEEL11121	SCHMD00264
OG0005876	CAEEL12583	SCHMD17997, SCHMD16591
OG0005877	CAEEL03535	SCHMD25314
OG0005880	CAEEL09863	SCHMD04126
OG0005883	CAEEL06255	SCHMD01141
OG0005884	CAEEL16531	SCHMD11959, SCHMD17761
OG0005886	CAEEL01824	SCHMD18383
OG0005888	CAEEL00435, CAEEL00746	SCHMD13482
OG0005889	CAEEL02553	SCHMD11972
OG0005890	CAEEL06540	SCHMD09184, SCHMD12140
OG0005892	CAEEL01618	SCHMD08931, SCHMD12929
OG0005895	CAEEL06441	SCHMD12191
OG0005897	CAEEL01303	SCHMD08042
OG0005899	CAEEL11728	SCHMD12882, SCHMD12880
OG0005901	CAEEL01230	SCHMD15462
OG0005903	CAEEL02733	SCHMD00050
OG0005909	CAEEL09260	SCHMD20781
OG0005918	CAEEL07911	SCHMD16076, SCHMD19461
OG0005919	CAEEL15775	SCHMD29519, SCHMD28024, SCHMD21180, SCHMD24140, SCHMD26763
OG0005921	CAEEL07408	SCHMD20283
OG0005922	CAEEL15520	SCHMD00392
OG0005923	CAEEL02858	SCHMD07170
OG0005924	CAEEL10631	SCHMD04645, SCHMD07545
OG0005928	CAEEL04878	SCHMD22733, SCHMD16359
OG0005929	CAEEL05898	SCHMD10353, SCHMD25481, SCHMD18026
OG0005930	CAEEL00275	SCHMD12780
OG0005932	CAEEL11316	SCHMD11131, SCHMD00511
OG0005933	CAEEL14434	SCHMD09471
OG0005936	CAEEL07303	SCHMD24148, SCHMD16917
OG0005937	CAEEL10539	SCHMD13453
OG0005940	CAEEL04134	SCHMD20079
OG0005946	CAEEL11452, CAEEL11968	SCHMD17764, SCHMD14112
OG0005947	CAEEL19240	SCHMD04554
OG0005949	CAEEL12005	SCHMD04688
OG0005950	CAEEL02721	SCHMD24842
OG0005952	CAEEL08042	SCHMD14057
OG0005963	CAEEL02429, CAEEL11102	SCHMD01826
OG0005965	CAEEL17925	SCHMD08437
OG0005966	CAEEL05490	SCHMD21323, SCHMD27755
OG0005967	CAEEL08429	SCHMD05472
OG0005969	CAEEL01577	SCHMD09557
OG0005970	CAEEL16383	SCHMD01213
OG0005973	CAEEL13364	SCHMD13962
OG0005974	CAEEL11184	SCHMD07776
OG0005977	CAEEL04186	SCHMD05710, SCHMD05711
OG0005978	CAEEL08320	SCHMD07295, SCHMD07297
OG0005982	CAEEL04709	SCHMD25871, SCHMD22233
OG0005984	CAEEL06514, CAEEL07173	SCHMD15039, SCHMD22394
OG0005987	CAEEL05677	SCHMD02142, SCHMD02141, SCHMD00944
OG0005989	CAEEL14108	SCHMD16692, SCHMD13968, SCHMD16691
OG0005991	CAEEL07604	SCHMD29601
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	SCHMD11427, SCHMD18715
OG0005995	CAEEL09469	SCHMD08037
OG0005998	CAEEL12651	SCHMD02380, SCHMD09950
OG0006000	CAEEL06731	SCHMD01538
OG0006003	CAEEL12475	SCHMD28801, SCHMD05202
OG0006005	CAEEL08818	SCHMD22182, SCHMD08878
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	SCHMD19529
OG0006010	CAEEL07462	SCHMD15502
OG0006011	CAEEL06588	SCHMD19974, SCHMD20066
OG0006031	CAEEL00264	SCHMD16657
OG0006062	CAEEL08027	SCHMD23812, SCHMD24107
OG0006063	CAEEL09563	SCHMD23310, SCHMD03030
OG0006064	CAEEL11646	SCHMD10442
OG0006066	CAEEL07776	SCHMD10156
OG0006069	CAEEL08597	SCHMD21283, SCHMD11183, SCHMD05080
OG0006073	CAEEL15279	SCHMD06388
OG0006074	CAEEL15694	SCHMD10253
OG0006075	CAEEL05481	SCHMD09391
OG0006079	CAEEL06022	SCHMD03358, SCHMD04497
OG0006083	CAEEL10880	SCHMD05588
OG0006085	CAEEL07121	SCHMD06820, SCHMD25134
OG0006087	CAEEL10339	SCHMD02837
OG0006095	CAEEL03714	SCHMD01933
OG0006098	CAEEL17792	SCHMD03761
OG0006101	CAEEL04363	SCHMD20998, SCHMD13053
OG0006102	CAEEL01860	SCHMD05671
OG0006104	CAEEL15552	SCHMD02621
OG0006106	CAEEL09939	SCHMD07924
OG0006108	CAEEL07908	SCHMD01135
OG0006111	CAEEL06592	SCHMD08002
OG0006113	CAEEL00297	SCHMD19939, SCHMD12223
OG0006115	CAEEL02174, CAEEL09766	SCHMD11076, SCHMD17247
OG0006116	CAEEL14600	SCHMD23071, SCHMD20841
OG0006118	CAEEL05175	SCHMD01132
OG0006119	CAEEL19837	SCHMD11970
OG0006120	CAEEL19875	SCHMD01574
OG0006121	CAEEL01535	SCHMD07418
OG0006122	CAEEL06423	SCHMD04954
OG0006124	CAEEL00683	SCHMD06412
OG0006125	CAEEL12098	SCHMD18618
OG0006127	CAEEL08699	SCHMD21305
OG0006128	CAEEL01734	SCHMD10897
OG0006129	CAEEL15436	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	CAEEL05080	SCHMD03678
OG0006137	CAEEL01021	SCHMD12111, SCHMD06962
OG0006141	CAEEL00813	SCHMD14525
OG0006144	CAEEL13019, CAEEL12775	SCHMD00428, SCHMD04861
OG0006145	CAEEL00765, CAEEL00923	SCHMD01605
OG0006147	CAEEL11314	SCHMD22070
OG0006148	CAEEL05997	SCHMD13560, SCHMD22230
OG0006152	CAEEL01636	SCHMD06866
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	SCHMD01641
OG0006156	CAEEL13825	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006159	CAEEL07854	SCHMD22266
OG0006160	CAEEL08936	SCHMD05454
OG0006163	CAEEL00653	SCHMD15384
OG0006164	CAEEL01158	SCHMD06001
OG0006165	CAEEL15774	SCHMD04333, SCHMD04332
OG0006168	CAEEL05152	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	CAEEL08537	SCHMD26206, SCHMD19096, SCHMD23567
OG0006171	CAEEL01756	SCHMD11398
OG0006172	CAEEL14351	SCHMD10620, SCHMD16388
OG0006177	CAEEL04212	SCHMD21293
OG0006180	CAEEL09925	SCHMD14399, SCHMD04884
OG0006181	CAEEL14722	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	CAEEL19366	SCHMD11899
OG0006185	CAEEL01692	SCHMD16220, SCHMD19381
OG0006187	CAEEL00902	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	CAEEL02058	SCHMD05423
OG0006191	CAEEL06280, CAEEL06279	SCHMD07313
OG0006192	CAEEL01776	SCHMD08339
OG0006196	CAEEL06224, CAEEL06189	SCHMD07676
OG0006198	CAEEL00819	SCHMD06672, SCHMD06669, SCHMD06670
OG0006199	CAEEL05929	SCHMD04415, SCHMD04413
OG0006202	CAEEL07568	SCHMD08868
OG0006208	CAEEL00204	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	CAEEL11287	SCHMD08326, SCHMD23138
OG0006215	CAEEL04734	SCHMD09655
OG0006216	CAEEL16326	SCHMD09510
OG0006217	CAEEL05235	SCHMD21927, SCHMD16840
OG0006220	CAEEL08309	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006224	CAEEL11548	SCHMD09262, SCHMD00470, SCHMD00469
OG0006225	CAEEL13901	SCHMD06338
OG0006226	CAEEL02716	SCHMD17067, SCHMD16763
OG0006229	CAEEL06963	SCHMD17318, SCHMD23866
OG0006230	CAEEL08542	SCHMD02493
OG0006232	CAEEL07512, CAEEL07511	SCHMD02032
OG0006234	CAEEL05918	SCHMD13683, SCHMD14118
OG0006235	CAEEL04462	SCHMD04538
OG0006239	CAEEL01539	SCHMD01406
OG0006240	CAEEL08852	SCHMD29814
OG0006245	CAEEL00941	SCHMD05704
OG0006247	CAEEL11988	SCHMD22174
OG0006248	CAEEL05883	SCHMD12206, SCHMD10060
OG0006249	CAEEL10060	SCHMD14060, SCHMD13478, SCHMD08757
OG0006254	CAEEL11539	SCHMD04705, SCHMD29411
OG0006259	CAEEL09792	SCHMD06837
OG0006260	CAEEL09587	SCHMD09985, SCHMD17439
OG0006263	CAEEL09474	SCHMD00121
OG0006267	CAEEL09521	SCHMD03685
OG0006268	CAEEL09373, CAEEL09395	SCHMD06847
OG0006269	CAEEL11344	SCHMD04606, SCHMD04607
OG0006271	CAEEL08264	SCHMD07857
OG0006275	CAEEL01989	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	CAEEL08057	SCHMD24774
OG0006279	CAEEL00237	SCHMD04231
OG0006280	CAEEL17987	SCHMD15524, SCHMD19210
OG0006281	CAEEL04765	SCHMD02340
