Orthogroup	CAEEL	SCHMD
OG0001685	CAEEL06629, CAEEL19461	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626
OG0001688	CAEEL06653	SCHMD12122, SCHMD25973, SCHMD11868, SCHMD27222
OG0001689	CAEEL08769	SCHMD11417
OG0001690	CAEEL02923	SCHMD02947, SCHMD02948, SCHMD29617, SCHMD02946
OG0001691	CAEEL09136, CAEEL09137	SCHMD00990, SCHMD08142, SCHMD00989
OG0001692	CAEEL00815	SCHMD05750
OG0001706	CAEEL07216	SCHMD23697, SCHMD10453
OG0001707	CAEEL18144, CAEEL17802	SCHMD28717, SCHMD29464, SCHMD20857
OG0001711	CAEEL15052	SCHMD04571
OG0001713	CAEEL02704	SCHMD11479
OG0001718	CAEEL12769	SCHMD15790
OG0001720	CAEEL07819	SCHMD15757
OG0001721	CAEEL10104, CAEEL11043	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001724	CAEEL00188, CAEEL09412	SCHMD24845, SCHMD14505, SCHMD24846, SCHMD23137
OG0001726	CAEEL15546	SCHMD06142, SCHMD13209
OG0001727	CAEEL15354	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	CAEEL20444	SCHMD17375
OG0001730	CAEEL04519	SCHMD11237, SCHMD15709
OG0001732	CAEEL05337	SCHMD09964
OG0001733	CAEEL11586	SCHMD11879, SCHMD11880
OG0001734	CAEEL11289	SCHMD19353, SCHMD27529, SCHMD23016
OG0001735	CAEEL08598	SCHMD04334
OG0001736	CAEEL20331	SCHMD13051
OG0001738	CAEEL09745, CAEEL09746	SCHMD28176
OG0001739	CAEEL10953	SCHMD04721
OG0001744	CAEEL18540	SCHMD05424
OG0001745	CAEEL15294	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088
OG0001746	CAEEL09374	SCHMD12575, SCHMD10847, SCHMD14382, SCHMD12574
OG0001750	CAEEL08294	SCHMD21648, SCHMD21002, SCHMD22592, SCHMD22591
OG0001752	CAEEL02282	SCHMD04217
OG0001754	CAEEL06405	SCHMD16498
OG0001755	CAEEL16403	SCHMD00304
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	SCHMD21919
OG0001768	CAEEL10363	SCHMD19764, SCHMD24474, SCHMD15658, SCHMD19763, SCHMD24475
OG0001769	CAEEL12367	SCHMD03951
OG0001770	CAEEL12180	SCHMD22893, SCHMD22374
OG0001774	CAEEL20358	SCHMD06607
OG0001776	CAEEL20827	SCHMD01301
OG0001777	CAEEL07037	SCHMD28966, SCHMD22772
OG0001780	CAEEL12979	SCHMD19255, SCHMD20118
OG0001781	CAEEL04378	SCHMD14650, SCHMD07439, SCHMD28287
OG0001781	CAEEL06468	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	CAEEL18807	SCHMD15033, SCHMD26133
OG0001785	CAEEL10450, CAEEL07502	SCHMD21396, SCHMD16367, SCHMD26545, SCHMD26015, SCHMD21397, SCHMD16368
OG0001786	CAEEL18388	SCHMD28589
OG0001787	CAEEL07669	SCHMD15982
OG0001797	CAEEL19521, CAEEL11913, CAEEL20460	SCHMD12550
OG0001798	CAEEL02504	SCHMD06352, SCHMD07989
OG0001799	CAEEL07172	SCHMD21455, SCHMD20789, SCHMD20788, SCHMD24089, SCHMD21456
OG0001805	CAEEL10422, CAEEL19401	SCHMD01576
OG0001808	CAEEL18904	SCHMD04780
OG0001809	CAEEL18133	SCHMD03279
OG0001810	CAEEL00534	SCHMD28471, SCHMD25400
OG0001811	CAEEL12329	SCHMD08439, SCHMD24223, SCHMD19859
OG0001814	CAEEL07744	SCHMD29290
OG0001816	CAEEL05710	SCHMD07209
OG0001818	CAEEL16460	SCHMD29750, SCHMD10633, SCHMD28336, SCHMD12682, SCHMD16904, SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	CAEEL08110	SCHMD06459
OG0001820	CAEEL00161	SCHMD14228, SCHMD02398
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	SCHMD28800, SCHMD18321
OG0001822	CAEEL14275, CAEEL14276	SCHMD21605, SCHMD12240
OG0001823	CAEEL18465	SCHMD00776, SCHMD09499
OG0001824	CAEEL20525	SCHMD14996, SCHMD09508
OG0001825	CAEEL00895	SCHMD06748
OG0001826	CAEEL08005, CAEEL18927	SCHMD25796, SCHMD02997
OG0001827	CAEEL12511	SCHMD17765, SCHMD19189
OG0001830	CAEEL00742	SCHMD09367
OG0001831	CAEEL10161, CAEEL19257	SCHMD08523, SCHMD08524, SCHMD08522, SCHMD09304, SCHMD16172
OG0001832	CAEEL05995	SCHMD09061
OG0001834	CAEEL08270	SCHMD04020, SCHMD20048
OG0001846	CAEEL02581, CAEEL02580	SCHMD09485, SCHMD09924
OG0001849	CAEEL07132	SCHMD05416
OG0001852	CAEEL10571	SCHMD15247, SCHMD01397, SCHMD24019, SCHMD01396
OG0001853	CAEEL00334, CAEEL01622	SCHMD08419, SCHMD00353
OG0001857	CAEEL04635	SCHMD00486
OG0001858	CAEEL11554	SCHMD04633, SCHMD16003
OG0001860	CAEEL19534	SCHMD14532, SCHMD14531, SCHMD12432
OG0001861	CAEEL19043	SCHMD03031
OG0001863	CAEEL11286	SCHMD26126
OG0001865	CAEEL08319	SCHMD16071
OG0001866	CAEEL12131	SCHMD17047
OG0001867	CAEEL18932	SCHMD21507, SCHMD15353, SCHMD06151, SCHMD06149
OG0001870	CAEEL18619	SCHMD08001, SCHMD03109
OG0001872	CAEEL20718	SCHMD20627
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	SCHMD09003
OG0001874	CAEEL00933	SCHMD10032
OG0001875	CAEEL09917	SCHMD11568
OG0001878	CAEEL07138	SCHMD18520
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	SCHMD08156
OG0001881	CAEEL18890	SCHMD18117
OG0001883	CAEEL19810	SCHMD08058, SCHMD14396, SCHMD14395
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	SCHMD09575
OG0001886	CAEEL20566, CAEEL20351	SCHMD00538
OG0001887	CAEEL05740	SCHMD22103, SCHMD03399, SCHMD24336
OG0001888	CAEEL18672, CAEEL11639	SCHMD08491, SCHMD15697, SCHMD15696, SCHMD08492, SCHMD15698
OG0001889	CAEEL11129, CAEEL11128	SCHMD08218
OG0001890	CAEEL18655	SCHMD07009
OG0001897	CAEEL00130	SCHMD14627
OG0001898	CAEEL15099	SCHMD26334, SCHMD21587, SCHMD18283, SCHMD21586, SCHMD18284
OG0001900	CAEEL16160	SCHMD12891, SCHMD01255, SCHMD02044
OG0001901	CAEEL08532, CAEEL08531	SCHMD02622
OG0001903	CAEEL12995	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188
OG0001913	CAEEL00139	SCHMD08198, SCHMD01162
OG0001914	CAEEL15938	SCHMD04908
OG0001915	CAEEL10189	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004
OG0001916	CAEEL14482	SCHMD17658
OG0001916	CAEEL07131	SCHMD10605
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	SCHMD07933
OG0001918	CAEEL07844	SCHMD11138, SCHMD23731
OG0001919	CAEEL18092	SCHMD23775, SCHMD20085
OG0001920	CAEEL03600	SCHMD25326
OG0001923	CAEEL00866, CAEEL02499	SCHMD05921
OG0001926	CAEEL05295	SCHMD20309, SCHMD16846
OG0001928	CAEEL19148	SCHMD26836
OG0001930	CAEEL01812	SCHMD25138
OG0001932	CAEEL18548, CAEEL17132	SCHMD07454, SCHMD17903
OG0001932	CAEEL20531	SCHMD00368
OG0001933	CAEEL05724	SCHMD01181
OG0001935	CAEEL01455	SCHMD23048
OG0001938	CAEEL05158	SCHMD20224, SCHMD15510
OG0001939	CAEEL05317	SCHMD05179, SCHMD23463, SCHMD03085, SCHMD10030, SCHMD02230
OG0001940	CAEEL08846	SCHMD06251
OG0001945	CAEEL05071	SCHMD07577
OG0001946	CAEEL11023	SCHMD08506
OG0001947	CAEEL20697	SCHMD00740
OG0001949	CAEEL19721	SCHMD16576
OG0001950	CAEEL05818	SCHMD07266
OG0001951	CAEEL08644, CAEEL02798	SCHMD10937, SCHMD17652, SCHMD16242
OG0001952	CAEEL00959	SCHMD08803, SCHMD19932
OG0001953	CAEEL01457	SCHMD03889
OG0001956	CAEEL07023	SCHMD16218
OG0001958	CAEEL19146	SCHMD10594
OG0001961	CAEEL11703	SCHMD03837
OG0001963	CAEEL09651	SCHMD24660
OG0001964	CAEEL18880	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356
OG0001965	CAEEL15340	SCHMD15198
OG0001966	CAEEL15352, CAEEL06723	SCHMD10097
OG0001968	CAEEL10639	SCHMD12918
OG0001969	CAEEL09244, CAEEL09472, CAEEL00361	SCHMD08414, SCHMD09063
OG0001970	CAEEL17419	SCHMD03645
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	SCHMD02201, SCHMD22610, SCHMD17361, SCHMD12554, SCHMD24973, SCHMD18252
OG0001974	CAEEL10261	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	SCHMD04898, SCHMD04899
OG0001987	CAEEL06766	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073
OG0001988	CAEEL02095	SCHMD17373
OG0001989	CAEEL20436	SCHMD11266
OG0001991	CAEEL08725	SCHMD08363
OG0001992	CAEEL00543	SCHMD10680
OG0001993	CAEEL15736	SCHMD04073
OG0001994	CAEEL19344, CAEEL02372	SCHMD12538
OG0001996	CAEEL07117	SCHMD23397, SCHMD13355, SCHMD14732, SCHMD10995, SCHMD04576
OG0001998	CAEEL08296	SCHMD02357, SCHMD19391
OG0002000	CAEEL08459	SCHMD06620, SCHMD28948, SCHMD09206
OG0002001	CAEEL07856	SCHMD04245
OG0002003	CAEEL18663	SCHMD25539
OG0002005	CAEEL10504	SCHMD01316, SCHMD27910, SCHMD18360
OG0002006	CAEEL16051, CAEEL18232	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801
OG0002008	CAEEL11706	SCHMD06021
OG0002011	CAEEL06587, CAEEL01459	SCHMD23984, SCHMD22698, SCHMD03836, SCHMD03600, SCHMD03470, SCHMD13609, SCHMD07842, SCHMD11432
OG0002013	CAEEL00803, CAEEL01317	SCHMD05928, SCHMD05926
OG0002015	CAEEL07232	SCHMD07213, SCHMD12123
OG0002017	CAEEL04551	SCHMD02967
OG0002018	CAEEL08242	SCHMD24155, SCHMD22495
OG0002023	CAEEL12418	SCHMD13758
OG0002026	CAEEL09267	SCHMD11077, SCHMD01664
OG0002027	CAEEL19841	SCHMD07869
OG0002029	CAEEL13677, CAEEL13172, CAEEL13173, CAEEL06446, CAEEL19628	SCHMD29754, SCHMD28570
OG0002031	CAEEL07288	SCHMD21628, SCHMD14088
OG0002032	CAEEL15092	SCHMD15998, SCHMD17430
OG0002035	CAEEL04843, CAEEL04846	SCHMD19062, SCHMD21913
OG0002036	CAEEL17432	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638
OG0002037	CAEEL09947	SCHMD17138
OG0002042	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817	SCHMD29492
OG0002043	CAEEL01497	SCHMD03148
OG0002057	CAEEL04582	SCHMD14251
OG0002057	CAEEL04584	SCHMD14250
OG0002059	CAEEL20695	SCHMD13857
OG0002060	CAEEL17542	SCHMD13685, SCHMD22795
OG0002062	CAEEL01567	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072
OG0002063	CAEEL01336	SCHMD21953, SCHMD12086, SCHMD11388
OG0002066	CAEEL04964	SCHMD20021, SCHMD24048, SCHMD12034
OG0002068	CAEEL15280	SCHMD20105
OG0002073	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593	SCHMD20304, SCHMD22775, SCHMD03169
OG0002076	CAEEL17850	SCHMD28301, SCHMD28436, SCHMD10610, SCHMD08813, SCHMD28435, SCHMD28300
OG0002077	CAEEL08392	SCHMD01377
OG0002078	CAEEL04535	SCHMD24733, SCHMD25810
OG0002079	CAEEL07901	SCHMD04817, SCHMD07771, SCHMD11302, SCHMD04787
OG0002080	CAEEL03246, CAEEL12691	SCHMD22931, SCHMD26608, SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760, SCHMD17820
OG0002081	CAEEL14941, CAEEL14928	SCHMD26344
OG0002085	CAEEL11230, CAEEL11229	SCHMD27754, SCHMD20098, SCHMD24654
OG0002087	CAEEL07742	SCHMD07766
OG0002089	CAEEL13352	SCHMD26378
OG0002093	CAEEL02211, CAEEL19978	SCHMD12873, SCHMD16751, SCHMD14180
OG0002094	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823	SCHMD17092, SCHMD14979
OG0002095	CAEEL07104	SCHMD10706, SCHMD04399
OG0002097	CAEEL03161, CAEEL00098, CAEEL19231	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424
OG0002099	CAEEL05221	SCHMD02816, SCHMD02814, SCHMD02815
OG0002101	CAEEL04990	SCHMD15902
OG0002103	CAEEL16392, CAEEL16394	SCHMD03652
OG0002104	CAEEL08654	SCHMD13430, SCHMD13219, SCHMD07798
OG0002105	CAEEL18772	SCHMD04684
OG0002106	CAEEL18235, CAEEL08825	SCHMD29823, SCHMD29437
OG0002107	CAEEL07845	SCHMD26178, SCHMD28787, SCHMD29590, SCHMD17132, SCHMD27313
OG0002108	CAEEL05450, CAEEL05957, CAEEL15378	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153
OG0002122	CAEEL09431	SCHMD02290, SCHMD07268, SCHMD07269, SCHMD02288
OG0002123	CAEEL05315	SCHMD07146
OG0002124	CAEEL05107	SCHMD03099
OG0002125	CAEEL06344	SCHMD01906
OG0002131	CAEEL00336	SCHMD13328, SCHMD15542
OG0002136	CAEEL12257	SCHMD23461
OG0002138	CAEEL01194	SCHMD13986, SCHMD23985
OG0002139	CAEEL15822	SCHMD09027
OG0002142	CAEEL01037	SCHMD02227
OG0002143	CAEEL01697	SCHMD19800, SCHMD07450, SCHMD01063, SCHMD04627, SCHMD01498, SCHMD10512
OG0002144	CAEEL08787	SCHMD08032
OG0002145	CAEEL00125	SCHMD12978
OG0002146	CAEEL10604	SCHMD03633, SCHMD03634
OG0002147	CAEEL05229	SCHMD20896, SCHMD24159
OG0002148	CAEEL13205	SCHMD13024, SCHMD06006
OG0002149	CAEEL09018, CAEEL08046	SCHMD00788
OG0002150	CAEEL00860	SCHMD23344, SCHMD22805
OG0002152	CAEEL00179	SCHMD18533, SCHMD18027, SCHMD20477
OG0002153	CAEEL11458	SCHMD13304
OG0002156	CAEEL08424	SCHMD11093
OG0002159	CAEEL05394	SCHMD10603, SCHMD12359
OG0002160	CAEEL05075	SCHMD03531, SCHMD05686
OG0002163	CAEEL04144	SCHMD00119
OG0002164	CAEEL04595, CAEEL04594, CAEEL19903	SCHMD13046, SCHMD17370, SCHMD21313
OG0002166	CAEEL06693, CAEEL06692	SCHMD22548
OG0002167	CAEEL10771, CAEEL20502	SCHMD06677
OG0002168	CAEEL06529	SCHMD00757
OG0002169	CAEEL19452	SCHMD19182, SCHMD07925
OG0002170	CAEEL11886	SCHMD16963
OG0002171	CAEEL09512	SCHMD06638
OG0002171	CAEEL09511	SCHMD05133, SCHMD13789
OG0002175	CAEEL11081	SCHMD09343, SCHMD14948
OG0002177	CAEEL16080	SCHMD05408
OG0002179	CAEEL17210, CAEEL19563	SCHMD03680
OG0002182	CAEEL11866	SCHMD00111
OG0002184	CAEEL06428	SCHMD08543, SCHMD08541, SCHMD08545
OG0002185	CAEEL01312	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407
OG0002188	CAEEL10832	SCHMD07090
OG0002189	CAEEL00105, CAEEL17261, CAEEL17762, CAEEL20687	SCHMD03295
OG0002190	CAEEL18099	SCHMD06253, SCHMD20396
OG0002191	CAEEL00670	SCHMD16045
OG0002192	CAEEL07481, CAEEL08574	SCHMD09378, SCHMD11311
OG0002202	CAEEL16912, CAEEL17796	SCHMD08383, SCHMD24078, SCHMD00624, SCHMD16947
OG0002209	CAEEL07139, CAEEL07960	SCHMD22882, SCHMD13863
OG0002211	CAEEL08596	SCHMD29435
OG0002213	CAEEL09259	SCHMD01017, SCHMD01018
OG0002216	CAEEL09929, CAEEL09930	SCHMD20521
OG0002221	CAEEL05780	SCHMD20199, SCHMD06522, SCHMD25783, SCHMD06372, SCHMD03308, SCHMD03309, SCHMD11277, SCHMD18557, SCHMD20936
OG0002222	CAEEL05529	SCHMD17607, SCHMD07921
OG0002224	CAEEL10158	SCHMD07940, SCHMD07939
OG0002225	CAEEL15252	SCHMD03290
OG0002226	CAEEL04806	SCHMD00937
OG0002227	CAEEL00491	SCHMD09350, SCHMD09896
OG0002229	CAEEL08325	SCHMD09620, SCHMD21635
OG0002239	CAEEL05928	SCHMD00548
OG0002240	CAEEL05366	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639
OG0002241	CAEEL07281	SCHMD14786, SCHMD19113
OG0002242	CAEEL01267	SCHMD23296, SCHMD15189, SCHMD19349, SCHMD21538, SCHMD18994
OG0002243	CAEEL05910, CAEEL11717	SCHMD06353
OG0002244	CAEEL02764	SCHMD24135, SCHMD25723, SCHMD23365, SCHMD25722
OG0002252	CAEEL18710	SCHMD16344
OG0002253	CAEEL14203	SCHMD17818, SCHMD17980, SCHMD00707, SCHMD00706
OG0002257	CAEEL14323	SCHMD26955
OG0002259	CAEEL08231	SCHMD08992
OG0002260	CAEEL08208	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670
OG0002261	CAEEL09054	SCHMD15654, SCHMD22485
OG0002263	CAEEL08085	SCHMD05522
OG0002264	CAEEL01891	SCHMD24103
OG0002265	CAEEL01664	SCHMD27098, SCHMD25159, SCHMD22941
OG0002266	CAEEL18931	SCHMD06724
OG0002270	CAEEL01255	SCHMD15276
OG0002271	CAEEL07136	SCHMD08395
OG0002272	CAEEL00181	SCHMD08789, SCHMD22434
OG0002275	CAEEL19733	SCHMD18381
OG0002278	CAEEL17984	SCHMD20539, SCHMD10373
OG0002278	CAEEL17983	SCHMD15432, SCHMD10372
OG0002279	CAEEL01783, CAEEL19214	SCHMD01546
OG0002280	CAEEL01565	SCHMD12278, SCHMD09284, SCHMD15874, SCHMD06627
OG0002282	CAEEL05125, CAEEL05126	SCHMD02902, SCHMD23794
OG0002283	CAEEL11974	SCHMD03900, SCHMD01733
OG0002284	CAEEL09475	SCHMD15028
OG0002287	CAEEL00054	SCHMD14731, SCHMD14911
OG0002288	CAEEL11923	SCHMD13464
OG0002292	CAEEL11264	SCHMD12492
OG0002293	CAEEL01475	SCHMD09386
OG0002294	CAEEL03275, CAEEL03274	SCHMD07707
OG0002297	CAEEL10891, CAEEL10889, CAEEL09503	SCHMD06067, SCHMD11073, SCHMD06071, SCHMD08919, SCHMD15076
OG0002297	CAEEL09027, CAEEL09029, CAEEL08986	SCHMD15831, SCHMD16587, SCHMD01599
OG0002299	CAEEL14191	SCHMD08557
OG0002299	CAEEL08945	SCHMD22125
OG0002316	CAEEL01858, CAEEL01859	SCHMD00365, SCHMD09509
OG0002318	CAEEL05991	SCHMD07487, SCHMD07486, SCHMD07473
OG0002321	CAEEL11607	SCHMD19583, SCHMD14835
OG0002322	CAEEL12636, CAEEL12634	SCHMD08143, SCHMD10256
OG0002323	CAEEL00606	SCHMD09591
OG0002324	CAEEL14861	SCHMD17868, SCHMD20490, SCHMD09738
OG0002325	CAEEL12660	SCHMD12741, SCHMD02197
OG0002326	CAEEL19309	SCHMD16849
OG0002326	CAEEL19310	SCHMD06779
OG0002327	CAEEL11423	SCHMD04037
OG0002331	CAEEL13492, CAEEL01768	SCHMD05745, SCHMD05746, SCHMD05744
OG0002332	CAEEL07378	SCHMD01464, SCHMD15875, SCHMD15876
OG0002335	CAEEL02679, CAEEL02678	SCHMD10804
OG0002336	CAEEL18832	SCHMD06955
OG0002337	CAEEL05247	SCHMD00114
OG0002340	CAEEL00545	SCHMD17004, SCHMD12020
OG0002340	CAEEL20587, CAEEL16951, CAEEL16952	SCHMD04550
OG0002341	CAEEL07757	SCHMD26460, SCHMD08087, SCHMD22683
OG0002342	CAEEL06352, CAEEL06355, CAEEL00891	SCHMD22295, SCHMD21175, SCHMD00265
OG0002343	CAEEL20506, CAEEL10734	SCHMD04508
OG0002344	CAEEL07661	SCHMD18349
OG0002346	CAEEL04391	SCHMD25172, SCHMD25995
OG0002348	CAEEL10632, CAEEL12095	SCHMD29339
OG0002352	CAEEL04784	SCHMD11120
OG0002355	CAEEL08630	SCHMD13322
OG0002356	CAEEL17852	SCHMD06573, SCHMD14519
OG0002357	CAEEL14198	SCHMD07180, SCHMD07348
OG0002358	CAEEL20542	SCHMD12408, SCHMD07945, SCHMD07946
OG0002359	CAEEL10259	SCHMD07349
OG0002361	CAEEL16240, CAEEL14724	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103
OG0002362	CAEEL06372, CAEEL06373, CAEEL00248, CAEEL12422, CAEEL01494	SCHMD13230
OG0002363	CAEEL18180	SCHMD26399
OG0002366	CAEEL01476	SCHMD20747, SCHMD23587, SCHMD15000
OG0002367	CAEEL02851	SCHMD07520
OG0002368	CAEEL06921	SCHMD19036
OG0002369	CAEEL00665	SCHMD06129, SCHMD13069, SCHMD06131, SCHMD13068, SCHMD06130, SCHMD14247
OG0002370	CAEEL06782	SCHMD02204, SCHMD02205, SCHMD09672, SCHMD03014
OG0002371	CAEEL10782, CAEEL02897	SCHMD25183, SCHMD07417
OG0002374	CAEEL00989, CAEEL03595	SCHMD10513, SCHMD09821
OG0002375	CAEEL09148	SCHMD24554
OG0002376	CAEEL16557	SCHMD18335, SCHMD24761
OG0002377	CAEEL14877	SCHMD20961
OG0002378	CAEEL19717	SCHMD10070
OG0002379	CAEEL20511	SCHMD22995, SCHMD22909, SCHMD07115, SCHMD22908
OG0002396	CAEEL15127	SCHMD05257
OG0002402	CAEEL07971	SCHMD14145, SCHMD21289
OG0002405	CAEEL09238	SCHMD07257
OG0002406	CAEEL05272	SCHMD19891
OG0002407	CAEEL11836	SCHMD07151, SCHMD07149
OG0002408	CAEEL05340	SCHMD19514
OG0002409	CAEEL12380	SCHMD06262
OG0002410	CAEEL06445	SCHMD00520
OG0002411	CAEEL09509	SCHMD25076, SCHMD25353
OG0002413	CAEEL05456	SCHMD06075
OG0002414	CAEEL16542	SCHMD12778, SCHMD15427, SCHMD24855, SCHMD21960
OG0002415	CAEEL09540, CAEEL09394, CAEEL15033	SCHMD12484
OG0002418	CAEEL04545, CAEEL11616	SCHMD13033
OG0002421	CAEEL09266	SCHMD10399
OG0002422	CAEEL09220	SCHMD10713, SCHMD26768
OG0002424	CAEEL18326	SCHMD02494
OG0002425	CAEEL00712	SCHMD24887
OG0002426	CAEEL07732, CAEEL19661	SCHMD06890
OG0002427	CAEEL07892	SCHMD17018, SCHMD22308
OG0002433	CAEEL18398	SCHMD21728, SCHMD26253, SCHMD07182, SCHMD18419, SCHMD21667, SCHMD21668, SCHMD18420, SCHMD07181
OG0002437	CAEEL11549	SCHMD26512
OG0002439	CAEEL06145, CAEEL06146	SCHMD17265
OG0002441	CAEEL01735	SCHMD16958, SCHMD27293, SCHMD09124
OG0002442	CAEEL14782	SCHMD18162, SCHMD16393, SCHMD18149, SCHMD16392
OG0002443	CAEEL11867	SCHMD01789
OG0002445	CAEEL08003	SCHMD05650
OG0002446	CAEEL01328	SCHMD14541
OG0002448	CAEEL11664	SCHMD00905
OG0002450	CAEEL02915	SCHMD23688
OG0002453	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671	SCHMD08660, SCHMD06735
OG0002454	CAEEL06870	SCHMD10051
OG0002455	CAEEL05544	SCHMD01133, SCHMD06324
OG0002456	CAEEL19152	SCHMD12997
OG0002456	CAEEL02912	SCHMD01810
OG0002457	CAEEL08209	SCHMD14122, SCHMD08116
OG0002459	CAEEL00771, CAEEL04852	SCHMD10533
OG0002461	CAEEL07388	SCHMD06528
OG0002462	CAEEL01366	SCHMD14486
OG0002476	CAEEL05868, CAEEL00590	SCHMD03267
OG0002486	CAEEL00554	SCHMD04008, SCHMD04005, SCHMD04006, SCHMD29822, SCHMD18567, SCHMD19075, SCHMD27163
OG0002487	CAEEL13022	SCHMD08461, SCHMD18396
OG0002489	CAEEL20456	SCHMD13917
OG0002490	CAEEL09795	SCHMD04533
OG0002491	CAEEL01502	SCHMD27390, SCHMD26421
OG0002492	CAEEL07791	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714
OG0002494	CAEEL02924	SCHMD11104
OG0002495	CAEEL05776	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789
OG0002497	CAEEL00487	SCHMD08307
OG0002499	CAEEL02172, CAEEL11853	SCHMD15190, SCHMD14873
OG0002500	CAEEL00642	SCHMD17842
OG0002502	CAEEL01666, CAEEL05931	SCHMD03504, SCHMD05025
OG0002504	CAEEL06712, CAEEL09129	SCHMD02702, SCHMD02703
OG0002505	CAEEL05922	SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410
OG0002507	CAEEL03010	SCHMD13076
OG0002509	CAEEL10641, CAEEL10642	SCHMD16881, SCHMD26540
OG0002510	CAEEL15444	SCHMD16402, SCHMD22142
OG0002511	CAEEL03054	SCHMD22603
OG0002515	CAEEL20541, CAEEL01695	SCHMD06213, SCHMD17644, SCHMD09936
OG0002516	CAEEL07616	SCHMD13475, SCHMD03180
OG0002518	CAEEL03272	SCHMD04695
OG0002519	CAEEL07683	SCHMD10280
OG0002520	CAEEL11387	SCHMD21493, SCHMD24580
OG0002524	CAEEL07737	SCHMD01766
OG0002525	CAEEL20729	SCHMD03405
OG0002527	CAEEL00425, CAEEL00799	SCHMD25894, SCHMD01775
OG0002528	CAEEL14274	SCHMD14226, SCHMD14244, SCHMD02867, SCHMD13131
OG0002529	CAEEL18703, CAEEL04668	SCHMD03029
OG0002530	CAEEL18169	SCHMD06656, SCHMD16184
OG0002532	CAEEL00641	SCHMD05611
OG0002533	CAEEL08550	SCHMD24807, SCHMD23978
OG0002537	CAEEL07418	SCHMD22179, SCHMD15746
OG0002542	CAEEL06956	SCHMD06904, SCHMD06905, SCHMD04420
OG0002543	CAEEL07344	SCHMD13140, SCHMD07926
OG0002545	CAEEL12452	SCHMD25762, SCHMD21619
OG0002547	CAEEL02085	SCHMD29010, SCHMD22348, SCHMD17905, SCHMD17904
OG0002548	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091	SCHMD18717
OG0002549	CAEEL18135	SCHMD07040
OG0002551	CAEEL01609	SCHMD04046, SCHMD10067
OG0002552	CAEEL01916	SCHMD03592, SCHMD03983
