Orthogroup	MOUSE	CAEEL
OG0005199	MOUSE06798, MOUSE06795, MOUSE06797, MOUSE06799, MOUSE06796	CAEEL19265
OG0005200	MOUSE41422, MOUSE41421	CAEEL05998
OG0005201	MOUSE23496, MOUSE23495, MOUSE23494, MOUSE23493, MOUSE23491, MOUSE23492	CAEEL04588
OG0005202	MOUSE05596, MOUSE05595, MOUSE05597	CAEEL08971
OG0005204	MOUSE25568, MOUSE25567	CAEEL00557
OG0005205	MOUSE08733	CAEEL18834
OG0005206	MOUSE48398	CAEEL02109
OG0005207	MOUSE23836, MOUSE23833, MOUSE23832	CAEEL05270
OG0005209	MOUSE14096, MOUSE14095	CAEEL12392
OG0005210	MOUSE52454, MOUSE52456	CAEEL01507
OG0005212	MOUSE51363	CAEEL01431
OG0005215	MOUSE24351	CAEEL02018
OG0005221	MOUSE40508, MOUSE40506, MOUSE40507	CAEEL13148
OG0005222	MOUSE49492, MOUSE49490, MOUSE49491	CAEEL00417
OG0005223	MOUSE38903, MOUSE38905, MOUSE38904	CAEEL08867
OG0005224	MOUSE07207, MOUSE07209, MOUSE07208	CAEEL11021
OG0005225	MOUSE02228, MOUSE02229	CAEEL11736
OG0005226	MOUSE42007, MOUSE42005, MOUSE42006, MOUSE42008	CAEEL09365
OG0005228	MOUSE54695, MOUSE54694	CAEEL02900
OG0005229	MOUSE10424, MOUSE10427, MOUSE10426, MOUSE10428, MOUSE54725, MOUSE54726, MOUSE54727	CAEEL09302
OG0005230	MOUSE49013, MOUSE49014	CAEEL17555
OG0005231	MOUSE18474	CAEEL04101
OG0005232	MOUSE38863	CAEEL14162
OG0005233	MOUSE34528, MOUSE34527, MOUSE34530, MOUSE34529	CAEEL03305
OG0005234	MOUSE04256, MOUSE04255	CAEEL03034
OG0005235	MOUSE02441, MOUSE02440, MOUSE02439	CAEEL06659
OG0005237	MOUSE20097	CAEEL01570
OG0005238	MOUSE25520, MOUSE25519, MOUSE25518	CAEEL07258
OG0005239	MOUSE07685, MOUSE07686	CAEEL15608
OG0005240	MOUSE02463	CAEEL00076
OG0005243	MOUSE46018	CAEEL04210
OG0005244	MOUSE17812	CAEEL12471
OG0005247	MOUSE09970, MOUSE09971, MOUSE09969, MOUSE09968	CAEEL05013
OG0005248	MOUSE32108, MOUSE49677	CAEEL10051
OG0005249	MOUSE25308, MOUSE25309	CAEEL18813, CAEEL11117
OG0005250	MOUSE34236, MOUSE34235	CAEEL00202
OG0005252	MOUSE20976, MOUSE20975	CAEEL11797
OG0005253	MOUSE03197	CAEEL07486
OG0005254	MOUSE05935, MOUSE05936, MOUSE05934	CAEEL04182
OG0005257	MOUSE31617	CAEEL20337
OG0005258	MOUSE40636, MOUSE40638, MOUSE40633, MOUSE40634, MOUSE40635, MOUSE40637	CAEEL02600
OG0005259	MOUSE40641, MOUSE24933, MOUSE24932	CAEEL12389
OG0005260	MOUSE27103, MOUSE27102	CAEEL18095
OG0005261	MOUSE21672	CAEEL16553
OG0005262	MOUSE34801, MOUSE34800, MOUSE34802, MOUSE34803	CAEEL05690
OG0005264	MOUSE35186	CAEEL20384
OG0005266	MOUSE15169	CAEEL09384
OG0005267	MOUSE32627, MOUSE02945	CAEEL15615
OG0005269	MOUSE40627	CAEEL10603
OG0005272	MOUSE02368	CAEEL07617
OG0005273	MOUSE54103, MOUSE54104	CAEEL00093
OG0005275	MOUSE52516	CAEEL10805, CAEEL10806
OG0005276	MOUSE35730, MOUSE35731	CAEEL06716
OG0005277	MOUSE07675, MOUSE07676, MOUSE07674	CAEEL02345
OG0005278	MOUSE44577, MOUSE44572, MOUSE44576, MOUSE44571, MOUSE44574, MOUSE44569, MOUSE44570	CAEEL00673
OG0005279	MOUSE49425	CAEEL02901
OG0005280	MOUSE21456	CAEEL08138
OG0005281	MOUSE19612, MOUSE36000	CAEEL07157
OG0005285	MOUSE02740	CAEEL03081
OG0005286	MOUSE54594	CAEEL09226
OG0005287	MOUSE30697	CAEEL01803
OG0005289	MOUSE42519, MOUSE42518, MOUSE42517	CAEEL11634
OG0005290	MOUSE33153, MOUSE33150, MOUSE33154, MOUSE33151, MOUSE33152	CAEEL08960
OG0005292	MOUSE22490, MOUSE22489, MOUSE22488	CAEEL09126
OG0005293	MOUSE29999	CAEEL01396
OG0005294	MOUSE13188	CAEEL06222
OG0005298	MOUSE19943, MOUSE19944	CAEEL01976, CAEEL00675
OG0005299	MOUSE49600	CAEEL15482
OG0005300	MOUSE35434, MOUSE35433	CAEEL11534
OG0005301	MOUSE01070, MOUSE01069	CAEEL04628
OG0005303	MOUSE01848, MOUSE01849, MOUSE01847, MOUSE01850, MOUSE01851	CAEEL04461
OG0005305	MOUSE28834, MOUSE28835, MOUSE28836	CAEEL02568
OG0005309	MOUSE40578, MOUSE40579, MOUSE40577	CAEEL11459
OG0005312	MOUSE40791	CAEEL11093
OG0005314	MOUSE01281	CAEEL00759
OG0005315	MOUSE31252, MOUSE31250, MOUSE31251	CAEEL12782
OG0005316	MOUSE13898	CAEEL12094
OG0005318	MOUSE47296, MOUSE47294	CAEEL11412
OG0005319	MOUSE21705	CAEEL01211
OG0005323	MOUSE09666, MOUSE09664, MOUSE09662, MOUSE09668, MOUSE09665, MOUSE09667, MOUSE09663	CAEEL14840
OG0005324	MOUSE31770, MOUSE31771, MOUSE31768, MOUSE31769, MOUSE31767, MOUSE31766	CAEEL15302
OG0005325	MOUSE38446, MOUSE38445, MOUSE18230	CAEEL20386
OG0005343	MOUSE44255, MOUSE44254, MOUSE44262, MOUSE44261, MOUSE44260	CAEEL02128
OG0005360	MOUSE44905, MOUSE44906	CAEEL01919
OG0005366	MOUSE20326	CAEEL12942
OG0005369	MOUSE27794, MOUSE27793	CAEEL05707
OG0005370	MOUSE29200, MOUSE29198, MOUSE29199, MOUSE29201	CAEEL00421
OG0005371	MOUSE10177, MOUSE10180, MOUSE10178, MOUSE10179, MOUSE10176	CAEEL03912
OG0005373	MOUSE46144	CAEEL09399
OG0005374	MOUSE00584	CAEEL02806
OG0005375	MOUSE05777, MOUSE05776	CAEEL19544, CAEEL14120
OG0005376	MOUSE35523, MOUSE35524	CAEEL08982, CAEEL09065
OG0005377	MOUSE04976, MOUSE15208	CAEEL06685
OG0005378	MOUSE37487	CAEEL20215, CAEEL20216
OG0005379	MOUSE00599, MOUSE14983, MOUSE00600, MOUSE14982	CAEEL09264
OG0005383	MOUSE08506	CAEEL07506
OG0005384	MOUSE21641, MOUSE21642, MOUSE21640	CAEEL02931
OG0005385	MOUSE04467, MOUSE04465, MOUSE04464	CAEEL08714
OG0005386	MOUSE48147	CAEEL10538
OG0005387	MOUSE00005	CAEEL08152
OG0005388	MOUSE01450	CAEEL01742
OG0005389	MOUSE54799, MOUSE54800, MOUSE24471, MOUSE24473	CAEEL06878
OG0005390	MOUSE33726, MOUSE33725	CAEEL04490
OG0005393	MOUSE53411	CAEEL01376
OG0005394	MOUSE53404, MOUSE53403	CAEEL17986
OG0005396	MOUSE54498	CAEEL08913
OG0005398	MOUSE26345	CAEEL07255
OG0005399	MOUSE04146, MOUSE04143, MOUSE04141, MOUSE04145, MOUSE04144, MOUSE04142	CAEEL03245
OG0005402	MOUSE29924	CAEEL05349
OG0005403	MOUSE51966, MOUSE51969, MOUSE51967	CAEEL01879
OG0005404	MOUSE09947, MOUSE09945	CAEEL05358
OG0005406	MOUSE51011	CAEEL08083
OG0005408	MOUSE36081, MOUSE36083, MOUSE36082, MOUSE36079, MOUSE36084, MOUSE36080, MOUSE36078, MOUSE36077	CAEEL07280
OG0005409	MOUSE49463	CAEEL02913
OG0005412	MOUSE22204	CAEEL05749
OG0005414	MOUSE06397, MOUSE06398, MOUSE06394, MOUSE06396, MOUSE06395	CAEEL00252
OG0005415	MOUSE51304	CAEEL15291
OG0005417	MOUSE16971	CAEEL00029
OG0005421	MOUSE44783	CAEEL14199
OG0005422	MOUSE28074	CAEEL16015
OG0005423	MOUSE29748, MOUSE54002	CAEEL08794
OG0005425	MOUSE14448	CAEEL08174
OG0005428	MOUSE27863, MOUSE14543, MOUSE14544	CAEEL01407
OG0005431	MOUSE13565	CAEEL09902
OG0005432	MOUSE04489, MOUSE04490	CAEEL04969
OG0005433	MOUSE19851, MOUSE19850	CAEEL02529
OG0005434	MOUSE39468, MOUSE39469	CAEEL07593
OG0005435	MOUSE22613, MOUSE22615, MOUSE22617, MOUSE22614	CAEEL07714
OG0005436	MOUSE10132, MOUSE10131, MOUSE10130, MOUSE10133	CAEEL01615
OG0005441	MOUSE53368, MOUSE53367	CAEEL19512
OG0005442	MOUSE14655, MOUSE14656	CAEEL02528
OG0005443	MOUSE49928, MOUSE49929	CAEEL06163
OG0005445	MOUSE13615	CAEEL10809
OG0005446	MOUSE16646	CAEEL01571, CAEEL20779
OG0005448	MOUSE39998	CAEEL08780
OG0005450	MOUSE54001, MOUSE54000	CAEEL09047
OG0005451	MOUSE18945, MOUSE18944	CAEEL06444
OG0005452	MOUSE27679	CAEEL10226, CAEEL12298
OG0005455	MOUSE35506	CAEEL09268
OG0005457	MOUSE43715, MOUSE43714, MOUSE43713	CAEEL07347
OG0005459	MOUSE02028	CAEEL16135
OG0005462	MOUSE44100, MOUSE44105, MOUSE44103, MOUSE44104, MOUSE44102, MOUSE44101	CAEEL10748
OG0005463	MOUSE51680	CAEEL00308
OG0005464	MOUSE12439, MOUSE12440	CAEEL09892
OG0005465	MOUSE07328, MOUSE07326	CAEEL16426
OG0005466	MOUSE14835, MOUSE14831, MOUSE14832, MOUSE14834, MOUSE14833, MOUSE14830	CAEEL08021
OG0005468	MOUSE11929, MOUSE11932, MOUSE11931, MOUSE11930, MOUSE11934	CAEEL02934
OG0005469	MOUSE11875, MOUSE11877, MOUSE11874, MOUSE11876, MOUSE11878	CAEEL07069
OG0005470	MOUSE40247, MOUSE40245	CAEEL06305
OG0005471	MOUSE38010, MOUSE38012, MOUSE38011	CAEEL12162
OG0005472	MOUSE52408, MOUSE52407, MOUSE52409	CAEEL18620
OG0005474	MOUSE38514, MOUSE38512, MOUSE38513, MOUSE38511	CAEEL07485
OG0005475	MOUSE09122, MOUSE54371	CAEEL16459
OG0005476	MOUSE14381	CAEEL11680
OG0005479	MOUSE49275, MOUSE49276	CAEEL07488
OG0005481	MOUSE54691	CAEEL02594
OG0005482	MOUSE43262	CAEEL15422
OG0005484	MOUSE30087, MOUSE30085, MOUSE30086	CAEEL15470
OG0005486	MOUSE13257	CAEEL19474, CAEEL05557
OG0005487	MOUSE21952	CAEEL12473, CAEEL12474
OG0005488	MOUSE37662, MOUSE37664	CAEEL04375
OG0005489	MOUSE05308	CAEEL07679
OG0005490	MOUSE23375, MOUSE23376	CAEEL08623
OG0005491	MOUSE19804	CAEEL05923
OG0005492	MOUSE32053, MOUSE32054	CAEEL02699
OG0005493	MOUSE40219, MOUSE40218, MOUSE40221, MOUSE40220	CAEEL04269
OG0005494	MOUSE42636, MOUSE42637	CAEEL09928
OG0005495	MOUSE51256, MOUSE51252, MOUSE51255, MOUSE51254, MOUSE51253	CAEEL05689
OG0005498	MOUSE32600, MOUSE32601	CAEEL08908
OG0005499	MOUSE27960, MOUSE20454	CAEEL10000
OG0005500	MOUSE34905, MOUSE34906, MOUSE34907, MOUSE34909, MOUSE34908	CAEEL13757, CAEEL03036
OG0005502	MOUSE29853	CAEEL19896, CAEEL15449
OG0005504	MOUSE43308, MOUSE43307	CAEEL10085
OG0005506	MOUSE20839, MOUSE20836, MOUSE20838, MOUSE20840, MOUSE20837	CAEEL05736
OG0005508	MOUSE53116, MOUSE53117	CAEEL08671
OG0005517	MOUSE09169, MOUSE09168, MOUSE09170, MOUSE09167	CAEEL00403
OG0005518	MOUSE20492	CAEEL11871
OG0005519	MOUSE26983, MOUSE26981, MOUSE26982	CAEEL04739
OG0005520	MOUSE14531, MOUSE14532	CAEEL05044
OG0005521	MOUSE42819	CAEEL15885
OG0005522	MOUSE25988, MOUSE25990, MOUSE25989, MOUSE25987, MOUSE25985, MOUSE25986	CAEEL11025
OG0005525	MOUSE21160, MOUSE21158, MOUSE21161, MOUSE21157, MOUSE21159, MOUSE21162	CAEEL06342
OG0005527	MOUSE14339	CAEEL07576
OG0005529	MOUSE14359, MOUSE14360	CAEEL19121
OG0005531	MOUSE39214, MOUSE39216, MOUSE39215	CAEEL05616
OG0005533	MOUSE01776	CAEEL07641
OG0005534	MOUSE01291, MOUSE01290, MOUSE01286, MOUSE01289, MOUSE01285	CAEEL09833
OG0005535	MOUSE38037, MOUSE38038, MOUSE38036	CAEEL05743
OG0005537	MOUSE33891	CAEEL05177
OG0005538	MOUSE05391	CAEEL02674
OG0005539	MOUSE33970	CAEEL00571
OG0005543	MOUSE25342	CAEEL01669
OG0005545	MOUSE10209	CAEEL11935
OG0005547	MOUSE11555, MOUSE11554, MOUSE11556, MOUSE11557, MOUSE11558, MOUSE11553, MOUSE11551, MOUSE11552, MOUSE11550	CAEEL05548
OG0005548	MOUSE11472, MOUSE36901, MOUSE36899, MOUSE36900	CAEEL11105
OG0005550	MOUSE12383, MOUSE12377	CAEEL01408
OG0005552	MOUSE17760, MOUSE17761, MOUSE24055	CAEEL20765
OG0005553	MOUSE26003, MOUSE26002	CAEEL00572
OG0005554	MOUSE49618, MOUSE49617, MOUSE49619	CAEEL04828
OG0005556	MOUSE25868, MOUSE18602	CAEEL12122
OG0005557	MOUSE37216	CAEEL15186
OG0005558	MOUSE07879, MOUSE07880, MOUSE20295	CAEEL01488
OG0005559	MOUSE34043	CAEEL02868
OG0005560	MOUSE28924, MOUSE28923	CAEEL01956
OG0005561	MOUSE28894, MOUSE28893, MOUSE28897, MOUSE28896, MOUSE28895, MOUSE28898	CAEEL11687
OG0005562	MOUSE51156, MOUSE51157, MOUSE51155	CAEEL08427
OG0005563	MOUSE47511, MOUSE47513, MOUSE47514	CAEEL08448
OG0005566	MOUSE37713, MOUSE37712	CAEEL08840
OG0005569	MOUSE44375, MOUSE44374, MOUSE44376	CAEEL09364
OG0005570	MOUSE47749, MOUSE47748, MOUSE47750	CAEEL08043
OG0005572	MOUSE20849, MOUSE13095	CAEEL00043
OG0005574	MOUSE52203, MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192	CAEEL01999
OG0005575	MOUSE52074, MOUSE52073, MOUSE52075	CAEEL05562
OG0005576	MOUSE16000, MOUSE16001	CAEEL13925
OG0005577	MOUSE15605, MOUSE34486	CAEEL19904
OG0005578	MOUSE43531, MOUSE43532	CAEEL07544
OG0005580	MOUSE18394	CAEEL08013
OG0005581	MOUSE19984	CAEEL08031
OG0005582	MOUSE07215, MOUSE07214, MOUSE07213	CAEEL06866
OG0005586	MOUSE09406, MOUSE30388, MOUSE30387, MOUSE48931	CAEEL10986
OG0005587	MOUSE27572, MOUSE27570, MOUSE27569, MOUSE27571	CAEEL04788
OG0005588	MOUSE25039, MOUSE25040, MOUSE25041, MOUSE25038, MOUSE25037	CAEEL07160
OG0005589	MOUSE26423, MOUSE26422	CAEEL08776
OG0005592	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605	CAEEL12369
OG0005593	MOUSE12515, MOUSE12514, MOUSE12513	CAEEL09723
OG0005594	MOUSE13391, MOUSE13390	CAEEL07851
OG0005595	MOUSE52151, MOUSE52150	CAEEL11031
OG0005597	MOUSE22035	CAEEL01169
OG0005598	MOUSE51444	CAEEL08627, CAEEL14483
OG0005599	MOUSE52649, MOUSE52648	CAEEL10759
OG0005603	MOUSE36209, MOUSE36211	CAEEL15468
OG0005604	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906	CAEEL01765
OG0005605	MOUSE36876, MOUSE36877	CAEEL10783
OG0005607	MOUSE54462, MOUSE00215	CAEEL05214
OG0005608	MOUSE07552, MOUSE07551, MOUSE07553	CAEEL07825
OG0005609	MOUSE51555	CAEEL08579
OG0005610	MOUSE54699	CAEEL00725
OG0005613	MOUSE03014, MOUSE03012	CAEEL14670
OG0005614	MOUSE08201, MOUSE08202, MOUSE08200, MOUSE08199	CAEEL17617
OG0005615	MOUSE41849, MOUSE41848	CAEEL04368
OG0005616	MOUSE19035	CAEEL00929
OG0005617	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823	CAEEL05647
OG0005618	MOUSE09424	CAEEL02988
OG0005620	MOUSE40619, MOUSE39306, MOUSE39307	CAEEL11400
OG0005622	MOUSE27983	CAEEL01750
OG0005623	MOUSE24087	CAEEL07150, CAEEL08358
OG0005624	MOUSE06893	CAEEL00643
OG0005625	MOUSE36060, MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059	CAEEL14326
OG0005626	MOUSE38207, MOUSE38206	CAEEL07559
OG0005627	MOUSE44327	CAEEL12992
OG0005629	MOUSE35116, MOUSE35115, MOUSE35114	CAEEL06251
OG0005631	MOUSE53040, MOUSE53039, MOUSE53041	CAEEL09720
OG0005632	MOUSE18683	CAEEL16405
OG0005633	MOUSE27481, MOUSE27480	CAEEL16151
OG0005636	MOUSE47057, MOUSE47058	CAEEL10088
OG0005639	MOUSE27352	CAEEL07472
OG0005640	MOUSE07767, MOUSE07765, MOUSE07766, MOUSE07768	CAEEL16150
OG0005641	MOUSE49959, MOUSE49960	CAEEL11862
OG0005644	MOUSE04463, MOUSE04462	CAEEL09242
OG0005645	MOUSE35758	CAEEL07575
OG0005646	MOUSE23045, MOUSE23043, MOUSE23044	CAEEL08001
OG0005649	MOUSE15810	CAEEL12678
OG0005650	MOUSE14559, MOUSE14558	CAEEL18626
OG0005652	MOUSE31214, MOUSE31213	CAEEL02073
OG0005655	MOUSE13552, MOUSE29239	CAEEL06868
OG0005656	MOUSE40194	CAEEL07991
OG0005660	MOUSE03876	CAEEL02202
OG0005661	MOUSE34543, MOUSE34542, MOUSE22666, MOUSE22665	CAEEL05585
OG0005681	MOUSE35050, MOUSE35049, MOUSE35048	CAEEL18801
OG0005685	MOUSE06675	CAEEL18876
OG0005690	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845	CAEEL07345
OG0005692	MOUSE40981, MOUSE40980	CAEEL02905
OG0005696	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981	CAEEL12982
OG0005697	MOUSE44809, MOUSE44810, MOUSE44812, MOUSE44808	CAEEL02949
OG0005698	MOUSE49473	CAEEL01389
OG0005700	MOUSE29679	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676
OG0005701	MOUSE11437, MOUSE11436	CAEEL20630, CAEEL20628
OG0005702	MOUSE50035	CAEEL15894, CAEEL18106
OG0005703	MOUSE25240, MOUSE25242, MOUSE25241, MOUSE25239	CAEEL09229
OG0005704	MOUSE12508, MOUSE12510, MOUSE12509	CAEEL18454
OG0005707	MOUSE47467	CAEEL01062
OG0005710	MOUSE48847	CAEEL05460
OG0005712	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244	CAEEL10147
OG0005715	MOUSE20698	CAEEL06260
OG0005719	MOUSE34481	CAEEL05019
OG0005721	MOUSE38074	CAEEL02751
OG0005723	MOUSE52812, MOUSE52818	CAEEL12411
OG0005724	MOUSE19172, MOUSE19171	CAEEL06660
OG0005725	MOUSE38671	CAEEL16182
OG0005726	MOUSE13353	CAEEL02137
OG0005728	MOUSE28822	CAEEL00225
OG0005729	MOUSE00534	CAEEL01552
OG0005730	MOUSE14173	CAEEL20471
OG0005731	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784	CAEEL09042
OG0005732	MOUSE16964	CAEEL07314
OG0005733	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347	CAEEL11874
OG0005734	MOUSE34566	CAEEL05372
OG0005737	MOUSE09035, MOUSE09036, MOUSE09032, MOUSE09033	CAEEL00178
OG0005738	MOUSE52272, MOUSE52271	CAEEL19157
OG0005744	MOUSE32597	CAEEL10825, CAEEL00882
OG0005746	MOUSE31574	CAEEL04218
OG0005747	MOUSE34833, MOUSE34832	CAEEL11656
OG0005749	MOUSE02162, MOUSE02161	CAEEL14477
OG0005750	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270	CAEEL02930
OG0005758	MOUSE29987, MOUSE29985, MOUSE55162, MOUSE29986	CAEEL07383, CAEEL07219
OG0005759	MOUSE05135	CAEEL04976
OG0005761	MOUSE15321	CAEEL02084
OG0005764	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696	CAEEL00440
OG0005766	MOUSE29950	CAEEL03004
OG0005771	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256	CAEEL18103
OG0005774	MOUSE14620	CAEEL07710
OG0005775	MOUSE14235	CAEEL08185
OG0005776	MOUSE46891	CAEEL08611, CAEEL02852
OG0005777	MOUSE16613, MOUSE16609, MOUSE16611, MOUSE16610, MOUSE16612	CAEEL09325
OG0005779	MOUSE02825, MOUSE02824	CAEEL11742
OG0005781	MOUSE13114	CAEEL16564
OG0005783	MOUSE27843	CAEEL15350
OG0005784	MOUSE21069	CAEEL06573
OG0005786	MOUSE39044, MOUSE39042, MOUSE53782, MOUSE53783	CAEEL10727
OG0005787	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851	CAEEL09127, CAEEL07672
OG0005788	MOUSE29202, MOUSE29203	CAEEL10819
OG0005789	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555	CAEEL03291
OG0005790	MOUSE03111, MOUSE03112, MOUSE03110	CAEEL02850
OG0005792	MOUSE20396, MOUSE20395, MOUSE20397	CAEEL16683
OG0005793	MOUSE03696	CAEEL01631
OG0005794	MOUSE39910, MOUSE39908, MOUSE39909	CAEEL07859
OG0005796	MOUSE40257	CAEEL03619
OG0005797	MOUSE09433	CAEEL01710
OG0005798	MOUSE52512	CAEEL07896
OG0005799	MOUSE20188	CAEEL16039
OG0005800	MOUSE18364, MOUSE18363	CAEEL07429
OG0005802	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182	CAEEL08747
OG0005803	MOUSE55345, MOUSE55344	CAEEL05218
OG0005804	MOUSE16105, MOUSE33565, MOUSE33564	CAEEL00293
OG0005805	MOUSE04358	CAEEL07935
OG0005807	MOUSE16334, MOUSE16333	CAEEL00886
OG0005811	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243	CAEEL09170
OG0005812	MOUSE20449	CAEEL15514
OG0005813	MOUSE37235, MOUSE37233, MOUSE37234	CAEEL04957
OG0005814	MOUSE20797	CAEEL05572
OG0005815	MOUSE37926, MOUSE37929, MOUSE37928	CAEEL08558
OG0005816	MOUSE02992	CAEEL07974
OG0005817	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247	CAEEL09003
OG0005818	MOUSE01762, MOUSE01763	CAEEL06548
OG0005819	MOUSE50349, MOUSE50348	CAEEL05194
OG0005821	MOUSE43001, MOUSE43000, MOUSE43002	CAEEL06500
OG0005822	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142	CAEEL08544
OG0005823	MOUSE04685	CAEEL11398
OG0005824	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408	CAEEL01511
OG0005826	MOUSE41248	CAEEL11564
OG0005827	MOUSE18759, MOUSE18758	CAEEL15915
OG0005829	MOUSE00184	CAEEL01850, CAEEL14048
OG0005831	MOUSE06090, MOUSE06091, MOUSE06092	CAEEL07627
OG0005832	MOUSE49608	CAEEL01641
OG0005833	MOUSE24738, MOUSE24737, MOUSE43193	CAEEL14838
OG0005834	MOUSE32412, MOUSE32411, MOUSE32410	CAEEL18574
OG0005835	MOUSE02461, MOUSE02462	CAEEL06739, CAEEL08580
OG0005836	MOUSE27772, MOUSE27771, MOUSE27773	CAEEL15554
OG0005837	MOUSE48882, MOUSE48881, MOUSE48880	CAEEL01073
OG0005838	MOUSE42074, MOUSE42076, MOUSE42079, MOUSE42077, MOUSE42078, MOUSE42075	CAEEL01222
OG0005840	MOUSE21324	CAEEL06791
OG0005843	MOUSE21541, MOUSE21537	CAEEL06200
OG0005845	MOUSE04473, MOUSE04475	CAEEL04187
OG0005846	MOUSE03064	CAEEL06779
OG0005847	MOUSE24586	CAEEL00400
OG0005848	MOUSE05612, MOUSE18911, MOUSE05611	CAEEL00240
OG0005849	MOUSE22097, MOUSE22096	CAEEL07640
OG0005850	MOUSE33785, MOUSE33784	CAEEL07059
OG0005851	MOUSE33454	CAEEL19454, CAEEL03023
OG0005853	MOUSE07627	CAEEL05937
OG0005854	MOUSE49612	CAEEL10962
OG0005857	MOUSE04700, MOUSE04699	CAEEL08143
OG0005858	MOUSE37403, MOUSE37400	CAEEL08865
OG0005859	MOUSE19800	CAEEL09237
OG0005860	MOUSE20692	CAEEL11464
OG0005861	MOUSE33700	CAEEL07847
OG0005863	MOUSE16980, MOUSE16979	CAEEL02059
OG0005864	MOUSE02844, MOUSE02845	CAEEL03066
OG0005865	MOUSE50053, MOUSE34615	CAEEL10526
OG0005866	MOUSE27445	CAEEL03116
OG0005867	MOUSE24967	CAEEL20688
OG0005869	MOUSE28362, MOUSE28363	CAEEL01472
OG0005870	MOUSE31359, MOUSE31360	CAEEL18863
OG0005871	MOUSE36369, MOUSE36368, MOUSE36367	CAEEL07046
OG0005874	MOUSE22485, MOUSE22486	CAEEL06734
OG0005875	MOUSE45109	CAEEL11121
OG0005876	MOUSE40708, MOUSE40709	CAEEL12583
OG0005877	MOUSE01409, MOUSE01408	CAEEL03535
OG0005878	MOUSE07579	CAEEL00506
OG0005879	MOUSE32049	CAEEL05884
OG0005880	MOUSE10866	CAEEL09863
OG0005883	MOUSE15200, MOUSE15206, MOUSE15207, MOUSE15202, MOUSE15199	CAEEL06255
OG0005884	MOUSE24783, MOUSE24785, MOUSE24784	CAEEL16531
OG0005886	MOUSE07662, MOUSE07661	CAEEL01824
OG0005888	MOUSE50312, MOUSE50313	CAEEL00435
OG0005889	MOUSE54433, MOUSE54434	CAEEL02553
OG0005890	MOUSE17344, MOUSE17345, MOUSE17343	CAEEL06540
OG0005892	MOUSE49067, MOUSE49066, MOUSE49064, MOUSE49065	CAEEL01618
OG0005893	MOUSE13001, MOUSE13002, MOUSE13003	CAEEL11380
OG0005895	MOUSE04970, MOUSE04969	CAEEL06441
OG0005897	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555	CAEEL01303
OG0005898	MOUSE42785, MOUSE42787, MOUSE42784, MOUSE42783, MOUSE42786	CAEEL01957
OG0005899	MOUSE48385	CAEEL11728
OG0005901	MOUSE49551	CAEEL01230
OG0005903	MOUSE45093, MOUSE45092	CAEEL02733
OG0005909	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446	CAEEL09260
OG0005914	MOUSE10908, MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910	CAEEL12252
OG0005918	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762	CAEEL07911
OG0005919	MOUSE24007	CAEEL15775
OG0005921	MOUSE16134, MOUSE16133, MOUSE16135	CAEEL07408
OG0005922	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611	CAEEL15520
OG0005924	MOUSE53385, MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384	CAEEL10631
OG0005928	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503	CAEEL04878
OG0005929	MOUSE48886, MOUSE48887	CAEEL05898
OG0005930	MOUSE10266	CAEEL00275
OG0005931	MOUSE44698	CAEEL09476
OG0005932	MOUSE24910, MOUSE24909	CAEEL11316
OG0005933	MOUSE20167	CAEEL14434
