Orthogroup	MOUSE	PFLAV
OG0005849	MOUSE22097, MOUSE22096	TCONS_00055775.p1
OG0005850	MOUSE33785, MOUSE33784	TCONS_00056153.p1
OG0005851	MOUSE33454	TCONS_00054291.p1
OG0005852	MOUSE31081	TCONS_00049673.p1
OG0005853	MOUSE07627	TCONS_00019388.p1, TCONS_00003487.p1
OG0005854	MOUSE49612, MOUSE49611	TCONS_00008364.p1
OG0005855	MOUSE05749	TCONS_00032723.p1
OG0005856	MOUSE18621, MOUSE18620, MOUSE18619	TCONS_00010709.p1
OG0005857	MOUSE04700, MOUSE04699	TCONS_00004704.p1
OG0005858	MOUSE37403, MOUSE37400	TCONS_00004694.p1
OG0005860	MOUSE20692	TCONS_00020330.p1
OG0005861	MOUSE33700	TCONS_00032729.p1, TCONS_00032730.p1, TCONS_00032744.p2
OG0005863	MOUSE16980, MOUSE16979	TCONS_00012415.p1
OG0005864	MOUSE02844, MOUSE02845	TCONS_00027112.p1
OG0005865	MOUSE50053, MOUSE34615	TCONS_00051375.p1
OG0005866	MOUSE27445	TCONS_00008742.p1
OG0005867	MOUSE24968, MOUSE24966, MOUSE24965, MOUSE24967	TCONS_00049651.p1
OG0005869	MOUSE28362, MOUSE28363	TCONS_00007984.p1
OG0005870	MOUSE31359	TCONS_00052848.p1
OG0005871	MOUSE36369, MOUSE36368, MOUSE36367	TCONS_00042750.p1
OG0005872	MOUSE38976	TCONS_00055123.p1
OG0005875	MOUSE45109	TCONS_00021116.p1
OG0005876	MOUSE40708, MOUSE40709	TCONS_00048182.p1
OG0005877	MOUSE01409, MOUSE01408	TCONS_00053605.p1, TCONS_00053514.p1
OG0005878	MOUSE07579	TCONS_00009700.p1
OG0005879	MOUSE32049	TCONS_00008794.p1
OG0005880	MOUSE10866	TCONS_00048495.p1
OG0005881	MOUSE00340, MOUSE00341, MOUSE00339, MOUSE00343, MOUSE00342, MOUSE00344	TCONS_00046668.p1
OG0005882	MOUSE41989, MOUSE41990, MOUSE41988, MOUSE41991	TCONS_00024700.p1, TCONS_00007810.p1, TCONS_00007822.p2
OG0005883	MOUSE15200, MOUSE15206, MOUSE15207	TCONS_00025770.p1
OG0005883	MOUSE15202, MOUSE15199	TCONS_00025734.p1, TCONS_00025771.p1
OG0005884	MOUSE24783, MOUSE24785, MOUSE24784	TCONS_00011062.p1
OG0005885	MOUSE34795	TCONS_00050859.p1
OG0005886	MOUSE07662, MOUSE07661	TCONS_00011224.p1
OG0005887	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548	TCONS_00005654.p1
OG0005888	MOUSE50312, MOUSE50313	TCONS_00014775.p1
OG0005889	MOUSE54433, MOUSE54434	TCONS_00001401.p1
OG0005890	MOUSE17343	TCONS_00012190.p1
OG0005891	MOUSE05939, MOUSE05938, MOUSE05940, MOUSE05937	TCONS_00013910.p1
OG0005892	MOUSE49067, MOUSE49066, MOUSE49064, MOUSE49065	TCONS_00008916.p1
OG0005894	MOUSE13056, MOUSE13057, MOUSE19376	TCONS_00041961.p1
OG0005895	MOUSE04970, MOUSE04969	TCONS_00051483.p1
OG0005896	MOUSE00284, MOUSE00283, MOUSE21618	TCONS_00044645.p1
OG0005897	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555	TCONS_00029761.p2
OG0005898	MOUSE42784, MOUSE42783, MOUSE42786	TCONS_00012301.p1
OG0005899	MOUSE48385	TCONS_00016079.p1
OG0005900	MOUSE33624	TCONS_00052883.p1
OG0005901	MOUSE49551	TCONS_00018915.p1
OG0005902	MOUSE32103	TCONS_00007045.p1
OG0005903	MOUSE45092	TCONS_00022195.p1
OG0005906	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303	TCONS_00057182.p1
OG0005907	MOUSE01951	TCONS_00049106.p1
OG0005908	MOUSE51660, MOUSE51661, MOUSE51662, MOUSE51663, MOUSE51664	TCONS_00028405.p1
OG0005909	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446	TCONS_00028261.p1
OG0005910	MOUSE45054, MOUSE45055, MOUSE45051, MOUSE45052	TCONS_00022464.p1, TCONS_00022465.p1
OG0005911	MOUSE32346, MOUSE32347, MOUSE32350, MOUSE32351	TCONS_00053280.p1
OG0005912	MOUSE23020	TCONS_00050367.p1
OG0005913	MOUSE38856, MOUSE38854, MOUSE38855	TCONS_00043367.p1
OG0005914	MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910	TCONS_00047617.p1
OG0005915	MOUSE55180	TCONS_00006352.p1
OG0005916	MOUSE42400, MOUSE42401, MOUSE54039, MOUSE22509, MOUSE22510	TCONS_00002600.p1
OG0005917	MOUSE25460, MOUSE25461	TCONS_00015814.p1
OG0005919	MOUSE24007	TCONS_00016569.p1
OG0005920	MOUSE53431, MOUSE53432	TCONS_00020660.p1
OG0005921	MOUSE16134, MOUSE16133, MOUSE16135	TCONS_00015541.p1
OG0005922	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611	TCONS_00047865.p1
OG0005923	MOUSE04049, MOUSE04048	TCONS_00022712.p1
OG0005924	MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384	TCONS_00008635.p1
OG0005926	MOUSE13286, MOUSE13285, MOUSE13284	TCONS_00008781.p1
OG0005927	MOUSE15506	TCONS_00006894.p1, TCONS_00006882.p1
OG0005928	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503	TCONS_00052702.p1
OG0005929	MOUSE48886, MOUSE48887	TCONS_00053878.p1
OG0005930	MOUSE10266	TCONS_00029628.p1, TCONS_00029627.p1, TCONS_00029624.p1, TCONS_00029625.p1
OG0005931	MOUSE44698	TCONS_00049675.p1
OG0005932	MOUSE24910, MOUSE24909	TCONS_00049813.p1
OG0005933	MOUSE20167	TCONS_00057220.p1, TCONS_00056057.p1
OG0005935	MOUSE13850, MOUSE13849	TCONS_00045657.p1
OG0005936	MOUSE19946, MOUSE19947	TCONS_00037478.p1
OG0005937	MOUSE14417, MOUSE14414, MOUSE14415	TCONS_00047624.p1
OG0005938	MOUSE13211, MOUSE13212, MOUSE13210	TCONS_00054105.p1
OG0005939	MOUSE46998, MOUSE46999, MOUSE47000	TCONS_00024470.p1
OG0005940	MOUSE27467	TCONS_00054966.p1
OG0005941	MOUSE18684	TCONS_00011653.p1
OG0005942	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979	TCONS_00004629.p1
OG0005943	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297	TCONS_00012688.p1
OG0005944	MOUSE18174	TCONS_00011482.p1
OG0005946	MOUSE53517, MOUSE53518	TCONS_00047732.p1
OG0005947	MOUSE13120, MOUSE13122	TCONS_00022503.p1
OG0005948	MOUSE21172	TCONS_00027336.p1
OG0005949	MOUSE37563, MOUSE37562	TCONS_00006019.p1
OG0005950	MOUSE06850	TCONS_00046684.p1
OG0005951	MOUSE48577, MOUSE48576	TCONS_00054695.p1, TCONS_00054619.p1
OG0005953	MOUSE10404, MOUSE10401	TCONS_00029729.p1
OG0005954	MOUSE49217, MOUSE49216, MOUSE49215	TCONS_00006383.p1
OG0005955	MOUSE12785	TCONS_00027126.p1
OG0005956	MOUSE32844	TCONS_00015187.p1
OG0005957	MOUSE32426	TCONS_00029557.p1, TCONS_00029215.p1
OG0005959	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214	TCONS_00029440.p1
OG0005960	MOUSE36097, MOUSE36098	TCONS_00027043.p1
OG0005961	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923	TCONS_00048515.p1
OG0005962	MOUSE17277, MOUSE17275, MOUSE17276, MOUSE17270, MOUSE17271, MOUSE17273, MOUSE17274, MOUSE17272	TCONS_00001172.p1
OG0005963	MOUSE09064	TCONS_00007743.p1
OG0005964	MOUSE02251, MOUSE02249, MOUSE02253, MOUSE02250, MOUSE02252	TCONS_00048299.p1
OG0005965	MOUSE36148	TCONS_00026066.p1
OG0005966	MOUSE16974, MOUSE16973	TCONS_00013188.p1
OG0005967	MOUSE14023	TCONS_00013302.p1, TCONS_00013283.p1
OG0005968	MOUSE29105, MOUSE19001	TCONS_00008058.p1
OG0005969	MOUSE18215	TCONS_00011911.p1
OG0005970	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326	TCONS_00052897.p1
OG0005971	MOUSE22460, MOUSE22457, MOUSE22459, MOUSE22458	TCONS_00055802.p1
OG0005972	MOUSE09256, MOUSE09255, MOUSE09251, MOUSE09254, MOUSE09252, MOUSE09250, MOUSE09253	TCONS_00056137.p1
OG0005973	MOUSE07223	TCONS_00010133.p1
OG0005974	MOUSE24031, MOUSE24032	TCONS_00015163.p1
OG0005975	MOUSE53724, MOUSE53723, MOUSE53725, MOUSE29688, MOUSE54426	TCONS_00022893.p1
OG0005976	MOUSE22127	TCONS_00012837.p1
OG0005977	MOUSE39172, MOUSE39171	TCONS_00037578.p1
OG0005978	MOUSE05375, MOUSE05374	TCONS_00019204.p1
OG0005979	MOUSE35577, MOUSE35576, MOUSE35575, MOUSE35579, MOUSE35580, MOUSE35578, MOUSE35581	TCONS_00019360.p1
OG0005980	MOUSE18255	TCONS_00056561.p1
OG0005981	MOUSE09114, MOUSE09115	TCONS_00020384.p1
OG0005982	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477	TCONS_00053492.p1
OG0005983	MOUSE44475, MOUSE44473	TCONS_00017408.p1
OG0005984	MOUSE13162	TCONS_00054346.p1
OG0005985	MOUSE20715, MOUSE20714	TCONS_00038732.p1, TCONS_00031877.p1, TCONS_00038729.p1, TCONS_00057193.p1
OG0005986	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135	TCONS_00011846.p1
OG0005987	MOUSE19110, MOUSE55047	TCONS_00022208.p1
OG0005988	MOUSE46879, MOUSE46878	TCONS_00034543.p1
OG0005989	MOUSE45928, MOUSE45929	TCONS_00037768.p1
OG0005993	MOUSE17253	TCONS_00023452.p1, TCONS_00023494.p1
OG0005994	MOUSE33621, MOUSE48840	TCONS_00052918.p1
OG0005995	MOUSE18219, MOUSE18218, MOUSE18220	TCONS_00048503.p1
OG0005997	MOUSE19029, MOUSE46943, MOUSE46944, MOUSE46945, MOUSE46942	TCONS_00043889.p1
OG0005998	MOUSE01071, MOUSE01072	TCONS_00005190.p1
OG0006000	MOUSE24686, MOUSE24684, MOUSE24685	TCONS_00010670.p1
OG0006001	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404	TCONS_00011884.p1
OG0006002	MOUSE02125, MOUSE02124	TCONS_00023532.p1
OG0006003	MOUSE50331, MOUSE50334	TCONS_00053828.p1, TCONS_00053832.p1
OG0006004	MOUSE26214, MOUSE14772	TCONS_00004071.p1
OG0006005	MOUSE03622	TCONS_00042240.p1, TCONS_00042293.p1
OG0006006	MOUSE37159, MOUSE37160	TCONS_00012269.p1
OG0006007	MOUSE23161, MOUSE23160, MOUSE44667, MOUSE44666, MOUSE01446	TCONS_00028222.p1
OG0006008	MOUSE06292	TCONS_00014160.p1
OG0006009	MOUSE32966, MOUSE32967, MOUSE32968	TCONS_00029587.p1
OG0006010	MOUSE26647, MOUSE26648	TCONS_00006884.p1, TCONS_00006872.p1
OG0006011	MOUSE05003	TCONS_00006346.p1
OG0006012	MOUSE27648, MOUSE19422	TCONS_00029590.p1
OG0006013	MOUSE17849, MOUSE17848, MOUSE17851, MOUSE17850, MOUSE17847	TCONS_00015312.p1
OG0006014	MOUSE55282, MOUSE55284, MOUSE55285, MOUSE55283	TCONS_00042810.p1, TCONS_00042807.p1
OG0006015	MOUSE32558, MOUSE32559, MOUSE32560	TCONS_00028336.p1
OG0006018	MOUSE11540	TCONS_00030244.p1, TCONS_00030246.p1, TCONS_00030245.p1, TCONS_00031037.p1, TCONS_00030573.p1, TCONS_00029917.p1
OG0006022	MOUSE30961, MOUSE30959, MOUSE30960, MOUSE24368, MOUSE24367	TCONS_00039835.p1
OG0006024	MOUSE33850	TCONS_00028387.p1
OG0006028	MOUSE29391, MOUSE35697, MOUSE35696, MOUSE34307, MOUSE34308, MOUSE30357	TCONS_00008696.p1
OG0006059	MOUSE13895, MOUSE13894	TCONS_00008892.p1
OG0006061	MOUSE44598, MOUSE44601, MOUSE44599, MOUSE44605, MOUSE44604, MOUSE44602, MOUSE44603, MOUSE44600	TCONS_00028740.p1, TCONS_00029707.p1
OG0006062	MOUSE14967	TCONS_00044059.p1
OG0006063	MOUSE09559, MOUSE09560	TCONS_00031260.p1
OG0006064	MOUSE19231	TCONS_00031053.p1, TCONS_00031044.p1
OG0006065	MOUSE10503, MOUSE10504	TCONS_00028323.p1
OG0006066	MOUSE15817	TCONS_00018827.p1
OG0006068	MOUSE19160, MOUSE21153	TCONS_00029922.p1
OG0006069	MOUSE38708, MOUSE38709	TCONS_00013802.p1
OG0006070	MOUSE06223	TCONS_00014034.p1
OG0006071	MOUSE25922, MOUSE25924, MOUSE25923	TCONS_00026719.p1, TCONS_00041533.p1
OG0006072	MOUSE44551	TCONS_00029592.p1
OG0006073	MOUSE42655, MOUSE42654	TCONS_00011383.p1
OG0006074	MOUSE07769	TCONS_00011881.p1
OG0006075	MOUSE18180, MOUSE18181, MOUSE18182	TCONS_00055474.p1
OG0006076	MOUSE32641, MOUSE32642, MOUSE32644, MOUSE32643	TCONS_00009002.p2
OG0006077	MOUSE26516	TCONS_00055936.p1
OG0006078	MOUSE16717, MOUSE30843	TCONS_00056201.p1
OG0006079	MOUSE44737, MOUSE44734	TCONS_00027913.p1
OG0006081	MOUSE39161, MOUSE39160	TCONS_00024913.p1, TCONS_00024978.p1
OG0006082	MOUSE35174, MOUSE35175, MOUSE35176	TCONS_00004287.p1
OG0006083	MOUSE39295, MOUSE39293, MOUSE39296, MOUSE39297, MOUSE39294, MOUSE39292	TCONS_00048795.p1
OG0006084	MOUSE30094	TCONS_00005258.p1
OG0006085	MOUSE41521, MOUSE41520	TCONS_00025438.p1
OG0006087	MOUSE27350	TCONS_00019446.p1
OG0006090	MOUSE24615	TCONS_00011737.p1
OG0006092	MOUSE17080, MOUSE17081, MOUSE17082, MOUSE17079, MOUSE17083	TCONS_00012636.p1
OG0006095	MOUSE27229, MOUSE50304	TCONS_00015458.p1
OG0006096	MOUSE37864, MOUSE37863	TCONS_00006883.p1, TCONS_00006871.p1
OG0006097	MOUSE12411, MOUSE12412, MOUSE12413, MOUSE12415, MOUSE12416, MOUSE12414	TCONS_00018639.p1
OG0006098	MOUSE09150, MOUSE09152, MOUSE09149	TCONS_00007779.p1
OG0006099	MOUSE14237, MOUSE15047	TCONS_00012597.p1
OG0006100	MOUSE49850, MOUSE49849	TCONS_00009397.p1
OG0006101	MOUSE44922, MOUSE44921	TCONS_00033073.p1
OG0006102	MOUSE01672, MOUSE01671, MOUSE01673	TCONS_00029783.p1
OG0006103	MOUSE00226, MOUSE00227	TCONS_00000409.p1
OG0006104	MOUSE06095, MOUSE06094	TCONS_00014211.p1
OG0006106	MOUSE31379, MOUSE31376	TCONS_00054223.p1
OG0006107	MOUSE02191	TCONS_00036681.p1, TCONS_00036680.p1, TCONS_00036657.p1
OG0006108	MOUSE29211, MOUSE17732	TCONS_00015674.p1
OG0006111	MOUSE45682, MOUSE45687, MOUSE45684	TCONS_00042547.p1
OG0006112	MOUSE49115, MOUSE49114, MOUSE49116	TCONS_00019442.p1
OG0006113	MOUSE15176	TCONS_00008491.p1
OG0006114	MOUSE52848	TCONS_00027740.p1
OG0006115	MOUSE00531	TCONS_00000342.p1
OG0006116	MOUSE20130	TCONS_00009660.p1
OG0006117	MOUSE06195, MOUSE06196	TCONS_00013524.p1
OG0006118	MOUSE09999	TCONS_00008006.p1
OG0006119	MOUSE35847	TCONS_00026618.p1
OG0006120	MOUSE40195	TCONS_00027536.p1
OG0006121	MOUSE09447, MOUSE09446	TCONS_00026474.p1
OG0006122	MOUSE05144	TCONS_00014372.p1
OG0006123	MOUSE40394, MOUSE40393	TCONS_00027427.p1
OG0006124	MOUSE40352	TCONS_00000594.p1
OG0006125	MOUSE43457, MOUSE43455, MOUSE43456	TCONS_00010849.p1
OG0006126	MOUSE50316, MOUSE50315, MOUSE50317	TCONS_00014812.p1
OG0006127	MOUSE49454, MOUSE49455	TCONS_00020694.p1
OG0006128	MOUSE49444, MOUSE49443, MOUSE49445, MOUSE49442	TCONS_00007601.p1
OG0006129	MOUSE36305, MOUSE36306	TCONS_00028049.p1, TCONS_00028048.p1
OG0006130	MOUSE17246, MOUSE17247	TCONS_00024794.p1, TCONS_00024754.p1
OG0006131	MOUSE05048, MOUSE05049, MOUSE16865	TCONS_00004751.p1
OG0006132	MOUSE21114, MOUSE21117, MOUSE21116, MOUSE21113	TCONS_00027450.p1
OG0006133	MOUSE01392, MOUSE01391, MOUSE01390, MOUSE01389, MOUSE01388	TCONS_00055498.p1
OG0006134	MOUSE10022, MOUSE10020	TCONS_00008106.p1
OG0006135	MOUSE20960	TCONS_00002593.p1
OG0006136	MOUSE36528, MOUSE36529, MOUSE21940, MOUSE21942	TCONS_00016806.p1
OG0006137	MOUSE33917, MOUSE33916, MOUSE33918, MOUSE33919, MOUSE33920	TCONS_00002033.p1
OG0006138	MOUSE18202, MOUSE18201, MOUSE18203	TCONS_00002643.p1
OG0006139	MOUSE01997	TCONS_00048402.p1
OG0006140	MOUSE38190, MOUSE38192, MOUSE38191	TCONS_00021228.p1, TCONS_00021227.p1
OG0006141	MOUSE51342, MOUSE51341	TCONS_00028768.p1
OG0006144	MOUSE20124	TCONS_00011254.p1
OG0006145	MOUSE34972	TCONS_00050624.p1
OG0006146	MOUSE41109, MOUSE41104, MOUSE41106, MOUSE41107	TCONS_00031373.p1
OG0006148	MOUSE10491	TCONS_00053637.p1
OG0006149	MOUSE07677, MOUSE07678, MOUSE07679	TCONS_00010120.p1
OG0006151	MOUSE34774	TCONS_00052257.p1, TCONS_00052250.p1, TCONS_00052253.p1, TCONS_00052249.p1, TCONS_00052255.p1
OG0006152	MOUSE00260, MOUSE00257	TCONS_00045404.p1
OG0006153	MOUSE30044	TCONS_00043806.p1
OG0006155	MOUSE30193, MOUSE30194	TCONS_00020771.p1, TCONS_00020781.p1
OG0006156	MOUSE38431	TCONS_00021882.p1
OG0006158	MOUSE07925	TCONS_00011725.p1
OG0006159	MOUSE27864, MOUSE27865	TCONS_00020378.p1
OG0006160	MOUSE24920	TCONS_00047213.p1
OG0006161	MOUSE39829	TCONS_00032540.p1
OG0006162	MOUSE01395, MOUSE01393	TCONS_00053779.p1
OG0006163	MOUSE27647, MOUSE27645, MOUSE27646	TCONS_00031691.p1
OG0006164	MOUSE26974	TCONS_00008174.p1, TCONS_00000033.p1
OG0006165	MOUSE28387	TCONS_00019638.p1
OG0006167	MOUSE40510	TCONS_00026050.p1
OG0006168	MOUSE50314	TCONS_00016557.p1
OG0006169	MOUSE45226, MOUSE45225	TCONS_00043660.p1
OG0006170	MOUSE22308, MOUSE22310, MOUSE22311, MOUSE22309	TCONS_00019034.p1
OG0006171	MOUSE33966, MOUSE33967, MOUSE33965, MOUSE33968	TCONS_00011018.p1
OG0006172	MOUSE07858, MOUSE07857, MOUSE07859	TCONS_00009710.p1
OG0006174	MOUSE10262, MOUSE10263, MOUSE44876, MOUSE44877, MOUSE44875	TCONS_00002993.p1
OG0006175	MOUSE18968, MOUSE18969, MOUSE18967, MOUSE18965, MOUSE18966	TCONS_00016874.p1
OG0006176	MOUSE48486	TCONS_00010221.p1
OG0006178	MOUSE09519	TCONS_00026898.p1
OG0006179	MOUSE16461, MOUSE16462	TCONS_00001389.p1
OG0006180	MOUSE23209	TCONS_00007442.p1
OG0006181	MOUSE43442, MOUSE43444, MOUSE43443, MOUSE43441	TCONS_00010425.p1
OG0006182	MOUSE05545	TCONS_00054078.p1
OG0006183	MOUSE14194, MOUSE14197	TCONS_00013519.p1
OG0006184	MOUSE15133, MOUSE15134	TCONS_00013240.p1
OG0006185	MOUSE31989	TCONS_00045754.p1
OG0006186	MOUSE16055	TCONS_00001195.p1
OG0006187	MOUSE30179, MOUSE30178	TCONS_00029731.p1
OG0006188	MOUSE32525, MOUSE32524	TCONS_00053406.p1
OG0006189	MOUSE53256, MOUSE53259	TCONS_00012480.p1
OG0006190	MOUSE30231, MOUSE30230, MOUSE30229	TCONS_00028354.p1
OG0006191	MOUSE19452	TCONS_00029555.p1
OG0006192	MOUSE27820, MOUSE27819	TCONS_00056391.p1, TCONS_00041424.p1
OG0006193	MOUSE18405, MOUSE18400, MOUSE18402, MOUSE18404, MOUSE18401, MOUSE18403	TCONS_00002853.p1, TCONS_00002837.p1
OG0006194	MOUSE15090, MOUSE15093, MOUSE15089, MOUSE15088	TCONS_00014587.p1
OG0006195	MOUSE15018, MOUSE15019, MOUSE15020, MOUSE15021	TCONS_00006119.p1
OG0006196	MOUSE29966	TCONS_00021445.p1
OG0006197	MOUSE21698, MOUSE21699, MOUSE29126	TCONS_00056587.p1, TCONS_00056585.p1, TCONS_00056586.p1, TCONS_00056588.p1
OG0006198	MOUSE46635	TCONS_00026916.p1
OG0006198	MOUSE46634, MOUSE46633	TCONS_00026915.p1
OG0006199	MOUSE15121, MOUSE15120, MOUSE15119	TCONS_00052496.p1
OG0006200	MOUSE48339	TCONS_00030705.p1
OG0006201	MOUSE37306, MOUSE46378, MOUSE46377	TCONS_00005211.p1
OG0006202	MOUSE12269, MOUSE12268	TCONS_00007558.p1
OG0006203	MOUSE18212	TCONS_00010994.p1
OG0006205	MOUSE54650	TCONS_00005581.p1
OG0006206	MOUSE07089, MOUSE07086	TCONS_00011739.p1
OG0006207	MOUSE04338, MOUSE04335, MOUSE04336, MOUSE04337	TCONS_00006897.p1
OG0006208	MOUSE48543, MOUSE48542	TCONS_00029115.p1
OG0006209	MOUSE13266	TCONS_00029727.p1
OG0006210	MOUSE09964, MOUSE09963, MOUSE09965, MOUSE09962	TCONS_00009196.p1
OG0006211	MOUSE14609, MOUSE14608	TCONS_00019295.p1
OG0006212	MOUSE15037, MOUSE15039, MOUSE15038	TCONS_00013525.p1
OG0006213	MOUSE52346, MOUSE52348, MOUSE52347, MOUSE52345, MOUSE52344, MOUSE52343	TCONS_00019307.p1
OG0006214	MOUSE01795, MOUSE01797, MOUSE01796	TCONS_00037981.p1
OG0006216	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855	TCONS_00014138.p1
OG0006217	MOUSE36677	TCONS_00051364.p1
OG0006219	MOUSE23063, MOUSE23062	TCONS_00021122.p1
OG0006220	MOUSE23373, MOUSE23372	TCONS_00019743.p1, TCONS_00019730.p1
OG0006221	MOUSE35282, MOUSE35283, MOUSE05694, MOUSE05695, MOUSE05696, MOUSE05697	TCONS_00033298.p1
OG0006223	MOUSE33954	TCONS_00027024.p1
OG0006224	MOUSE34843	TCONS_00050034.p1
OG0006225	MOUSE18228	TCONS_00010489.p1
OG0006226	MOUSE10482	TCONS_00053227.p1
OG0006227	MOUSE27758	TCONS_00026982.p1
OG0006228	MOUSE47050, MOUSE47049, MOUSE47046, MOUSE47048, MOUSE47044	TCONS_00037181.p1
OG0006229	MOUSE30115, MOUSE30114, MOUSE30116	TCONS_00043875.p1
OG0006230	MOUSE23377	TCONS_00020731.p1
OG0006231	MOUSE32029, MOUSE32030, MOUSE32031	TCONS_00017751.p1
OG0006232	MOUSE23294	TCONS_00056742.p1
OG0006233	MOUSE16038	TCONS_00033829.p1
OG0006234	MOUSE33398	TCONS_00052906.p1
OG0006235	MOUSE41751, MOUSE41752	TCONS_00036221.p1
OG0006237	MOUSE34509, MOUSE34508	TCONS_00051480.p1
OG0006238	MOUSE41253, MOUSE41252, MOUSE41250, MOUSE41251	TCONS_00024408.p1, TCONS_00024372.p1
OG0006239	MOUSE49322, MOUSE49321, MOUSE49323, MOUSE49320	TCONS_00008386.p1
OG0006240	MOUSE32816	TCONS_00015238.p1
OG0006241	MOUSE23905, MOUSE23904, MOUSE23903	TCONS_00008888.p1
OG0006242	MOUSE46068, MOUSE46067, MOUSE46065, MOUSE46064, MOUSE46066	TCONS_00012548.p1
OG0006243	MOUSE53975, MOUSE53974, MOUSE32277	TCONS_00028966.p1
OG0006244	MOUSE37456, MOUSE37455	TCONS_00004893.p1
OG0006245	MOUSE22264, MOUSE22265	TCONS_00056805.p1
OG0006246	MOUSE19828, MOUSE19827, MOUSE19830, MOUSE19825	TCONS_00029698.p1
OG0006248	MOUSE03884, MOUSE03885, MOUSE54081	TCONS_00022938.p1
OG0006249	MOUSE04079, MOUSE04078	TCONS_00022323.p1
OG0006250	MOUSE19187	TCONS_00027802.p1
OG0006252	MOUSE41299	TCONS_00051116.p1
OG0006253	MOUSE30887	TCONS_00000285.p1
OG0006254	MOUSE14074, MOUSE14075	TCONS_00055925.p1
OG0006255	MOUSE20935, MOUSE20936	TCONS_00026740.p1, TCONS_00041555.p1
OG0006256	MOUSE15874, MOUSE15870, MOUSE15872, MOUSE15871, MOUSE15873	TCONS_00034146.p1, TCONS_00034145.p1, TCONS_00034147.p1, TCONS_00034143.p1, TCONS_00034142.p1
OG0006257	MOUSE28054	TCONS_00010381.p1
OG0006258	MOUSE19643	TCONS_00032875.p1, TCONS_00032874.p1
OG0006259	MOUSE13823	TCONS_00018304.p1
OG0006260	MOUSE41017	TCONS_00047383.p1
OG0006261	MOUSE06910	TCONS_00048563.p1
OG0006262	MOUSE53349, MOUSE53351, MOUSE53353	TCONS_00018917.p1
OG0006263	MOUSE19929	TCONS_00007047.p1
OG0006264	MOUSE37346	TCONS_00055392.p1
OG0006265	MOUSE26555, MOUSE13337	TCONS_00003636.p1
OG0006266	MOUSE36496, MOUSE36494, MOUSE36493	TCONS_00014755.p1
OG0006267	MOUSE36950, MOUSE36947, MOUSE36949, MOUSE36946	TCONS_00031273.p1
OG0006268	MOUSE53582, MOUSE53581, MOUSE53580	TCONS_00048122.p1
OG0006269	MOUSE40907, MOUSE40906	TCONS_00048493.p1
OG0006270	MOUSE25735, MOUSE25737, MOUSE25736, MOUSE25734	TCONS_00015601.p1
OG0006271	MOUSE21994, MOUSE21993	TCONS_00013879.p1
OG0006272	MOUSE19856, MOUSE19857, MOUSE19859, MOUSE19858	TCONS_00054927.p1
OG0006273	MOUSE18539	TCONS_00008500.p1
OG0006275	MOUSE24704, MOUSE24705, MOUSE24706	TCONS_00001487.p1
OG0006276	MOUSE41137, MOUSE41136	TCONS_00010115.p1
OG0006277	MOUSE04582	TCONS_00005076.p1
OG0006278	MOUSE34489, MOUSE34487, MOUSE34488	TCONS_00005100.p1, TCONS_00006348.p1
OG0006279	MOUSE16388, MOUSE16387, MOUSE16386	TCONS_00002188.p1
OG0006280	MOUSE00019	TCONS_00009583.p1
OG0006281	MOUSE35102, MOUSE35103	TCONS_00050422.p1
OG0006282	MOUSE01452, MOUSE01451	TCONS_00041317.p1, TCONS_00041301.p1
OG0006283	MOUSE25148, MOUSE25150, MOUSE25147	TCONS_00020320.p1
OG0006284	MOUSE01515, MOUSE01516	TCONS_00004481.p1
OG0006285	MOUSE22193, MOUSE22194, MOUSE22195, MOUSE22196	TCONS_00016197.p1
OG0006286	MOUSE35473	TCONS_00029938.p1, TCONS_00030675.p1
OG0006288	MOUSE37718, MOUSE37719	TCONS_00005552.p1, TCONS_00005564.p1
OG0006289	MOUSE40814, MOUSE40816	TCONS_00049653.p1
OG0006290	MOUSE35141, MOUSE35140	TCONS_00050562.p1
OG0006291	MOUSE31402, MOUSE31403, MOUSE31400, MOUSE31401	TCONS_00016579.p1
OG0006292	MOUSE48991, MOUSE28720, MOUSE28718	TCONS_00008942.p1
OG0006293	MOUSE37625	TCONS_00006350.p1
