Orthogroup	MOUSE	PFLAV
OG0000046	MOUSE54722, MOUSE34003, MOUSE32874	TCONS_00027669.p1, TCONS_00041564.p1, TCONS_00019393.p1, TCONS_00036848.p1, TCONS_00041566.p1, TCONS_00041547.p1, TCONS_00041551.p1, TCONS_00019398.p1, TCONS_00034626.p1, TCONS_00034652.p1, TCONS_00034627.p1, TCONS_00020404.p1, TCONS_00034650.p1, TCONS_00020405.p1, TCONS_00019397.p1, TCONS_00019394.p1, TCONS_00019441.p1, TCONS_00020450.p1, TCONS_00019439.p1, TCONS_00036850.p1, TCONS_00019438.p1, TCONS_00020476.p1, TCONS_00020471.p1, TCONS_00020469.p1, TCONS_00020462.p1, TCONS_00041541.p1, TCONS_00041549.p1, TCONS_00026735.p1, TCONS_00026736.p1, TCONS_00041548.p1, TCONS_00041561.p1, TCONS_00027670.p1, TCONS_00041565.p1, TCONS_00041563.p1, TCONS_00041573.p1, TCONS_00041569.p1, TCONS_00041550.p1, TCONS_00041567.p1, TCONS_00026737.p1, TCONS_00019396.p1, TCONS_00020480.p1, TCONS_00020463.p1, TCONS_00041538.p1, TCONS_00026733.p2, TCONS_00020477.p1, TCONS_00020481.p1, TCONS_00041571.p1, TCONS_00046483.p1, TCONS_00046484.p1, TCONS_00030577.p1, TCONS_00056618.p1, TCONS_00056619.p1, TCONS_00007210.p1, TCONS_00015680.p1, TCONS_00055452.p1, TCONS_00048069.p1, TCONS_00048074.p1, TCONS_00048072.p1, TCONS_00048076.p1, TCONS_00024708.p1
OG0000048	MOUSE07448, MOUSE07449, MOUSE07453, MOUSE07451, MOUSE07452	TCONS_00010205.p1, TCONS_00010206.p1, TCONS_00011599.p1
OG0000048	MOUSE42201, MOUSE42202	TCONS_00011079.p1
OG0000048	MOUSE06701	TCONS_00011575.p1
OG0000048	MOUSE49641, MOUSE49640, MOUSE49639	TCONS_00007155.p1
OG0000049	MOUSE00124, MOUSE00123, MOUSE44987, MOUSE44986	TCONS_00002242.p1
OG0000049	MOUSE52606, MOUSE52607, MOUSE52608, MOUSE35311	TCONS_00047284.p1
OG0000049	MOUSE03391, MOUSE17233, MOUSE17232, MOUSE39154, MOUSE39153, MOUSE40910, MOUSE40909	TCONS_00047286.p1
OG0000049	MOUSE40908, MOUSE39155	TCONS_00050078.p1, TCONS_00051670.p1, TCONS_00047285.p1
OG0000051	MOUSE52051, MOUSE52052, MOUSE21678, MOUSE21679, MOUSE52055, MOUSE52053, MOUSE52054, MOUSE52063, MOUSE52065, MOUSE52064	TCONS_00006560.p1, TCONS_00006558.p1, TCONS_00006561.p1, TCONS_00003099.p1, TCONS_00003102.p1, TCONS_00003101.p1
OG0000053	MOUSE33288	TCONS_00057047.p1
OG0000054	MOUSE48109	TCONS_00030209.p1
OG0000054	MOUSE33537, MOUSE33539, MOUSE33538, MOUSE33523, MOUSE33524, MOUSE33525, MOUSE33528, MOUSE33529, MOUSE33527, MOUSE33526, MOUSE33530, MOUSE33531, MOUSE33536, MOUSE33533, MOUSE33535, MOUSE33532, MOUSE33534	TCONS_00005549.p1, TCONS_00020702.p1, TCONS_00020496.p1, TCONS_00020497.p1, TCONS_00053229.p1, TCONS_00053231.p1, TCONS_00041220.p1, TCONS_00041205.p1, TCONS_00025247.p1, TCONS_00025241.p1, TCONS_00025250.p1, TCONS_00025249.p1, TCONS_00024712.p1, TCONS_00024714.p1, TCONS_00023269.p1, TCONS_00024711.p1, TCONS_00024709.p1, TCONS_00024710.p1, TCONS_00053730.p1, TCONS_00053728.p1, TCONS_00054380.p1, TCONS_00054377.p1, TCONS_00054375.p1, TCONS_00054373.p1, TCONS_00054374.p1, TCONS_00054381.p1, TCONS_00037279.p1, TCONS_00037270.p1, TCONS_00036137.p1, TCONS_00037730.p1, TCONS_00037744.p1, TCONS_00037732.p1, TCONS_00042198.p1, TCONS_00042196.p1, TCONS_00042195.p1, TCONS_00042197.p1
OG0000054	MOUSE17454, MOUSE17455, MOUSE17434, MOUSE17435, MOUSE17438, MOUSE48638, MOUSE17453, MOUSE17439, MOUSE17441, MOUSE17440, MOUSE17433	TCONS_00018724.p1, TCONS_00017644.p1, TCONS_00017668.p1, TCONS_00018701.p1, TCONS_00018703.p1, TCONS_00018740.p1, TCONS_00018741.p1, TCONS_00016269.p1
OG0000056	MOUSE36572, MOUSE36574, MOUSE36579, MOUSE36583, MOUSE36576, MOUSE36586, MOUSE36571, MOUSE36575, MOUSE36582, MOUSE36587, MOUSE36573, MOUSE36590, MOUSE36585, MOUSE36584, MOUSE36589, MOUSE36588, MOUSE36577, MOUSE36580, MOUSE36578, MOUSE36581, MOUSE31837, MOUSE31834, MOUSE31833, MOUSE31831, MOUSE31832, MOUSE31836, MOUSE31835, MOUSE31827, MOUSE31830, MOUSE31838, MOUSE31839, MOUSE31840, MOUSE48807, MOUSE48808, MOUSE48805, MOUSE48806, MOUSE48802, MOUSE48804, MOUSE18387, MOUSE18505, MOUSE31842	TCONS_00053166.p1, TCONS_00054244.p1
OG0000058	MOUSE21857, MOUSE21254	TCONS_00026611.p1
OG0000058	MOUSE40446, MOUSE40445, MOUSE06405, MOUSE16601, MOUSE38610	TCONS_00013052.p1
OG0000058	MOUSE38609, MOUSE40444	TCONS_00013058.p1, TCONS_00013056.p1, TCONS_00013057.p1, TCONS_00013055.p1, TCONS_00013059.p1
OG0000059	MOUSE52262, MOUSE52259, MOUSE52258	TCONS_00041789.p1
OG0000059	MOUSE50099, MOUSE50101, MOUSE29617, MOUSE09593, MOUSE09594, MOUSE09591, MOUSE09588, MOUSE09589	TCONS_00017293.p1
OG0000060	MOUSE52080, MOUSE52079	TCONS_00017864.p1
OG0000060	MOUSE44147, MOUSE44148, MOUSE44454, MOUSE44455, MOUSE01901, MOUSE01902	TCONS_00024431.p1
OG0000061	MOUSE26618, MOUSE38907, MOUSE38906	TCONS_00055666.p1
OG0000061	MOUSE22377, MOUSE22378, MOUSE53042, MOUSE06425, MOUSE42762, MOUSE17361, MOUSE03955, MOUSE03956, MOUSE23297, MOUSE23298, MOUSE53307, MOUSE39884, MOUSE39883, MOUSE39889, MOUSE39886, MOUSE39890, MOUSE39885, MOUSE39887, MOUSE39892, MOUSE39891, MOUSE08504, MOUSE08505	TCONS_00056708.p1
OG0000061	MOUSE39874, MOUSE39873, MOUSE39878, MOUSE39876, MOUSE39877, MOUSE05785	TCONS_00056856.p1
OG0000062	MOUSE41585, MOUSE41584, MOUSE41295, MOUSE41296, MOUSE41297, MOUSE41294, MOUSE41586	TCONS_00029083.p1, TCONS_00048669.p1, TCONS_00048676.p1, TCONS_00029089.p1, TCONS_00048674.p1, TCONS_00029086.p1, TCONS_00029084.p1, TCONS_00048673.p1
OG0000062	MOUSE52081	TCONS_00007265.p1
OG0000063	MOUSE10885, MOUSE10881	TCONS_00047467.p1, TCONS_00031359.p1
OG0000063	MOUSE33697	TCONS_00053925.p1
OG0000063	MOUSE27866, MOUSE27867, MOUSE46812, MOUSE46810, MOUSE46811, MOUSE46809	TCONS_00052796.p1, TCONS_00052765.p1
OG0000066	MOUSE53763	TCONS_00048274.p1
OG0000066	MOUSE13756	TCONS_00053196.p1
OG0000067	MOUSE19580, MOUSE31455	TCONS_00008985.p1, TCONS_00028299.p1, TCONS_00053446.p1, TCONS_00053444.p1, TCONS_00053445.p1, TCONS_00053443.p1, TCONS_00053442.p1, TCONS_00053441.p1, TCONS_00053439.p1, TCONS_00036889.p1, TCONS_00038035.p1, TCONS_00037697.p1, TCONS_00003250.p1, TCONS_00011721.p1, TCONS_00011723.p1, TCONS_00004267.p1, TCONS_00004268.p1, TCONS_00004271.p1, TCONS_00002732.p1, TCONS_00004002.p1, TCONS_00045047.p1
OG0000068	MOUSE54270, MOUSE52919, MOUSE52920, MOUSE52921, MOUSE14430, MOUSE41087, MOUSE41088, MOUSE02009	TCONS_00047952.p1, TCONS_00048468.p1
OG0000069	MOUSE30824	TCONS_00047572.p1, TCONS_00008772.p2
OG0000069	MOUSE24595, MOUSE06171	TCONS_00012030.p1
OG0000070	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178, MOUSE55320, MOUSE54102	TCONS_00000689.p1, TCONS_00000334.p1
OG0000070	MOUSE01400, MOUSE01399	TCONS_00031380.p1, TCONS_00029635.p1, TCONS_00055641.p1, TCONS_00055643.p1, TCONS_00056821.p1, TCONS_00055627.p1, TCONS_00055629.p1, TCONS_00056814.p1, TCONS_00029418.p1, TCONS_00029631.p1, TCONS_00031379.p1, TCONS_00022431.p1, TCONS_00021513.p1, TCONS_00021512.p1
OG0000071	MOUSE27775, MOUSE27776, MOUSE27777	TCONS_00008391.p1
OG0000072	MOUSE03587, MOUSE48101, MOUSE48102, MOUSE48100, MOUSE50200, MOUSE50201	TCONS_00042083.p1
OG0000072	MOUSE30088, MOUSE45691	TCONS_00044164.p1
OG0000072	MOUSE29660	TCONS_00042452.p1, TCONS_00042470.p1
OG0000072	MOUSE00771, MOUSE00773, MOUSE00770, MOUSE00774, MOUSE00772	TCONS_00030570.p1
OG0000074	MOUSE01754, MOUSE40707	TCONS_00049689.p1
OG0000074	MOUSE27442, MOUSE27441	TCONS_00042001.p1
OG0000074	MOUSE43700	TCONS_00031337.p1
OG0000074	MOUSE43699, MOUSE19006	TCONS_00036875.p1, TCONS_00026199.p1, TCONS_00026198.p1, TCONS_00031653.p1, TCONS_00031661.p1, TCONS_00031672.p1, TCONS_00031647.p1, TCONS_00036986.p1, TCONS_00006851.p1, TCONS_00034788.p1, TCONS_00049527.p1, TCONS_00049524.p1, TCONS_00049523.p1
OG0000075	MOUSE05779, MOUSE03707	TCONS_00002725.p1
OG0000075	MOUSE22546	TCONS_00003661.p1
OG0000075	MOUSE14633	TCONS_00002727.p1
OG0000075	MOUSE34423	TCONS_00050627.p1
OG0000075	MOUSE45151	TCONS_00021191.p1
OG0000075	MOUSE22547, MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630	TCONS_00002728.p1
OG0000075	MOUSE31075, MOUSE39073	TCONS_00048312.p1
OG0000075	MOUSE41200, MOUSE41199, MOUSE41201, MOUSE11240, MOUSE11239	TCONS_00049564.p1
OG0000075	MOUSE14370, MOUSE14371, MOUSE14372, MOUSE40742	TCONS_00049562.p1
OG0000075	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109	TCONS_00049274.p1
OG0000077	MOUSE27949, MOUSE03243, MOUSE03242, MOUSE12725, MOUSE12726, MOUSE12727	TCONS_00026489.p1
OG0000077	MOUSE15867, MOUSE51200	TCONS_00053066.p1, TCONS_00053019.p1, TCONS_00025263.p1
OG0000077	MOUSE27778, MOUSE27779, MOUSE21334, MOUSE35957	TCONS_00026413.p1
OG0000077	MOUSE52108, MOUSE34401, MOUSE16118	TCONS_00055904.p1
OG0000077	MOUSE10502	TCONS_00057132.p1
OG0000078	MOUSE48544, MOUSE27283, MOUSE27282, MOUSE01884	TCONS_00016890.p1, TCONS_00018823.p1
OG0000079	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501, MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786, MOUSE09603	TCONS_00032718.p1
OG0000079	MOUSE36924, MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922, MOUSE36928, MOUSE36927, MOUSE55500, MOUSE03421, MOUSE03420, MOUSE03419	TCONS_00030942.p1
OG0000079	MOUSE05041, MOUSE05040, MOUSE05039, MOUSE37481, MOUSE37482, MOUSE37480, MOUSE37479	TCONS_00006803.p1
OG0000079	MOUSE01454, MOUSE01456, MOUSE01455, MOUSE01453	TCONS_00028091.p1
OG0000079	MOUSE36929	TCONS_00021690.p1, TCONS_00021688.p1
OG0000081	MOUSE21429, MOUSE21428, MOUSE21430	TCONS_00053844.p1, TCONS_00053856.p1
OG0000082	MOUSE25920	TCONS_00014773.p1, TCONS_00001034.p1
OG0000082	MOUSE19184	TCONS_00026781.p1
OG0000082	MOUSE50879	TCONS_00020503.p1
OG0000083	MOUSE38865, MOUSE38864, MOUSE38866, MOUSE30042	TCONS_00042690.p1
OG0000084	MOUSE21451	TCONS_00026379.p1
OG0000084	MOUSE30075, MOUSE30074	TCONS_00026843.p1, TCONS_00026055.p1
OG0000084	MOUSE54561, MOUSE54560, MOUSE50161, MOUSE50162	TCONS_00025914.p1
OG0000084	MOUSE31596, MOUSE40356, MOUSE00836	TCONS_00030964.p1, TCONS_00030200.p1, TCONS_00030965.p1
OG0000085	MOUSE05264, MOUSE53183, MOUSE53182, MOUSE53184, MOUSE26268, MOUSE26267	TCONS_00018803.p1
OG0000085	MOUSE54745	TCONS_00005618.p1
OG0000085	MOUSE50493, MOUSE50494, MOUSE50492	TCONS_00008648.p1
OG0000085	MOUSE15351, MOUSE19993	TCONS_00005387.p1
OG0000085	MOUSE16592, MOUSE16590	TCONS_00001049.p1, TCONS_00047036.p1
OG0000087	MOUSE04044, MOUSE04045	TCONS_00021498.p1
OG0000087	MOUSE24629, MOUSE24631	TCONS_00010080.p1
OG0000087	MOUSE40318, MOUSE40317	TCONS_00019230.p1
OG0000087	MOUSE11362	TCONS_00037101.p1
OG0000087	MOUSE22119, MOUSE22054, MOUSE22052	TCONS_00002591.p1
OG0000087	MOUSE11213	TCONS_00048296.p1
OG0000087	MOUSE46080, MOUSE46081	TCONS_00012999.p1
OG0000088	MOUSE00763, MOUSE00764, MOUSE27097, MOUSE52249, MOUSE53735, MOUSE49610, MOUSE49528, MOUSE49529, MOUSE49530	TCONS_00033834.p1, TCONS_00033833.p1, TCONS_00033830.p1, TCONS_00013550.p1, TCONS_00014108.p1, TCONS_00014107.p1, TCONS_00040293.p1, TCONS_00014106.p1, TCONS_00014105.p1, TCONS_00044767.p1, TCONS_00039295.p1, TCONS_00040437.p1, TCONS_00039329.p1, TCONS_00039283.p1, TCONS_00040438.p1, TCONS_00040456.p1, TCONS_00039328.p1, TCONS_00039294.p1, TCONS_00039296.p1, TCONS_00039330.p1, TCONS_00054766.p1, TCONS_00006832.p1, TCONS_00031217.p1, TCONS_00042958.p1, TCONS_00054351.p1, TCONS_00003693.p1, TCONS_00018247.p1, TCONS_00044183.p1, TCONS_00044182.p1, TCONS_00014801.p1, TCONS_00020878.p1, TCONS_00021900.p2, TCONS_00021940.p1, TCONS_00013720.p1, TCONS_00019802.p1
OG0000089	MOUSE16032	TCONS_00047764.p1
OG0000089	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272, MOUSE00168, MOUSE00169	TCONS_00001898.p1, TCONS_00001897.p1, TCONS_00001895.p1, TCONS_00001894.p1, TCONS_00001900.p1, TCONS_00001893.p1, TCONS_00001891.p1, TCONS_00001115.p1, TCONS_00001118.p1, TCONS_00001440.p1, TCONS_00001899.p1, TCONS_00001902.p1, TCONS_00001421.p1, TCONS_00001437.p1, TCONS_00001424.p1, TCONS_00001422.p1, TCONS_00001439.p1, TCONS_00000308.p1, TCONS_00000885.p1, TCONS_00001430.p1, TCONS_00001436.p1, TCONS_00001432.p1, TCONS_00001418.p1, TCONS_00001913.p1, TCONS_00001909.p1
OG0000089	MOUSE55271	TCONS_00000886.p1
OG0000090	MOUSE17971, MOUSE17970, MOUSE17967	TCONS_00015053.p1
OG0000090	MOUSE32571, MOUSE32572	TCONS_00056910.p1, TCONS_00055752.p1, TCONS_00006837.p1, TCONS_00055753.p1
OG0000093	MOUSE16619, MOUSE35368, MOUSE35369, MOUSE52764, MOUSE52765	TCONS_00042695.p1, TCONS_00034557.p1, TCONS_00034558.p1, TCONS_00028807.p1, TCONS_00028812.p1, TCONS_00028816.p1, TCONS_00010023.p1, TCONS_00028809.p1, TCONS_00028814.p1, TCONS_00028817.p1, TCONS_00036677.p1
OG0000094	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177, MOUSE11260, MOUSE11259, MOUSE11263, MOUSE11258, MOUSE11262, MOUSE53507, MOUSE53505, MOUSE11261, MOUSE53506, MOUSE53508	TCONS_00049669.p1
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863, MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210, MOUSE48851, MOUSE48849, MOUSE48850, MOUSE25209	TCONS_00014949.p1
OG0000095	MOUSE21579	TCONS_00011463.p1, TCONS_00011458.p1, TCONS_00009998.p1, TCONS_00009997.p1, TCONS_00015954.p1, TCONS_00012113.p1, TCONS_00010510.p1, TCONS_00010103.p1, TCONS_00011887.p1, TCONS_00049323.p1, TCONS_00049326.p1, TCONS_00048863.p1, TCONS_00049325.p1, TCONS_00049322.p1, TCONS_00025470.p1, TCONS_00010507.p1, TCONS_00011888.p1, TCONS_00010505.p1, TCONS_00010506.p1
OG0000095	MOUSE39287, MOUSE39286, MOUSE39288, MOUSE39290, MOUSE39289, MOUSE39291, MOUSE21580, MOUSE12896, MOUSE29409, MOUSE29410	TCONS_00011646.p1
OG0000096	MOUSE54033, MOUSE13094, MOUSE29900	TCONS_00020855.p1
OG0000096	MOUSE31085, MOUSE31087, MOUSE02247	TCONS_00048858.p1
OG0000096	MOUSE35516	TCONS_00020336.p1
OG0000096	MOUSE19103, MOUSE30286, MOUSE30282	TCONS_00028921.p1
OG0000096	MOUSE41983, MOUSE30995, MOUSE30992, MOUSE47007, MOUSE41985, MOUSE30994, MOUSE47010, MOUSE47008, MOUSE30996	TCONS_00015544.p1
OG0000096	MOUSE45925, MOUSE45926, MOUSE44088	TCONS_00036087.p1
OG0000096	MOUSE52337, MOUSE52338	TCONS_00056616.p1
OG0000097	MOUSE31754, MOUSE31753, MOUSE31748, MOUSE31746, MOUSE31745, MOUSE31749, MOUSE31752, MOUSE31750, MOUSE31751, MOUSE31744	TCONS_00016316.p1
OG0000098	MOUSE44178, MOUSE44180, MOUSE47248, MOUSE47247, MOUSE01240	TCONS_00020064.p1, TCONS_00018990.p1, TCONS_00019739.p1, TCONS_00019728.p1, TCONS_00019738.p1
OG0000098	MOUSE20701, MOUSE27744, MOUSE27743, MOUSE20730, MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537, MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533, MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725, MOUSE20729	TCONS_00029742.p1
OG0000099	MOUSE30052, MOUSE30050, MOUSE30051, MOUSE53947, MOUSE53948, MOUSE53946, MOUSE50039, MOUSE50041, MOUSE50040, MOUSE03601, MOUSE03600, MOUSE03599	TCONS_00043496.p1
OG0000099	MOUSE43058, MOUSE50899, MOUSE00625, MOUSE00626, MOUSE00624, MOUSE00623, MOUSE33922, MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	TCONS_00001267.p1
OG0000101	MOUSE49370, MOUSE49670	TCONS_00056808.p1, TCONS_00056811.p1, TCONS_00025663.p1, TCONS_00025661.p1, TCONS_00025662.p1, TCONS_00025660.p1, TCONS_00023914.p1, TCONS_00025841.p1, TCONS_00024449.p1
OG0000101	MOUSE02576, MOUSE49671	TCONS_00010988.p1
OG0000101	MOUSE15611, MOUSE15612	TCONS_00032606.p1
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572, MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457, MOUSE26355	TCONS_00057195.p1, TCONS_00017056.p1, TCONS_00055572.p1
OG0000102	MOUSE08156, MOUSE08155, MOUSE24799, MOUSE24798	TCONS_00005250.p1, TCONS_00011663.p1, TCONS_00011453.p1
OG0000102	MOUSE25940	TCONS_00051936.p1
OG0000102	MOUSE25337, MOUSE25336, MOUSE25939	TCONS_00014917.p1, TCONS_00014921.p1, TCONS_00014922.p1, TCONS_00014725.p1, TCONS_00014927.p1, TCONS_00014928.p1, TCONS_00014933.p1, TCONS_00014930.p1, TCONS_00042026.p1, TCONS_00042031.p1, TCONS_00003647.p1, TCONS_00014936.p1, TCONS_00026212.p1, TCONS_00024952.p1, TCONS_00024974.p1, TCONS_00042019.p1, TCONS_00043399.p1, TCONS_00042030.p1, TCONS_00053021.p1, TCONS_00015599.p1, TCONS_00015531.p1, TCONS_00016099.p1, TCONS_00051934.p1, TCONS_00016204.p1, TCONS_00016201.p1, TCONS_00016202.p1, TCONS_00016199.p1
OG0000103	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945, MOUSE03951, MOUSE03944, MOUSE12336, MOUSE12340, MOUSE15975, MOUSE28384	TCONS_00013856.p1
OG0000103	MOUSE43972, MOUSE43973, MOUSE43970, MOUSE43971, MOUSE43974, MOUSE03980, MOUSE03977, MOUSE03979, MOUSE15157, MOUSE14014	TCONS_00012816.p1
OG0000104	MOUSE50572, MOUSE50573, MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436	TCONS_00034216.p1, TCONS_00033864.p1, TCONS_00034214.p1, TCONS_00034215.p1
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982, MOUSE15501, MOUSE15498, MOUSE15499, MOUSE05643, MOUSE05641, MOUSE05642	TCONS_00019578.p1
OG0000104	MOUSE50577, MOUSE16445, MOUSE16446, MOUSE50574, MOUSE50575, MOUSE50576	TCONS_00033865.p1
OG0000104	MOUSE16174	TCONS_00034949.p1
OG0000104	MOUSE23464, MOUSE23465, MOUSE23463, MOUSE01968, MOUSE01967, MOUSE01969, MOUSE53764	TCONS_00048577.p1
OG0000106	MOUSE49277, MOUSE49278, MOUSE55330, MOUSE49769, MOUSE29352, MOUSE29353, MOUSE29354, MOUSE29357, MOUSE29355	TCONS_00007879.p1
OG0000106	MOUSE32021	TCONS_00020664.p1
OG0000106	MOUSE30798, MOUSE30797, MOUSE51789, MOUSE51787, MOUSE51788	TCONS_00005363.p1, TCONS_00005368.p1, TCONS_00005371.p1, TCONS_00006166.p1, TCONS_00006147.p1, TCONS_00006167.p1, TCONS_00005362.p1, TCONS_00028113.p1, TCONS_00028100.p1, TCONS_00004865.p1, TCONS_00004840.p1, TCONS_00005364.p1
OG0000107	MOUSE08903	TCONS_00003644.p1
OG0000107	MOUSE08922	TCONS_00036843.p3, TCONS_00005449.p1
OG0000108	MOUSE50933	TCONS_00043359.p1, TCONS_00043360.p1
OG0000108	MOUSE05737, MOUSE25036, MOUSE14651, MOUSE23310	TCONS_00020692.p1, TCONS_00014258.p1
OG0000109	MOUSE33717	TCONS_00053937.p1, TCONS_00054076.p1, TCONS_00054600.p1, TCONS_00054261.p1, TCONS_00054266.p1, TCONS_00054265.p1, TCONS_00054259.p1, TCONS_00052990.p1, TCONS_00054068.p1, TCONS_00054676.p1, TCONS_00054610.p1, TCONS_00054677.p1, TCONS_00054073.p1, TCONS_00054075.p1, TCONS_00012235.p1, TCONS_00054267.p1, TCONS_00050017.p1, TCONS_00028712.p1
OG0000111	MOUSE17075, MOUSE14044, MOUSE06017, MOUSE06016, MOUSE07126, MOUSE28116, MOUSE53772, MOUSE29257, MOUSE29259, MOUSE29254, MOUSE21512, MOUSE34168, MOUSE00043, MOUSE00042, MOUSE00044, MOUSE00053, MOUSE00055, MOUSE00045, MOUSE00060, MOUSE00058, MOUSE00059, MOUSE00062, MOUSE00054, MOUSE00065, MOUSE00066, MOUSE00064, MOUSE00057, MOUSE00051, MOUSE00050, MOUSE00049, MOUSE00063, MOUSE00056, MOUSE00061, MOUSE00052, MOUSE21513	TCONS_00013097.p1, TCONS_00013688.p1
OG0000113	MOUSE33596, MOUSE33595	TCONS_00027143.p1, TCONS_00027140.p1, TCONS_00027144.p1, TCONS_00027142.p1, TCONS_00027145.p1, TCONS_00054086.p1, TCONS_00054095.p1, TCONS_00052707.p1
OG0000113	MOUSE08566, MOUSE39334, MOUSE39330	TCONS_00036236.p1, TCONS_00036235.p1, TCONS_00029210.p1, TCONS_00036233.p1
OG0000114	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091, MOUSE34889, MOUSE34888	TCONS_00052106.p1, TCONS_00052119.p1, TCONS_00052126.p1, TCONS_00052128.p1, TCONS_00052122.p1, TCONS_00052108.p1, TCONS_00052127.p1, TCONS_00052120.p1, TCONS_00052107.p1, TCONS_00052118.p1, TCONS_00052105.p1, TCONS_00051213.p1, TCONS_00051211.p1
OG0000115	MOUSE49659, MOUSE49660	TCONS_00008854.p1
OG0000116	MOUSE30922	TCONS_00002625.p1, TCONS_00002621.p1, TCONS_00002632.p1, TCONS_00002641.p1, TCONS_00002633.p1, TCONS_00002636.p1, TCONS_00002639.p1, TCONS_00002634.p1, TCONS_00002628.p1, TCONS_00002637.p1, TCONS_00002638.p1, TCONS_00002543.p1, TCONS_00002622.p1, TCONS_00043231.p1, TCONS_00043230.p1, TCONS_00043228.p1, TCONS_00020815.p1, TCONS_00020818.p1
OG0000117	MOUSE27159, MOUSE27158, MOUSE26358	TCONS_00034383.p1, TCONS_00000463.p1
OG0000117	MOUSE17523, MOUSE17524	TCONS_00017843.p1
OG0000119	MOUSE26432, MOUSE26431, MOUSE26430, MOUSE02581, MOUSE02580, MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167	TCONS_00056170.p1
OG0000119	MOUSE26597, MOUSE26599, MOUSE14908, MOUSE25018, MOUSE25019, MOUSE05713	TCONS_00056847.p1, TCONS_00056846.p1
OG0000119	MOUSE26569, MOUSE53192, MOUSE53193, MOUSE53194	TCONS_00055230.p1, TCONS_00055229.p1
OG0000120	MOUSE32833	TCONS_00056103.p1
OG0000121	MOUSE48188, MOUSE48187, MOUSE21383	TCONS_00030428.p1, TCONS_00031179.p1, TCONS_00030430.p1, TCONS_00030914.p1, TCONS_00003458.p1, TCONS_00030849.p1, TCONS_00030592.p1, TCONS_00007080.p1
OG0000121	MOUSE22218, MOUSE22217	TCONS_00016937.p1, TCONS_00017994.p2, TCONS_00002806.p1, TCONS_00002804.p1, TCONS_00004389.p1, TCONS_00002673.p1, TCONS_00002672.p1, TCONS_00003089.p1, TCONS_00003087.p1
OG0000122	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654	TCONS_00002660.p1
OG0000123	MOUSE36089, MOUSE09426, MOUSE09427	TCONS_00027685.p1
OG0000123	MOUSE19619	TCONS_00025956.p1
OG0000123	MOUSE09430, MOUSE09429, MOUSE09431	TCONS_00021896.p1, TCONS_00020876.p1, TCONS_00027090.p1, TCONS_00026280.p1
OG0000124	MOUSE45402	TCONS_00021851.p1, TCONS_00022661.p1, TCONS_00021848.p1, TCONS_00022673.p1
OG0000124	MOUSE06474, MOUSE06473, MOUSE38647, MOUSE38648, MOUSE14045	TCONS_00012573.p1
OG0000124	MOUSE34424, MOUSE34425	TCONS_00052233.p1
OG0000124	MOUSE07351, MOUSE07350, MOUSE07352, MOUSE18780, MOUSE18779	TCONS_00051755.p1
OG0000124	MOUSE27466, MOUSE49894	TCONS_00010577.p1
OG0000125	MOUSE05385, MOUSE10968, MOUSE10967	TCONS_00003991.p1
OG0000125	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825	TCONS_00002941.p1, TCONS_00002946.p1, TCONS_00002944.p1
