Orthogroup	MOUSE	CAPO3
OG0005907	MOUSE01951, MOUSE01952	CAPO306181
OG0005909	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446	CAPO304980
OG0005910	MOUSE45054, MOUSE45055, MOUSE45051, MOUSE45052, MOUSE45053, MOUSE45056	CAPO304445
OG0005914	MOUSE10908, MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910	CAPO304812
OG0005915	MOUSE55180	CAPO301830
OG0005918	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762	CAPO304132
OG0005919	MOUSE24007	CAPO301677
OG0005921	MOUSE16134, MOUSE16133, MOUSE16135	CAPO301707
OG0005922	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611	CAPO301561
OG0005923	MOUSE04049, MOUSE04048	CAPO302607
OG0005924	MOUSE53385, MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384	CAPO300900
OG0005926	MOUSE13286, MOUSE13285, MOUSE13284	CAPO306981
OG0005929	MOUSE48886, MOUSE48887	CAPO308208
OG0005931	MOUSE44698	CAPO306162
OG0005932	MOUSE24910, MOUSE24909	CAPO300797
OG0005933	MOUSE20167	CAPO301858
OG0005936	MOUSE19948, MOUSE19946, MOUSE19947	CAPO302424
OG0005937	MOUSE14417, MOUSE14414, MOUSE14415, MOUSE14416	CAPO304550
OG0005938	MOUSE13211, MOUSE13212, MOUSE13210	CAPO300395
OG0005940	MOUSE27467	CAPO300232
OG0005941	MOUSE18684	CAPO302544
OG0005942	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979	CAPO305649
OG0005943	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297	CAPO304448
OG0005944	MOUSE18174	CAPO302321
OG0005946	MOUSE53517, MOUSE53518	CAPO302043
OG0005947	MOUSE13123, MOUSE13120, MOUSE13122	CAPO308067, CAPO304545
OG0005949	MOUSE37563, MOUSE37562	CAPO305776
OG0005950	MOUSE06852, MOUSE06853, MOUSE06850	CAPO302730
OG0005951	MOUSE48577, MOUSE48576	CAPO305823
OG0005952	MOUSE02830	CAPO302748
OG0005953	MOUSE10404, MOUSE10401	CAPO300018
OG0005954	MOUSE49217, MOUSE49216, MOUSE49215	CAPO300472
OG0005955	MOUSE12785	CAPO308169
OG0005958	MOUSE35514, MOUSE27529, MOUSE27528, MOUSE27527, MOUSE27531, MOUSE27532, MOUSE27530	CAPO305231
OG0005959	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214	CAPO303727
OG0005960	MOUSE36097, MOUSE36098	CAPO306619
OG0005961	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923	CAPO301401
OG0005965	MOUSE36148	CAPO304971
OG0005966	MOUSE16974, MOUSE16973	CAPO303149
OG0005967	MOUSE14023	CAPO304145
OG0005968	MOUSE29105, MOUSE19001	CAPO307899
OG0005969	MOUSE18215	CAPO304815
OG0005970	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326	CAPO300012
OG0005972	MOUSE09256, MOUSE09255, MOUSE09251, MOUSE09254, MOUSE09252, MOUSE09250, MOUSE09253	CAPO306254
OG0005973	MOUSE07223, MOUSE07222	CAPO301806
OG0005974	MOUSE24033, MOUSE24031, MOUSE24032	CAPO300269
OG0005975	MOUSE53724, MOUSE53723, MOUSE53725, MOUSE29688, MOUSE54426	CAPO301864
OG0005976	MOUSE22127	CAPO304330
OG0005977	MOUSE39172, MOUSE39171	CAPO302621
OG0005978	MOUSE05375, MOUSE05374	CAPO302579
OG0005981	MOUSE09114, MOUSE09115	CAPO305244
OG0005982	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477	CAPO302153
OG0005983	MOUSE44476, MOUSE44474, MOUSE44477, MOUSE44475, MOUSE44473	CAPO305305
OG0005984	MOUSE13162	CAPO303854
OG0005985	MOUSE20715, MOUSE20714	CAPO305361
OG0005986	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135	CAPO306131
OG0005987	MOUSE19110, MOUSE55047	CAPO307262
OG0005988	MOUSE46877, MOUSE46879, MOUSE46878	CAPO306075
OG0005989	MOUSE45928, MOUSE45929	CAPO304449
OG0005991	MOUSE39460, MOUSE39457, MOUSE39459, MOUSE39456, MOUSE39458	CAPO304070
OG0005993	MOUSE17253	CAPO301813
OG0005996	MOUSE13630, MOUSE13631	CAPO304073
OG0005997	MOUSE19029, MOUSE46943, MOUSE46944, MOUSE46945, MOUSE46942	CAPO307298
OG0005998	MOUSE01071, MOUSE01072	CAPO304281
OG0006000	MOUSE24686, MOUSE24684, MOUSE24685	CAPO304784
OG0006001	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404	CAPO300287
OG0006002	MOUSE02125, MOUSE02124	CAPO300104
OG0006003	MOUSE50331, MOUSE50334	CAPO307004
OG0006005	MOUSE03622	CAPO300498
OG0006006	MOUSE37159, MOUSE37160	CAPO303456
OG0006008	MOUSE06292	CAPO304325
OG0006009	MOUSE32966, MOUSE32967, MOUSE32968	CAPO302680
OG0006011	MOUSE05005, MOUSE05004, MOUSE05003	CAPO305929
OG0006012	MOUSE27648, MOUSE19422	CAPO306003
OG0006013	MOUSE17849, MOUSE17848, MOUSE17851, MOUSE17850, MOUSE17847, MOUSE17852	CAPO306786
OG0006031	MOUSE27622, MOUSE27621, MOUSE27619, MOUSE27620, MOUSE27618, MOUSE10400, MOUSE10398, MOUSE10399	CAPO307805
OG0006059	MOUSE13895, MOUSE13894	CAPO306968
OG0006062	MOUSE14967	CAPO305933
OG0006063	MOUSE09559, MOUSE09560	CAPO300774
OG0006064	MOUSE19231	CAPO304870
OG0006065	MOUSE10503, MOUSE10504	CAPO301967
OG0006066	MOUSE15817	CAPO300852
OG0006069	MOUSE38708, MOUSE38709	CAPO305608
OG0006072	MOUSE44551	CAPO303438
OG0006073	MOUSE42655, MOUSE42654	CAPO303232
OG0006074	MOUSE07769	CAPO305192
OG0006075	MOUSE18180, MOUSE18181, MOUSE18182	CAPO300591
OG0006079	MOUSE44737, MOUSE44734	CAPO300122
OG0006081	MOUSE39161, MOUSE39160	CAPO304015
OG0006084	MOUSE30094	CAPO303975
OG0006085	MOUSE41521, MOUSE41520	CAPO306971
OG0006087	MOUSE27350	CAPO307633
OG0006090	MOUSE24615	CAPO303628
OG0006094	MOUSE29969	CAPO301083
OG0006095	MOUSE27229, MOUSE50304	CAPO308333, CAPO301147
OG0006096	MOUSE37864, MOUSE37863	CAPO305316
OG0006097	MOUSE12411, MOUSE12412, MOUSE12413, MOUSE12415, MOUSE12416, MOUSE12414, MOUSE12410	CAPO305425
OG0006098	MOUSE09151, MOUSE09150, MOUSE09152, MOUSE09149	CAPO300607
OG0006101	MOUSE44923, MOUSE44922, MOUSE44921	CAPO301377
OG0006103	MOUSE00226, MOUSE00227	CAPO308138
OG0006106	MOUSE31378	CAPO301749
OG0006107	MOUSE02191	CAPO302627
OG0006108	MOUSE29211, MOUSE17732	CAPO302650
OG0006110	MOUSE34976, MOUSE34974, MOUSE34975	CAPO302693
OG0006111	MOUSE45682, MOUSE45687, MOUSE45684	CAPO304724
OG0006113	MOUSE15176	CAPO307626
OG0006114	MOUSE52848	CAPO304178
OG0006115	MOUSE00531	CAPO306466
OG0006116	MOUSE20130	CAPO304187
OG0006117	MOUSE06195, MOUSE06196	CAPO302456
OG0006118	MOUSE09999	CAPO306890
OG0006119	MOUSE35848, MOUSE35847	CAPO305308
OG0006121	MOUSE09448, MOUSE09447, MOUSE09446	CAPO308090
OG0006122	MOUSE05144	CAPO302744
OG0006124	MOUSE40352	CAPO304805
OG0006125	MOUSE43457, MOUSE43455, MOUSE43456	CAPO306355
OG0006127	MOUSE49454, MOUSE49455	CAPO301362
OG0006128	MOUSE49444, MOUSE49443, MOUSE49445, MOUSE49442	CAPO301150
OG0006129	MOUSE36305, MOUSE36306	CAPO300938
OG0006131	MOUSE05048, MOUSE05049, MOUSE16865	CAPO303965
OG0006132	MOUSE21114, MOUSE21117, MOUSE21116, MOUSE21113, MOUSE21115	CAPO307591
OG0006133	MOUSE01392, MOUSE01391, MOUSE01390, MOUSE01389, MOUSE01388	CAPO304297
OG0006134	MOUSE10022, MOUSE10020	CAPO307652
OG0006135	MOUSE20960	CAPO307747
OG0006136	MOUSE36528, MOUSE36529, MOUSE21940, MOUSE21942	CAPO304577
OG0006137	MOUSE33917, MOUSE33916, MOUSE33918, MOUSE33919, MOUSE33920	CAPO303566
OG0006139	MOUSE01997	CAPO301488
OG0006140	MOUSE38190, MOUSE38192, MOUSE38191	CAPO301396
OG0006141	MOUSE51343, MOUSE51342, MOUSE51341	CAPO302378
OG0006144	MOUSE20124	CAPO307727
OG0006145	MOUSE34972	CAPO304370
OG0006147	MOUSE31232	CAPO306222
OG0006148	MOUSE10491, MOUSE10492	CAPO302407
OG0006149	MOUSE07677, MOUSE07678, MOUSE07679	CAPO301175
OG0006151	MOUSE34774	CAPO304128
OG0006152	MOUSE00260, MOUSE00257	CAPO306493
OG0006153	MOUSE30044	CAPO305107
OG0006155	MOUSE30193, MOUSE30194	CAPO301956
OG0006156	MOUSE38431, MOUSE38430	CAPO304652
OG0006158	MOUSE07928, MOUSE07925	CAPO307937
OG0006159	MOUSE27864, MOUSE27865	CAPO307030
OG0006160	MOUSE24920	CAPO304978
OG0006161	MOUSE39829	CAPO301615
OG0006162	MOUSE01397, MOUSE01395, MOUSE01393	CAPO300392
OG0006164	MOUSE26974	CAPO307640
OG0006168	MOUSE50314	CAPO306154
OG0006169	MOUSE45226, MOUSE45225	CAPO305149
OG0006176	MOUSE48486	CAPO304797
OG0006177	MOUSE44442, MOUSE44441	CAPO306017
OG0006178	MOUSE09519	CAPO306742
OG0006179	MOUSE16461, MOUSE16462	CAPO307840
OG0006180	MOUSE23209	CAPO308064
OG0006181	MOUSE43442, MOUSE43444, MOUSE43443, MOUSE43441	CAPO308207
OG0006182	MOUSE05545	CAPO300329
OG0006183	MOUSE14194, MOUSE14197	CAPO306749
OG0006185	MOUSE31989	CAPO301640
OG0006186	MOUSE16055	CAPO304672
OG0006187	MOUSE30179, MOUSE30178	CAPO303722
OG0006188	MOUSE32525, MOUSE32524	CAPO307979
OG0006190	MOUSE30231, MOUSE30230, MOUSE30229	CAPO304791
OG0006191	MOUSE19452	CAPO301907
OG0006192	MOUSE27820, MOUSE27819	CAPO308099
OG0006195	MOUSE15018, MOUSE15019, MOUSE15020, MOUSE15021	CAPO308346, CAPO305489
OG0006196	MOUSE29966	CAPO304854
OG0006198	MOUSE46635, MOUSE46634, MOUSE46633	CAPO306368
OG0006199	MOUSE15121, MOUSE15120, MOUSE15119	CAPO307861
OG0006200	MOUSE48339	CAPO306047
OG0006202	MOUSE12269, MOUSE12268	CAPO307311
OG0006204	MOUSE22197, MOUSE22200, MOUSE22199, MOUSE22198	CAPO307074
OG0006205	MOUSE54650	CAPO306928
OG0006206	MOUSE07089, MOUSE07086	CAPO308060
OG0006209	MOUSE13266	CAPO303208
OG0006210	MOUSE09964, MOUSE09963, MOUSE09965, MOUSE09962	CAPO301051
OG0006211	MOUSE14609, MOUSE14608	CAPO305755
OG0006213	MOUSE52346, MOUSE52348, MOUSE52347, MOUSE52345, MOUSE52344, MOUSE52343	CAPO301176
OG0006214	MOUSE01795, MOUSE01797, MOUSE01796	CAPO305313
OG0006216	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855	CAPO304328
OG0006225	MOUSE18228	CAPO307529
OG0006226	MOUSE10482	CAPO303955
OG0006227	MOUSE27758	CAPO304192
OG0006229	MOUSE30115, MOUSE30114, MOUSE30116	CAPO306729
OG0006230	MOUSE23377	CAPO303003
OG0006233	MOUSE16038	CAPO307263
OG0006234	MOUSE33398	CAPO305546
OG0006235	MOUSE41751, MOUSE41752	CAPO300217
OG0006237	MOUSE34509, MOUSE34508	CAPO302524
OG0006239	MOUSE49322, MOUSE49321, MOUSE49323, MOUSE49320	CAPO305262
OG0006243	MOUSE53975, MOUSE53974, MOUSE32277	CAPO301646
OG0006244	MOUSE37456, MOUSE37455	CAPO306900
OG0006245	MOUSE22264, MOUSE22265	CAPO307777
OG0006248	MOUSE03884, MOUSE03885, MOUSE54081	CAPO307601
OG0006249	MOUSE04079, MOUSE04078	CAPO304667
OG0006250	MOUSE19187	CAPO301165
OG0006251	MOUSE04588, MOUSE04587	CAPO302342
OG0006252	MOUSE41299	CAPO304131
OG0006253	MOUSE30887	CAPO307341
OG0006254	MOUSE14074, MOUSE14075	CAPO305073
OG0006257	MOUSE28054	CAPO305440
OG0006258	MOUSE19643	CAPO300398
OG0006260	MOUSE41017	CAPO300587
OG0006261	MOUSE06910	CAPO305676
OG0006262	MOUSE53349, MOUSE53351, MOUSE53353	CAPO307596
OG0006263	MOUSE19929	CAPO307994
OG0006264	MOUSE37346	CAPO304943
OG0006267	MOUSE36950, MOUSE36947, MOUSE36949, MOUSE36946	CAPO300629
OG0006268	MOUSE53582, MOUSE53581, MOUSE53580	CAPO305663
OG0006271	MOUSE21994, MOUSE21993	CAPO306714
OG0006272	MOUSE19856, MOUSE19857, MOUSE19859, MOUSE19858	CAPO300074
OG0006275	MOUSE24704, MOUSE24705, MOUSE24706	CAPO304219
OG0006276	MOUSE41137, MOUSE41136	CAPO306041
OG0006277	MOUSE04582	CAPO307602
OG0006278	MOUSE34489, MOUSE34487, MOUSE34488	CAPO305153
OG0006279	MOUSE16388, MOUSE16387, MOUSE16386	CAPO307288
OG0006280	MOUSE00019	CAPO308182
OG0006281	MOUSE35102, MOUSE35103	CAPO302129
OG0006284	MOUSE01515, MOUSE01516	CAPO301681
OG0006285	MOUSE22193, MOUSE22194, MOUSE22195, MOUSE22196	CAPO301258
OG0006286	MOUSE35473, MOUSE35474	CAPO304212
OG0006287	MOUSE27984, MOUSE27985	CAPO302795
OG0006288	MOUSE37718, MOUSE37719	CAPO300129
OG0006289	MOUSE40814, MOUSE40816	CAPO306652
OG0006291	MOUSE31402, MOUSE31403, MOUSE31400, MOUSE31401	CAPO308081
OG0006293	MOUSE37625	CAPO307067
OG0006294	MOUSE07913	CAPO301151
OG0006295	MOUSE38121	CAPO307143
OG0006297	MOUSE40886, MOUSE40885, MOUSE40887	CAPO301937
OG0006298	MOUSE14670, MOUSE14671, MOUSE14672, MOUSE14673	CAPO306805
OG0006299	MOUSE34330	CAPO305899
OG0006301	MOUSE27376, MOUSE27375	CAPO306072
OG0006305	MOUSE21331	CAPO303850
OG0006306	MOUSE34252, MOUSE34251	CAPO303905
OG0006309	MOUSE02180	CAPO304441
OG0006311	MOUSE42035, MOUSE42034	CAPO300748
OG0006313	MOUSE34183, MOUSE34185, MOUSE34184	CAPO306539
OG0006314	MOUSE30884	CAPO308085, CAPO301326
OG0006317	MOUSE30611, MOUSE30613, MOUSE30612	CAPO301551
OG0006319	MOUSE45688	CAPO306239
OG0006320	MOUSE41214, MOUSE41212, MOUSE41213	CAPO303864
OG0006322	MOUSE52872	CAPO305971
OG0006323	MOUSE12964, MOUSE12965	CAPO300361
OG0006324	MOUSE15180	CAPO307431
OG0006329	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764	CAPO306283
OG0006330	MOUSE51758, MOUSE51757, MOUSE51759	CAPO301590
OG0006331	MOUSE42771, MOUSE42772	CAPO301721
OG0006332	MOUSE27257, MOUSE27256	CAPO306801
OG0006334	MOUSE48911, MOUSE48912	CAPO302140
OG0006335	MOUSE14829	CAPO305790
OG0006338	MOUSE31793, MOUSE31791, MOUSE31792, MOUSE31794	CAPO300367
OG0006339	MOUSE37259	CAPO306751
OG0006340	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902	CAPO306725
OG0006341	MOUSE47414	CAPO303256
OG0006344	MOUSE32264	CAPO307345
OG0006346	MOUSE51221	CAPO305832
OG0006347	MOUSE02467	CAPO305184
OG0006349	MOUSE20753	CAPO304057
OG0006350	MOUSE19460	CAPO302433
OG0006352	MOUSE32257	CAPO301346
OG0006353	MOUSE42828	CAPO301517
OG0006355	MOUSE40806	CAPO307129
OG0006356	MOUSE03845, MOUSE03847, MOUSE03846	CAPO305164
OG0006358	MOUSE35406, MOUSE35402, MOUSE35405, MOUSE35404, MOUSE35403, MOUSE35401	CAPO303299
OG0006359	MOUSE31884, MOUSE31886, MOUSE31887, MOUSE31885	CAPO300583
OG0006360	MOUSE02221	CAPO304103
OG0006361	MOUSE48965, MOUSE48966, MOUSE48963, MOUSE48964	CAPO308070
OG0006362	MOUSE34247, MOUSE34248	CAPO308308
OG0006363	MOUSE20221	CAPO301002
OG0006365	MOUSE23279, MOUSE54173, MOUSE54172	CAPO300671
OG0006370	MOUSE35591, MOUSE35592	CAPO300348
OG0006372	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011	CAPO304608
OG0006375	MOUSE16929	CAPO306256
OG0006377	MOUSE13243	CAPO307494
OG0006378	MOUSE36964, MOUSE36966, MOUSE36963, MOUSE36965	CAPO304918
OG0006381	MOUSE02021, MOUSE02020	CAPO301472
OG0006382	MOUSE07504, MOUSE07502, MOUSE07505, MOUSE07501, MOUSE07503	CAPO307026
OG0006383	MOUSE16422	CAPO303174
OG0006384	MOUSE50412, MOUSE50410, MOUSE50411, MOUSE50409	CAPO305941
OG0006385	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068	CAPO301074
OG0006386	MOUSE47125, MOUSE47128, MOUSE47127, MOUSE47126	CAPO303165
OG0006387	MOUSE16306, MOUSE34335	CAPO306319
OG0006389	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583	CAPO302170
OG0006390	MOUSE24929, MOUSE24930, MOUSE24928, MOUSE24927	CAPO308093
OG0006392	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925	CAPO305806
OG0006394	MOUSE14264, MOUSE14265	CAPO302470
OG0006395	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235	CAPO300149
OG0006399	MOUSE37406, MOUSE37404, MOUSE37405	CAPO307228
OG0006443	MOUSE20211	CAPO300234
OG0006447	MOUSE25747	CAPO302283
OG0006448	MOUSE13317, MOUSE13318	CAPO301094
OG0006449	MOUSE13387, MOUSE13386	CAPO305961
OG0006456	MOUSE19867, MOUSE19868	CAPO300992
OG0006457	MOUSE48917	CAPO306648
OG0006459	MOUSE27714, MOUSE27717	CAPO307843
OG0006460	MOUSE49910, MOUSE49912, MOUSE49911	CAPO308313
OG0006461	MOUSE52644	CAPO306350
OG0006462	MOUSE14254, MOUSE14253	CAPO300662
OG0006464	MOUSE15625, MOUSE15624	CAPO307754
OG0006465	MOUSE08683, MOUSE08684	CAPO307052
OG0006467	MOUSE40434, MOUSE40433, MOUSE40435	CAPO301292
OG0006468	MOUSE32105	CAPO303390
OG0006469	MOUSE03738	CAPO302486
OG0006470	MOUSE36168	CAPO300984
OG0006471	MOUSE28060, MOUSE28059, MOUSE28057, MOUSE28058, MOUSE28061	CAPO303440
OG0006474	MOUSE15358, MOUSE15357, MOUSE15356	CAPO300155
OG0006475	MOUSE39872	CAPO301888
OG0006476	MOUSE38897	CAPO300216
OG0006478	MOUSE18471, MOUSE18472	CAPO301079
OG0006479	MOUSE35163, MOUSE35164	CAPO304002
OG0006480	MOUSE21333	CAPO300197
OG0006481	MOUSE02030, MOUSE51052	CAPO307580
OG0006482	MOUSE07260, MOUSE07262	CAPO305654
OG0006485	MOUSE20333	CAPO307612
OG0006487	MOUSE52846, MOUSE52845, MOUSE52844, MOUSE52847	CAPO300649
OG0006488	MOUSE42690, MOUSE42689	CAPO301772
OG0006490	MOUSE01816	CAPO301539
OG0006491	MOUSE18971	CAPO300606
OG0006493	MOUSE45214, MOUSE45215, MOUSE45212, MOUSE45216, MOUSE45213	CAPO306548
OG0006496	MOUSE23976, MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971, MOUSE23970	CAPO304473
OG0006498	MOUSE54568, MOUSE54567	CAPO301440
OG0006501	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337	CAPO307734
OG0006502	MOUSE04763, MOUSE04764, MOUSE04765	CAPO301087
OG0006503	MOUSE47999	CAPO304660
OG0006504	MOUSE38033, MOUSE38032, MOUSE38034	CAPO302154
OG0006505	MOUSE18917	CAPO301510
OG0006507	MOUSE21775	CAPO301032
OG0006508	MOUSE36086, MOUSE36085	CAPO301635
OG0006509	MOUSE48743	CAPO304681
OG0006510	MOUSE28964, MOUSE28965	CAPO300081
OG0006512	MOUSE48697	CAPO301701
OG0006514	MOUSE30039, MOUSE30040	CAPO304095
OG0006515	MOUSE08195, MOUSE08193, MOUSE08194	CAPO306459
OG0006516	MOUSE27482	CAPO305607
OG0006517	MOUSE18538	CAPO300477
OG0006519	MOUSE24786, MOUSE24788	CAPO308006
OG0006520	MOUSE29790, MOUSE29789	CAPO300668
OG0006523	MOUSE42761	CAPO302914
OG0006526	MOUSE13960	CAPO303623
OG0006532	MOUSE01404	CAPO304147
OG0006534	MOUSE21167	CAPO305714
OG0006536	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898	CAPO305735
OG0006538	MOUSE26266	CAPO305091
OG0006540	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044	CAPO304760
OG0006541	MOUSE10561, MOUSE10557, MOUSE10558, MOUSE10559, MOUSE10560	CAPO302376, CAPO304688, CAPO300243
OG0006542	MOUSE29787, MOUSE29788, MOUSE29786	CAPO305168
OG0006543	MOUSE52038	CAPO305452
OG0006544	MOUSE28396, MOUSE28393	CAPO306101
OG0006545	MOUSE32675, MOUSE32676, MOUSE32674	CAPO307929
OG0006546	MOUSE08071	CAPO305234
OG0006547	MOUSE14774	CAPO301259
OG0006549	MOUSE14545	CAPO306040
OG0006550	MOUSE24976	CAPO307487
OG0006552	MOUSE10340, MOUSE10339	CAPO301957
OG0006553	MOUSE38559, MOUSE38560	CAPO308128
OG0006554	MOUSE37728, MOUSE37726, MOUSE37727	CAPO306525
OG0006555	MOUSE22556	CAPO305951
OG0006556	MOUSE16511	CAPO304941
OG0006557	MOUSE02772, MOUSE02771, MOUSE02773	CAPO300124
OG0006561	MOUSE07407, MOUSE07406	CAPO300890
OG0006562	MOUSE54431, MOUSE02138, MOUSE54430, MOUSE54429	CAPO303607
OG0006566	MOUSE05111, MOUSE05110, MOUSE05119, MOUSE05121, MOUSE05120, MOUSE05118	CAPO303944
OG0006568	MOUSE00150	CAPO303043
OG0006569	MOUSE02949, MOUSE02948	CAPO300856
OG0006570	MOUSE17869, MOUSE17870	CAPO302571
OG0006571	MOUSE10425, MOUSE10423	CAPO306740
OG0006572	MOUSE33656, MOUSE33655, MOUSE33654	CAPO302175
OG0006573	MOUSE04658	CAPO306413
OG0006575	MOUSE25413, MOUSE25411, MOUSE25410, MOUSE25409, MOUSE25412	CAPO304950
OG0006577	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173	CAPO300858
OG0006578	MOUSE35928, MOUSE35927	CAPO303393
OG0006580	MOUSE05305, MOUSE05304, MOUSE05303	CAPO306179
OG0006581	MOUSE51836	CAPO300223
OG0006583	MOUSE00099	CAPO308147
OG0006584	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381	CAPO304380
OG0006586	MOUSE49584	CAPO300241
OG0006590	MOUSE41529, MOUSE41530	CAPO304634
OG0006591	MOUSE13632, MOUSE13633	CAPO306654
OG0006592	MOUSE31031, MOUSE31033, MOUSE31034, MOUSE31030, MOUSE31032	CAPO302105
OG0006594	MOUSE46304, MOUSE46303	CAPO305352
OG0006595	MOUSE11155, MOUSE11154	CAPO306726
OG0006596	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679	CAPO305496
OG0006597	MOUSE28239, MOUSE53941	CAPO306143
OG0006598	MOUSE32270	CAPO303505
OG0006600	MOUSE06170	CAPO300993
OG0006602	MOUSE48843, MOUSE48842, MOUSE48844	CAPO306545
OG0006603	MOUSE49497	CAPO305246
OG0006604	MOUSE04487, MOUSE04486	CAPO301632
OG0006606	MOUSE49675	CAPO300627, CAPO305047
OG0006607	MOUSE33913, MOUSE33912	CAPO302836
OG0006608	MOUSE30020, MOUSE30018, MOUSE30019	CAPO304829
OG0006609	MOUSE35588	CAPO304156
OG0006610	MOUSE17087, MOUSE17086, MOUSE17088	CAPO305635
OG0006611	MOUSE02492, MOUSE02494, MOUSE02493	CAPO303370
OG0006612	MOUSE18460	CAPO303674
OG0006613	MOUSE27701, MOUSE27702	CAPO305926
OG0006614	MOUSE41919	CAPO307923
OG0006615	MOUSE19081	CAPO300892
OG0006617	MOUSE06872, MOUSE06873	CAPO304084
OG0006619	MOUSE09213	CAPO305225
OG0006622	MOUSE33010, MOUSE55184	CAPO307274
OG0006625	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590	CAPO304287
OG0006627	MOUSE18618	CAPO300634
OG0006630	MOUSE51996	CAPO301318
OG0006631	MOUSE23336, MOUSE23337, MOUSE23338	CAPO302816
OG0006633	MOUSE09178, MOUSE09174	CAPO306794
OG0006636	MOUSE42187, MOUSE42189	CAPO304383
OG0006637	MOUSE05078, MOUSE05077	CAPO304312
OG0006638	MOUSE13820	CAPO302167
OG0006640	MOUSE31547	CAPO308241
OG0006642	MOUSE11002, MOUSE11001, MOUSE11000	CAPO303206
OG0006646	MOUSE44700, MOUSE44699	CAPO308061
OG0006648	MOUSE52136, MOUSE52135	CAPO300638
OG0006651	MOUSE16196, MOUSE16198	CAPO306376
OG0006655	MOUSE10356	CAPO306982
OG0006657	MOUSE37738, MOUSE37737, MOUSE37736	CAPO304665
OG0006658	MOUSE07435	CAPO301723
OG0006662	MOUSE51152, MOUSE51153, MOUSE51154	CAPO305585
OG0006663	MOUSE22698	CAPO301399
OG0006664	MOUSE13287	CAPO302941
OG0006666	MOUSE09373, MOUSE09374, MOUSE09372	CAPO301682
OG0006667	MOUSE51392	CAPO305573
OG0006668	MOUSE21920	CAPO301053
OG0006669	MOUSE13244	CAPO301280
OG0006670	MOUSE24192, MOUSE24191	CAPO306366
OG0006673	MOUSE27959	CAPO302685
OG0006677	MOUSE42274, MOUSE42275, MOUSE42276, MOUSE42277	CAPO304250
OG0006678	MOUSE06118	CAPO300092
OG0006680	MOUSE28338, MOUSE28337	CAPO301748
OG0006681	MOUSE12651	CAPO305354
OG0006684	MOUSE39139, MOUSE39138	CAPO305512
OG0006686	MOUSE25607	CAPO307531
OG0006688	MOUSE12003	CAPO302794
OG0006690	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223	CAPO302172
OG0006691	MOUSE05202, MOUSE05203	CAPO305670
OG0006692	MOUSE05269	CAPO302647
OG0006693	MOUSE31556	CAPO302616
OG0006694	MOUSE00171, MOUSE00170, MOUSE00172	CAPO302438
OG0006695	MOUSE50174, MOUSE50175, MOUSE50173	CAPO302533
OG0006696	MOUSE02941, MOUSE02940, MOUSE02942, MOUSE07436	CAPO303681
OG0006698	MOUSE32106, MOUSE32107	CAPO305852
OG0006702	MOUSE34380, MOUSE34381, MOUSE34382	CAPO307269
OG0006703	MOUSE21490, MOUSE21491, MOUSE21488, MOUSE21489	CAPO302601
OG0006704	MOUSE37071, MOUSE37068, MOUSE37069	CAPO305136
OG0006706	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892	CAPO303773
OG0006707	MOUSE40954	CAPO304129
OG0006708	MOUSE32301, MOUSE32300	CAPO304327
OG0006709	MOUSE26376, MOUSE26377	CAPO302993
OG0006710	MOUSE32429, MOUSE32428	CAPO307958
OG0006712	MOUSE28628	CAPO307469
