Orthogroup	AENJA_ok	YEAST
OG0005244	AENJA_20092	YEAST06021
OG0005247	AENJA_20373	YEAST06314
OG0005249	AENJA_20420	YEAST03446
OG0005251	AENJA_20701, AENJA_20700	YEAST00934
OG0005254	AENJA_21033	YEAST00814
OG0005259	AENJA_21569	YEAST04276
OG0005261	AENJA_21820	YEAST01831
OG0005262	AENJA_21894	YEAST05458
OG0005264	AENJA_21961	YEAST03506
OG0005267	AENJA_22355	YEAST03513
OG0005269	AENJA_22732	YEAST03314
OG0005273	AENJA_23163	YEAST04916
OG0005275	AENJA_23280	YEAST03695
OG0005277	AENJA_23499	YEAST04186
OG0005279	AENJA_23668	YEAST05219
OG0005280	AENJA_23904, AENJA_23903, AENJA_23905	YEAST00305
OG0005281	AENJA_23910	YEAST05694
OG0005285	AENJA_24684	YEAST03115
OG0005289	AENJA_25114	YEAST03438
OG0005292	AENJA_25293	YEAST01718
OG0005293	AENJA_25366	YEAST03033
OG0005294	AENJA_25605	YEAST01981
OG0005295	AENJA_25904	YEAST04584
OG0005298	AENJA_26046	YEAST03696
OG0005299	AENJA_26064	YEAST00788
OG0005300	AENJA_26263	YEAST04941
OG0005304	AENJA_26674	YEAST05397
OG0005360	AENJA_00600	YEAST05037
OG0005365	AENJA_01109	YEAST00555
OG0005366	AENJA_07344, AENJA_24633, AENJA_01145	YEAST05488
OG0005370	AENJA_01616	YEAST06092
OG0005371	AENJA_01629, AENJA_01628	YEAST06170
OG0005373	AENJA_01827	YEAST05422
OG0005374	AENJA_01955	YEAST05714
OG0005375	AENJA_01962	YEAST03962
OG0005379	AENJA_02617	YEAST03216
OG0005390	AENJA_03640	YEAST03532
OG0005391	AENJA_03952	YEAST02166
OG0005393	AENJA_03974	YEAST04280
OG0005394	AENJA_03979	YEAST00853
OG0005396	AENJA_04397	YEAST05100
OG0005399	AENJA_04615	YEAST03052
OG0005402	AENJA_07322, AENJA_05086	YEAST00454, YEAST00455
OG0005403	AENJA_05096, AENJA_05789	YEAST03894
OG0005406	AENJA_05242	YEAST00801
OG0005409	AENJA_05383	YEAST01305
OG0005412	AENJA_05564	YEAST00286
OG0005413	AENJA_05574	YEAST00212
OG0005417	AENJA_05779, AENJA_10810	YEAST02517
OG0005422	AENJA_06255	YEAST00744
OG0005430	AENJA_06529	YEAST02046
OG0005431	AENJA_06544	YEAST00653
OG0005432	AENJA_06561	YEAST00083
OG0005433	AENJA_06729	YEAST00126
OG0005435	AENJA_13965, AENJA_06761	YEAST02973
OG0005437	AENJA_06816	YEAST04554
OG0005438	AENJA_06828	YEAST03985
OG0005439	AENJA_06961	YEAST00480, YEAST02388
OG0005446	AENJA_07688	YEAST02856
OG0005448	AENJA_07878	YEAST00061
OG0005451	AENJA_08098	YEAST02174
OG0005455	AENJA_08486	YEAST01906
OG0005464	AENJA_09339	YEAST03289
OG0005465	AENJA_09364	YEAST02925
OG0005466	AENJA_09722	YEAST04413
OG0005468	AENJA_10069	YEAST03549
OG0005469	AENJA_10070	YEAST03750
OG0005470	AENJA_10194	YEAST05805
OG0005471	AENJA_10209, AENJA_12360	YEAST02704
OG0005474	AENJA_10453, AENJA_10452	YEAST05625
OG0005476	AENJA_10501	YEAST00929
OG0005479	AENJA_10855	YEAST06140
OG0005481	AENJA_10900	YEAST02988
OG0005482	AENJA_10927	YEAST06080
OG0005484	AENJA_11054	YEAST05993
OG0005488	AENJA_11403	YEAST02834
OG0005489	AENJA_11457	YEAST02006
OG0005490	AENJA_11459	YEAST02289
OG0005493	AENJA_11632	YEAST03669
OG0005495	AENJA_11935	YEAST04982
OG0005498	AENJA_12235	YEAST02944
OG0005499	AENJA_12600	YEAST00316
OG0005503	AENJA_12860	YEAST01883
OG0005504	AENJA_12889	YEAST02859
OG0005508	AENJA_22456, AENJA_13303	YEAST05735
OG0005511	AENJA_21527, AENJA_13841	YEAST04889
OG0005514	AENJA_14445	YEAST00756
OG0005524	AENJA_15449	YEAST04752
OG0005527	AENJA_15756	YEAST05177
OG0005531	AENJA_16185	YEAST02508
OG0005533	AENJA_16223	YEAST05670
OG0005535	AENJA_16599	YEAST03305
OG0005537	AENJA_17179	YEAST00932
OG0005539	AENJA_17548	YEAST01881
OG0005540	AENJA_17551	YEAST04214
OG0005545	AENJA_18372	YEAST06273
OG0005554	AENJA_18804	YEAST01003
OG0005556	AENJA_18935	YEAST01807
OG0005559	AENJA_19056	YEAST02680
OG0005560	AENJA_19248	YEAST01996
OG0005561	AENJA_19485	YEAST05048
OG0005562	AENJA_19601	YEAST02317
OG0005563	AENJA_19676	YEAST03552
OG0005564	AENJA_19698	YEAST02525
OG0005566	AENJA_19875	YEAST02934
OG0005569	AENJA_20459	YEAST01288
OG0005570	AENJA_20636	YEAST05155
OG0005572	AENJA_20678	YEAST04844
OG0005573	AENJA_20903	YEAST00059
OG0005574	AENJA_21165	YEAST02083
OG0005575	AENJA_21248	YEAST02256
OG0005580	AENJA_21973	YEAST03612
OG0005582	AENJA_22257	YEAST06134
OG0005584	AENJA_22564	YEAST03140, YEAST03524
OG0005586	AENJA_22676	YEAST00364
OG0005589	AENJA_22696	YEAST06142
OG0005590	AENJA_22743	YEAST05462
OG0005592	AENJA_22823	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	AENJA_22998	YEAST04980
OG0005595	AENJA_23087	YEAST01803
OG0005597	AENJA_23387	YEAST02753
OG0005598	AENJA_23392	YEAST01870
OG0005599	AENJA_23484	YEAST01798
OG0005600	AENJA_23486	YEAST00206
OG0005604	AENJA_23601, AENJA_23600	YEAST03276
OG0005605	AENJA_23709	YEAST01083
OG0005613	AENJA_24898	YEAST02714
OG0005617	AENJA_25373	YEAST02068
OG0005618	AENJA_25599	YEAST04830
OG0005620	AENJA_25760	YEAST04915
OG0005622	AENJA_25969	YEAST05142
OG0005623	AENJA_26090	YEAST01590
OG0005626	AENJA_26279	YEAST02896
OG0005632	AENJA_26780	YEAST01025
OG0005681	AENJA_00039, AENJA_26565	YEAST01514
OG0005694	AENJA_08020, AENJA_00499	YEAST02311
OG0005701	AENJA_00987	YEAST03349
OG0005702	AENJA_01004	YEAST02337
OG0005703	AENJA_01041	YEAST00484
OG0005707	AENJA_01197	YEAST01682
OG0005715	AENJA_02021	YEAST05111
OG0005719	AENJA_02576, AENJA_21883, AENJA_16676, AENJA_06368, AENJA_14184, AENJA_03800, AENJA_16113	YEAST01866
OG0005723	AENJA_02860	YEAST05629
OG0005724	AENJA_02979	YEAST03029
OG0005728	AENJA_03321	YEAST03877
OG0005729	AENJA_03373	YEAST04879
OG0005731	AENJA_03387	YEAST04127
OG0005732	AENJA_03425	YEAST05411, YEAST00067
OG0005734	AENJA_03577	YEAST03845
OG0005747	AENJA_04612	YEAST02338
OG0005749	AENJA_04691	YEAST00550
OG0005750	AENJA_04732	YEAST05318
OG0005758	AENJA_05774	YEAST03970
OG0005764	AENJA_06405	YEAST03256
OG0005769	AENJA_06901	YEAST05614
OG0005774	AENJA_07195	YEAST01218
OG0005775	AENJA_07400	YEAST04199
OG0005779	AENJA_22397, AENJA_07902	YEAST03322
OG0005783	AENJA_08164	YEAST04090
OG0005784	AENJA_08165	YEAST06131
OG0005787	AENJA_08283	YEAST03651
OG0005789	AENJA_08496	YEAST06245
OG0005790	AENJA_08673	YEAST01022
OG0005792	AENJA_08731	YEAST02379
OG0005793	AENJA_08802	YEAST03437
OG0005794	AENJA_08842	YEAST03999
OG0005796	AENJA_09063	YEAST02169
OG0005797	AENJA_09169	YEAST04949
OG0005799	AENJA_09278	YEAST05573
OG0005800	AENJA_09323	YEAST03278
OG0005801	AENJA_09343	YEAST00340
OG0005803	AENJA_09439	YEAST05968
OG0005805	AENJA_09663, AENJA_12528	YEAST01806
OG0005807	AENJA_09729	YEAST01275
OG0005811	AENJA_10118	YEAST01007
OG0005812	AENJA_10119	YEAST06095, YEAST02696, YEAST03626
OG0005814	AENJA_22012, AENJA_10306	YEAST01475
OG0005815	AENJA_10315	YEAST03739
OG0005819	AENJA_10488	YEAST04896
OG0005823	AENJA_10752	YEAST01415
OG0005828	AENJA_11255	YEAST00547
OG0005831	AENJA_11339	YEAST05339
OG0005832	AENJA_11664	YEAST00468
OG0005835	AENJA_12042	YEAST01714
OG0005837	AENJA_12096	YEAST02139
OG0005842	AENJA_12408	YEAST02254
OG0005843	AENJA_12497	YEAST02236
OG0005845	AENJA_14043, AENJA_12673	YEAST00903
OG0005848	AENJA_12933	YEAST01451, YEAST02858
OG0005849	AENJA_12988	YEAST01002
OG0005850	AENJA_12991	YEAST01618
OG0005860	AENJA_13676	YEAST01211
OG0005864	AENJA_13906	YEAST04171
OG0005865	AENJA_14069	YEAST02036
OG0005866	AENJA_14163	YEAST02662, YEAST00926, YEAST05389
OG0005869	AENJA_14469	YEAST04361
OG0005872	AENJA_14877	YEAST00119
OG0005874	AENJA_14913	YEAST05241
OG0005880	AENJA_19973, AENJA_15552	YEAST00456
OG0005886	AENJA_16124	YEAST01320
OG0005887	AENJA_16413	YEAST02429, YEAST01660
OG0005888	AENJA_16421	YEAST01289, YEAST02921
OG0005889	AENJA_16715	YEAST02568
OG0005893	AENJA_17245	YEAST05434
OG0005897	AENJA_17702	YEAST04730
OG0005898	AENJA_17852	YEAST04411
OG0005899	AENJA_18115	YEAST01832
OG0005901	AENJA_18246	YEAST04462
OG0005902	AENJA_18247	YEAST03800
OG0005906	AENJA_18627	YEAST01796
OG0005909	AENJA_18683	YEAST01623
OG0005919	AENJA_20070	YEAST06039
OG0005921	AENJA_20303	YEAST01856
OG0005922	AENJA_20511	YEAST03364
OG0005925	AENJA_20679	YEAST05583
OG0005928	AENJA_20891	YEAST02001
OG0005931	AENJA_21193	YEAST04950
OG0005932	AENJA_21195	YEAST02495
OG0005933	AENJA_21408	YEAST05705
OG0005936	AENJA_21972	YEAST03224
OG0005940	AENJA_22657	YEAST04035
OG0005943	AENJA_22968	YEAST00579
OG0005944	AENJA_23015	YEAST01316
OG0005946	AENJA_23033	YEAST05608
OG0005949	AENJA_23232	YEAST06253
OG0005952	AENJA_23383, AENJA_26242	YEAST03507
OG0005954	AENJA_23538	YEAST01233
OG0005955	AENJA_23541	YEAST00616
OG0005960	AENJA_24360	YEAST04608
OG0005961	AENJA_24367	YEAST00672
OG0005965	AENJA_24829	YEAST02033
OG0005966	AENJA_24862	YEAST04113
OG0005968	AENJA_25169	YEAST05417
OG0005969	AENJA_25218	YEAST04558, YEAST04559
OG0005970	AENJA_25251	YEAST05328
OG0005974	AENJA_25677	YEAST06068
OG0005976	AENJA_25735	YEAST02136
OG0005978	AENJA_25870	YEAST01891
OG0005980	AENJA_26209	YEAST06132
OG0005984	AENJA_26630	YEAST04078, YEAST01479
OG0005985	AENJA_26651, AENJA_26654	YEAST00726
OG0005986	AENJA_26777	YEAST02056
OG0005987	AENJA_26832	YEAST05748
OG0006059	AENJA_07337, AENJA_00150	YEAST03490
OG0006063	AENJA_00605	YEAST00475
OG0006064	AENJA_00650	YEAST03138
OG0006065	AENJA_00665	YEAST06018
OG0006069	AENJA_00843	YEAST00670
OG0006071	AENJA_01102	YEAST02732
OG0006072	AENJA_01190, AENJA_01191	YEAST03317
OG0006073	AENJA_01226	YEAST06328
OG0006074	AENJA_01259	YEAST00045
OG0006079	AENJA_01432	YEAST05794
OG0006084	AENJA_01643	YEAST02308
OG0006087	AENJA_01889	YEAST02260
OG0006090	AENJA_02180	YEAST03852
OG0006095	AENJA_02769	YEAST03334
OG0006096	AENJA_23191, AENJA_02802	YEAST03331
OG0006098	AENJA_02992	YEAST06192
OG0006103	AENJA_03372	YEAST01110
OG0006104	AENJA_03385	YEAST03697
OG0006106	AENJA_03554	YEAST00295
OG0006113	AENJA_03955	YEAST06164
OG0006114	AENJA_04047	YEAST05960
OG0006115	AENJA_09142, AENJA_04130	YEAST01346
OG0006116	AENJA_04216	YEAST05770
OG0006117	AENJA_04248	YEAST05899
OG0006122	AENJA_04504	YEAST05199
OG0006127	AENJA_05400	YEAST04711
OG0006134	AENJA_06166	YEAST00416
OG0006135	AENJA_06474	YEAST00161
OG0006136	AENJA_06518	YEAST05740
OG0006140	AENJA_06694	YEAST05182
OG0006141	AENJA_06732	YEAST02626
OG0006144	AENJA_06817	YEAST04770
OG0006145	AENJA_07241	YEAST01394
OG0006147	AENJA_07690	YEAST05179
OG0006149	AENJA_07795, AENJA_26742	YEAST05979
OG0006152	AENJA_08046	YEAST03796
OG0006155	AENJA_10680, AENJA_08285	YEAST04800
OG0006156	AENJA_08334	YEAST00437
OG0006157	AENJA_08379, AENJA_19364	YEAST02465
OG0006159	AENJA_08791	YEAST06098
OG0006160	AENJA_08921	YEAST01548
OG0006161	AENJA_08974	YEAST04301
OG0006168	AENJA_09279	YEAST01411
OG0006169	AENJA_09311	YEAST02933
OG0006176	AENJA_10255	YEAST03164
OG0006177	AENJA_10258	YEAST01871, YEAST01295
OG0006180	AENJA_10861	YEAST00504
OG0006181	AENJA_10967	YEAST02419
OG0006185	AENJA_11023	YEAST05986
OG0006186	AENJA_11147	YEAST01010
OG0006188	AENJA_11273	YEAST05311
OG0006189	AENJA_11334	YEAST00844, YEAST06269
OG0006191	AENJA_11447	YEAST02336
OG0006192	AENJA_11677	YEAST06153
OG0006196	AENJA_11923	YEAST03954
OG0006199	AENJA_12139	YEAST06121
OG0006200	AENJA_12153	YEAST05079
OG0006202	AENJA_12367	YEAST00362
OG0006204	AENJA_12686	YEAST02271
OG0006209	AENJA_23478, AENJA_13087	YEAST04555
OG0006210	AENJA_13227	YEAST00201
OG0006213	AENJA_13784	YEAST03554
OG0006214	AENJA_13793	YEAST04089
OG0006216	AENJA_13923	YEAST01089
OG0006217	AENJA_14066	YEAST00809
OG0006224	AENJA_15254	YEAST02751, YEAST03048
OG0006225	AENJA_15351	YEAST04875
OG0006227	AENJA_15421	YEAST00128
OG0006229	AENJA_15614	YEAST00143
OG0006230	AENJA_15684	YEAST03869
OG0006233	AENJA_15946	YEAST04247
OG0006237	AENJA_16177	YEAST02126
OG0006240	AENJA_16454	YEAST04649
OG0006245	AENJA_16829	YEAST05732
OG0006247	AENJA_17041	YEAST04977
OG0006249	AENJA_17261	YEAST00821
OG0006250	AENJA_17439	YEAST05424
OG0006251	AENJA_17441	YEAST04963
OG0006255	AENJA_17672	YEAST03350
OG0006258	AENJA_17969	YEAST05637
OG0006259	AENJA_18025	YEAST05672
OG0006260	AENJA_18129	YEAST04100
OG0006263	AENJA_18245	YEAST02521
OG0006269	AENJA_18662	YEAST03069
OG0006271	AENJA_18740	YEAST00375
OG0006275	AENJA_19065	YEAST06102
OG0006277	AENJA_19169	YEAST02811
OG0006279	AENJA_19295	YEAST04402
OG0006280	AENJA_19369	YEAST04541
OG0006281	AENJA_19582, AENJA_19578	YEAST04979
OG0006282	AENJA_19605, AENJA_20673	YEAST01445
OG0006283	AENJA_19606	YEAST00229
OG0006284	AENJA_19713	YEAST04213
OG0006288	AENJA_19866	YEAST02860
OG0006289	AENJA_19932	YEAST06209
OG0006293	AENJA_20143	YEAST05380
OG0006294	AENJA_20284	YEAST04000
OG0006295	AENJA_20394	YEAST05360
OG0006302	AENJA_21163, AENJA_21164	YEAST01852
OG0006306	AENJA_21664	YEAST00230
OG0006311	AENJA_21861	YEAST01145
OG0006313	AENJA_21937	YEAST02392
OG0006315	AENJA_22252	YEAST00489
OG0006317	AENJA_22566	YEAST02082
OG0006319	AENJA_22630	YEAST01135
OG0006320	AENJA_22758	YEAST04478
OG0006322	AENJA_22831	YEAST00815
OG0006329	AENJA_23040	YEAST01245
OG0006332	AENJA_23127	YEAST06042
OG0006334	AENJA_23288	YEAST00864
OG0006335	AENJA_23454	YEAST02588
OG0006339	AENJA_23637, AENJA_24037	YEAST06286
OG0006340	AENJA_23711	YEAST00922, YEAST05387
OG0006341	AENJA_23741, AENJA_25917	YEAST01452
OG0006344	AENJA_23992	YEAST01465
OG0006347	AENJA_24626	YEAST03436
OG0006349	AENJA_25019	YEAST05233
OG0006350	AENJA_25064	YEAST00452
OG0006357	AENJA_25611	YEAST02650
OG0006360	AENJA_25814	YEAST01556
OG0006362	AENJA_25951	YEAST05722
OG0006447	AENJA_00097	YEAST03459
OG0006448	AENJA_00147	YEAST00505, YEAST04285
OG0006449	AENJA_00161	YEAST02458
OG0006456	AENJA_18569, AENJA_00534	YEAST06224
OG0006459	AENJA_00708	YEAST00972, YEAST00245
OG0006461	AENJA_00796	YEAST05346
OG0006462	AENJA_00971	YEAST01838
OG0006464	AENJA_01149	YEAST05965
OG0006465	AENJA_01262	YEAST01875
OG0006467	AENJA_05912	YEAST02272
OG0006470	AENJA_01586	YEAST01306
OG0006474	AENJA_01839	YEAST03988
OG0006475	AENJA_02093	YEAST06223, YEAST00349
OG0006476	AENJA_02142	YEAST00315
OG0006479	AENJA_02378	YEAST05669
OG0006481	AENJA_02402	YEAST06165
OG0006488	AENJA_03064	YEAST02614
OG0006498	AENJA_03890	YEAST02291
OG0006503	AENJA_04398	YEAST06053
OG0006504	AENJA_16898, AENJA_04416	YEAST02866
OG0006507	AENJA_04788	YEAST02914
OG0006509	AENJA_04936	YEAST02252
OG0006511	AENJA_05001	YEAST01899
OG0006512	AENJA_05769, AENJA_05293	YEAST04169
OG0006514	AENJA_21274, AENJA_05458	YEAST05820
OG0006515	AENJA_14152, AENJA_05502	YEAST03195
OG0006516	AENJA_05505	YEAST02248
OG0006520	AENJA_06121	YEAST05914
OG0006523	AENJA_06540	YEAST04170
OG0006528	AENJA_07246	YEAST02276
OG0006532	AENJA_07693	YEAST05019
OG0006533	AENJA_07742	YEAST00790
OG0006536	AENJA_07956	YEAST05130
OG0006538	AENJA_08050	YEAST02168
OG0006543	AENJA_15795, AENJA_08614	YEAST03219
OG0006544	AENJA_08630	YEAST06160
OG0006550	AENJA_09213	YEAST05541
OG0006552	AENJA_09303	YEAST02016
OG0006553	AENJA_09463	YEAST05825
OG0006554	AENJA_09668	YEAST04136
OG0006561	AENJA_10164	YEAST00874
OG0006564	AENJA_10383	YEAST05934
OG0006568	AENJA_10472	YEAST03560
OG0006569	AENJA_10690	YEAST02940
OG0006571	AENJA_10794	YEAST00795
OG0006574	AENJA_11193	YEAST06163
OG0006577	AENJA_23377, AENJA_11258	YEAST03945
OG0006578	AENJA_11264	YEAST00813
OG0006580	AENJA_11583	YEAST04957
OG0006582	AENJA_12464	YEAST04615
OG0006584	AENJA_12500	YEAST01846
OG0006589	AENJA_12916	YEAST04474
OG0006594	AENJA_13414	YEAST00464
OG0006595	AENJA_13536	YEAST05577
OG0006596	AENJA_13622	YEAST03312
OG0006597	AENJA_13689	YEAST01876
OG0006598	AENJA_13737	YEAST02580
OG0006602	AENJA_14087	YEAST06259
OG0006603	AENJA_14155	YEAST05721
OG0006604	AENJA_14442	YEAST01597
OG0006607	AENJA_14537	YEAST05258
OG0006609	AENJA_14599	YEAST04231
OG0006610	AENJA_14663	YEAST04593
OG0006611	AENJA_14698	YEAST02395
OG0006613	AENJA_14809	YEAST00490
OG0006615	AENJA_14938	YEAST02695
OG0006617	AENJA_15260	YEAST02864, YEAST02189
OG0006619	AENJA_15520	YEAST03691
OG0006622	AENJA_15726	YEAST04382
OG0006625	AENJA_15915	YEAST05905
OG0006627	AENJA_16100, AENJA_16099	YEAST01553
OG0006630	AENJA_16229	YEAST05584
OG0006631	AENJA_16356	YEAST01419, YEAST04493
OG0006633	AENJA_16566	YEAST05580
OG0006636	AENJA_16904	YEAST06190
OG0006637	AENJA_16936	YEAST06011
OG0006651	AENJA_18736	YEAST03308
OG0006655	AENJA_18965	YEAST04609
OG0006658	AENJA_19247	YEAST03323
OG0006662	AENJA_19418	YEAST02707
OG0006663	AENJA_19913	YEAST04538
OG0006664	AENJA_20021	YEAST04769
OG0006667	AENJA_20411	YEAST03011
OG0006668	AENJA_20635	YEAST00040
OG0006669	AENJA_20657	YEAST05379
OG0006678	AENJA_21492	YEAST03428
OG0006681	AENJA_21662	YEAST02774
OG0006688	AENJA_22121	YEAST02298
OG0006690	AENJA_22269	YEAST00986
OG0006691	AENJA_22370, AENJA_22371	YEAST06141
OG0006692	AENJA_22551	YEAST04243
OG0006694	AENJA_22901	YEAST04074
OG0006703	AENJA_23320	YEAST04919
OG0006704	AENJA_23386	YEAST02241
OG0006706	AENJA_23532	YEAST01312
OG0006707	AENJA_23660	YEAST04448
OG0006712	AENJA_24048	YEAST01297
OG0006716	AENJA_24408	YEAST01688
OG0006717	AENJA_24478	YEAST03273, YEAST00511
OG0006722	AENJA_25021	YEAST05928
OG0006725	AENJA_25269	YEAST05141
OG0006726	AENJA_25361	YEAST01310
OG0006728	AENJA_25577	YEAST01819
OG0006730	AENJA_25804	YEAST06066
OG0006732	AENJA_25874, AENJA_25873	YEAST05092
OG0006736	AENJA_26061	YEAST03708, YEAST02845
OG0006738	AENJA_26156	YEAST03786
OG0006741	AENJA_26632	YEAST00908
OG0006826	AENJA_00120	YEAST03748
OG0006830	AENJA_00399	YEAST02320
OG0006838	AENJA_07404, AENJA_01046	YEAST01244
OG0006843	AENJA_01195	YEAST03855
OG0006846	AENJA_01258	YEAST04146
OG0006853	AENJA_01775, AENJA_26577	YEAST03500
OG0006860	AENJA_02208	YEAST03798
OG0006867	AENJA_02777	YEAST03341
OG0006869	AENJA_02815	YEAST01706
OG0006874	AENJA_03384	YEAST03449
OG0006876	AENJA_03442, AENJA_23472	YEAST00384
OG0006880	AENJA_03927	YEAST04631
OG0006881	AENJA_03938	YEAST01049
OG0006887	AENJA_04451	YEAST01983
OG0006888	AENJA_04455, AENJA_16366	YEAST00485
OG0006890	AENJA_04581	YEAST02034
OG0006891	AENJA_04660	YEAST00187
OG0006892	AENJA_04736	YEAST04820
OG0006894	AENJA_04847	YEAST01360
OG0006897	AENJA_05372	YEAST00856
OG0006901	AENJA_05820	YEAST05480
OG0006906	AENJA_06221	YEAST00746
OG0006918	AENJA_07427	YEAST05610
OG0006920	AENJA_07564	YEAST02490
OG0006924	AENJA_07755	YEAST04308
OG0006927	AENJA_07880	YEAST00921
OG0006934	AENJA_08104	YEAST02053
OG0006935	AENJA_08143	YEAST02014
OG0006936	AENJA_08149	YEAST06114
OG0006937	AENJA_08252	YEAST05537
OG0006938	AENJA_25925, AENJA_08279	YEAST02536
OG0006939	AENJA_08295	YEAST01033
OG0006940	AENJA_08348	YEAST05163
OG0006942	AENJA_08411	YEAST00190
OG0006943	AENJA_08418	YEAST02583
OG0006949	AENJA_08970	YEAST00975, YEAST00256
OG0006952	AENJA_09338	YEAST02831
OG0006953	AENJA_09368	YEAST02903, YEAST04751, YEAST05739
OG0006959	AENJA_09576	YEAST01865
OG0006964	AENJA_09897	YEAST05995
OG0006966	AENJA_10045	YEAST02544
OG0006967	AENJA_10081	YEAST06235
OG0006968	AENJA_10127	YEAST03972
OG0006969	AENJA_10132	YEAST01604
OG0006971	AENJA_10382	YEAST00044
OG0006973	AENJA_10893	YEAST03793
OG0006975	AENJA_11111	YEAST02322
OG0006977	AENJA_11169	YEAST06248
OG0006978	AENJA_11351	YEAST00696
OG0006980	AENJA_11690, AENJA_11689	YEAST02173
OG0006985	AENJA_12194	YEAST03215
OG0006989	AENJA_12558	YEAST04914
OG0006991	AENJA_12675	YEAST05066
OG0006992	AENJA_12702, AENJA_16070	YEAST04657
OG0006994	AENJA_12854	YEAST05554
OG0006995	AENJA_12859	YEAST06048
OG0006997	AENJA_12913	YEAST00664
OG0006998	AENJA_12939	YEAST02509
OG0006999	AENJA_12940	YEAST03874
OG0007003	AENJA_13349	YEAST01840
OG0007005	AENJA_13425	YEAST03907
OG0007009	AENJA_13674	YEAST05645
OG0007010	AENJA_13687	YEAST01652
OG0007012	AENJA_13835	YEAST05361
OG0007013	AENJA_13842	YEAST05971
OG0007015	AENJA_13940	YEAST03053
OG0007016	AENJA_14164	YEAST05307
OG0007020	AENJA_14431	YEAST00663
OG0007024	AENJA_14840	YEAST01864
OG0007028	AENJA_15287	YEAST06312
OG0007029	AENJA_15661	YEAST05619
OG0007030	AENJA_15706	YEAST05712
OG0007033	AENJA_15780	YEAST04002
OG0007036	AENJA_15980	YEAST04799
OG0007043	AENJA_19281, AENJA_16342	YEAST02072, YEAST01064
OG0007045	AENJA_16721	YEAST01113
OG0007046	AENJA_16840	YEAST04826
OG0007049	AENJA_17013	YEAST05930
OG0007050	AENJA_20342, AENJA_17182	YEAST05668
OG0007053	AENJA_17379	YEAST05898
OG0007055	AENJA_17474	YEAST02593
OG0007057	AENJA_17685	YEAST05673
OG0007061	AENJA_18086	YEAST03247
OG0007063	AENJA_18189	YEAST04650
OG0007065	AENJA_18236	YEAST01111
OG0007071	AENJA_18814, AENJA_20432	YEAST02162
OG0007073	AENJA_18861	YEAST03946
OG0007075	AENJA_19074, AENJA_19073	YEAST00811
OG0007084	AENJA_20378	YEAST05527
OG0007089	AENJA_20594	YEAST04132
OG0007092	AENJA_20784	YEAST01811
OG0007093	AENJA_20890	YEAST01923
OG0007095	AENJA_21007	YEAST02581
OG0007097	AENJA_21089	YEAST01699
OG0007098	AENJA_21303	YEAST03783
OG0007106	AENJA_21772	YEAST00202
OG0007112	AENJA_22684	YEAST05597
OG0007114	AENJA_22816	YEAST03493
OG0007118	AENJA_23161	YEAST01120
OG0007119	AENJA_23375	YEAST05459
OG0007120	AENJA_23378	YEAST04248
OG0007121	AENJA_23568	YEAST05746
OG0007124	AENJA_23735	YEAST04818
OG0007127	AENJA_24302	YEAST04415
OG0007130	AENJA_24363	YEAST05158
OG0007131	AENJA_24469	YEAST05874
OG0007132	AENJA_24649	YEAST06078
OG0007137	AENJA_25069	YEAST00797
OG0007138	AENJA_25134	YEAST04319
OG0007139	AENJA_25183	YEAST05259
OG0007143	AENJA_25363	YEAST02636
OG0007144	AENJA_25491	YEAST04135
OG0007150	AENJA_26056	YEAST00900
OG0007154	AENJA_26509	YEAST01439
OG0007249	AENJA_19637, AENJA_00124	YEAST00344
OG0007254	AENJA_00931	YEAST00328
OG0007258	AENJA_01436, AENJA_11453	YEAST02867
OG0007264	AENJA_02217	YEAST04093
OG0007269	AENJA_02569	YEAST04522
OG0007274	AENJA_02816	YEAST04165, YEAST05634
OG0007276	AENJA_02931	YEAST02007
OG0007279	AENJA_03339	YEAST02363
OG0007282	AENJA_03431	YEAST04912
OG0007288	AENJA_03747	YEAST02949
OG0007292	AENJA_04105	YEAST05159
OG0007303	AENJA_05104	YEAST05207
OG0007307	AENJA_05325	YEAST05606
OG0007313	AENJA_10867, AENJA_06071	YEAST02047
OG0007317	AENJA_06549	YEAST04084
OG0007321	AENJA_06818	YEAST05016
OG0007322	AENJA_06900	YEAST01090
OG0007325	AENJA_07023	YEAST03249
OG0007330	AENJA_07724	YEAST00633
OG0007332	AENJA_07980	YEAST02451
OG0007335	AENJA_08730	YEAST06084
OG0007336	AENJA_24259, AENJA_08744	YEAST03606
OG0007341	AENJA_08963	YEAST00183
OG0007342	AENJA_09009	YEAST03859
OG0007343	AENJA_09011	YEAST00383
OG0007347	AENJA_09485	YEAST02066
OG0007349	AENJA_09661	YEAST01492
OG0007354	AENJA_10138	YEAST03378
OG0007355	AENJA_10292, AENJA_10291	YEAST02682
OG0007361	AENJA_10793	YEAST02394
OG0007363	AENJA_10957, AENJA_10954	YEAST05519
OG0007364	AENJA_10959	YEAST01959
OG0007367	AENJA_11272	YEAST01013
OG0007371	AENJA_11627	YEAST04970
OG0007376	AENJA_11779	YEAST02976
OG0007379	AENJA_12106	YEAST00967
OG0007380	AENJA_12373	YEAST00785, YEAST00666
OG0007382	AENJA_12498	YEAST01108
OG0007387	AENJA_12902	YEAST06326
OG0007393	AENJA_13334	YEAST01116
OG0007394	AENJA_13338	YEAST05998
OG0007395	AENJA_13363	YEAST00603
