Orthogroup	SCHMD	DROME
OG0001254	SCHMD14258, SCHMD09217	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033
OG0001255	SCHMD24572, SCHMD15801	DROME11892
OG0001256	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301
OG0001261	SCHMD13436	DROME00542, DROME00543, DROME00540, DROME00541
OG0001262	SCHMD20011	DROME20437
OG0001262	SCHMD20259	DROME01661
OG0001263	SCHMD17470	DROME01386, DROME01387
OG0001264	SCHMD27230, SCHMD17432	DROME08249, DROME08250, DROME08248
OG0001266	SCHMD10438	DROME19377
OG0001267	SCHMD05399	DROME13068
OG0001271	SCHMD05357	DROME20484
OG0001272	SCHMD22716, SCHMD09459	DROME17237, DROME17236, DROME17235, DROME17243
OG0001273	SCHMD13838, SCHMD25918, SCHMD21739	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251
OG0001274	SCHMD04927, SCHMD06016	DROME06585, DROME06586, DROME06584
OG0001278	SCHMD25706, SCHMD22381	DROME15455, DROME15454, DROME15456
OG0001279	SCHMD06836	DROME15211, DROME15210
OG0001280	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884	DROME15706
OG0001281	SCHMD05572	DROME19100
OG0001282	SCHMD08025	DROME04060, DROME04059, DROME04058
OG0001284	SCHMD00434	DROME05418
OG0001286	SCHMD05790	DROME11490, DROME11489, DROME11491
OG0001287	SCHMD07530	DROME15976, DROME15975, DROME04476
OG0001288	SCHMD25110, SCHMD25219, SCHMD07329, SCHMD24194, SCHMD28204	DROME19787, DROME09388, DROME09389
OG0001291	SCHMD20641, SCHMD11793	DROME21166, DROME21165, DROME18055, DROME18056
OG0001294	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418	DROME19278
OG0001296	SCHMD20454, SCHMD11060	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669
OG0001300	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202	DROME21326, DROME21325, DROME21324
OG0001302	SCHMD13885	DROME00539
OG0001304	SCHMD00876, SCHMD13840	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068
OG0001308	SCHMD08020	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399
OG0001310	SCHMD19422	DROME15600
OG0001311	SCHMD05801	DROME20740, DROME20738, DROME20739, DROME20741
OG0001318	SCHMD07054	DROME17213
OG0001318	SCHMD16802	DROME09513
OG0001319	SCHMD14764	DROME01307
OG0001321	SCHMD23818	DROME16103
OG0001322	SCHMD09506	DROME15932
OG0001323	SCHMD18380, SCHMD28053	DROME18781, DROME18779, DROME18782, DROME18780
OG0001325	SCHMD05728	DROME14232
OG0001326	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423	DROME03927
OG0001327	SCHMD02379	DROME18410
OG0001328	SCHMD23086	DROME20058, DROME14994
OG0001331	SCHMD14545	DROME17517, DROME17519, DROME17518
OG0001332	SCHMD08288	DROME11272
OG0001333	SCHMD15673, SCHMD23155	DROME11917, DROME07724, DROME09080, DROME09081, DROME11916, DROME20312, DROME20313, DROME18937
OG0001335	SCHMD26447	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042
OG0001337	SCHMD01703	DROME07933, DROME07937
OG0001337	SCHMD11229, SCHMD01704, SCHMD14444	DROME20158
OG0001339	SCHMD08909	DROME19223, DROME16443, DROME14812, DROME07497, DROME07496
OG0001341	SCHMD02609, SCHMD12794	DROME00588
OG0001341	SCHMD01188, SCHMD02608	DROME19896, DROME19897, DROME19895
OG0001348	SCHMD24331, SCHMD29399	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496
OG0001350	SCHMD16735, SCHMD15485	DROME03240, DROME03239
OG0001350	SCHMD17071, SCHMD29804, SCHMD10618	DROME20607
OG0001351	SCHMD20739, SCHMD24185, SCHMD24241	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249
OG0001353	SCHMD10586	DROME12504, DROME12505
OG0001354	SCHMD11475, SCHMD26080	DROME19155, DROME19156
OG0001354	SCHMD12063	DROME18928
OG0001355	SCHMD23781	DROME18115
OG0001356	SCHMD21598, SCHMD19916	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202
OG0001359	SCHMD11507, SCHMD14841	DROME20396, DROME20399, DROME20398, DROME20397
OG0001361	SCHMD25345	DROME10441
OG0001362	SCHMD26327, SCHMD13619, SCHMD27588, SCHMD05644	DROME17431, DROME22085
OG0001363	SCHMD05287, SCHMD16288, SCHMD05291, SCHMD05173	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044
OG0001367	SCHMD04624	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536
OG0001368	SCHMD02343	DROME00518, DROME00521, DROME00519, DROME00520
OG0001370	SCHMD18225, SCHMD11963	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126
OG0001371	SCHMD02523	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809
OG0001372	SCHMD12917, SCHMD12353, SCHMD23970	DROME06987
OG0001375	SCHMD18333	DROME11058, DROME12544
OG0001376	SCHMD14191, SCHMD01800	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506
OG0001378	SCHMD12504, SCHMD07107	DROME14090, DROME14089
OG0001379	SCHMD15234	DROME02340
OG0001381	SCHMD02869, SCHMD02871, SCHMD02870	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084
OG0001383	SCHMD28197, SCHMD18572	DROME08849, DROME08848, DROME08850, DROME08851
OG0001386	SCHMD14821	DROME03356
OG0001387	SCHMD01336	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640
OG0001388	SCHMD08532	DROME15512
OG0001389	SCHMD02031, SCHMD17776	DROME08448, DROME08449, DROME08447
OG0001389	SCHMD02030	DROME18786
OG0001394	SCHMD23211, SCHMD24249	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848
OG0001395	SCHMD08832	DROME22042
OG0001397	SCHMD08548, SCHMD08095	DROME12938
OG0001399	SCHMD20091, SCHMD16432	DROME18551, DROME15177
OG0001401	SCHMD15712	DROME07715
OG0001402	SCHMD06853	DROME14376, DROME21039
OG0001404	SCHMD14854	DROME05603
OG0001405	SCHMD16175	DROME02126
OG0001406	SCHMD13359, SCHMD19152	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083
OG0001408	SCHMD23659, SCHMD15840, SCHMD15841	DROME21635, DROME21636, DROME21634
OG0001409	SCHMD20637, SCHMD16856	DROME18923, DROME18920, DROME18919, DROME18918, DROME18921, DROME18927, DROME18922, DROME18926, DROME18925, DROME18924
OG0001409	SCHMD04792	DROME18107
OG0001410	SCHMD09832	DROME00626
OG0001411	SCHMD13416, SCHMD19137	DROME13591, DROME09768, DROME09769
OG0001413	SCHMD02827	DROME21681, DROME21682
OG0001413	SCHMD02718	DROME17078
OG0001414	SCHMD19649	DROME00599
OG0001415	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947	DROME17030, DROME17031
OG0001416	SCHMD01722	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876
OG0001417	SCHMD06429, SCHMD24380, SCHMD19840	DROME21398, DROME21399
OG0001421	SCHMD14208	DROME08210
OG0001422	SCHMD18897, SCHMD04981, SCHMD04982	DROME19262, DROME19263
OG0001424	SCHMD23260, SCHMD24676	DROME21291
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	DROME10455
OG0001426	SCHMD02033	DROME16504, DROME16505
OG0001427	SCHMD03939, SCHMD00575	DROME04112, DROME04111, DROME04110
OG0001428	SCHMD09370, SCHMD15075, SCHMD06126, SCHMD06125	DROME00299, DROME00300
OG0001429	SCHMD14419, SCHMD19373	DROME15859, DROME15858
OG0001430	SCHMD00026	DROME14607, DROME14606
OG0001432	SCHMD08255	DROME12684, DROME12683, DROME12682, DROME12685
OG0001433	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764
OG0001434	SCHMD28634	DROME05416
OG0001437	SCHMD15768, SCHMD19785	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502
OG0001438	SCHMD03715, SCHMD17114	DROME02079, DROME08565
OG0001440	SCHMD08958, SCHMD08957	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858
OG0001442	SCHMD22956, SCHMD25864	DROME14822, DROME14823, DROME14821
OG0001445	SCHMD04082	DROME19218
OG0001447	SCHMD14223	DROME20519, DROME20520, DROME20518
OG0001449	SCHMD11900	DROME21187
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	DROME17550, DROME17549, DROME17548
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	DROME05198
OG0001456	SCHMD22269, SCHMD26154	DROME21079
OG0001458	SCHMD07871	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556
OG0001460	SCHMD10312, SCHMD23646	DROME19034
OG0001461	SCHMD05456, SCHMD05457, SCHMD13257	DROME01468
OG0001464	SCHMD20463	DROME03533, DROME03534
OG0001466	SCHMD12996, SCHMD13074, SCHMD25318, SCHMD17860, SCHMD03273	DROME20715
OG0001467	SCHMD19099	DROME03510
OG0001468	SCHMD00390	DROME11512, DROME11513
OG0001469	SCHMD09394	DROME11498
OG0001469	SCHMD24067, SCHMD10449	DROME15100
OG0001470	SCHMD02321	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191
OG0001472	SCHMD12948	DROME03418
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	DROME01627
OG0001474	SCHMD11576, SCHMD26877	DROME02835, DROME02834
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	DROME11371, DROME08104, DROME08103
OG0001478	SCHMD22576, SCHMD26017	DROME17873, DROME17872
OG0001479	SCHMD12413, SCHMD08686	DROME09340
OG0001480	SCHMD13493	DROME01335, DROME01336, DROME01334, DROME01333
OG0001482	SCHMD02244, SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242	DROME08131, DROME08132, DROME08133
OG0001483	SCHMD00397	DROME17221
OG0001484	SCHMD14277	DROME00233, DROME00235, DROME00237
OG0001490	SCHMD08286, SCHMD07637	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	DROME03966
OG0001493	SCHMD11122	DROME09887
OG0001496	SCHMD04335	DROME19745
OG0001501	SCHMD02704	DROME17335, DROME17336
OG0001502	SCHMD06697	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520
OG0001503	SCHMD25279, SCHMD19928	DROME04749
OG0001503	SCHMD25148	DROME03622
OG0001504	SCHMD05964	DROME21429, DROME21424, DROME21428, DROME21422
OG0001505	SCHMD11449, SCHMD14373, SCHMD09878, SCHMD13864, SCHMD07951, SCHMD16094	DROME08192
OG0001506	SCHMD04881	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156
OG0001507	SCHMD00992	DROME18836, DROME18837
OG0001508	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374	DROME11905
OG0001510	SCHMD18904, SCHMD27815, SCHMD18903	DROME00025
OG0001511	SCHMD14385	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184
OG0001512	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450	DROME19876, DROME13867, DROME13866
OG0001513	SCHMD16029	DROME05379
OG0001514	SCHMD13607, SCHMD17180, SCHMD05979	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650
OG0001516	SCHMD07784	DROME13883
OG0001517	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460	DROME03470
OG0001517	SCHMD07463	DROME02323
OG0001518	SCHMD00912, SCHMD00913, SCHMD08704, SCHMD08705	DROME10968
OG0001519	SCHMD01453, SCHMD11573	DROME20785, DROME20788, DROME20786, DROME20787
OG0001522	SCHMD06814	DROME02905, DROME02904
OG0001524	SCHMD08154, SCHMD08155	DROME06417, DROME06418
OG0001524	SCHMD06432	DROME00342, DROME00343
OG0001525	SCHMD22768, SCHMD18999, SCHMD19000, SCHMD08330	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288
OG0001526	SCHMD16302, SCHMD16303, SCHMD16304	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110
OG0001527	SCHMD05435	DROME15289
OG0001527	SCHMD08837	DROME00338
OG0001530	SCHMD09337	DROME01073
OG0001531	SCHMD25753	DROME10267, DROME10266
OG0001532	SCHMD11604	DROME20201
OG0001533	SCHMD04796	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969
OG0001534	SCHMD13063	DROME09046, DROME09047
OG0001538	SCHMD03672	DROME07056, DROME07054, DROME07055
OG0001546	SCHMD23904	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623
OG0001551	SCHMD21975	DROME08057
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	DROME02123, DROME02122
OG0001554	SCHMD11035	DROME16741
OG0001557	SCHMD13972	DROME07367
OG0001558	SCHMD18412, SCHMD28405	DROME19656, DROME19657
OG0001559	SCHMD02521	DROME02902
OG0001560	SCHMD19288, SCHMD02478	DROME14810, DROME17871
OG0001561	SCHMD21318	DROME04222
OG0001562	SCHMD20732, SCHMD29309	DROME16718
OG0001563	SCHMD18145	DROME03209
OG0001565	SCHMD26958, SCHMD27759, SCHMD17155	DROME18953, DROME18978
OG0001566	SCHMD15713	DROME02178, DROME02179
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	DROME19417, DROME19416, DROME16526
OG0001568	SCHMD04206	DROME19219
OG0001569	SCHMD19450	DROME03783
OG0001570	SCHMD04583	DROME13692
OG0001572	SCHMD04033	DROME11998
OG0001575	SCHMD13351	DROME14105, DROME14107, DROME14106, DROME14108
OG0001576	SCHMD17230, SCHMD23672	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049
OG0001577	SCHMD02297, SCHMD06744, SCHMD18430, SCHMD08006	DROME17515, DROME17516
OG0001580	SCHMD08362, SCHMD08361, SCHMD16167, SCHMD15393	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958
OG0001582	SCHMD10962, SCHMD17543, SCHMD18112	DROME15756, DROME15757
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	DROME08180, DROME08179
OG0001589	SCHMD27652, SCHMD23084	DROME16983, DROME16982, DROME16981, DROME09858
OG0001590	SCHMD09240	DROME14234, DROME13421
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	DROME06841, DROME06840
OG0001594	SCHMD14548, SCHMD07059	DROME05350, DROME05351, DROME05349
OG0001596	SCHMD09207	DROME03082, DROME03081, DROME03080
OG0001602	SCHMD00024, SCHMD05345, SCHMD00022	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	SCHMD10551	DROME10271
OG0001603	SCHMD29329	DROME05748, DROME05749
OG0001604	SCHMD02109	DROME15595, DROME15593, DROME15592, DROME15594
OG0001605	SCHMD09782	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001
OG0001609	SCHMD16467	DROME13801, DROME13802, DROME13800
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	DROME09555
OG0001610	SCHMD03213	DROME06881
OG0001611	SCHMD04102, SCHMD12631	DROME07510, DROME07509, DROME07511
OG0001612	SCHMD14255, SCHMD22594	DROME07050, DROME07049
OG0001614	SCHMD04001	DROME14120
OG0001615	SCHMD11889, SCHMD13066, SCHMD14018	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001617	SCHMD05140, SCHMD05141	DROME13150, DROME13151
OG0001620	SCHMD22740, SCHMD18214	DROME01154, DROME01153, DROME01150, DROME01151
OG0001621	SCHMD26761, SCHMD18496	DROME19943, DROME19942, DROME19944
OG0001623	SCHMD12998, SCHMD29690, SCHMD08483	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251
OG0001625	SCHMD22149	DROME08855
OG0001627	SCHMD06117	DROME17716, DROME17715
OG0001629	SCHMD24158, SCHMD07179, SCHMD15006, SCHMD06466, SCHMD05240, SCHMD17637, SCHMD25524	DROME03998, DROME03999, DROME03997
OG0001630	SCHMD04044, SCHMD04169, SCHMD01052	DROME10692
OG0001632	SCHMD12105, SCHMD26476	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193
OG0001634	SCHMD24659	DROME02691, DROME02692
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	DROME06767
OG0001635	SCHMD28110	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001636	SCHMD19517	DROME21027, DROME21028
OG0001638	SCHMD00159, SCHMD00160	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001639	SCHMD07144	DROME01523, DROME01525, DROME01524
OG0001641	SCHMD03047	DROME08987, DROME08990, DROME08991
OG0001642	SCHMD20801, SCHMD12647	DROME09872
OG0001644	SCHMD20924	DROME05204
OG0001646	SCHMD00577	DROME17895
OG0001651	SCHMD15448	DROME01946
OG0001653	SCHMD11720, SCHMD13944, SCHMD11719, SCHMD13945, SCHMD13946	DROME03945, DROME03944, DROME03946
OG0001655	SCHMD06776	DROME11541, DROME11542
OG0001656	SCHMD22556	DROME12672
OG0001657	SCHMD07705, SCHMD10000, SCHMD12957	DROME16951
OG0001659	SCHMD19168	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001660	SCHMD01572, SCHMD29332	DROME01600, DROME01597, DROME01598, DROME01599
OG0001664	SCHMD13680, SCHMD17585	DROME03276
OG0001665	SCHMD19795	DROME21335, DROME21336, DROME03860, DROME03861, DROME03859
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414
OG0001668	SCHMD04844, SCHMD21993, SCHMD13934, SCHMD21994, SCHMD04957, SCHMD04845	DROME13057, DROME13061, DROME13059, DROME13058, DROME13056, DROME13060, DROME13055
OG0001670	SCHMD00224	DROME15734, DROME15735
OG0001671	SCHMD21324	DROME06393, DROME06394, DROME06396, DROME06395
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	DROME04869, DROME04868, DROME04867
OG0001677	SCHMD13425	DROME14874
OG0001682	SCHMD04768	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	DROME04416, DROME04417, DROME04415
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	DROME10450
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	DROME20991, DROME20989
OG0001689	SCHMD23267, SCHMD11416, SCHMD11417	DROME21861, DROME21859
OG0001691	SCHMD00990, SCHMD08142	DROME07542, DROME07543, DROME07544, DROME07545
OG0001692	SCHMD15230, SCHMD05750	DROME00090, DROME00091
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	DROME04786, DROME04787
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180, SCHMD15863, SCHMD27570	DROME10362, DROME14608, DROME16704
OG0001711	SCHMD04571	DROME16692, DROME16691, DROME16690
OG0001718	SCHMD15790	DROME18626, DROME18625, DROME18627
OG0001720	SCHMD15757	DROME07093, DROME07094, DROME07095
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	DROME21093, DROME21094
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846, SCHMD23137	DROME16764, DROME16765, DROME16766, DROME16767
OG0001726	SCHMD06142, SCHMD13209	DROME01038, DROME01035, DROME01037, DROME01036
OG0001727	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474	DROME01511, DROME01510, DROME01513, DROME01512
OG0001728	SCHMD17375	DROME19385
OG0001729	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159	DROME04994, DROME04995, DROME04996
OG0001730	SCHMD11237, SCHMD15709	DROME08359, DROME08358, DROME08360, DROME08361
OG0001732	SCHMD09964	DROME05765, DROME05764, DROME05766
OG0001733	SCHMD11879, SCHMD11880	DROME12129, DROME11165
OG0001735	SCHMD04334	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045
OG0001736	SCHMD13051	DROME04354, DROME04355
OG0001737	SCHMD04897	DROME03102
OG0001738	SCHMD28176	DROME19892
OG0001739	SCHMD04721	DROME17504, DROME18573, DROME08124
OG0001745	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088	DROME10489
OG0001746	SCHMD12575, SCHMD10847, SCHMD14382, SCHMD12574	DROME21748
OG0001750	SCHMD22591	DROME06453
OG0001751	SCHMD05355	DROME13918
OG0001752	SCHMD04217	DROME16905, DROME16904, DROME16907, DROME16906
OG0001754	SCHMD16498	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389
OG0001754	SCHMD12272, SCHMD04555, SCHMD01477	DROME06493, DROME06492, DROME06491
OG0001755	SCHMD00304	DROME01391, DROME01389, DROME01390, DROME01388, DROME01392
OG0001769	SCHMD03951	DROME08613
OG0001770	SCHMD22893, SCHMD22374	DROME12526, DROME12525
OG0001774	SCHMD06607	DROME16288
OG0001776	SCHMD01301	DROME13827, DROME13826, DROME13825, DROME13824
OG0001780	SCHMD19255, SCHMD20118	DROME12052
OG0001781	SCHMD14650, SCHMD07439, SCHMD28287	DROME05960
OG0001781	SCHMD11700, SCHMD23557, SCHMD23630	DROME03304
OG0001783	SCHMD15033, SCHMD26133	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578
OG0001785	SCHMD16368	DROME20701, DROME20700
OG0001786	SCHMD28589	DROME14974, DROME14975
OG0001787	SCHMD15982	DROME15226
OG0001798	SCHMD06352, SCHMD07989	DROME07480
OG0001799	SCHMD21455, SCHMD20789, SCHMD20788, SCHMD24089, SCHMD21456	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613
OG0001805	SCHMD01576	DROME11510, DROME11511
OG0001807	SCHMD01495	DROME02930, DROME02931, DROME02932
OG0001808	SCHMD04780	DROME12890, DROME12888, DROME12889
OG0001809	SCHMD03279	DROME10117, DROME10116
OG0001810	SCHMD28471, SCHMD25400	DROME12471
OG0001813	SCHMD18416, SCHMD08786	DROME18651
OG0001816	SCHMD07209	DROME01873
OG0001818	SCHMD13473, SCHMD29528, SCHMD15135	DROME09141
OG0001819	SCHMD06459	DROME00545
OG0001820	SCHMD14228, SCHMD02398	DROME08719, DROME08720
