Orthogroup	SCHMD	DROME
OG0005145	SCHMD04144	DROME02051
OG0005146	SCHMD05515, SCHMD14279, SCHMD29816	DROME01676
OG0005149	SCHMD06219, SCHMD07799	DROME13939, DROME13941, DROME13940, DROME03013
OG0005151	SCHMD28665, SCHMD29534	DROME21402
OG0005154	SCHMD00118	DROME08186, DROME14086
OG0005155	SCHMD06441	DROME13946
OG0005157	SCHMD08161	DROME20357, DROME10521
OG0005158	SCHMD06175, SCHMD03965	DROME15148
OG0005159	SCHMD27256, SCHMD08517	DROME04911
OG0005161	SCHMD17706	DROME01304
OG0005167	SCHMD11781, SCHMD10752	DROME21743, DROME21744
OG0005168	SCHMD04735	DROME21709, DROME21708, DROME02504, DROME02503
OG0005169	SCHMD15964, SCHMD17733	DROME00581
OG0005172	SCHMD00033	DROME03475
OG0005174	SCHMD00190	DROME05374
OG0005175	SCHMD19207, SCHMD24072, SCHMD23126	DROME18164
OG0005179	SCHMD10255	DROME12341
OG0005180	SCHMD24708, SCHMD24496, SCHMD07254	DROME10314
OG0005182	SCHMD09062	DROME14044
OG0005183	SCHMD09747	DROME08717
OG0005184	SCHMD11344, SCHMD27380	DROME11560
OG0005187	SCHMD09837	DROME14003
OG0005197	SCHMD20686, SCHMD21563, SCHMD19477, SCHMD25851	DROME13698
OG0005199	SCHMD14063, SCHMD09600	DROME17844, DROME17845
OG0005200	SCHMD16396	DROME17886, DROME17887
OG0005201	SCHMD23946	DROME12308
OG0005202	SCHMD22358, SCHMD11140, SCHMD01714, SCHMD03356	DROME20495
OG0005204	SCHMD03898	DROME11843
OG0005205	SCHMD05833	DROME03877, DROME03878
OG0005206	SCHMD05352	DROME19412
OG0005207	SCHMD02984	DROME04017, DROME04016
OG0005209	SCHMD22224, SCHMD09481	DROME02411, DROME02410, DROME02409
OG0005210	SCHMD00549, SCHMD00552	DROME04803, DROME04802
OG0005212	SCHMD21052, SCHMD21053, SCHMD20624	DROME05395
OG0005214	SCHMD22419	DROME10787
OG0005215	SCHMD19622	DROME16919, DROME16918, DROME16920
OG0005217	SCHMD01812	DROME13024
OG0005221	SCHMD22455	DROME13777
OG0005222	SCHMD02749	DROME20001
OG0005223	SCHMD11272	DROME06805
OG0005224	SCHMD00054, SCHMD12667, SCHMD14422	DROME09621
OG0005225	SCHMD12592, SCHMD13372	DROME01306, DROME18929
OG0005226	SCHMD11539	DROME15233
OG0005227	SCHMD23050, SCHMD10127	DROME19504
OG0005228	SCHMD07535	DROME12549, DROME12550
OG0005230	SCHMD02282	DROME07282, DROME04954, DROME04955, DROME04956
OG0005232	SCHMD28252, SCHMD08336	DROME01110, DROME01111
OG0005233	SCHMD02640, SCHMD02641	DROME13588, DROME13587
OG0005234	SCHMD15265, SCHMD14479, SCHMD15263	DROME09471, DROME09470, DROME17729
OG0005235	SCHMD00308	DROME01045
OG0005237	SCHMD13956	DROME13694, DROME13695
OG0005238	SCHMD01752, SCHMD04129	DROME03305
OG0005239	SCHMD19406	DROME16969
OG0005240	SCHMD07948	DROME05667
OG0005243	SCHMD01214	DROME13760
OG0005244	SCHMD12116	DROME11413
OG0005245	SCHMD18525	DROME15633
OG0005246	SCHMD05612	DROME21005
OG0005247	SCHMD07196	DROME11577
OG0005249	SCHMD11873	DROME17651
OG0005250	SCHMD24871, SCHMD25562	DROME06885
OG0005253	SCHMD08303	DROME20955
OG0005254	SCHMD11037	DROME13236
OG0005256	SCHMD06861, SCHMD25416, SCHMD22989	DROME10816
OG0005257	SCHMD16491, SCHMD16492, SCHMD16490	DROME12885, DROME12886, DROME12884
OG0005258	SCHMD05906	DROME07551
OG0005259	SCHMD00463	DROME01189
OG0005261	SCHMD17094, SCHMD16953	DROME19226, DROME19227
OG0005262	SCHMD09724, SCHMD09723	DROME14948
OG0005264	SCHMD21690	DROME11198
OG0005267	SCHMD05485, SCHMD21413	DROME04420, DROME19231
OG0005268	SCHMD03385	DROME14171
OG0005269	SCHMD02017	DROME02004
OG0005270	SCHMD22449	DROME08224
OG0005273	SCHMD04729	DROME12536
OG0005275	SCHMD11538, SCHMD09516, SCHMD09517	DROME01626
OG0005276	SCHMD12186	DROME03971
OG0005279	SCHMD21196, SCHMD21859	DROME20688
OG0005280	SCHMD05321, SCHMD08421	DROME12955
OG0005281	SCHMD01191	DROME05856
OG0005284	SCHMD07381	DROME07663
OG0005285	SCHMD04425	DROME15354
OG0005286	SCHMD06916	DROME18908
OG0005287	SCHMD00449	DROME02138
OG0005289	SCHMD11517, SCHMD17216	DROME14959, DROME14958, DROME21287
OG0005290	SCHMD16170, SCHMD29465	DROME07550
OG0005292	SCHMD02918	DROME11303, DROME11304
OG0005293	SCHMD14041	DROME18824
OG0005294	SCHMD09577	DROME21633, DROME21631, DROME21632
OG0005298	SCHMD16478, SCHMD05913	DROME06419
OG0005300	SCHMD22874	DROME02618
OG0005301	SCHMD28343, SCHMD24349, SCHMD27045	DROME13549
OG0005303	SCHMD07747	DROME01514
OG0005304	SCHMD22010, SCHMD29240, SCHMD26778, SCHMD29331, SCHMD18268, SCHMD22012	DROME13378
OG0005305	SCHMD25033	DROME00028
OG0005310	SCHMD05781, SCHMD04067	DROME16261, DROME16262
OG0005312	SCHMD13402	DROME17116
OG0005314	SCHMD13878, SCHMD19278, SCHMD17702, SCHMD19628	DROME10353
OG0005315	SCHMD15422, SCHMD12090	DROME20516, DROME20515, DROME20517
OG0005316	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578	DROME02492
OG0005318	SCHMD08168	DROME20590
OG0005319	SCHMD01713	DROME02700, DROME01499
OG0005321	SCHMD07438	DROME10451, DROME10452
OG0005323	SCHMD20703	DROME08220, DROME08221
OG0005325	SCHMD07836	DROME12067
OG0005359	SCHMD19907	DROME09862
OG0005360	SCHMD13883	DROME11664
OG0005361	SCHMD25477, SCHMD23893	DROME02185
OG0005362	SCHMD16181	DROME03399, DROME03398, DROME03400, DROME03397
OG0005365	SCHMD03138	DROME01607
OG0005366	SCHMD02625	DROME00089
OG0005370	SCHMD11713	DROME19849
OG0005371	SCHMD13317	DROME12636
OG0005372	SCHMD05505, SCHMD05506	DROME21608
OG0005374	SCHMD27055	DROME09881
OG0005375	SCHMD23930, SCHMD07733	DROME09535
OG0005378	SCHMD25676, SCHMD25677, SCHMD12112	DROME19277, DROME19276
OG0005379	SCHMD03111	DROME19618, DROME15166
OG0005383	SCHMD03478	DROME06443
OG0005385	SCHMD05272	DROME06183
OG0005386	SCHMD16075	DROME11412
OG0005388	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426	DROME21007, DROME17717
OG0005389	SCHMD24422, SCHMD26623	DROME07204
OG0005390	SCHMD07965	DROME18084
OG0005393	SCHMD23994	DROME09489
OG0005394	SCHMD09419, SCHMD10527	DROME06384
OG0005395	SCHMD07024	DROME02476
OG0005396	SCHMD28360, SCHMD11764, SCHMD09312	DROME16226
OG0005400	SCHMD06513	DROME15813
OG0005402	SCHMD01184	DROME11740
OG0005403	SCHMD27451, SCHMD20254	DROME14315
OG0005406	SCHMD01895, SCHMD10279	DROME01944, DROME01943
OG0005407	SCHMD05574	DROME16210, DROME16209, DROME16207, DROME16208
OG0005409	SCHMD03070	DROME11573, DROME11574
OG0005410	SCHMD11409, SCHMD11410	DROME10686
OG0005412	SCHMD06617	DROME14813
OG0005413	SCHMD03567	DROME18095
OG0005415	SCHMD07610	DROME17647
OG0005417	SCHMD00898	DROME21749, DROME21750
OG0005422	SCHMD11485	DROME14313
OG0005427	SCHMD06342	DROME00646
OG0005430	SCHMD03862	DROME08640, DROME08641
OG0005431	SCHMD19048	DROME10519
OG0005432	SCHMD12333, SCHMD11358	DROME13664
OG0005433	SCHMD02774	DROME07842
OG0005434	SCHMD10947	DROME01961
OG0005436	SCHMD06865	DROME04381
OG0005437	SCHMD23677, SCHMD26948	DROME05038, DROME05039
OG0005439	SCHMD12557	DROME01210
OG0005440	SCHMD22467, SCHMD20169	DROME13146, DROME13143, DROME13144, DROME13145
OG0005441	SCHMD15407	DROME09657, DROME18854
OG0005442	SCHMD20068	DROME09304
OG0005443	SCHMD02728	DROME17086, DROME17085
OG0005445	SCHMD12973, SCHMD27880	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873
OG0005446	SCHMD03912, SCHMD04431	DROME06564
OG0005448	SCHMD02156, SCHMD08498, SCHMD08499	DROME01872
OG0005449	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697	DROME06889
OG0005450	SCHMD01978	DROME00371, DROME00369, DROME00370
OG0005451	SCHMD18931	DROME01979
OG0005452	SCHMD13827, SCHMD09318	DROME09371
OG0005455	SCHMD16604	DROME20906
OG0005462	SCHMD23988, SCHMD09428	DROME21497
OG0005464	SCHMD09632, SCHMD22634	DROME13050
OG0005465	SCHMD16366, SCHMD08907, SCHMD16365	DROME09126
OG0005466	SCHMD10972	DROME16377
OG0005468	SCHMD06356	DROME01889
OG0005469	SCHMD25678	DROME11630
OG0005470	SCHMD00405	DROME06057
OG0005471	SCHMD09088	DROME10379
OG0005474	SCHMD08436	DROME12946
OG0005475	SCHMD16923, SCHMD14366, SCHMD27066	DROME17508
OG0005476	SCHMD22714, SCHMD28208	DROME18593
OG0005477	SCHMD18881, SCHMD11325, SCHMD11327, SCHMD11326	DROME20889
OG0005479	SCHMD12305	DROME10657
OG0005481	SCHMD02765	DROME09611, DROME09612
OG0005482	SCHMD03117	DROME03827, DROME18948, DROME08539
OG0005483	SCHMD19171	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042
OG0005486	SCHMD06308, SCHMD07820	DROME03539
OG0005487	SCHMD07720, SCHMD07721	DROME08183, DROME08182
OG0005488	SCHMD00795	DROME15752, DROME15753
OG0005489	SCHMD03018	DROME07861
OG0005490	SCHMD06570	DROME19466
OG0005491	SCHMD02400, SCHMD01109	DROME04711
OG0005493	SCHMD12670	DROME12922
OG0005495	SCHMD07327	DROME17019
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	DROME03401, DROME07297
OG0005500	SCHMD03248, SCHMD03247	DROME05919, DROME18022
OG0005502	SCHMD02196	DROME00912
OG0005503	SCHMD18082, SCHMD10352	DROME16857
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	DROME15054
OG0005508	SCHMD24609	DROME17492
OG0005509	SCHMD18235	DROME05301
OG0005513	SCHMD03373	DROME21296, DROME09467
OG0005514	SCHMD07379	DROME04631
OG0005517	SCHMD04227	DROME19919
OG0005518	SCHMD04288	DROME14670
OG0005520	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909	DROME04068
OG0005521	SCHMD18209, SCHMD20942	DROME16855, DROME16854
OG0005523	SCHMD26643, SCHMD21426	DROME17840
OG0005524	SCHMD06781	DROME11985
OG0005525	SCHMD03055	DROME19467
OG0005527	SCHMD04109	DROME06165
OG0005528	SCHMD02186	DROME12253
OG0005529	SCHMD00457	DROME06637, DROME06638
OG0005531	SCHMD03252	DROME06302
OG0005533	SCHMD00593	DROME05452
OG0005536	SCHMD08816	DROME18846
OG0005537	SCHMD12765	DROME13170
OG0005538	SCHMD07816	DROME17495, DROME17493, DROME17494
OG0005539	SCHMD05501, SCHMD05502	DROME00462, DROME00460, DROME02960
OG0005545	SCHMD09667	DROME05987
OG0005546	SCHMD22923	DROME05705
OG0005551	SCHMD03096	DROME07232, DROME17410
OG0005554	SCHMD05734	DROME19929, DROME19930
OG0005556	SCHMD10870, SCHMD18170	DROME08193
OG0005557	SCHMD05482	DROME17083
OG0005560	SCHMD09834	DROME07606, DROME07948
OG0005562	SCHMD14801, SCHMD19132	DROME16835
OG0005563	SCHMD12379	DROME12068
OG0005565	SCHMD16708, SCHMD23869	DROME07683, DROME07684
OG0005566	SCHMD17800	DROME17778, DROME19582, DROME08765
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	DROME06020
OG0005570	SCHMD09421, SCHMD03639	DROME12597
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	DROME12985
OG0005573	SCHMD02930	DROME00274, DROME00275
OG0005574	SCHMD12377	DROME07973
OG0005575	SCHMD29678	DROME07769
OG0005576	SCHMD07029, SCHMD07030	DROME00716, DROME00717
OG0005580	SCHMD13326	DROME06425
OG0005581	SCHMD04114	DROME15143
OG0005582	SCHMD14269	DROME17006
OG0005584	SCHMD02439	DROME19482
OG0005586	SCHMD06799	DROME13746
OG0005588	SCHMD14537	DROME02584
OG0005589	SCHMD00570	DROME13235
OG0005590	SCHMD15965	DROME20583
OG0005592	SCHMD29641, SCHMD06507	DROME20112
OG0005594	SCHMD01628	DROME19266
OG0005595	SCHMD01173, SCHMD01177, SCHMD01176, SCHMD01179	DROME10967
OG0005596	SCHMD05215	DROME08093, DROME06032
OG0005597	SCHMD15948	DROME01657
OG0005598	SCHMD28546, SCHMD03623	DROME14004
OG0005599	SCHMD02438	DROME21243
OG0005601	SCHMD00451	DROME09490
OG0005603	SCHMD21236, SCHMD25008	DROME13173, DROME13174, DROME13175
OG0005604	SCHMD13641, SCHMD16141	DROME06435
OG0005605	SCHMD17079	DROME13674
OG0005609	SCHMD10661, SCHMD10660	DROME05252, DROME05251
OG0005610	SCHMD05436, SCHMD09492	DROME17081, DROME17082
OG0005611	SCHMD22528, SCHMD19557	DROME09603, DROME09604
OG0005613	SCHMD01673	DROME01648
OG0005614	SCHMD23859	DROME18745
OG0005615	SCHMD24965, SCHMD20148	DROME05560
OG0005616	SCHMD20956	DROME12151
OG0005617	SCHMD04518	DROME14239
OG0005618	SCHMD26702, SCHMD22563, SCHMD19841	DROME05739
OG0005620	SCHMD00996	DROME18122, DROME18121, DROME18124, DROME18123
OG0005622	SCHMD09799	DROME01204
OG0005623	SCHMD04874	DROME00550
OG0005624	SCHMD03490	DROME03085
OG0005625	SCHMD01610	DROME16840
OG0005626	SCHMD07068	DROME01163, DROME01164
OG0005627	SCHMD08756	DROME05020
OG0005629	SCHMD09552	DROME11049
OG0005632	SCHMD14616, SCHMD19534	DROME10651
OG0005633	SCHMD07099	DROME17761
OG0005634	SCHMD20586	DROME21460
OG0005636	SCHMD19328, SCHMD18481	DROME08136
OG0005637	SCHMD23112	DROME21544
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	DROME06385
OG0005641	SCHMD00359	DROME03027
OG0005642	SCHMD13411	DROME03379
OG0005644	SCHMD04718	DROME06427
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	DROME18577
OG0005649	SCHMD08195, SCHMD22964	DROME10772
OG0005652	SCHMD16380, SCHMD06971	DROME06700
OG0005656	SCHMD27371	DROME07968
OG0005681	SCHMD11619	DROME00945
OG0005685	SCHMD11471	DROME08832
OG0005690	SCHMD02487	DROME04761
OG0005692	SCHMD02679	DROME13230
OG0005696	SCHMD00584	DROME11286
OG0005697	SCHMD05678	DROME17682
OG0005702	SCHMD14141	DROME10890
OG0005703	SCHMD17404	DROME19473
OG0005704	SCHMD11470	DROME03784, DROME03785
OG0005707	SCHMD05853	DROME15744, DROME15745
OG0005712	SCHMD07067	DROME16333, DROME16334
OG0005714	SCHMD01804	DROME20712, DROME20711, DROME20713
OG0005715	SCHMD12420, SCHMD17206	DROME18763, DROME18764, DROME18762
OG0005718	SCHMD10737	DROME16901, DROME15117, DROME15116, DROME13404
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	DROME00178
OG0005723	SCHMD06963	DROME17035
OG0005724	SCHMD16415, SCHMD22314	DROME03509, DROME03507
OG0005725	SCHMD15122, SCHMD20635	DROME09268
OG0005727	SCHMD10634, SCHMD08590	DROME20877
OG0005728	SCHMD03714	DROME04547
OG0005729	SCHMD24969	DROME00800
OG0005732	SCHMD17368, SCHMD29400, SCHMD29134	DROME03588
OG0005733	SCHMD03723	DROME14541, DROME14542, DROME10332
OG0005734	SCHMD02857	DROME21588, DROME04119
OG0005735	SCHMD03046, SCHMD03043	DROME09661, DROME09662, DROME09660
OG0005737	SCHMD03849	DROME06704
OG0005740	SCHMD24212, SCHMD05560	DROME12219, DROME12220
OG0005744	SCHMD03440, SCHMD17406	DROME21042, DROME21041, DROME13505
OG0005746	SCHMD18155, SCHMD18086, SCHMD23732, SCHMD18087	DROME19187
OG0005748	SCHMD10607	DROME17506
OG0005749	SCHMD01444, SCHMD00011	DROME00192
OG0005750	SCHMD13471, SCHMD16445	DROME14187
OG0005754	SCHMD05805	DROME07364
OG0005755	SCHMD12048	DROME09852
OG0005758	SCHMD02273, SCHMD02272	DROME02962
OG0005761	SCHMD17717	DROME18137, DROME18138
OG0005762	SCHMD02446	DROME15581
OG0005764	SCHMD24702	DROME08532
OG0005765	SCHMD18072, SCHMD07191	DROME14596
OG0005767	SCHMD22984, SCHMD09841	DROME01379
OG0005770	SCHMD08433, SCHMD15883	DROME01271, DROME01270
OG0005771	SCHMD04988	DROME11559
OG0005772	SCHMD05049	DROME11383
OG0005774	SCHMD08709	DROME03197
OG0005775	SCHMD29828	DROME14248, DROME03634
OG0005776	SCHMD03919	DROME05892
OG0005779	SCHMD09046	DROME08845
OG0005783	SCHMD10823	DROME16358
OG0005788	SCHMD17492	DROME01890
OG0005789	SCHMD07616, SCHMD07618	DROME02052
OG0005790	SCHMD05737, SCHMD05738	DROME02319
OG0005791	SCHMD25739	DROME09196, DROME09195
OG0005793	SCHMD01801	DROME13741
OG0005795	SCHMD13893	DROME00921
OG0005796	SCHMD07390	DROME21579
OG0005797	SCHMD07039	DROME13677
OG0005799	SCHMD10267	DROME17772
OG0005800	SCHMD00983	DROME14692
OG0005801	SCHMD02270	DROME20251, DROME13442
OG0005802	SCHMD00774	DROME18658
OG0005803	SCHMD24297, SCHMD20737	DROME06804
OG0005804	SCHMD08064, SCHMD11360	DROME00221
OG0005807	SCHMD05422	DROME15016
OG0005811	SCHMD09652	DROME15005, DROME15004
OG0005812	SCHMD11310	DROME17684
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	DROME18740, DROME18739, DROME08278
OG0005814	SCHMD01776	DROME21970
OG0005815	SCHMD14928, SCHMD17547	DROME17829
OG0005817	SCHMD05597, SCHMD01856	DROME00446
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	DROME21049
OG0005823	SCHMD08649	DROME16943
OG0005824	SCHMD01009	DROME14993
OG0005829	SCHMD10491	DROME17916, DROME17917, DROME17918
OG0005831	SCHMD04560	DROME02056
OG0005835	SCHMD06972	DROME10113
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	DROME02540
OG0005837	SCHMD28753	DROME19685
OG0005840	SCHMD07247	DROME12810, DROME12811
OG0005842	SCHMD15622	DROME03001
OG0005843	SCHMD06491	DROME07738
OG0005845	SCHMD05449	DROME12524
OG0005847	SCHMD14907	DROME12864
OG0005848	SCHMD10194, SCHMD07261	DROME17120
OG0005849	SCHMD07252	DROME15063, DROME15062
OG0005850	SCHMD04093	DROME15741, DROME15742
OG0005851	SCHMD25831, SCHMD26851	DROME06389, DROME06388
OG0005853	SCHMD29663, SCHMD04997	DROME18489, DROME18488
OG0005858	SCHMD20485	DROME10288, DROME10287
OG0005859	SCHMD08568, SCHMD09228	DROME01874
OG0005860	SCHMD03591	DROME13592
OG0005863	SCHMD02497	DROME00631
OG0005864	SCHMD10925	DROME21983
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	DROME21095
OG0005866	SCHMD03734	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050
OG0005869	SCHMD26507, SCHMD23591	DROME01674
OG0005870	SCHMD09476	DROME19873
OG0005871	SCHMD00778	DROME05632, DROME05631
OG0005874	SCHMD05420	DROME03501
OG0005875	SCHMD00264	DROME06773
OG0005877	SCHMD25314	DROME06392
OG0005880	SCHMD04126	DROME17652, DROME17653
OG0005883	SCHMD01141	DROME19395
OG0005884	SCHMD11959, SCHMD17761	DROME08061
OG0005886	SCHMD18383	DROME01867
OG0005888	SCHMD13482	DROME16104
OG0005889	SCHMD11972	DROME14304, DROME07617
OG0005890	SCHMD09184, SCHMD12140	DROME19088
OG0005895	SCHMD12191	DROME02103
OG0005897	SCHMD08042	DROME19090
OG0005899	SCHMD12882, SCHMD12880	DROME02184
OG0005901	SCHMD15462	DROME08625
OG0005903	SCHMD00050	DROME19765
OG0005909	SCHMD20781	DROME01192
OG0005919	SCHMD24140, SCHMD26763	DROME03002
OG0005921	SCHMD20283	DROME05740
OG0005922	SCHMD00392	DROME13644, DROME13643
OG0005923	SCHMD07170	DROME01141, DROME01142
OG0005926	SCHMD04836	DROME12066, DROME12065
OG0005928	SCHMD22733, SCHMD16359	DROME02019
OG0005929	SCHMD10353, SCHMD25481, SCHMD18026	DROME01196
OG0005932	SCHMD11131, SCHMD00511	DROME15731
OG0005933	SCHMD09471	DROME19096, DROME19097
OG0005936	SCHMD24148, SCHMD16917	DROME12077
OG0005937	SCHMD13453	DROME14657, DROME14658
OG0005940	SCHMD20079	DROME18687
OG0005942	SCHMD23166	DROME17395
OG0005946	SCHMD17764, SCHMD14112	DROME15326
OG0005949	SCHMD04688	DROME10426
OG0005950	SCHMD24842	DROME10950
OG0005952	SCHMD14057	DROME19643
OG0005963	SCHMD01826	DROME00894
OG0005965	SCHMD08437	DROME15552
OG0005966	SCHMD21323, SCHMD27755	DROME04950
OG0005967	SCHMD05472	DROME16596, DROME14482
OG0005969	SCHMD09557	DROME08256, DROME08257
OG0005970	SCHMD01213	DROME13325
OG0005973	SCHMD13962	DROME03261
OG0005974	SCHMD07776	DROME09177
OG0005977	SCHMD05710, SCHMD05711	DROME08531
OG0005978	SCHMD07295, SCHMD07297	DROME03284
OG0005982	SCHMD25871, SCHMD22233	DROME01959
OG0005984	SCHMD15039, SCHMD22394	DROME20805, DROME07929
OG0005986	SCHMD08044	DROME07616
OG0005987	SCHMD00944	DROME16681
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	DROME01935, DROME02497
OG0005993	SCHMD11427, SCHMD18715	DROME01845
OG0005995	SCHMD08037	DROME10672
OG0005998	SCHMD02380, SCHMD09950	DROME05475
OG0006002	SCHMD03942	DROME16784
OG0006003	SCHMD28801, SCHMD05202	DROME10360
OG0006005	SCHMD22182, SCHMD08878	DROME21221
OG0006009	SCHMD19529	DROME04529, DROME04530
OG0006010	SCHMD15502	DROME07208
OG0006011	SCHMD19974, SCHMD20066	DROME05625
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	DROME04986
OG0006021	SCHMD03610, SCHMD01661, SCHMD05816	DROME09479
OG0006031	SCHMD16657	DROME15258
OG0006062	SCHMD23812, SCHMD24107	DROME04067
OG0006063	SCHMD23310, SCHMD03030	DROME20838
OG0006064	SCHMD10442	DROME01128
OG0006065	SCHMD02636	DROME06304
OG0006066	SCHMD10156	DROME20062
OG0006069	SCHMD21283, SCHMD11183, SCHMD05080	DROME20187
OG0006070	SCHMD12482, SCHMD20456	DROME16601, DROME16602
OG0006074	SCHMD10253	DROME19848
OG0006079	SCHMD03358, SCHMD04497	DROME02616
OG0006081	SCHMD03767, SCHMD03768	DROME14279
OG0006085	SCHMD06820, SCHMD25134	DROME12364
OG0006087	SCHMD02837	DROME12774
OG0006094	SCHMD00777, SCHMD21575	DROME09863, DROME00849, DROME00848
OG0006095	SCHMD01933	DROME21969
OG0006098	SCHMD03761	DROME05931
OG0006099	SCHMD01333, SCHMD00446	DROME11739
OG0006100	SCHMD13497	DROME05018
OG0006101	SCHMD20998, SCHMD13053	DROME04360
OG0006102	SCHMD05671	DROME01980
OG0006104	SCHMD02621	DROME06504, DROME15737
OG0006106	SCHMD07924	DROME20870
OG0006108	SCHMD01135	DROME09376
OG0006111	SCHMD08002	DROME12496
OG0006113	SCHMD19939, SCHMD12223	DROME04342
OG0006115	SCHMD11076, SCHMD17247	DROME16296
OG0006116	SCHMD23071, SCHMD20841	DROME02301, DROME02300
OG0006118	SCHMD01132	DROME20483
OG0006119	SCHMD11970	DROME12941
OG0006120	SCHMD01574	DROME13128, DROME13130, DROME13129
OG0006121	SCHMD07418	DROME18148
OG0006122	SCHMD04954	DROME00796
OG0006123	SCHMD01986	DROME16430
OG0006124	SCHMD06412	DROME13739
OG0006125	SCHMD18618	DROME02053
OG0006127	SCHMD21305	DROME03260
OG0006128	SCHMD10897	DROME07922
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	DROME09781
OG0006134	SCHMD03678	DROME13718
OG0006136	SCHMD24287, SCHMD09864	DROME10851
OG0006137	SCHMD12111, SCHMD06962	DROME09569
OG0006141	SCHMD14525	DROME18067, DROME07431
OG0006144	SCHMD00428, SCHMD04861	DROME00549
OG0006145	SCHMD01605	DROME11050
OG0006148	SCHMD13560, SCHMD22230	DROME10799
OG0006152	SCHMD06866	DROME08871
OG0006155	SCHMD16795, SCHMD26962	DROME18085
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	DROME10247
OG0006159	SCHMD22266	DROME13858
OG0006160	SCHMD05454	DROME03637
OG0006164	SCHMD06001	DROME09119
OG0006165	SCHMD04332	DROME18757, DROME18756
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	DROME15944, DROME18911
OG0006169	SCHMD23567	DROME10283
OG0006171	SCHMD11398	DROME09393
OG0006172	SCHMD10620, SCHMD16388	DROME00114
OG0006180	SCHMD14399, SCHMD04884	DROME17033
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	DROME14871
OG0006183	SCHMD11899	DROME14997
OG0006184	SCHMD09309	DROME06994, DROME06993
OG0006185	SCHMD16220, SCHMD19381	DROME15598
OG0006186	SCHMD00394	DROME01316
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	DROME00876
OG0006188	SCHMD05423	DROME00301
OG0006191	SCHMD07313	DROME00877, DROME00878
OG0006192	SCHMD08338, SCHMD08339	DROME00106
OG0006199	SCHMD04415, SCHMD04413	DROME19122
OG0006202	SCHMD08868	DROME06452, DROME06451
OG0006204	SCHMD16863	DROME02906
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	DROME15732
OG0006209	SCHMD08326, SCHMD23138	DROME01562
OG0006216	SCHMD09510	DROME02380
OG0006217	SCHMD21927, SCHMD16840	DROME19224
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	DROME10027
OG0006224	SCHMD09262, SCHMD00470, SCHMD00469	DROME18810
OG0006225	SCHMD06338	DROME05230, DROME05229
OG0006226	SCHMD17067, SCHMD16763	DROME08310
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	DROME03457
OG0006229	SCHMD17318, SCHMD23866	DROME16720
OG0006230	SCHMD02493	DROME05693
OG0006232	SCHMD02032	DROME06119
OG0006233	SCHMD06976, SCHMD06979, SCHMD25784, SCHMD06980	DROME13881
OG0006234	SCHMD13683, SCHMD14118	DROME22062, DROME22061
OG0006235	SCHMD04538	DROME20311
OG0006239	SCHMD01406	DROME10114
OG0006240	SCHMD29814	DROME19140, DROME08600
OG0006245	SCHMD05704	DROME02108, DROME02107
OG0006246	SCHMD00484	DROME19004
OG0006247	SCHMD22174	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	SCHMD12206, SCHMD10060	DROME03264
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	DROME20245
OG0006250	SCHMD16390	DROME17023
OG0006254	SCHMD04705, SCHMD29411	DROME10801
OG0006258	SCHMD05887	DROME18180, DROME18181, DROME18179
OG0006259	SCHMD06837	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	SCHMD09985, SCHMD17439	DROME16552
OG0006263	SCHMD00121	DROME01003
OG0006267	SCHMD03685	DROME04482
OG0006268	SCHMD06847	DROME16986
OG0006271	SCHMD07857	DROME13584
