Orthogroup	SCHMD	DANRE
OG0001427	SCHMD03939, SCHMD00575	DANRE40320, DANRE40321, DANRE22541, DANRE22540, DANRE22539, DANRE40322, DANRE24655, DANRE24656, DANRE24657, DANRE24658, DANRE30640, DANRE30639, DANRE11704
OG0001428	SCHMD06125	DANRE22947, DANRE22948, DANRE23679, DANRE36635, DANRE23678, DANRE13768
OG0001429	SCHMD14421	DANRE24427, DANRE24428, DANRE10119, DANRE10120, DANRE17392, DANRE17391
OG0001430	SCHMD00026	DANRE18427, DANRE00904, DANRE07242, DANRE11523, DANRE11522, DANRE13324, DANRE35076
OG0001432	SCHMD08255	DANRE22717, DANRE40306, DANRE24379
OG0001432	SCHMD22173	DANRE10784, DANRE18459, DANRE18460
OG0001433	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242	DANRE05838, DANRE05839, DANRE05840, DANRE14642, DANRE43059, DANRE05137, DANRE05136
OG0001434	SCHMD11795	DANRE17875, DANRE17874
OG0001437	SCHMD10576	DANRE27148
OG0001438	SCHMD03715, SCHMD17114	DANRE02649, DANRE19355, DANRE00621, DANRE00620, DANRE34025, DANRE34026, DANRE05730, DANRE05729, DANRE05731, DANRE20251
OG0001440	SCHMD08958, SCHMD08957	DANRE26671, DANRE26670, DANRE23908, DANRE23909, DANRE02017
OG0001445	SCHMD04082	DANRE16745, DANRE13125, DANRE13126
OG0001447	SCHMD14223	DANRE11589, DANRE19674, DANRE13128, DANRE13129, DANRE18437
OG0001449	SCHMD11900	DANRE18461, DANRE18463, DANRE18462, DANRE18464
OG0001449	SCHMD21822	DANRE42606, DANRE42607
OG0001450	SCHMD05057	DANRE22481
OG0001450	SCHMD07895, SCHMD05056, SCHMD20237, SCHMD06489, SCHMD06487, SCHMD13375, SCHMD10521	DANRE36682, DANRE36684, DANRE13244
OG0001451	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340	DANRE34609, DANRE34608, DANRE25924, DANRE25926, DANRE25925, DANRE25923
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	DANRE20582, DANRE11448, DANRE11449, DANRE11450
OG0001455	SCHMD19082	DANRE16762
OG0001456	SCHMD22269, SCHMD26154	DANRE26746, DANRE26745
OG0001458	SCHMD07871	DANRE16272, DANRE16273, DANRE16274, DANRE07095, DANRE33819, DANRE33822, DANRE33821, DANRE33820, DANRE06406, DANRE42899, DANRE16051, DANRE16052, DANRE42900
OG0001459	SCHMD26904, SCHMD06959	DANRE31314, DANRE31313
OG0001460	SCHMD10311, SCHMD23647	DANRE01570, DANRE01569, DANRE01571
OG0001460	SCHMD10312, SCHMD23646	DANRE05329
OG0001461	SCHMD13257	DANRE25863, DANRE25865
OG0001464	SCHMD20463	DANRE41518, DANRE41517, DANRE35812, DANRE09829, DANRE09827, DANRE09828, DANRE09826, DANRE23320, DANRE23319, DANRE23321
OG0001466	SCHMD12996, SCHMD13074	DANRE06224, DANRE06223
OG0001467	SCHMD12343	DANRE34084, DANRE34083, DANRE34082, DANRE34085
OG0001467	SCHMD19099	DANRE07802
OG0001468	SCHMD00390	DANRE42652, DANRE24222, DANRE24223, DANRE24224, DANRE24225, DANRE24221, DANRE24220, DANRE26893, DANRE26890, DANRE23005
OG0001469	SCHMD09394	DANRE40614
OG0001469	SCHMD24067, SCHMD10449	DANRE08993
OG0001470	SCHMD02319	DANRE08434
OG0001470	SCHMD02321	DANRE01224, DANRE01223, DANRE01225, DANRE08432, DANRE08433
OG0001472	SCHMD12948	DANRE09652
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	DANRE22287
OG0001474	SCHMD07415	DANRE42186, DANRE42187
OG0001474	SCHMD11576, SCHMD26877	DANRE03668
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	DANRE36782, DANRE36783, DANRE23188, DANRE23190, DANRE23189
OG0001478	SCHMD26017	DANRE18721
OG0001479	SCHMD12413, SCHMD08686	DANRE22330, DANRE22329, DANRE30265, DANRE34077, DANRE19450, DANRE19449
OG0001480	SCHMD13493	DANRE35549, DANRE02001, DANRE02000, DANRE09096, DANRE09095
OG0001483	SCHMD00397	DANRE24973, DANRE42344
OG0001484	SCHMD14277	DANRE36966, DANRE36726, DANRE22300, DANRE22299, DANRE22301, DANRE36964, DANRE36965, DANRE36967
OG0001485	SCHMD18182	DANRE01507
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	DANRE33662
OG0001493	SCHMD11122	DANRE16676, DANRE16674, DANRE16675, DANRE03265, DANRE11314
OG0001496	SCHMD04335	DANRE39559, DANRE35397
OG0001501	SCHMD02704	DANRE10997, DANRE10996, DANRE10993, DANRE10995, DANRE10994, DANRE11782, DANRE11780, DANRE11781
OG0001502	SCHMD06697	DANRE29327, DANRE29326
OG0001503	SCHMD25279, SCHMD19928	DANRE01872
OG0001503	SCHMD25148	DANRE28515, DANRE28514
OG0001504	SCHMD05964	DANRE22645, DANRE22646
OG0001506	SCHMD04881	DANRE27670, DANRE40034, DANRE40035
OG0001507	SCHMD00476, SCHMD00993	DANRE05610, DANRE05609, DANRE05144, DANRE05143, DANRE20002
OG0001508	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374	DANRE38231, DANRE38230, DANRE38232, DANRE13183, DANRE29484, DANRE29485
OG0001510	SCHMD18904, SCHMD27815	DANRE36382
OG0001511	SCHMD14385	DANRE08631, DANRE08630, DANRE08632, DANRE26750, DANRE26749, DANRE37901, DANRE37903, DANRE37902, DANRE37904
OG0001512	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450	DANRE37571, DANRE37572, DANRE00493, DANRE33945, DANRE33944, DANRE40122, DANRE40123
OG0001515	SCHMD18483	DANRE35061, DANRE35063, DANRE33905
OG0001516	SCHMD07784	DANRE19759, DANRE33416, DANRE33417
OG0001517	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460	DANRE40639, DANRE24399, DANRE24400
OG0001518	SCHMD00912, SCHMD00913, SCHMD08704, SCHMD08705	DANRE27828
OG0001519	SCHMD01453, SCHMD11573	DANRE40124, DANRE07942, DANRE07943, DANRE07944, DANRE12886, DANRE12887
OG0001522	SCHMD06814	DANRE09766, DANRE17701, DANRE10999, DANRE18840
OG0001524	SCHMD08154	DANRE05747
OG0001524	SCHMD06432	DANRE39017, DANRE12804
OG0001525	SCHMD22768, SCHMD18999, SCHMD19000, SCHMD08330	DANRE38707
OG0001526	SCHMD16304	DANRE35186, DANRE35185, DANRE35187, DANRE19162, DANRE19163
OG0001527	SCHMD05435	DANRE40605, DANRE35014
OG0001527	SCHMD08837	DANRE09760, DANRE09759
OG0001530	SCHMD11853	DANRE34560, DANRE34561, DANRE34562
OG0001531	SCHMD25753	DANRE06653
OG0001532	SCHMD11603	DANRE23224
OG0001532	SCHMD11604	DANRE23223, DANRE23222, DANRE02351, DANRE37910, DANRE13368, DANRE26575, DANRE26574
OG0001533	SCHMD16757, SCHMD04796	DANRE41403, DANRE35818, DANRE35817, DANRE42529
OG0001534	SCHMD13063	DANRE03599, DANRE30160, DANRE30161, DANRE03650, DANRE03598, DANRE29296, DANRE29295, DANRE03600, DANRE03597
OG0001536	SCHMD04145	DANRE14602
OG0001538	SCHMD03674	DANRE05560, DANRE18373
OG0001538	SCHMD03672	DANRE05542
OG0001546	SCHMD23904	DANRE11502, DANRE11501, DANRE11499, DANRE04439, DANRE04438
OG0001551	SCHMD21975	DANRE12100, DANRE12099, DANRE18422, DANRE18424, DANRE18421, DANRE18423
OG0001552	SCHMD26668	DANRE36973
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	DANRE39596, DANRE39595, DANRE00133, DANRE04965, DANRE20535
OG0001554	SCHMD11035	DANRE08861, DANRE00816, DANRE38027
OG0001557	SCHMD13972	DANRE25710, DANRE25711
OG0001558	SCHMD18412, SCHMD28405	DANRE19439, DANRE19440, DANRE19438, DANRE33921, DANRE33920, DANRE16554
OG0001559	SCHMD02521	DANRE05634, DANRE05635, DANRE18362, DANRE18361, DANRE00902
OG0001560	SCHMD19288, SCHMD02478	DANRE23712, DANRE23714, DANRE23711, DANRE23713, DANRE43423, DANRE16040, DANRE21762, DANRE21761
OG0001561	SCHMD21318	DANRE41304, DANRE41305, DANRE39816, DANRE02440, DANRE25915, DANRE31611
OG0001562	SCHMD12692	DANRE41732
OG0001563	SCHMD18145	DANRE22148, DANRE22116
OG0001566	SCHMD02705	DANRE18475, DANRE18473, DANRE18474, DANRE23554
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	DANRE02935, DANRE02934, DANRE41074, DANRE26432, DANRE26431, DANRE26430, DANRE02930
OG0001568	SCHMD04206	DANRE28635
OG0001569	SCHMD19450	DANRE42470, DANRE15236, DANRE15237, DANRE06992, DANRE06994, DANRE06991, DANRE06995, DANRE06993
OG0001571	SCHMD26358	DANRE08150, DANRE08151, DANRE34997, DANRE34996
OG0001572	SCHMD04033	DANRE33793
OG0001572	SCHMD14275, SCHMD14274	DANRE26230, DANRE26229
OG0001576	SCHMD23672	DANRE19270, DANRE19269, DANRE12147, DANRE12146, DANRE19271
OG0001577	SCHMD08006	DANRE20256
OG0001578	SCHMD10414	DANRE41163
OG0001580	SCHMD08361, SCHMD16167, SCHMD15393	DANRE22288, DANRE26125, DANRE26128, DANRE26124, DANRE26129, DANRE26127, DANRE12171, DANRE12170, DANRE26126
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	DANRE15872, DANRE15871, DANRE07319, DANRE05317, DANRE05315, DANRE02925, DANRE05316
OG0001584	SCHMD00503	DANRE42137
OG0001589	SCHMD27652, SCHMD23084	DANRE04123, DANRE04122, DANRE30150
OG0001590	SCHMD09240	DANRE38393, DANRE38392
OG0001591	SCHMD00380, SCHMD06804	DANRE40972
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	DANRE16008, DANRE38492, DANRE38493, DANRE38494, DANRE16007, DANRE14940, DANRE14941
OG0001596	SCHMD09207	DANRE30663, DANRE12475, DANRE12476, DANRE02716, DANRE02717, DANRE41257
OG0001597	SCHMD15780, SCHMD26075	DANRE25200, DANRE25198, DANRE25199, DANRE25197
OG0001602	SCHMD00024	DANRE38527
OG0001602	SCHMD05345, SCHMD00022	DANRE38529
OG0001603	SCHMD10551	DANRE14582
OG0001604	SCHMD02109	DANRE07901, DANRE07902
OG0001605	SCHMD09782	DANRE37473, DANRE28391, DANRE12806, DANRE02340, DANRE10148, DANRE10146, DANRE10145, DANRE10147
OG0001609	SCHMD16467	DANRE35730
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	DANRE02201
OG0001610	SCHMD03213	DANRE11392, DANRE11391, DANRE40973, DANRE40974, DANRE10644, DANRE14143, DANRE14144
OG0001611	SCHMD04102, SCHMD12631	DANRE17784, DANRE17782, DANRE17783, DANRE11027, DANRE11028, DANRE22005, DANRE22004, DANRE04446, DANRE04445, DANRE13140, DANRE13139
OG0001612	SCHMD18636, SCHMD18391	DANRE42404, DANRE42402, DANRE42403
OG0001612	SCHMD14255, SCHMD22594	DANRE10050
OG0001613	SCHMD05811	DANRE16430, DANRE16431, DANRE16333, DANRE16332, DANRE16334, DANRE13238, DANRE13239, DANRE16335
OG0001614	SCHMD04001	DANRE28279
OG0001615	SCHMD14018	DANRE25213, DANRE38690, DANRE38693, DANRE38692, DANRE38694, DANRE30770
OG0001617	SCHMD05139	DANRE36595, DANRE36594, DANRE02672, DANRE02671, DANRE12595, DANRE12596, DANRE40227, DANRE40228
OG0001620	SCHMD22740, SCHMD18214	DANRE09560, DANRE09559, DANRE33474, DANRE33475, DANRE26504, DANRE26503, DANRE36448, DANRE36449
OG0001621	SCHMD01143, SCHMD22227, SCHMD15718, SCHMD23766, SCHMD07369, SCHMD17584, SCHMD26761, SCHMD18496	DANRE28760, DANRE28761, DANRE21954, DANRE21955, DANRE03608, DANRE03609, DANRE29302, DANRE29301, DANRE29300
OG0001625	SCHMD28211, SCHMD26150	DANRE21507, DANRE15880
OG0001627	SCHMD06117	DANRE13526, DANRE07055, DANRE20177, DANRE04818
OG0001629	SCHMD24158, SCHMD07179, SCHMD15006, SCHMD06466, SCHMD05240, SCHMD17637, SCHMD25524	DANRE19284, DANRE19282, DANRE19283, DANRE19285
OG0001630	SCHMD26993	DANRE41073
OG0001632	SCHMD12105, SCHMD26476	DANRE40468, DANRE40467, DANRE25650, DANRE31625, DANRE31626, DANRE31624, DANRE20624, DANRE20625
OG0001634	SCHMD24659	DANRE35114, DANRE35402, DANRE35115
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	DANRE05161, DANRE07771
OG0001635	SCHMD28110	DANRE33805, DANRE33804, DANRE33803, DANRE33802, DANRE06374, DANRE06373
OG0001636	SCHMD19517	DANRE39033, DANRE39034
OG0001638	SCHMD00159, SCHMD00160	DANRE28937, DANRE28938, DANRE34172, DANRE34169, DANRE34171, DANRE34170
OG0001639	SCHMD07144	DANRE25902, DANRE12203, DANRE12204, DANRE21606, DANRE21607, DANRE21610, DANRE21608, DANRE21609
OG0001640	SCHMD02843	DANRE31177, DANRE22270, DANRE40283, DANRE22269, DANRE22577, DANRE22576, DANRE36767
OG0001641	SCHMD03047	DANRE03483, DANRE03482, DANRE03481, DANRE03744, DANRE03748, DANRE03749
OG0001642	SCHMD20801, SCHMD12647	DANRE19971, DANRE37998, DANRE38002, DANRE38000, DANRE38001
OG0001644	SCHMD20924	DANRE18118, DANRE18119, DANRE10357, DANRE11689
OG0001646	SCHMD00577	DANRE29666, DANRE03468, DANRE03469, DANRE29667, DANRE40859, DANRE01030, DANRE01029, DANRE42983, DANRE39658
OG0001651	SCHMD15448	DANRE03107, DANRE03106, DANRE20143, DANRE03105, DANRE03104, DANRE05409, DANRE05408, DANRE19302, DANRE19303, DANRE19301, DANRE19304
OG0001652	SCHMD28249	DANRE35042, DANRE11922
OG0001653	SCHMD13946	DANRE33414, DANRE01185, DANRE01184
OG0001655	SCHMD06776	DANRE37499, DANRE37500, DANRE37498, DANRE37497, DANRE02917, DANRE38012, DANRE20101, DANRE20102, DANRE20103
OG0001656	SCHMD22556	DANRE08565, DANRE29043
OG0001657	SCHMD12957	DANRE33903, DANRE16790
OG0001660	SCHMD01572, SCHMD29332	DANRE07022, DANRE23646, DANRE23647, DANRE07141, DANRE23649, DANRE23648
OG0001662	SCHMD19275	DANRE43066
OG0001662	SCHMD25740, SCHMD13136	DANRE34938, DANRE42737, DANRE34939, DANRE13284, DANRE13283, DANRE40937
OG0001664	SCHMD13680, SCHMD17585	DANRE28714
OG0001665	SCHMD19795	DANRE29857
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	DANRE15339, DANRE15337, DANRE15338
OG0001667	SCHMD18800, SCHMD13601, SCHMD20100	DANRE03847, DANRE03846, DANRE14682, DANRE08579, DANRE28517
OG0001668	SCHMD04958	DANRE18595, DANRE18596
OG0001670	SCHMD00224	DANRE19433, DANRE19434, DANRE34059, DANRE38088, DANRE16327, DANRE27158, DANRE19435
OG0001671	SCHMD21324	DANRE22102
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	DANRE20393, DANRE20394, DANRE20392, DANRE24385, DANRE41470, DANRE13811, DANRE03870, DANRE14899, DANRE14898, DANRE14897
OG0001676	SCHMD07166, SCHMD13666	DANRE04978
OG0001677	SCHMD13425	DANRE01525, DANRE35353, DANRE35352, DANRE23022, DANRE27338, DANRE35354
OG0001682	SCHMD04768	DANRE35937
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	DANRE41894, DANRE41893, DANRE06314, DANRE06313, DANRE06312, DANRE10079, DANRE14208, DANRE23534
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	DANRE15894, DANRE15893, DANRE06018
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	DANRE15670, DANRE39275, DANRE20110, DANRE20111, DANRE20112, DANRE20109, DANRE08739
OG0001689	SCHMD23267, SCHMD11416	DANRE00074
OG0001690	SCHMD02946	DANRE26649, DANRE26650
OG0001691	SCHMD00990, SCHMD08142	DANRE03833
OG0001692	SCHMD15230	DANRE26355, DANRE26354
OG0001694	SCHMD24382	DANRE36703
OG0001699	SCHMD01981	DANRE29688, DANRE29687, DANRE24856
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	DANRE26662
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180	DANRE24243, DANRE33359, DANRE06779
OG0001711	SCHMD04571	DANRE20000, DANRE22235, DANRE22236, DANRE05625, DANRE05624, DANRE05623
OG0001713	SCHMD11479	DANRE26203
OG0001716	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528	DANRE21266, DANRE21264, DANRE38749, DANRE38750
OG0001716	SCHMD03299	DANRE21265
OG0001718	SCHMD15790	DANRE17811, DANRE17810, DANRE11023, DANRE11024, DANRE11025, DANRE11962, DANRE11963
OG0001720	SCHMD15757	DANRE08343, DANRE06583, DANRE06582, DANRE33676, DANRE33677
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	DANRE42265, DANRE17694, DANRE17693, DANRE12002, DANRE11490, DANRE11491
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846	DANRE17287, DANRE17289, DANRE17288, DANRE11702, DANRE11699, DANRE11701, DANRE11700
OG0001724	SCHMD23137	DANRE17290
OG0001726	SCHMD06142, SCHMD13209	DANRE05644
OG0001727	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474	DANRE07810, DANRE11511, DANRE02954, DANRE02955
OG0001728	SCHMD05716	DANRE13221, DANRE13224
OG0001728	SCHMD17375	DANRE13222, DANRE13223, DANRE43129
OG0001729	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159	DANRE25053, DANRE25052, DANRE40479, DANRE20601
OG0001730	SCHMD11237, SCHMD15709	DANRE40001, DANRE40000, DANRE28316, DANRE21475, DANRE21473, DANRE21474
OG0001732	SCHMD09964	DANRE42497, DANRE42498, DANRE42496, DANRE15247, DANRE15250, DANRE15251, DANRE15248, DANRE15249, DANRE07640, DANRE07639, DANRE07641, DANRE07642
OG0001733	SCHMD11880	DANRE37166, DANRE37165, DANRE04810, DANRE04809
OG0001734	SCHMD19353	DANRE25087, DANRE25088, DANRE25089
OG0001735	SCHMD04334	DANRE41492, DANRE41491, DANRE35540, DANRE35539, DANRE29119
OG0001736	SCHMD13051	DANRE39347, DANRE23822
OG0001737	SCHMD04897	DANRE24369, DANRE22720
OG0001737	SCHMD19940, SCHMD12224	DANRE42376, DANRE05864
OG0001738	SCHMD28176	DANRE03200, DANRE03201, DANRE29630, DANRE29631, DANRE25269, DANRE25268, DANRE12564
OG0001739	SCHMD14266	DANRE38417
OG0001739	SCHMD04721	DANRE30661, DANRE30662, DANRE38419, DANRE38418, DANRE38416, DANRE25764, DANRE25763
OG0001744	SCHMD05424	DANRE23143
OG0001745	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088	DANRE09058, DANRE18517, DANRE18516
OG0001746	SCHMD10847, SCHMD14382, SCHMD12574	DANRE25126
OG0001751	SCHMD05355, SCHMD05356	DANRE06575, DANRE06574, DANRE06573
OG0001752	SCHMD04217	DANRE21463, DANRE21464, DANRE38372, DANRE38373, DANRE38374, DANRE38375
OG0001754	SCHMD16498	DANRE43123, DANRE43122
OG0001755	SCHMD00304	DANRE19818
OG0001758	SCHMD21919	DANRE19929
OG0001759	SCHMD15866	DANRE40894
OG0001769	SCHMD03951	DANRE03973, DANRE03974
OG0001770	SCHMD22893, SCHMD22374	DANRE42924, DANRE33844, DANRE06066, DANRE16806, DANRE16805
OG0001774	SCHMD06607	DANRE19499
OG0001780	SCHMD19255, SCHMD20118	DANRE33899, DANRE05361, DANRE05360
OG0001781	SCHMD11700, SCHMD23557, SCHMD23630	DANRE08607
OG0001783	SCHMD15033, SCHMD26133	DANRE24810
OG0001785	SCHMD16368	DANRE42334, DANRE42335
OG0001787	SCHMD15982	DANRE42517, DANRE42516, DANRE43271, DANRE18470, DANRE18471, DANRE11456, DANRE11455
OG0001788	SCHMD08675	DANRE18918, DANRE18160, DANRE18159, DANRE11561, DANRE11560
OG0001792	SCHMD00384	DANRE19107, DANRE19106
OG0001797	SCHMD12550	DANRE07397, DANRE07398, DANRE07399
OG0001798	SCHMD06352, SCHMD07989	DANRE21686, DANRE21687, DANRE25175, DANRE25176
OG0001807	SCHMD01495	DANRE29039, DANRE29040
OG0001807	SCHMD01494	DANRE29041, DANRE29038
OG0001808	SCHMD04780	DANRE33470, DANRE33469, DANRE36362
OG0001809	SCHMD03279	DANRE00341, DANRE21531, DANRE21533, DANRE21532
OG0001810	SCHMD28471, SCHMD25400	DANRE10462, DANRE35828, DANRE35825, DANRE35827, DANRE35826
OG0001818	SCHMD13473, SCHMD29528, SCHMD15135	DANRE18933, DANRE18932, DANRE18934, DANRE18839
OG0001819	SCHMD06459	DANRE09412, DANRE09413, DANRE41795
OG0001820	SCHMD14228, SCHMD02398	DANRE16697, DANRE16696, DANRE16698, DANRE05950
OG0001821	SCHMD28800, SCHMD18321	DANRE22028, DANRE22024, DANRE22026, DANRE22027
OG0001822	SCHMD21605	DANRE31080, DANRE31079, DANRE31081
OG0001822	SCHMD12240	DANRE02365
OG0001824	SCHMD01899	DANRE07015
OG0001825	SCHMD06748	DANRE43003, DANRE43002, DANRE05720, DANRE05719
OG0001826	SCHMD25796, SCHMD02997	DANRE08839, DANRE28074, DANRE28073, DANRE06753, DANRE33831
OG0001827	SCHMD17765, SCHMD19189	DANRE19148, DANRE19149, DANRE19147
OG0001829	SCHMD09587	DANRE39018, DANRE38303, DANRE38304, DANRE12813, DANRE12812
OG0001830	SCHMD09367	DANRE18227
OG0001832	SCHMD09061	DANRE19216, DANRE09900, DANRE25603
OG0001834	SCHMD04020, SCHMD20048	DANRE16072, DANRE16073, DANRE16074, DANRE41758, DANRE41757, DANRE23895, DANRE23894
OG0001846	SCHMD09924	DANRE18641, DANRE22671, DANRE41115
OG0001849	SCHMD05416	DANRE01759
OG0001850	SCHMD14974, SCHMD17053	DANRE11472, DANRE11471, DANRE18468
OG0001852	SCHMD15247	DANRE39778
OG0001852	SCHMD01397	DANRE36720
OG0001853	SCHMD00353	DANRE13586, DANRE09954, DANRE40540
OG0001855	SCHMD21348, SCHMD27665, SCHMD12287	DANRE24804, DANRE28862, DANRE28766, DANRE04019
OG0001857	SCHMD00486	DANRE18584, DANRE11645, DANRE11644, DANRE27912, DANRE27913
OG0001858	SCHMD04633, SCHMD16003	DANRE05378
OG0001860	SCHMD12431	DANRE29619, DANRE29620
OG0001861	SCHMD02441, SCHMD00846, SCHMD13519	DANRE05974
OG0001861	SCHMD03031	DANRE11713, DANRE17627
OG0001862	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785	DANRE27685, DANRE21315, DANRE21316, DANRE37667, DANRE12791, DANRE12792, DANRE12793
OG0001863	SCHMD26126	DANRE27200, DANRE27198, DANRE27199
OG0001863	SCHMD14322, SCHMD28681	DANRE09225, DANRE09224
OG0001866	SCHMD17047	DANRE00861, DANRE00860
OG0001867	SCHMD06149	DANRE29867, DANRE03121
OG0001869	SCHMD19852	DANRE23186, DANRE23185
OG0001870	SCHMD08001, SCHMD03109	DANRE14522, DANRE14523, DANRE09965, DANRE11029, DANRE11030, DANRE14812, DANRE14811, DANRE14813, DANRE14814, DANRE01968, DANRE01969, DANRE01964, DANRE01965, DANRE01963, DANRE01966
OG0001873	SCHMD09003	DANRE05973
OG0001874	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032	DANRE15275, DANRE15276
OG0001875	SCHMD29147, SCHMD28237	DANRE16114, DANRE16113
OG0001875	SCHMD11568	DANRE04849, DANRE04848
OG0001877	SCHMD14827	DANRE11860, DANRE11861, DANRE05877, DANRE30847
OG0001878	SCHMD18520	DANRE08556, DANRE01081, DANRE01080, DANRE34353, DANRE34354, DANRE20224, DANRE20225, DANRE15692
OG0001879	SCHMD08156	DANRE41336
OG0001880	SCHMD04079, SCHMD11659	DANRE38952
OG0001881	SCHMD18117	DANRE31303, DANRE31304, DANRE31302, DANRE38241, DANRE38239, DANRE02756, DANRE02755
OG0001882	SCHMD17052, SCHMD22970	DANRE28956, DANRE35533
OG0001884	SCHMD09575	DANRE24322, DANRE24321, DANRE24320, DANRE23046, DANRE39354, DANRE23045
OG0001886	SCHMD00538	DANRE34276, DANRE36220, DANRE36219, DANRE36221, DANRE36213, DANRE36208, DANRE36223, DANRE36214, DANRE36222, DANRE36211, DANRE36218, DANRE36209, DANRE36216, DANRE36224, DANRE36210, DANRE36212, DANRE36217
OG0001887	SCHMD22103, SCHMD03399, SCHMD24336	DANRE20411, DANRE06641, DANRE06642, DANRE41961, DANRE16183, DANRE06375, DANRE06376, DANRE06195, DANRE06194
OG0001889	SCHMD08218, SCHMD03474	DANRE04038, DANRE43076, DANRE43077, DANRE16849, DANRE28852, DANRE28851
OG0001890	SCHMD07009	DANRE12491, DANRE12490, DANRE23461, DANRE01738, DANRE01737, DANRE23460, DANRE23459, DANRE12952, DANRE25449, DANRE25450
OG0001894	SCHMD11512	DANRE20451, DANRE20449, DANRE20450, DANRE16625, DANRE16624, DANRE11189
OG0001897	SCHMD10904	DANRE09615, DANRE09614, DANRE21732, DANRE19079, DANRE19080
OG0001900	SCHMD02044	DANRE13175
OG0001901	SCHMD02622	DANRE15950, DANRE15949, DANRE15948
OG0001903	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188	DANRE08071, DANRE08070, DANRE04770, DANRE04771
OG0001906	SCHMD06594	DANRE38920, DANRE25173, DANRE25174, DANRE07198, DANRE07199, DANRE07200, DANRE04857, DANRE21709, DANRE28366, DANRE09909, DANRE13532
OG0001913	SCHMD08198, SCHMD01162	DANRE38969, DANRE19628, DANRE25181, DANRE25180, DANRE38968
OG0001914	SCHMD04908	DANRE17228
OG0001914	SCHMD07662	DANRE17224, DANRE17225, DANRE17227, DANRE17226
OG0001915	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004	DANRE33865, DANRE24359, DANRE24360
OG0001916	SCHMD17658	DANRE05643, DANRE05642
OG0001916	SCHMD10605	DANRE07736, DANRE07735
OG0001917	SCHMD07933	DANRE17670, DANRE28708, DANRE16749, DANRE16750, DANRE33250, DANRE28327
OG0001918	SCHMD11138, SCHMD23731	DANRE42830, DANRE42828, DANRE42827, DANRE42829, DANRE21366, DANRE21365
OG0001919	SCHMD06373	DANRE39413
