Orthogroup	SCHMD	DANRE
OG0005214	SCHMD22419	DANRE20280
OG0005215	SCHMD19622	DANRE28386, DANRE28387
OG0005218	SCHMD04853	DANRE10019, DANRE10020
OG0005221	SCHMD22455	DANRE39242
OG0005222	SCHMD02749	DANRE12281, DANRE12282
OG0005223	SCHMD11272	DANRE14875
OG0005224	SCHMD00054, SCHMD12667, SCHMD14422	DANRE04400, DANRE04399, DANRE04398
OG0005225	SCHMD12592, SCHMD13372	DANRE30698
OG0005226	SCHMD11539	DANRE31449, DANRE31450, DANRE31448
OG0005228	SCHMD07535	DANRE00611
OG0005230	SCHMD02282	DANRE38591, DANRE38588, DANRE38589, DANRE38590, DANRE38587
OG0005232	SCHMD28252	DANRE08508, DANRE08507, DANRE01054, DANRE01055
OG0005233	SCHMD02640, SCHMD02641	DANRE22891, DANRE22892
OG0005234	SCHMD15265	DANRE35287
OG0005235	SCHMD00308	DANRE42648, DANRE42647, DANRE23301, DANRE23300, DANRE23302
OG0005237	SCHMD13956	DANRE19986
OG0005238	SCHMD01752, SCHMD04129	DANRE19343
OG0005239	SCHMD19406	DANRE18728
OG0005240	SCHMD07948	DANRE09845, DANRE22727, DANRE22726, DANRE22725, DANRE22728
OG0005244	SCHMD12116	DANRE14577
OG0005245	SCHMD18525	DANRE23841, DANRE23840
OG0005247	SCHMD07196	DANRE14607, DANRE14608
OG0005249	SCHMD11873	DANRE34087, DANRE34086, DANRE19455
OG0005250	SCHMD25562	DANRE10651
OG0005253	SCHMD08303	DANRE20221, DANRE20223, DANRE20222, DANRE20220
OG0005254	SCHMD11037	DANRE36035, DANRE36036
OG0005256	SCHMD22989	DANRE23176
OG0005257	SCHMD16491, SCHMD16492, SCHMD16490	DANRE04815
OG0005259	SCHMD00463	DANRE36606, DANRE36722
OG0005261	SCHMD17094, SCHMD16953	DANRE17491, DANRE18309
OG0005262	SCHMD09724, SCHMD09723	DANRE22648, DANRE22647
OG0005263	SCHMD15025	DANRE04030, DANRE04031
OG0005264	SCHMD21690	DANRE14760, DANRE14761
OG0005267	SCHMD05485, SCHMD21413	DANRE16736, DANRE04469, DANRE04468
OG0005268	SCHMD03385	DANRE38437, DANRE38439, DANRE38438
OG0005269	SCHMD02017	DANRE01789, DANRE01790, DANRE01786, DANRE01788
OG0005270	SCHMD22449	DANRE06279
OG0005270	SCHMD06643	DANRE06280
OG0005273	SCHMD04729	DANRE00867
OG0005274	SCHMD14072	DANRE11153, DANRE17441
OG0005275	SCHMD11538, SCHMD09516, SCHMD09517	DANRE36697, DANRE36699, DANRE36698
OG0005276	SCHMD12186	DANRE04607, DANRE04608, DANRE04609
OG0005279	SCHMD21196, SCHMD21859	DANRE26144, DANRE26142
OG0005281	SCHMD01191	DANRE20087, DANRE38747
OG0005285	SCHMD04425	DANRE40750
OG0005286	SCHMD06916	DANRE20528
OG0005287	SCHMD00449	DANRE09921, DANRE09920, DANRE13538
OG0005288	SCHMD14045, SCHMD19865, SCHMD28895	DANRE10848, DANRE10847, DANRE10849
OG0005289	SCHMD11517, SCHMD17216	DANRE08757
OG0005290	SCHMD16170, SCHMD29465	DANRE21512, DANRE21511, DANRE21510
OG0005291	SCHMD00642	DANRE38799, DANRE38798
OG0005292	SCHMD02918	DANRE37125, DANRE37126
OG0005293	SCHMD14041	DANRE07536
OG0005294	SCHMD09577	DANRE19668, DANRE19667, DANRE33427, DANRE33428
OG0005297	SCHMD29786	DANRE02572
OG0005298	SCHMD16478, SCHMD05913	DANRE12766
OG0005300	SCHMD22874	DANRE31485
OG0005301	SCHMD28343	DANRE40592
OG0005301	SCHMD24349, SCHMD27045	DANRE40591
OG0005303	SCHMD07747	DANRE31333
OG0005304	SCHMD18268, SCHMD22012	DANRE43101, DANRE43102
OG0005305	SCHMD25033	DANRE22385, DANRE22384
OG0005310	SCHMD05781, SCHMD04067	DANRE03628, DANRE03627
OG0005312	SCHMD13402	DANRE02196, DANRE02195
OG0005314	SCHMD13878	DANRE41878, DANRE41879, DANRE41881, DANRE41880, DANRE16592
OG0005315	SCHMD15422, SCHMD12090	DANRE28056, DANRE28057
OG0005316	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578	DANRE26300, DANRE26301
OG0005317	SCHMD24584, SCHMD06634	DANRE42290
OG0005318	SCHMD08168	DANRE27185
OG0005319	SCHMD01713	DANRE05294
OG0005321	SCHMD07438	DANRE11319, DANRE11320
OG0005323	SCHMD20703	DANRE41154, DANRE41153
OG0005325	SCHMD07836	DANRE37921, DANRE37920, DANRE15543
OG0005326	SCHMD00873	DANRE19808, DANRE38806
OG0005328	SCHMD12840	DANRE30973
OG0005359	SCHMD19907	DANRE31365
OG0005360	SCHMD13883	DANRE37597
OG0005362	SCHMD16181	DANRE25649, DANRE31387, DANRE31386, DANRE31385
OG0005365	SCHMD03138	DANRE15803
OG0005366	SCHMD02625	DANRE35231, DANRE35230
OG0005370	SCHMD11713	DANRE37074, DANRE37075
OG0005371	SCHMD13317	DANRE34774
OG0005372	SCHMD05505	DANRE26879
OG0005374	SCHMD27055	DANRE18198
OG0005375	SCHMD23930, SCHMD07733	DANRE29932
OG0005378	SCHMD25676, SCHMD25677, SCHMD12112	DANRE36662, DANRE36661
OG0005379	SCHMD03111	DANRE28814
OG0005381	SCHMD21506	DANRE34260
OG0005383	SCHMD03478	DANRE04137
OG0005385	SCHMD05272	DANRE08251
OG0005386	SCHMD16075	DANRE15737, DANRE15735, DANRE15736
OG0005388	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426	DANRE01822, DANRE01821
OG0005389	SCHMD24422, SCHMD26623	DANRE20198
OG0005390	SCHMD07965	DANRE26690, DANRE26689
OG0005391	SCHMD20185, SCHMD21085	DANRE12673
OG0005394	SCHMD09419, SCHMD10527	DANRE13635
OG0005395	SCHMD07024	DANRE03645
OG0005396	SCHMD28360, SCHMD11764, SCHMD09312	DANRE24333, DANRE24335, DANRE24334
OG0005400	SCHMD06513	DANRE24391, DANRE24390, DANRE24389, DANRE24392
OG0005402	SCHMD01184	DANRE13107, DANRE13106
OG0005403	SCHMD27451, SCHMD20254	DANRE24963
OG0005404	SCHMD02921	DANRE24127
OG0005406	SCHMD01895, SCHMD10279	DANRE09765, DANRE13301
OG0005407	SCHMD05574	DANRE05296, DANRE16131, DANRE06180
OG0005409	SCHMD03070	DANRE12530, DANRE12531
OG0005410	SCHMD11409, SCHMD11410	DANRE14131
OG0005413	SCHMD03567	DANRE39064
OG0005415	SCHMD16007	DANRE07954, DANRE07953
OG0005417	SCHMD00898	DANRE29997
OG0005419	SCHMD17988	DANRE20627, DANRE20628
OG0005422	SCHMD11485	DANRE35580
OG0005423	SCHMD05183	DANRE07286, DANRE41819, DANRE06520
OG0005426	SCHMD19613, SCHMD11852	DANRE31054, DANRE31055, DANRE12450
OG0005427	SCHMD06342	DANRE29565
OG0005429	SCHMD10675, SCHMD05402	DANRE30981
OG0005430	SCHMD03862	DANRE39357
OG0005431	SCHMD19048	DANRE09200, DANRE09201
OG0005432	SCHMD12333, SCHMD11358	DANRE08285
OG0005433	SCHMD02774	DANRE19173
OG0005434	SCHMD10947	DANRE12767
OG0005435	SCHMD14136	DANRE35885, DANRE35886, DANRE35883, DANRE35882
OG0005436	SCHMD06865	DANRE12872
OG0005437	SCHMD23677, SCHMD26948	DANRE37484
OG0005439	SCHMD12556	DANRE18501, DANRE18502
OG0005440	SCHMD22467, SCHMD20169	DANRE28407, DANRE28408
OG0005441	SCHMD15407	DANRE09160
OG0005442	SCHMD20068	DANRE01762
OG0005443	SCHMD02729, SCHMD02728	DANRE18748, DANRE17411
OG0005444	SCHMD01490, SCHMD12620	DANRE24370, DANRE24371, DANRE23295, DANRE23296
OG0005445	SCHMD12973, SCHMD27880	DANRE13527
OG0005446	SCHMD03912, SCHMD04431	DANRE18147
OG0005448	SCHMD02156, SCHMD08498, SCHMD08499	DANRE40554, DANRE00566
OG0005449	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697	DANRE28666, DANRE28667
OG0005450	SCHMD01978	DANRE33767, DANRE33768, DANRE33769, DANRE33770
OG0005451	SCHMD18931	DANRE26347
OG0005452	SCHMD13827, SCHMD09318	DANRE25984, DANRE25985, DANRE25983
OG0005453	SCHMD04502	DANRE20136, DANRE20135
OG0005454	SCHMD10968, SCHMD10969	DANRE08856, DANRE08857
OG0005455	SCHMD16604	DANRE27358, DANRE27359, DANRE38815
OG0005460	SCHMD29125	DANRE24305, DANRE24304
OG0005462	SCHMD23988, SCHMD09428	DANRE29636, DANRE29637, DANRE29638
OG0005464	SCHMD09632, SCHMD22634	DANRE22331
OG0005465	SCHMD16366, SCHMD08907, SCHMD16365	DANRE05457
OG0005466	SCHMD10972	DANRE36578
OG0005468	SCHMD06356	DANRE27698, DANRE27699, DANRE27700, DANRE27697
OG0005469	SCHMD25678	DANRE30812
OG0005470	SCHMD00405	DANRE06466, DANRE06467
OG0005471	SCHMD09088	DANRE07422
OG0005474	SCHMD08436	DANRE03400
OG0005475	SCHMD16923, SCHMD14366, SCHMD27066	DANRE23370, DANRE23369
OG0005476	SCHMD22714, SCHMD28208	DANRE31627
OG0005477	SCHMD11327, SCHMD11326	DANRE35368
OG0005479	SCHMD12305	DANRE38869, DANRE38870
OG0005481	SCHMD02765	DANRE33798, DANRE33799
OG0005482	SCHMD03117	DANRE08077
OG0005483	SCHMD19171	DANRE36514, DANRE36513
OG0005486	SCHMD06308, SCHMD07820	DANRE19600
OG0005487	SCHMD07720, SCHMD07721	DANRE42927, DANRE42926
OG0005488	SCHMD00795	DANRE00136, DANRE00135
OG0005490	SCHMD06570	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832
OG0005491	SCHMD02400, SCHMD01109	DANRE19088, DANRE19089
OG0005493	SCHMD12670	DANRE11814
OG0005495	SCHMD07327	DANRE34985, DANRE34986
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	DANRE01400, DANRE01401
OG0005500	SCHMD03248, SCHMD03247	DANRE02835, DANRE02834
OG0005502	SCHMD02196	DANRE13277, DANRE13275, DANRE13276, DANRE26573, DANRE26572, DANRE26571, DANRE06519, DANRE06518, DANRE06516, DANRE06515, DANRE06517
OG0005503	SCHMD18082, SCHMD10352	DANRE10305
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	DANRE07863, DANRE07864
OG0005508	SCHMD24609	DANRE14976, DANRE14977
OG0005509	SCHMD18235	DANRE14408
OG0005514	SCHMD07379	DANRE39609, DANRE39607, DANRE39610, DANRE39608
OG0005517	SCHMD04227	DANRE24916, DANRE24915
OG0005518	SCHMD04288	DANRE13477, DANRE13476
OG0005520	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909	DANRE30676, DANRE30675
OG0005522	SCHMD10063	DANRE34303, DANRE34304, DANRE34302
OG0005523	SCHMD26643, SCHMD21426	DANRE21306
OG0005524	SCHMD06781	DANRE03090
OG0005525	SCHMD03055	DANRE04356, DANRE04355
OG0005527	SCHMD04109	DANRE25598, DANRE30947
OG0005528	SCHMD02186	DANRE25797, DANRE25798
OG0005529	SCHMD00457	DANRE33058
OG0005532	SCHMD20423, SCHMD27192, SCHMD21158, SCHMD24764	DANRE11541, DANRE11540
OG0005533	SCHMD00593	DANRE12566
OG0005534	SCHMD12378	DANRE13330, DANRE13329
OG0005536	SCHMD08816	DANRE34862
OG0005537	SCHMD12765	DANRE14245, DANRE14246
OG0005538	SCHMD07816	DANRE29221
OG0005539	SCHMD05501, SCHMD05502	DANRE15118, DANRE15119
OG0005542	SCHMD10197	DANRE05235
OG0005545	SCHMD09667	DANRE02887
OG0005546	SCHMD22923	DANRE04280, DANRE30373, DANRE30478, DANRE30477
OG0005551	SCHMD03096	DANRE03835, DANRE03834
OG0005554	SCHMD05734	DANRE39338, DANRE39339, DANRE39340
OG0005556	SCHMD10870, SCHMD18170	DANRE34261
OG0005559	SCHMD16974, SCHMD15037	DANRE14663, DANRE14666, DANRE14664, DANRE14665
OG0005560	SCHMD09834, SCHMD09833	DANRE36070, DANRE36069
OG0005562	SCHMD14801, SCHMD19132	DANRE19787
OG0005563	SCHMD12379	DANRE41618, DANRE41621, DANRE41622, DANRE41619
OG0005564	SCHMD20152, SCHMD14971	DANRE19104, DANRE19105
OG0005565	SCHMD16708, SCHMD23869	DANRE29042
OG0005566	SCHMD17800	DANRE39659, DANRE00333
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	DANRE25030
OG0005570	SCHMD09421, SCHMD03639	DANRE16077, DANRE16079, DANRE16078
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	DANRE15331, DANRE15330
OG0005573	SCHMD02930	DANRE25229
OG0005574	SCHMD12377	DANRE37569, DANRE37570
OG0005575	SCHMD29678	DANRE03463, DANRE03462
OG0005576	SCHMD07029, SCHMD07030	DANRE15201, DANRE15200, DANRE15202
OG0005580	SCHMD13326	DANRE28264
OG0005581	SCHMD04114	DANRE16480, DANRE06576, DANRE06577
OG0005588	SCHMD14537	DANRE24588, DANRE24587
OG0005589	SCHMD00570	DANRE41477
OG0005590	SCHMD15965	DANRE16067
OG0005592	SCHMD29641, SCHMD06507	DANRE30249
OG0005594	SCHMD01628	DANRE10635
OG0005596	SCHMD05215	DANRE43374, DANRE42738, DANRE42739, DANRE34936, DANRE34937
OG0005597	SCHMD15948, SCHMD15508	DANRE15269, DANRE15270
OG0005598	SCHMD28546, SCHMD03623	DANRE25018
OG0005599	SCHMD02438	DANRE36072
OG0005600	SCHMD16041	DANRE40275
OG0005603	SCHMD19668, SCHMD21236, SCHMD25008	DANRE39411
OG0005604	SCHMD13641, SCHMD16141	DANRE16557
OG0005605	SCHMD17079	DANRE34529
OG0005609	SCHMD10661, SCHMD10660	DANRE25008, DANRE25007
OG0005610	SCHMD05436, SCHMD09492	DANRE06351, DANRE06350, DANRE33795
OG0005611	SCHMD22528, SCHMD19557	DANRE28958, DANRE28959
OG0005612	SCHMD03692	DANRE11866, DANRE11865
OG0005613	SCHMD01673	DANRE11321, DANRE16822, DANRE16821
OG0005615	SCHMD24965, SCHMD20148	DANRE31126
OG0005617	SCHMD04518	DANRE36363, DANRE00407
OG0005618	SCHMD19841	DANRE00178, DANRE00176, DANRE00177
OG0005620	SCHMD00996	DANRE31254
OG0005621	SCHMD08358, SCHMD08356, SCHMD08355	DANRE11716, DANRE11715
OG0005622	SCHMD09799	DANRE18660
OG0005623	SCHMD04874	DANRE05432, DANRE05431
OG0005625	SCHMD01610	DANRE06001
OG0005626	SCHMD07068	DANRE01117, DANRE07553
OG0005627	SCHMD08756	DANRE35938
OG0005629	SCHMD09552	DANRE20590
OG0005630	SCHMD01646	DANRE16694, DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632
OG0005632	SCHMD14616, SCHMD19534	DANRE17404
OG0005633	SCHMD07099	DANRE05518, DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516
OG0005634	SCHMD20586	DANRE33369, DANRE40678, DANRE33370
OG0005636	SCHMD19328, SCHMD18481	DANRE13481, DANRE13482
OG0005637	SCHMD23112	DANRE41703, DANRE41700, DANRE41702, DANRE41701
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	DANRE10666, DANRE18080, DANRE18081
OG0005642	SCHMD13411	DANRE21297, DANRE02697
OG0005643	SCHMD13075	DANRE36781
OG0005644	SCHMD04718	DANRE20309, DANRE08252
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	DANRE10983
OG0005649	SCHMD08195, SCHMD22964	DANRE42185, DANRE42183, DANRE42184
OG0005652	SCHMD16380, SCHMD06971	DANRE02692, DANRE02690, DANRE02691
OG0005656	SCHMD27371	DANRE04885, DANRE04886, DANRE04884
OG0005681	SCHMD11619	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168
OG0005685	SCHMD15185	DANRE05475
OG0005685	SCHMD11471	DANRE05474
OG0005690	SCHMD02487	DANRE10416
OG0005691	SCHMD26506	DANRE25057, DANRE25059
OG0005692	SCHMD02679	DANRE21996, DANRE21995, DANRE42270
OG0005696	SCHMD00584	DANRE02901, DANRE02900
OG0005697	SCHMD05677	DANRE38971
OG0005702	SCHMD14141	DANRE08887
OG0005703	SCHMD17404	DANRE33923
OG0005704	SCHMD11470	DANRE41934
OG0005707	SCHMD05853	DANRE20947
OG0005712	SCHMD07067	DANRE30485
OG0005714	SCHMD01804	DANRE00374, DANRE00373
OG0005715	SCHMD12420, SCHMD17206	DANRE43098
OG0005718	SCHMD10737	DANRE08143, DANRE08142
OG0005720	SCHMD22971	DANRE04877, DANRE04878
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	DANRE35044
OG0005723	SCHMD06963	DANRE41011, DANRE41012, DANRE41010
OG0005724	SCHMD16415, SCHMD22314	DANRE20202
OG0005725	SCHMD15122, SCHMD20635	DANRE03552, DANRE03553
OG0005727	SCHMD10634, SCHMD08590	DANRE35244, DANRE35245
OG0005728	SCHMD03714	DANRE37055
OG0005732	SCHMD29400, SCHMD29134	DANRE16848
OG0005733	SCHMD03723	DANRE03975
OG0005734	SCHMD02857	DANRE22995, DANRE20594
OG0005737	SCHMD03849	DANRE08970
OG0005744	SCHMD03440, SCHMD17406	DANRE09821
OG0005745	SCHMD00316, SCHMD12070	DANRE04124
OG0005746	SCHMD18087	DANRE16686
OG0005749	SCHMD01444, SCHMD00011	DANRE30710
OG0005750	SCHMD13471, SCHMD16445	DANRE07024
OG0005754	SCHMD05805, SCHMD05804	DANRE17368, DANRE17369, DANRE17367
OG0005757	SCHMD07565	DANRE10576
OG0005758	SCHMD02273	DANRE07527, DANRE07528
OG0005761	SCHMD17717	DANRE33898
OG0005762	SCHMD02446	DANRE22206
OG0005763	SCHMD07552	DANRE39518, DANRE39519, DANRE39517
OG0005764	SCHMD24702	DANRE09780
OG0005765	SCHMD18072, SCHMD07191	DANRE04820, DANRE04821, DANRE04819
OG0005767	SCHMD06640, SCHMD22984, SCHMD09841	DANRE03737, DANRE03736
OG0005770	SCHMD08433, SCHMD15883	DANRE12661, DANRE12660
OG0005771	SCHMD04988	DANRE14116, DANRE14114, DANRE14115
OG0005772	SCHMD05049	DANRE39577
OG0005774	SCHMD08709	DANRE22637
OG0005775	SCHMD29828	DANRE03621
OG0005776	SCHMD03919	DANRE05180
OG0005779	SCHMD09046	DANRE40753, DANRE40752
OG0005783	SCHMD10823	DANRE19394, DANRE19393
OG0005788	SCHMD17492	DANRE02080
OG0005789	SCHMD07616, SCHMD07618	DANRE38286
OG0005790	SCHMD05737, SCHMD05738	DANRE05586
OG0005791	SCHMD25739	DANRE35362
OG0005793	SCHMD01801	DANRE26367
OG0005795	SCHMD13893	DANRE41201
OG0005796	SCHMD07390	DANRE35301
OG0005797	SCHMD07039	DANRE06686
OG0005799	SCHMD10266, SCHMD10268, SCHMD10267	DANRE07255, DANRE07256
OG0005800	SCHMD00983	DANRE14375, DANRE14374
OG0005801	SCHMD02270	DANRE10200
OG0005802	SCHMD00774	DANRE42619
OG0005803	SCHMD20737	DANRE42298
OG0005804	SCHMD08064, SCHMD11360	DANRE16177, DANRE26612
OG0005806	SCHMD15358	DANRE33644, DANRE33645, DANRE33646, DANRE33642, DANRE33643
OG0005807	SCHMD05422	DANRE42401
OG0005811	SCHMD09652	DANRE30619
OG0005812	SCHMD11310	DANRE06734, DANRE06736, DANRE06735
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	DANRE33638
OG0005814	SCHMD01776	DANRE00480, DANRE00481, DANRE00482
OG0005815	SCHMD14928, SCHMD17547	DANRE35338, DANRE35339
OG0005816	SCHMD28319	DANRE33494, DANRE25870
OG0005817	SCHMD05597, SCHMD01856	DANRE08196
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	DANRE25883
OG0005823	SCHMD08649	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319
OG0005824	SCHMD01009	DANRE28405, DANRE28404, DANRE28406
OG0005828	SCHMD21164, SCHMD18882	DANRE11026
OG0005829	SCHMD10491	DANRE18381, DANRE18383
OG0005831	SCHMD04560	DANRE03042, DANRE03041
OG0005835	SCHMD06972	DANRE22723
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	DANRE00571
OG0005837	SCHMD28753	DANRE28876
OG0005840	SCHMD07247	DANRE11184
OG0005842	SCHMD15622	DANRE01807
OG0005843	SCHMD06491	DANRE27852, DANRE27853
OG0005845	SCHMD05449	DANRE08278, DANRE08279, DANRE08276, DANRE08277
OG0005846	SCHMD28275, SCHMD12099	DANRE43439
OG0005847	SCHMD14907	DANRE18614
OG0005848	SCHMD10194, SCHMD07261	DANRE29474
OG0005849	SCHMD07252	DANRE42620
OG0005850	SCHMD04093	DANRE02454
OG0005851	SCHMD25831, SCHMD26851	DANRE39994, DANRE39993
OG0005852	SCHMD02557	DANRE40523, DANRE40522
OG0005853	SCHMD29663, SCHMD04997	DANRE11871, DANRE11872, DANRE11870
OG0005854	SCHMD19253, SCHMD17372	DANRE26034, DANRE26032, DANRE26031, DANRE26033
OG0005856	SCHMD06135	DANRE11367, DANRE11368, DANRE11366
OG0005858	SCHMD20485	DANRE33663
OG0005859	SCHMD09228	DANRE39604, DANRE43327
OG0005860	SCHMD03591	DANRE40800
OG0005863	SCHMD02497	DANRE29066
OG0005864	SCHMD10925	DANRE00114
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	DANRE36625, DANRE36626
OG0005866	SCHMD03734	DANRE11579
OG0005869	SCHMD26507, SCHMD23591	DANRE36892, DANRE36893
OG0005870	SCHMD09476	DANRE26828, DANRE26829, DANRE24559, DANRE24560, DANRE24558
OG0005871	SCHMD00778	DANRE07208
OG0005874	SCHMD05420	DANRE42750
OG0005875	SCHMD00264	DANRE12228
OG0005876	SCHMD17997, SCHMD16591	DANRE36601, DANRE36602, DANRE36600
OG0005877	SCHMD25314	DANRE02122
OG0005880	SCHMD04126	DANRE21270
OG0005883	SCHMD01141	DANRE33540
OG0005886	SCHMD18383	DANRE11989
OG0005887	SCHMD01687	DANRE35050
OG0005888	SCHMD13482	DANRE30287
OG0005889	SCHMD11972	DANRE38035
OG0005890	SCHMD09184, SCHMD12140	DANRE23385, DANRE23386
OG0005895	SCHMD12191	DANRE01111
OG0005897	SCHMD08042	DANRE15609
OG0005899	SCHMD12882, SCHMD12880	DANRE30256
OG0005900	SCHMD03686	DANRE27122, DANRE27121, DANRE27123
OG0005901	SCHMD15462	DANRE12702
OG0005903	SCHMD00050	DANRE12234
OG0005909	SCHMD20781	DANRE26562, DANRE26561
OG0005913	SCHMD08000	DANRE08503, DANRE08504
OG0005917	SCHMD29553, SCHMD28782	DANRE37251
OG0005918	SCHMD16076, SCHMD19461	DANRE26860, DANRE26859
OG0005919	SCHMD24140, SCHMD26763	DANRE27437
OG0005921	SCHMD20283	DANRE00770, DANRE00771, DANRE07756, DANRE07757
OG0005922	SCHMD00392	DANRE01622
OG0005923	SCHMD07170	DANRE37950
OG0005924	SCHMD07545	DANRE26067, DANRE26068, DANRE26069
OG0005926	SCHMD04836	DANRE27181
OG0005927	SCHMD05874	DANRE42189
OG0005928	SCHMD22733, SCHMD16359	DANRE01870, DANRE01871
OG0005929	SCHMD10353, SCHMD25481, SCHMD18026	DANRE28882, DANRE28881, DANRE35644
OG0005930	SCHMD12780	DANRE18990, DANRE18989
OG0005932	SCHMD11131, SCHMD00511	DANRE12427, DANRE12426
OG0005933	SCHMD09471	DANRE33836, DANRE33835, DANRE35227
OG0005936	SCHMD24148, SCHMD16917	DANRE39451, DANRE39450
OG0005937	SCHMD13453	DANRE12548, DANRE12547, DANRE12549
OG0005939	SCHMD09857	DANRE25188
OG0005940	SCHMD20079	DANRE18047
OG0005942	SCHMD23166	DANRE01018, DANRE01019
OG0005946	SCHMD17764, SCHMD14112	DANRE40755, DANRE40756
OG0005947	SCHMD04554	DANRE16088
OG0005948	SCHMD05630	DANRE04336, DANRE05014, DANRE05013, DANRE05011, DANRE05012
OG0005949	SCHMD04688	DANRE36776
OG0005952	SCHMD14057	DANRE00112, DANRE00113
OG0005955	SCHMD28997	DANRE41176, DANRE41175
OG0005956	SCHMD02817	DANRE19452
OG0005959	SCHMD19013	DANRE13565
OG0005965	SCHMD08437	DANRE07318, DANRE07317, DANRE15870
OG0005966	SCHMD21323, SCHMD27755	DANRE30542, DANRE30541
OG0005967	SCHMD05472	DANRE29460, DANRE29461
OG0005969	SCHMD09557	DANRE05968, DANRE22135, DANRE22134, DANRE22133
OG0005970	SCHMD01213	DANRE21493
OG0005971	SCHMD02682	DANRE42629
OG0005973	SCHMD13962	DANRE05641
OG0005974	SCHMD07776	DANRE17648
OG0005977	SCHMD05710, SCHMD05711	DANRE31405, DANRE31403, DANRE31404
OG0005978	SCHMD07295, SCHMD07297	DANRE15157
OG0005979	SCHMD02124	DANRE38778
OG0005982	SCHMD25871, SCHMD22233	DANRE00484, DANRE00483
OG0005984	SCHMD15039, SCHMD22394	DANRE19178, DANRE19177
OG0005986	SCHMD08044	DANRE11830, DANRE37149
OG0005987	SCHMD00944	DANRE20527
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	DANRE26234
OG0005993	SCHMD11427, SCHMD18715	DANRE22273, DANRE22274
OG0005994	SCHMD29551, SCHMD27858	DANRE01522, DANRE27164
OG0005995	SCHMD08037	DANRE05970
OG0005998	SCHMD02380, SCHMD09950	DANRE40594, DANRE19430
OG0006000	SCHMD01538	DANRE18864
OG0006001	SCHMD09797, SCHMD09796	DANRE25824
OG0006002	SCHMD03942	DANRE31475, DANRE31474, DANRE31473
OG0006003	SCHMD28801, SCHMD05202	DANRE35433, DANRE35432, DANRE35431
OG0006005	SCHMD22182, SCHMD08878	DANRE20235
OG0006009	SCHMD19529	DANRE16038, DANRE16039
OG0006010	SCHMD15502	DANRE06602, DANRE06603, DANRE16464
OG0006011	SCHMD19974, SCHMD20066	DANRE33317
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	DANRE25962, DANRE25963, DANRE25961, DANRE38412
OG0006021	SCHMD03610, SCHMD01661, SCHMD05816	DANRE11154, DANRE17592, DANRE35232, DANRE07268, DANRE05561
OG0006031	SCHMD16657	DANRE12894, DANRE38362
OG0006062	SCHMD24107	DANRE28758, DANRE28759
OG0006063	SCHMD23310, SCHMD03030	DANRE20565, DANRE20567, DANRE20566
OG0006064	SCHMD10442	DANRE20071
OG0006065	SCHMD02636	DANRE40648
OG0006066	SCHMD10156	DANRE41650, DANRE16622
OG0006070	SCHMD12482, SCHMD20456	DANRE09408, DANRE36005
OG0006074	SCHMD10253	DANRE17468, DANRE17467
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	DANRE25248, DANRE25247
OG0006081	SCHMD03767, SCHMD03768	DANRE31421
OG0006083	SCHMD05588	DANRE25571, DANRE25570
OG0006084	SCHMD04050	DANRE15943, DANRE15942
OG0006085	SCHMD06820, SCHMD25134	DANRE25506, DANRE25507, DANRE00323
OG0006087	SCHMD02837	DANRE37182, DANRE43283, DANRE37181
OG0006094	SCHMD00777, SCHMD21575	DANRE07517, DANRE07516
OG0006095	SCHMD01933	DANRE17173
OG0006097	SCHMD02082	DANRE24039
OG0006098	SCHMD03761	DANRE23818
OG0006099	SCHMD01333, SCHMD00446	DANRE03620, DANRE28627, DANRE29421
OG0006100	SCHMD13497	DANRE26042, DANRE26043
OG0006101	SCHMD20998, SCHMD13053	DANRE37585, DANRE37584, DANRE37582, DANRE37583
OG0006102	SCHMD05671	DANRE19412
OG0006104	SCHMD02621	DANRE30099
OG0006106	SCHMD07924	DANRE24568
