Orthogroup	ASTMX	CAPO3
OG0005857	ASTMX16007, ASTMX04410	CAPO301639
OG0005859	ASTMX13468, ASTMX13466	CAPO307160
OG0005860	ASTMX12500	CAPO300029
OG0005864	ASTMX05926	CAPO301932
OG0005865	ASTMX09430	CAPO303346
OG0005866	ASTMX18464	CAPO302021
OG0005869	ASTMX11468	CAPO305217
OG0005870	ASTMX07409	CAPO305120
OG0005872	ASTMX01886	CAPO301101
OG0005874	ASTMX22939, ASTMX00564, ASTMX16735	CAPO301503
OG0005875	ASTMX03020, ASTMX09190	CAPO307256
OG0005876	ASTMX09416	CAPO301107
OG0005877	ASTMX02902	CAPO303218
OG0005878	ASTMX01268	CAPO307565
OG0005879	ASTMX13909	CAPO305924
OG0005880	ASTMX14254	CAPO303914
OG0005884	ASTMX01288	CAPO302326
OG0005886	ASTMX01343	CAPO302755
OG0005887	ASTMX03529	CAPO307435, CAPO303666
OG0005889	ASTMX07012	CAPO306476
OG0005890	ASTMX17642	CAPO303293
OG0005892	ASTMX10888	CAPO304793
OG0005893	ASTMX04147, ASTMX20266, ASTMX04146	CAPO302656
OG0005894	ASTMX14500, ASTMX04093, ASTMX11487	CAPO302802
OG0005897	ASTMX21129	CAPO306226
OG0005898	ASTMX00076	CAPO304352
OG0005899	ASTMX14192	CAPO306295
OG0005901	ASTMX06245	CAPO307343
OG0005902	ASTMX00896	CAPO305014, CAPO305124
OG0005903	ASTMX23020, ASTMX09187	CAPO306042
OG0005904	ASTMX08292	CAPO308290
OG0005907	ASTMX19447	CAPO306181
OG0005909	ASTMX06496	CAPO304980
OG0005914	ASTMX13941	CAPO304812
OG0005915	ASTMX00008	CAPO301830
OG0005918	ASTMX03112	CAPO304132
OG0005919	ASTMX17322	CAPO301677
OG0005921	ASTMX02238	CAPO301707
OG0005922	ASTMX14273	CAPO301561
OG0005923	ASTMX06971	CAPO302607
OG0005924	ASTMX04587	CAPO300900
OG0005926	ASTMX16056	CAPO306981
OG0005929	ASTMX21522	CAPO308208
OG0005931	ASTMX04907	CAPO306162
OG0005932	ASTMX16557	CAPO300797
OG0005933	ASTMX09736	CAPO301858
OG0005936	ASTMX12418	CAPO302424
OG0005937	ASTMX07248	CAPO304550
OG0005938	ASTMX06092	CAPO300395
OG0005940	ASTMX15640	CAPO300232
OG0005941	ASTMX01249	CAPO302544
OG0005942	ASTMX12161	CAPO305649
OG0005943	ASTMX17665	CAPO304448
OG0005944	ASTMX17388	CAPO302321
OG0005946	ASTMX17105	CAPO302043
OG0005947	ASTMX04158	CAPO308067, CAPO304545
OG0005949	ASTMX01038	CAPO305776
OG0005950	ASTMX01327	CAPO302730
OG0005951	ASTMX02936	CAPO305823
OG0005952	ASTMX15940, ASTMX05925	CAPO302748
OG0005953	ASTMX12080	CAPO300018
OG0005954	ASTMX01107	CAPO300472
OG0005955	ASTMX17769	CAPO308169
OG0005958	ASTMX16538	CAPO305231
OG0005959	ASTMX22073	CAPO303727
OG0005960	ASTMX11608	CAPO306619
OG0005961	ASTMX09478	CAPO301401
OG0005965	ASTMX19565, ASTMX01612	CAPO304971
OG0005966	ASTMX21448	CAPO303149
OG0005967	ASTMX15403	CAPO304145
OG0005968	ASTMX17140, ASTMX16410	CAPO307899
OG0005969	ASTMX05797, ASTMX16905	CAPO304815
OG0005970	ASTMX02839	CAPO300012
OG0005972	ASTMX21731	CAPO306254
OG0005973	ASTMX04612	CAPO301806
OG0005974	ASTMX20049	CAPO300269
OG0005975	ASTMX00556, ASTMX00123, ASTMX04122	CAPO301864
OG0005976	ASTMX19859	CAPO304330
OG0005977	ASTMX03076	CAPO302621
OG0005978	ASTMX15362	CAPO302579
OG0005981	ASTMX18672	CAPO305244
OG0005982	ASTMX10015	CAPO302153
OG0005983	ASTMX06029	CAPO305305
OG0005984	ASTMX10388	CAPO303854
OG0005986	ASTMX08502, ASTMX01602	CAPO306131
OG0005987	ASTMX04120	CAPO307262
OG0005988	ASTMX05836	CAPO306075
OG0005989	ASTMX20821	CAPO304449
OG0005991	ASTMX02237	CAPO304070
OG0005993	ASTMX19846	CAPO301813
OG0005996	ASTMX01828	CAPO304073
OG0005997	ASTMX11085, ASTMX00585, ASTMX02576	CAPO307298
OG0005998	ASTMX16012	CAPO304281
OG0006000	ASTMX10236	CAPO304784
OG0006001	ASTMX00461	CAPO300287
OG0006002	ASTMX15878	CAPO300104
OG0006003	ASTMX15486	CAPO307004
OG0006005	ASTMX03888	CAPO300498
OG0006006	ASTMX06953	CAPO303456
OG0006008	ASTMX04872	CAPO304325
OG0006011	ASTMX09627	CAPO305929
OG0006012	ASTMX05158, ASTMX03554	CAPO306003
OG0006013	ASTMX00899	CAPO306786
OG0006031	ASTMX09024	CAPO307805
OG0006059	ASTMX20069	CAPO306968
OG0006062	ASTMX21362	CAPO305933
OG0006063	ASTMX19817	CAPO300774
OG0006064	ASTMX09308	CAPO304870
OG0006065	ASTMX05085	CAPO301967
OG0006066	ASTMX16436, ASTMX07300	CAPO300852
OG0006069	ASTMX04982	CAPO305608
OG0006072	ASTMX14707	CAPO303438
OG0006073	ASTMX04426	CAPO303232
OG0006074	ASTMX21669	CAPO305192
OG0006075	ASTMX04237	CAPO300591
OG0006079	ASTMX00383	CAPO300122
OG0006081	ASTMX03064	CAPO304015
OG0006084	ASTMX19893	CAPO303975
OG0006085	ASTMX01099	CAPO306971
OG0006087	ASTMX01650	CAPO307633
OG0006090	ASTMX08457	CAPO303628
OG0006094	ASTMX11703	CAPO301083
OG0006095	ASTMX19132	CAPO308333, CAPO301147
OG0006096	ASTMX05943	CAPO305316
OG0006097	ASTMX09114	CAPO305425
OG0006098	ASTMX02650	CAPO300607
OG0006101	ASTMX11023	CAPO301377
OG0006103	ASTMX01227	CAPO308138
OG0006107	ASTMX22003, ASTMX22002	CAPO302627
OG0006108	ASTMX06756	CAPO302650
OG0006110	ASTMX05269, ASTMX13689	CAPO302693
OG0006111	ASTMX03721	CAPO304724
OG0006113	ASTMX17162	CAPO307626
OG0006114	ASTMX23007, ASTMX17743	CAPO304178
OG0006115	ASTMX10240	CAPO306466
OG0006116	ASTMX03933	CAPO304187
OG0006117	ASTMX07833	CAPO302456
OG0006118	ASTMX12556, ASTMX07434, ASTMX12555	CAPO306890
OG0006119	ASTMX17889	CAPO305308
OG0006121	ASTMX03893	CAPO308090
OG0006122	ASTMX13828	CAPO302744
OG0006124	ASTMX13027	CAPO304805
OG0006125	ASTMX10686	CAPO306355
OG0006127	ASTMX06270	CAPO301362
OG0006128	ASTMX01066	CAPO301150
OG0006129	ASTMX01622	CAPO300938
OG0006131	ASTMX17497, ASTMX07320	CAPO303965
OG0006132	ASTMX02797	CAPO307591
OG0006133	ASTMX02903	CAPO304297
OG0006134	ASTMX16827	CAPO307652
OG0006135	ASTMX03245	CAPO307747
OG0006136	ASTMX16704	CAPO304577
OG0006137	ASTMX16809	CAPO303566
OG0006139	ASTMX02011, ASTMX17239, ASTMX09428	CAPO301488
OG0006140	ASTMX13985	CAPO301396
OG0006141	ASTMX02158, ASTMX02157	CAPO302378
OG0006144	ASTMX17865	CAPO307727
OG0006145	ASTMX05270	CAPO304370
OG0006148	ASTMX10011	CAPO302407
OG0006149	ASTMX17620	CAPO301175
OG0006151	ASTMX13690	CAPO304128
OG0006152	ASTMX11033	CAPO306493
OG0006153	ASTMX03761	CAPO305107
OG0006155	ASTMX06842	CAPO301956
OG0006156	ASTMX21711	CAPO304652
OG0006158	ASTMX11131, ASTMX08488	CAPO307937
OG0006159	ASTMX05463	CAPO307030
OG0006160	ASTMX16077	CAPO304978
OG0006161	ASTMX01910	CAPO301615
OG0006162	ASTMX02345	CAPO300392
OG0006164	ASTMX03574	CAPO307640
OG0006169	ASTMX09379	CAPO305149
OG0006176	ASTMX21334	CAPO304797
OG0006177	ASTMX17757	CAPO306017
OG0006178	ASTMX03903	CAPO306742
OG0006179	ASTMX20678	CAPO307840
OG0006180	ASTMX13102	CAPO308064
OG0006181	ASTMX06332	CAPO308207
OG0006182	ASTMX17800	CAPO300329
OG0006183	ASTMX21206	CAPO306749
OG0006185	ASTMX16064	CAPO301640
OG0006186	ASTMX16800	CAPO304672
OG0006187	ASTMX15380	CAPO303722
OG0006188	ASTMX15568	CAPO307979
OG0006190	ASTMX17587	CAPO304791
OG0006191	ASTMX13647	CAPO301907
OG0006192	ASTMX12101	CAPO308099
OG0006195	ASTMX16392	CAPO308346, CAPO305489
OG0006196	ASTMX11702	CAPO304854
OG0006198	ASTMX18414	CAPO306368
OG0006199	ASTMX07716	CAPO307861
OG0006200	ASTMX07126	CAPO306047
OG0006202	ASTMX10060	CAPO307311
OG0006204	ASTMX04464	CAPO307074
OG0006205	ASTMX20252	CAPO306928
OG0006206	ASTMX08099	CAPO308060
OG0006209	ASTMX06935, ASTMX12864	CAPO303208
OG0006210	ASTMX15807	CAPO301051
OG0006211	ASTMX17619	CAPO305755
OG0006213	ASTMX12993	CAPO301176
OG0006214	ASTMX14394	CAPO305313
OG0006216	ASTMX14522	CAPO304328
OG0006225	ASTMX16115	CAPO307529
OG0006226	ASTMX10013	CAPO303955
OG0006227	ASTMX18928	CAPO304192
OG0006229	ASTMX01633	CAPO306729
OG0006230	ASTMX15185	CAPO303003
OG0006233	ASTMX06021	CAPO307263
OG0006234	ASTMX12448	CAPO305546
OG0006235	ASTMX16631	CAPO300217
OG0006237	ASTMX05214	CAPO302524
OG0006239	ASTMX06263	CAPO305262
OG0006243	ASTMX03387	CAPO301646
OG0006244	ASTMX15329	CAPO306900
OG0006245	ASTMX05448	CAPO307777
OG0006248	ASTMX11835	CAPO307601
OG0006249	ASTMX13840	CAPO304667
OG0006250	ASTMX17884	CAPO301165
OG0006251	ASTMX02311	CAPO302342
OG0006252	ASTMX06888	CAPO304131
OG0006253	ASTMX06015	CAPO307341
OG0006254	ASTMX17345	CAPO305073
OG0006257	ASTMX02479	CAPO305440
OG0006258	ASTMX07763	CAPO300398
OG0006260	ASTMX00800	CAPO300587
OG0006261	ASTMX20674, ASTMX13944	CAPO305676
OG0006262	ASTMX07419	CAPO307596
OG0006263	ASTMX09582	CAPO307994
OG0006264	ASTMX18801	CAPO304943
OG0006267	ASTMX10007	CAPO300629
OG0006268	ASTMX22171, ASTMX17106	CAPO305663
OG0006271	ASTMX19101	CAPO306714
OG0006272	ASTMX03363, ASTMX07014	CAPO300074
OG0006275	ASTMX11336	CAPO304219
OG0006277	ASTMX04405	CAPO307602
OG0006278	ASTMX15116, ASTMX20655	CAPO305153
OG0006279	ASTMX00059	CAPO307288
OG0006280	ASTMX08931	CAPO308182
OG0006281	ASTMX09240	CAPO302129
OG0006284	ASTMX07872	CAPO301681
OG0006285	ASTMX03323	CAPO301258
OG0006286	ASTMX19660	CAPO304212
OG0006287	ASTMX08189	CAPO302795
OG0006288	ASTMX07795	CAPO300129
OG0006289	ASTMX06413	CAPO306652
OG0006291	ASTMX17063	CAPO308081
OG0006293	ASTMX05974	CAPO307067
OG0006294	ASTMX01270	CAPO301151
OG0006295	ASTMX09386	CAPO307143
OG0006297	ASTMX09427	CAPO301937
OG0006298	ASTMX05352	CAPO306805
OG0006299	ASTMX02534, ASTMX00914, ASTMX10805	CAPO305899
OG0006301	ASTMX01384	CAPO306072
OG0006305	ASTMX10505, ASTMX21775	CAPO303850
OG0006306	ASTMX07488	CAPO303905
OG0006309	ASTMX17488, ASTMX21821	CAPO304441
OG0006311	ASTMX15780	CAPO300748
OG0006313	ASTMX07483	CAPO306539
OG0006314	ASTMX00057	CAPO308085, CAPO301326
OG0006317	ASTMX06895	CAPO301551
OG0006319	ASTMX08869	CAPO306239
OG0006320	ASTMX08316	CAPO303864
OG0006322	ASTMX09225, ASTMX22209, ASTMX09224	CAPO305971
OG0006323	ASTMX00548	CAPO300361
OG0006324	ASTMX17164	CAPO307431
OG0006329	ASTMX05107	CAPO306283
OG0006330	ASTMX01722	CAPO301590
OG0006331	ASTMX13932	CAPO301721
OG0006332	ASTMX20059	CAPO306801
OG0006334	ASTMX04134	CAPO302140
OG0006335	ASTMX09406	CAPO305790
OG0006338	ASTMX02377	CAPO300367
OG0006339	ASTMX03417	CAPO306751
OG0006340	ASTMX02502	CAPO306725
OG0006341	ASTMX08564	CAPO303256
OG0006344	ASTMX22591, ASTMX22499, ASTMX11732	CAPO307345
OG0006346	ASTMX12353	CAPO305832
OG0006347	ASTMX02893	CAPO305184
OG0006349	ASTMX21417	CAPO304057
OG0006350	ASTMX10119	CAPO302433
OG0006352	ASTMX18568, ASTMX00324	CAPO301346
OG0006353	ASTMX20203	CAPO301517
OG0006355	ASTMX10746	CAPO307129
OG0006356	ASTMX13066	CAPO305164
OG0006358	ASTMX03055	CAPO303299
OG0006359	ASTMX06500	CAPO300583
OG0006360	ASTMX14422	CAPO304103
OG0006361	ASTMX06246	CAPO308070
OG0006362	ASTMX07490	CAPO308308
OG0006363	ASTMX18537	CAPO301002
OG0006365	ASTMX02702, ASTMX04108	CAPO300671
OG0006370	ASTMX17423	CAPO300348
OG0006372	ASTMX09546	CAPO304608
OG0006375	ASTMX07697	CAPO306256
OG0006377	ASTMX03390	CAPO307494
OG0006378	ASTMX20075	CAPO304918
OG0006381	ASTMX07268	CAPO301472
OG0006382	ASTMX04600	CAPO307026
OG0006383	ASTMX03733	CAPO303174
OG0006384	ASTMX17353	CAPO305941
OG0006385	ASTMX03955, ASTMX10459	CAPO301074
OG0006386	ASTMX12433	CAPO303165
OG0006387	ASTMX02531	CAPO306319
OG0006390	ASTMX12951	CAPO308093
OG0006392	ASTMX09822	CAPO305806
OG0006394	ASTMX13173	CAPO302470
OG0006395	ASTMX16987	CAPO300149
OG0006399	ASTMX16353, ASTMX16352	CAPO307228
OG0006443	ASTMX17383	CAPO300234
OG0006447	ASTMX03343	CAPO302283
OG0006448	ASTMX06552	CAPO301094
OG0006449	ASTMX00867	CAPO305961
OG0006456	ASTMX13571	CAPO300992
OG0006459	ASTMX05149	CAPO307843
OG0006460	ASTMX10934	CAPO308313
OG0006461	ASTMX20285	CAPO306350
OG0006462	ASTMX07745, ASTMX16027	CAPO300662
OG0006464	ASTMX07158	CAPO307754
OG0006465	ASTMX04889	CAPO307052
OG0006467	ASTMX08996	CAPO301292
OG0006468	ASTMX13923	CAPO303390
OG0006469	ASTMX04166	CAPO302486
OG0006470	ASTMX19812	CAPO300984
OG0006471	ASTMX10543	CAPO303440
OG0006474	ASTMX05105	CAPO300155
OG0006475	ASTMX06213	CAPO301888
OG0006476	ASTMX03680	CAPO300216
OG0006478	ASTMX19975	CAPO301079
OG0006479	ASTMX05244	CAPO304002
OG0006480	ASTMX10507	CAPO300197
OG0006481	ASTMX12810	CAPO307580
OG0006482	ASTMX15100	CAPO305654
OG0006485	ASTMX05625	CAPO307612
OG0006487	ASTMX19663	CAPO300649
OG0006488	ASTMX20556	CAPO301772
OG0006490	ASTMX07123	CAPO301539
OG0006491	ASTMX09131	CAPO300606
OG0006493	ASTMX06078	CAPO306548
OG0006496	ASTMX13132	CAPO304473
OG0006498	ASTMX09105	CAPO301440
OG0006501	ASTMX20489	CAPO307734
OG0006502	ASTMX03641	CAPO301087
OG0006503	ASTMX17879	CAPO304660
OG0006504	ASTMX09346	CAPO302154
OG0006505	ASTMX14118	CAPO301510
OG0006507	ASTMX06390	CAPO301032
OG0006508	ASTMX20868	CAPO301635
OG0006509	ASTMX17571	CAPO304681
OG0006510	ASTMX21327	CAPO300081
OG0006512	ASTMX17346	CAPO301701
OG0006514	ASTMX14865	CAPO304095
OG0006515	ASTMX02761	CAPO306459
OG0006516	ASTMX04546, ASTMX04545	CAPO305607
OG0006517	ASTMX11934	CAPO300477
OG0006519	ASTMX01289	CAPO308006
OG0006520	ASTMX13980	CAPO300668
OG0006523	ASTMX06331	CAPO302914
OG0006526	ASTMX12578	CAPO303623
OG0006532	ASTMX02900	CAPO304147
OG0006534	ASTMX18494	CAPO305714
OG0006536	ASTMX04129	CAPO305735
OG0006538	ASTMX18870	CAPO305091
OG0006540	ASTMX04121	CAPO304760
OG0006541	ASTMX10564	CAPO302376, CAPO304688, CAPO300243
OG0006542	ASTMX13981	CAPO305168
OG0006543	ASTMX20456	CAPO305452
OG0006544	ASTMX18699	CAPO306101
OG0006545	ASTMX12257	CAPO307929
OG0006546	ASTMX21843	CAPO305234
OG0006547	ASTMX12162	CAPO301259
OG0006549	ASTMX13289	CAPO306040
OG0006550	ASTMX02023	CAPO307487
OG0006552	ASTMX10359	CAPO301957
OG0006553	ASTMX04960	CAPO308128
OG0006554	ASTMX07799	CAPO306525
OG0006555	ASTMX00532	CAPO305951
OG0006556	ASTMX22485, ASTMX04835	CAPO304941
OG0006557	ASTMX00610	CAPO300124
OG0006561	ASTMX15649	CAPO300890
OG0006562	ASTMX04124	CAPO303607
OG0006566	ASTMX21272	CAPO303944
OG0006568	ASTMX11588	CAPO303043
OG0006569	ASTMX04216	CAPO300856
OG0006570	ASTMX00900	CAPO302571
OG0006571	ASTMX18330	CAPO306740
OG0006573	ASTMX15993	CAPO306413
OG0006575	ASTMX03347	CAPO304950
OG0006577	ASTMX02962	CAPO300858
OG0006578	ASTMX20623, ASTMX20624	CAPO303393
OG0006581	ASTMX05136	CAPO300223
OG0006583	ASTMX09907	CAPO308147
OG0006584	ASTMX01917	CAPO304380
OG0006586	ASTMX00582	CAPO300241
OG0006590	ASTMX01101	CAPO304634
OG0006591	ASTMX01816	CAPO306654
OG0006592	ASTMX19848	CAPO302105
OG0006594	ASTMX10490	CAPO305352
OG0006595	ASTMX17451	CAPO306726
OG0006596	ASTMX15703	CAPO305496
OG0006597	ASTMX08816	CAPO306143
OG0006598	ASTMX03337	CAPO303505
OG0006600	ASTMX01495	CAPO300993
OG0006602	ASTMX13176	CAPO306545
OG0006603	ASTMX16596	CAPO305246
OG0006604	ASTMX04380	CAPO301632
OG0006606	ASTMX07238	CAPO300627, CAPO305047
OG0006607	ASTMX07493	CAPO302836
OG0006608	ASTMX16691, ASTMX06296	CAPO304829
OG0006609	ASTMX17421	CAPO304156
OG0006610	ASTMX19699	CAPO305635
OG0006611	ASTMX17727	CAPO303370
OG0006612	ASTMX02924	CAPO303674
OG0006613	ASTMX21383	CAPO305926
OG0006614	ASTMX01993	CAPO307923
OG0006615	ASTMX12256	CAPO300892
OG0006616	ASTMX13105	CAPO302496
OG0006617	ASTMX19960	CAPO304084
OG0006619	ASTMX17174	CAPO305225
OG0006622	ASTMX01144	CAPO307274
OG0006625	ASTMX17003, ASTMX17004	CAPO304287
OG0006627	ASTMX01364	CAPO300634
OG0006630	ASTMX22622	CAPO301318
OG0006631	ASTMX13615	CAPO302816
OG0006633	ASTMX18345	CAPO306794
OG0006636	ASTMX06791	CAPO304383
OG0006637	ASTMX01565	CAPO304312
OG0006638	ASTMX05476	CAPO302167
OG0006640	ASTMX09650	CAPO308241
OG0006642	ASTMX03226	CAPO303206
OG0006646	ASTMX04908	CAPO308061
OG0006648	ASTMX11425	CAPO300638
OG0006651	ASTMX03710	CAPO306376
OG0006655	ASTMX02610	CAPO306982
OG0006657	ASTMX13430	CAPO304665
OG0006658	ASTMX01278	CAPO301723
OG0006662	ASTMX10852	CAPO305585
OG0006663	ASTMX20793	CAPO301399
OG0006664	ASTMX18894, ASTMX21626	CAPO302941
OG0006666	ASTMX14266	CAPO301682
OG0006667	ASTMX06457	CAPO305573
OG0006668	ASTMX08555	CAPO301053
OG0006669	ASTMX07762	CAPO301280
OG0006670	ASTMX08852	CAPO306366
OG0006671	ASTMX02120	CAPO307485
OG0006673	ASTMX18034, ASTMX05111	CAPO302685
OG0006677	ASTMX10112	CAPO304250
OG0006678	ASTMX21609	CAPO300092
OG0006680	ASTMX00952	CAPO301748
OG0006681	ASTMX10798	CAPO305354
OG0006684	ASTMX19788	CAPO305512
OG0006686	ASTMX07806	CAPO307531
OG0006690	ASTMX15458	CAPO302172
OG0006691	ASTMX01429	CAPO305670
OG0006692	ASTMX15358	CAPO302647
OG0006693	ASTMX13879	CAPO302616
OG0006694	ASTMX03870	CAPO302438
OG0006695	ASTMX21264	CAPO302533
OG0006696	ASTMX04210, ASTMX04552	CAPO303681
OG0006698	ASTMX14552	CAPO305852
OG0006702	ASTMX04300	CAPO307269
OG0006703	ASTMX15261	CAPO302601
OG0006704	ASTMX03144	CAPO305136
OG0006706	ASTMX06498	CAPO303773
OG0006707	ASTMX05711	CAPO304129
OG0006708	ASTMX11423	CAPO304327
OG0006709	ASTMX12695	CAPO302993
OG0006710	ASTMX16956	CAPO307958
OG0006712	ASTMX19601	CAPO307469
OG0006714	ASTMX07976	CAPO301000
OG0006716	ASTMX11731	CAPO302196
OG0006717	ASTMX04689	CAPO305633
OG0006718	ASTMX17392	CAPO306293
OG0006719	ASTMX11390	CAPO302454
OG0006721	ASTMX18174	CAPO307315
OG0006722	ASTMX12405	CAPO304555
OG0006723	ASTMX13335	CAPO300019
OG0006724	ASTMX17753	CAPO300231
OG0006725	ASTMX09476	CAPO301206
OG0006726	ASTMX03873	CAPO303375
OG0006727	ASTMX20841, ASTMX20842	CAPO306447
OG0006728	ASTMX14617	CAPO303411
OG0006729	ASTMX05077	CAPO302448
OG0006732	ASTMX22779	CAPO301757
OG0006733	ASTMX09373, ASTMX11811	CAPO306420
OG0006735	ASTMX05292	CAPO307764
OG0006736	ASTMX03650	CAPO301670
OG0006737	ASTMX11682	CAPO302977
OG0006738	ASTMX13600	CAPO305285
OG0006741	ASTMX00781	CAPO306132
OG0006745	ASTMX16122	CAPO304913
OG0006750	ASTMX03816	CAPO306076
OG0006751	ASTMX10960	CAPO305160
OG0006752	ASTMX03481	CAPO301753
OG0006753	ASTMX08486	CAPO304199
OG0006754	ASTMX06832	CAPO307231
OG0006755	ASTMX00482	CAPO304099
OG0006757	ASTMX13935	CAPO308250
OG0006758	ASTMX00799	CAPO303486
OG0006759	ASTMX17468	CAPO301178
OG0006760	ASTMX10010	CAPO300357
OG0006766	ASTMX03906	CAPO300327
OG0006769	ASTMX00239	CAPO304104
OG0006772	ASTMX17412	CAPO306103
OG0006775	ASTMX07700	CAPO303956
OG0006776	ASTMX14097	CAPO307354, CAPO307229
OG0006777	ASTMX09376	CAPO308320
OG0006791	ASTMX08046	CAPO302265
OG0006796	ASTMX21342, ASTMX16205	CAPO306698, CAPO305329
OG0006827	ASTMX03162	CAPO306579
OG0006830	ASTMX12230	CAPO304885
OG0006833	ASTMX16981	CAPO307011
OG0006838	ASTMX04988	CAPO304346
OG0006842	ASTMX18470	CAPO303033
OG0006843	ASTMX15344, ASTMX15343	CAPO301783
OG0006844	ASTMX05150	CAPO303858
OG0006845	ASTMX22497, ASTMX18536	CAPO304222
OG0006846	ASTMX04852	CAPO305985, CAPO301436
OG0006848	ASTMX02777, ASTMX15411	CAPO302750
OG0006849	ASTMX10597	CAPO306709
OG0006850	ASTMX17410	CAPO300307
OG0006853	ASTMX02147	CAPO305011
OG0006856	ASTMX15975	CAPO306926
OG0006857	ASTMX10533	CAPO304592
OG0006860	ASTMX08893	CAPO304880
OG0006862	ASTMX04586	CAPO306834
OG0006864	ASTMX14844	CAPO300266
OG0006865	ASTMX00544	CAPO300579
OG0006867	ASTMX17195	CAPO304561
OG0006869	ASTMX04037	CAPO303718
OG0006870	ASTMX19219	CAPO305471
OG0006872	ASTMX07240	CAPO305763, CAPO306267
OG0006874	ASTMX10745	CAPO303002
OG0006875	ASTMX06127	CAPO300245
OG0006876	ASTMX11416	CAPO301384
OG0006877	ASTMX13244	CAPO303758
OG0006880	ASTMX10742	CAPO300637
OG0006881	ASTMX18811	CAPO307302
OG0006886	ASTMX09095, ASTMX01120	CAPO308008
OG0006887	ASTMX11439	CAPO303330
OG0006888	ASTMX09251	CAPO300481
OG0006889	ASTMX07203	CAPO305411
OG0006890	ASTMX17391	CAPO301774
OG0006892	ASTMX00090	CAPO306271
OG0006893	ASTMX07824	CAPO308281
OG0006894	ASTMX19536	CAPO305493
OG0006895	ASTMX01494	CAPO305321
OG0006897	ASTMX03361	CAPO305270
OG0006898	ASTMX06272	CAPO307616
OG0006901	ASTMX00087	CAPO301222
OG0006904	ASTMX18096	CAPO301235
OG0006906	ASTMX11180	CAPO307116
OG0006912	ASTMX03849	CAPO306387
OG0006914	ASTMX15342	CAPO302212
OG0006916	ASTMX16770	CAPO306266
OG0006918	ASTMX16285	CAPO303362
OG0006920	ASTMX09808	CAPO306461
OG0006923	ASTMX08705	CAPO302381
OG0006924	ASTMX15741	CAPO304320
OG0006925	ASTMX08108	CAPO306734
OG0006926	ASTMX04276	CAPO303493
OG0006930	ASTMX18849	CAPO301522
OG0006931	ASTMX01266	CAPO300460
OG0006932	ASTMX01417	CAPO305813
OG0006934	ASTMX00025	CAPO304656
OG0006935	ASTMX18496	CAPO305404
OG0006936	ASTMX10953	CAPO301255
OG0006937	ASTMX14042	CAPO300724
OG0006938	ASTMX05289	CAPO307064
OG0006939	ASTMX13531	CAPO300423
OG0006942	ASTMX13442	CAPO305131
OG0006943	ASTMX16314	CAPO300653
OG0006944	ASTMX02091	CAPO301423
OG0006945	ASTMX00086, ASTMX21538	CAPO304257
OG0006947	ASTMX01422	CAPO303778
OG0006948	ASTMX02465	CAPO307507
OG0006949	ASTMX06229	CAPO300866
OG0006951	ASTMX12012	CAPO302915
OG0006952	ASTMX00883	CAPO308002
OG0006953	ASTMX13999	CAPO302825
OG0006957	ASTMX04737	CAPO304410
OG0006959	ASTMX03957, ASTMX19214	CAPO305847
OG0006960	ASTMX00079	CAPO306688
OG0006962	ASTMX00716	CAPO307572
OG0006964	ASTMX21391	CAPO306352
OG0006966	ASTMX09198	CAPO304695
OG0006967	ASTMX07737	CAPO303820
OG0006968	ASTMX20101	CAPO301435
OG0006969	ASTMX15725	CAPO306618
OG0006970	ASTMX10956, ASTMX17588	CAPO304851
OG0006971	ASTMX14444	CAPO303658
OG0006975	ASTMX05767	CAPO306893
OG0006977	ASTMX13939	CAPO305268
OG0006978	ASTMX03349	CAPO304336
OG0006979	ASTMX20387	CAPO300168
OG0006980	ASTMX08911	CAPO305562
OG0006982	ASTMX06903	CAPO305716
OG0006983	ASTMX04803	CAPO300916
OG0006989	ASTMX13258	CAPO302679
OG0006990	ASTMX12780	CAPO300763
OG0006991	ASTMX17290	CAPO303392
OG0006992	ASTMX01520	CAPO305740
OG0006993	ASTMX15549, ASTMX15550	CAPO305954
OG0006994	ASTMX16722	CAPO306564
OG0006995	ASTMX13568	CAPO306435
OG0006997	ASTMX16081	CAPO304873
OG0006998	ASTMX20511	CAPO301390
OG0006999	ASTMX01835	CAPO303913
OG0007001	ASTMX14381	CAPO305444
OG0007002	ASTMX16784	CAPO304225
OG0007003	ASTMX07209, ASTMX15526	CAPO302304
OG0007005	ASTMX22123	CAPO303654
OG0007007	ASTMX02970	CAPO302408
OG0007009	ASTMX19873	CAPO305960
OG0007010	ASTMX11111	CAPO301780
OG0007011	ASTMX05849	CAPO301128
OG0007012	ASTMX09660	CAPO304946
OG0007013	ASTMX04505	CAPO303300
OG0007015	ASTMX17285	CAPO305278
OG0007017	ASTMX21710	CAPO301345
OG0007018	ASTMX14959	CAPO300889
OG0007019	ASTMX01540	CAPO304408
OG0007020	ASTMX09751	CAPO303562, CAPO308296
OG0007021	ASTMX12977	CAPO306622
OG0007022	ASTMX05294	CAPO303253
OG0007024	ASTMX00414	CAPO302054
OG0007025	ASTMX02047	CAPO302785
OG0007026	ASTMX05189	CAPO304159
OG0007029	ASTMX00701	CAPO302104
OG0007032	ASTMX00154	CAPO304830
OG0007033	ASTMX01258	CAPO305180
OG0007034	ASTMX14249	CAPO306932
OG0007038	ASTMX01792	CAPO302068
OG0007040	ASTMX09108	CAPO306537
OG0007042	ASTMX10661	CAPO307996
