Orthogroup	ASTMX	CAPO3
OG0002177	ASTMX18377, ASTMX13667, ASTMX08061	CAPO303715
OG0002179	ASTMX04822, ASTMX04821	CAPO301344
OG0002182	ASTMX01000, ASTMX21943	CAPO300304
OG0002184	ASTMX12387, ASTMX21486, ASTMX13143, ASTMX22891	CAPO302808
OG0002185	ASTMX18245, ASTMX18246	CAPO306894
OG0002187	ASTMX11184	CAPO303260
OG0002188	ASTMX17006	CAPO307308
OG0002189	ASTMX16380	CAPO302919, CAPO302901
OG0002190	ASTMX05738, ASTMX09879, ASTMX15824	CAPO305794
OG0002191	ASTMX08688, ASTMX15473, ASTMX12063	CAPO306349
OG0002193	ASTMX11543	CAPO307827, CAPO303661
OG0002194	ASTMX04013, ASTMX04341, ASTMX20845	CAPO306073
OG0002199	ASTMX00343, ASTMX00342, ASTMX14495, ASTMX02598, ASTMX02001, ASTMX02000	CAPO306236, CAPO308165
OG0002201	ASTMX10892, ASTMX21058	CAPO305256
OG0002216	ASTMX19790	CAPO308083
OG0002217	ASTMX14103	CAPO303403
OG0002219	ASTMX18661, ASTMX18662	CAPO301953
OG0002222	ASTMX13836, ASTMX08751	CAPO300961
OG0002224	ASTMX06613, ASTMX14452, ASTMX05934	CAPO304952
OG0002225	ASTMX13928, ASTMX11814	CAPO301769
OG0002226	ASTMX18469, ASTMX14158	CAPO307804
OG0002227	ASTMX11747, ASTMX21122	CAPO307820, CAPO307799
OG0002228	ASTMX19431, ASTMX07841, ASTMX09065	CAPO301630, CAPO300068
OG0002229	ASTMX09988	CAPO308040
OG0002235	ASTMX13892, ASTMX02706, ASTMX03660, ASTMX09950, ASTMX05042	CAPO303035
OG0002237	ASTMX04281, ASTMX11821, ASTMX10251	CAPO306506
OG0002239	ASTMX09078	CAPO303809
OG0002239	ASTMX07073, ASTMX12092	CAPO301966
OG0002240	ASTMX06011	CAPO306707
OG0002241	ASTMX06900, ASTMX17127	CAPO303979
OG0002243	ASTMX03972, ASTMX17560	CAPO301335, CAPO300484
OG0002244	ASTMX18150	CAPO303840
OG0002245	ASTMX20274, ASTMX16360, ASTMX20273	CAPO302737
OG0002246	ASTMX06937, ASTMX20890, ASTMX01865, ASTMX06938	CAPO301929
OG0002251	ASTMX20073, ASTMX09983, ASTMX19261, ASTMX12496	CAPO302537
OG0002252	ASTMX21582, ASTMX03620	CAPO304306
OG0002255	ASTMX03543, ASTMX03542, ASTMX10677	CAPO301475, CAPO302337
OG0002257	ASTMX01315, ASTMX09672, ASTMX09671, ASTMX09670, ASTMX15237	CAPO303721
OG0002258	ASTMX05578	CAPO302229
OG0002261	ASTMX04970, ASTMX16399, ASTMX04971	CAPO303559
OG0002263	ASTMX17855, ASTMX03160	CAPO304694
OG0002264	ASTMX08822, ASTMX05769	CAPO304810
OG0002266	ASTMX01568, ASTMX19605, ASTMX23028	CAPO307392
OG0002270	ASTMX17608, ASTMX01977, ASTMX22333	CAPO302042
OG0002271	ASTMX21274	CAPO308065
OG0002272	ASTMX10230, ASTMX06090, ASTMX06680, ASTMX05371	CAPO301905
OG0002279	ASTMX12963, ASTMX16291	CAPO304874
OG0002282	ASTMX08568, ASTMX14313, ASTMX15818	CAPO300014
OG0002284	ASTMX10585, ASTMX12450	CAPO304167
OG0002285	ASTMX05929, ASTMX13499	CAPO305012
OG0002287	ASTMX17142, ASTMX11263, ASTMX16411, ASTMX07081, ASTMX08302	CAPO306430
OG0002288	ASTMX11634, ASTMX21727	CAPO306855
OG0002292	ASTMX22948	CAPO308118, CAPO308288
OG0002292	ASTMX01072	CAPO301471
OG0002293	ASTMX08163, ASTMX02883, ASTMX00908, ASTMX03866	CAPO302207
OG0002294	ASTMX20773, ASTMX11558, ASTMX15048	CAPO300522
OG0002296	ASTMX13497	CAPO307746
OG0002297	ASTMX00496	CAPO307845
OG0002312	ASTMX12587, ASTMX21965, ASTMX04630	CAPO305339
OG0002312	ASTMX21964	CAPO305880
OG0002316	ASTMX00832, ASTMX02882	CAPO302192
OG0002317	ASTMX04598, ASTMX17295, ASTMX10942, ASTMX01601	CAPO301129
OG0002318	ASTMX22370	CAPO302292
OG0002321	ASTMX21752	CAPO300390
OG0002322	ASTMX07710, ASTMX07709, ASTMX18717, ASTMX07837	CAPO300979
OG0002323	ASTMX21120	CAPO308299
OG0002325	ASTMX07855	CAPO300458
OG0002326	ASTMX13675, ASTMX11144, ASTMX08928	CAPO302239
OG0002327	ASTMX06358, ASTMX08394, ASTMX02108	CAPO302954
OG0002330	ASTMX17474, ASTMX21987, ASTMX04408	CAPO300172
OG0002331	ASTMX11774, ASTMX13590, ASTMX22577	CAPO302246
OG0002332	ASTMX06962, ASTMX17558, ASTMX09977	CAPO300761
OG0002337	ASTMX09761, ASTMX19037, ASTMX11864, ASTMX19039, ASTMX19038, ASTMX09762	CAPO307155
OG0002340	ASTMX03155	CAPO307906
OG0002343	ASTMX02191, ASTMX12430, ASTMX19851, ASTMX00990, ASTMX01094	CAPO303889
OG0002344	ASTMX05861, ASTMX13295, ASTMX16011, ASTMX21984	CAPO307434
OG0002345	ASTMX04373, ASTMX02209, ASTMX03594	CAPO304277
OG0002346	ASTMX14427, ASTMX21524	CAPO307106
OG0002348	ASTMX08116, ASTMX03720	CAPO302095
OG0002354	ASTMX09837, ASTMX06838, ASTMX00522	CAPO306383
OG0002356	ASTMX07148, ASTMX07355	CAPO305051
OG0002357	ASTMX16294, ASTMX18465	CAPO302341
OG0002358	ASTMX22042, ASTMX13487	CAPO307788
OG0002359	ASTMX09668	CAPO302128
OG0002361	ASTMX04855	CAPO304727
OG0002362	ASTMX19719, ASTMX02033, ASTMX11025, ASTMX22283, ASTMX22580	CAPO301902
OG0002363	ASTMX18219, ASTMX18218, ASTMX21167, ASTMX18786, ASTMX19618	CAPO302980
OG0002364	ASTMX17237, ASTMX17238	CAPO306488
OG0002367	ASTMX18373	CAPO304316
OG0002368	ASTMX21883, ASTMX10606	CAPO301447
OG0002369	ASTMX12274	CAPO301279
OG0002370	ASTMX10099, ASTMX11503	CAPO303015
OG0002371	ASTMX08458, ASTMX18459	CAPO304426
OG0002372	ASTMX20544	CAPO303540
OG0002372	ASTMX20545	CAPO303041
OG0002373	ASTMX08070, ASTMX07572, ASTMX14150, ASTMX21613	CAPO306145
OG0002373	ASTMX07573	CAPO306206
OG0002374	ASTMX21311, ASTMX18359, ASTMX00512	CAPO302309
OG0002375	ASTMX22044, ASTMX16254	CAPO305178, CAPO300285
OG0002376	ASTMX01373, ASTMX13052, ASTMX05618	CAPO304863
OG0002377	ASTMX16584	CAPO301847
OG0002379	ASTMX16904	CAPO301214
OG0002379	ASTMX16941	CAPO307312
OG0002383	ASTMX07054, ASTMX02183, ASTMX02182	CAPO302731
OG0002384	ASTMX11586, ASTMX11585, ASTMX06160, ASTMX10578, ASTMX10580, ASTMX10579, ASTMX10581	CAPO305065
OG0002396	ASTMX10463, ASTMX18535, ASTMX03266	CAPO302410
OG0002398	ASTMX21846, ASTMX11892, ASTMX08836, ASTMX02058	CAPO306938
OG0002405	ASTMX15902, ASTMX11799, ASTMX07938, ASTMX09093	CAPO308161
OG0002406	ASTMX20656	CAPO304138
OG0002407	ASTMX12131, ASTMX20210	CAPO301366
OG0002409	ASTMX07143, ASTMX19595, ASTMX16991, ASTMX09222	CAPO301533
OG0002410	ASTMX06429, ASTMX01757	CAPO305170
OG0002411	ASTMX14297, ASTMX15378	CAPO305052
OG0002413	ASTMX20536	CAPO307797
OG0002414	ASTMX08921, ASTMX02838, ASTMX10763, ASTMX05209	CAPO304631
OG0002415	ASTMX07615	CAPO304905
OG0002418	ASTMX05969, ASTMX05236, ASTMX10643, ASTMX05971	CAPO303802
OG0002419	ASTMX18398, ASTMX21195, ASTMX07692	CAPO303825
OG0002421	ASTMX14700	CAPO305365
OG0002422	ASTMX04519	CAPO302014
OG0002425	ASTMX22156, ASTMX05277, ASTMX05276	CAPO304491
OG0002426	ASTMX11681, ASTMX21194, ASTMX19607	CAPO303294
OG0002429	ASTMX07201, ASTMX15801	CAPO305260
OG0002433	ASTMX21961, ASTMX22099	CAPO302444
OG0002436	ASTMX13710, ASTMX03924, ASTMX16203	CAPO307054
OG0002437	ASTMX08613	CAPO303352
OG0002439	ASTMX02029, ASTMX00348, ASTMX14494	CAPO302565
OG0002441	ASTMX09326	CAPO304429
OG0002442	ASTMX11614, ASTMX03388	CAPO300535
OG0002443	ASTMX15790, ASTMX15145	CAPO301424
OG0002445	ASTMX02528	CAPO304782
OG0002448	ASTMX21408, ASTMX07638, ASTMX07637	CAPO308204
OG0002453	ASTMX06099	CAPO305834
OG0002454	ASTMX13991, ASTMX09992, ASTMX05893	CAPO305157
OG0002466	ASTMX03115, ASTMX03843, ASTMX03274	CAPO305593
OG0002467	ASTMX20832, ASTMX09831, ASTMX07442, ASTMX22359, ASTMX09694	CAPO302869
OG0002476	ASTMX06243	CAPO307617
OG0002484	ASTMX22016	CAPO305360
OG0002486	ASTMX18070, ASTMX15061	CAPO303598
OG0002489	ASTMX20002, ASTMX01485, ASTMX14792	CAPO304231
OG0002490	ASTMX04045, ASTMX19318	CAPO307409, CAPO300849
OG0002492	ASTMX11151	CAPO305743
OG0002494	ASTMX05312	CAPO307620
OG0002495	ASTMX00658	CAPO306559
OG0002496	ASTMX12090, ASTMX20618	CAPO300997
OG0002497	ASTMX10180, ASTMX20439	CAPO301629
OG0002499	ASTMX11347, ASTMX19185	CAPO308309
OG0002500	ASTMX22152	CAPO305159
OG0002501	ASTMX12227	CAPO305150
OG0002502	ASTMX02139	CAPO304947
OG0002503	ASTMX16607	CAPO301024
OG0002505	ASTMX07686	CAPO302692
OG0002506	ASTMX12882, ASTMX01358, ASTMX03882	CAPO301029
OG0002507	ASTMX09030, ASTMX05914, ASTMX18616, ASTMX17516	CAPO303215
OG0002509	ASTMX07635, ASTMX21407	CAPO305905, CAPO306732
OG0002510	ASTMX08039	CAPO305793
OG0002511	ASTMX12574, ASTMX14781, ASTMX07165, ASTMX22741	CAPO303146
OG0002516	ASTMX03483	CAPO307569
OG0002518	ASTMX00752	CAPO304200
OG0002519	ASTMX04083, ASTMX04082, ASTMX00475	CAPO302874
OG0002523	ASTMX14276, ASTMX12607, ASTMX01778	CAPO301008
OG0002525	ASTMX01951, ASTMX08136, ASTMX06110, ASTMX14922, ASTMX06111	CAPO300787
OG0002526	ASTMX08174	CAPO303145
OG0002527	ASTMX20817, ASTMX03116, ASTMX14442, ASTMX15761	CAPO306066
OG0002528	ASTMX18959, ASTMX00274	CAPO301891
OG0002529	ASTMX20200, ASTMX20199, ASTMX02302	CAPO301231, CAPO301232
OG0002531	ASTMX04891, ASTMX04741	CAPO304673
OG0002532	ASTMX21406	CAPO307265
OG0002533	ASTMX04394, ASTMX13039, ASTMX05099	CAPO302353
OG0002534	ASTMX21738, ASTMX20367	CAPO302248
OG0002539	ASTMX00577, ASTMX08315, ASTMX03050	CAPO305908
OG0002542	ASTMX09595, ASTMX18343, ASTMX05316	CAPO300062
OG0002543	ASTMX07787	CAPO306889, CAPO301493
OG0002548	ASTMX13664, ASTMX06315, ASTMX04740, ASTMX01600	CAPO303502
OG0002555	ASTMX08115, ASTMX02493	CAPO301095
OG0002556	ASTMX16695, ASTMX20338	CAPO306661
OG0002557	ASTMX10062, ASTMX08730, ASTMX10061, ASTMX01948	CAPO302757
OG0002558	ASTMX11569, ASTMX01324	CAPO301820
OG0002559	ASTMX21285, ASTMX03665	CAPO306363
OG0002561	ASTMX05589	CAPO306761
OG0002562	ASTMX14920, ASTMX03986	CAPO305283
OG0002563	ASTMX08801, ASTMX04744, ASTMX04347	CAPO307417
OG0002564	ASTMX16398, ASTMX04969	CAPO307297
OG0002565	ASTMX04798, ASTMX12769	CAPO302611
OG0002566	ASTMX03673	CAPO303827
OG0002567	ASTMX19620, ASTMX02094	CAPO304319
OG0002569	ASTMX14893, ASTMX11172	CAPO306658
OG0002570	ASTMX17442	CAPO307215
OG0002574	ASTMX01572, ASTMX08092	CAPO307488
OG0002578	ASTMX08964	CAPO301504
OG0002587	ASTMX06393, ASTMX13780, ASTMX06748, ASTMX10896	CAPO300512
OG0002589	ASTMX11622	CAPO302447
OG0002592	ASTMX17562	CAPO300278
OG0002594	ASTMX18794, ASTMX10058	CAPO304177
OG0002598	ASTMX05485, ASTMX06467, ASTMX21419	CAPO300566
OG0002599	ASTMX21157, ASTMX05551	CAPO303706
OG0002599	ASTMX08346	CAPO303705
OG0002600	ASTMX14521	CAPO305861
OG0002601	ASTMX04225	CAPO300675
OG0002602	ASTMX20043, ASTMX22427	CAPO303637
OG0002605	ASTMX03103, ASTMX22634, ASTMX15597	CAPO303522
OG0002608	ASTMX00356, ASTMX19264	CAPO303192
OG0002609	ASTMX21088, ASTMX06939, ASTMX12865	CAPO304999
OG0002610	ASTMX14985, ASTMX10225, ASTMX12835	CAPO307043
OG0002611	ASTMX16649, ASTMX09404, ASTMX04752	CAPO302425
OG0002617	ASTMX09319	CAPO307606
OG0002620	ASTMX09607, ASTMX13458, ASTMX03856, ASTMX18048	CAPO300598
OG0002621	ASTMX04243	CAPO305708, CAPO305709, CAPO305858
OG0002624	ASTMX06829, ASTMX06830	CAPO307642
OG0002629	ASTMX21519	CAPO306781
OG0002630	ASTMX08028	CAPO300618
OG0002631	ASTMX07525	CAPO302228
OG0002632	ASTMX02161, ASTMX22937	CAPO301605
OG0002633	ASTMX01695, ASTMX01694, ASTMX04611	CAPO301845
OG0002634	ASTMX15154	CAPO303763
OG0002636	ASTMX11502, ASTMX09064	CAPO302443
OG0002642	ASTMX15870, ASTMX09524, ASTMX16445, ASTMX20197, ASTMX16446, ASTMX17263	CAPO302887
OG0002643	ASTMX21893	CAPO305403
OG0002644	ASTMX13304, ASTMX00022, ASTMX02694, ASTMX13303	CAPO300686
OG0002645	ASTMX04781	CAPO302012
OG0002646	ASTMX12608, ASTMX08291	CAPO300302
OG0002651	ASTMX08506	CAPO307502
OG0002652	ASTMX01699	CAPO305413
OG0002656	ASTMX19898, ASTMX08662	CAPO301386
OG0002657	ASTMX12563, ASTMX05301	CAPO301921
OG0002659	ASTMX18454	CAPO302308
OG0002661	ASTMX14435, ASTMX18730, ASTMX14437, ASTMX14436	CAPO300165
OG0002662	ASTMX15979, ASTMX01556, ASTMX07741	CAPO307949
OG0002663	ASTMX17302, ASTMX16117	CAPO308163
OG0002665	ASTMX05097, ASTMX17594	CAPO307055
OG0002666	ASTMX03616	CAPO308350
OG0002668	ASTMX20371	CAPO301754
OG0002669	ASTMX13936	CAPO301762
OG0002672	ASTMX21123, ASTMX08938	CAPO307527
OG0002677	ASTMX14169	CAPO303005
OG0002682	ASTMX06492	CAPO301064
OG0002682	ASTMX00904, ASTMX10840	CAPO300171
OG0002705	ASTMX02915, ASTMX10018	CAPO303959
OG0002706	ASTMX07322	CAPO306125
OG0002708	ASTMX09919	CAPO306708
OG0002710	ASTMX04942, ASTMX08307, ASTMX07069	CAPO301641
OG0002713	ASTMX02985	CAPO306909
OG0002715	ASTMX00765, ASTMX00764	CAPO303783
OG0002716	ASTMX07672	CAPO302306
OG0002717	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859	CAPO307873
OG0002718	ASTMX05708	CAPO306705
OG0002720	ASTMX21032	CAPO304077
OG0002722	ASTMX08478	CAPO300697
OG0002726	ASTMX10071, ASTMX01554	CAPO303092
OG0002728	ASTMX05875	CAPO304582
OG0002730	ASTMX08055, ASTMX08056, ASTMX19087	CAPO300185
OG0002731	ASTMX13461, ASTMX09611	CAPO304916
OG0002732	ASTMX19106, ASTMX16150, ASTMX20349	CAPO305751
OG0002736	ASTMX01286, ASTMX09100, ASTMX09101, ASTMX09534	CAPO302364
OG0002739	ASTMX12477	CAPO303462
OG0002740	ASTMX06589, ASTMX06588, ASTMX00890	CAPO303044
OG0002741	ASTMX22280, ASTMX04948, ASTMX06865	CAPO305001
OG0002743	ASTMX05411	CAPO305659
OG0002744	ASTMX19754, ASTMX09756	CAPO307532
OG0002745	ASTMX14166, ASTMX21096	CAPO302960
OG0002746	ASTMX14540	CAPO301404
OG0002747	ASTMX08727, ASTMX04072	CAPO308121
OG0002749	ASTMX11896, ASTMX21829	CAPO305516
OG0002751	ASTMX12480, ASTMX20830	CAPO300590
OG0002752	ASTMX06175	CAPO306571
OG0002753	ASTMX00975, ASTMX15886	CAPO301419
OG0002755	ASTMX17386, ASTMX17385	CAPO303504
OG0002756	ASTMX05519	CAPO302206
OG0002757	ASTMX21152, ASTMX05572, ASTMX20356	CAPO301022
OG0002758	ASTMX12158, ASTMX11719, ASTMX19020	CAPO302892, CAPO307678
OG0002760	ASTMX14383, ASTMX00411, ASTMX00410	CAPO306120
OG0002764	ASTMX04804, ASTMX15857, ASTMX12772	CAPO300451
OG0002765	ASTMX06827, ASTMX05311, ASTMX01712	CAPO307679
OG0002766	ASTMX12280	CAPO300475
OG0002767	ASTMX11219, ASTMX01625	CAPO302818
OG0002770	ASTMX09951	CAPO300723
OG0002771	ASTMX05826, ASTMX08109	CAPO307480
OG0002772	ASTMX03981	CAPO301657
OG0002773	ASTMX08591	CAPO300783
OG0002774	ASTMX03990, ASTMX14302, ASTMX18349	CAPO301900
OG0002776	ASTMX10166	CAPO300785
OG0002777	ASTMX00412, ASTMX14384, ASTMX00339	CAPO303340
OG0002779	ASTMX05264	CAPO306710
OG0002780	ASTMX12328, ASTMX06565, ASTMX12329	CAPO306806
OG0002782	ASTMX02326, ASTMX10461, ASTMX13170, ASTMX05823	CAPO301842
OG0002785	ASTMX02888, ASTMX12391	CAPO300520
OG0002787	ASTMX21488, ASTMX21269, ASTMX12559	CAPO307667
OG0002788	ASTMX02137	CAPO304831
OG0002790	ASTMX09182	CAPO302263
OG0002799	ASTMX07335	CAPO301814
OG0002814	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304	CAPO300792
OG0002815	ASTMX14480, ASTMX01396, ASTMX12901	CAPO305247
OG0002816	ASTMX18069, ASTMX13866	CAPO300822
OG0002817	ASTMX08503, ASTMX11127	CAPO305631
OG0002818	ASTMX06407, ASTMX16559	CAPO300344
OG0002821	ASTMX02361, ASTMX03188	CAPO300805, CAPO300806
OG0002822	ASTMX04976, ASTMX12314, ASTMX01536	CAPO300505
OG0002824	ASTMX12647, ASTMX13765, ASTMX06667	CAPO304804
OG0002825	ASTMX17360, ASTMX12426	CAPO303958
OG0002826	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255	CAPO305161
OG0002827	ASTMX12910	CAPO302357
OG0002828	ASTMX11283	CAPO302033
OG0002831	ASTMX07219	CAPO303454
OG0002833	ASTMX17660, ASTMX15980	CAPO302961
OG0002835	ASTMX07497, ASTMX15221	CAPO306542
OG0002836	ASTMX16518, ASTMX08868	CAPO301463
OG0002837	ASTMX06183, ASTMX02695, ASTMX11101	CAPO304096
OG0002838	ASTMX07617, ASTMX19008	CAPO305478
OG0002839	ASTMX10136	CAPO302420
OG0002841	ASTMX20703	CAPO302293
OG0002842	ASTMX15094, ASTMX12457	CAPO300353
OG0002843	ASTMX23062, ASTMX16351	CAPO300339
OG0002844	ASTMX09226, ASTMX16992	CAPO306381, CAPO305443
OG0002845	ASTMX01725	CAPO305717
OG0002847	ASTMX13450, ASTMX13451	CAPO307024
OG0002848	ASTMX12620	CAPO306888
OG0002850	ASTMX15162	CAPO305439
OG0002851	ASTMX04839, ASTMX03703, ASTMX14358, ASTMX04838	CAPO304239
OG0002858	ASTMX20339, ASTMX17651	CAPO302020
OG0002860	ASTMX03636	CAPO304305
OG0002864	ASTMX20776	CAPO303008
OG0002864	ASTMX20775, ASTMX17512	CAPO303007
OG0002865	ASTMX09485	CAPO302058
OG0002866	ASTMX20659, ASTMX21913	CAPO307089
OG0002868	ASTMX09293, ASTMX09292, ASTMX05079	CAPO307730
OG0002870	ASTMX01395	CAPO303935
OG0002873	ASTMX03633	CAPO302439
OG0002875	ASTMX13007, ASTMX01353	CAPO302434
OG0002876	ASTMX00547, ASTMX12943	CAPO302622
OG0002877	ASTMX02938	CAPO303139
OG0002878	ASTMX21527, ASTMX20855	CAPO304014
OG0002884	ASTMX09433	CAPO306804
OG0002888	ASTMX17659, ASTMX11387	CAPO302979
OG0002890	ASTMX13782, ASTMX17134, ASTMX11262, ASTMX06745	CAPO307147
OG0002891	ASTMX14161	CAPO305115
OG0002894	ASTMX03268, ASTMX12100	CAPO307506
OG0002895	ASTMX12952, ASTMX14061, ASTMX05379	CAPO306767, CAPO303745
OG0002896	ASTMX19105, ASTMX09780, ASTMX08412	CAPO301218
OG0002897	ASTMX10736	CAPO306671
OG0002899	ASTMX06782, ASTMX18211	CAPO306014
OG0002900	ASTMX09021, ASTMX09858	CAPO303795
OG0002902	ASTMX16032, ASTMX07744	CAPO300125
OG0002907	ASTMX10573, ASTMX09015	CAPO303347
OG0002908	ASTMX15467	CAPO301293
OG0002909	ASTMX17748, ASTMX08531	CAPO302801
OG0002911	ASTMX07620, ASTMX09963	CAPO306312
OG0002913	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589	CAPO307505
OG0002914	ASTMX02600	CAPO304158
OG0002915	ASTMX10897, ASTMX15512	CAPO307623
OG0002916	ASTMX02914, ASTMX10017, ASTMX10016	CAPO307991
OG0002917	ASTMX06336	CAPO304597
OG0002921	ASTMX17074	CAPO307445
OG0002922	ASTMX21382, ASTMX09964	CAPO305731
OG0002923	ASTMX10905, ASTMX00895, ASTMX07470	CAPO307207
OG0002926	ASTMX12392, ASTMX07910	CAPO301908
OG0002927	ASTMX14610	CAPO307647
OG0002931	ASTMX05179, ASTMX19787, ASTMX06382, ASTMX00773, ASTMX11137, ASTMX11138, ASTMX01372	CAPO300557
OG0002944	ASTMX13024, ASTMX18030, ASTMX12751	CAPO306630
OG0002945	ASTMX07832	CAPO307786
OG0002946	ASTMX17933, ASTMX21861, ASTMX21826	CAPO302209
OG0002947	ASTMX13918	CAPO306510
OG0002948	ASTMX09230	CAPO303072
OG0002949	ASTMX10636	CAPO305527, CAPO304499
OG0002950	ASTMX04987	CAPO302322
OG0002952	ASTMX11800, ASTMX03890	CAPO304062, CAPO304063
OG0002953	ASTMX05287	CAPO305937
OG0002954	ASTMX22271, ASTMX14496, ASTMX00341, ASTMX07250, ASTMX17916	CAPO303510
OG0002955	ASTMX04547, ASTMX22263	CAPO305617
OG0002957	ASTMX16714	CAPO303846
OG0002959	ASTMX03291, ASTMX13416, ASTMX16543	CAPO305557
OG0002960	ASTMX13796	CAPO301301
OG0002961	ASTMX17170	CAPO306313
OG0002962	ASTMX21110, ASTMX21109, ASTMX07712, ASTMX18086	CAPO302937
OG0002965	ASTMX02526	CAPO304902
OG0002968	ASTMX16814	CAPO306161
OG0002969	ASTMX19487	CAPO301408
OG0002973	ASTMX00766, ASTMX03063	CAPO301405
OG0002974	ASTMX22896, ASTMX03538	CAPO300358
OG0002976	ASTMX03356, ASTMX03355	CAPO304649
OG0002977	ASTMX16248	CAPO306762
OG0002979	ASTMX11853, ASTMX19791	CAPO300623
OG0002981	ASTMX17321	CAPO305421
OG0002982	ASTMX12949	CAPO306469
OG0002983	ASTMX02519, ASTMX22054, ASTMX06014	CAPO302346
OG0002985	ASTMX14851, ASTMX21191	CAPO300589
OG0002987	ASTMX04738, ASTMX16371	CAPO306603
OG0002988	ASTMX20095, ASTMX05405, ASTMX15698	CAPO300003
OG0002990	ASTMX05794, ASTMX20875, ASTMX07804	CAPO304869
OG0002991	ASTMX02776	CAPO300778
OG0002992	ASTMX13119, ASTMX04764	CAPO307180
OG0002994	ASTMX18406, ASTMX06744, ASTMX13783	CAPO307303
OG0002997	ASTMX10330, ASTMX22739	CAPO307685
OG0002998	ASTMX08338, ASTMX01774, ASTMX17111	CAPO302958
OG0003001	ASTMX15125, ASTMX00486	CAPO302423
OG0003002	ASTMX14285, ASTMX17151, ASTMX12691	CAPO304848
OG0003004	ASTMX16526, ASTMX06062, ASTMX17299	CAPO304489
OG0003005	ASTMX04618, ASTMX04617	CAPO302452, CAPO300516
OG0003006	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876	CAPO302605
OG0003010	ASTMX07751	CAPO303642
OG0003012	ASTMX10744, ASTMX09447, ASTMX17773	CAPO302272
OG0003014	ASTMX18669, ASTMX03277	CAPO304419
OG0003016	ASTMX20183, ASTMX02288	CAPO301025
OG0003017	ASTMX20936, ASTMX18161	CAPO303755
OG0003018	ASTMX09335	CAPO301697
OG0003019	ASTMX21902	CAPO302687
OG0003022	ASTMX11483	CAPO308155
OG0003024	ASTMX18655, ASTMX03805	CAPO300933
OG0003025	ASTMX13447, ASTMX18869, ASTMX11744	CAPO306077
OG0003026	ASTMX04873	CAPO304742
OG0003027	ASTMX13439, ASTMX00386	CAPO302145
OG0003028	ASTMX04249	CAPO307794
OG0003029	ASTMX08718, ASTMX07235	CAPO301992
OG0003030	ASTMX20050, ASTMX17904	CAPO304737
OG0003033	ASTMX09542	CAPO300181
OG0003034	ASTMX08258, ASTMX06085	CAPO300214, CAPO307271
OG0003037	ASTMX20407	CAPO305626
OG0003038	ASTMX11869, ASTMX03732	CAPO300861
OG0003041	ASTMX16824	CAPO306033
OG0003042	ASTMX22431, ASTMX08657	CAPO301480
OG0003043	ASTMX12456	CAPO304921
OG0003044	ASTMX03506	CAPO300082
OG0003046	ASTMX01068, ASTMX01067, ASTMX21979	CAPO302851
OG0003048	ASTMX18595, ASTMX16216, ASTMX21980	CAPO300169
OG0003049	ASTMX09040, ASTMX11555	CAPO300501, CAPO307086, CAPO305726
OG0003053	ASTMX09045	CAPO305034
OG0003054	ASTMX00110, ASTMX09568	CAPO305605
OG0003055	ASTMX20532, ASTMX04937, ASTMX14054	CAPO307832
OG0003056	ASTMX17403, ASTMX17405, ASTMX17404, ASTMX17406	CAPO300334
OG0003058	ASTMX12378, ASTMX15897	CAPO305219
OG0003059	ASTMX11573, ASTMX03262	CAPO307928
OG0003060	ASTMX14156, ASTMX06493, ASTMX04925	CAPO300265
OG0003063	ASTMX16164	CAPO306091
OG0003064	ASTMX02348	CAPO303600
OG0003065	ASTMX16223, ASTMX11526	CAPO305486
OG0003067	ASTMX19827, ASTMX07627, ASTMX05938, ASTMX15668	CAPO301062
OG0003071	ASTMX13310, ASTMX00018, ASTMX16577	CAPO303765
OG0003072	ASTMX14570, ASTMX08544	CAPO300719
OG0003073	ASTMX21813, ASTMX00976	CAPO300571
OG0003074	ASTMX14062, ASTMX09834, ASTMX07438	CAPO305232
OG0003079	ASTMX08960, ASTMX02438	CAPO303732
OG0003103	ASTMX12562	CAPO300058
OG0003104	ASTMX09610, ASTMX11561, ASTMX09609	CAPO300208
OG0003105	ASTMX00326	CAPO307561
OG0003106	ASTMX06237	CAPO300222
OG0003107	ASTMX02590, ASTMX16600	CAPO305408
OG0003108	ASTMX05191	CAPO307100
OG0003110	ASTMX00133	CAPO302380
OG0003111	ASTMX07402, ASTMX11408	CAPO305398
OG0003112	ASTMX02525	CAPO305044
OG0003113	ASTMX13016, ASTMX07578	CAPO303380
OG0003114	ASTMX02715, ASTMX03943	CAPO305811
OG0003115	ASTMX18170, ASTMX11011, ASTMX01881	CAPO305328
OG0003116	ASTMX07169, ASTMX03748	CAPO304220
OG0003119	ASTMX06194, ASTMX21119	CAPO301756
OG0003120	ASTMX15617, ASTMX15618	CAPO301313
OG0003121	ASTMX06230, ASTMX18167, ASTMX02445	CAPO300078
OG0003122	ASTMX08525	CAPO305152
OG0003124	ASTMX03412	CAPO307110
OG0003125	ASTMX13117	CAPO308199
OG0003126	ASTMX14715	CAPO302418
OG0003128	ASTMX20600, ASTMX04526, ASTMX04403	CAPO300639
OG0003130	ASTMX09888	CAPO308112
OG0003131	ASTMX13469	CAPO301104
