Orthogroup	CAPO3	HUMAN
OG0000573	CAPO300482	HUMAN09505
OG0000574	CAPO303025	HUMAN13242, HUMAN12227, HUMAN12222, HUMAN12220, HUMAN12049, HUMAN14519
OG0000578	CAPO305505	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467, HUMAN15796
OG0000583	CAPO302594	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760
OG0000585	CAPO305845	HUMAN26484
OG0000585	CAPO302010	HUMAN21116, HUMAN26483, HUMAN26481, HUMAN01438
OG0000586	CAPO304818	HUMAN05084, HUMAN05083, HUMAN20402, HUMAN16092, HUMAN05087
OG0000587	CAPO304868	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632
OG0000588	CAPO300701	HUMAN05176, HUMAN05175
OG0000590	CAPO302664	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597
OG0000590	CAPO307990	HUMAN13708, HUMAN19211
OG0000591	CAPO300885	HUMAN12144, HUMAN17607
OG0000591	CAPO301508, CAPO306921	HUMAN05235, HUMAN17606
OG0000592	CAPO302552	HUMAN28912, HUMAN11498, HUMAN04372, HUMAN04369
OG0000593	CAPO303950	HUMAN25908, HUMAN20155, HUMAN13573, HUMAN08183, HUMAN11452, HUMAN28338, HUMAN18999
OG0000594	CAPO305185	HUMAN05742, HUMAN19377, HUMAN05741, HUMAN02011, HUMAN19379, HUMAN19378, HUMAN21115, HUMAN06244, HUMAN06243
OG0000597	CAPO305949	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090
OG0000600	CAPO302133	HUMAN25688, HUMAN29715, HUMAN30123, HUMAN18117
OG0000603	CAPO300286	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962
OG0000604	CAPO304248	HUMAN09221, HUMAN02688, HUMAN15456
OG0000609	CAPO306415	HUMAN07817, HUMAN18125, HUMAN18126, HUMAN06700
OG0000611	CAPO305139	HUMAN29652, HUMAN30039
OG0000611	CAPO302505	HUMAN11003, HUMAN11001, HUMAN11004
OG0000612	CAPO308174	HUMAN22280, HUMAN03773, HUMAN17186
OG0000612	CAPO300901	HUMAN18998
OG0000613	CAPO306741, CAPO303985	HUMAN25530, HUMAN19034, HUMAN00632, HUMAN23544, HUMAN23543
OG0000614	CAPO306138, CAPO304207	HUMAN15491
OG0000616	CAPO301011	HUMAN15635, HUMAN15634, HUMAN15631, HUMAN15630, HUMAN15633, HUMAN05634, HUMAN01902
OG0000619	CAPO303580	HUMAN30255, HUMAN07790, HUMAN07791, HUMAN18310
OG0000623	CAPO306891	HUMAN29673, HUMAN25277
OG0000623	CAPO306678	HUMAN13183, HUMAN20164
OG0000624	CAPO304034, CAPO304035	HUMAN13141, HUMAN13140, HUMAN13137, HUMAN13139, HUMAN04665, HUMAN17862, HUMAN17863, HUMAN13138
OG0000627	CAPO301912	HUMAN09737, HUMAN09736, HUMAN05647, HUMAN05648, HUMAN15261, HUMAN15260, HUMAN21321
OG0000628	CAPO306878	HUMAN00812, HUMAN29648, HUMAN13001, HUMAN19013, HUMAN19012, HUMAN25575, HUMAN13689, HUMAN13690
OG0000629	CAPO304632	HUMAN04397, HUMAN07070
OG0000634	CAPO305866	HUMAN19294
OG0000636	CAPO300927, CAPO308236	HUMAN22182, HUMAN24046, HUMAN03669, HUMAN24047
OG0000637	CAPO306492	HUMAN29494, HUMAN13558
OG0000639	CAPO300322	HUMAN09533, HUMAN09532, HUMAN14008, HUMAN14006
OG0000639	CAPO305269	HUMAN11331, HUMAN27984, HUMAN18874
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	HUMAN22651
OG0000642	CAPO302566	HUMAN16907
OG0000643	CAPO301316	HUMAN15348, HUMAN16800, HUMAN07323, HUMAN26427
OG0000645	CAPO306925	HUMAN10998
OG0000645	CAPO307784, CAPO304648	HUMAN28596, HUMAN09882
OG0000648	CAPO306715	HUMAN24454, HUMAN24452
OG0000648	CAPO307568	HUMAN30639, HUMAN30638, HUMAN30677, HUMAN30667, HUMAN24455, HUMAN11456
OG0000650	CAPO302429	HUMAN18217, HUMAN06708, HUMAN20675, HUMAN29107, HUMAN26004, HUMAN26007, HUMAN18218, HUMAN17225, HUMAN29108
OG0000651	CAPO301045	HUMAN06591, HUMAN26012, HUMAN21917, HUMAN06593
OG0000652	CAPO307163	HUMAN21071, HUMAN26943, HUMAN30543
OG0000653	CAPO304384	HUMAN08394, HUMAN08397, HUMAN08396, HUMAN14284, HUMAN12926, HUMAN26558, HUMAN26556, HUMAN14283, HUMAN01134, HUMAN08393, HUMAN08395, HUMAN04740, HUMAN02676, HUMAN15855, HUMAN29035, HUMAN01203
OG0000657	CAPO304462	HUMAN28804, HUMAN09580
OG0000660	CAPO304213	HUMAN17951
OG0000662	CAPO308235	HUMAN07575, HUMAN24055, HUMAN20160, HUMAN13608, HUMAN20161, HUMAN20159
OG0000663	CAPO303713	HUMAN28104, HUMAN16610, HUMAN28105
OG0000664	CAPO305353	HUMAN29786, HUMAN06961, HUMAN02401, HUMAN02400, HUMAN18076, HUMAN26530
OG0000665	CAPO304505, CAPO304163	HUMAN09548, HUMAN28609, HUMAN01767, HUMAN01766, HUMAN17334, HUMAN28606, HUMAN28736
OG0000666	CAPO306172	HUMAN05776, HUMAN12708, HUMAN28883, HUMAN29934
OG0000672	CAPO301072	HUMAN21925, HUMAN11935
OG0000672	CAPO301848	HUMAN13493
OG0000674	CAPO303746	HUMAN09924, HUMAN01613, HUMAN06161, HUMAN04193, HUMAN04194
OG0000676	CAPO304343, CAPO305288	HUMAN28075, HUMAN19050, HUMAN28076
OG0000676	CAPO300920, CAPO304680	HUMAN18527, HUMAN30341, HUMAN07788
OG0000683	CAPO304912	HUMAN29566
OG0000683	CAPO305392, CAPO303509	HUMAN28759, HUMAN14845, HUMAN01197, HUMAN01198
OG0000684	CAPO306227	HUMAN13720, HUMAN11585, HUMAN11583, HUMAN13719, HUMAN11584
OG0000686	CAPO300156	HUMAN19732, HUMAN23401
OG0000690	CAPO306653	HUMAN00660, HUMAN25490
OG0000690	CAPO306445	HUMAN30038
OG0000690	CAPO304114	HUMAN23985
OG0000691	CAPO301028	HUMAN27973, HUMAN11217, HUMAN27972, HUMAN11215, HUMAN11216, HUMAN16622, HUMAN00463, HUMAN24570, HUMAN18866
OG0000693	CAPO300633	HUMAN00433, HUMAN11745
OG0000693	CAPO307538	HUMAN29182, HUMAN29183
OG0000694	CAPO302468	HUMAN02728, HUMAN02501, HUMAN17273
OG0000696	CAPO305456	HUMAN25700
OG0000696	CAPO301422	HUMAN02408
OG0000697	CAPO304466, CAPO306724	HUMAN26804, HUMAN26803, HUMAN01360, HUMAN29864, HUMAN29865, HUMAN21104, HUMAN21106
OG0000699	CAPO306785, CAPO302735	HUMAN05215, HUMAN29998, HUMAN29994, HUMAN29993, HUMAN29997, HUMAN26731, HUMAN26730
OG0000701	CAPO306727	HUMAN24288, HUMAN03226, HUMAN03225, HUMAN17194, HUMAN26260, HUMAN26261
OG0000703	CAPO308078	HUMAN24282, HUMAN22696, HUMAN22695, HUMAN22697
OG0000706	CAPO301985	HUMAN25477, HUMAN02403, HUMAN02402
OG0000708	CAPO302130	HUMAN01283
OG0000708	CAPO300640	HUMAN06223, HUMAN30508, HUMAN30507
OG0000709	CAPO305451	HUMAN04953, HUMAN25132
OG0000711	CAPO304713	HUMAN07022, HUMAN04234, HUMAN06823, HUMAN03946
OG0000713	CAPO302804	HUMAN11950, HUMAN11949, HUMAN30095, HUMAN30094, HUMAN29680, HUMAN29681
OG0000715	CAPO305197	HUMAN20619, HUMAN17781, HUMAN06635, HUMAN06633, HUMAN20618, HUMAN20620
OG0000716	CAPO306457	HUMAN29657, HUMAN29658, HUMAN25164
OG0000717	CAPO302989	HUMAN02063, HUMAN29172, HUMAN24856, HUMAN15098, HUMAN02062
OG0000718	CAPO301597, CAPO306021	HUMAN01467, HUMAN15637, HUMAN01962, HUMAN01963, HUMAN15306, HUMAN07484
OG0000721	CAPO305154, CAPO301906	HUMAN19959, HUMAN29978, HUMAN05451, HUMAN25792
OG0000724	CAPO300826	HUMAN25095, HUMAN09359, HUMAN09361, HUMAN09360
OG0000726	CAPO302910	HUMAN03025, HUMAN03026, HUMAN03027, HUMAN03023, HUMAN03018, HUMAN03024, HUMAN03021, HUMAN18123, HUMAN18124, HUMAN06404
OG0000731	CAPO304569	HUMAN22042, HUMAN22043, HUMAN30245, HUMAN07638, HUMAN26695, HUMAN26696
OG0000732	CAPO304867	HUMAN30214, HUMAN18534, HUMAN18537, HUMAN18535, HUMAN18536
OG0000732	CAPO302445	HUMAN14638, HUMAN14637, HUMAN14636, HUMAN01096
OG0000733	CAPO301695	HUMAN08500, HUMAN04842, HUMAN02482, HUMAN08921, HUMAN08918, HUMAN25076
OG0000735	CAPO302824	HUMAN25549, HUMAN25550, HUMAN18959, HUMAN28130, HUMAN28133
OG0000735	CAPO303452	HUMAN18960
OG0000736	CAPO306770	HUMAN20622, HUMAN06476, HUMAN17852, HUMAN02972
OG0000737	CAPO304586	HUMAN03705, HUMAN17101, HUMAN17102
OG0000743	CAPO306268	HUMAN13444, HUMAN10626, HUMAN10614, HUMAN16281, HUMAN13445, HUMAN10624, HUMAN10625, HUMAN13443
OG0000748	CAPO301276	HUMAN12918, HUMAN12919
OG0000751	CAPO302771	HUMAN14198, HUMAN26069, HUMAN21913
OG0000751	CAPO304118	HUMAN29824, HUMAN14197, HUMAN14196, HUMAN14195
OG0000752	CAPO300507	HUMAN29677, HUMAN29676, HUMAN29675
OG0000752	CAPO305335	HUMAN00918
OG0000753	CAPO301378	HUMAN09485
OG0000755	CAPO300267	HUMAN08181, HUMAN24591
OG0000757	CAPO307096	HUMAN10800
OG0000757	CAPO300067	HUMAN18080
OG0000758	CAPO305275	HUMAN00461, HUMAN00462, HUMAN28238, HUMAN16598
OG0000759	CAPO300473	HUMAN17791, HUMAN17793, HUMAN17790, HUMAN17794, HUMAN27300, HUMAN27301, HUMAN17543
OG0000761	CAPO305655	HUMAN29145, HUMAN14464, HUMAN02283
OG0000765	CAPO301853	HUMAN01542, HUMAN07243
OG0000766	CAPO300388	HUMAN01845, HUMAN01843, HUMAN14280, HUMAN23727
OG0000767	CAPO305367	HUMAN09350, HUMAN18691, HUMAN18692, HUMAN09353, HUMAN09351
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	HUMAN02829, HUMAN02830, HUMAN21054, HUMAN21055
OG0000772	CAPO304708, CAPO302709	HUMAN28705, HUMAN28706, HUMAN28704
OG0000774	CAPO306995	HUMAN01303, HUMAN01304, HUMAN25353, HUMAN29842
OG0000775	CAPO306201	HUMAN25468, HUMAN07094
OG0000776	CAPO307356	HUMAN22855, HUMAN23098, HUMAN29543, HUMAN30264
OG0000777	CAPO307744	HUMAN13332
OG0000779	CAPO305943	HUMAN29418
OG0000779	CAPO300301	HUMAN19017, HUMAN25627, HUMAN25628, HUMAN25626, HUMAN27878
OG0000782	CAPO303574	HUMAN13920
OG0000788	CAPO304590	HUMAN04411, HUMAN04410, HUMAN27018, HUMAN28674, HUMAN01749, HUMAN14357
OG0000791	CAPO304699	HUMAN27291, HUMAN27292, HUMAN06332, HUMAN18232
OG0000792	CAPO305838	HUMAN26127, HUMAN17927, HUMAN17926, HUMAN17928, HUMAN07120, HUMAN07119
OG0000793	CAPO301604	HUMAN01813, HUMAN23530, HUMAN23529, HUMAN09808, HUMAN09807, HUMAN09806, HUMAN14239, HUMAN09819, HUMAN09820
OG0000794	CAPO304031	HUMAN12200, HUMAN12197, HUMAN12195, HUMAN05033, HUMAN05029
OG0000794	CAPO300402	HUMAN05034, HUMAN05035, HUMAN12194
OG0000797	CAPO307534	HUMAN23752, HUMAN23754, HUMAN23003, HUMAN23004
OG0000803	CAPO301668	HUMAN04198, HUMAN06177
OG0000809	CAPO304242	HUMAN15031
OG0000810	CAPO305098, CAPO306601	HUMAN00991, HUMAN00992, HUMAN21423, HUMAN20624, HUMAN20625
OG0000813	CAPO300040, CAPO308168	HUMAN03259, HUMAN22179
OG0000814	CAPO307227	HUMAN09482, HUMAN26312
OG0000815	CAPO300838	HUMAN07837, HUMAN17849, HUMAN02971
OG0000816	CAPO304990	HUMAN15774, HUMAN04902, HUMAN17010, HUMAN15773, HUMAN22732, HUMAN03583
OG0000818	CAPO307028	HUMAN20109
OG0000818	CAPO307656	HUMAN25966, HUMAN13463, HUMAN15929, HUMAN15930, HUMAN15928
OG0000820	CAPO303441	HUMAN26048
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	HUMAN12563, HUMAN26046, HUMAN26049, HUMAN26047, HUMAN17877, HUMAN06271, HUMAN06272
OG0000824	CAPO303788	HUMAN12193, HUMAN12192, HUMAN12199
OG0000825	CAPO305165, CAPO306157, CAPO306129	HUMAN17393, HUMAN24372, HUMAN06887
OG0000826	CAPO306060	HUMAN18961
OG0000827	CAPO304578	HUMAN28623
OG0000828	CAPO306023	HUMAN09906, HUMAN09908, HUMAN09907, HUMAN23682, HUMAN23683
OG0000828	CAPO307153	HUMAN07354
OG0000834	CAPO306233	HUMAN26293, HUMAN06471, HUMAN12572, HUMAN26292, HUMAN18196, HUMAN18197, HUMAN18198, HUMAN18199, HUMAN18200
OG0000836	CAPO306019, CAPO307821	HUMAN09550
OG0000837	CAPO308104, CAPO303511	HUMAN25283, HUMAN19289
OG0000838	CAPO303856	HUMAN01404, HUMAN07009, HUMAN07011, HUMAN16347
OG0000841	CAPO307470	HUMAN11209, HUMAN11208, HUMAN28390, HUMAN28389, HUMAN25529
OG0000844	CAPO306591, CAPO307267	HUMAN00341, HUMAN00340, HUMAN00339, HUMAN21889, HUMAN21890, HUMAN27161, HUMAN27162
OG0000845	CAPO303615	HUMAN29728, HUMAN30115, HUMAN25768, HUMAN30116, HUMAN05320
OG0000847	CAPO301759, CAPO307057	HUMAN12189
OG0000847	CAPO308298	HUMAN19801, HUMAN10864
OG0000849	CAPO304492	HUMAN01370, HUMAN01371, HUMAN01454, HUMAN04171
OG0000850	CAPO302141	HUMAN00998, HUMAN03431
OG0000850	CAPO306299	HUMAN03430
OG0000851	CAPO304092	HUMAN17389, HUMAN22898
OG0000852	CAPO307622	HUMAN13870, HUMAN18978, HUMAN18977, HUMAN13869
OG0000857	CAPO302559	HUMAN15999, HUMAN24948, HUMAN05809, HUMAN04190
OG0000857	CAPO303021	HUMAN16000
OG0000858	CAPO306693	HUMAN19566, HUMAN05690
OG0000860	CAPO306338	HUMAN14477, HUMAN29300, HUMAN01277
OG0000871	CAPO300407	HUMAN03633
OG0000872	CAPO308293	HUMAN05052, HUMAN05051, HUMAN16344, HUMAN20384
OG0000873	CAPO307878	HUMAN28660, HUMAN28659, HUMAN14987, HUMAN09518
OG0000875	CAPO303418, CAPO302903	HUMAN28345, HUMAN18108
OG0000876	CAPO302150	HUMAN02797, HUMAN06402, HUMAN19662, HUMAN02798
OG0000877	CAPO304981	HUMAN20047, HUMAN18986, HUMAN18987
OG0000879	CAPO304627	HUMAN21910
OG0000879	CAPO301982	HUMAN06283, HUMAN21911
OG0000881	CAPO301333, CAPO300020	HUMAN24746
OG0000881	CAPO308042	HUMAN12291
OG0000888	CAPO300320	HUMAN01523, HUMAN14144
OG0000888	CAPO301794	HUMAN14143
OG0000889	CAPO302257	HUMAN16803
OG0000889	CAPO304144	HUMAN04560, HUMAN10862, HUMAN13087, HUMAN19799, HUMAN19800
OG0000890	CAPO303648	HUMAN16691
OG0000890	CAPO304283	HUMAN16690, HUMAN19479, HUMAN19478
OG0000894	CAPO300968, CAPO300967	HUMAN22934
OG0000894	CAPO301227	HUMAN20156, HUMAN25909
OG0000896	CAPO301183	HUMAN05088, HUMAN05089
OG0000896	CAPO304049	HUMAN02560, HUMAN04868
OG0000897	CAPO306059	HUMAN20369, HUMAN01428, HUMAN20370
OG0000898	CAPO302619	HUMAN01291, HUMAN01290, HUMAN01289
OG0000899	CAPO300655	HUMAN05148, HUMAN05147, HUMAN22308, HUMAN23989
OG0000904	CAPO305539	HUMAN03047, HUMAN24362, HUMAN30132, HUMAN03200, HUMAN22497, HUMAN22498, HUMAN24364, HUMAN24363
OG0000909	CAPO300878	HUMAN25146, HUMAN25145, HUMAN19496, HUMAN00496
OG0000911	CAPO302608	HUMAN12682, HUMAN12683, HUMAN06653, HUMAN18001, HUMAN18002
OG0000912	CAPO308176	HUMAN22120
OG0000912	CAPO302397	HUMAN17095, HUMAN17096, HUMAN03635, HUMAN03636, HUMAN24298, HUMAN22119, HUMAN22121, HUMAN11740
OG0000913	CAPO300255	HUMAN24104, HUMAN24103, HUMAN24106, HUMAN05337, HUMAN24105, HUMAN24107
OG0000914	CAPO302002	HUMAN24959, HUMAN26794, HUMAN30514, HUMAN26792, HUMAN26791, HUMAN30512, HUMAN24958, HUMAN30513, HUMAN26793, HUMAN26790
OG0000915	CAPO306555	HUMAN30522, HUMAN20445, HUMAN01514, HUMAN01508, HUMAN02420, HUMAN06732
OG0000921	CAPO300272	HUMAN17556, HUMAN17558, HUMAN17557, HUMAN17559
OG0000921	CAPO306351	HUMAN24453
OG0000925	CAPO304563	HUMAN23362, HUMAN23363, HUMAN23364, HUMAN30631, HUMAN29752
OG0000928	CAPO301245	HUMAN14950, HUMAN14947, HUMAN14948, HUMAN09734
OG0000929	CAPO303494	HUMAN07498, HUMAN07497, HUMAN25465, HUMAN00572
OG0000931	CAPO303586	HUMAN03786, HUMAN27595, HUMAN18620, HUMAN18621, HUMAN24157
OG0000932	CAPO306783	HUMAN26746
OG0000933	CAPO304170	HUMAN18787, HUMAN04834, HUMAN08387
OG0000934	CAPO306946, CAPO300619	HUMAN07465, HUMAN25721, HUMAN25723
OG0000934	CAPO304006	HUMAN24974, HUMAN06158
OG0000935	CAPO307401	HUMAN14530, HUMAN10106, HUMAN01617, HUMAN01618, HUMAN06391, HUMAN06392, HUMAN06390, HUMAN17822
OG0000944	CAPO304090	HUMAN07470, HUMAN27468, HUMAN30061
OG0000952	CAPO300179	HUMAN22571, HUMAN23779, HUMAN22570, HUMAN24186, HUMAN22573, HUMAN22572
OG0000954	CAPO303535	HUMAN18210, HUMAN18209
OG0000954	CAPO305800	HUMAN10206, HUMAN10205, HUMAN10272
OG0000955	CAPO303429	HUMAN28653
OG0000955	CAPO305513	HUMAN09439
OG0000955	CAPO301514	HUMAN09438
OG0000955	CAPO308190	HUMAN22849
OG0000960	CAPO304728	HUMAN11354, HUMAN28219, HUMAN28220
OG0000963	CAPO303990	HUMAN14179, HUMAN14180, HUMAN14181, HUMAN14182, HUMAN23351, HUMAN01011
OG0000965	CAPO305928	HUMAN22507
OG0000965	CAPO302148	HUMAN08123
OG0000967	CAPO304786	HUMAN03396, HUMAN03397
OG0000970	CAPO301807	HUMAN19711, HUMAN30698
OG0000974	CAPO306940	HUMAN24126
OG0000978	CAPO306307	HUMAN23161, HUMAN19104, HUMAN11274, HUMAN09230
OG0000982	CAPO301371	HUMAN14333, HUMAN01637, HUMAN28757
OG0000984	CAPO307940	HUMAN23607, HUMAN02268, HUMAN02267
OG0000985	CAPO304864	HUMAN17532, HUMAN03584, HUMAN03585, HUMAN27498, HUMAN27502, HUMAN23895, HUMAN27499, HUMAN17533
OG0000986	CAPO305058	HUMAN03355, HUMAN17228
OG0000987	CAPO306365	HUMAN02812, HUMAN02813, HUMAN06286, HUMAN19599
OG0000992	CAPO308244	HUMAN25363, HUMAN13425, HUMAN05365, HUMAN00480, HUMAN25362, HUMAN00479, HUMAN00478
OG0000993	CAPO303930	HUMAN18155
OG0000994	CAPO306999	HUMAN25360
OG0000996	CAPO304603	HUMAN29968, HUMAN29969, HUMAN07481, HUMAN07480, HUMAN17651, HUMAN17650, HUMAN17652
OG0000997	CAPO306501	HUMAN03989, HUMAN03987, HUMAN03986, HUMAN03990, HUMAN03988
OG0000999	CAPO303484, CAPO302236	HUMAN16037, HUMAN05058, HUMAN20396
OG0001006	CAPO308145	HUMAN10720, HUMAN10719, HUMAN23379, HUMAN14223, HUMAN00900
OG0001009	CAPO305830	HUMAN25680, HUMAN00474
OG0001015	CAPO304771	HUMAN20175, HUMAN20176, HUMAN20174, HUMAN26299, HUMAN26298, HUMAN25884, HUMAN25885, HUMAN25882
OG0001016	CAPO300038	HUMAN03017
OG0001016	CAPO302596	HUMAN27202
OG0001018	CAPO305732	HUMAN08887
OG0001024	CAPO300862	HUMAN26241, HUMAN26240, HUMAN22736, HUMAN22737, HUMAN23893, HUMAN03150, HUMAN26239
OG0001033	CAPO305083	HUMAN22499, HUMAN17164
OG0001033	CAPO300376	HUMAN00952, HUMAN28581, HUMAN14253
OG0001036	CAPO301917	HUMAN19198, HUMAN24555, HUMAN24554
OG0001037	CAPO306107	HUMAN29275, HUMAN29274, HUMAN01227
OG0001039	CAPO305080	HUMAN19739, HUMAN19738, HUMAN19737, HUMAN07040, HUMAN07042, HUMAN21441, HUMAN07041
OG0001042	CAPO301530	HUMAN29925, HUMAN20525, HUMAN05764
OG0001044	CAPO305401, CAPO306389	HUMAN09934, HUMAN13978, HUMAN13979, HUMAN23652, HUMAN23653, HUMAN23654, HUMAN09935
OG0001046	CAPO304357	HUMAN10290, HUMAN10289, HUMAN10288, HUMAN20197, HUMAN20196, HUMAN20198, HUMAN20195, HUMAN15923, HUMAN15922, HUMAN13448
OG0001048	CAPO306868	HUMAN17075, HUMAN17078, HUMAN17076, HUMAN03099, HUMAN03100, HUMAN22630
OG0001048	CAPO303475	HUMAN17077
OG0001049	CAPO306151	HUMAN26807
OG0001049	CAPO305769	HUMAN21566, HUMAN00206
OG0001050	CAPO306760	HUMAN25173, HUMAN10022, HUMAN01869
OG0001060	CAPO307547, CAPO305773, CAPO307224, CAPO305772, CAPO301879	HUMAN30131
OG0001060	CAPO302777	HUMAN20265
OG0001062	CAPO300111	HUMAN14494, HUMAN01209, HUMAN01211, HUMAN14495
OG0001066	CAPO305156	HUMAN01431, HUMAN20904, HUMAN20903, HUMAN01429, HUMAN16658
OG0001072	CAPO304331	HUMAN07095, HUMAN27023, HUMAN27024
OG0001073	CAPO307880	HUMAN23983, HUMAN30107, HUMAN07711
OG0001075	CAPO305658	HUMAN24569, HUMAN16597, HUMAN16596
OG0001076	CAPO306580	HUMAN07536, HUMAN22387
OG0001078	CAPO300211	HUMAN20283, HUMAN24929, HUMAN04434
OG0001082	CAPO306944	HUMAN18214, HUMAN18213, HUMAN06409, HUMAN06410
OG0001083	CAPO306339	HUMAN27529, HUMAN03184, HUMAN03185, HUMAN23866, HUMAN23865, HUMAN27528, HUMAN27527, HUMAN17258, HUMAN17257
OG0001085	CAPO305936	HUMAN21139, HUMAN29849, HUMAN26851, HUMAN26850, HUMAN25039
OG0001092	CAPO303664	HUMAN07557, HUMAN22940
OG0001095	CAPO303064	HUMAN06662, HUMAN17682, HUMAN20656, HUMAN20657, HUMAN17681
OG0001101	CAPO301529	HUMAN05769
OG0001104	CAPO306923	HUMAN09442, HUMAN28171, HUMAN00516, HUMAN16748
OG0001106	CAPO307850	HUMAN10112, HUMAN06227, HUMAN06228
OG0001108	CAPO300863	HUMAN06470, HUMAN26420
OG0001113	CAPO304589	HUMAN13568, HUMAN13567, HUMAN13565, HUMAN13566
OG0001116	CAPO303103	HUMAN12509, HUMAN02936, HUMAN12508
OG0001120	CAPO300555	HUMAN30700, HUMAN23781, HUMAN17480, HUMAN30271, HUMAN22568
OG0001121	CAPO305030	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588
OG0001123	CAPO305010	HUMAN21519
OG0001124	CAPO307326	HUMAN13636, HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853
OG0001126	CAPO301067	HUMAN11886, HUMAN21463, HUMAN11885, HUMAN11887, HUMAN11884
OG0001126	CAPO308119	HUMAN21462
OG0001128	CAPO301710	HUMAN08898, HUMAN08899, HUMAN15801, HUMAN15800, HUMAN02562, HUMAN02561
OG0001129	CAPO306230	HUMAN11361, HUMAN28007, HUMAN24592
OG0001130	CAPO305636	HUMAN23634
OG0001132	CAPO303538	HUMAN28769
OG0001133	CAPO302577	HUMAN24838
OG0001133	CAPO300360	HUMAN23355
OG0001134	CAPO304261	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963
OG0001135	CAPO304787	HUMAN10157, HUMAN10262, HUMAN10159, HUMAN10160, HUMAN10158, HUMAN10261
OG0001136	CAPO301949	HUMAN14242, HUMAN23717, HUMAN09626, HUMAN09622, HUMAN14245, HUMAN14244
OG0001137	CAPO308164	HUMAN15475, HUMAN15476, HUMAN16861, HUMAN15474
OG0001139	CAPO300537	HUMAN29573, HUMAN24969, HUMAN20297, HUMAN20298, HUMAN03896
OG0001140	CAPO308326	HUMAN28111, HUMAN00689, HUMAN16613
OG0001142	CAPO304790	HUMAN04836, HUMAN04835
OG0001143	CAPO304300	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633
OG0001144	CAPO307577	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116
OG0001146	CAPO300511	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952
OG0001149	CAPO305549	HUMAN24814, HUMAN01215
OG0001156	CAPO306962	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476
OG0001157	CAPO304789	HUMAN16825
OG0001158	CAPO302639	HUMAN19220, HUMAN19221, HUMAN13723, HUMAN13724
OG0001160	CAPO304743	HUMAN07003, HUMAN07004, HUMAN01405
OG0001161	CAPO301112	HUMAN09583, HUMAN28673
OG0001163	CAPO301684, CAPO307755, CAPO304886	HUMAN03540, HUMAN22604, HUMAN22605
OG0001164	CAPO304142	HUMAN20034
OG0001167	CAPO307849	HUMAN08884, HUMAN08882, HUMAN08883, HUMAN17001
OG0001168	CAPO301546	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218
OG0001169	CAPO301751	HUMAN05126, HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351
OG0001170	CAPO302766	HUMAN19527, HUMAN30086, HUMAN25304
OG0001171	CAPO300420	HUMAN27880, HUMAN25618, HUMAN25619, HUMAN19014, HUMAN19015
OG0001175	CAPO304133, CAPO306812	HUMAN27761, HUMAN17515
OG0001179	CAPO300184	HUMAN19099
OG0001181	CAPO301983	HUMAN12489, HUMAN02963, HUMAN12488
OG0001183	CAPO301096	HUMAN12777
OG0001184	CAPO306392	HUMAN24892, HUMAN24891
OG0001185	CAPO303366	HUMAN24530, HUMAN24531, HUMAN00600, HUMAN25682, HUMAN25681
OG0001186	CAPO302303	HUMAN13742
OG0001186	CAPO307451	HUMAN11615
OG0001188	CAPO300558	HUMAN04837, HUMAN15459, HUMAN08381, HUMAN16878
OG0001191	CAPO301625	HUMAN27561
OG0001196	CAPO301570	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997, HUMAN15281
OG0001197	CAPO306552	HUMAN04807
OG0001199	CAPO305690	HUMAN25663, HUMAN27627, HUMAN27626, HUMAN27628
