Orthogroup	CAPO3	HUMAN
OG0005958	CAPO305231	HUMAN09347, HUMAN09348
OG0005959	CAPO303727	HUMAN01860, HUMAN01861
OG0005960	CAPO306619	HUMAN22222
OG0005961	CAPO301401	HUMAN20444, HUMAN20443
OG0005965	CAPO304971	HUMAN22249
OG0005966	CAPO303149	HUMAN10284
OG0005967	CAPO304145	HUMAN20085, HUMAN20084
OG0005968	CAPO307899	HUMAN19242, HUMAN19241, HUMAN13818
OG0005969	CAPO304815	HUMAN25091
OG0005970	CAPO300012	HUMAN01307
OG0005972	CAPO306254	HUMAN24535, HUMAN24534, HUMAN24533, HUMAN24532
OG0005973	CAPO301806	HUMAN08375, HUMAN08374, HUMAN08373
OG0005974	CAPO300269	HUMAN02132
OG0005975	CAPO301864	HUMAN29764, HUMAN30591
OG0005976	CAPO304330	HUMAN18021
OG0005977	CAPO302621	HUMAN26922
OG0005978	CAPO302579	HUMAN12549, HUMAN12548
OG0005981	CAPO305244	HUMAN24436, HUMAN24437, HUMAN24439, HUMAN24438, HUMAN24435
OG0005982	CAPO302153	HUMAN23416
OG0005983	CAPO305305	HUMAN09153, HUMAN09152
OG0005984	CAPO303854	HUMAN23298, HUMAN23297
OG0005985	CAPO305361	HUMAN28784, HUMAN28783
OG0005986	CAPO306131	HUMAN04923
OG0005987	CAPO307262	HUMAN17615, HUMAN30224
OG0005988	CAPO306075	HUMAN03816, HUMAN03817, HUMAN03818
OG0005989	CAPO304449	HUMAN04205
OG0005991	CAPO304070	HUMAN27054, HUMAN27055
OG0005993	CAPO301813	HUMAN24934
OG0005996	CAPO304073	HUMAN28222, HUMAN28223
OG0005997	CAPO307298	HUMAN13831
OG0005998	CAPO304281	HUMAN19908, HUMAN19909
OG0006000	CAPO304784	HUMAN02530
OG0006001	CAPO300287	HUMAN09832, HUMAN09831
OG0006002	CAPO300104	HUMAN06869
OG0006003	CAPO307004	HUMAN14618
OG0006005	CAPO300498	HUMAN24132
OG0006006	CAPO303456	HUMAN22070
OG0006008	CAPO304325	HUMAN13449
OG0006009	CAPO302680	HUMAN28513
OG0006011	CAPO305929	HUMAN13059, HUMAN13057, HUMAN13058
OG0006012	CAPO306003	HUMAN09413, HUMAN09412
OG0006013	CAPO306786	HUMAN24739
OG0006031	CAPO307805	HUMAN09397, HUMAN09398, HUMAN09399, HUMAN23463, HUMAN23457, HUMAN23465, HUMAN23459, HUMAN23458, HUMAN23464
OG0006059	CAPO306968	HUMAN28374
OG0006062	CAPO305933	HUMAN10403, HUMAN10404, HUMAN10402
OG0006063	CAPO300774	HUMAN23816
OG0006064	CAPO304870	HUMAN23900, HUMAN23901
OG0006065	CAPO301967	HUMAN23399
OG0006066	CAPO300852	HUMAN21362
OG0006069	CAPO305608	HUMAN26614, HUMAN26615
OG0006072	CAPO303438	HUMAN17123, HUMAN17124
OG0006073	CAPO303232	HUMAN15872, HUMAN15873, HUMAN15874
OG0006074	CAPO305192	HUMAN08735
OG0006075	CAPO300591	HUMAN25111, HUMAN25113, HUMAN25112
OG0006079	CAPO300122	HUMAN10020
OG0006081	CAPO304015	HUMAN26915
OG0006084	CAPO303975	HUMAN22958, HUMAN22957
OG0006085	CAPO306971	HUMAN05831, HUMAN05833, HUMAN05832
OG0006087	CAPO307633	HUMAN09228, HUMAN09229
OG0006090	CAPO303628	HUMAN02549, HUMAN02551
OG0006094	CAPO301083	HUMAN21732, HUMAN21731
OG0006095	CAPO308333, CAPO301147	HUMAN14590, HUMAN14591
OG0006096	CAPO305316	HUMAN07332
OG0006097	CAPO305425	HUMAN08203
OG0006098	CAPO300607	HUMAN24463
OG0006101	CAPO301377	HUMAN09929, HUMAN09927
OG0006103	CAPO308138	HUMAN25641, HUMAN25642
OG0006107	CAPO302627	HUMAN06814
OG0006108	CAPO302650	HUMAN19308, HUMAN24804
OG0006110	CAPO302693	HUMAN00146
OG0006111	CAPO304724	HUMAN04097
OG0006113	CAPO307626	HUMAN27782
OG0006114	CAPO304178	HUMAN20879, HUMAN20880, HUMAN20878
OG0006115	CAPO306466	HUMAN25466
OG0006116	CAPO304187	HUMAN04926
OG0006117	CAPO302456	HUMAN13387
OG0006118	CAPO306890	HUMAN23165
OG0006119	CAPO305308	HUMAN22103, HUMAN22102
OG0006121	CAPO308090	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269
OG0006122	CAPO302744	HUMAN12964, HUMAN12963
OG0006124	CAPO304805	HUMAN17200, HUMAN17199
OG0006125	CAPO306355	HUMAN15346
OG0006127	CAPO301362	HUMAN11301
OG0006128	CAPO301150	HUMAN11291
OG0006129	CAPO300938	HUMAN22337
OG0006131	CAPO303965	HUMAN10340, HUMAN10341
OG0006132	CAPO307591	HUMAN03519
OG0006133	CAPO304297	HUMAN14157, HUMAN14158, HUMAN14156
OG0006134	CAPO307652	HUMAN23158, HUMAN23157
OG0006135	CAPO307747	HUMAN03432
OG0006136	CAPO304577	HUMAN22424, HUMAN17420
OG0006137	CAPO303566	HUMAN00743
OG0006139	CAPO301488	HUMAN06941
OG0006140	CAPO301396	HUMAN26387
OG0006141	CAPO302378	HUMAN09892
OG0006144	CAPO307727	HUMAN04932
OG0006145	CAPO304370	HUMAN00147
OG0006147	CAPO306222	HUMAN01348
OG0006148	CAPO302407	HUMAN23409, HUMAN23408
OG0006149	CAPO301175	HUMAN08668, HUMAN08667
OG0006151	CAPO304128	HUMAN00256
OG0006152	CAPO306493	HUMAN25623
OG0006153	CAPO305107	HUMAN22991
OG0006155	CAPO301956	HUMAN01881, HUMAN01880
OG0006156	CAPO304652	HUMAN26659
OG0006158	CAPO307937	HUMAN08816
OG0006159	CAPO307030	HUMAN18627
OG0006160	CAPO304978	HUMAN02882
OG0006161	CAPO301615	HUMAN26115, HUMAN26114, HUMAN26113
OG0006162	CAPO300392	HUMAN14160, HUMAN14159
OG0006164	CAPO307640	HUMAN04454, HUMAN04456
OG0006168	CAPO306154	HUMAN14603
OG0006169	CAPO305149	HUMAN05182
OG0006176	CAPO304797	HUMAN15034
OG0006177	CAPO306017	HUMAN04270, HUMAN04269
OG0006178	CAPO306742	HUMAN24297
OG0006179	CAPO307840	HUMAN19533, HUMAN19532, HUMAN19531, HUMAN19530
OG0006180	CAPO308064	HUMAN14035
OG0006181	CAPO308207	HUMAN15352
OG0006182	CAPO300329	HUMAN12689
OG0006183	CAPO306749	HUMAN20217, HUMAN20218
OG0006185	CAPO301640	HUMAN27818
OG0006186	CAPO304672	HUMAN21213, HUMAN21214
OG0006187	CAPO303722	HUMAN01890
OG0006188	CAPO307979	HUMAN28717
OG0006190	CAPO304791	HUMAN01849, HUMAN01850, HUMAN01851, HUMAN01852, HUMAN01848
OG0006191	CAPO301907	HUMAN23679
OG0006192	CAPO308099	HUMAN17512
OG0006195	CAPO308346, CAPO305489	HUMAN10454, HUMAN10455
OG0006196	CAPO304854	HUMAN21725
OG0006198	CAPO306368	HUMAN03715
OG0006199	CAPO307861	HUMAN10536
OG0006200	CAPO306047	HUMAN23006, HUMAN23007, HUMAN23008
OG0006202	CAPO307311	HUMAN08133
OG0006204	CAPO307074	HUMAN18056
OG0006205	CAPO306928	HUMAN30034
OG0006206	CAPO308060	HUMAN02535, HUMAN02536, HUMAN08296
OG0006209	CAPO303208	HUMAN23230, HUMAN23231
OG0006210	CAPO301051	HUMAN23180
OG0006211	CAPO305755	HUMAN06304
OG0006213	CAPO301176	HUMAN21555
OG0006214	CAPO305313	HUMAN07072
OG0006216	CAPO304328	HUMAN14806
OG0006225	CAPO307529	HUMAN25075
OG0006226	CAPO303955	HUMAN23414
OG0006227	CAPO304192	HUMAN17359
OG0006229	CAPO306729	HUMAN22948
OG0006230	CAPO303003	HUMAN17688
OG0006233	CAPO307263	HUMAN21229, HUMAN21231
OG0006234	CAPO305546	HUMAN01013
OG0006235	CAPO300217	HUMAN06038
OG0006237	CAPO302524	HUMAN00401
OG0006239	CAPO305262	HUMAN11201
OG0006243	CAPO301646	HUMAN30316, HUMAN30317, HUMAN28619
OG0006244	CAPO306900	HUMAN07280
OG0006245	CAPO307777	HUMAN18087
OG0006248	CAPO307601	HUMAN30385
OG0006249	CAPO304667	HUMAN11927
OG0006250	CAPO301165	HUMAN23876
OG0006251	CAPO302342	HUMAN12332
OG0006252	CAPO304131	HUMAN05954, HUMAN05956, HUMAN05955
OG0006253	CAPO307341	HUMAN01544
OG0006254	CAPO305073	HUMAN20127, HUMAN20128
OG0006257	CAPO305440	HUMAN18727, HUMAN18726
OG0006258	CAPO300398	HUMAN14002
OG0006260	CAPO300587	HUMAN20497
OG0006261	CAPO305676	HUMAN26805
OG0006262	CAPO307596	HUMAN20747
OG0006263	CAPO307994	HUMAN14070, HUMAN14069, HUMAN14068
OG0006264	CAPO304943	HUMAN07077
OG0006267	CAPO300629	HUMAN22613, HUMAN22612
OG0006268	CAPO305663	HUMAN29838
OG0006271	CAPO306714	HUMAN17447, HUMAN17446
OG0006272	CAPO300074	HUMAN13896, HUMAN13895, HUMAN13894
OG0006275	CAPO304219	HUMAN02519
OG0006276	CAPO306041	HUMAN03057
OG0006277	CAPO307602	HUMAN12337
OG0006278	CAPO305153	HUMAN00416
OG0006279	CAPO307288	HUMAN19507
OG0006280	CAPO308182	HUMAN25747
OG0006281	CAPO302129	HUMAN00064, HUMAN00065
OG0006284	CAPO301681	HUMAN14241
OG0006285	CAPO301258	HUMAN18055, HUMAN18054
OG0006286	CAPO304212	HUMAN27261
OG0006287	CAPO302795	HUMAN18673
OG0006288	CAPO300129	HUMAN07138
OG0006289	CAPO306652	HUMAN21130
OG0006291	CAPO308081	HUMAN01280
OG0006293	CAPO307067	HUMAN07177
OG0006294	CAPO301151	HUMAN08808
OG0006295	CAPO307143	HUMAN26422
OG0006297	CAPO301937	HUMAN20419
OG0006298	CAPO306805	HUMAN06371
OG0006299	CAPO305899	HUMAN00504
OG0006301	CAPO306072	HUMAN09238
OG0006305	CAPO303850	HUMAN03641
OG0006306	CAPO303905	HUMAN00547
OG0006309	CAPO304441	HUMAN06820
OG0006311	CAPO300748	HUMAN06167
OG0006313	CAPO306539	HUMAN00601, HUMAN00602, HUMAN00603
OG0006314	CAPO308085, CAPO301326	HUMAN01546
OG0006317	CAPO301551	HUMAN01667, HUMAN01666, HUMAN01665
OG0006319	CAPO306239	HUMAN04099
OG0006320	CAPO303864	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778
OG0006322	CAPO305971	HUMAN20861
OG0006323	CAPO300361	HUMAN07594
OG0006324	CAPO307431	HUMAN27779, HUMAN27778
OG0006329	CAPO306283	HUMAN17356
OG0006330	CAPO301590	HUMAN09633, HUMAN09634
OG0006331	CAPO301721	HUMAN15803, HUMAN15802
OG0006332	CAPO306801	HUMAN04311
OG0006334	CAPO302140	HUMAN14773
OG0006335	CAPO305790	HUMAN06483, HUMAN06484
OG0006338	CAPO300367	HUMAN01207, HUMAN01206
OG0006339	CAPO306751	HUMAN07408, HUMAN07407
OG0006340	CAPO306725	HUMAN03191
OG0006341	CAPO303256	HUMAN14510
OG0006344	CAPO307345	HUMAN28604
OG0006346	CAPO305832	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485
OG0006347	CAPO305184	HUMAN06637
OG0006349	CAPO304057	HUMAN28443, HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437
OG0006350	CAPO302433	HUMAN23687, HUMAN23686, HUMAN23685
OG0006352	CAPO301346	HUMAN28597
OG0006353	CAPO301517	HUMAN15771
OG0006355	CAPO307129	HUMAN21127
OG0006356	CAPO305164	HUMAN12205, HUMAN12204
OG0006358	CAPO303299	HUMAN26475
OG0006359	CAPO300583	HUMAN01182
OG0006360	CAPO304103	HUMAN06791
OG0006361	CAPO308070	HUMAN11009, HUMAN11008
OG0006362	CAPO308308	HUMAN00550
OG0006363	CAPO301002	HUMAN04865
OG0006365	CAPO300671	HUMAN17577, HUMAN30443
OG0006370	CAPO300348	HUMAN27328
OG0006372	CAPO304608	HUMAN05301
OG0006375	CAPO306256	HUMAN10310, HUMAN10309
OG0006377	CAPO307494	HUMAN23254
OG0006378	CAPO304918	HUMAN22618
OG0006381	CAPO301472	HUMAN06920, HUMAN30425, HUMAN06919
OG0006382	CAPO307026	HUMAN08590, HUMAN08589
OG0006383	CAPO303174	HUMAN19516
OG0006384	CAPO305941	HUMAN14670, HUMAN14669, HUMAN14668, HUMAN14666, HUMAN14667
OG0006385	CAPO301074	HUMAN04983
OG0006386	CAPO303165	HUMAN03914, HUMAN03913
OG0006387	CAPO306319	HUMAN19461, HUMAN19462, HUMAN00501
OG0006389	CAPO302170	HUMAN29747, HUMAN25835
OG0006390	CAPO308093	HUMAN02874, HUMAN02872, HUMAN02873
OG0006392	CAPO305806	HUMAN01485
OG0006394	CAPO302470	HUMAN20260, HUMAN20262, HUMAN20261
OG0006395	CAPO300149	HUMAN18809, HUMAN18808
OG0006399	CAPO307228	HUMAN07113, HUMAN07112, HUMAN07111
OG0006443	CAPO300234	HUMAN04869
OG0006447	CAPO302283	HUMAN29322, HUMAN29323
OG0006448	CAPO301094	HUMAN23211
OG0006449	CAPO305961	HUMAN28069
OG0006456	CAPO300992	HUMAN14116, HUMAN14117, HUMAN14118
OG0006457	CAPO306648	HUMAN14767
OG0006459	CAPO307843	HUMAN09471
OG0006460	CAPO308313	HUMAN02631, HUMAN02632
OG0006461	CAPO306350	HUMAN20951
OG0006462	CAPO300662	HUMAN20252
OG0006464	CAPO307754	HUMAN30209, HUMAN22027
OG0006465	CAPO307052	HUMAN02673
OG0006467	CAPO301292	HUMAN17163, HUMAN17162
OG0006468	CAPO303390	HUMAN28005
OG0006469	CAPO302486	HUMAN12113
OG0006470	CAPO300984	HUMAN22261
OG0006471	CAPO303440	HUMAN18729
OG0006474	CAPO300155	HUMAN19727
OG0006475	CAPO301888	HUMAN26136
OG0006476	CAPO300216	HUMAN07555, HUMAN07556
OG0006478	CAPO301079	HUMAN14445
OG0006479	CAPO304002	HUMAN00009
OG0006480	CAPO300197	HUMAN03645
OG0006481	CAPO307580	HUMAN05570, HUMAN20279
OG0006482	CAPO305654	HUMAN08453
OG0006485	CAPO307612	HUMAN04789
OG0006487	CAPO300649	HUMAN20882
OG0006488	CAPO301772	HUMAN15844
OG0006490	CAPO301539	HUMAN07030
OG0006491	CAPO300606	HUMAN13791, HUMAN13790
OG0006493	CAPO306548	HUMAN05189, HUMAN05188, HUMAN05190
OG0006496	CAPO304473	HUMAN02167, HUMAN02168
OG0006498	CAPO301440	HUMAN29984
OG0006501	CAPO307734	HUMAN15460
OG0006502	CAPO301087	HUMAN12374, HUMAN12375
OG0006503	CAPO304660	HUMAN27658
OG0006504	CAPO302154	HUMAN26364
OG0006505	CAPO301510	HUMAN02985, HUMAN02984
OG0006507	CAPO301032	HUMAN17635, HUMAN17633, HUMAN17634
OG0006508	CAPO301635	HUMAN22149
OG0006509	CAPO304681	HUMAN22918, HUMAN22917
OG0006510	CAPO300081	HUMAN19222
OG0006512	CAPO301701	HUMAN20060, HUMAN20059
OG0006514	CAPO304095	HUMAN22995
OG0006515	CAPO306459	HUMAN08961
OG0006516	CAPO305607	HUMAN09318
OG0006517	CAPO300477	HUMAN13704
OG0006519	CAPO308006	HUMAN02478, HUMAN02479
OG0006520	CAPO300668	HUMAN07570
OG0006523	CAPO302914	HUMAN15810, HUMAN15811
OG0006526	CAPO303623	HUMAN28412
OG0006532	CAPO304147	HUMAN14164
OG0006534	CAPO305714	HUMAN03548, HUMAN03546, HUMAN03547
OG0006536	CAPO305735	HUMAN14779
OG0006538	CAPO305091	HUMAN17787
OG0006540	CAPO304760	HUMAN30223
OG0006541	CAPO302376, CAPO304688, CAPO300243	HUMAN23369
OG0006542	CAPO305168	HUMAN07571
OG0006543	CAPO305452	HUMAN25209
OG0006544	CAPO306101	HUMAN18899
OG0006545	CAPO307929	HUMAN29010, HUMAN29009
OG0006546	CAPO305234	HUMAN08888
OG0006547	CAPO301259	HUMAN06438
OG0006549	CAPO306040	HUMAN06269
OG0006550	CAPO307487	HUMAN02858
OG0006552	CAPO301957	HUMAN23496
OG0006553	CAPO308128	HUMAN25917
OG0006554	CAPO306525	HUMAN07135
OG0006555	CAPO305951	HUMAN18243, HUMAN18244
OG0006556	CAPO304941	HUMAN25766
OG0006557	CAPO300124	HUMAN19957
OG0006561	CAPO300890	HUMAN08528, HUMAN08523
OG0006562	CAPO303607	HUMAN30594
OG0006566	CAPO303944	HUMAN12988
OG0006568	CAPO303043	HUMAN25683
OG0006569	CAPO300856	HUMAN17062
OG0006570	CAPO302571	HUMAN24735
OG0006571	CAPO306740	HUMAN23449
OG0006572	CAPO302175	HUMAN00888, HUMAN00887, HUMAN00889
OG0006573	CAPO306413	HUMAN12290, HUMAN12289
OG0006575	CAPO304950	HUMAN29420, HUMAN29419
OG0006577	CAPO300858	HUMAN05518, HUMAN05517
OG0006578	CAPO303393	HUMAN22134
OG0006580	CAPO306179	HUMAN12502, HUMAN12504
OG0006581	CAPO300223	HUMAN09574
OG0006583	CAPO308147	HUMAN25717
OG0006584	CAPO304380	HUMAN20560
OG0006586	CAPO300241	HUMAN11398
OG0006590	CAPO304634	HUMAN05824, HUMAN05823
OG0006591	CAPO306654	HUMAN28224
OG0006592	CAPO302105	HUMAN01445
OG0006594	CAPO305352	HUMAN10868, HUMAN10810
OG0006595	CAPO306726	HUMAN03332
OG0006596	CAPO305496	HUMAN19063, HUMAN19062
OG0006597	CAPO306143	HUMAN30289
OG0006598	CAPO303505	HUMAN28610
OG0006600	CAPO300993	HUMAN13359, HUMAN13358
OG0006602	CAPO306545	HUMAN14818
OG0006603	CAPO305246	HUMAN11393
OG0006604	CAPO301632	HUMAN11730, HUMAN11731
OG0006606	CAPO300627, CAPO305047	HUMAN11489, HUMAN11491, HUMAN11490
OG0006607	CAPO302836	HUMAN00747, HUMAN00746
OG0006608	CAPO304829	HUMAN21771, HUMAN21770
OG0006609	CAPO304156	HUMAN27322
OG0006610	CAPO305635	HUMAN10217
OG0006611	CAPO303370	HUMAN06625
OG0006612	CAPO303674	HUMAN14429, HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427
OG0006613	CAPO305926	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	CAPO307923	HUMAN06112, HUMAN06113
OG0006615	CAPO300892	HUMAN13872
OG0006617	CAPO304084	HUMAN16554, HUMAN16553
OG0006617	CAPO306322	HUMAN16555
OG0006619	CAPO305225	HUMAN24501
OG0006622	CAPO307274	HUMAN28527, HUMAN29955
OG0006625	CAPO304287	HUMAN18256
OG0006627	CAPO300634	HUMAN13668, HUMAN13665, HUMAN13667
OG0006630	CAPO301318	HUMAN09502
OG0006631	CAPO302816	HUMAN17541
OG0006633	CAPO306794	HUMAN24475
OG0006636	CAPO304383	HUMAN16299
OG0006637	CAPO304312	HUMAN13012
OG0006638	CAPO302167	HUMAN28340, HUMAN28339
OG0006640	CAPO308241	HUMAN22776
OG0006642	CAPO303206	HUMAN03282
OG0006646	CAPO308061	HUMAN10004
OG0006648	CAPO300638	HUMAN25312
OG0006651	CAPO306376	HUMAN19384
OG0006655	CAPO306982	HUMAN23490
OG0006657	CAPO304665	HUMAN07133
OG0006658	CAPO301723	HUMAN08547
OG0006662	CAPO305585	HUMAN05526
OG0006663	CAPO301399	HUMAN18303
OG0006664	CAPO302941	HUMAN23221
OG0006666	CAPO301682	HUMAN28875
OG0006667	CAPO305573	HUMAN09839
OG0006668	CAPO301053	HUMAN17409
OG0006669	CAPO301280	HUMAN23253
OG0006670	CAPO306366	HUMAN02070, HUMAN02071
OG0006673	CAPO302685	HUMAN18662, HUMAN18663
OG0006677	CAPO304250	HUMAN16360, HUMAN16361
OG0006678	CAPO300092	HUMAN13325, HUMAN13324
OG0006680	CAPO301748	HUMAN18867
OG0006681	CAPO305354	HUMAN27423, HUMAN27424
OG0006684	CAPO305512	HUMAN26898, HUMAN26899, HUMAN26900
OG0006686	CAPO307531	HUMAN29261
OG0006690	CAPO302172	HUMAN01353
OG0006691	CAPO305670	HUMAN12920, HUMAN12921
OG0006692	CAPO302647	HUMAN12863, HUMAN12864
OG0006693	CAPO302616	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	CAPO302438	HUMAN25673
OG0006695	CAPO302533	HUMAN05347, HUMAN05346
OG0006696	CAPO303681	HUMAN17071, HUMAN08548
OG0006698	CAPO305852	HUMAN28004
OG0006702	CAPO307269	HUMAN00468
OG0006703	CAPO302601	HUMAN27810
OG0006704	CAPO305136	HUMAN01256
OG0006706	CAPO303773	HUMAN01180
OG0006707	CAPO304129	HUMAN20459, HUMAN20457, HUMAN20458
OG0006708	CAPO304327	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	CAPO302993	HUMAN17844, HUMAN17845, HUMAN17846
OG0006710	CAPO307958	HUMAN28677
OG0006712	CAPO307469	HUMAN19027
OG0006714	CAPO301000	HUMAN24242, HUMAN24241
OG0006716	CAPO302196	HUMAN28602, HUMAN28603, HUMAN28601
OG0006717	CAPO305633	HUMAN04735
OG0006718	CAPO306293	HUMAN03526
OG0006719	CAPO302454	HUMAN12021
OG0006721	CAPO307315	HUMAN15069, HUMAN15065
OG0006722	CAPO304555	HUMAN10116
OG0006723	CAPO300019	HUMAN01452
OG0006724	CAPO300231	HUMAN00251, HUMAN00252
OG0006725	CAPO301206	HUMAN20956
OG0006726	CAPO303375	HUMAN25679
OG0006727	CAPO306447	HUMAN25384
OG0006728	CAPO303411	HUMAN13864, HUMAN13865
OG0006729	CAPO302448	HUMAN23307
OG0006730	CAPO307696	HUMAN01413
OG0006732	CAPO301757	HUMAN17586
OG0006733	CAPO306420	HUMAN04919
OG0006735	CAPO307764	HUMAN06599
OG0006736	CAPO301670	HUMAN20713
OG0006737	CAPO302977	HUMAN10669
OG0006738	CAPO305285	HUMAN17555, HUMAN17554
OG0006740	CAPO304581	HUMAN08566, HUMAN08565, HUMAN08564, HUMAN08563
OG0006741	CAPO306132	HUMAN20918
OG0006745	CAPO304913	HUMAN21637
OG0006750	CAPO306076	HUMAN16679
OG0006751	CAPO305160	HUMAN04997, HUMAN04996
OG0006752	CAPO301753	HUMAN05470
OG0006753	CAPO304199	HUMAN08651
OG0006754	CAPO307231	HUMAN28391
OG0006755	CAPO304099	HUMAN17392
OG0006757	CAPO308250	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	CAPO303486	HUMAN20524
OG0006759	CAPO301178	HUMAN06777
OG0006760	CAPO300357	HUMAN23407
OG0006766	CAPO300327	HUMAN30336
OG0006769	CAPO304104	HUMAN03966
OG0006772	CAPO306103	HUMAN17212
OG0006775	CAPO303956	HUMAN25975
OG0006776	CAPO307354, CAPO307229	HUMAN12695, HUMAN12694
OG0006777	CAPO308320	HUMAN15487
OG0006791	CAPO302265	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238
OG0006796	CAPO306698, CAPO305329	HUMAN04215
OG0006826	CAPO306575	HUMAN23918
OG0006827	CAPO306579	HUMAN01037
OG0006830	CAPO304885	HUMAN12476
OG0006833	CAPO307011	HUMAN11220
OG0006838	CAPO304346	HUMAN10291
OG0006842	CAPO303033	HUMAN14862
OG0006843	CAPO301783	HUMAN28655
OG0006844	CAPO303858	HUMAN09468
OG0006845	CAPO304222	HUMAN04886, HUMAN04887
OG0006846	CAPO305985, CAPO301436	HUMAN08740, HUMAN08738
OG0006848	CAPO302750	HUMAN03233, HUMAN23824
OG0006849	CAPO306709	HUMAN16918
OG0006850	CAPO300307	HUMAN22748, HUMAN22746, HUMAN22747
OG0006853	CAPO305011	HUMAN06735
OG0006856	CAPO306926	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	CAPO304592	HUMAN29746, HUMAN29745, HUMAN29744
OG0006860	CAPO304880	HUMAN11386
OG0006862	CAPO306834	HUMAN08983
OG0006864	CAPO300266	HUMAN10411
OG0006865	CAPO300579	HUMAN07621
OG0006867	CAPO304561	HUMAN16895
OG0006868	CAPO304824	HUMAN20940
OG0006869	CAPO303718	HUMAN21448, HUMAN21447
OG0006870	CAPO305471	HUMAN17467, HUMAN17468
OG0006872	CAPO305763, CAPO306267	HUMAN11636
OG0006874	CAPO303002	HUMAN21129
OG0006875	CAPO300245	HUMAN05504
OG0006876	CAPO301384	HUMAN01056
OG0006877	CAPO303758	HUMAN09886
OG0006880	CAPO300637	HUMAN21476
OG0006881	CAPO307302	HUMAN04095
OG0006886	CAPO308008	HUMAN29974
OG0006887	CAPO303330	HUMAN12500
OG0006888	CAPO300481	HUMAN25053
OG0006889	CAPO305411	HUMAN11509
OG0006890	CAPO301774	HUMAN03527
OG0006892	CAPO306271	HUMAN18023
OG0006893	CAPO308281	HUMAN13212, HUMAN13211, HUMAN13213
OG0006894	CAPO305493	HUMAN13291, HUMAN13290
OG0006895	CAPO305321	HUMAN03555
OG0006897	CAPO305270	HUMAN23447
OG0006898	CAPO307616	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309
OG0006901	CAPO301222	HUMAN18029, HUMAN18028
OG0006904	CAPO301235	HUMAN22374
OG0006906	CAPO307116	HUMAN11694
OG0006912	CAPO306387	HUMAN02108, HUMAN02109
OG0006914	CAPO302212	HUMAN28656
OG0006915	CAPO305363	HUMAN15921, HUMAN15920
OG0006916	CAPO306266	HUMAN11501
OG0006918	CAPO303362	HUMAN28188
OG0006920	CAPO306461	HUMAN07463
OG0006923	CAPO302381	HUMAN00553, HUMAN00554
OG0006924	CAPO304320	HUMAN23650
OG0006925	CAPO306734	HUMAN09328
OG0006926	CAPO302796	HUMAN00626
OG0006926	CAPO303493	HUMAN00625
OG0006927	CAPO303700	HUMAN14265
OG0006930	CAPO301522	HUMAN28830
OG0006931	CAPO300460	HUMAN27632, HUMAN27633
OG0006932	CAPO305813	HUMAN20250
OG0006934	CAPO304656	HUMAN07628
OG0006935	CAPO305404	HUMAN28718
OG0006936	CAPO301255	HUMAN03224
OG0006937	CAPO300724	HUMAN13657
OG0006938	CAPO307064	HUMAN20508, HUMAN20507
OG0006939	CAPO300423	HUMAN00665
OG0006940	CAPO308295	HUMAN12720, HUMAN12719
OG0006942	CAPO305131	HUMAN04879, HUMAN04878
OG0006943	CAPO300653	HUMAN03534
OG0006944	CAPO301423	HUMAN20962
OG0006945	CAPO304257	HUMAN18030
OG0006947	CAPO303778	HUMAN13223, HUMAN13224, HUMAN25930
OG0006948	CAPO307507	HUMAN20132, HUMAN20131
OG0006949	CAPO300866	HUMAN09677
OG0006951	CAPO302915	HUMAN26563
OG0006952	CAPO308002	HUMAN29995, HUMAN28013
OG0006953	CAPO302825	HUMAN11732
OG0006957	CAPO304410	HUMAN24327
OG0006959	CAPO305847	HUMAN02003
OG0006960	CAPO306688	HUMAN21367
OG0006962	CAPO307572	HUMAN00835, HUMAN00834
OG0006964	CAPO306352	HUMAN25417
OG0006966	CAPO304695	HUMAN21659
OG0006967	CAPO303820	HUMAN20241
OG0006968	CAPO301435	HUMAN28378
OG0006969	CAPO306618	HUMAN22092, HUMAN22091
OG0006970	CAPO304851	HUMAN04563
OG0006971	CAPO303658	HUMAN07273
OG0006973	CAPO306305	HUMAN25475
OG0006975	CAPO306893	HUMAN00754
OG0006977	CAPO305268	HUMAN21112
OG0006978	CAPO304336	HUMAN23552
OG0006979	CAPO300168	HUMAN09404
OG0006980	CAPO305562	HUMAN21874
OG0006982	CAPO305716	HUMAN18636, HUMAN18637
OG0006983	CAPO300916	HUMAN00205, HUMAN00204
OG0006989	CAPO302679	HUMAN18220
OG0006990	CAPO300763	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	CAPO303392	HUMAN19260
OG0006992	CAPO305740	HUMAN03662
