Orthogroup	ORYLA	SCHMD
OG0005303	ORYLA11141	SCHMD07747
OG0005304	ORYLA02588	SCHMD18268, SCHMD22012
OG0005305	ORYLA15851	SCHMD25033
OG0005310	ORYLA07747	SCHMD05781, SCHMD04067
OG0005312	ORYLA14065	SCHMD13402
OG0005313	ORYLA06252	SCHMD09402, SCHMD21501, SCHMD22614, SCHMD06165, SCHMD03789
OG0005314	ORYLA20091	SCHMD13878
OG0005315	ORYLA06885	SCHMD15422, SCHMD12090
OG0005316	ORYLA07012	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578
OG0005317	ORYLA09419	SCHMD24584, SCHMD06634
OG0005318	ORYLA18364, ORYLA18363	SCHMD08168
OG0005319	ORYLA04663	SCHMD01713
OG0005321	ORYLA04704	SCHMD07438
OG0005323	ORYLA17504	SCHMD20703
OG0005325	ORYLA07254	SCHMD07836
OG0005326	ORYLA04496, ORYLA08940, ORYLA08941	SCHMD00873
OG0005328	ORYLA11292	SCHMD12840
OG0005359	ORYLA10991	SCHMD19907
OG0005360	ORYLA18657	SCHMD13883
OG0005365	ORYLA00389	SCHMD03138
OG0005366	ORYLA04350	SCHMD02625
OG0005370	ORYLA14176	SCHMD11713
OG0005371	ORYLA17689	SCHMD13317
OG0005372	ORYLA06545	SCHMD05505
OG0005374	ORYLA11740	SCHMD27055
OG0005375	ORYLA16500	SCHMD23930, SCHMD07733
OG0005378	ORYLA20177	SCHMD25676, SCHMD25677, SCHMD12112
OG0005379	ORYLA16702	SCHMD03111
OG0005383	ORYLA09205	SCHMD03478
OG0005385	ORYLA03458	SCHMD05272
OG0005386	ORYLA18232	SCHMD16075
OG0005388	ORYLA13163	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426
OG0005389	ORYLA04454	SCHMD24422, SCHMD26623
OG0005390	ORYLA13255	SCHMD07965
OG0005394	ORYLA01678	SCHMD09419, SCHMD10527
OG0005396	ORYLA09039	SCHMD28360, SCHMD11764, SCHMD09312
OG0005400	ORYLA09000	SCHMD06513
OG0005402	ORYLA03644	SCHMD01184
OG0005403	ORYLA14816	SCHMD27451, SCHMD20254
OG0005406	ORYLA02019, ORYLA03127	SCHMD01895, SCHMD10279
OG0005407	ORYLA00752	SCHMD05574
OG0005409	ORYLA15254	SCHMD03070
OG0005410	ORYLA02218	SCHMD11409, SCHMD11410
OG0005413	ORYLA18627, ORYLA18628	SCHMD03567
OG0005415	ORYLA03105	SCHMD16007
OG0005417	ORYLA16933	SCHMD00898
OG0005419	ORYLA13673	SCHMD17988
OG0005422	ORYLA00193	SCHMD11485
OG0005423	ORYLA00166, ORYLA01471, ORYLA09515, ORYLA01397	SCHMD05183
OG0005426	ORYLA11106, ORYLA15022, ORYLA20428	SCHMD19613, SCHMD11852
OG0005427	ORYLA16384	SCHMD06342
OG0005430	ORYLA12398	SCHMD03862
OG0005431	ORYLA05407	SCHMD19048
OG0005432	ORYLA04013, ORYLA03261	SCHMD12333, SCHMD11358
OG0005433	ORYLA02482, ORYLA17419	SCHMD02774
OG0005434	ORYLA15326	SCHMD10947
OG0005435	ORYLA08560	SCHMD14136
OG0005436	ORYLA14980	SCHMD06865
OG0005437	ORYLA07537, ORYLA07536	SCHMD23677, SCHMD26948
OG0005439	ORYLA11780	SCHMD12556
OG0005440	ORYLA06870	SCHMD22467, SCHMD20169
OG0005441	ORYLA05390	SCHMD15407
OG0005442	ORYLA14354	SCHMD20068
OG0005443	ORYLA11746, ORYLA11844	SCHMD02729, SCHMD02728
OG0005444	ORYLA09095, ORYLA06498, ORYLA11737	SCHMD01490, SCHMD12620
OG0005445	ORYLA05469, ORYLA01554	SCHMD12973, SCHMD27880
OG0005446	ORYLA11516	SCHMD03912, SCHMD04431
OG0005448	ORYLA17477	SCHMD02156, SCHMD08498, SCHMD08499
OG0005449	ORYLA16791	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697
OG0005450	ORYLA04299	SCHMD01978
OG0005451	ORYLA07063	SCHMD18931
OG0005452	ORYLA14801	SCHMD13827, SCHMD09318
OG0005453	ORYLA04485	SCHMD04502
OG0005454	ORYLA03583	SCHMD10968, SCHMD10969
OG0005455	ORYLA09253	SCHMD16604
OG0005460	ORYLA08999	SCHMD29125
OG0005462	ORYLA17192	SCHMD23988, SCHMD09428
OG0005464	ORYLA12835	SCHMD09632, SCHMD22634
OG0005465	ORYLA10420	SCHMD16366, SCHMD08907, SCHMD16365
OG0005466	ORYLA13757	SCHMD10972
OG0005468	ORYLA06255	SCHMD06356
OG0005469	ORYLA10970	SCHMD25678
OG0005470	ORYLA01384	SCHMD00405
OG0005471	ORYLA03452	SCHMD09088
OG0005474	ORYLA19917	SCHMD08436
OG0005475	ORYLA15452, ORYLA15451	SCHMD16923, SCHMD14366, SCHMD27066
OG0005476	ORYLA19518	SCHMD22714, SCHMD28208
OG0005477	ORYLA02993	SCHMD11327, SCHMD11326
OG0005479	ORYLA12294	SCHMD12305
OG0005481	ORYLA01247	SCHMD02765
OG0005482	ORYLA03008	SCHMD03117
OG0005483	ORYLA13515	SCHMD19171
OG0005486	ORYLA02555	SCHMD06308, SCHMD07820
OG0005487	ORYLA09657	SCHMD07720, SCHMD07721
OG0005488	ORYLA02291	SCHMD00795
OG0005490	ORYLA06693	SCHMD06570
OG0005491	ORYLA02523	SCHMD02400, SCHMD01109
OG0005493	ORYLA10439	SCHMD12670
OG0005495	ORYLA04132	SCHMD07327
OG0005499	ORYLA17379	SCHMD09102, SCHMD11466, SCHMD05063
OG0005500	ORYLA13890	SCHMD03248, SCHMD03247
OG0005502	ORYLA06930, ORYLA20469	SCHMD02196
OG0005503	ORYLA05386	SCHMD18082, SCHMD10352
OG0005504	ORYLA03502	SCHMD22943, SCHMD16672, SCHMD20938
OG0005508	ORYLA02123	SCHMD24609
OG0005509	ORYLA01964	SCHMD18235
OG0005514	ORYLA19582	SCHMD07379
OG0005517	ORYLA14384, ORYLA08842	SCHMD04227
OG0005520	ORYLA10875	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909
OG0005522	ORYLA02434	SCHMD10063
OG0005523	ORYLA12911	SCHMD26643, SCHMD21426
OG0005524	ORYLA18393	SCHMD06781
OG0005525	ORYLA08095	SCHMD03055
OG0005527	ORYLA14629, ORYLA10945	SCHMD04109
OG0005529	ORYLA19223	SCHMD00457
OG0005532	ORYLA12556	SCHMD20423, SCHMD27192, SCHMD21158, SCHMD24764
OG0005533	ORYLA15088	SCHMD00593
OG0005534	ORYLA03728	SCHMD12378
OG0005536	ORYLA18564	SCHMD08816
OG0005537	ORYLA01980	SCHMD12765
OG0005539	ORYLA02050	SCHMD05501, SCHMD05502
OG0005542	ORYLA17808, ORYLA05283	SCHMD10197
OG0005545	ORYLA14533	SCHMD09667
OG0005546	ORYLA08323, ORYLA16662, ORYLA16728	SCHMD22923
OG0005554	ORYLA12388	SCHMD05734
OG0005556	ORYLA12069	SCHMD10870, SCHMD18170
OG0005560	ORYLA14278	SCHMD09834, SCHMD09833
OG0005562	ORYLA04125	SCHMD14801, SCHMD19132
OG0005563	ORYLA09992	SCHMD12379
OG0005564	ORYLA02457	SCHMD20152, SCHMD14971
OG0005565	ORYLA16458	SCHMD16708, SCHMD23869
OG0005566	ORYLA17974, ORYLA02685	SCHMD17800
OG0005569	ORYLA14847	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087
OG0005570	ORYLA09366, ORYLA08749	SCHMD09421, SCHMD03639
OG0005572	ORYLA08784	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142
OG0005573	ORYLA14840	SCHMD02930
OG0005575	ORYLA07924	SCHMD29678
OG0005576	ORYLA09579	SCHMD07029, SCHMD07030
OG0005580	ORYLA10325	SCHMD13326
OG0005581	ORYLA00865	SCHMD04114
OG0005582	ORYLA10241	SCHMD14269
OG0005588	ORYLA18649	SCHMD14537
OG0005589	ORYLA09870	SCHMD00570
OG0005590	ORYLA08684	SCHMD15965
OG0005592	ORYLA16597	SCHMD29641, SCHMD06507
OG0005594	ORYLA05359	SCHMD01628
OG0005596	ORYLA11964	SCHMD05215
OG0005597	ORYLA12279	SCHMD15948, SCHMD15508
OG0005598	ORYLA14645	SCHMD28546, SCHMD03623
OG0005599	ORYLA13854	SCHMD02438
OG0005600	ORYLA16033	SCHMD16041
OG0005603	ORYLA07341	SCHMD19668, SCHMD21236, SCHMD25008
OG0005604	ORYLA08546	SCHMD13641, SCHMD16141
OG0005605	ORYLA19011	SCHMD17079
OG0005609	ORYLA12137	SCHMD10661, SCHMD10660
OG0005610	ORYLA01244, ORYLA04278	SCHMD05436, SCHMD09492
OG0005611	ORYLA16851	SCHMD22528, SCHMD19557
OG0005613	ORYLA04705, ORYLA00127	SCHMD01673
OG0005615	ORYLA10994	SCHMD24965, SCHMD20148
OG0005617	ORYLA13237, ORYLA02749	SCHMD04518
OG0005618	ORYLA02960	SCHMD19841
OG0005620	ORYLA11087	SCHMD00996
OG0005621	ORYLA10189	SCHMD08358, SCHMD08356, SCHMD08355
OG0005622	ORYLA11349	SCHMD09799
OG0005623	ORYLA05069	SCHMD04874
OG0005625	ORYLA14474	SCHMD01610
OG0005626	ORYLA03603	SCHMD07068
OG0005627	ORYLA00779	SCHMD08756
OG0005629	ORYLA20125	SCHMD09552
OG0005630	ORYLA00441, ORYLA07220	SCHMD01646
OG0005633	ORYLA10109	SCHMD07099
OG0005634	ORYLA02889, ORYLA17840	SCHMD20586
OG0005636	ORYLA12123	SCHMD19328, SCHMD18481
OG0005637	ORYLA09613	SCHMD23112
OG0005639	ORYLA11914	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579
OG0005642	ORYLA13774, ORYLA14167	SCHMD13411
OG0005643	ORYLA13841, ORYLA13840	SCHMD13075
OG0005644	ORYLA03977, ORYLA03459	SCHMD04718
OG0005645	ORYLA19943	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665
OG0005649	ORYLA20074	SCHMD08195, SCHMD22964
OG0005652	ORYLA14413	SCHMD16380, SCHMD06971
OG0005656	ORYLA10723	SCHMD27371
OG0005681	ORYLA04888	SCHMD11619
OG0005685	ORYLA10800	SCHMD11471
OG0005690	ORYLA06115	SCHMD02487
OG0005692	ORYLA08643, ORYLA09530	SCHMD02679
OG0005696	ORYLA12255	SCHMD00584
OG0005697	ORYLA18939	SCHMD05677
OG0005701	ORYLA05083	SCHMD02012
OG0005702	ORYLA03576	SCHMD14141
OG0005707	ORYLA06810, ORYLA13030	SCHMD05853
OG0005712	ORYLA18989	SCHMD07067
OG0005714	ORYLA02729	SCHMD01804
OG0005715	ORYLA17805	SCHMD12420, SCHMD17206
OG0005721	ORYLA04577	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	ORYLA15901	SCHMD06963
OG0005724	ORYLA04176	SCHMD16415, SCHMD22314
OG0005725	ORYLA07793	SCHMD15122, SCHMD20635
OG0005727	ORYLA17541	SCHMD10634, SCHMD08590
OG0005728	ORYLA14263	SCHMD03714
OG0005729	ORYLA11545	SCHMD24969
OG0005732	ORYLA00704, ORYLA00703	SCHMD29400, SCHMD29134
OG0005733	ORYLA08056	SCHMD03723
OG0005734	ORYLA15387, ORYLA20126	SCHMD02857
OG0005737	ORYLA05474, ORYLA05475, ORYLA05473	SCHMD03849
OG0005744	ORYLA05679	SCHMD03440, SCHMD17406
OG0005746	ORYLA00433	SCHMD18087
OG0005749	ORYLA20160	SCHMD01444, SCHMD00011
OG0005750	ORYLA01346	SCHMD13471, SCHMD16445
OG0005754	ORYLA16213	SCHMD05805, SCHMD05804
OG0005757	ORYLA05641	SCHMD07565
OG0005758	ORYLA03344	SCHMD02273
OG0005761	ORYLA17928	SCHMD17717
OG0005762	ORYLA12918	SCHMD02446
OG0005763	ORYLA18058	SCHMD07552
OG0005764	ORYLA05922	SCHMD24702
OG0005765	ORYLA05068	SCHMD18072, SCHMD07191
OG0005767	ORYLA08905	SCHMD06640, SCHMD22984, SCHMD09841
OG0005770	ORYLA15198	SCHMD08433, SCHMD15883
OG0005771	ORYLA01975	SCHMD04988
OG0005774	ORYLA15970	SCHMD08709
OG0005775	ORYLA07737	SCHMD29828
OG0005776	ORYLA05092	SCHMD03919
OG0005779	ORYLA17816	SCHMD09046
OG0005783	ORYLA14100	SCHMD10823
OG0005788	ORYLA15415	SCHMD17492
OG0005789	ORYLA12435	SCHMD07616, SCHMD07618
OG0005790	ORYLA05159	SCHMD05737, SCHMD05738
OG0005793	ORYLA07054	SCHMD01801
OG0005795	ORYLA17869	SCHMD13893
OG0005796	ORYLA17559	SCHMD07390
OG0005797	ORYLA18216	SCHMD07039
OG0005799	ORYLA01072	SCHMD10266, SCHMD10268, SCHMD10267
OG0005800	ORYLA01809	SCHMD00983
OG0005801	ORYLA20361	SCHMD02270
OG0005802	ORYLA09753	SCHMD00774
OG0005803	ORYLA09410	SCHMD20737
OG0005804	ORYLA12290, ORYLA06566	SCHMD08064, SCHMD11360
OG0005806	ORYLA17922	SCHMD15358
OG0005807	ORYLA01224	SCHMD05422
OG0005811	ORYLA11574	SCHMD09652
OG0005812	ORYLA01100	SCHMD11310
OG0005813	ORYLA17924	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	ORYLA02975	SCHMD01776
OG0005815	ORYLA02282	SCHMD14928, SCHMD17547
OG0005816	ORYLA17256, ORYLA15374	SCHMD28319
OG0005817	ORYLA02525	SCHMD05597, SCHMD01856
OG0005818	ORYLA15368	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	ORYLA04103	SCHMD08649
OG0005824	ORYLA12812	SCHMD01009
OG0005828	ORYLA17775, ORYLA18417	SCHMD21164, SCHMD18882
OG0005829	ORYLA11889	SCHMD10491
OG0005831	ORYLA19768	SCHMD04560
OG0005835	ORYLA15968	SCHMD06972
OG0005836	ORYLA02705	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	ORYLA17100	SCHMD28753
OG0005840	ORYLA04946	SCHMD07247
OG0005842	ORYLA13693	SCHMD15622
OG0005843	ORYLA06467	SCHMD06491
OG0005845	ORYLA03266	SCHMD05449
OG0005847	ORYLA11529	SCHMD14907
OG0005848	ORYLA16342	SCHMD10194, SCHMD07261
OG0005849	ORYLA09685	SCHMD07252
OG0005850	ORYLA13872	SCHMD04093
OG0005851	ORYLA13639	SCHMD25831, SCHMD26851
OG0005852	ORYLA15830	SCHMD02557
OG0005853	ORYLA10472, ORYLA11336	SCHMD29663, SCHMD04997
OG0005854	ORYLA15268	SCHMD19253, SCHMD17372
OG0005858	ORYLA17612	SCHMD20485
OG0005859	ORYLA17362	SCHMD09228
OG0005860	ORYLA17529	SCHMD03591
OG0005863	ORYLA16762	SCHMD02497
OG0005864	ORYLA02335, ORYLA02336	SCHMD10925
OG0005865	ORYLA18711	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	ORYLA10406	SCHMD03734
OG0005869	ORYLA14537	SCHMD26507, SCHMD23591
OG0005870	ORYLA06800	SCHMD09476
OG0005874	ORYLA08436, ORYLA08808	SCHMD05420
OG0005875	ORYLA03096	SCHMD00264
OG0005876	ORYLA13721	SCHMD17997, SCHMD16591
OG0005877	ORYLA12771	SCHMD25314
OG0005880	ORYLA20156	SCHMD04126
OG0005883	ORYLA18088	SCHMD01141
OG0005884	ORYLA11455	SCHMD11959, SCHMD17761
OG0005886	ORYLA10508	SCHMD18383
OG0005887	ORYLA04540	SCHMD01687
OG0005888	ORYLA16571	SCHMD13482
OG0005889	ORYLA07548	SCHMD11972
OG0005890	ORYLA11535	SCHMD09184, SCHMD12140
OG0005891	ORYLA00806	SCHMD26926
OG0005895	ORYLA04519	SCHMD12191
OG0005897	ORYLA19507	SCHMD08042
OG0005899	ORYLA16594	SCHMD12882, SCHMD12880
OG0005900	ORYLA06266	SCHMD03686
OG0005901	ORYLA15179	SCHMD15462
OG0005903	ORYLA03025	SCHMD00050
OG0005909	ORYLA13661	SCHMD20781
OG0005913	ORYLA03195	SCHMD08000
OG0005918	ORYLA06801	SCHMD16076, SCHMD19461
OG0005919	ORYLA06790	SCHMD24140, SCHMD26763
OG0005921	ORYLA03161	SCHMD20283
OG0005922	ORYLA14270	SCHMD00392
OG0005923	ORYLA07288, ORYLA07289	SCHMD07170
OG0005924	ORYLA10431	SCHMD07545
OG0005926	ORYLA06535	SCHMD04836
OG0005927	ORYLA18549, ORYLA18257	SCHMD05874
OG0005928	ORYLA13174	SCHMD22733, SCHMD16359
OG0005929	ORYLA17102	SCHMD10353, SCHMD25481, SCHMD18026
OG0005930	ORYLA02382	SCHMD12780
OG0005932	ORYLA15050	SCHMD11131, SCHMD00511
OG0005933	ORYLA04204	SCHMD09471
OG0005936	ORYLA00036	SCHMD24148, SCHMD16917
OG0005937	ORYLA15356	SCHMD13453
OG0005939	ORYLA14676	SCHMD09857
OG0005940	ORYLA11953	SCHMD20079
OG0005942	ORYLA20255	SCHMD23166
OG0005946	ORYLA16047	SCHMD17764, SCHMD14112
OG0005947	ORYLA04618	SCHMD04554
OG0005948	ORYLA05016, ORYLA08210	SCHMD05630
OG0005949	ORYLA17627	SCHMD04688
OG0005952	ORYLA17339	SCHMD14057
OG0005955	ORYLA17735	SCHMD28997
OG0005959	ORYLA01636	SCHMD19013
OG0005965	ORYLA00501	SCHMD08437
OG0005966	ORYLA16765	SCHMD21323, SCHMD27755
OG0005967	ORYLA16334, ORYLA16335, ORYLA16336	SCHMD05472
OG0005969	ORYLA05253	SCHMD09557
OG0005970	ORYLA12936	SCHMD01213
OG0005973	ORYLA10086	SCHMD13962
OG0005974	ORYLA12871	SCHMD07776
OG0005977	ORYLA11110	SCHMD05710, SCHMD05711
OG0005978	ORYLA18813	SCHMD07295, SCHMD07297
OG0005982	ORYLA02398	SCHMD25871, SCHMD22233
OG0005984	ORYLA02487	SCHMD15039, SCHMD22394
OG0005986	ORYLA07662	SCHMD08044
OG0005987	ORYLA04335	SCHMD00944
OG0005989	ORYLA14612, ORYLA14611	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	ORYLA15988	SCHMD11427, SCHMD18715
OG0005994	ORYLA02349, ORYLA17460, ORYLA06764	SCHMD29551, SCHMD27858
OG0005995	ORYLA05250	SCHMD08037
OG0005998	ORYLA02760	SCHMD02380, SCHMD09950
OG0006000	ORYLA11444	SCHMD01538
OG0006001	ORYLA14912	SCHMD09797, SCHMD09796
OG0006002	ORYLA11186	SCHMD03942
OG0006003	ORYLA00268	SCHMD28801, SCHMD05202
OG0006005	ORYLA04614	SCHMD22182, SCHMD08878
OG0006009	ORYLA19597, ORYLA18623	SCHMD19529
OG0006010	ORYLA01122	SCHMD15502
OG0006011	ORYLA04360	SCHMD19974, SCHMD20066
OG0006012	ORYLA12331	SCHMD04480, SCHMD08297, SCHMD18940
OG0006021	ORYLA10174, ORYLA11667, ORYLA04349, ORYLA01068	SCHMD03610, SCHMD01661, SCHMD05816
OG0006031	ORYLA12601	SCHMD16657
OG0006062	ORYLA16708	SCHMD24107
OG0006063	ORYLA03877	SCHMD23310, SCHMD03030
OG0006064	ORYLA04445	SCHMD10442
OG0006066	ORYLA09975	SCHMD10156
OG0006070	ORYLA00067	SCHMD12482, SCHMD20456
OG0006074	ORYLA11388	SCHMD10253
OG0006079	ORYLA15110	SCHMD04495, SCHMD03358, SCHMD04497
OG0006083	ORYLA20342	SCHMD05588
OG0006084	ORYLA00533	SCHMD04050
OG0006085	ORYLA15317	SCHMD06820, SCHMD25134
OG0006087	ORYLA07572	SCHMD02837
OG0006094	ORYLA03339	SCHMD00777, SCHMD21575
OG0006095	ORYLA00577	SCHMD01933
OG0006097	ORYLA08979	SCHMD02082
OG0006098	ORYLA08847	SCHMD03761
OG0006099	ORYLA07739, ORYLA07738, ORYLA16995	SCHMD01333, SCHMD00446
OG0006100	ORYLA15271	SCHMD13497
OG0006102	ORYLA14108	SCHMD05671
OG0006104	ORYLA19385	SCHMD02621
OG0006106	ORYLA08883, ORYLA08882	SCHMD07924
OG0006108	ORYLA05895	SCHMD01135
OG0006111	ORYLA04074, ORYLA03212	SCHMD08002
OG0006112	ORYLA15289	SCHMD08098
OG0006113	ORYLA07029	SCHMD19939, SCHMD12223
OG0006115	ORYLA11548	SCHMD11076, SCHMD17247
OG0006118	ORYLA18840, ORYLA05452	SCHMD01132
OG0006119	ORYLA20488	SCHMD11970
OG0006120	ORYLA10724	SCHMD01574
OG0006121	ORYLA19436	SCHMD07418
OG0006122	ORYLA08367	SCHMD04954
OG0006123	ORYLA20495	SCHMD01986
OG0006124	ORYLA11506	SCHMD06412
OG0006125	ORYLA09691	SCHMD18618
OG0006127	ORYLA15251	SCHMD21305
OG0006128	ORYLA15261	SCHMD10897
OG0006134	ORYLA05638	SCHMD03678
OG0006136	ORYLA09430	SCHMD24287, SCHMD09864
OG0006137	ORYLA02042	SCHMD12111, SCHMD06962
OG0006141	ORYLA12129	SCHMD14525
OG0006144	ORYLA07543	SCHMD00428, SCHMD04861
OG0006145	ORYLA20229	SCHMD01605
OG0006146	ORYLA05029	SCHMD09246
OG0006148	ORYLA02358	SCHMD13560, SCHMD22230
OG0006152	ORYLA11733	SCHMD06866
OG0006153	ORYLA20426	SCHMD01641
OG0006155	ORYLA06089	SCHMD16795, SCHMD26962
OG0006156	ORYLA00926	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	ORYLA10442	SCHMD08900
OG0006159	ORYLA19154	SCHMD16929
OG0006159	ORYLA19153	SCHMD22266
OG0006160	ORYLA19637	SCHMD05454
OG0006163	ORYLA14800, ORYLA12332	SCHMD15384
OG0006164	ORYLA19800	SCHMD06001
OG0006165	ORYLA20003	SCHMD04333, SCHMD04332
OG0006167	ORYLA07176, ORYLA00415	SCHMD07995
OG0006168	ORYLA16569	SCHMD15829, SCHMD10612, SCHMD12485
OG0006171	ORYLA02054	SCHMD11398
OG0006172	ORYLA10481	SCHMD10620, SCHMD16388
OG0006177	ORYLA12090	SCHMD21293
OG0006180	ORYLA06973	SCHMD14399, SCHMD04884
OG0006181	ORYLA03672	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	ORYLA16825	SCHMD11899
OG0006184	ORYLA00792	SCHMD09309
OG0006185	ORYLA06316	SCHMD16220, SCHMD19381
OG0006186	ORYLA13046	SCHMD00394
OG0006187	ORYLA18889	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	ORYLA20449	SCHMD05423
OG0006189	ORYLA17086, ORYLA00060	SCHMD01559
OG0006191	ORYLA17482	SCHMD07313
OG0006192	ORYLA04658	SCHMD08338
OG0006196	ORYLA03362	SCHMD07676
OG0006198	ORYLA05262	SCHMD06672, SCHMD06669, SCHMD06670
OG0006199	ORYLA07760	SCHMD04415, SCHMD04413
OG0006202	ORYLA06744	SCHMD08868
OG0006204	ORYLA07934	SCHMD16863
OG0006205	ORYLA19412	SCHMD14314
OG0006209	ORYLA18078	SCHMD08326, SCHMD23138
OG0006215	ORYLA08889	SCHMD09655
OG0006216	ORYLA19823	SCHMD09510
OG0006217	ORYLA13873, ORYLA13874	SCHMD21927, SCHMD16840
OG0006219	ORYLA13291	SCHMD06440
OG0006220	ORYLA18843	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	ORYLA05707, ORYLA16392, ORYLA07903	SCHMD00700
OG0006224	ORYLA15635	SCHMD00469
OG0006226	ORYLA02359	SCHMD17067, SCHMD16763
OG0006227	ORYLA17980	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	ORYLA00480	SCHMD17318, SCHMD23866
OG0006230	ORYLA20084	SCHMD02493
OG0006233	ORYLA13531	SCHMD06980
OG0006234	ORYLA13453	SCHMD13683, SCHMD14118
OG0006235	ORYLA14597	SCHMD04538
OG0006240	ORYLA20183	SCHMD29814
OG0006246	ORYLA02819	SCHMD00484
OG0006247	ORYLA14475	SCHMD22174
OG0006249	ORYLA07428	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	ORYLA01481	SCHMD16390
OG0006252	ORYLA05842	SCHMD16745, SCHMD16993
OG0006253	ORYLA12949	SCHMD09135
OG0006254	ORYLA01467	SCHMD04705
OG0006258	ORYLA02984	SCHMD05887
OG0006259	ORYLA13353	SCHMD06837
OG0006260	ORYLA18938	SCHMD09985, SCHMD17439
OG0006261	ORYLA11026, ORYLA14160	SCHMD24384
OG0006263	ORYLA09051	SCHMD00121
OG0006267	ORYLA02355	SCHMD03685
OG0006268	ORYLA16048	SCHMD06847
OG0006269	ORYLA19375	SCHMD04606
OG0006271	ORYLA08585	SCHMD07857
OG0006275	ORYLA10683	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	ORYLA03972, ORYLA03476	SCHMD24774
OG0006279	ORYLA09965	SCHMD04231
OG0006280	ORYLA11567	SCHMD15524, SCHMD19210
OG0006281	ORYLA20123	SCHMD02340
OG0006282	ORYLA13164	SCHMD08230
OG0006283	ORYLA09291	SCHMD06325
OG0006284	ORYLA09690	SCHMD20607, SCHMD19598
OG0006285	ORYLA17251	SCHMD01607, SCHMD01606
OG0006286	ORYLA07043	SCHMD01297, SCHMD01298
OG0006289	ORYLA14057, ORYLA16007	SCHMD08039
OG0006290	ORYLA16144	SCHMD00955
OG0006291	ORYLA13632	SCHMD09043
OG0006294	ORYLA11427	SCHMD15450, SCHMD16229
OG0006295	ORYLA20007	SCHMD02966
OG0006297	ORYLA13740	SCHMD09759
OG0006298	ORYLA16187	SCHMD01046, SCHMD24624
OG0006301	ORYLA10259	SCHMD09923
OG0006304	ORYLA10170, ORYLA11894	SCHMD06368
OG0006305	ORYLA00895, ORYLA00418	SCHMD12627
OG0006306	ORYLA05428	SCHMD12510, SCHMD15396
OG0006311	ORYLA14691	SCHMD23312
OG0006313	ORYLA18940	SCHMD09169
OG0006314	ORYLA09968	SCHMD08096
OG0006315	ORYLA04829	SCHMD05407
OG0006321	ORYLA12059	SCHMD08365
OG0006322	ORYLA20137	SCHMD10221
OG0006323	ORYLA08641	SCHMD04105
OG0006327	ORYLA19841	SCHMD15773
OG0006329	ORYLA17793	SCHMD08342
OG0006330	ORYLA12144	SCHMD08411
OG0006331	ORYLA03044	SCHMD09182, SCHMD12138
OG0006332	ORYLA12489	SCHMD14581
OG0006334	ORYLA00853	SCHMD05752
OG0006335	ORYLA13756	SCHMD11650, SCHMD08469
OG0006340	ORYLA05277	SCHMD19432
OG0006341	ORYLA17094	SCHMD05125
OG0006344	ORYLA09235, ORYLA07107	SCHMD21084, SCHMD09358
OG0006347	ORYLA08655	SCHMD07723
OG0006350	ORYLA05826	SCHMD09296
OG0006351	ORYLA09454	SCHMD06816
OG0006352	ORYLA00408, ORYLA01498	SCHMD07373
OG0006353	ORYLA03383	SCHMD10639
OG0006357	ORYLA06338	SCHMD03473
OG0006360	ORYLA11287	SCHMD08060
OG0006362	ORYLA05430	SCHMD03337
OG0006363	ORYLA04345	SCHMD19238
OG0006364	ORYLA17402	SCHMD06510, SCHMD06511
OG0006365	ORYLA07547	SCHMD14860
OG0006370	ORYLA09199	SCHMD28920
OG0006372	ORYLA10156	SCHMD07447
OG0006373	ORYLA00612	SCHMD11946
OG0006375	ORYLA07773	SCHMD00652
OG0006376	ORYLA18136	SCHMD06608
OG0006377	ORYLA02527	SCHMD10116
OG0006379	ORYLA02129	SCHMD18267
OG0006381	ORYLA11043, ORYLA15094	SCHMD24227, SCHMD16114
OG0006383	ORYLA04517	SCHMD26033, SCHMD18774
OG0006386	ORYLA19015	SCHMD13835, SCHMD19804
OG0006387	ORYLA10627	SCHMD14692
OG0006392	ORYLA09388	SCHMD15116, SCHMD12579
OG0006395	ORYLA19863	SCHMD08199
