Orthogroup	ORYLA	SCHMD
OG0001677	ORYLA17546	SCHMD13425
OG0001682	ORYLA08622	SCHMD04767
OG0001682	ORYLA08623	SCHMD04768
OG0001683	ORYLA09372, ORYLA04284, ORYLA01459, ORYLA19884, ORYLA11775, ORYLA05306	SCHMD09006, SCHMD12944, SCHMD06427
OG0001685	ORYLA01166, ORYLA00356	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626
OG0001688	ORYLA00323, ORYLA07463, ORYLA03207	SCHMD12122, SCHMD25973, SCHMD11868
OG0001690	ORYLA06791	SCHMD02946
OG0001691	ORYLA08257	SCHMD00990, SCHMD08142
OG0001699	ORYLA17210, ORYLA08884	SCHMD01981
OG0001707	ORYLA07066, ORYLA11811	SCHMD28717, SCHMD29464, SCHMD20857
OG0001708	ORYLA09131, ORYLA09132, ORYLA01086	SCHMD28849, SCHMD14466, SCHMD06180
OG0001711	ORYLA07542, ORYLA05249, ORYLA10094	SCHMD04571
OG0001713	ORYLA15056	SCHMD11479
OG0001716	ORYLA13966, ORYLA09032	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528
OG0001718	ORYLA11821, ORYLA10066, ORYLA10678	SCHMD15790
OG0001720	ORYLA03696, ORYLA01111, ORYLA17602	SCHMD15757
OG0001721	ORYLA10588, ORYLA10236	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001724	ORYLA11809, ORYLA10380	SCHMD24845, SCHMD14505, SCHMD24846
OG0001726	ORYLA03053, ORYLA10084	SCHMD06142, SCHMD13209
OG0001727	ORYLA03405, ORYLA10153, ORYLA05228	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	ORYLA12189, ORYLA17408	SCHMD17375
OG0001729	ORYLA14767, ORYLA15537, ORYLA15536, ORYLA20135	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159
OG0001730	ORYLA13643, ORYLA07155, ORYLA12919	SCHMD11237, SCHMD15709
OG0001732	ORYLA09571	SCHMD09964
OG0001733	ORYLA07298, ORYLA10783	SCHMD11880
OG0001734	ORYLA14862, ORYLA14864, ORYLA14863	SCHMD19353
OG0001735	ORYLA06604, ORYLA09864, ORYLA16438, ORYLA07851	SCHMD04334
OG0001736	ORYLA12393, ORYLA08854	SCHMD13051
OG0001737	ORYLA09096, ORYLA15864	SCHMD04897
OG0001737	ORYLA09451, ORYLA10634	SCHMD19940, SCHMD12224
OG0001738	ORYLA07956, ORYLA17190, ORYLA20286, ORYLA15090	SCHMD28176
OG0001739	ORYLA10963, ORYLA18962	SCHMD04721
OG0001745	ORYLA05955, ORYLA11397	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088
OG0001750	ORYLA08409	SCHMD22592
OG0001751	ORYLA01215	SCHMD05355, SCHMD05356
OG0001752	ORYLA13620, ORYLA12406	SCHMD04217
OG0001754	ORYLA07269	SCHMD16498
OG0001758	ORYLA03238, ORYLA03239	SCHMD21919
OG0001759	ORYLA18126	SCHMD15866
OG0001769	ORYLA08055	SCHMD03951
OG0001770	ORYLA18486, ORYLA09431, ORYLA04288, ORYLA20466	SCHMD22893, SCHMD22374
OG0001774	ORYLA14081	SCHMD06607
OG0001780	ORYLA17927, ORYLA04994	SCHMD19255, SCHMD20118
OG0001781	ORYLA06078	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	ORYLA07986, ORYLA00232	SCHMD15033, SCHMD26133
OG0001785	ORYLA09491	SCHMD16368
OG0001787	ORYLA19846, ORYLA10342, ORYLA10343	SCHMD15982
OG0001788	ORYLA11479, ORYLA19734, ORYLA11480, ORYLA11481, ORYLA19732, ORYLA19733	SCHMD08675
OG0001793	ORYLA19142	SCHMD26216
OG0001798	ORYLA13003, ORYLA14657	SCHMD06352, SCHMD07989
OG0001807	ORYLA05933, ORYLA16459	SCHMD01495
OG0001808	ORYLA17292, ORYLA13236	SCHMD04780
OG0001809	ORYLA02735, ORYLA13184, ORYLA10311, ORYLA13183	SCHMD03279
OG0001810	ORYLA06154, ORYLA08632	SCHMD28471, SCHMD25400
OG0001811	ORYLA14363	SCHMD24223, SCHMD19859
OG0001818	ORYLA11838, ORYLA11837, ORYLA11436	SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	ORYLA05649, ORYLA09809	SCHMD06459
OG0001820	ORYLA15137, ORYLA00455, ORYLA05274	SCHMD14228, SCHMD02398
OG0001821	ORYLA00628	SCHMD28800, SCHMD18321
OG0001822	ORYLA18184	SCHMD21605
OG0001822	ORYLA11193	SCHMD12240
OG0001823	ORYLA15334, ORYLA11102	SCHMD00776, SCHMD09499
OG0001823	ORYLA14969	SCHMD13338
OG0001824	ORYLA01084	SCHMD01899
OG0001825	ORYLA02212, ORYLA05146	SCHMD06748
OG0001826	ORYLA03516, ORYLA06910, ORYLA01354	SCHMD25796, SCHMD02997
OG0001827	ORYLA02464	SCHMD17765, SCHMD19189
OG0001829	ORYLA12444, ORYLA12440, ORYLA15164	SCHMD09587
OG0001832	ORYLA07968, ORYLA14636	SCHMD09061
OG0001834	ORYLA08750, ORYLA09292	SCHMD04020, SCHMD20048
OG0001846	ORYLA07124, ORYLA11365, ORYLA15507, ORYLA16054	SCHMD09924
OG0001849	ORYLA16183	SCHMD05416
OG0001850	ORYLA10331, ORYLA11301	SCHMD14974, SCHMD17053
OG0001852	ORYLA18631, ORYLA13708	SCHMD01397
OG0001853	ORYLA05669, ORYLA16087	SCHMD00353
OG0001855	ORYLA07983, ORYLA16277	SCHMD21348, SCHMD27665, SCHMD12287
OG0001857	ORYLA11526, ORYLA08540, ORYLA06439	SCHMD00486
OG0001858	ORYLA08078	SCHMD04633, SCHMD16003
OG0001860	ORYLA19940	SCHMD14532
OG0001861	ORYLA11459	SCHMD03031
OG0001862	ORYLA07146, ORYLA19049, ORYLA12703, ORYLA14986	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785
OG0001863	ORYLA06538	SCHMD26126
OG0001866	ORYLA04054	SCHMD17047
OG0001867	ORYLA07816	SCHMD06149
OG0001869	ORYLA15633, ORYLA15632	SCHMD19852
OG0001870	ORYLA05456, ORYLA10638, ORYLA01844, ORYLA00025	SCHMD08001, SCHMD03109
OG0001873	ORYLA10266	SCHMD09003
OG0001874	ORYLA12280	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032
OG0001875	ORYLA06827	SCHMD29147, SCHMD28237
OG0001875	ORYLA10648	SCHMD11568
OG0001877	ORYLA10467, ORYLA19662, ORYLA05195, ORYLA11760	SCHMD14827
OG0001878	ORYLA03187, ORYLA04029, ORYLA00382	SCHMD18520
OG0001879	ORYLA17628	SCHMD08156
OG0001881	ORYLA10831, ORYLA14617, ORYLA12349, ORYLA14230	SCHMD18117
OG0001882	ORYLA16431, ORYLA07846, ORYLA12733	SCHMD17052, SCHMD22970
OG0001883	ORYLA00606	SCHMD08058, SCHMD14396, SCHMD14395
OG0001884	ORYLA09005, ORYLA16174	SCHMD09575
OG0001886	ORYLA02452, ORYLA13546	SCHMD00538
OG0001887	ORYLA01242, ORYLA03917, ORYLA03916, ORYLA09506, ORYLA12286, ORYLA01263	SCHMD22103, SCHMD03399, SCHMD24336
OG0001889	ORYLA16885, ORYLA00705, ORYLA16809	SCHMD08218, SCHMD03474
OG0001890	ORYLA15342, ORYLA14441, ORYLA16143, ORYLA12479, ORYLA15141	SCHMD07009
OG0001894	ORYLA00188, ORYLA04952	SCHMD11512
OG0001897	ORYLA05736, ORYLA13601, ORYLA02517	SCHMD10904
OG0001898	ORYLA10133	SCHMD21587, SCHMD18283
OG0001900	ORYLA03382	SCHMD02044
OG0001901	ORYLA19871, ORYLA00531	SCHMD02622
OG0001903	ORYLA12493	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188
OG0001906	ORYLA12111, ORYLA14658, ORYLA00898, ORYLA10646, ORYLA13013, ORYLA06861, ORYLA01733	SCHMD06594
OG0001913	ORYLA14825	SCHMD08198, SCHMD01162
OG0001914	ORYLA18385	SCHMD07662
OG0001915	ORYLA08820	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004
OG0001916	ORYLA10085	SCHMD17658
OG0001916	ORYLA03497	SCHMD10605
OG0001917	ORYLA13447, ORYLA06635, ORYLA00851, ORYLA19219, ORYLA13173, ORYLA17082	SCHMD07933
OG0001918	ORYLA09784, ORYLA08701	SCHMD11138, SCHMD23731
OG0001919	ORYLA04980	SCHMD23775, SCHMD20085
OG0001920	ORYLA13168, ORYLA02407, ORYLA16555, ORYLA13250	SCHMD25326
OG0001923	ORYLA13256, ORYLA18261, ORYLA00273	SCHMD05921
OG0001925	ORYLA17937, ORYLA08531, ORYLA09266, ORYLA13936	SCHMD03004, SCHMD23545, SCHMD17243
OG0001926	ORYLA13070	SCHMD20309, SCHMD16846
OG0001927	ORYLA08938	SCHMD08910
OG0001928	ORYLA11732	SCHMD26836
OG0001929	ORYLA03435	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934
OG0001930	ORYLA15114	SCHMD25138
OG0001932	ORYLA09167, ORYLA10217, ORYLA19475	SCHMD07454, SCHMD17903
OG0001933	ORYLA07299, ORYLA15209	SCHMD01181
OG0001935	ORYLA18787	SCHMD23048
OG0001937	ORYLA09440	SCHMD08104, SCHMD08105
OG0001939	ORYLA10784	SCHMD10030, SCHMD02230
OG0001941	ORYLA08692, ORYLA05645	SCHMD26622
OG0001942	ORYLA10739, ORYLA11423, ORYLA19309	SCHMD16279, SCHMD09808
OG0001943	ORYLA09186, ORYLA14459	SCHMD03979
OG0001946	ORYLA01190, ORYLA00388	SCHMD08506
OG0001947	ORYLA20143, ORYLA13857, ORYLA14712, ORYLA14713	SCHMD00740
OG0001949	ORYLA02641, ORYLA17603, ORYLA03695	SCHMD16576
OG0001950	ORYLA17110, ORYLA00253, ORYLA02809	SCHMD07266
OG0001951	ORYLA15974, ORYLA14012, ORYLA08588	SCHMD10937, SCHMD17652, SCHMD16242
OG0001952	ORYLA11490, ORYLA10687	SCHMD08803, SCHMD19932
OG0001953	ORYLA16638, ORYLA08260, ORYLA00787, ORYLA16264	SCHMD03889
OG0001956	ORYLA02986	SCHMD16218
OG0001957	ORYLA03697, ORYLA17589	SCHMD03964
OG0001958	ORYLA07445, ORYLA04223, ORYLA08683, ORYLA09987, ORYLA07581	SCHMD10594
OG0001961	ORYLA10825, ORYLA14593, ORYLA14427	SCHMD03837
OG0001963	ORYLA19628, ORYLA14894, ORYLA07353	SCHMD24660
OG0001965	ORYLA00729	SCHMD15198
OG0001966	ORYLA13409	SCHMD10097
OG0001968	ORYLA20184	SCHMD12918
OG0001969	ORYLA02957, ORYLA10224, ORYLA13366	SCHMD08414, SCHMD09063
OG0001970	ORYLA10144, ORYLA05203	SCHMD03645
OG0001972	ORYLA07140, ORYLA18968	SCHMD07972, SCHMD26110
OG0001974	ORYLA00129, ORYLA16894	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138
OG0001985	ORYLA03606	SCHMD04898
OG0001987	ORYLA17828, ORYLA02686, ORYLA16381	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073
OG0001988	ORYLA20366	SCHMD17373
OG0001989	ORYLA11129, ORYLA15989	SCHMD11266
OG0001991	ORYLA15564, ORYLA13945	SCHMD08363
OG0001992	ORYLA04809, ORYLA10449	SCHMD10680
OG0001993	ORYLA00392	SCHMD04073
OG0001993	ORYLA00391	SCHMD04075
OG0001994	ORYLA17268, ORYLA04304	SCHMD12538
OG0001998	ORYLA01177, ORYLA08025, ORYLA08027, ORYLA08026	SCHMD19391
OG0001999	ORYLA12343	SCHMD10953
OG0002000	ORYLA17309	SCHMD09206
OG0002001	ORYLA15567, ORYLA13940, ORYLA16977	SCHMD04245
OG0002003	ORYLA05173, ORYLA03010, ORYLA10761	SCHMD25539
OG0002005	ORYLA03591, ORYLA00528, ORYLA15833, ORYLA05037, ORYLA17991	SCHMD01316, SCHMD27910, SCHMD18360
OG0002006	ORYLA16456, ORYLA05932	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801
OG0002008	ORYLA08094, ORYLA02353	SCHMD06021
OG0002011	ORYLA14252, ORYLA08974	SCHMD13609, SCHMD07842
OG0002013	ORYLA04479	SCHMD05928, SCHMD05926
OG0002015	ORYLA16338	SCHMD07213, SCHMD12123
OG0002017	ORYLA15641, ORYLA05877, ORYLA03796	SCHMD02967
OG0002018	ORYLA00465, ORYLA12251, ORYLA04592, ORYLA03922	SCHMD24155, SCHMD22495
OG0002023	ORYLA03045, ORYLA11683	SCHMD13758
OG0002024	ORYLA13451, ORYLA02868	SCHMD06250
OG0002026	ORYLA01226, ORYLA01227, ORYLA08399	SCHMD11077, SCHMD01664
OG0002027	ORYLA03151, ORYLA10207	SCHMD07869
OG0002028	ORYLA19659	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215
OG0002029	ORYLA08789, ORYLA09405	SCHMD15250
OG0002031	ORYLA16339, ORYLA05708	SCHMD21628, SCHMD14088
OG0002032	ORYLA03665	SCHMD15998, SCHMD17430
OG0002034	ORYLA05480	SCHMD23854, SCHMD28527
OG0002036	ORYLA03829	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638
OG0002042	ORYLA12509, ORYLA12508	SCHMD29492
OG0002043	ORYLA01939, ORYLA09238	SCHMD03148
OG0002059	ORYLA00052, ORYLA13405	SCHMD13857
OG0002060	ORYLA01069	SCHMD13685, SCHMD22795
OG0002061	ORYLA02790	SCHMD04967, SCHMD04968, SCHMD04970, SCHMD04971, SCHMD04969
OG0002062	ORYLA14663, ORYLA12126, ORYLA13654	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072
OG0002063	ORYLA17285	SCHMD21953, SCHMD12086, SCHMD11388
OG0002066	ORYLA18373	SCHMD20021, SCHMD24048, SCHMD12034
OG0002068	ORYLA10239, ORYLA11836	SCHMD20105
OG0002073	ORYLA10798	SCHMD20304, SCHMD22775, SCHMD03169
OG0002076	ORYLA18898, ORYLA01759, ORYLA06069	SCHMD28435, SCHMD28300
OG0002077	ORYLA00208, ORYLA09024, ORYLA09025	SCHMD01377
OG0002078	ORYLA16744, ORYLA00157, ORYLA07778	SCHMD24719, SCHMD11692, SCHMD24733, SCHMD25810
OG0002080	ORYLA17616, ORYLA04310	SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760
OG0002081	ORYLA09511	SCHMD20577, SCHMD12884, SCHMD21807
OG0002085	ORYLA01037, ORYLA05010, ORYLA10114	SCHMD24654
OG0002087	ORYLA19239	SCHMD07766
OG0002089	ORYLA16217	SCHMD26378
OG0002089	ORYLA13594	SCHMD02939
OG0002091	ORYLA03356, ORYLA17411	SCHMD18712, SCHMD22802
OG0002093	ORYLA15674	SCHMD12873, SCHMD16751, SCHMD14180
OG0002095	ORYLA19514, ORYLA00949, ORYLA13520	SCHMD10706, SCHMD04399
OG0002097	ORYLA06823, ORYLA04159, ORYLA09040	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424
OG0002099	ORYLA15411	SCHMD02814
OG0002103	ORYLA01062	SCHMD03652
OG0002104	ORYLA14297, ORYLA13358, ORYLA07573, ORYLA12654	SCHMD13430, SCHMD13219, SCHMD07798
OG0002105	ORYLA15403, ORYLA12021, ORYLA15102, ORYLA11046	SCHMD04684
OG0002106	ORYLA12790, ORYLA01901	SCHMD29823, SCHMD29437
OG0002107	ORYLA08119	SCHMD17132, SCHMD27313
OG0002108	ORYLA04701	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153
OG0002124	ORYLA00223	SCHMD03099
OG0002125	ORYLA03523	SCHMD01906
OG0002127	ORYLA12893, ORYLA06947	SCHMD08650, SCHMD03483
OG0002129	ORYLA03138, ORYLA04298, ORYLA00458, ORYLA07250	SCHMD22869
OG0002131	ORYLA19717, ORYLA19718, ORYLA02406	SCHMD13328, SCHMD15542
OG0002134	ORYLA02151	SCHMD15178
OG0002138	ORYLA11124	SCHMD05605
OG0002139	ORYLA12543, ORYLA11644, ORYLA10453	SCHMD09027
OG0002141	ORYLA09502, ORYLA00345	SCHMD13856
OG0002144	ORYLA07925, ORYLA17412	SCHMD08032
OG0002145	ORYLA15097	SCHMD12978
OG0002147	ORYLA06496	SCHMD20896, SCHMD24159
OG0002148	ORYLA11951	SCHMD13024, SCHMD06006
OG0002149	ORYLA20057, ORYLA09288, ORYLA06612, ORYLA12379	SCHMD00788
OG0002155	ORYLA03984	SCHMD08600
OG0002156	ORYLA00171	SCHMD11093
OG0002158	ORYLA08985	SCHMD07812
OG0002159	ORYLA18204	SCHMD10603, SCHMD12359
OG0002160	ORYLA15473	SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338
OG0002162	ORYLA06330, ORYLA12976, ORYLA12977, ORYLA02560	SCHMD03583, SCHMD23655, SCHMD18455, SCHMD26112, SCHMD26238, SCHMD14051, SCHMD04345
OG0002163	ORYLA11188, ORYLA14577, ORYLA11189, ORYLA14408	SCHMD00119
OG0002164	ORYLA00943, ORYLA10722	SCHMD10444, SCHMD06294, SCHMD20863, SCHMD17369
OG0002166	ORYLA02664, ORYLA17823, ORYLA04541	SCHMD22548
OG0002167	ORYLA02307, ORYLA04145	SCHMD06677
OG0002168	ORYLA02174, ORYLA13630	SCHMD00757
OG0002169	ORYLA08351, ORYLA08352	SCHMD19182, SCHMD07925
OG0002170	ORYLA05827	SCHMD16963
OG0002171	ORYLA14148, ORYLA15889	SCHMD05133, SCHMD13789
OG0002172	ORYLA12014, ORYLA11160, ORYLA08997	SCHMD03160, SCHMD03161
OG0002175	ORYLA02874, ORYLA18155	SCHMD09343, SCHMD14948
OG0002175	ORYLA16037	SCHMD24043, SCHMD19181
OG0002177	ORYLA11512, ORYLA11656	SCHMD05408
OG0002178	ORYLA16731	SCHMD23121
OG0002179	ORYLA10677	SCHMD03680
OG0002182	ORYLA20335, ORYLA13962	SCHMD00111
OG0002184	ORYLA16807	SCHMD08541
OG0002185	ORYLA15148, ORYLA15149	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407
OG0002186	ORYLA19065	SCHMD16440
OG0002186	ORYLA19064, ORYLA09363, ORYLA07126, ORYLA09033	SCHMD11250
OG0002188	ORYLA12233	SCHMD07090
OG0002189	ORYLA06568	SCHMD03295
OG0002190	ORYLA03440, ORYLA04537, ORYLA05925	SCHMD06253, SCHMD20396
OG0002191	ORYLA09161, ORYLA06711, ORYLA16118, ORYLA09833	SCHMD16045
OG0002192	ORYLA05985	SCHMD09378, SCHMD11311
OG0002196	ORYLA12500	SCHMD04892, SCHMD04891
OG0002203	ORYLA20032, ORYLA20035, ORYLA20034, ORYLA20033, ORYLA06985, ORYLA12767, ORYLA15953, ORYLA14284	SCHMD20001
OG0002209	ORYLA10933, ORYLA15457	SCHMD05613
OG0002209	ORYLA20209	SCHMD22882, SCHMD13863
OG0002211	ORYLA04014	SCHMD29435
OG0002213	ORYLA04720	SCHMD01017
OG0002216	ORYLA11063	SCHMD20521
OG0002222	ORYLA07432, ORYLA12895	SCHMD17607, SCHMD07921
OG0002223	ORYLA14399	SCHMD11701
OG0002224	ORYLA18115, ORYLA02313	SCHMD07940, SCHMD07939
OG0002225	ORYLA01041	SCHMD03290
OG0002226	ORYLA00869, ORYLA16615	SCHMD00937
OG0002227	ORYLA09258	SCHMD09350, SCHMD09896
OG0002229	ORYLA02659	SCHMD09620, SCHMD21635
OG0002233	ORYLA19151, ORYLA19152	SCHMD13734
OG0002235	ORYLA07393	SCHMD15174, SCHMD00911
OG0002239	ORYLA05769	SCHMD29729
OG0002239	ORYLA12675, ORYLA17306	SCHMD00548
OG0002240	ORYLA13133	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639
OG0002241	ORYLA02657, ORYLA01650	SCHMD19113
OG0002242	ORYLA20362, ORYLA01960, ORYLA16093, ORYLA15207	SCHMD08603, SCHMD18345, SCHMD08057, SCHMD10008, SCHMD29065, SCHMD24226
OG0002244	ORYLA04246	SCHMD25722
OG0002251	ORYLA18650	SCHMD01710
OG0002252	ORYLA00130, ORYLA16893, ORYLA16926	SCHMD16344
OG0002254	ORYLA08135, ORYLA02938, ORYLA02937, ORYLA05498	SCHMD07846
OG0002257	ORYLA10400	SCHMD26955
OG0002259	ORYLA03533, ORYLA04091, ORYLA17556, ORYLA02692	SCHMD08992
OG0002260	ORYLA11582, ORYLA08596, ORYLA10499, ORYLA07367	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670
OG0002261	ORYLA00563, ORYLA17198, ORYLA00564	SCHMD15654, SCHMD22485
OG0002263	ORYLA04195, ORYLA09178	SCHMD05522
OG0002264	ORYLA00976, ORYLA05961	SCHMD24103
OG0002265	ORYLA11537, ORYLA05513	SCHMD27098, SCHMD25159, SCHMD22941
OG0002266	ORYLA19304, ORYLA07982	SCHMD06724
OG0002268	ORYLA09246, ORYLA09245	SCHMD10895
OG0002270	ORYLA09476, ORYLA15715, ORYLA10941	SCHMD15276
OG0002272	ORYLA14290	SCHMD08789, SCHMD22434
OG0002274	ORYLA07948	SCHMD28532, SCHMD15034
OG0002275	ORYLA13804, ORYLA02068, ORYLA05449, ORYLA05448	SCHMD18381
OG0002278	ORYLA03506, ORYLA18187	SCHMD20539, SCHMD10373, SCHMD15432, SCHMD10372
OG0002279	ORYLA09917, ORYLA10298	SCHMD01549, SCHMD01546
OG0002280	ORYLA11499, ORYLA05957	SCHMD12278
OG0002282	ORYLA00051, ORYLA01468	SCHMD02902, SCHMD23794
OG0002283	ORYLA05023, ORYLA00509, ORYLA20492	SCHMD03900, SCHMD01733
OG0002284	ORYLA18851, ORYLA13455	SCHMD15028
OG0002287	ORYLA15952, ORYLA14283, ORYLA12928, ORYLA12669, ORYLA14547	SCHMD14731, SCHMD14911
OG0002288	ORYLA01492, ORYLA03879	SCHMD19642, SCHMD22333, SCHMD13464
OG0002292	ORYLA14591	SCHMD07306
OG0002293	ORYLA11328, ORYLA10072, ORYLA18515, ORYLA02245, ORYLA11327	SCHMD09386
OG0002294	ORYLA17434, ORYLA13472, ORYLA06668	SCHMD07707
OG0002297	ORYLA13569	SCHMD06067, SCHMD11073, SCHMD06071, SCHMD08919, SCHMD15076
OG0002316	ORYLA18514, ORYLA10565, ORYLA18191	SCHMD00365, SCHMD09509
OG0002320	ORYLA04205, ORYLA03781, ORYLA19577	SCHMD23839, SCHMD25321
OG0002321	ORYLA00417	SCHMD19583
OG0002323	ORYLA18223	SCHMD09591
OG0002325	ORYLA09407, ORYLA09406, ORYLA08788	SCHMD12741, SCHMD02197
OG0002326	ORYLA11565	SCHMD16849
OG0002327	ORYLA15817, ORYLA13784, ORYLA15549	SCHMD04037
OG0002328	ORYLA19317	SCHMD03174, SCHMD05628, SCHMD15031, SCHMD24105, SCHMD26038, SCHMD21230
OG0002331	ORYLA16153, ORYLA02004	SCHMD05746
OG0002332	ORYLA17748, ORYLA02677	SCHMD15876
OG0002334	ORYLA09050, ORYLA08810, ORYLA09439	SCHMD23234
OG0002335	ORYLA08903, ORYLA06617	SCHMD10804
OG0002337	ORYLA02605, ORYLA03304, ORYLA04420	SCHMD00113
OG0002342	ORYLA05478, ORYLA10344	SCHMD22295, SCHMD21175
OG0002343	ORYLA14859, ORYLA15811, ORYLA13993, ORYLA15321	SCHMD04508
OG0002344	ORYLA03231, ORYLA04391, ORYLA02759	SCHMD18349
OG0002346	ORYLA11134	SCHMD25995
OG0002348	ORYLA10141, ORYLA04073	SCHMD29339
OG0002352	ORYLA02159, ORYLA05389	SCHMD11120
OG0002355	ORYLA18881, ORYLA00163, ORYLA18882, ORYLA18880	SCHMD13322
OG0002356	ORYLA11103, ORYLA15335, ORYLA17176	SCHMD06573, SCHMD14519
OG0002357	ORYLA11857, ORYLA10405	SCHMD07180, SCHMD07348
OG0002359	ORYLA10402	SCHMD07349
OG0002361	ORYLA05219, ORYLA11387, ORYLA10650	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103
OG0002362	ORYLA17724, ORYLA06844	SCHMD13230
OG0002363	ORYLA00546, ORYLA17125, ORYLA08274	SCHMD26399
OG0002366	ORYLA16177, ORYLA16178, ORYLA09060, ORYLA12029, ORYLA15155	SCHMD20747, SCHMD23587, SCHMD15000
OG0002367	ORYLA02914	SCHMD07520
OG0002368	ORYLA10667, ORYLA10668, ORYLA04693	SCHMD19036
OG0002370	ORYLA05820	SCHMD03014
OG0002371	ORYLA19391, ORYLA19392, ORYLA10411	SCHMD25183, SCHMD07417
OG0002374	ORYLA06304, ORYLA06305, ORYLA15559, ORYLA14007	SCHMD10513, SCHMD09821
OG0002375	ORYLA06161	SCHMD24554
OG0002376	ORYLA08717, ORYLA08716, ORYLA07672	SCHMD18335, SCHMD24761
OG0002379	ORYLA13125, ORYLA13124, ORYLA04236	SCHMD22995, SCHMD22909
OG0002383	ORYLA03703, ORYLA03704, ORYLA03710, ORYLA03709, ORYLA03706, ORYLA03702	SCHMD11815, SCHMD29794, SCHMD03773, SCHMD10749, SCHMD29150, SCHMD14643, SCHMD07626, SCHMD10095, SCHMD24864, SCHMD07902, SCHMD27779, SCHMD19538
OG0002395	ORYLA07701	SCHMD00535, SCHMD01059
OG0002396	ORYLA07692, ORYLA03941, ORYLA04763	SCHMD05257
OG0002402	ORYLA13329	SCHMD14145, SCHMD21289
OG0002404	ORYLA13073, ORYLA16616, ORYLA16617	SCHMD04087
OG0002405	ORYLA01447	SCHMD07257
OG0002406	ORYLA16129	SCHMD19891
OG0002407	ORYLA08149	SCHMD07149
OG0002408	ORYLA05690	SCHMD05812, SCHMD19514
OG0002409	ORYLA16162, ORYLA10955, ORYLA20139	SCHMD06262
OG0002410	ORYLA15865, ORYLA16064	SCHMD00520
OG0002411	ORYLA12407, ORYLA01614	SCHMD25076, SCHMD25353
OG0002412	ORYLA14855	SCHMD05052
OG0002413	ORYLA16559	SCHMD06075
OG0002414	ORYLA06977, ORYLA12840, ORYLA15520, ORYLA16073	SCHMD12778, SCHMD15427, SCHMD24855, SCHMD21960
OG0002415	ORYLA05291	SCHMD12484
OG0002418	ORYLA02287, ORYLA15400, ORYLA05868	SCHMD13033
OG0002420	ORYLA03118, ORYLA10255, ORYLA04754	SCHMD24163
OG0002421	ORYLA19980	SCHMD10399
OG0002422	ORYLA00987	SCHMD10713, SCHMD26768
OG0002423	ORYLA09785	SCHMD05924, SCHMD22834, SCHMD12277, SCHMD13444, SCHMD05922, SCHMD05923
OG0002424	ORYLA10433, ORYLA00909	SCHMD02494
OG0002425	ORYLA15577	SCHMD24887, SCHMD14524
OG0002426	ORYLA17014	SCHMD12164
OG0002427	ORYLA11285, ORYLA19856	SCHMD25589
OG0002433	ORYLA08325, ORYLA16664	SCHMD21728, SCHMD26253, SCHMD07182, SCHMD18419, SCHMD21667
OG0002436	ORYLA17581, ORYLA03980, ORYLA03455	SCHMD26728, SCHMD17346
