Orthogroup	STRPU_ok	YEAST
OG0008602	STRPU_21540	YEAST04166
OG0008620	STRPU_27286	YEAST00843
OG0008626	STRPU_12902	YEAST03306
OG0008645	STRPU_25488	YEAST05803
OG0008654	STRPU_08923, STRPU_00623	YEAST03590
OG0008664	STRPU_20701	YEAST05851
OG0008677	STRPU_24381	YEAST03567
OG0008680	STRPU_10241	YEAST02511
OG0008681	STRPU_24546	YEAST04884
OG0008685	STRPU_20763	YEAST00164
OG0008789	STRPU_12679, STRPU_12691	YEAST05903
OG0008794	STRPU_05853	YEAST01976, YEAST00168, YEAST00957
OG0008799	STRPU_20418	YEAST03377
OG0008816	STRPU_27134	YEAST01954
OG0008818	STRPU_13112, STRPU_13113, STRPU_13088	YEAST00271
OG0008823	STRPU_14792	YEAST03936
OG0008861	STRPU_25594	YEAST04983
OG0008872	STRPU_18202, STRPU_01258	YEAST03799
OG0008879	STRPU_14314	YEAST05579
OG0008887	STRPU_14581, STRPU_14580	YEAST00387
OG0008913	STRPU_07492	YEAST03181, YEAST03769
OG0008923	STRPU_10400	YEAST01739
OG0008946	STRPU_04937	YEAST00403
OG0008990	STRPU_24624	YEAST02040
OG0009056	STRPU_21475	YEAST00322
OG0009066	STRPU_14373	YEAST04511
OG0009078	STRPU_17976	YEAST02676
OG0009099	STRPU_19366	YEAST05709
OG0009105	STRPU_20607	YEAST02501
OG0009118	STRPU_18807, STRPU_00249	YEAST03618
OG0009165	STRPU_05255, STRPU_05271	YEAST05085, YEAST01742
OG0009172	STRPU_17594	YEAST02854
OG0009182	STRPU_20222	YEAST03621
OG0009232	STRPU_00346, STRPU_11006	YEAST04731
OG0009311	STRPU_05758	YEAST00623
OG0009344	STRPU_08941	YEAST03868
OG0009361	STRPU_24018	YEAST02727
OG0009394	STRPU_20221	YEAST04927
OG0009396	STRPU_24218, STRPU_01082	YEAST03896
OG0009451	STRPU_10306	YEAST05755, YEAST04763
OG0009472	STRPU_11260, STRPU_11222	YEAST01737
OG0009497	STRPU_18708, STRPU_18707	YEAST03830
OG0009555	STRPU_26093	YEAST03831
OG0009582	STRPU_14877	YEAST04984
OG0009590	STRPU_23755	YEAST02138
OG0009630	STRPU_15429	YEAST02852
OG0009649	STRPU_21150	YEAST01825
OG0009920	STRPU_12713, STRPU_12714	YEAST05355
OG0009994	STRPU_24668	YEAST06045
OG0010229	STRPU_14486	YEAST00880, YEAST04666, YEAST04383
OG0010271	STRPU_14889	YEAST03656
OG0010284	STRPU_26096	YEAST01922
OG0010323	STRPU_05386	YEAST04943
OG0010369	STRPU_27334	YEAST01224
OG0010372	STRPU_10278	YEAST02145
OG0010481	STRPU_24269	YEAST01854
OG0010491	STRPU_18009	YEAST04603
OG0010643	STRPU_08495	YEAST00800
OG0010841	STRPU_00111, STRPU_07792	YEAST05695
OG0010858	STRPU_22057	YEAST04030, YEAST05272
OG0010930	STRPU_10906	YEAST02641
OG0010980	STRPU_17761	YEAST00370
OG0011003	STRPU_23103	YEAST03808
OG0011272	STRPU_13758, STRPU_13759, STRPU_01489	YEAST04075
OG0011334	STRPU_27439	YEAST01779
OG0011371	STRPU_27441	YEAST01766
OG0011737	STRPU_24032, STRPU_02632	YEAST00219
OG0012188	STRPU_18372	YEAST02442
OG0012922	STRPU_26505	YEAST02277
OG0014188	STRPU_27442	YEAST01781
OG0015999	STRPU_07092	YEAST05348, YEAST04920
OG0030884	STRPU_02840	YEAST01229
