Orthogroup	STRPU_ok	CAPO3
OG0006185	STRPU_07916, STRPU_07945	CAPO301640
OG0006186	STRPU_17796	CAPO304672
OG0006187	STRPU_26431	CAPO303722
OG0006188	STRPU_18817	CAPO307979
OG0006190	STRPU_26861	CAPO304791
OG0006191	STRPU_27211, STRPU_27195	CAPO301907
OG0006192	STRPU_13558	CAPO308099
OG0006195	STRPU_15506	CAPO308346, CAPO305489
OG0006196	STRPU_06766	CAPO304854
OG0006198	STRPU_09299	CAPO306368
OG0006199	STRPU_18385	CAPO307861
OG0006200	STRPU_04371	CAPO306047
OG0006202	STRPU_26076	CAPO307311
OG0006204	STRPU_14341	CAPO307074
OG0006205	STRPU_14259	CAPO306928
OG0006206	STRPU_20862, STRPU_20898	CAPO308060
OG0006209	STRPU_27174, STRPU_04024	CAPO303208
OG0006210	STRPU_25590	CAPO301051
OG0006211	STRPU_23101	CAPO305755
OG0006213	STRPU_24169	CAPO301176
OG0006214	STRPU_01311, STRPU_11636	CAPO305313
OG0006216	STRPU_08291	CAPO304328
OG0006225	STRPU_20911, STRPU_20910	CAPO307529
OG0006226	STRPU_00415, STRPU_19272	CAPO303955
OG0006227	STRPU_09462	CAPO304192
OG0006229	STRPU_05866	CAPO306729
OG0006230	STRPU_23107, STRPU_23110	CAPO303003
OG0006233	STRPU_13467	CAPO307263
OG0006234	STRPU_01742, STRPU_16772	CAPO305546
OG0006235	STRPU_01370, STRPU_11572	CAPO300217
OG0006237	STRPU_10564	CAPO302524
OG0006239	STRPU_26094	CAPO305262
OG0006243	STRPU_27273, STRPU_27257, STRPU_27274	CAPO301646
OG0006244	STRPU_00436, STRPU_14193	CAPO306900
OG0006245	STRPU_13947	CAPO307777
OG0006248	STRPU_12984	CAPO307601
OG0006249	STRPU_06207, STRPU_06179	CAPO304667
OG0006250	STRPU_10406	CAPO301165
OG0006251	STRPU_14982, STRPU_14951	CAPO302342
OG0006252	STRPU_11094	CAPO304131
OG0006253	STRPU_06180, STRPU_06208	CAPO307341
OG0006254	STRPU_16653	CAPO305073
OG0006257	STRPU_21221	CAPO305440
OG0006258	STRPU_22243	CAPO300398
OG0006260	STRPU_23807, STRPU_23840	CAPO300587
OG0006261	STRPU_23637, STRPU_23663	CAPO305676
OG0006262	STRPU_26187, STRPU_26186	CAPO307596
OG0006263	STRPU_26005	CAPO307994
OG0006264	STRPU_16839	CAPO304943
OG0006267	STRPU_00713, STRPU_04421	CAPO300629
OG0006268	STRPU_22660	CAPO305663
OG0006271	STRPU_18098, STRPU_01786	CAPO306714
OG0006272	STRPU_13152, STRPU_13173	CAPO300074
OG0006275	STRPU_12142, STRPU_12107	CAPO304219
OG0006276	STRPU_04600, STRPU_21466	CAPO306041
OG0006277	STRPU_14370	CAPO307602
OG0006278	STRPU_14888	CAPO305153
OG0006279	STRPU_16950, STRPU_02016	CAPO307288
OG0006280	STRPU_20964	CAPO308182
OG0006281	STRPU_11014, STRPU_00353	CAPO302129
OG0006284	STRPU_21728, STRPU_21666	CAPO301681
OG0006286	STRPU_16014	CAPO304212
OG0006287	STRPU_21397	CAPO302795
OG0006288	STRPU_14900	CAPO300129
OG0006289	STRPU_22296	CAPO306652
OG0006291	STRPU_20014	CAPO308081
OG0006293	STRPU_14168	CAPO307067
OG0006294	STRPU_21748, STRPU_21683	CAPO301151
OG0006295	STRPU_14216	CAPO307143
OG0006297	STRPU_22310, STRPU_22329	CAPO301937
OG0006298	STRPU_25124	CAPO306805
OG0006299	STRPU_18039	CAPO305899
OG0006301	STRPU_21245	CAPO306072
OG0006305	STRPU_09519	CAPO303850
OG0006306	STRPU_15639	CAPO303905
OG0006309	STRPU_12063, STRPU_01235	CAPO304441
OG0006311	STRPU_11654	CAPO300748
OG0006313	STRPU_07370	CAPO306539
OG0006314	STRPU_23080, STRPU_00665	CAPO308085, CAPO301326
OG0006317	STRPU_10725	CAPO301551
OG0006319	STRPU_10938	CAPO306239
OG0006320	STRPU_22674	CAPO303864
OG0006322	STRPU_00885, STRPU_23011	CAPO305971
OG0006323	STRPU_05565, STRPU_05622	CAPO300361
OG0006324	STRPU_26127	CAPO307431
OG0006329	STRPU_10024	CAPO306283
OG0006330	STRPU_26973	CAPO301590
OG0006331	STRPU_20670	CAPO301721
OG0006332	STRPU_12324, STRPU_10717	CAPO306801
OG0006334	STRPU_19104	CAPO302140
OG0006335	STRPU_23723	CAPO305790
OG0006338	STRPU_18386	CAPO300367
OG0006339	STRPU_15481	CAPO306751
OG0006340	STRPU_04236, STRPU_04198	CAPO306725
OG0006341	STRPU_18283, STRPU_01173	CAPO303256
OG0006344	STRPU_22520	CAPO307345
OG0006346	STRPU_03986	CAPO305832
OG0006347	STRPU_13365, STRPU_13385	CAPO305184
OG0006349	STRPU_18761, STRPU_18762	CAPO304057
OG0006350	STRPU_08881, STRPU_00940	CAPO302433
OG0006352	STRPU_05719, STRPU_05712	CAPO301346
OG0006353	STRPU_21115	CAPO301517
OG0006355	STRPU_22379	CAPO307129
OG0006356	STRPU_14596	CAPO305164
OG0006358	STRPU_22374	CAPO303299
OG0006359	STRPU_19635, STRPU_19681	CAPO300583
OG0006360	STRPU_11561	CAPO304103
OG0006361	STRPU_26003	CAPO308070
OG0006362	STRPU_18132	CAPO308308
OG0006363	STRPU_09319	CAPO301002
OG0006365	STRPU_05270, STRPU_05254	CAPO300671
OG0006370	STRPU_19241	CAPO300348
OG0006371	STRPU_14922, STRPU_14920, STRPU_14917, STRPU_14918	CAPO302658
OG0006372	STRPU_17261	CAPO304608
OG0006375	STRPU_01472, STRPU_08700	CAPO306256
OG0006377	STRPU_26959	CAPO307494
OG0006378	STRPU_09953, STRPU_09976	CAPO304918
OG0006381	STRPU_22693	CAPO301472
OG0006382	STRPU_21384	CAPO307026
OG0006383	STRPU_03091	CAPO303174
OG0006384	STRPU_11959, STRPU_01620	CAPO305941
OG0006385	STRPU_21175	CAPO301074
OG0006386	STRPU_11720	CAPO303165
OG0006387	STRPU_17511	CAPO306319
OG0006389	STRPU_17172, STRPU_17167	CAPO302170
OG0006390	STRPU_21914	CAPO308093
OG0006392	STRPU_17229	CAPO305806
OG0006394	STRPU_09231, STRPU_02196	CAPO302470
OG0006395	STRPU_07573	CAPO300149
OG0006399	STRPU_14310	CAPO307228
OG0006443	STRPU_03428	CAPO300234
OG0006447	STRPU_19468	CAPO302283
OG0006448	STRPU_13247	CAPO301094
OG0006449	STRPU_24008	CAPO305961
OG0006456	STRPU_12981	CAPO300992
OG0006457	STRPU_18652	CAPO306648
OG0006459	STRPU_26656	CAPO307843
OG0006460	STRPU_20721	CAPO308313
OG0006461	STRPU_22710, STRPU_00693	CAPO306350
OG0006462	STRPU_09115, STRPU_02084	CAPO300662
OG0006464	STRPU_06886	CAPO307754
OG0006465	STRPU_21220	CAPO307052
OG0006467	STRPU_25722	CAPO301292
OG0006468	STRPU_25336, STRPU_25337, STRPU_25338	CAPO303390
OG0006469	STRPU_08991	CAPO302486
OG0006470	STRPU_09449, STRPU_01513	CAPO300984
OG0006471	STRPU_22946	CAPO303440
OG0006474	STRPU_14515	CAPO300155
OG0006475	STRPU_02451, STRPU_13611	CAPO301888
OG0006476	STRPU_05356	CAPO300216
OG0006478	STRPU_26958	CAPO301079
OG0006479	STRPU_10820	CAPO304002
OG0006480	STRPU_16289	CAPO300197
OG0006481	STRPU_03450	CAPO307580
OG0006482	STRPU_20632	CAPO305654
OG0006485	STRPU_21413	CAPO307612
OG0006487	STRPU_23585	CAPO300649
OG0006488	STRPU_21848	CAPO301772
OG0006490	STRPU_22719, STRPU_00703	CAPO301539
OG0006491	STRPU_07329	CAPO300606
OG0006493	STRPU_06811	CAPO306548
OG0006496	STRPU_19486	CAPO304473
OG0006498	STRPU_05287	CAPO301440
OG0006501	STRPU_20764	CAPO307734
OG0006502	STRPU_08339	CAPO301087
OG0006503	STRPU_06604	CAPO304660
OG0006504	STRPU_14410	CAPO302154
OG0006505	STRPU_13908	CAPO301510
OG0006507	STRPU_22570	CAPO301032
OG0006508	STRPU_09544	CAPO301635
OG0006509	STRPU_10367	CAPO304681
OG0006510	STRPU_25970, STRPU_00228	CAPO300081
OG0006512	STRPU_21460	CAPO301701
OG0006514	STRPU_05328	CAPO304095
OG0006515	STRPU_21616	CAPO306459
OG0006516	STRPU_21000	CAPO305607
OG0006517	STRPU_22079	CAPO300477
OG0006519	STRPU_20703	CAPO308006
OG0006520	STRPU_04978	CAPO300668
OG0006523	STRPU_21580	CAPO302914
OG0006526	STRPU_25532	CAPO303623
OG0006532	STRPU_18757	CAPO304147
OG0006533	STRPU_02314, STRPU_18116	CAPO305463
OG0006534	STRPU_10089, STRPU_10152	CAPO305714
OG0006536	STRPU_09828	CAPO305735
OG0006538	STRPU_25056	CAPO305091
OG0006540	STRPU_05939	CAPO304760
OG0006541	STRPU_10007	CAPO302376, CAPO304688, CAPO300243
OG0006542	STRPU_04977	CAPO305168
OG0006543	STRPU_24071	CAPO305452
OG0006544	STRPU_25609	CAPO306101
OG0006545	STRPU_01501, STRPU_13748	CAPO307929
OG0006546	STRPU_21327	CAPO305234
OG0006547	STRPU_16023	CAPO301259
OG0006549	STRPU_22378	CAPO306040
OG0006550	STRPU_23342	CAPO307487
OG0006552	STRPU_26952	CAPO301957
OG0006553	STRPU_08086	CAPO308128
OG0006554	STRPU_14643	CAPO306525
OG0006555	STRPU_22013	CAPO305951
OG0006556	STRPU_17934	CAPO304941
OG0006557	STRPU_15383	CAPO300124
OG0006561	STRPU_20587	CAPO300890
OG0006562	STRPU_06844	CAPO303607
OG0006566	STRPU_09269	CAPO303944
OG0006568	STRPU_08066	CAPO303043
OG0006569	STRPU_21109	CAPO300856
OG0006570	STRPU_20410	CAPO302571
OG0006571	STRPU_26805	CAPO306740
OG0006572	STRPU_18818	CAPO302175
OG0006573	STRPU_14878	CAPO306413
OG0006575	STRPU_26181, STRPU_26182	CAPO304950
OG0006577	STRPU_19110	CAPO300858
OG0006578	STRPU_09315	CAPO303393
OG0006580	STRPU_24020	CAPO306179
OG0006581	STRPU_01609, STRPU_13590, STRPU_01610	CAPO300223
OG0006582	STRPU_27033, STRPU_26817	CAPO305399
OG0006583	STRPU_17816, STRPU_17825	CAPO308147
OG0006584	STRPU_13851	CAPO304380
OG0006586	STRPU_16079	CAPO300241
OG0006590	STRPU_15244, STRPU_15188, STRPU_15243	CAPO304634
OG0006591	STRPU_07131	CAPO306654
OG0006592	STRPU_24085	CAPO302105
OG0006594	STRPU_14656	CAPO305352
OG0006595	STRPU_04349	CAPO306726
OG0006596	STRPU_26147	CAPO305496
OG0006597	STRPU_05370	CAPO306143
OG0006598	STRPU_27035	CAPO303505
OG0006600	STRPU_25880	CAPO300993
OG0006602	STRPU_16001, STRPU_15987	CAPO306545
OG0006603	STRPU_25457	CAPO305246
OG0006604	STRPU_15381	CAPO301632
OG0006606	STRPU_11628, STRPU_17508	CAPO300627, CAPO305047
OG0006607	STRPU_00854, STRPU_14066	CAPO302836
OG0006608	STRPU_06790	CAPO304829
OG0006609	STRPU_02383, STRPU_13693	CAPO304156
OG0006610	STRPU_08550	CAPO305635
OG0006611	STRPU_13531	CAPO303370
OG0006612	STRPU_16771, STRPU_01741	CAPO303674
OG0006613	STRPU_00899, STRPU_23025	CAPO305926
OG0006614	STRPU_17418	CAPO307923
OG0006615	STRPU_13873, STRPU_13881, STRPU_13874	CAPO300892
OG0006616	STRPU_06882	CAPO302496
OG0006617	STRPU_16066	CAPO302667
OG0006619	STRPU_07564, STRPU_07569, STRPU_00595	CAPO305225
OG0006622	STRPU_06660	CAPO307274
OG0006625	STRPU_00444, STRPU_02374	CAPO304287
OG0006627	STRPU_17425	CAPO300634
OG0006630	STRPU_23183	CAPO301318
OG0006631	STRPU_25117	CAPO302816
OG0006633	STRPU_07751	CAPO306794
OG0006636	STRPU_02074, STRPU_09103	CAPO304383
OG0006637	STRPU_09068, STRPU_02044	CAPO304312
OG0006638	STRPU_25844, STRPU_25845	CAPO302167
OG0006640	STRPU_15081	CAPO308241
OG0006642	STRPU_08420	CAPO303206
OG0006646	STRPU_26577, STRPU_26576	CAPO308061
OG0006648	STRPU_17476, STRPU_17460	CAPO300638
OG0006651	STRPU_17251	CAPO306376
OG0006655	STRPU_26342	CAPO306982
OG0006657	STRPU_15484	CAPO304665
OG0006658	STRPU_07917, STRPU_07946	CAPO301723
OG0006662	STRPU_03424	CAPO305585
OG0006663	STRPU_14390	CAPO301399
OG0006664	STRPU_20210	CAPO302941
OG0006666	STRPU_22001	CAPO301682
OG0006667	STRPU_23811, STRPU_03706, STRPU_23845	CAPO305573
OG0006668	STRPU_05689	CAPO301053
OG0006669	STRPU_18180	CAPO301280
OG0006670	STRPU_19873, STRPU_19899	CAPO306366
OG0006671	STRPU_10970, STRPU_11401, STRPU_11402	CAPO307485
OG0006673	STRPU_10186	CAPO302685
OG0006677	STRPU_06954, STRPU_08321	CAPO304250
OG0006678	STRPU_08345	CAPO300092
OG0006680	STRPU_15636	CAPO301748
OG0006681	STRPU_16624	CAPO305354
OG0006684	STRPU_23507	CAPO305512
OG0006686	STRPU_20136	CAPO307531
OG0006690	STRPU_23730	CAPO302172
OG0006691	STRPU_13569, STRPU_01588	CAPO305670
OG0006692	STRPU_24141	CAPO302647
OG0006693	STRPU_04135	CAPO302616
OG0006694	STRPU_17221	CAPO302438
OG0006695	STRPU_20663	CAPO302533
OG0006696	STRPU_22669	CAPO303681
OG0006698	STRPU_25630	CAPO305852
OG0006702	STRPU_08072	CAPO307269
OG0006703	STRPU_07739	CAPO302601
OG0006704	STRPU_14516	CAPO305136
OG0006706	STRPU_19558	CAPO303773
OG0006707	STRPU_00777, STRPU_19793	CAPO304129
OG0006708	STRPU_26392	CAPO304327
OG0006709	STRPU_13686, STRPU_02389	CAPO302993
OG0006710	STRPU_26369	CAPO307958
OG0006712	STRPU_25296	CAPO307469
OG0006714	STRPU_09756, STRPU_09712	CAPO301000
OG0006716	STRPU_12323, STRPU_10718	CAPO302196
OG0006717	STRPU_21004	CAPO305633
OG0006718	STRPU_09616	CAPO306293
OG0006719	STRPU_08647	CAPO302454
OG0006721	STRPU_26848	CAPO307315
OG0006722	STRPU_18749	CAPO304555
OG0006723	STRPU_25900	CAPO300019
OG0006724	STRPU_10675, STRPU_00564	CAPO300231
OG0006725	STRPU_23338	CAPO301206
OG0006726	STRPU_07687, STRPU_07700	CAPO303375
OG0006727	STRPU_17833	CAPO306447
OG0006728	STRPU_02468, STRPU_13597	CAPO303411
OG0006729	STRPU_18897	CAPO302448
OG0006730	STRPU_11531	CAPO307696
OG0006732	STRPU_22092	CAPO301757
OG0006733	STRPU_21005	CAPO306420
OG0006735	STRPU_22010	CAPO307764
OG0006736	STRPU_26075	CAPO301670
OG0006737	STRPU_26074	CAPO302977
OG0006738	STRPU_13647	CAPO305285
OG0006740	STRPU_20437	CAPO304581
OG0006741	STRPU_22289	CAPO306132
OG0006745	STRPU_11060	CAPO304913
OG0006750	STRPU_15988, STRPU_24309	CAPO306076
OG0006751	STRPU_15153, STRPU_02535	CAPO305160
OG0006752	STRPU_03141	CAPO301753
OG0006753	STRPU_21351	CAPO304199
OG0006754	STRPU_25256	CAPO307231
OG0006755	STRPU_05751	CAPO304099
OG0006757	STRPU_21092	CAPO308250
OG0006758	STRPU_16693, STRPU_16666	CAPO303486
OG0006759	STRPU_23476, STRPU_08369	CAPO301178
OG0006760	STRPU_19230	CAPO300357
OG0006766	STRPU_02986, STRPU_06955, STRPU_06937	CAPO300327
OG0006769	STRPU_12966	CAPO304104
OG0006772	STRPU_09775, STRPU_09732	CAPO306103
OG0006775	STRPU_08762, STRPU_01401	CAPO303956
OG0006776	STRPU_02465, STRPU_13600	CAPO307354, CAPO307229
OG0006777	STRPU_21177	CAPO308320
OG0006791	STRPU_09881	CAPO302265
OG0006826	STRPU_05449	CAPO306575
OG0006827	STRPU_19224	CAPO306579
OG0006830	STRPU_15278	CAPO304885
OG0006833	STRPU_26024	CAPO307011
OG0006838	STRPU_08275	CAPO304346
OG0006842	STRPU_18785	CAPO303033
OG0006843	STRPU_26234	CAPO301783
OG0006844	STRPU_26827, STRPU_26824	CAPO303858
OG0006845	STRPU_21842	CAPO304222
OG0006846	STRPU_21562	CAPO305985, CAPO301436
OG0006848	STRPU_04780	CAPO302750
OG0006849	STRPU_20584	CAPO306709
OG0006850	STRPU_17760	CAPO300307
OG0006853	STRPU_22284	CAPO305011
OG0006856	STRPU_06068	CAPO306926
OG0006857	STRPU_06069	CAPO304592
OG0006860	STRPU_25395	CAPO304880
OG0006862	STRPU_21836	CAPO306834
OG0006864	STRPU_05446	CAPO300266
OG0006865	STRPU_06290, STRPU_06335	CAPO300579
OG0006867	STRPU_20626	CAPO304561
OG0006868	STRPU_20963	CAPO304824
OG0006869	STRPU_23709	CAPO303718
OG0006870	STRPU_06981, STRPU_06997	CAPO305471
OG0006872	STRPU_25634	CAPO305763, CAPO306267
OG0006874	STRPU_00070, STRPU_08961	CAPO303002
OG0006875	STRPU_14351	CAPO300245
OG0006876	STRPU_18689	CAPO301384
OG0006877	STRPU_05713, STRPU_05720	CAPO303758
OG0006880	STRPU_20211	CAPO300637
OG0006881	STRPU_05245	CAPO307302
OG0006886	STRPU_18058	CAPO308008
OG0006887	STRPU_02379, STRPU_13697	CAPO303330
OG0006888	STRPU_24426	CAPO300481
OG0006890	STRPU_10389	CAPO301774
OG0006892	STRPU_13969	CAPO306271
OG0006893	STRPU_08081	CAPO308281
OG0006894	STRPU_08715, STRPU_01459	CAPO305493
OG0006895	STRPU_12876	CAPO305321
OG0006897	STRPU_27425	CAPO305270
OG0006898	STRPU_25382	CAPO307616
OG0006901	STRPU_13971	CAPO301222
OG0006904	STRPU_05387	CAPO301235
OG0006906	STRPU_15338	CAPO307116
OG0006912	STRPU_19507	CAPO306387
OG0006914	STRPU_27336	CAPO302212
OG0006915	STRPU_25657	CAPO305363
OG0006916	STRPU_26458	CAPO306266
OG0006918	STRPU_07106	CAPO303362
OG0006923	STRPU_16895	CAPO302381
OG0006924	STRPU_18317, STRPU_01130	CAPO304320
OG0006925	STRPU_26381	CAPO306734
OG0006926	STRPU_24428	CAPO303493
OG0006927	STRPU_16519	CAPO303700
OG0006930	STRPU_01800, STRPU_17035	CAPO301522
OG0006931	STRPU_24300	CAPO300460
OG0006932	STRPU_09106, STRPU_02077	CAPO305813
OG0006934	STRPU_06012	CAPO304656
OG0006935	STRPU_01515, STRPU_09444, STRPU_00104	CAPO305404
OG0006936	STRPU_09697, STRPU_09740	CAPO301255
OG0006937	STRPU_12967	CAPO300724
OG0006938	STRPU_22292	CAPO307064
OG0006939	STRPU_07451, STRPU_07443	CAPO300423
OG0006940	STRPU_22437	CAPO308295
OG0006942	STRPU_20945	CAPO305131
OG0006943	STRPU_22648	CAPO300653
OG0006944	STRPU_22694	CAPO301423
OG0006945	STRPU_01504	CAPO304257
OG0006947	STRPU_12615	CAPO303778
OG0006948	STRPU_08353	CAPO307507
OG0006949	STRPU_23783	CAPO300866
OG0006951	STRPU_24627	CAPO302915
OG0006952	STRPU_26196	CAPO308002
OG0006953	STRPU_13466	CAPO302825
OG0006957	STRPU_09536	CAPO304410
OG0006959	STRPU_02959, STRPU_02945	CAPO305847
OG0006960	STRPU_01808, STRPU_17043	CAPO306688
OG0006962	STRPU_11184	CAPO307572
OG0006964	STRPU_17888	CAPO306352
OG0006966	STRPU_05944	CAPO304695
OG0006967	STRPU_08109, STRPU_08122	CAPO303820
OG0006968	STRPU_10225	CAPO301435
OG0006969	STRPU_10221	CAPO306618
OG0006970	STRPU_15599, STRPU_02208	CAPO304851
OG0006971	STRPU_14388	CAPO303658
OG0006973	STRPU_17936	CAPO306305
OG0006975	STRPU_17207	CAPO306893
OG0006977	STRPU_22692	CAPO305268
OG0006978	STRPU_26927	CAPO304336
OG0006979	STRPU_16204, STRPU_16243	CAPO300168
OG0006980	STRPU_11247, STRPU_11286	CAPO305562
OG0006982	STRPU_10293	CAPO305716
OG0006983	STRPU_11349	CAPO300916
OG0006989	STRPU_01490, STRPU_13757	CAPO302679
OG0006990	STRPU_04188	CAPO300763
OG0006991	STRPU_07950, STRPU_07959	CAPO303392
OG0006992	STRPU_09753, STRPU_09709	CAPO305740
OG0006993	STRPU_06236	CAPO305954
OG0006994	STRPU_02630, STRPU_24034	CAPO306564
OG0006995	STRPU_25036	CAPO306435
OG0006997	STRPU_13193	CAPO304873
OG0006998	STRPU_14121	CAPO301390
OG0006999	STRPU_14022	CAPO303913
OG0007001	STRPU_11944, STRPU_11904	CAPO305444
OG0007002	STRPU_19686, STRPU_19629	CAPO304225
OG0007003	STRPU_26168	CAPO302304
OG0007005	STRPU_14730	CAPO303654
OG0007007	STRPU_02770	CAPO302408
OG0007009	STRPU_22226	CAPO305960
OG0007010	STRPU_05041, STRPU_05116	CAPO301780
OG0007011	STRPU_05236	CAPO301128
OG0007012	STRPU_04694	CAPO304946
OG0007013	STRPU_08358	CAPO303300
OG0007015	STRPU_25403	CAPO305278
OG0007016	STRPU_25267	CAPO304972
OG0007017	STRPU_06053	CAPO301345
OG0007018	STRPU_00625, STRPU_08925	CAPO300889
OG0007019	STRPU_08876	CAPO304408
OG0007020	STRPU_09538	CAPO303562, CAPO308296
OG0007021	STRPU_06352	CAPO306622
OG0007022	STRPU_13308	CAPO303253
OG0007024	STRPU_22752, STRPU_01907	CAPO302054
OG0007025	STRPU_16699, STRPU_16670	CAPO302785
OG0007026	STRPU_12581	CAPO304159
OG0007029	STRPU_01326, STRPU_11623	CAPO302104
OG0007030	STRPU_04457	CAPO303845
OG0007032	STRPU_17171	CAPO304830
OG0007033	STRPU_21131	CAPO305180
OG0007034	STRPU_13903	CAPO306932
OG0007038	STRPU_23533	CAPO302068
OG0007040	STRPU_19742	CAPO306537
OG0007042	STRPU_24074	CAPO307996
OG0007043	STRPU_09509	CAPO305780
OG0007044	STRPU_05851	CAPO307221
OG0007045	STRPU_16902	CAPO305958
OG0007046	STRPU_16899, STRPU_16897	CAPO305591
OG0007047	STRPU_20026	CAPO305693
OG0007048	STRPU_08769, STRPU_01389	CAPO302164
OG0007049	STRPU_10988, STRPU_00326	CAPO305031
OG0007050	STRPU_10271	CAPO307898
OG0007055	STRPU_15602, STRPU_02206	CAPO304778
OG0007058	STRPU_03307	CAPO301734, CAPO304572
OG0007059	STRPU_10239	CAPO303590, CAPO303318
OG0007061	STRPU_09653	CAPO305340
OG0007062	STRPU_10658	CAPO302545
OG0007063	STRPU_08411, STRPU_00013	CAPO308261
OG0007068	STRPU_04848	CAPO307887
OG0007069	STRPU_21711, STRPU_21647	CAPO307200
OG0007071	STRPU_23265	CAPO301761
OG0007072	STRPU_26238, STRPU_26239	CAPO306160
OG0007073	STRPU_10918	CAPO302936
OG0007074	STRPU_11819	CAPO306910
OG0007076	STRPU_06816	CAPO300474
OG0007081	STRPU_24476	CAPO305760
OG0007084	STRPU_25218	CAPO307673
OG0007086	STRPU_23268	CAPO306079
OG0007089	STRPU_06357	CAPO300706
OG0007090	STRPU_19228	CAPO300368
OG0007091	STRPU_07575	CAPO304945
OG0007092	STRPU_21370	CAPO304498, CAPO305528
OG0007093	STRPU_18560	CAPO308175
OG0007094	STRPU_21261	CAPO301835
OG0007095	STRPU_09292	CAPO304293
OG0007097	STRPU_02900	CAPO302515
OG0007098	STRPU_25857	CAPO301993
OG0007099	STRPU_20619	CAPO304218
OG0007100	STRPU_00913, STRPU_23037	CAPO302645
OG0007105	STRPU_15416	CAPO303780
OG0007106	STRPU_22698	CAPO302226
OG0007112	STRPU_27151	CAPO303793
OG0007114	STRPU_25483	CAPO305243
OG0007118	STRPU_18011	CAPO306502
OG0007119	STRPU_19183	CAPO303656
OG0007121	STRPU_21424	CAPO305337
OG0007122	STRPU_06853	CAPO302728
OG0007124	STRPU_05024	CAPO307876
OG0007127	STRPU_23141	CAPO305077
OG0007128	STRPU_22524	CAPO303539
OG0007130	STRPU_22007	CAPO302224
OG0007131	STRPU_18830	CAPO304315
OG0007132	STRPU_07611	CAPO301608
OG0007133	STRPU_27118	CAPO305338
OG0007134	STRPU_09504	CAPO302517
OG0007137	STRPU_09289	CAPO303287
OG0007138	STRPU_01187, STRPU_19956	CAPO307436
OG0007139	STRPU_24547	CAPO302325
OG0007141	STRPU_09001	CAPO306130
OG0007143	STRPU_07151	CAPO307276
OG0007144	STRPU_20757	CAPO301797
OG0007145	STRPU_07621	CAPO305008
OG0007146	STRPU_24754	CAPO306800
OG0007147	STRPU_10689, STRPU_00554	CAPO305032
OG0007150	STRPU_26019	CAPO304704
OG0007151	STRPU_05509	CAPO304299
OG0007154	STRPU_21145	CAPO302715
OG0007158	STRPU_24870	CAPO303011
OG0007160	STRPU_26136	CAPO301230
OG0007162	STRPU_03691	CAPO305815
OG0007163	STRPU_00062, STRPU_26355	CAPO306908
OG0007165	STRPU_02913	CAPO300764
OG0007166	STRPU_05956	CAPO301841
OG0007168	STRPU_00447, STRPU_13699	CAPO304836
OG0007173	STRPU_11070	CAPO305749, CAPO300679
OG0007174	STRPU_25426	CAPO304732
OG0007175	STRPU_12623	CAPO300929
OG0007178	STRPU_19759	CAPO306843
OG0007180	STRPU_27146	CAPO300869
OG0007181	STRPU_23088	CAPO302549
OG0007182	STRPU_06115	CAPO302258
OG0007183	STRPU_17656, STRPU_02265, STRPU_02264	CAPO303453
OG0007184	STRPU_24371	CAPO304626
OG0007186	STRPU_24966	CAPO306272
OG0007191	STRPU_19239	CAPO307327
OG0007192	STRPU_13230, STRPU_13214	CAPO307148
OG0007199	STRPU_24427	CAPO300510
OG0007201	STRPU_17619, STRPU_02302	CAPO305686
OG0007248	STRPU_25740	CAPO305807
OG0007249	STRPU_04960	CAPO304279
OG0007251	STRPU_27320	CAPO307515
OG0007254	STRPU_11452	CAPO300342
OG0007258	STRPU_27109	CAPO301895
OG0007261	STRPU_01834, STRPU_19307	CAPO306348
OG0007266	STRPU_23277	CAPO305560
OG0007269	STRPU_24818	CAPO305691
OG0007272	STRPU_11339	CAPO303817, CAPO303673
OG0007273	STRPU_11816	CAPO305134
OG0007276	STRPU_26763, STRPU_26749	CAPO301595
OG0007279	STRPU_15002	CAPO302557
OG0007281	STRPU_08257	CAPO304423
OG0007282	STRPU_02557, STRPU_14767	CAPO300960
OG0007283	STRPU_17745	CAPO304757
OG0007291	STRPU_25328	CAPO307621
OG0007292	STRPU_03997, STRPU_03991	CAPO302024
OG0007293	STRPU_07040	CAPO301970
OG0007297	STRPU_08492	CAPO305876
OG0007299	STRPU_10020	CAPO308254
OG0007300	STRPU_02386, STRPU_13690	CAPO301046
OG0007301	STRPU_25284	CAPO301996
OG0007302	STRPU_04986	CAPO307174
OG0007303	STRPU_21782	CAPO302064
OG0007304	STRPU_25058	CAPO306505
OG0007305	STRPU_03512, STRPU_03557	CAPO303443
OG0007307	STRPU_21523	CAPO304518, CAPO304185
OG0007309	STRPU_21324	CAPO300726
OG0007313	STRPU_20007	CAPO302761
OG0007314	STRPU_20759	CAPO307151
OG0007315	STRPU_03454, STRPU_03465, STRPU_25831, STRPU_25834	CAPO300478
OG0007317	STRPU_07547, STRPU_00579	CAPO306655
OG0007319	STRPU_08052	CAPO300742
OG0007320	STRPU_26603	CAPO300324
OG0007321	STRPU_21053	CAPO307651
OG0007322	STRPU_19439	CAPO301300
OG0007325	STRPU_25926	CAPO305675
OG0007326	STRPU_22222	CAPO304342
OG0007329	STRPU_19648, STRPU_19673	CAPO306408
OG0007330	STRPU_05861	CAPO300366
OG0007335	STRPU_20669	CAPO304929
OG0007336	STRPU_18133	CAPO304895
OG0007339	STRPU_07259, STRPU_07233	CAPO300192
OG0007341	STRPU_19846	CAPO300898
OG0007342	STRPU_20395	CAPO300397
