Orthogroup	HELIO_ok	YEAST
OG0005641	HELIO_00958	YEAST05413
OG0005645	HELIO_00410	YEAST03386
OG0005649	HELIO_12421	YEAST03683
OG0005652	HELIO_07272	YEAST02748
OG0005656	HELIO_10016	YEAST05558
OG0005660	HELIO_11914	YEAST04813
OG0005694	HELIO_07565	YEAST02311
OG0005701	HELIO_11001	YEAST03349
OG0005702	HELIO_05411	YEAST02337
OG0005703	HELIO_03523	YEAST00484
OG0005707	HELIO_03290	YEAST01682
OG0005715	HELIO_11531	YEAST05111
OG0005719	HELIO_12564	YEAST01866
OG0005723	HELIO_04765	YEAST05629
OG0005724	HELIO_10899	YEAST03029
OG0005728	HELIO_08124	YEAST03877
OG0005729	HELIO_01495	YEAST04879
OG0005731	HELIO_00579, HELIO_01200	YEAST04127
OG0005732	HELIO_01353	YEAST05411, YEAST00067
OG0005734	HELIO_09780	YEAST03845
OG0005749	HELIO_04648	YEAST00550
OG0005750	HELIO_05593	YEAST05318
OG0005758	HELIO_02931	YEAST03970
OG0005764	HELIO_09831	YEAST03256
OG0005769	HELIO_01669	YEAST05614
OG0005774	HELIO_11617	YEAST01218
OG0005775	HELIO_09395	YEAST04199
OG0005779	HELIO_00910	YEAST03322
OG0005784	HELIO_08693	YEAST06131
OG0005789	HELIO_11720	YEAST06245
OG0005790	HELIO_02506	YEAST01022
OG0005793	HELIO_06902	YEAST03437
OG0005794	HELIO_03328	YEAST03999
OG0005796	HELIO_06502	YEAST02169
OG0005797	HELIO_06182	YEAST04949
OG0005799	HELIO_04889	YEAST05573
OG0005800	HELIO_10961	YEAST03278
OG0005803	HELIO_12301	YEAST05968
OG0005805	HELIO_03131, HELIO_08991	YEAST01806
OG0005807	HELIO_03647	YEAST01275
OG0005811	HELIO_00291	YEAST01007
OG0005814	HELIO_01064	YEAST01475
OG0005819	HELIO_07713, HELIO_03081	YEAST04896
OG0005823	HELIO_01957	YEAST01415
OG0005828	HELIO_07094	YEAST00547
OG0005831	HELIO_05610	YEAST05339
OG0005832	HELIO_07710	YEAST00468
OG0005835	HELIO_06665	YEAST01714
OG0005837	HELIO_02604	YEAST02139
OG0005842	HELIO_10018	YEAST02254
OG0005843	HELIO_09916	YEAST02236
OG0005845	HELIO_01881	YEAST00903
OG0005848	HELIO_00072	YEAST01451, YEAST02858
OG0005849	HELIO_05794	YEAST01002
OG0005850	HELIO_12393	YEAST01618
OG0005860	HELIO_01705	YEAST01211
OG0005864	HELIO_00995	YEAST04171
OG0005865	HELIO_12295	YEAST02036
OG0005866	HELIO_11279, HELIO_11280	YEAST02662, YEAST00926, YEAST05389
OG0005869	HELIO_12207	YEAST04361
OG0005872	HELIO_05790	YEAST00119
OG0005874	HELIO_08275	YEAST05241
OG0005880	HELIO_00646	YEAST00456
OG0005886	HELIO_05390	YEAST01320
OG0005887	HELIO_06315	YEAST02429, YEAST01660
OG0005888	HELIO_06386	YEAST01289, YEAST02921
OG0005889	HELIO_01483	YEAST02568
OG0005893	HELIO_05720	YEAST05434
OG0005897	HELIO_01641	YEAST04730
OG0005898	HELIO_02135	YEAST04411
OG0005899	HELIO_09792	YEAST01832
OG0005901	HELIO_08741	YEAST04462
OG0005906	HELIO_02934	YEAST01796
OG0005909	HELIO_02854	YEAST01623
OG0005919	HELIO_03998	YEAST06039
OG0005921	HELIO_02652	YEAST01856
OG0005928	HELIO_05155	YEAST02001
OG0005931	HELIO_09374	YEAST04950
OG0005933	HELIO_09168	YEAST05705
OG0005936	HELIO_01257	YEAST03224
OG0005940	HELIO_09380	YEAST04035
OG0005943	HELIO_12094	YEAST00579
OG0005944	HELIO_00275	YEAST01316
OG0005946	HELIO_03144	YEAST05608
OG0005949	HELIO_07740	YEAST06253
OG0005952	HELIO_03293	YEAST03507
OG0005954	HELIO_10141	YEAST01233
OG0005955	HELIO_01137	YEAST00616
OG0005960	HELIO_08780	YEAST04608
OG0005961	HELIO_01047	YEAST00672
OG0005965	HELIO_01531	YEAST02033
OG0005966	HELIO_10744	YEAST04113
OG0005968	HELIO_12575	YEAST05417
OG0005969	HELIO_02845	YEAST04558, YEAST04559
OG0005970	HELIO_06792	YEAST05328
OG0005974	HELIO_12424	YEAST06068
OG0005976	HELIO_08554	YEAST02136
OG0005978	HELIO_06345	YEAST01891
OG0005980	HELIO_12340	YEAST06132
OG0005985	HELIO_06268	YEAST00726
OG0005986	HELIO_00701	YEAST02056
OG0005987	HELIO_01948	YEAST05748
OG0005989	HELIO_12608	YEAST04850
OG0005991	HELIO_07344	YEAST06034
OG0005993	HELIO_05394	YEAST04496
OG0005995	HELIO_07095	YEAST01813
OG0005996	HELIO_06337	YEAST02670
OG0005998	HELIO_10227	YEAST04034
OG0006001	HELIO_08674	YEAST02335
OG0006003	HELIO_11170	YEAST05889
OG0006005	HELIO_07237	YEAST05024
OG0006059	HELIO_12552	YEAST03490
OG0006063	HELIO_11989	YEAST00475
OG0006064	HELIO_02594	YEAST03138
OG0006065	HELIO_08296	YEAST06018
OG0006069	HELIO_07213	YEAST00670
OG0006071	HELIO_02908	YEAST02732
OG0006072	HELIO_04017, HELIO_01390	YEAST03317
OG0006073	HELIO_02036	YEAST06328
OG0006074	HELIO_00468	YEAST00045
OG0006079	HELIO_05348	YEAST05794
OG0006084	HELIO_04599	YEAST02308
OG0006087	HELIO_02406	YEAST02260
OG0006090	HELIO_02165	YEAST03852
OG0006095	HELIO_05960	YEAST03334
OG0006096	HELIO_00266	YEAST03331
OG0006098	HELIO_12451	YEAST06192
OG0006103	HELIO_10415	YEAST01110
OG0006104	HELIO_11790	YEAST03697
OG0006106	HELIO_01676	YEAST00295
OG0006113	HELIO_01033, HELIO_06282	YEAST06164
OG0006114	HELIO_08232	YEAST05960
OG0006115	HELIO_09653	YEAST01346
OG0006116	HELIO_06321, HELIO_06170	YEAST05770
OG0006117	HELIO_11868	YEAST05899
OG0006127	HELIO_09878	YEAST04711
OG0006134	HELIO_11258	YEAST00416
OG0006135	HELIO_03520	YEAST00161
OG0006136	HELIO_01347	YEAST05740
OG0006140	HELIO_02451	YEAST05182
OG0006144	HELIO_01610	YEAST04770
OG0006145	HELIO_02039	YEAST01394
OG0006149	HELIO_09266	YEAST05979
OG0006152	HELIO_02838, HELIO_02839	YEAST03796
OG0006155	HELIO_09019	YEAST04800
OG0006156	HELIO_01157	YEAST00437
OG0006157	HELIO_10725, HELIO_01579	YEAST02465
OG0006159	HELIO_01135	YEAST06098
OG0006161	HELIO_01021	YEAST04301
OG0006168	HELIO_04374	YEAST01411
OG0006169	HELIO_01683	YEAST02933
OG0006176	HELIO_06130	YEAST03164
OG0006180	HELIO_05100	YEAST00504
OG0006181	HELIO_02483	YEAST02419
OG0006185	HELIO_10309	YEAST05986
OG0006186	HELIO_07896	YEAST01010
OG0006188	HELIO_02600	YEAST05311
OG0006189	HELIO_09819	YEAST00844, YEAST06269
OG0006191	HELIO_05111	YEAST02336
OG0006192	HELIO_02484	YEAST06153
OG0006196	HELIO_07135	YEAST03954
OG0006199	HELIO_07696	YEAST06121
OG0006200	HELIO_01635	YEAST05079
OG0006202	HELIO_07913	YEAST00362
OG0006204	HELIO_06341	YEAST02271
OG0006210	HELIO_09766	YEAST00201
OG0006213	HELIO_06368	YEAST03554
OG0006214	HELIO_05385	YEAST04089
OG0006216	HELIO_01427	YEAST01089
OG0006217	HELIO_08745	YEAST00809
OG0006224	HELIO_11003	YEAST02751, YEAST03048
OG0006225	HELIO_07778	YEAST04875
OG0006227	HELIO_02965	YEAST00128
OG0006229	HELIO_08595	YEAST00143
OG0006230	HELIO_04171	YEAST03869
OG0006233	HELIO_12645	YEAST04247
OG0006237	HELIO_09317	YEAST02126
OG0006240	HELIO_10169	YEAST04649
OG0006245	HELIO_01875	YEAST05732
OG0006247	HELIO_12325	YEAST04977
OG0006249	HELIO_03685	YEAST00821
OG0006250	HELIO_04452	YEAST05424
OG0006251	HELIO_03506	YEAST04963
OG0006255	HELIO_01290	YEAST03350
OG0006258	HELIO_02104	YEAST05637
OG0006259	HELIO_08011	YEAST05672
OG0006260	HELIO_02690	YEAST04100
OG0006263	HELIO_01869	YEAST02521
OG0006269	HELIO_01840	YEAST03069
OG0006271	HELIO_08830	YEAST00375
OG0006275	HELIO_03477	YEAST06102
OG0006279	HELIO_03686	YEAST04402
OG0006280	HELIO_04297	YEAST04541
OG0006282	HELIO_02370	YEAST01445
OG0006283	HELIO_12120	YEAST00229
OG0006284	HELIO_12533	YEAST04213
OG0006289	HELIO_05726	YEAST06209
OG0006293	HELIO_02797	YEAST05380
OG0006294	HELIO_01836	YEAST04000
OG0006295	HELIO_06735	YEAST05360
OG0006302	HELIO_07327	YEAST01852
OG0006306	HELIO_02884	YEAST00230
OG0006311	HELIO_07328	YEAST01145
OG0006315	HELIO_08491	YEAST00489
OG0006317	HELIO_02608	YEAST02082
OG0006319	HELIO_05167	YEAST01135
OG0006320	HELIO_01365	YEAST04478
OG0006322	HELIO_05302	YEAST00815
OG0006329	HELIO_06141	YEAST01245
OG0006332	HELIO_10634	YEAST06042
OG0006334	HELIO_03962	YEAST00864
OG0006335	HELIO_08944	YEAST02588
OG0006339	HELIO_05939	YEAST06286
OG0006340	HELIO_10564	YEAST00922, YEAST05387
OG0006341	HELIO_02596	YEAST01452
OG0006344	HELIO_02682	YEAST01465
OG0006349	HELIO_11196	YEAST05233
OG0006357	HELIO_04461, HELIO_05831	YEAST02650
OG0006360	HELIO_03201	YEAST01556
OG0006362	HELIO_00933	YEAST05722
OG0006370	HELIO_08191	YEAST02350
OG0006372	HELIO_12026	YEAST05423
OG0006375	HELIO_08503	YEAST05198
OG0006377	HELIO_08767	YEAST04974
OG0006378	HELIO_10749	YEAST01924
OG0006381	HELIO_05870	YEAST01058
OG0006382	HELIO_08796	YEAST03313
OG0006385	HELIO_06115	YEAST04806
OG0006387	HELIO_04976	YEAST05324
OG0006389	HELIO_10791	YEAST02409
OG0006390	HELIO_00558	YEAST00339
OG0006392	HELIO_11026	YEAST01246
OG0006395	HELIO_02881	YEAST03605
OG0006396	HELIO_07809, HELIO_01098	YEAST02453
OG0006398	HELIO_10908	YEAST04420, YEAST03553
OG0006407	HELIO_02958, HELIO_02959	YEAST02250
OG0006447	HELIO_02401	YEAST03459
OG0006448	HELIO_04101	YEAST00505, YEAST04285
OG0006456	HELIO_08853	YEAST06224
OG0006459	HELIO_04320	YEAST00972, YEAST00245
OG0006461	HELIO_01776	YEAST05346
OG0006462	HELIO_05402	YEAST01838
OG0006464	HELIO_03458	YEAST05965
OG0006465	HELIO_10993	YEAST01875
OG0006470	HELIO_01090	YEAST01306
OG0006474	HELIO_12383	YEAST03988
OG0006475	HELIO_08214	YEAST06223, YEAST00349
OG0006476	HELIO_04991	YEAST00315
OG0006479	HELIO_06008	YEAST05669
OG0006481	HELIO_00988	YEAST06165
OG0006488	HELIO_02453	YEAST02614
OG0006498	HELIO_05645	YEAST02291
OG0006503	HELIO_12395	YEAST06053
OG0006504	HELIO_04078	YEAST02866
OG0006507	HELIO_12124	YEAST02914
OG0006509	HELIO_08979	YEAST02252
OG0006512	HELIO_00915, HELIO_00916	YEAST04169
OG0006514	HELIO_03646	YEAST05820
OG0006515	HELIO_10337	YEAST03195
OG0006516	HELIO_06603	YEAST02248
OG0006520	HELIO_01054	YEAST05914
OG0006523	HELIO_02795	YEAST04170
OG0006528	HELIO_12157	YEAST02276
OG0006532	HELIO_12414	YEAST05019
OG0006533	HELIO_10267	YEAST00790
OG0006536	HELIO_01245	YEAST05130
OG0006538	HELIO_00835	YEAST02168
OG0006543	HELIO_04460	YEAST03219
OG0006544	HELIO_03354	YEAST06160
OG0006550	HELIO_11646	YEAST05541
OG0006552	HELIO_05537	YEAST02016
OG0006553	HELIO_09294	YEAST05825
OG0006554	HELIO_11137	YEAST04136
OG0006561	HELIO_01583	YEAST00874
OG0006564	HELIO_04895	YEAST05934
OG0006568	HELIO_02321, HELIO_02320	YEAST03560
OG0006569	HELIO_04025	YEAST02940
OG0006571	HELIO_02921	YEAST00795
OG0006574	HELIO_08922	YEAST06163
OG0006577	HELIO_02340	YEAST03945
OG0006578	HELIO_07383, HELIO_06625	YEAST00813
OG0006580	HELIO_00870	YEAST04957
OG0006582	HELIO_10336	YEAST04615
OG0006584	HELIO_01051	YEAST01846
OG0006595	HELIO_09575	YEAST05577
OG0006596	HELIO_09364	YEAST03312
OG0006597	HELIO_00477	YEAST01876
OG0006598	HELIO_08458	YEAST02580
OG0006602	HELIO_02442	YEAST06259
OG0006604	HELIO_08860	YEAST01597
OG0006607	HELIO_00321	YEAST05258
OG0006609	HELIO_08243	YEAST04231
OG0006610	HELIO_11565	YEAST04593
OG0006613	HELIO_01930	YEAST00490
OG0006615	HELIO_05092	YEAST02695
OG0006617	HELIO_10779	YEAST01373
OG0006619	HELIO_09123	YEAST03691
OG0006622	HELIO_02210	YEAST04382
OG0006625	HELIO_08164	YEAST05905
OG0006627	HELIO_11995	YEAST01553
OG0006630	HELIO_10586	YEAST05584
OG0006631	HELIO_00442	YEAST01419, YEAST04493
OG0006633	HELIO_03206	YEAST05580
OG0006636	HELIO_12004	YEAST06190
OG0006651	HELIO_02310	YEAST03308
OG0006662	HELIO_09320	YEAST02707
OG0006663	HELIO_02313	YEAST04538
OG0006664	HELIO_02701	YEAST04769
OG0006668	HELIO_07541	YEAST00040
OG0006669	HELIO_11899	YEAST05379
OG0006678	HELIO_02277	YEAST03428
OG0006681	HELIO_12263	YEAST02774
OG0006688	HELIO_03127	YEAST02298
OG0006690	HELIO_02191	YEAST00986
OG0006691	HELIO_03575	YEAST06141
OG0006692	HELIO_11578	YEAST04243
OG0006694	HELIO_03880	YEAST04074
OG0006703	HELIO_06495	YEAST04919
OG0006704	HELIO_06847	YEAST02241
OG0006706	HELIO_11342	YEAST01312
OG0006707	HELIO_00394	YEAST04448
OG0006712	HELIO_03348	YEAST01297
OG0006716	HELIO_06298	YEAST01688
OG0006717	HELIO_09109	YEAST03273, YEAST00511
OG0006722	HELIO_08515	YEAST05928
OG0006725	HELIO_03001	YEAST05141
OG0006726	HELIO_09973	YEAST01310
OG0006728	HELIO_02827	YEAST01819
OG0006730	HELIO_09404	YEAST06066
OG0006732	HELIO_09714	YEAST05092
OG0006738	HELIO_04208	YEAST03786
OG0006741	HELIO_09739	YEAST00908
OG0006752	HELIO_01665	YEAST01605
OG0006753	HELIO_09521	YEAST06210
OG0006755	HELIO_08486	YEAST03743
OG0006757	HELIO_11315	YEAST02585
OG0006758	HELIO_10590	YEAST00132
OG0006769	HELIO_11443	YEAST04955
OG0006772	HELIO_05481	YEAST05602
OG0006775	HELIO_01233	YEAST01095
OG0006776	HELIO_12504	YEAST02455
OG0006777	HELIO_07723	YEAST05242
OG0006826	HELIO_00390	YEAST03748
OG0006830	HELIO_02103	YEAST02320
OG0006838	HELIO_12316	YEAST01244
OG0006843	HELIO_07672	YEAST03855
OG0006846	HELIO_02303	YEAST04146
OG0006853	HELIO_02737	YEAST03500
OG0006860	HELIO_05728	YEAST03798
OG0006867	HELIO_00909	YEAST03341
OG0006869	HELIO_10982	YEAST01706
OG0006874	HELIO_08686	YEAST03449
OG0006876	HELIO_12562	YEAST00384
OG0006880	HELIO_05383	YEAST04631
OG0006881	HELIO_09282, HELIO_09283	YEAST01049
OG0006887	HELIO_00170	YEAST01983
OG0006888	HELIO_11291	YEAST00485
OG0006890	HELIO_01755	YEAST02034
OG0006891	HELIO_06848	YEAST00187
OG0006892	HELIO_10025	YEAST04820
OG0006894	HELIO_01525	YEAST01360
OG0006897	HELIO_06557	YEAST00856
OG0006901	HELIO_03815	YEAST05480
OG0006906	HELIO_04811	YEAST00746
OG0006918	HELIO_00387	YEAST05610
OG0006924	HELIO_10197	YEAST04308
OG0006927	HELIO_01236	YEAST00921
OG0006934	HELIO_02300	YEAST02053
OG0006935	HELIO_02305	YEAST02014
OG0006936	HELIO_01325	YEAST06114
OG0006937	HELIO_10195	YEAST05537
OG0006939	HELIO_09910	YEAST01033
OG0006940	HELIO_02426	YEAST05163
OG0006943	HELIO_00593	YEAST02583
OG0006949	HELIO_00053	YEAST00975, YEAST00256
OG0006959	HELIO_03367	YEAST01865
OG0006964	HELIO_05324	YEAST05995
OG0006966	HELIO_00843	YEAST02544
OG0006967	HELIO_03858	YEAST06235
OG0006968	HELIO_10124	YEAST03972
OG0006969	HELIO_04692	YEAST01604
OG0006971	HELIO_04205	YEAST00044
OG0006973	HELIO_05811	YEAST03793
OG0006975	HELIO_00766	YEAST02322
OG0006977	HELIO_03745	YEAST06248
OG0006980	HELIO_06927	YEAST02173
OG0006985	HELIO_08249	YEAST03215
OG0006989	HELIO_01925	YEAST04914
OG0006991	HELIO_08801	YEAST05066
OG0006992	HELIO_03687	YEAST04657
OG0006994	HELIO_10742	YEAST05554
OG0006995	HELIO_00974	YEAST06048
OG0006997	HELIO_04050	YEAST00664
OG0006998	HELIO_01286	YEAST02509
OG0006999	HELIO_01742	YEAST03874
OG0007003	HELIO_03021	YEAST01840
OG0007009	HELIO_10006	YEAST05645
OG0007010	HELIO_01679	YEAST01652
OG0007012	HELIO_04259	YEAST05361
OG0007013	HELIO_10913	YEAST05971
OG0007015	HELIO_01841	YEAST03053
OG0007016	HELIO_09219	YEAST05307
OG0007020	HELIO_10783	YEAST00663
OG0007024	HELIO_03505	YEAST01864
OG0007028	HELIO_09657	YEAST06312
OG0007030	HELIO_05278	YEAST05712
OG0007033	HELIO_06756	YEAST04002
OG0007036	HELIO_08854	YEAST04799
OG0007043	HELIO_10787	YEAST02072, YEAST01064
OG0007045	HELIO_03028	YEAST01113
OG0007046	HELIO_06285	YEAST04826
OG0007049	HELIO_01113	YEAST05930
OG0007050	HELIO_10158	YEAST05668
OG0007053	HELIO_01740	YEAST05898
OG0007055	HELIO_05430	YEAST02593
OG0007061	HELIO_03172	YEAST03247
OG0007063	HELIO_02537	YEAST04650
OG0007071	HELIO_10140	YEAST02162
OG0007073	HELIO_12235	YEAST03946
OG0007075	HELIO_12580	YEAST00811
OG0007084	HELIO_06919	YEAST05527
OG0007089	HELIO_01728	YEAST04132
OG0007093	HELIO_04228	YEAST01923
OG0007095	HELIO_05715	YEAST02581
OG0007098	HELIO_07500	YEAST03783
OG0007106	HELIO_08071	YEAST00202
OG0007112	HELIO_05754	YEAST05597
OG0007114	HELIO_02430	YEAST03493
OG0007118	HELIO_00216	YEAST01120
OG0007119	HELIO_03351	YEAST05459
OG0007120	HELIO_08636	YEAST04248
OG0007121	HELIO_08982	YEAST05746
OG0007124	HELIO_03243	YEAST04818
OG0007127	HELIO_02372	YEAST04415
OG0007130	HELIO_08635, HELIO_08634	YEAST05158
OG0007131	HELIO_04431	YEAST05874
OG0007132	HELIO_12686	YEAST06078
OG0007137	HELIO_01264	YEAST00797
OG0007138	HELIO_11268	YEAST04319
OG0007139	HELIO_03311	YEAST05259
OG0007143	HELIO_02069	YEAST02636
OG0007144	HELIO_02773	YEAST04135
OG0007154	HELIO_05052	YEAST01439
OG0007164	HELIO_04104	YEAST05557
OG0007165	HELIO_07174	YEAST04228, YEAST02514
OG0007168	HELIO_01974	YEAST02929
OG0007182	HELIO_05171	YEAST00042
OG0007192	HELIO_11714	YEAST00860
OG0007254	HELIO_04453	YEAST00328
OG0007258	HELIO_08742	YEAST02867
OG0007264	HELIO_05781	YEAST04093
OG0007269	HELIO_06147	YEAST04522
OG0007276	HELIO_06599	YEAST02007
OG0007279	HELIO_03749	YEAST02363
OG0007282	HELIO_12150	YEAST04912
OG0007288	HELIO_09454	YEAST02949
OG0007292	HELIO_01083	YEAST05159
OG0007307	HELIO_05717	YEAST05606
OG0007313	HELIO_04919	YEAST02047
OG0007317	HELIO_09791	YEAST04084
OG0007321	HELIO_04170	YEAST05016
OG0007322	HELIO_07072	YEAST01090
OG0007325	HELIO_09200	YEAST03249
OG0007330	HELIO_04133	YEAST00633
OG0007332	HELIO_04769	YEAST02451
OG0007335	HELIO_11949	YEAST06084
OG0007336	HELIO_06667	YEAST03606
OG0007341	HELIO_11684	YEAST00183
OG0007343	HELIO_03412	YEAST00383
OG0007347	HELIO_09177	YEAST02066
OG0007349	HELIO_06468	YEAST01492
OG0007354	HELIO_02659	YEAST03378
OG0007355	HELIO_04351	YEAST02682
OG0007361	HELIO_01627	YEAST02394
OG0007363	HELIO_01853	YEAST05519
OG0007364	HELIO_03012	YEAST01959
OG0007367	HELIO_11916	YEAST01013
OG0007371	HELIO_02928	YEAST04970
OG0007379	HELIO_03559	YEAST00967
OG0007380	HELIO_02244, HELIO_04235	YEAST00785, YEAST00666
OG0007387	HELIO_09254	YEAST06326
OG0007393	HELIO_09515	YEAST01116
OG0007395	HELIO_10203	YEAST00603
OG0007397	HELIO_06855	YEAST03512
OG0007399	HELIO_10834	YEAST02279
OG0007408	HELIO_09431	YEAST03401
OG0007409	HELIO_06116	YEAST05329
OG0007411	HELIO_05076	YEAST04399
OG0007412	HELIO_02238	YEAST04822
OG0007414	HELIO_08640	YEAST01970
OG0007415	HELIO_02421	YEAST01948
OG0007417	HELIO_08832	YEAST04175
OG0007419	HELIO_03480	YEAST02667
OG0007421	HELIO_09011	YEAST00762
OG0007424	HELIO_07951	YEAST05463
OG0007425	HELIO_11448	YEAST06135
OG0007427	HELIO_07421	YEAST00763
OG0007428	HELIO_08646	YEAST01536
OG0007439	HELIO_07267	YEAST01063
OG0007442	HELIO_05360	YEAST03687
OG0007446	HELIO_07395	YEAST04647
OG0007451	HELIO_04606	YEAST02017
OG0007454	HELIO_11972	YEAST01359
OG0007456	HELIO_09549	YEAST00931
OG0007458	HELIO_09868	YEAST02196
OG0007460	HELIO_08692	YEAST04891
OG0007463	HELIO_00691	YEAST00394
OG0007466	HELIO_11051	YEAST00806
OG0007478	HELIO_04114	YEAST02470
OG0007482	HELIO_12170	YEAST05783
OG0007483	HELIO_09027	YEAST01187
OG0007484	HELIO_06327	YEAST00517
OG0007488	HELIO_09301	YEAST04193
OG0007491	HELIO_08829	YEAST05032
OG0007495	HELIO_09614	YEAST04536
OG0007498	HELIO_11706	YEAST00593
OG0007499	HELIO_04404	YEAST03994
OG0007504	HELIO_07294	YEAST02642
OG0007508	HELIO_01803	YEAST05759
OG0007509	HELIO_08680	YEAST03229
OG0007519	HELIO_05000	YEAST04589
OG0007528	HELIO_01539	YEAST02438
OG0007531	HELIO_12240	YEAST05725
OG0007591	HELIO_10985	YEAST02623
OG0007597	HELIO_09185	YEAST05244
OG0007605	HELIO_08599	YEAST04509
OG0007618	HELIO_11433	YEAST02486
OG0007619	HELIO_00818	YEAST04342
OG0007622	HELIO_08743	YEAST01282
OG0007624	HELIO_03334	YEAST03901
OG0007645	HELIO_08180	YEAST05586
OG0007646	HELIO_09428	YEAST05572
OG0007648	HELIO_11122	YEAST03775
OG0007656	HELIO_03326	YEAST02935
OG0007657	HELIO_09924	YEAST01213
OG0007663	HELIO_09052	YEAST01133
OG0007673	HELIO_12156	YEAST04892
OG0007676	HELIO_07836	YEAST01965
OG0007690	HELIO_01667	YEAST00054
OG0007692	HELIO_12083	YEAST05386
OG0007698	HELIO_02873	YEAST04526
OG0007703	HELIO_00511	YEAST03290
OG0007704	HELIO_10965	YEAST01687
OG0007712	HELIO_06849	YEAST02916
OG0007722	HELIO_05263	YEAST06130
OG0007727	HELIO_07106	YEAST01129
OG0007739	HELIO_03035	YEAST04408
OG0007749	HELIO_03431	YEAST02144
OG0007751	HELIO_06655	YEAST03046
OG0007754	HELIO_02629	YEAST03550
OG0007767	HELIO_03760	YEAST03177
OG0007769	HELIO_12480	YEAST02589
OG0007772	HELIO_01680	YEAST05211
OG0007773	HELIO_07954	YEAST05609
OG0007783	HELIO_03457	YEAST03579
OG0007784	HELIO_06523	YEAST01170
OG0007786	HELIO_09437	YEAST01347
OG0007787	HELIO_04230	YEAST03458
OG0007801	HELIO_01655	YEAST02556, YEAST00332
OG0007803	HELIO_00912	YEAST00818
OG0007810	HELIO_09745	YEAST06278
OG0007811	HELIO_00921	YEAST05686
OG0007816	HELIO_07334	YEAST00605
OG0007823	HELIO_08358	YEAST03887
OG0007827	HELIO_06096	YEAST01279
OG0007829	HELIO_01759	YEAST02649
OG0007830	HELIO_08878	YEAST03594
OG0007831	HELIO_12772	YEAST03693
OG0007840	HELIO_04802	YEAST02829
OG0007843	HELIO_04963	YEAST04794
OG0007848	HELIO_04240	YEAST03711
OG0007850	HELIO_05804	YEAST01418
OG0007854	HELIO_05486	YEAST01377
OG0007858	HELIO_05719	YEAST03196
OG0007912	HELIO_01267	YEAST04725
OG0007918	HELIO_04419	YEAST04092
OG0007941	HELIO_04750	YEAST03892
OG0007943	HELIO_05542	YEAST03288
OG0007947	HELIO_01214	YEAST02420
OG0007958	HELIO_03422	YEAST01011
OG0007975	HELIO_02337	YEAST01243
OG0007978	HELIO_02240	YEAST01491
OG0007982	HELIO_09407	YEAST03186
OG0007991	HELIO_02057	YEAST02341
OG0007993	HELIO_01029	YEAST00089
OG0007996	HELIO_00492	YEAST04079
OG0007998	HELIO_07332	YEAST00688
OG0008008	HELIO_05467	YEAST02355
OG0008020	HELIO_00997	YEAST05433
OG0008030	HELIO_08520	YEAST00039
OG0008031	HELIO_10799	YEAST04719
OG0008038	HELIO_02850	YEAST05601
OG0008042	HELIO_03968	YEAST04557, YEAST00839
OG0008053	HELIO_03591	YEAST05804
OG0008055	HELIO_01274	YEAST05224
OG0008056	HELIO_00846	YEAST04542
OG0008072	HELIO_01026	YEAST00552
OG0008074	HELIO_03004	YEAST05664
OG0008079	HELIO_00746	YEAST03108
OG0008085	HELIO_04248	YEAST04107
OG0008091	HELIO_09088	YEAST06200
OG0008100	HELIO_11850	YEAST03959
OG0008103	HELIO_02960	YEAST05352
OG0008104	HELIO_09386	YEAST06240
OG0008105	HELIO_10149	YEAST03324
OG0008110	HELIO_05692	YEAST00121
OG0008111	HELIO_09107	YEAST06004, YEAST05693
OG0008115	HELIO_12049	YEAST05684, YEAST06009
OG0008122	HELIO_07016	YEAST01663
OG0008136	HELIO_04953	YEAST02756
OG0008196	HELIO_04754	YEAST03623
OG0008201	HELIO_08285	YEAST01163
OG0008208	HELIO_04865	YEAST04341
OG0008219	HELIO_07426	YEAST05754
OG0008244	HELIO_05442	YEAST04999
OG0008251	HELIO_02762	YEAST01472
OG0008254	HELIO_03446	YEAST04740
OG0008267	HELIO_02344	YEAST02722
OG0008275	HELIO_01566	YEAST05358
OG0008281	HELIO_07104	YEAST01387
OG0008307	HELIO_06378	YEAST01285
OG0008323	HELIO_04361	YEAST05718
OG0008332	HELIO_04129	YEAST03366
OG0008346	HELIO_08226	YEAST01382
OG0008348	HELIO_02649	YEAST03383
OG0008351	HELIO_01614	YEAST01276
OG0008401	HELIO_06030	YEAST02115
OG0008403	HELIO_10617	YEAST01318
OG0008432	HELIO_11182	YEAST01317
OG0008524	HELIO_02339	YEAST02216
OG0008533	HELIO_03659	YEAST00770
OG0008542	HELIO_02038	YEAST00506
OG0008546	HELIO_01418	YEAST03499
OG0008582	HELIO_11502	YEAST04883
OG0008602	HELIO_12291	YEAST04166
OG0008645	HELIO_02532	YEAST05803
OG0008654	HELIO_05189	YEAST03590
OG0008664	HELIO_07966	YEAST05851
OG0008677	HELIO_07128	YEAST03567
OG0008680	HELIO_07201	YEAST02511
OG0008681	HELIO_01222	YEAST04884
OG0008789	HELIO_09721	YEAST05903
OG0008794	HELIO_06723	YEAST01976, YEAST00168, YEAST00957
OG0008799	HELIO_04045	YEAST03377
OG0008818	HELIO_04950	YEAST00271
OG0008823	HELIO_07320	YEAST03936
OG0008861	HELIO_07867	YEAST04983
OG0008879	HELIO_12641	YEAST05579
OG0008887	HELIO_09152	YEAST00387
OG0008923	HELIO_06923	YEAST01739
